date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,dividend,paymentDate,declarationDate,recordDate
2025-11-24,114.48,116.76,113.51,115.88,115.53,2844300,2844300,1.4,1.22,115.1575,"November 24, 25",0.0122,,,,,
2025-11-21,113.07,119.32,110.58,116.82,116.47,4858600,4858600,3.75,3.32,114.9475,"November 21, 25",0.0332,,,,,
2025-11-20,121.08,125.85,115.68,116.42,116.07,5683200,5683200,-4.66,-3.85,119.7575,"November 20, 25",-0.0385,,,,,
2025-11-19,123.39,127.07,122.66,125.68,125.3,3631732,3631732,2.29,1.86,124.7,"November 19, 25",0.0186,,,,,
2025-11-18,116.37,122.42,114.91,121.39,121.02,4524125,4524125,5.02,4.31,118.7725,"November 18, 25",0.0431,,,,,
2025-11-17,120.01,125.85,117.66,117.7,117.35,7466634,7466634,-2.31,-1.92,120.305,"November 17, 25",-0.0192,,,,,
2025-11-14,108.9,117.35,107.63,115.14,114.79,4691600,4691600,6.24,5.73,112.255,"November 14, 25",0.0573,,,,,
2025-11-13,112.35,119.28,112.02,114.57,114.23,7195900,7195900,2.22,1.98,114.555,"November 13, 25",0.0198,,,,,
2025-11-12,105.41,110.63,104.94,110.32,109.99,4399100,4399100,4.91,4.66,107.825,"November 12, 25",0.0466,,,,,
2025-11-11,102.5,103.89,101.18,103.88,103.57,2655430,2655430,1.38,1.35,102.8625,"November 11, 25",0.0135,,,,,
2025-11-10,101.42,104.6,100,103.58,103.27,3390207,3390207,2.16,2.13,102.4,"November 10, 25",0.0213,,,,,
2025-11-07,90.17,98.42,90.01,97.18,96.89,4482800,4482800,7.01,7.77,93.945,"November 07, 25",0.0777,,,,,
2025-11-06,94,97.1,91,91.26,90.99,3772800,3772800,-2.74,-2.91,93.34,"November 06, 25",-0.0291,,,,,
2025-11-05,90.39,92.87,89.1,91.96,91.69,3369800,3369800,1.57,1.74,91.08,"November 05, 25",0.0174,,,,,
2025-11-04,91.71,92.5,88.01,88.45,88.19,5264300,5264300,-3.26,-3.55,90.1675,"November 04, 25",-0.0355,,,,,
2025-11-03,97.54,99.4,95.08,96.53,96.24,2737500,2737500,-1.01,-1.04,97.1375,"November 03, 25",-0.0104,,,,,
2025-10-31,96.9,99.97,96.5,98.23,97.94,4022240,4022240,1.33,1.37,97.9,"October 31, 25",0.0137,,,,,
2025-10-30,99,100.62,96.58,97.89,97.6,2366900,2366900,-1.11,-1.12,98.5225,"October 30, 25",-0.0112,,,,,
2025-10-29,96.8,101.04,96.45,97.8,97.51,2278700,2278700,1,1.03,98.0225,"October 29, 25",0.0103,,,,,
2025-10-28,97,97.15,94.77,96.68,96.39,2509917,2509917,-0.32,-0.3299,96.4,"October 28, 25",-0.003299,,,,,
2025-10-27,103.77,105.47,95.69,96.23,95.94,4094700,4094700,-7.54,-7.27,100.29,"October 27, 25",-0.0727,,,,,
2025-10-24,100.17,106.96,99.65,105.64,105.33,5109700,5109700,5.47,5.46,103.105,"October 24, 25",0.0546,,,,,
2025-10-23,94.5,98.06,93.96,97.36,97.07,3455718,3455718,2.86,3.03,95.97,"October 23, 25",0.0303,,,,,
2025-10-22,90.8,91.99,88.76,91.27,91,1984347,1984347,0.47,0.51762,90.705,"October 22, 25",0.0051762,,,,,
2025-10-21,94.5,94.86,90.92,91.34,91.07,2486929,2486929,-3.16,-3.34,92.905,"October 21, 25",-0.0334,,,,,
2025-10-20,94,97.69,94,96.14,95.85,2927100,2927100,2.14,2.28,95.4575,"October 20, 25",0.0228,,,,,
2025-10-17,93.43,96,91.5,92.74,92.46,3547340,3547340,-0.69,-0.73852,93.4175,"October 17, 25",-0.0073852,,,,,
2025-10-16,98.54,99.15,94.29,95.29,95.01,2606700,2606700,-3.25,-3.3,96.8175,"October 16, 25",-0.033,,,,,
2025-10-15,98.04,99.49,95.57,98.16,97.87,3313204,3313204,0.12,0.1224,97.815,"October 15, 25",0.001224,,,,,
2025-10-14,92.65,97.67,91,96.24,95.95,3624841,3624841,3.59,3.87,94.39,"October 14, 25",0.0387,,,,,
2025-10-13,92.03,99.13,92,96.34,96.05,4161019,4161019,4.31,4.68,94.875,"October 13, 25",0.0468,,,,,
2025-10-10,95.4,96.16,89.75,89.86,89.59,4302609,4302609,-5.54,-5.81,92.7925,"October 10, 25",-0.0581,,,,,
2025-10-09,95.62,99.86,94.45,96.5,96.21,5594900,5594900,0.88,0.92031,96.6075,"October 09, 25",0.0092031,,,,,
2025-10-08,91.96,92.85,89.69,91.69,91.42,2518900,2518900,-0.265,-0.29361,91.5475,"October 08, 25",-0.0029361,,,,,
2025-10-07,91.9,93.13,89.01,90.53,90.26,2238900,2238900,-1.37,-1.49,91.1425,"October 07, 25",-0.0149,,,,,
2025-10-06,89.6,93.73,88.5,92.03,91.76,3402625,3402625,2.43,2.71,90.965,"October 06, 25",0.0271,,,,,
2025-10-03,87.12,89.2,85.85,88.22,87.96,2570442,2570442,1.1,1.26,87.5975,"October 03, 25",0.0126,,,,,
2025-10-02,85,90.09,84.72,87.61,87.35,3121700,3121700,2.61,3.07,86.855,"October 02, 25",0.0307,,,,,
2025-10-01,81.97,85.58,81.97,84.47,84.22,3616433,3616433,2.5,3.05,83.4975,"October 01, 25",0.0305,,,,,
2025-09-30,85.5,85.56,79.3,81.08,80.84,5385642,5385642,-4.42,-5.17,82.86,"September 30, 25",-0.0517,,,,,
2025-09-29,90.58,91.31,86.03,86.88,86.62,3344100,3344100,-3.7,-4.08,88.7,"September 29, 25",-0.0408,,,,,
2025-09-26,83.91,89.35,83.4,88.1,87.84,4186636,4186636,4.19,4.99,86.19,"September 26, 25",0.0499,,,,,
2025-09-25,81.71,87.3,80.29,84.83,84.58,4456002,4456002,3.12,3.82,83.5325,"September 25, 25",0.0382,,,,,
2025-09-24,83.5,85.61,81.14,81.58,81.34,3532702,3532702,-1.92,-2.3,82.9575,"September 24, 25",-0.023,,,,,
2025-09-23,80.86,83.39,79.59,80.12,79.88,2249026,2249026,-0.74,-0.91516,80.99,"September 23, 25",-0.0091516,,,,,
2025-09-22,80.44,82.49,79.88,80.38,80.14,2537400,2537400,-0.06,-0.07458976,80.7975,"September 22, 25",-0.0007458976,,,,,
2025-09-19,82.1,83.93,81.31,81.84,81.6,3672600,3672600,-0.26,-0.31669,82.295,"September 19, 25",-0.0031669,,,,,
2025-09-18,80.95,81.6,79.33,80.93,80.69,2218053,2218053,-0.02,-0.02470661,80.7025,"September 18, 25",-0.0002470661,,,,,
2025-09-17,80.89,82.45,78.91,80.16,79.92,2616700,2616700,-0.73,-0.90246,80.6025,"September 17, 25",-0.0090246,,,,,
2025-09-16,80.77,82,79.92,80.94,80.7,2255700,2255700,0.17,0.21047,80.9075,"September 16, 25",0.0021047,,,,,
2025-09-15,78.09,81.66,77.5,81.04,80.8,5011902,5011902,2.95,3.78,79.5725,"September 15, 25",0.0378,,,,,
2025-09-12,74.24,76.34,73.09,75.98,75.75,2508600,2508600,1.74,2.34,74.9125,"September 12, 25",0.0234,0.405,0.405,2025-10-01,2025-07-22,2025-09-12
2025-09-11,71.84,76.14,71.25,75.05,74.42,3595608,3595608,3.21,4.47,73.57,"September 11, 25",0.0447,,,,,
2025-09-10,73.29,74.73,72.11,73.32,72.7,5511300,5511300,0.03,0.04093328,73.3625,"September 10, 25",0.0004093328,,,,,
2025-09-09,75.22,76,71.39,72.58,71.97,13545200,13545200,-2.64,-3.51,73.7975,"September 09, 25",-0.0351,,,,,
2025-09-08,82.15,82.66,80.07,82,81.31,2332700,2332700,-0.15,-0.18259,81.72,"September 08, 25",-0.0018259,,,,,
2025-09-05,82.21,84.89,80.86,81.54,80.86,4805519,4805519,-0.67,-0.81499,82.375,"September 05, 25",-0.0081499,,,,,
2025-09-04,79.53,79.75,78.15,79.27,78.6,3900531,3900531,-0.26,-0.32692,79.175,"September 04, 25",-0.0032692,,,,,
2025-09-03,79.17,80.85,78.61,80.11,79.44,1926000,1926000,0.94,1.19,79.685,"September 03, 25",0.0119,,,,,
2025-09-02,81.99,82.19,79.14,79.54,78.87,4041600,4041600,-2.45,-2.99,80.715,"September 02, 25",-0.0299,,,,,
2025-08-29,85.63,87.08,84.63,84.92,84.21,1738900,1738900,-0.71,-0.82915,85.565,"August 29, 25",-0.0082915,,,,,
2025-08-28,86.7,86.98,83.72,84.92,84.21,3539500,3539500,-1.78,-2.05,85.58,"August 28, 25",-0.0205,,,,,
2025-08-27,81.48,87.97,81.4,87.68,86.94,5504638,5504638,6.2,7.61,84.6325,"August 27, 25",0.0761,,,,,
2025-08-26,82.07,83.45,81.01,81.53,80.85,2495915,2495915,-0.54,-0.65797,82.015,"August 26, 25",-0.0065797,,,,,
2025-08-25,80.73,82.29,80.03,81.29,80.61,2412179,2412179,0.56,0.69367,81.085,"August 25, 25",0.0069367,,,,,
2025-08-22,77.33,82.63,77.15,81.34,80.66,2876202,2876202,4.01,5.19,79.6125,"August 22, 25",0.0519,,,,,
2025-08-21,77.38,79.74,76.88,78.94,78.28,2887811,2887811,1.56,2.02,78.235,"August 21, 25",0.0202,,,,,
2025-08-20,77.05,79.49,75.88,78.12,77.46,3456448,3456448,1.07,1.39,77.635,"August 20, 25",0.0139,,,,,
2025-08-19,82.3,83,80.31,80.55,79.87,3810844,3810844,-1.75,-2.13,81.54,"August 19, 25",-0.0213,,,,,
2025-08-18,81.67,84.79,81.67,83.09,82.39,4375900,4375900,1.42,1.74,82.805,"August 18, 25",0.0174,,,,,
2025-08-15,81.27,82.71,81.1,82.19,81.5,2842349,2842349,0.92,1.13,81.8175,"August 15, 25",0.0113,,,,,
2025-08-14,79.99,81.68,79.36,81.43,80.75,3495739,3495739,1.44,1.8,80.615,"August 14, 25",0.018,,,,,
2025-08-13,81.1,82.2,79.25,81.67,80.98,3990400,3990400,0.57,0.70284,81.055,"August 13, 25",0.0070284,,,,,
2025-08-12,78.24,80.59,75.44,77.98,77.33,5415705,5415705,-0.26,-0.33231,78.0625,"August 12, 25",-0.0033231,,,,,
2025-08-11,84.77,87.45,79.92,80.76,80.08,12471500,12471500,-4,-4.73,83.225,"August 11, 25",-0.0473,,,,,
2025-08-08,72.2,76.89,71.48,75.48,74.85,7616710,7616710,3.28,4.54,74.0125,"August 08, 25",0.0454,,,,,
2025-08-07,69.86,73.84,69.81,70.06,69.47,5435424,5435424,0.2,0.28629,70.8925,"August 07, 25",0.0028629,,,,,
2025-08-06,68.77,69.15,66.89,67.3,66.74,2106200,2106200,-1.47,-2.14,68.0275,"August 06, 25",-0.0214,,,,,
2025-08-05,69.31,69.45,66.67,68.25,67.68,2210100,2210100,-1.06,-1.53,68.42,"August 05, 25",-0.0153,,,,,
2025-08-04,68.23,69.31,67.9,68.56,67.98,3261300,3261300,0.33,0.48366,68.5,"August 04, 25",0.0048366,,,,,
2025-08-01,66.81,68.57,64.95,67.9,67.33,4282600,4282600,1.09,1.63,67.0575,"August 01, 25",0.0163,,,,,
2025-07-31,70.05,70.08,65.29,67.85,67.28,8469121,8469121,-2.2,-3.14,68.3175,"July 31, 25",-0.0314,,,,,
2025-07-30,71.77,71.84,68.44,68.89,68.31,4953500,4953500,-2.87,-4.01,70.235,"July 30, 25",-0.0401,,,,,
2025-07-29,73.81,74.44,71,71.6,71,6543200,6543200,-2.21,-2.99,72.7125,"July 29, 25",-0.0299,,,,,
2025-07-28,79,80.88,74.19,74.77,74.14,10165500,10165500,-4.23,-5.35,77.21,"July 28, 25",-0.0535,,,,,
2025-07-25,84.67,84.82,82,83.74,83.04,5379512,5379512,-0.93,-1.1,83.8075,"July 25, 25",-0.011,,,,,
2025-07-24,82.51,86.19,81.78,84.18,83.47,7765039,7765039,1.68,2.02,83.665,"July 24, 25",0.0202,,,,,
2025-07-23,81.4,82.18,77.94,78.79,78.13,5139031,5139031,-2.61,-3.21,80.0775,"July 23, 25",-0.0321,,,,,
2025-07-22,78.7,83.57,78.5,83.24,82.54,6714200,6714200,4.54,5.77,81.0025,"July 22, 25",0.0577,,,,,
2025-07-21,79.85,81.1,76.82,77.15,76.5,3690800,3690800,-2.7,-3.38,78.73,"July 21, 25",-0.0338,,,,,
2025-07-18,77.31,79.62,76.15,77.07,76.42,6224422,6224422,-0.24,-0.31044,77.5375,"July 18, 25",-0.0031044,,,,,
2025-07-17,72.45,76.66,72.24,75.74,75.1,7862008,7862008,3.29,4.54,74.2725,"July 17, 25",0.0454,,,,,
2025-07-16,70.14,71,69.08,70.41,69.82,2880116,2880116,0.27,0.38494,70.1575,"July 16, 25",0.0038494,,,,,
2025-07-15,72.77,72.88,69.89,70.02,69.43,4674046,4674046,-2.75,-3.78,71.39,"July 15, 25",-0.0378,,,,,
2025-07-14,70.79,73.48,70.23,71.87,71.27,2711930,2711930,1.08,1.53,71.5925,"July 14, 25",0.0153,,,,,
2025-07-11,70.3,71.93,70.22,70.98,70.38,4092000,4092000,0.68,0.96728,70.8575,"July 11, 25",0.0096728,,,,,
2025-07-10,71.76,76.28,71.5,74.27,73.65,5719669,5719669,2.52,3.5,73.4525,"July 10, 25",0.035,,,,,
2025-07-09,70.28,71.21,68.61,70.79,70.2,4021438,4021438,0.51,0.72567,70.2225,"July 09, 25",0.0072567,,,,,
2025-07-08,66.03,72.17,65.95,70.22,69.63,7275311,7275311,4.19,6.35,68.5925,"July 08, 25",0.0635,,,,,
2025-07-07,66.55,67.28,64.24,65.5,64.95,2956600,2956600,-1.05,-1.58,65.8925,"July 07, 25",-0.0158,,,,,
2025-07-03,68.61,69.49,66.84,67.21,66.65,2322300,2322300,-1.4,-2.04,68.0375,"July 03, 25",-0.0204,,,,,
2025-07-02,65.52,68.93,64.41,67.99,67.42,4458440,4458440,2.47,3.77,66.7125,"July 02, 25",0.0377,,,,,
2025-07-01,62.25,64.02,60.64,62.9,62.37,3242624,3242624,0.65,1.04,62.4525,"July 01, 25",0.0104,,,,,
2025-06-30,64.81,64.81,62.05,62.67,62.14,3077700,3077700,-2.14,-3.3,63.585,"June 30, 25",-0.033,,,,,
2025-06-27,65.28,66.67,64.04,64.95,64.41,4137347,4137347,-0.33,-0.50551,65.235,"June 27, 25",-0.0050551,,,,,
2025-06-26,62.37,65.12,62.09,63.75,63.22,4054000,4054000,1.38,2.21,63.3325,"June 26, 25",0.0221,,,,,
2025-06-25,60.16,61.15,58.85,60.38,59.87,2724800,2724800,0.22,0.36569,60.135,"June 25, 25",0.0036569,,,,,
2025-06-24,58.65,61.23,58.6,60.18,59.68,3124700,3124700,1.53,2.61,59.665,"June 24, 25",0.0261,,,,,
2025-06-23,56.65,57.97,55.9,57.82,57.33,3791433,3791433,1.17,2.07,57.085,"June 23, 25",0.0207,,,,,
2025-06-20,59.49,59.83,56.65,56.66,56.18,5545500,5545500,-2.83,-4.76,58.1575,"June 20, 25",-0.0476,,,,,
2025-06-18,59.15,60.52,59.04,59.4,58.9,2872900,2872900,0.25,0.42265,59.5275,"June 18, 25",0.0042265,,,,,
2025-06-17,60.65,60.68,58.8,59.69,59.19,2560200,2560200,-0.955,-1.58,59.955,"June 17, 25",-0.0158,,,,,
2025-06-16,62,62.23,60.7,60.96,60.45,2333200,2333200,-1.04,-1.68,61.4725,"June 16, 25",-0.0168,,,,,
2025-06-13,61.2,62.99,60.28,60.72,60.21,2500800,2500800,-0.48,-0.78431,61.2975,"June 13, 25",-0.0078431,0.405,0.405,2025-07-01,2025-05-06,2025-06-13
2025-06-12,64.02,64.23,62.22,62.48,61.55,3003324,3003324,-1.54,-2.41,63.2375,"June 12, 25",-0.0241,,,,,
2025-06-11,65.61,65.75,63.84,65.08,64.11,3823636,3823636,-0.53,-0.8078,65.07,"June 11, 25",-0.008078,,,,,
2025-06-10,63.21,64.55,62.72,64.2,63.24,3023248,3023248,0.99,1.57,63.67,"June 10, 25",0.0157,,,,,
2025-06-09,60.61,63.35,60.47,62.3,61.37,3391905,3391905,1.69,2.79,61.6825,"June 09, 25",0.0279,,,,,
2025-06-06,60.04,60.77,59.29,59.83,58.94,2176055,2176055,-0.21,-0.34977,59.9825,"June 06, 25",-0.0034977,,,,,
2025-06-05,61,62.18,57.83,58.64,57.77,3632974,3632974,-2.36,-3.87,59.9125,"June 05, 25",-0.0387,,,,,
2025-06-04,57.77,60.16,57.49,59.7,58.81,4078200,4078200,1.93,3.34,58.78,"June 04, 25",0.0334,,,,,
2025-06-03,55.04,57.22,53.7,57.01,56.16,2977000,2977000,1.97,3.58,55.7425,"June 03, 25",0.0358,,,,,
2025-06-02,56.4,56.4,54.28,55.09,54.27,3667112,3667112,-1.31,-2.32,55.5425,"June 02, 25",-0.0232,,,,,
2025-05-30,56.65,56.69,54.81,55.76,54.93,11048700,11048700,-0.89,-1.57,55.9775,"May 30, 25",-0.0157,,,,,
2025-05-29,58.5,59.03,56.75,57.49,56.63,2867531,2867531,-1.01,-1.73,57.9425,"May 29, 25",-0.0173,,,,,
2025-05-28,58.6,59.17,57.34,58.05,57.19,2430547,2430547,-0.55,-0.93857,58.29,"May 28, 25",-0.0093857,,,,,
2025-05-27,58.38,58.89,56.67,58.79,57.92,3263825,3263825,0.41,0.7023,58.1825,"May 27, 25",0.007023,,,,,
2025-05-23,56.61,57.9,56.31,57.61,56.75,2710552,2710552,1,1.77,57.1075,"May 23, 25",0.0177,,,,,
2025-05-22,56.47,58.14,55.48,57.94,57.08,2905729,2905729,1.47,2.6,57.0075,"May 22, 25",0.026,,,,,
2025-05-21,58.55,58.97,56.39,56.44,55.6,2506000,2506000,-2.11,-3.6,57.5875,"May 21, 25",-0.036,,,,,
2025-05-20,59.12,60.49,58.63,59.32,58.44,2416600,2416600,0.2,0.33829,59.39,"May 20, 25",0.0033829,,,,,
2025-05-19,58.48,59.86,57.36,59.24,58.36,4076824,4076824,0.76,1.3,58.735,"May 19, 25",0.013,,,,,
2025-05-16,59.91,60.78,57.83,60.21,59.31,3821700,3821700,0.3,0.50075,59.6825,"May 16, 25",0.0050075,,,,,
2025-05-15,60.02,60.35,58.57,60.32,59.42,3244021,3244021,0.3,0.49983,59.815,"May 15, 25",0.0049983,,,,,
2025-05-14,62.49,62.79,60.46,61.08,60.17,3093900,3093900,-1.41,-2.26,61.705,"May 14, 25",-0.0226,,,,,
2025-05-13,61.58,62.35,60.97,61.86,60.94,3563900,3563900,0.28,0.45469,61.69,"May 13, 25",0.0045469,,,,,
2025-05-12,62.6,63.64,60.8,61.57,60.65,3994589,3994589,-1.03,-1.65,62.1525,"May 12, 25",-0.0165,,,,,
2025-05-09,57.71,58.62,57.07,57.93,57.07,2163324,2163324,0.22,0.38122,57.8325,"May 09, 25",0.0038122,,,,,
2025-05-08,57.01,58.75,56.5,57.44,56.59,3404200,3404200,0.43,0.75425,57.425,"May 08, 25",0.0075425,,,,,
2025-05-07,58,58,55.64,56.06,55.23,2895567,2895567,-1.94,-3.34,56.925,"May 07, 25",-0.0334,,,,,
2025-05-06,56.77,58.67,56.77,57.49,56.63,2475517,2475517,0.72,1.27,57.425,"May 06, 25",0.0127,,,,,
2025-05-05,59.59,60.2,57.64,57.94,57.08,2589600,2589600,-1.65,-2.77,58.8425,"May 05, 25",-0.0277,,,,,
2025-05-02,60.47,62.06,58.63,60.3,59.4,3471800,3471800,-0.17,-0.28113,60.365,"May 02, 25",-0.0028113,,,,,
2025-05-01,61.37,63.46,58.38,59.32,58.44,5229821,5229821,-2.05,-3.34,60.6325,"May 01, 25",-0.0334,,,,,
2025-04-30,57,58.68,56.21,58.55,57.68,6029819,6029819,1.55,2.72,57.61,"April 30, 25",0.0272,,,,,
2025-04-29,58.84,59.96,58.66,59.46,58.58,2826316,2826316,0.62,1.05,59.23,"April 29, 25",0.0105,,,,,
2025-04-28,57.88,60.31,57.43,58.55,57.68,2699000,2699000,0.67,1.16,58.5425,"April 28, 25",0.0116,,,,,
2025-04-25,57.39,58.25,56.65,57.73,56.87,3065803,3065803,0.34,0.59244,57.505,"April 25, 25",0.0059244,,,,,
2025-04-24,55.95,58.46,55.95,58.17,57.3,2274100,2274100,2.22,3.97,57.1325,"April 24, 25",0.0397,,,,,
2025-04-23,57.37,59.93,55.37,55.64,54.81,3699027,3699027,-1.73,-3.02,57.0775,"April 23, 25",-0.0302,,,,,
2025-04-22,53.71,56,53.34,54.77,53.96,2805017,2805017,1.06,1.97,54.455,"April 22, 25",0.0197,,,,,
2025-04-21,52.5,53.21,50.85,53.02,52.23,3122800,3122800,0.52,0.99048,52.395,"April 21, 25",0.0099048,,,,,
2025-04-17,53.29,53.87,51.92,52.91,52.12,3117675,3117675,-0.38,-0.71308,52.9975,"April 17, 25",-0.0071308,,,,,
2025-04-16,53.05,54.84,51.46,52.57,51.79,4277300,4277300,-0.48,-0.90481,52.98,"April 16, 25",-0.0090481,,,,,
2025-04-15,56,57.64,53.65,54.01,53.21,4050800,4050800,-1.99,-3.55,55.325,"April 15, 25",-0.0355,,,,,
2025-04-14,57.95,59.24,56.07,57.39,56.54,2745551,2745551,-0.56,-0.96635,57.6625,"April 14, 25",-0.0096635,,,,,
2025-04-11,54.55,56.95,52.78,56.67,55.83,3362606,3362606,2.12,3.89,55.2375,"April 11, 25",0.0389,,,,,
2025-04-10,57.11,57.5,53.55,54.71,53.9,5661931,5661931,-2.4,-4.2,55.7175,"April 10, 25",-0.042,,,,,
2025-04-09,50.67,62.09,50.24,60.47,59.57,9383400,9383400,9.8,19.34,55.8675,"April 09, 25",0.1934,,,,,
2025-04-08,60.12,60.28,49.43,50.76,50,7919026,7919026,-9.36,-15.57,55.1475,"April 08, 25",-0.1557,,,,,
2025-04-07,56.91,64.3,55.5,58.1,57.24,7448009,7448009,1.19,2.09,58.7025,"April 07, 25",0.0209,,,,,
2025-04-04,63.24,64.98,57.53,58.51,57.64,6136900,6136900,-4.73,-7.48,61.065,"April 04, 25",-0.0748,,,,,
2025-04-03,69.23,69.76,66.15,66.5,65.51,3725000,3725000,-2.73,-3.94,67.91,"April 03, 25",-0.0394,,,,,
2025-04-02,70.7,73.64,70.33,72.25,71.17,1831600,1831600,1.55,2.19,71.73,"April 02, 25",0.0219,,,,,
2025-04-01,71.73,72.54,69.95,71.82,70.75,2010600,2010600,0.09,0.12547,71.51,"April 01, 25",0.0012547,,,,,
2025-03-31,70.51,72.8,69.9,72.02,70.95,1898438,1898438,1.51,2.14,71.3075,"March 31, 25",0.0214,,,,,
2025-03-28,74.16,74.96,71.46,72.19,71.12,1987816,1987816,-1.97,-2.66,73.1925,"March 28, 25",-0.0266,,,,,
2025-03-27,74.58,75.34,73.12,74.75,73.64,1886877,1886877,0.17,0.22794,74.4475,"March 27, 25",0.0022794,,,,,
2025-03-26,77.68,78.31,74.26,75.72,74.59,1314615,1314615,-1.96,-2.52,76.4925,"March 26, 25",-0.0252,,,,,
2025-03-25,77.86,79.93,77.15,77.67,76.51,1492426,1492426,-0.19,-0.24403,78.1525,"March 25, 25",-0.0024403,,,,,
2025-03-24,78.22,79.37,77.22,77.55,76.4,1748347,1748347,-0.67,-0.85656,78.09,"March 24, 25",-0.0085656,,,,,
2025-03-21,75.76,77.74,75.13,77.56,76.41,4483845,4483845,1.8,2.38,76.5475,"March 21, 25",0.0238,,,,,
2025-03-20,77.41,78.52,76.3,77.03,75.88,2009651,2009651,-0.38,-0.49089,77.315,"March 20, 25",-0.0049089,,,,,
2025-03-19,78.62,80.15,78.3,79.49,78.31,1984650,1984650,0.87,1.11,79.14,"March 19, 25",0.0111,,,,,
2025-03-18,79,79.37,77.41,78.5,77.33,1934527,1934527,-0.5,-0.63291,78.57,"March 18, 25",-0.0063291,,,,,
2025-03-17,76.17,79.75,76.17,79.34,78.16,2763700,2763700,3.17,4.16,77.8575,"March 17, 25",0.0416,,,,,
2025-03-14,74.19,75.58,72.4,75.23,74.11,2761852,2761852,1.04,1.4,74.35,"March 14, 25",0.014,0.405,0.405,2025-04-01,2025-02-27,2025-03-14
