date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,recordDate,paymentDate,adjDividend,declarationDate
2025-03-11,79.58,80.25,72.85,76.06,76.06,16605100,16605100,-3.52,-4.42,77.185,"March 11, 25",-0.0442,,,,,
2025-03-10,80.17,80.17,75.45,77.62,77.62,16427500,16427500,-2.55,-3.18,78.3525,"March 10, 25",-0.0318,,,,,
2025-03-07,84.51,85,78.08,82.88,82.88,14860401,14860401,-1.63,-1.93,82.6175,"March 07, 25",-0.0193,,,,,
2025-03-06,89.28,91.12,85.74,86.27,86.27,10059500,10059500,-3.01,-3.37,88.1025,"March 06, 25",-0.0337,,,,,
2025-03-05,87.03,91.76,86.1,91.27,91.27,8828600,8828600,4.24,4.87,89.04,"March 05, 25",0.0487,,,,,
2025-03-04,88.49,88.98,83.67,86.21,86.21,14248405,14248405,-2.28,-2.58,86.8375,"March 04, 25",-0.0258,,,,,
2025-03-03,93.84,96.44,90.13,91.67,91.67,7589328,7589328,-2.16,-2.31,93.02,"March 03, 25",-0.0231,,,,,
2025-02-28,92.73,94.85,92.19,93.81,93.81,10687929,10687929,1.08,1.16,93.395,"February 28, 25",0.0116,,,,,
2025-02-27,97,97.8,91.58,92.17,92.17,8157320,8157320,-4.83,-4.98,94.6375,"February 27, 25",-0.0498,,,,,
2025-02-26,98.41,99.99,96.92,97.4,97.4,4763033,4763033,-1.01,-1.03,98.18,"February 26, 25",-0.0103,,,,,
2025-02-25,97.95,98.32,93.75,96.58,96.58,7572100,7572100,-1.37,-1.4,96.65,"February 25, 25",-0.014,,,,,
2025-02-24,98.34,99.05,94.89,97.77,97.77,6555700,6555700,-0.57,-0.57962,97.5125,"February 24, 25",-0.0057962,,,,,
2025-02-21,103,103.88,95.36,95.89,95.89,10968400,10968400,-7.11,-6.9,99.5325,"February 21, 25",-0.069,,,,,
2025-02-20,105.63,106.5,100.02,102.49,102.49,7012101,7012101,-3.14,-2.97,103.66,"February 20, 25",-0.0297,,,,,
2025-02-19,102.53,108.82,102.37,106.51,106.51,6768413,6768413,3.98,3.88,105.0575,"February 19, 25",0.0388,,,,,
2025-02-18,104.16,106.46,102.71,103.25,103.25,4774723,4774723,-0.91,-0.87366,104.145,"February 18, 25",-0.0087366,,,,,
2025-02-14,101.48,104.59,100.58,104.26,104.26,5208400,5208400,2.78,2.74,102.7275,"February 14, 25",0.0274,,,,,
2025-02-13,104.26,105.2,95.98,100.89,100.89,11303745,11303745,-3.37,-3.23,101.5825,"February 13, 25",-0.0323,,,,,
2025-02-12,103.71,106.81,103.32,104.18,104.18,5840337,5840337,0.47,0.45319,104.505,"February 12, 25",0.0045319,,,,,
2025-02-11,105.75,105.75,102.1,103.31,103.31,7287720,7287720,-2.44,-2.31,104.2275,"February 11, 25",-0.0231,,,,,
2025-02-10,109.1,109.11,104.93,106.08,106.08,5292700,5292700,-3.02,-2.77,107.305,"February 10, 25",-0.0277,,,,,
2025-02-07,109.56,110.07,108.4,109,109,3649500,3649500,-0.56,-0.51114,109.2575,"February 07, 25",-0.0051114,,,,,
2025-02-06,108.85,110.25,108.18,109.15,109.15,3431200,3431200,0.3,0.27561,109.1075,"February 06, 25",0.0027561,,,,,
2025-02-05,108.39,109.1,106.54,107.82,107.82,2860383,2860383,-0.57,-0.52588,107.9625,"February 05, 25",-0.0052588,,,,,
2025-02-04,106.62,108.9,104.43,108.67,108.67,5948631,5948631,2.05,1.92,107.155,"February 04, 25",0.0192,,,,,
2025-02-03,101.96,106.3,101.32,104.83,104.83,4597141,4597141,2.87,2.81,103.6025,"February 03, 25",0.0281,,,,,
2025-01-31,109.63,110.32,104.86,105.84,105.84,6136910,6136910,-3.79,-3.46,107.6625,"January 31, 25",-0.0346,,,,,
2025-01-30,107.1,109.77,106.53,109.4,109.4,4033800,4033800,2.3,2.15,108.2,"January 30, 25",0.0215,,,,,
2025-01-29,107.07,108.86,106.52,108.26,108.26,3873900,3873900,1.19,1.11,107.6775,"January 29, 25",0.0111,,,,,
2025-01-28,105.83,106.72,104.33,106.34,106.34,4700115,4700115,0.51,0.4819,105.805,"January 28, 25",0.004819,,,,,
2025-01-27,102.64,107.95,102,106.74,106.74,5934830,5934830,4.1,3.99,104.8325,"January 27, 25",0.0399,,,,,
2025-01-24,102.81,107.95,102.27,105,105,8645805,8645805,2.19,2.13,104.5075,"January 24, 25",0.0213,,,,,
2025-01-23,108.8,109.21,102.86,103,103,10416834,10416834,-5.8,-5.33,105.9675,"January 23, 25",-0.0533,,,,,
2025-01-22,115.85,116,107,107.97,107.97,16086402,16086402,-7.88,-6.8,111.705,"January 22, 25",-0.068,,,,,
2025-01-21,109.3,110.8,108.13,110.52,110.52,12720200,12720200,1.22,1.12,109.6875,"January 21, 25",0.0112,,,,,
2025-01-17,107.02,108.47,106,107.38,107.38,5178000,5178000,0.36,0.33639,107.2175,"January 17, 25",0.0033639,,,,,
2025-01-16,105.4,106.7,104.38,106.11,106.11,4381715,4381715,0.71,0.67362,105.6475,"January 16, 25",0.0067362,,,,,
2025-01-15,109.15,110.15,104.8,104.96,104.96,4721236,4721236,-4.19,-3.84,107.265,"January 15, 25",-0.0384,,,,,
2025-01-14,107.29,108.14,105.6,107.67,107.67,5973126,5973126,0.38,0.35418,107.175,"January 14, 25",0.0035418,,,,,
2025-01-13,104.48,105.13,102.18,104.71,104.71,5859000,5859000,0.23,0.22014,104.125,"January 13, 25",0.0022014,,,,,
2025-01-10,109.47,110.92,105.8,107.11,107.11,14330600,14330600,-2.36,-2.16,108.325,"January 10, 25",-0.0216,,,,,
2025-01-08,100.01,103.9,99.4,103.72,103.72,5458221,5458221,3.71,3.71,101.7575,"January 08, 25",0.0371,,,,,
2025-01-07,99,101.71,98.14,101.21,101.21,4995404,4995404,2.21,2.23,100.015,"January 07, 25",0.0223,,,,,
2025-01-06,96.95,101.3,96.37,98.57,98.57,7051025,7051025,1.62,1.67,98.2975,"January 06, 25",0.0167,,,,,
2025-01-03,95.4,95.73,91.78,95.67,95.67,4155438,4155438,0.27,0.28302,94.645,"January 03, 25",0.0028302,,,,,
2025-01-02,97.29,97.92,94.45,95.43,95.43,3429770,3429770,-1.86,-1.91,96.2725,"January 02, 25",-0.0191,,,,,
2024-12-31,97.82,98.25,96.03,97.1,97.1,2817136,2817136,-0.72,-0.73605,97.3,"December 31, 24",-0.0073605,,,,,
2024-12-30,98.31,98.97,95.3,98.21,98.21,3886400,3886400,-0.1,-0.10172,97.6975,"December 30, 24",-0.0010172,,,,,
2024-12-27,100.44,100.55,98.18,99.65,99.65,3156900,3156900,-0.79,-0.78654,99.705,"December 27, 24",-0.0078654,,,,,
2024-12-26,100.15,101.28,99.95,100.87,100.87,2343940,2343940,0.72,0.71892,100.5625,"December 26, 24",0.0071892,,,,,
2024-12-24,99.35,101.29,99.06,101.16,101.16,1968605,1968605,1.81,1.82,100.215,"December 24, 24",0.0182,,,,,
2024-12-23,97.5,99.55,96.25,99.48,99.48,4135400,4135400,1.98,2.03,98.195,"December 23, 24",0.0203,,,,,
2024-12-20,94.52,98.28,94.34,97.4,97.4,12239346,12239346,2.88,3.05,96.135,"December 20, 24",0.0305,,,,,
2024-12-19,92.75,96.18,92.73,95.56,95.56,6621287,6621287,2.81,3.03,94.305,"December 19, 24",0.0303,,,,,
2024-12-18,95.1,97.48,90.17,91.47,91.47,6252100,6252100,-3.63,-3.82,93.555,"December 18, 24",-0.0382,,,,,
2024-12-17,94.97,95.33,93.65,94.99,94.99,3436247,3436247,0.02,0.02105928,94.735,"December 17, 24",0.0002105928,,,,,
2024-12-16,94.53,97.1,94.2,95.48,95.48,3775502,3775502,0.95,1,95.3275,"December 16, 24",0.01,,,,,
2024-12-13,96.12,96.67,94.92,95.11,95.11,4163900,4163900,-1.01,-1.05,95.705,"December 13, 24",-0.0105,,,,,
2024-12-12,99.77,100.18,95.87,95.97,95.97,3349907,3349907,-3.8,-3.81,97.9475,"December 12, 24",-0.0381,,,,,
2024-12-11,97.19,100.25,97.19,98.96,98.96,5416013,5416013,1.77,1.82,98.3975,"December 11, 24",0.0182,,,,,
2024-12-10,97.58,99.42,95.29,96.53,96.53,4124506,4124506,-1.05,-1.08,97.205,"December 10, 24",-0.0108,,,,,
2024-12-09,100.24,100.89,95.38,96.02,96.02,5627037,5627037,-4.22,-4.21,98.1325,"December 09, 24",-0.0421,,,,,
2024-12-06,103.84,104,100.05,100.28,100.28,4292700,4292700,-3.56,-3.43,102.0425,"December 06, 24",-0.0343,,,,,
2024-12-05,101.33,105.09,100.87,102.44,102.44,7567644,7567644,1.11,1.1,102.4325,"December 05, 24",0.011,,,,,
2024-12-04,96.86,99.29,96.86,99.25,99.25,4413600,4413600,2.39,2.47,98.065,"December 04, 24",0.0247,,,,,
2024-12-03,97.35,98.03,95.64,95.79,95.79,3575932,3575932,-1.56,-1.6,96.7025,"December 03, 24",-0.016,,,,,
2024-12-02,97.29,98.32,96.81,97.44,97.44,3468236,3468236,0.15,0.15418,97.465,"December 02, 24",0.0015418,,,,,
2024-11-29,96.36,97.43,96.14,96.83,96.83,1522900,1522900,0.47,0.48775,96.69,"November 29, 24",0.0048775,,,,,
2024-11-27,96.51,96.95,95.08,96.35,96.35,3145712,3145712,-0.16,-0.16579,96.2225,"November 27, 24",-0.0016579,,,,,
2024-11-26,97.75,101.6,96.48,96.51,96.51,8317531,8317531,-1.24,-1.27,98.085,"November 26, 24",-0.0127,,,,,
2024-11-25,97.22,98,96.14,96.83,96.83,5097500,5097500,-0.39,-0.40115,97.0475,"November 25, 24",-0.0040115,,,,,
2024-11-22,93.93,95.54,92.08,95.24,95.24,6529300,6529300,1.31,1.39,94.1975,"November 22, 24",0.0139,,,,,
2024-11-21,95,95.99,93.71,94.4,94.4,6127000,6127000,-0.6,-0.63158,94.775,"November 21, 24",-0.0063158,,,,,
2024-11-20,93.65,95,91.24,94.63,94.63,5298800,5298800,0.98,1.05,93.63,"November 20, 24",0.0105,,,,,
2024-11-19,88.87,95.19,88.6,94.26,94.26,6887700,6887700,5.39,6.07,91.73,"November 19, 24",0.0607,,,,,
2024-11-18,90.95,91.12,88.9,90.38,90.38,3952239,3952239,-0.565,-0.62672,90.3375,"November 18, 24",-0.0062672,,,,,
2024-11-15,92.25,92.71,90.56,91.17,91.17,4470000,4470000,-1.08,-1.17,91.6725,"November 15, 24",-0.0117,,,,,
2024-11-14,90.75,93.33,90.6,91.16,91.16,6063836,6063836,0.41,0.45179,91.46,"November 14, 24",0.0045179,,,,,
2024-11-13,90.07,92.28,89.14,89.78,89.78,8040800,8040800,-0.29,-0.32197,90.3175,"November 13, 24",-0.0032197,,,,,
2024-11-12,88.41,89.24,87.06,89.13,89.13,6054542,6054542,0.72,0.81439,88.46,"November 12, 24",0.0081439,,,,,
2024-11-11,87.86,89.6,87.34,89.43,89.43,5674900,5674900,1.57,1.79,88.5575,"November 11, 24",0.0179,,,,,
2024-11-08,86,87.87,85.6,87.51,87.51,4604600,4604600,1.51,1.76,86.745,"November 08, 24",0.0176,,,,,
2024-11-07,86.58,87.84,85.36,85.43,85.43,5314500,5314500,-1.15,-1.33,86.3025,"November 07, 24",-0.0133,,,,,
2024-11-06,85,87.84,84.3,87.58,87.58,11592000,11592000,2.58,3.04,86.18,"November 06, 24",0.0304,,,,,
2024-11-05,77.26,80.09,77.26,80.03,80.03,4601509,4601509,2.77,3.59,78.66,"November 05, 24",0.0359,,,,,
2024-11-04,79.87,80.29,77.14,77.25,77.25,6452200,6452200,-2.62,-3.28,78.6375,"November 04, 24",-0.0328,,,,,
2024-11-01,79.19,81.35,78.79,80.46,80.46,6762300,6762300,1.27,1.6,79.9475,"November 01, 24",0.016,,,,,
2024-10-31,79.7,81.05,78.12,78.26,78.26,6907540,6907540,-1.44,-1.81,79.2825,"October 31, 24",-0.0181,,,,,
2024-10-30,76.67,80.82,76.67,80.42,80.42,9568109,9568109,3.75,4.89,78.645,"October 30, 24",0.0489,,,,,
2024-10-29,75.39,77.62,75.15,76.93,76.93,5086400,5086400,1.54,2.04,76.2725,"October 29, 24",0.0204,,,,,
2024-10-28,76.58,77.94,76.07,76.09,76.09,7411938,7411938,-0.49,-0.63985,76.67,"October 28, 24",-0.0063985,,,,,
2024-10-25,74.9,76.08,73.94,74.64,74.64,7836447,7836447,-0.26,-0.34713,74.89,"October 25, 24",-0.0034713,,,,,
2024-10-24,74.42,75.41,72.92,74.51,74.51,5887500,5887500,0.09,0.12094,74.315,"October 24, 24",0.0012094,,,,,
2024-10-23,73.87,74.44,72.89,73.45,73.45,5074500,5074500,-0.42,-0.56857,73.6625,"October 23, 24",-0.0056857,,,,,
2024-10-22,73.8,74.72,72.57,74.49,74.49,6626901,6626901,0.69,0.93496,73.895,"October 22, 24",0.0093496,,,,,
2024-10-21,73.25,74.97,72.57,74,74,8063800,8063800,0.75,1.02,73.6975,"October 21, 24",0.0102,,,,,
2024-10-18,73.87,74.95,72.9,74.15,74.15,8399423,8399423,0.28,0.37904,73.9675,"October 18, 24",0.0037904,,,,,
2024-10-17,72,74.56,71.59,73.33,73.33,14729800,14729800,1.33,1.85,72.87,"October 17, 24",0.0185,,,,,
2024-10-16,65.4,73.65,65.11,72.02,72.02,37212928,37212928,6.61,10.12,69.045,"October 16, 24",0.1012,,,,,
2024-10-15,64.18,65.02,63.5,64.05,64.05,12808000,12808000,-0.13,-0.20256,64.1875,"October 15, 24",-0.0020256,,,,,
2024-10-14,62.33,63.81,62.06,63.53,63.53,8236020,8236020,1.2,1.93,62.9325,"October 14, 24",0.0193,,,,,
2024-10-11,60,61.93,59.71,61.8,61.8,5656400,5656400,1.8,3,60.86,"October 11, 24",0.03,,,,,
2024-10-10,58.43,60.64,58.39,60.26,60.26,6757100,6757100,1.83,3.13,59.43,"October 10, 24",0.0313,,,,,
2024-10-09,60.4,61.04,59.08,59.43,59.43,6537800,6537800,-0.97,-1.61,59.9875,"October 09, 24",-0.0161,,,,,
2024-10-08,59.68,61.62,59.53,60.01,60.01,7092800,7092800,0.33,0.55295,60.21,"October 08, 24",0.0055295,,,,,
2024-10-07,59,60.38,58.54,59.18,59.18,7501918,7501918,0.18,0.30508,59.275,"October 07, 24",0.0030508,,,,,
2024-10-04,57.94,59.44,57.37,59.22,59.22,11180208,11180208,1.28,2.21,58.4925,"October 04, 24",0.0221,,,,,
2024-10-03,55.6,56.21,54.93,55.62,55.62,6866800,6866800,0.02,0.03597122,55.59,"October 03, 24",0.0003597122,,,,,
2024-10-02,55.35,56.05,54.64,55.74,55.74,5372900,5372900,0.39,0.70461,55.445,"October 02, 24",0.0070461,,,,,
2024-10-01,56.87,56.95,54.73,56.13,56.13,10449500,10449500,-0.74,-1.3,56.17,"October 01, 24",-0.013,,,,,
2024-09-30,57.75,58.39,56.71,57.06,57.06,5290493,5290493,-0.69,-1.19,57.4775,"September 30, 24",-0.0119,,,,,
2024-09-27,58.98,60.23,57.95,57.99,57.99,9393400,9393400,-0.99,-1.68,58.7875,"September 27, 24",-0.0168,,,,,
2024-09-26,55.58,59.38,55.49,58.85,58.85,17688220,17688220,3.27,5.88,57.325,"September 26, 24",0.0588,,,,,
2024-09-25,53.58,55.14,53.58,54.11,54.11,7416200,7416200,0.53,0.98918,54.1025,"September 25, 24",0.0098918,,,,,
2024-09-24,52.43,53.65,52.13,53.63,53.63,4546508,4546508,1.2,2.29,52.96,"September 24, 24",0.0229,,,,,
2024-09-23,52.17,52.54,51.44,52.36,52.36,4181300,4181300,0.19,0.36419,52.1275,"September 23, 24",0.0036419,,,,,
2024-09-20,52.48,52.9,51.94,52.17,52.17,6514242,6514242,-0.31,-0.5907,52.3725,"September 20, 24",-0.005907,,,,,
2024-09-19,54.06,54.24,52.34,52.59,52.59,6547222,6547222,-1.46,-2.72,53.3075,"September 19, 24",-0.0272,,,,,
2024-09-18,52.74,54.43,52.59,52.96,52.96,7461719,7461719,0.22,0.41714,53.18,"September 18, 24",0.0041714,,,,,
2024-09-17,52,53.75,51.9,52.64,52.64,8701215,8701215,0.64,1.23,52.5725,"September 17, 24",0.0123,,,,,
2024-09-16,50.38,51.44,50.31,51.34,51.34,5642000,5642000,0.96,1.91,50.8675,"September 16, 24",0.0191,,,,,
2024-09-13,50.1,51.24,49.89,50.22,50.22,9699900,9699900,0.12,0.23952,50.3625,"September 13, 24",0.0023952,,,,,
2024-09-12,49.78,50.8,47.46,49.65,49.65,10378019,10378019,-0.13,-0.26115,49.4225,"September 12, 24",-0.0026115,,,,,
2024-09-11,48.42,48.62,47.52,48.47,48.47,5569600,5569600,0.05,0.10326,48.2575,"September 11, 24",0.0010326,,,,,
2024-09-10,49,49.04,47.01,48.42,48.42,6060700,6060700,-0.58,-1.18,48.3675,"September 10, 24",-0.0118,,,,,
2024-09-09,46.67,48.98,46.58,48.75,48.75,9955600,9955600,2.08,4.46,47.745,"September 09, 24",0.0446,,,,,
2024-09-06,44.98,46.19,44.85,46.01,46.01,7922000,7922000,1.03,2.29,45.5075,"September 06, 24",0.0229,,,,,
2024-09-05,44.6,46.51,44.57,45.12,45.12,9231136,9231136,0.52,1.17,45.2,"September 05, 24",0.0117,,,,,
2024-09-04,43.8,44.42,43.8,44.17,44.17,4078533,4078533,0.37,0.84475,44.0475,"September 04, 24",0.0084475,,,,,
2024-09-03,43.63,44.15,43.52,43.87,43.87,5853515,5853515,0.24,0.55008,43.7925,"September 03, 24",0.0055008,,,,,
2024-08-30,43.18,44.16,42.87,44.04,44.04,6621200,6621200,0.86,1.99,43.5625,"August 30, 24",0.0199,,,,,
2024-08-29,41.63,43.24,41.63,42.64,42.64,6369400,6369400,1.01,2.43,42.285,"August 29, 24",0.0243,,,,,
2024-08-28,42.05,42.18,40.96,41.33,41.33,6637000,6637000,-0.72,-1.71,41.63,"August 28, 24",-0.0171,,,,,
2024-08-27,42.85,42.9,42.07,42.14,42.14,3849600,3849600,-0.71,-1.66,42.49,"August 27, 24",-0.0166,,,,,
2024-08-26,43.45,43.66,42.74,42.78,42.78,3410903,3410903,-0.67,-1.54,43.1575,"August 26, 24",-0.0154,,,,,
2024-08-23,41.74,43.35,41.58,43.32,43.32,7150200,7150200,1.58,3.79,42.4975,"August 23, 24",0.0379,,,,,
2024-08-22,42.2,42.67,41.38,41.44,41.44,5009700,5009700,-0.76,-1.8,41.9225,"August 22, 24",-0.018,,,,,
2024-08-21,42,42.29,41.77,41.99,41.99,3824000,3824000,-0.01,-0.02380952,42.0125,"August 21, 24",-0.0002380952,,,,,
2024-08-20,42.32,42.41,41.53,41.76,41.76,4292000,4292000,-0.56,-1.32,42.005,"August 20, 24",-0.0132,,,,,
2024-08-19,42.45,42.63,41.95,42.35,42.35,4494713,4494713,-0.1,-0.23557,42.345,"August 19, 24",-0.0023557,,,,,
2024-08-16,42.51,42.58,41.32,42.07,42.07,6888000,6888000,-0.44,-1.04,42.12,"August 16, 24",-0.0104,,,,,
2024-08-15,41.3,43.23,41.22,42.66,42.66,8669200,8669200,1.36,3.29,42.1025,"August 15, 24",0.0329,,,,,
2024-08-14,41.11,41.28,40.13,40.24,40.24,6224400,6224400,-0.87,-2.12,40.69,"August 14, 24",-0.0212,,,,,
2024-08-13,40.52,41.19,40.36,40.92,40.92,4280700,4280700,0.4,0.98717,40.7475,"August 13, 24",0.0098717,,,,,
2024-08-12,41.01,41.29,40.36,40.42,40.42,6282200,6282200,-0.59,-1.44,40.77,"August 12, 24",-0.0144,,,,,
2024-08-09,41.18,41.66,40.77,41.46,41.46,5716900,5716900,0.28,0.67994,41.2675,"August 09, 24",0.0067994,,,,,
2024-08-08,39.12,41.35,39.11,41.18,41.18,6197726,6197726,2.06,5.27,40.19,"August 08, 24",0.0527,,,,,
2024-08-07,39.52,40.42,38.65,38.76,38.76,6100100,6100100,-0.76,-1.92,39.3375,"August 07, 24",-0.0192,,,,,
2024-08-06,38.35,39.74,38.05,38.8,38.8,7717900,7717900,0.45,1.17,38.735,"August 06, 24",0.0117,,,,,
2024-08-05,37.14,39.26,37.02,37.88,37.88,11159200,11159200,0.74,1.99,37.825,"August 05, 24",0.0199,,,,,
2024-08-02,41.53,41.6,39.77,40.19,40.19,11832500,11832500,-1.34,-3.23,40.7725,"August 02, 24",-0.0323,,,,,
2024-08-01,45.76,45.87,42.06,42.38,42.38,12654227,12654227,-3.38,-7.39,44.0175,"August 01, 24",-0.0739,,,,,
2024-07-31,46.62,46.87,45.11,45.42,45.42,7480500,7480500,-1.2,-2.57,46.005,"July 31, 24",-0.0257,,,,,
2024-07-30,47.03,47.97,46.38,46.61,46.61,6802220,6802220,-0.42,-0.89305,46.9975,"July 30, 24",-0.0089305,,,,,
2024-07-29,47.37,47.38,46.39,46.76,46.76,5171934,5171934,-0.61,-1.29,46.975,"July 29, 24",-0.0129,,,,,
2024-07-26,47.46,47.49,46.39,47.37,47.37,5867100,5867100,-0.09,-0.18963,47.1775,"July 26, 24",-0.0018963,,,,,
2024-07-25,45.95,47.7,45.64,46.72,46.72,9091300,9091300,0.77,1.68,46.5025,"July 25, 24",0.0168,,,,,
2024-07-24,48.34,48.34,45.83,46.02,46.02,6996100,6996100,-2.32,-4.8,47.1325,"July 24, 24",-0.048,,,,,
2024-07-23,47.99,48.89,47.86,48.22,48.22,6682500,6682500,0.23,0.47927,48.24,"July 23, 24",0.0047927,,,,,
2024-07-22,47.24,48.76,46.63,48.19,48.19,8876327,8876327,0.95,2.01,47.705,"July 22, 24",0.0201,,,,,
2024-07-19,45.9,48.31,44.95,47.93,47.93,9601164,9601164,2.03,4.42,46.7725,"July 19, 24",0.0442,,,,,
2024-07-18,47.91,49.67,46.07,46.39,46.39,20945162,20945162,-1.52,-3.17,47.51,"July 18, 24",-0.0317,,,,,
2024-07-17,46.76,47.54,46.54,46.94,46.94,14554673,14554673,0.18,0.38494,46.945,"July 17, 24",0.0038494,,,,,
2024-07-16,44.25,47.11,44.25,47.07,47.07,9821107,9821107,2.82,6.37,45.67,"July 16, 24",0.0637,,,,,
2024-07-15,44.71,44.99,44.12,44.32,44.32,6330059,6330059,-0.39,-0.87229,44.535,"July 15, 24",-0.0087229,,,,,
2024-07-12,45.39,45.8,44.55,44.72,44.72,8991216,8991216,-0.67,-1.48,45.115,"July 12, 24",-0.0148,,,,,
2024-07-11,44.75,45.72,43.73,45.64,45.64,14191486,14191486,0.89,1.99,44.96,"July 11, 24",0.0199,,,,,
2024-07-10,47.62,47.62,46.88,47.15,47.15,6847911,6847911,-0.47,-0.98698,47.3175,"July 10, 24",-0.0098698,,,,,
2024-07-09,46.97,47.71,46.66,47.2,47.2,4660036,4660036,0.23,0.48967,47.135,"July 09, 24",0.0048967,,,,,
2024-07-08,47.56,47.73,46.71,46.82,46.82,4774681,4774681,-0.74,-1.56,47.205,"July 08, 24",-0.0156,,,,,
2024-07-05,48.3,48.47,46.52,47,47,7251916,7251916,-1.3,-2.69,47.5725,"July 05, 24",-0.0269,,,,,
2024-07-03,48.43,48.82,48.1,48.51,48.51,2874958,2874958,0.08,0.16519,48.465,"July 03, 24",0.0016519,,,,,
2024-07-02,48.37,48.49,47.81,48.2,48.2,4879344,4879344,-0.17,-0.35146,48.2175,"July 02, 24",-0.0035146,,,,,
2024-07-01,48.72,49.16,47.99,48.33,48.33,4213080,4213080,-0.39,-0.80049,48.55,"July 01, 24",-0.0080049,,,,,
2024-06-28,48.25,48.88,48.02,48.66,48.66,5293882,5293882,0.41,0.84974,48.4525,"June 28, 24",0.0084974,,,,,
2024-06-27,47.95,48.53,47.45,48.2,48.2,4649701,4649701,0.25,0.52138,48.0325,"June 27, 24",0.0052138,,,,,
2024-06-26,47.9,48.59,46.75,48.07,48.07,6387255,6387255,0.17,0.35491,47.8275,"June 26, 24",0.0035491,,,,,
2024-06-25,49.16,49.85,48.5,48.52,48.52,5750539,5750539,-0.64,-1.3,49.0075,"June 25, 24",-0.013,,,,,
2024-06-24,48.39,49.83,48.26,49.18,49.18,5554472,5554472,0.79,1.63,48.915,"June 24, 24",0.0163,,,,,
2024-06-21,48.71,48.71,47.77,48.18,48.18,11116653,11116653,-0.53,-1.09,48.3425,"June 21, 24",-0.0109,,,,,
2024-06-20,49.39,49.98,48.7,48.9,48.9,5801678,5801678,-0.49,-0.9921,49.2425,"June 20, 24",-0.009921,,,,,
2024-06-18,50.32,50.67,49.45,49.58,49.58,5051314,5051314,-0.74,-1.47,50.005,"June 18, 24",-0.0147,,,,,
2024-06-17,49.68,50.62,49.4,50.36,50.36,4999765,4999765,0.68,1.37,50.015,"June 17, 24",0.0137,,,,,
2024-06-14,50.99,51.11,48.46,49.69,49.69,10772426,10772426,-1.3,-2.55,50.0625,"June 14, 24",-0.0255,,,,,
2024-06-13,52.86,52.86,51.06,52.07,52.07,5466231,5466231,-0.79,-1.49,52.2125,"June 13, 24",-0.0149,,,,,
2024-06-12,52.85,54.13,52.5,52.93,52.93,7595194,7595194,0.08,0.15137,53.1025,"June 12, 24",0.0015137,,,,,
2024-06-11,52.66,52.84,51.85,52.05,52.05,4620962,4620962,-0.61,-1.16,52.35,"June 11, 24",-0.0116,,,,,
2024-06-10,52.54,53.48,52.28,53.03,53.03,3521224,3521224,0.49,0.93262,52.8325,"June 10, 24",0.0093262,,,,,
2024-06-07,52.72,53.34,52.61,53,53,4695646,4695646,0.28,0.53111,52.9175,"June 07, 24",0.0053111,,,,,
2024-06-06,53.31,55.12,53.03,53.3,53.3,8653330,8653330,-0.01,-0.01875821,53.69,"June 06, 24",-0.0001875821,,,,,
2024-06-05,52.11,53.68,51.38,52.91,52.91,8902868,8902868,0.8,1.54,52.52,"June 05, 24",0.0154,,,,,
2024-06-04,52.64,54.02,51.73,52.34,52.34,8538760,8538760,-0.3,-0.56991,52.6825,"June 04, 24",-0.0056991,,,,,
2024-06-03,53.5,54.6,52.22,52.72,52.72,8790568,8790568,-0.78,-1.46,53.26,"June 03, 24",-0.0146,,,,,
2024-05-31,51.82,53.11,51.65,52.99,52.99,7740892,7740892,1.17,2.26,52.3925,"May 31, 24",0.0226,,,,,
2024-05-30,51.96,52.12,51.16,51.34,51.34,5399423,5399423,-0.62,-1.19,51.645,"May 30, 24",-0.0119,,,,,
2024-05-29,49.48,51.92,48.27,51.83,51.83,12342085,12342085,2.35,4.75,50.375,"May 29, 24",0.0475,,,,,
2024-05-28,51.85,51.93,50.43,50.64,50.64,4741630,4741630,-1.21,-2.33,51.2125,"May 28, 24",-0.0233,,,,,
2024-05-24,51.91,52.3,51.26,51.73,51.73,3489525,3489525,-0.18,-0.34675,51.8,"May 24, 24",-0.0034675,,,,,
2024-05-23,52.63,52.68,51.4,51.76,51.76,4764257,4764257,-0.87,-1.65,52.1175,"May 23, 24",-0.0165,,,,,
2024-05-22,52.88,53.4,52.21,52.42,52.42,4725029,4725029,-0.46,-0.86989,52.7275,"May 22, 24",-0.0086989,,,,,
2024-05-21,54.44,54.6,52.95,53.03,53.03,6767412,6767412,-1.41,-2.59,53.755,"May 21, 24",-0.0259,,,,,
2024-05-20,54.99,55.27,54.56,54.62,54.62,5517540,5517540,-0.37,-0.67285,54.86,"May 20, 24",-0.0067285,,,,,
2024-05-17,55.15,55.84,54.84,54.97,54.97,7157932,7157932,-0.18,-0.32638,55.2,"May 17, 24",-0.0032638,,,,,
2024-05-16,55.43,56.18,54.65,54.78,54.78,6892435,6892435,-0.65,-1.17,55.26,"May 16, 24",-0.0117,,,,,
2024-05-15,55.38,55.39,54.83,54.96,54.96,7519541,7519541,-0.42,-0.7584,55.14,"May 15, 24",-0.007584,,,,,
2024-05-14,54.8,55.22,54.8,55.09,55.09,7654989,7654989,0.29,0.5292,54.9775,"May 14, 24",0.005292,,,,,
