date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,recordDate,paymentDate,adjDividend,declarationDate
2023-07-20,55.83,57.56,54.6501,56.57,56.57,22003324,22003300,0.74,1.33,56.47,"July 20, 23",0.0133,,,,,
2023-07-19,54.58,55.12,54.03,54.8,54.799999,8699421,8730600,0.22,0.40308,54.9,"July 19, 23",0.0040308,,,,,
2023-07-18,53.17,55.01,53.12,54.79,54.79,5582285,5582300,1.62,3.05,54.29,"July 18, 23",0.0305,,,,,
2023-07-17,53.3,54.18,53.16,53.33,53.33,4617079,4609400,0.03,0.05628518,53.57,"July 17, 23",0.0005628518,,,,,
2023-07-14,55.39,55.4,52.96,53.34,53.34,7548806,7535600,-2.05,-3.7,53.77,"July 14, 23",-0.037,,,,,
2023-07-13,56.9,57.45,55.11,55.23,55.23,8583704,8583700,-1.67,-2.93,55.92,"July 13, 23",-0.0293,,,,,
2023-07-12,56.2,56.64,55,55.4,55.4,5881333,5881300,-0.8,-1.42,55.75,"July 12, 23",-0.0142,,,,,
2023-07-11,56.2,56.36,55.265,56.18,56.18,4397763,4397800,-0.02,-0.03558719,55.96,"July 11, 23",-0.0003558719,,,,,
2023-07-10,55.34,56.49,55.16,56.33,56.33,4779332,4779300,0.99,1.79,56.11,"July 10, 23",0.0179,,,,,
2023-07-07,54.55,55.74,54.48,55.39,55.389999,5327284,5323500,0.84,1.54,55.27,"July 07, 23",0.0154,,,,,
2023-07-06,54.87,55.3099,54.15,54.42,54.419998,4938598,4935000,-0.45,-0.82012,54.53,"July 06, 23",-0.0082012,,,,,
2023-07-05,54.57,56.23,54.25,55.63,55.63,5553163,5543500,1.06,1.94,55.58,"July 05, 23",0.0194,,,,,
2023-07-03,54.49,55.3,54.39,55.06,55.06,3226264,3226300,0.57,1.05,54.91,"July 03, 23",0.0105,,,,,
2023-06-30,54.39,54.96,53.9,54.87,54.869999,10051583,10047200,0.48,0.88252,54.55,"June 30, 23",0.0088252,,,,,
2023-06-29,56.42,56.76,53.61,53.72,53.72,11804314,11804300,-2.7,-4.79,54.92,"June 29, 23",-0.0479,,,,,
2023-06-28,56.22,56.97,55.805,56.3,56.299999,7064399,7064400,0.08,0.1423,56.34,"June 28, 23",0.001423,,,,,
2023-06-27,53.97,56.44,53.87,56.03,56.029999,10655049,10655000,2.06,3.82,55.61,"June 27, 23",0.0382,,,,,
2023-06-26,52.7,53.75,52.5,53.32,53.32,4962711,4962700,0.62,1.18,53.33,"June 26, 23",0.0118,,,,,
2023-06-23,51.96,52.74,51.82,52.65,52.65,4091868,4070200,0.69,1.33,52.42,"June 23, 23",0.0133,,,,,
2023-06-22,52.62,53.27,52.48,53.05,53.049999,3266284,3264700,0.43,0.81718,52.93,"June 22, 23",0.0081718,,,,,
2023-06-21,52.43,53.135,52.11,52.85,52.849998,4255062,4254900,0.42,0.80107,52.7,"June 21, 23",0.0080107,,,,,
2023-06-20,52.8,53.0591,52.155,52.7,52.7,5198814,5197000,-0.1,-0.18939,52.61,"June 20, 23",-0.0018939,,,,,
2023-06-16,53.5,54.055,52.985,53.5,53.5,6810498,6808100,0,0,53.49,"June 16, 23",0,,,,,
2023-06-15,52.84,53.68,52.78,53.58,53.58,5878608,5906300,0.74,1.4,53.3,"June 15, 23",0.014,,,,,
2023-06-14,53.26,53.83,52.72,53.35,53.349998,6522198,6522200,0.09,0.16898,53.32,"June 14, 23",0.0016898,,,,,
2023-06-13,51.87,53.37,51.67,53.19,53.189999,8633861,8633900,1.32,2.54,52.84,"June 13, 23",0.0254,,,,,
2023-06-12,50.91,52.01,50.7,51.31,51.31,6492384,6489800,0.4,0.7857,51.37,"June 12, 23",0.007857,,,,,
2023-06-09,49.99,50.9,49.85,50.42,50.419998,5752326,5749600,0.43,0.86017,50.52,"June 09, 23",0.0086017,,,,,
2023-06-08,49.27,50.44,49.26,49.87,49.869999,5544842,5542800,0.6,1.22,50,"June 08, 23",0.0122,,,,,
2023-06-07,49.07,49.74,48.88,49.39,49.389999,5180507,5180500,0.32,0.65213,49.36,"June 07, 23",0.0065213,,,,,
2023-06-06,47.99,49.121,47.81,48.79,48.79,3971758,3971800,0.8,1.67,48.7,"June 06, 23",0.0167,,,,,
2023-06-05,48.45,48.555,47.635,48.26,48.259998,3701066,3701100,-0.19,-0.39216,48.12,"June 05, 23",-0.0039216,,,,,
2023-06-02,48.03,48.94,47.73,48.5,48.5,7858978,7854500,0.47,0.97856,48.41,"June 02, 23",0.0097856,,,,,
2023-06-01,47.35,48.29,47.05,47.41,47.41,4985455,4985500,0.06,0.12672,47.65,"June 01, 23",0.0012672,,,,,
2023-05-31,48.75,48.9027,46.97,47.465,47.465,7529977,7530000,-1.285,-2.64,47.58,"May 31, 23",-0.0264,,,,,
2023-05-30,47.75,48.64,47.5,48.01,48.009998,5267000,5267000,0.26,0.5445,47.96,"May 30, 23",0.005445,,,,,
2023-05-26,47.51,48.18,46.93,47.26,47.259998,4408370,4408400,-0.25,-0.52621,47.46,"May 26, 23",-0.0052621,,,,,
2023-05-25,47.21,47.85,46.67,47.48,47.48,6113285,6113300,0.27,0.57191,47.38,"May 25, 23",0.0057191,,,,,
2023-05-24,47.4,47.43,45.97,46.66,46.66,7675760,7675800,-0.74,-1.56,46.54,"May 24, 23",-0.0156,,,,,
2023-05-23,47.4,49.05,47.2,47.87,47.869999,6531977,6532000,0.47,0.99156,48.28,"May 23, 23",0.0099156,,,,,
2023-05-22,47.74,48.105,46.62,47.41,47.41,6024714,6024700,-0.33,-0.69124,47.25,"May 22, 23",-0.0069124,,,,,
2023-05-19,48.07,48.21,46.9001,47.54,47.54,5243374,5239000,-0.53,-1.1,47.44,"May 19, 23",-0.011,,,,,
2023-05-18,47.73,48.25,47.46,48.13,48.13,5947932,5947900,0.4,0.83805,47.97,"May 18, 23",0.0083805,,,,,
2023-05-17,45.93,48.375,45.93,47.75,47.75,13632674,13632700,1.82,3.96,47.5,"May 17, 23",0.0396,,,,,
2023-05-16,44.97,46.17,44.57,45.35,45.349998,5620030,5617300,0.38,0.84501,45.48,"May 16, 23",0.0084501,,,,,
2023-05-15,45.21,45.49,44.76,45.2,45.2,4431381,4431400,-0.01,-0.022119,45.18,"May 15, 23",-0.00022119,,,,,
2023-05-12,45.415,45.63,44.425,45.08,45.08,4202696,4201700,-0.335,-0.73764,44.93,"May 12, 23",-0.0073764,,,,,
2023-05-11,45.14,45.34,44.6,45.08,45.08,4350942,4350900,-0.06,-0.13292,44.95,"May 11, 23",-0.0013292,,,,,
2023-05-10,46.95,47.0445,44.24,45.52,45.52,7466936,7466900,-1.43,-3.05,45.33,"May 10, 23",-0.0305,,,,,
2023-05-09,45.72,46.54,45.2201,46.36,46.36,4906887,4906900,0.64,1.4,46.18,"May 09, 23",0.014,,,,,
2023-05-08,45.31,46.24,45.23,45.86,45.86,6963093,6963100,0.55,1.21,45.76,"May 08, 23",0.0121,,,,,
2023-05-05,43.5,45.04,43.21,44.81,44.81,7768186,7765700,1.31,3.01,44.35,"May 05, 23",0.0301,,,,,
2023-05-04,44.35,44.65,42.595,42.92,42.919998,8970921,8970900,-1.43,-3.22,43.03,"May 04, 23",-0.0322,,,,,
2023-05-03,44.68,45.27,43.99,44.48,44.48,6485274,6485300,-0.2,-0.44763,44.69,"May 03, 23",-0.0044763,,,,,
2023-05-02,44.01,44.6,43.07,44.53,44.529999,6887911,6887900,0.52,1.18,43.88,"May 02, 23",0.0118,,,,,
2023-05-01,43.66,44.8399,43.28,44.41,44.41,6253793,6253800,0.75,1.72,44.41,"May 01, 23",0.0172,,,,,
2023-04-28,42.66,43.9,42.4,43.8,43.799999,5894015,5894000,1.14,2.67,43.44,"April 28, 23",0.0267,,,,,
2023-04-27,42.61,43,41.24,42.83,42.83,7015402,7015400,0.22,0.51631,42.52,"April 27, 23",0.0051631,,,,,
2023-04-26,42.75,42.9515,41.7462,42.095,42.095,5614046,5614000,-0.655,-1.53,42.28,"April 26, 23",-0.0153,,,,,
2023-04-25,43.6,43.6627,42.41,42.49,42.49,6114008,6114000,-1.11,-2.55,42.86,"April 25, 23",-0.0255,,,,,
2023-04-24,44.62,44.88,43.265,43.93,43.93,5935436,5935400,-0.69,-1.55,43.87,"April 24, 23",-0.0155,,,,,
2023-04-21,45.065,45.065,44.05,44.45,44.45,5317384,5315200,-0.615,-1.36,44.36,"April 21, 23",-0.0136,,,,,
2023-04-20,45.85,46.27,44.515,44.89,44.889999,10794697,10794700,-0.96,-2.09,45.21,"April 20, 23",-0.0209,,,,,
2023-04-19,43.605,46.3,43.38,46.27,46.27,24080497,24080500,2.665,6.11,45.22,"April 19, 23",0.0611,,,,,
2023-04-18,42.75,43.27,42.155,43.04,43.04,10692571,10692600,0.29,0.67836,42.92,"April 18, 23",0.0067836,,,,,
2023-04-17,41.83,42.45,41.58,42.38,42.38,5691526,5691500,0.55,1.31,42.16,"April 17, 23",0.0131,,,,,
2023-04-14,42.18,42.39,41.335,41.67,41.669998,5998667,5994700,-0.51,-1.21,41.76,"April 14, 23",-0.0121,,,,,
2023-04-13,42.25,42.25,41.05,41.97,41.97,12302725,12302700,-0.28,-0.66272,41.88,"April 13, 23",-0.0066272,,,,,
2023-04-12,43.98,43.99,41.0499,41.44,41.439999,15750788,15750800,-2.54,-5.78,41.79,"April 12, 23",-0.0578,,,,,
2023-04-11,43.36,44.44,42.965,44.32,44.32,7853686,7853700,0.96,2.21,44.01,"April 11, 23",0.0221,,,,,
2023-04-10,42.6,43.21,42.285,43.13,43.13,6000330,6000300,0.53,1.24,42.98,"April 10, 23",0.0124,,,,,
2023-04-06,42.29,42.83,41.85,42.66,42.66,6306662,6306700,0.37,0.87491,42.5,"April 06, 23",0.0087491,,,,,
2023-04-05,42.32,42.6,41.225,42.03,42.029999,8509455,8509500,-0.29,-0.68526,41.85,"April 05, 23",-0.0068526,,,,,
2023-04-04,43.84,43.9014,42.18,42.54,42.54,5850281,5850300,-1.3,-2.97,42.66,"April 04, 23",-0.0297,,,,,
2023-04-03,43.68,43.76,42.71,43.35,43.349998,7304230,7304200,-0.33,-0.75549,43.26,"April 03, 23",-0.0075549,,,,,
2023-03-31,44.12,44.32,43.725,44.25,44.25,5140438,5136700,0.13,0.29465,44.08,"March 31, 23",0.0029465,,,,,
2023-03-30,44.01,45.0584,43.59,43.71,43.709999,7338034,7338000,-0.3,-0.68166,44.17,"March 30, 23",-0.0068166,,,,,
2023-03-29,42.97,43.65,42.67,43.47,43.47,6985509,6985500,0.5,1.16,43.22,"March 29, 23",0.0116,,,,,
2023-03-28,41.76,42.565,41.58,42.41,42.41,5068531,5068500,0.65,1.56,42.22,"March 28, 23",0.0156,,,,,
2023-03-27,41.95,42.29,41.15,41.94,41.939999,6793498,6793500,-0.01,-0.0238379,41.76,"March 27, 23",-0.000238379,,,,,
2023-03-24,41.06,41.5,40.43,41.36,41.36,7722645,7717600,0.3,0.73064,40.96,"March 24, 23",0.0073064,,,,,
2023-03-23,43.07,43.5,41.19,41.66,41.66,9530530,9530500,-1.41,-3.27,42.16,"March 23, 23",-0.0327,,,,,
2023-03-22,44.14,44.32,42.78,42.82,42.82,6897739,6897700,-1.32,-2.99,43.53,"March 22, 23",-0.0299,,,,,
2023-03-21,44.02,44.96,44.02,44.26,44.259998,6373630,6373600,0.24,0.54521,44.39,"March 21, 23",0.0054521,,,,,
2023-03-20,43.25,43.68,42.8,43.09,43.09,6787134,6787100,-0.16,-0.36994,43.2,"March 20, 23",-0.0036994,,,,,
2023-03-17,43.37,43.87,42.4026,43.04,43.04,9367270,9365200,-0.33,-0.76089,43.01,"March 17, 23",-0.0076089,,,,,
2023-03-16,42.65,43.795,42.17,43.59,43.59,10612865,10607100,0.94,2.2,43.26,"March 16, 23",0.022,,,,,
2023-03-15,44.66,45.0545,42.34,43.14,43.139999,16641087,16641100,-1.52,-3.4,43.4,"March 15, 23",-0.034,,,,,
2023-03-14,47.46,47.76,45.36,46.21,46.209999,21019446,21019400,-1.25,-2.63,46.31,"March 14, 23",-0.0263,,,,,
2023-03-13,49.51,49.8,48.15,48.83,48.83,11968236,11968200,-0.68,-1.37,48.65,"March 13, 23",-0.0137,,,,,
2023-03-10,53.3,53.5183,50.2,50.97,50.97,10974960,10971800,-2.33,-4.37,51.31,"March 10, 23",-0.0437,,,,,
2023-03-09,53.76,54.6,51.85,52.12,52.119999,6478206,6478200,-1.64,-3.05,53.04,"March 09, 23",-0.0305,,,,,
2023-03-08,54.23,54.47,53.565,54.26,54.259998,4875698,4875700,0.03,0.05531993,54.01,"March 08, 23",0.0005531993,,,,,
2023-03-07,53.18,55.0401,52.87,54.01,54.009998,9884502,9884500,0.83,1.56,54.35,"March 07, 23",0.0156,,,,,
2023-03-06,53.23,53.5614,52.29,52.44,52.439999,4501585,4501600,-0.79,-1.48,52.87,"March 06, 23",-0.0148,,,,,
2023-03-03,53.2,53.86,52.67,53.06,53.06,6189345,6184700,-0.14,-0.26316,53.31,"March 03, 23",-0.0026316,,,,,
2023-03-02,51.9,52.6084,51.4799,52.56,52.56,3261566,3258800,0.66,1.27,52.13,"March 02, 23",0.0127,,,,,
2023-03-01,51.67,52.54,51.52,52.39,52.389999,4876098,4876100,0.72,1.39,52.17,"March 01, 23",0.0139,,,,,
2023-02-28,50.6,52.33,50.58,51.96,51.959999,6279671,6279700,1.36,2.69,51.75,"February 28, 23",0.0269,,,,,
2023-02-27,50.67,51.52,50.54,50.7,50.7,4914323,4914300,0.03,0.05920663,50.95,"February 27, 23",0.0005920663,,,,,
2023-02-24,49.5,50.25,49.07,50.21,50.209999,5339952,5340000,0.71,1.43,49.72,"February 24, 23",0.0143,,,,,
2023-02-23,49.48,51.4499,49.35,50.58,50.58,8536058,8536100,1.1,2.22,50.52,"February 23, 23",0.0222,,,,,
2023-02-22,48.07,48.93,47.7708,48.78,48.779999,4622138,4622100,0.71,1.48,48.5,"February 22, 23",0.0148,,,,,
2023-02-21,49.09,49.39,47.81,48.2,48.2,5385583,5385600,-0.89,-1.81,48.41,"February 21, 23",-0.0181,,,,,
2023-02-17,48.98,49.795,48.3531,49.63,49.63,4860517,4859200,0.65,1.33,49.37,"February 17, 23",0.0133,,,,,
2023-02-16,49.51,49.72,48.78,48.99,48.99,5472324,5472300,-0.52,-1.05,49.21,"February 16, 23",-0.0105,,,,,
2023-02-15,49.33,50.1657,49.15,49.91,49.91,3677739,3677700,0.58,1.18,49.74,"February 15, 23",0.0118,,,,,
2023-02-14,49.045,50.2969,48.85,50.06,50.06,6199563,6199600,1.015,2.07,49.72,"February 14, 23",0.0207,,,,,
2023-02-13,48.87,49.4,48.625,49.19,49.189999,4356355,4356400,0.32,0.6548,49.08,"February 13, 23",0.006548,,,,,
2023-02-10,49.12,49.35,48.4001,48.86,48.86,5744055,6141300,-0.26,-0.52932,48.89,"February 10, 23",-0.0052932,,,,,
2023-02-09,50.98,51.29,49.61,49.82,49.82,5215675,5215700,-1.16,-2.28,50.36,"February 09, 23",-0.0228,,,,,
2023-02-08,50.98,51.3,49.38,50.77,50.77,7367423,7367400,-0.21,-0.41193,50.45,"February 08, 23",-0.0041193,,,,,
2023-02-07,50.87,51.0928,49.54,50.75,50.75,4854370,4854400,-0.12,-0.2359,50.5,"February 07, 23",-0.002359,,,,,
2023-02-06,50.36,51.13,50.17,50.92,50.919998,4996937,4996900,0.56,1.11,50.73,"February 06, 23",0.0111,,,,,
2023-02-03,51.85,52.125,50.96,51.12,51.119999,6959180,6956800,-0.73,-1.41,51.38,"February 03, 23",-0.0141,,,,,
2023-02-02,50.47,52.34,50.34,52.31,52.31,11135531,11135500,1.84,3.65,51.71,"February 02, 23",0.0365,,,,,
2023-02-01,48.84,50.26,48.2768,50.22,50.22,7826555,7826600,1.38,2.83,49.47,"February 01, 23",0.0283,,,,,
2023-01-31,48.395,49.24,47.98,48.96,48.959999,5352269,5352300,0.565,1.17,48.78,"January 31, 23",0.0117,,,,,
2023-01-30,48.3,49.435,48.09,48.21,48.209999,6112422,6112400,-0.09,-0.18634,48.66,"January 30, 23",-0.0018634,,,,,
2023-01-27,49.34,49.6,48.63,48.73,48.73,6500141,6497300,-0.61,-1.24,49.02,"January 27, 23",-0.0124,,,,,
2023-01-26,50.4,50.69,48.8,49.45,49.45,7688854,7688900,-0.95,-1.88,49.45,"January 26, 23",-0.0188,,,,,
2023-01-25,49.09,50.86,49.04,50.28,50.279999,8657991,8658000,1.19,2.42,50.09,"January 25, 23",0.0242,,,,,
2023-01-24,49.02,50.285,48.87,49.3,49.299999,5412203,5412200,0.28,0.5712,49.71,"January 24, 23",0.005712,,,,,
2023-01-23,49.47,49.8652,48.8,49.28,49.279999,7375128,7375100,-0.19,-0.38407,49.26,"January 23, 23",-0.0038407,,,,,
2023-01-20,48.67,49.68,48.42,49.46,49.459999,9431792,9428700,0.79,1.62,49.26,"January 20, 23",0.0162,,,,,
2023-01-19,48.29,48.58,46.88,48.37,48.369999,15601994,15602000,0.08,0.16567,47.77,"January 19, 23",0.0016567,,,,,
2023-01-18,53.1,53.26,48.52,48.86,48.86,31617551,31617600,-4.24,-7.98,50.47,"January 18, 23",-0.0798,,,,,
2023-01-17,51.1,51.59,49.94,51.2,51.2,20025388,20025400,0.1,0.19569,51.49,"January 17, 23",0.0019569,,,,,
2023-01-13,49.69,51.71,49.66,51.65,51.65,15893624,15884300,1.96,3.94,51.09,"January 13, 23",0.0394,,,,,
2023-01-12,48.61,51.32,48.56,51.3,51.299999,21213666,21249700,2.69,5.53,50.15,"January 12, 23",0.0553,,,,,
2023-01-11,45.49,47.775,45.41,47.71,47.709999,16692538,16692500,2.22,4.88,47.19,"January 11, 23",0.0488,,,,,
2023-01-10,43.04,45.76,43.04,45.75,45.75,10584263,10584300,2.71,6.3,44.85,"January 10, 23",0.063,,,,,
2023-01-09,42.57,44.185,42.26,43.35,43.349998,10072187,10072200,0.78,1.83,43.66,"January 09, 23",0.0183,,,,,
2023-01-06,41.41,42.28,41.051,42.24,42.24,7728171,7723200,0.83,2,41.86,"January 06, 23",0.02,,,,,
2023-01-05,39.6,41.27,39.4304,41.24,41.24,8292701,8292700,1.64,4.14,40.72,"January 05, 23",0.0414,,,,,
2023-01-04,37.62,39.845,37.56,39.72,39.72,8681285,8743700,2.1,5.58,39.25,"January 04, 23",0.0558,,,,,
2023-01-03,38.22,38.25,36.815,37.21,37.209999,8149601,8149600,-1.01,-2.64,37.38,"January 03, 23",-0.0264,,,,,
2022-12-30,37.59,38.06,37.455,37.7,37.7,6295835,6285300,0.11,0.29263,37.71,"December 30, 22",0.0029263,,,,,
2022-12-29,37.38,38.2388,37.32,37.92,37.919998,5890562,5890600,0.54,1.44,37.88,"December 29, 22",0.0144,,,,,
2022-12-28,38.34,38.545,37.22,37.29,37.29,6402606,6402600,-1.05,-2.74,37.71,"December 28, 22",-0.0274,,,,,
2022-12-27,38.2,38.99,37.72,38.2,38.2,6653995,6654000,0,0,38.43,"December 27, 22",0,,,,,
2022-12-23,38.36,38.48,37.765,38.39,38.389999,4262487,4262500,0.03,0.07820647,38.17,"December 23, 22",0.0007820647,,,,,
2022-12-22,38.78,38.98,37.17,38.28,38.279999,7246362,7246400,-0.5,-1.29,37.99,"December 22, 22",-0.0129,,,,,
2022-12-21,38.59,39.44,38.59,39,39,6047284,6047300,0.41,1.06,39.09,"December 21, 22",0.0106,,,,,
2022-12-20,37.96,38.62,37.85,38.55,38.549999,5512570,5512600,0.59,1.55,38.36,"December 20, 22",0.0155,,,,,
2022-12-19,38.67,38.86,37.89,37.98,37.98,5432494,5432500,-0.69,-1.78,38.24,"December 19, 22",-0.0178,,,,,
2022-12-16,38.52,39.12,37.84,38.43,38.43,11429884,11429900,-0.09,-0.23364,38.33,"December 16, 22",-0.0023364,,,,,
2022-12-15,39.65,40.07,38.15,38.55,38.549999,10407244,10398300,-1.1,-2.77,38.74,"December 15, 22",-0.0277,,,,,
2022-12-14,41.67,41.99,39.635,40.1,40.099998,13887307,13887300,-1.57,-3.77,40.47,"December 14, 22",-0.0377,,,,,
2022-12-13,45.5,45.57,40.92,41.17,41.169998,18385109,18385100,-4.33,-9.52,41.9,"December 13, 22",-0.0952,,,,,
2022-12-12,43,44.34,42.76,44.24,44.24,5297134,5297100,1.24,2.88,43.8,"December 12, 22",0.0288,,,,,
2022-12-09,42.3,43.11,42.205,43.04,43.04,5791845,5791800,0.74,1.75,42.79,"December 09, 22",0.0175,,,,,
2022-12-08,44.38,44.88,42.295,42.8,42.799999,8779358,8779400,-1.58,-3.56,43.21,"December 08, 22",-0.0356,,,,,
2022-12-07,45.69,45.69,43.9042,44.06,44.06,8126450,8126500,-1.63,-3.57,44.47,"December 07, 22",-0.0357,,,,,
2022-12-06,45.21,45.97,44.92,45.92,45.919998,7601836,7601800,0.71,1.57,45.45,"December 06, 22",0.0157,,,,,
2022-12-05,44.48,45.86,44.29,45.03,45.029999,11174116,11174100,0.55,1.24,44.98,"December 05, 22",0.0124,,,,,
2022-12-02,43.3,44.27,43.11,43.89,43.889999,4528976,4529000,0.59,1.36,43.53,"December 02, 22",0.0136,,,,,
2022-12-01,44.3,44.6241,43.6323,43.89,43.889999,3906137,3906100,-0.41,-0.92551,43.95,"December 01, 22",-0.0092551,,,,,
2022-11-30,43.66,44.175,43.085,44.17,44.169998,4549013,4549000,0.51,1.17,43.77,"November 30, 22",0.0117,,,,,
2022-11-29,42.98,43.8399,42.965,43.69,43.689999,4434114,4434100,0.71,1.65,43.5,"November 29, 22",0.0165,,,,,
2022-11-28,43.925,43.96,42.99,43.02,43.02,6025272,6022900,-0.905,-2.06,43.32,"November 28, 22",-0.0206,,,,,
2022-11-25,43.6,44.5908,43.54,44.42,44.419998,2398421,2398400,0.82,1.88,44.28,"November 25, 22",0.0188,,,,,
2022-11-23,43.53,44.02,43.16,43.69,43.689999,3380478,3380500,0.16,0.36756,43.7,"November 23, 22",0.0036756,,,,,
2022-11-22,43.56,43.91,42.83,43.43,43.43,3249723,3249700,-0.13,-0.29844,43.47,"November 22, 22",-0.0029844,,,,,
2022-11-21,43.865,44.3,43.22,43.43,43.43,4047110,4047100,-0.435,-0.99168,43.59,"November 21, 22",-0.0099168,,,,,
2022-11-18,43.94,44.81,43.28,43.82,43.82,4883405,4883400,-0.12,-0.2731,43.86,"November 18, 22",-0.002731,,,,,
2022-11-17,42.53,43.3499,42.28,43.25,43.25,4288812,4288700,0.72,1.69,42.94,"November 17, 22",0.0169,,,,,
2022-11-16,43.5,43.925,43.07,43.29,43.29,4851876,4851900,-0.21,-0.48276,43.41,"November 16, 22",-0.0048276,,,,,
2022-11-15,44.89,45.57,43.41,44.04,44.04,7058173,7062900,-0.85,-1.89,44.48,"November 15, 22",-0.0189,,,,,
2022-11-14,44.15,44.98,44,44.03,44.029999,5912352,5912400,-0.12,-0.2718,44.43,"November 14, 22",-0.002718,,,,,
2022-11-11,44.64,45.41,44.215,44.71,44.709999,8173352,8173400,0.07,0.15681,44.83,"November 11, 22",0.0015681,,,,,
2022-11-10,43.945,44.51,43.0216,44.33,44.33,9378708,9378700,0.385,0.8761,44.03,"November 10, 22",0.008761,,,,,
2022-11-09,41.58,42.8,41.42,42.37,42.369999,6336885,6343500,0.79,1.9,42.31,"November 09, 22",0.019,,,,,
2022-11-08,42.7,43.03,41.7225,42.18,42.18,7091871,7091900,-0.52,-1.22,42.46,"November 08, 22",-0.0122,,,,,
2022-11-07,43.05,43.45,41.865,42.78,42.779999,6055616,6055600,-0.27,-0.62718,42.52,"November 07, 22",-0.0062718,,,,,
2022-11-04,41.88,43.04,41.83,42.62,42.619999,9718510,9718500,0.74,1.77,42.38,"November 04, 22",0.0177,,,,,
2022-11-03,40.57,41.81,40.07,40.95,40.95,7692943,7724400,0.38,0.93665,41.14,"November 03, 22",0.0093665,,,,,
2022-11-02,42.19,42.78,41.07,41.11,41.11,10269493,10264200,-1.08,-2.56,41.88,"November 02, 22",-0.0256,,,,,
2022-11-01,43.6,43.87,42.52,42.66,42.66,8536057,8536100,-0.94,-2.16,42.99,"November 01, 22",-0.0216,,,,,
2022-10-31,43.6499,44.17,43.06,43.08,43.08,7777775,7777800,-0.5699,-1.31,43.53,"October 31, 22",-0.0131,,,,,
2022-10-28,43.27,43.77,42.81,43.72,43.72,9134346,9134300,0.45,1.04,43.41,"October 28, 22",0.0104,,,,,
2022-10-27,42.98,43.96,42.93,42.99,42.99,7599683,7599700,0.01,0.02326664,43.34,"October 27, 22",0.0002326664,,,,,
2022-10-26,42.44,43.6,42.3499,42.45,42.45,9613671,9601700,0.01,0.02356268,42.86,"October 26, 22",0.0002356268,,,,,
2022-10-25,41.74,42.74,41.4,42.6,42.599998,9671080,9671100,0.86,2.06,42.32,"October 25, 22",0.0206,,,,,
2022-10-24,40.585,42.0162,40.22,41.88,41.88,11935396,11935400,1.295,3.19,41.41,"October 24, 22",0.0319,,,,,
2022-10-21,38.95,40.97,38.6,40.44,40.439999,13232541,13232500,1.49,3.83,40.19,"October 21, 22",0.0383,,,,,
2022-10-20,39.32,40.19,38.95,39.05,39.049999,13004257,13004300,-0.27,-0.68667,39.48,"October 20, 22",-0.0068667,,,,,
2022-10-19,39.315,40.35,38.41,39.1,39.099998,28306164,28314600,-0.215,-0.54687,39.63,"October 19, 22",-0.0054687,,,,,
2022-10-18,37.19,37.4296,36.37,37.25,37.25,14113136,14113100,0.06,0.16133,37.0599,"October 18, 22",0.0016133,,,,,
2022-10-17,36.5,36.68,35.25,36.1,36.099998,9615773,9615800,-0.4,-1.1,35.97,"October 17, 22",-0.011,,,,,
2022-10-14,36.51,36.83,35.3313,35.47,35.47,11114562,11108400,-1.04,-2.85,35.89,"October 14, 22",-0.0285,,,,,
2022-10-13,34.16,35.88,33.08,35.4,35.4,13375296,13375300,1.24,3.63,35.03,"October 13, 22",0.0363,,,,,
2022-10-12,33.51,34.5,33.05,34.23,34.23,8886471,8886500,0.72,2.15,34.1,"October 12, 22",0.0215,,,,,
2022-10-11,35.65,35.8662,32.71,33.93,33.93,12083056,12083100,-1.72,-4.82,33.89,"October 11, 22",-0.0482,,,,,
2022-10-10,34.16,34.515,33.65,34.2,34.2,9607419,9607400,0.04,0.1171,34.04,"October 10, 22",0.001171,,,,,
2022-10-07,34.7,34.7,33.43,33.86,33.86,9386374,9386400,-0.84,-2.42,33.85,"October 07, 22",-0.0242,,,,,
2022-10-06,35.2,35.68,34.25,34.96,34.959999,9808686,9808700,-0.24,-0.68182,34.93,"October 06, 22",-0.0068182,,,,,
2022-10-05,34.59,35.62,34.31,35.42,35.419998,8573476,8573500,0.83,2.4,35.09,"October 05, 22",0.024,,,,,
2022-10-04,33.99,35.425,33.95,35.33,35.33,11998875,12024900,1.34,3.94,35.1,"October 04, 22",0.0394,,,,,
2022-10-03,32.36,33.0979,31.58,32.81,32.81,8905153,8905200,0.45,1.39,32.7,"October 03, 22",0.0139,,,,,
2022-09-30,32.72,33.1399,32.32,32.53,32.529999,9136388,9136400,-0.19,-0.58068,32.74,"September 30, 22",-0.0058068,,,,,
2022-09-29,33.34,33.45,32.405,32.91,32.91,9418227,9418200,-0.43,-1.29,32.81,"September 29, 22",-0.0129,,,,,
2022-09-28,32.6,34.09,32.17,33.92,33.919998,10074527,10074500,1.32,4.05,33.5,"September 28, 22",0.0405,,,,,
2022-09-27,32.655,33.245,31.91,32.83,32.83,12247299,12247300,0.175,0.53591,32.6,"September 27, 22",0.0053591,,,,,
2022-09-26,32.73,33.205,31.8,31.9,31.9,10792020,10792000,-0.83,-2.54,32.3,"September 26, 22",-0.0254,,,,,
2022-09-23,33.67,33.92,32.2701,33.07,33.07,13273147,13273100,-0.6,-1.78,32.84,"September 23, 22",-0.0178,,,,,
