date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,paymentDate,dividend,declarationDate,recordDate
2023-07-24,190.3,195.37,188.27,194.73,191.97,1803934,1803934,4.43,2.33,192.1675,"July 24, 23",0.0233,,,,,
2023-07-21,198.04,202.17,196.08,197.25,194.45,4589370,4589370,-0.79,-0.39891,198.385,"July 21, 23",-0.0039891,,,,,
2023-07-20,197.91,203.15,196.68,199.18,196.36,2581260,2581260,1.27,0.64171,199.23,"July 20, 23",0.0064171,,,,,
2023-07-19,197.53,199.69,195.92,197.6,194.8,2407200,2407200,0.07,0.03543766,197.685,"July 19, 23",0.0003543766,,,,,
2023-07-18,200,205.78,196.8,197.1,194.31,3142602,3142602,-2.9,-1.45,199.92,"July 18, 23",-0.0145,,,,,
2023-07-17,187.32,192.95,186.87,191.64,188.92,1738200,1738200,4.32,2.31,189.695,"July 17, 23",0.0231,,,,,
2023-07-14,188.27,189.58,187.92,188.89,186.21,1041200,1041200,0.615,0.32931,188.665,"July 14, 23",0.0032931,,,,,
2023-07-13,189.72,189.82,186.77,188.67,185.99,1404250,1404250,-1.05,-0.55345,188.745,"July 13, 23",-0.0055345,,,,,
2023-07-12,190.63,190.88,185.57,187.88,185.22,1429706,1429706,-2.75,-1.44,188.74,"July 12, 23",-0.0144,,,,,
2023-07-11,187.2,189.56,185.98,188.96,186.28,1815200,1815200,1.76,0.94017,187.925,"July 11, 23",0.0094017,,,,,
2023-07-10,185.93,188.86,183.91,187.38,184.72,1356246,1356246,1.44,0.77986,186.52,"July 10, 23",0.0077986,,,,,
2023-07-07,184.7,189.29,184.48,184.97,182.35,1893972,1893972,0.27,0.14618,185.86,"July 07, 23",0.0014618,,,,,
2023-07-06,181.7,183.83,180.96,183.03,180.43,1322002,1322002,1.34,0.73198,182.38,"July 06, 23",0.0073198,,,,,
2023-07-05,181.62,186,181.25,183.87,181.26,1434350,1434350,2.25,1.24,183.185,"July 05, 23",0.0124,,,,,
2023-07-03,183.89,184.91,182.04,183.94,181.33,837200,837200,0.045,0.02719017,183.695,"July 03, 23",0.0002719017,,,,,
2023-06-30,188.54,188.65,181.46,184.88,182.26,2281898,2281898,-3.66,-1.94,185.8825,"June 30, 23",-0.0194,,,,,
2023-06-29,185.75,188.37,184.12,187.88,185.22,1828034,1828034,2.13,1.15,186.53,"June 29, 23",0.0115,,,,,
2023-06-28,180.18,186.53,180.17,185.15,182.52,2674600,2674600,4.97,2.76,183.0075,"June 28, 23",0.0276,,,,,
2023-06-27,168.86,179.9,168.43,179.64,177.09,3144200,3144200,10.78,6.38,174.2075,"June 27, 23",0.0638,,,,,
2023-06-26,163.32,168.61,163.3,167.27,164.9,1522392,1522392,3.96,2.42,165.625,"June 26, 23",0.0242,,,,,
2023-06-23,163.88,166.34,163.14,163.32,161,1735400,1735400,-0.56,-0.34171,164.17,"June 23, 23",-0.0034171,,,,,
2023-06-22,163.36,167.45,162.77,165.46,163.11,1560080,1560080,2.09,1.29,164.76,"June 22, 23",0.0129,,,,,
2023-06-21,158.92,163.83,158.6,163.32,161,1741600,1741600,4.41,2.77,161.1675,"June 21, 23",0.0277,,,,,
2023-06-20,162.07,162.92,159.57,160.31,158.04,1159400,1159400,-1.77,-1.09,161.2175,"June 20, 23",-0.0109,,,,,
2023-06-16,166.88,167.9,162.58,162.73,160.42,2666666,2666666,-4.15,-2.49,165.0225,"June 16, 23",-0.0249,,,,,
2023-06-15,160.21,164.75,159.83,164.19,161.86,1586246,1586246,3.97,2.48,162.245,"June 15, 23",0.0248,,,,,
2023-06-14,156.79,161.18,155.11,160.36,158.09,1781292,1781292,3.57,2.28,158.36,"June 14, 23",0.0228,,,,,
2023-06-13,154.04,156.37,153.17,156.05,153.84,1524846,1524846,2.01,1.3,154.9075,"June 13, 23",0.013,,,,,
2023-06-12,152.03,153.27,149.45,153.07,150.9,1917800,1917800,1.04,0.68408,151.955,"June 12, 23",0.0068408,,,,,
2023-06-09,158,158.51,152.56,153.1,150.93,1493466,1493466,-4.91,-3.1,155.5425,"June 09, 23",-0.031,,,,,
2023-06-08,157.42,159.28,155.86,158.44,156.19,1702244,1702244,1.02,0.64795,157.75,"June 08, 23",0.0064795,,,,,
2023-06-07,153.76,158.69,153.6,158.05,155.81,2408946,2408946,4.29,2.79,156.025,"June 07, 23",0.0279,,,,,
2023-06-06,153.5,156.51,149,153.76,151.58,2736000,2736000,0.265,0.16938,153.1925,"June 06, 23",0.0016938,0.2,2023-06-21,0.4,2023-05-18,2023-06-07
2023-06-05,160.54,160.54,156.7,156.8,154.38,1644450,1644450,-3.73,-2.33,158.645,"June 05, 23",-0.0233,,,,,
2023-06-02,159.16,162.31,158.1,159.84,157.37,1855400,1855400,0.68,0.42724,159.8525,"June 02, 23",0.0042724,,,,,
2023-06-01,155.64,159.07,154.14,158.82,156.37,1539600,1539600,3.19,2.04,156.9175,"June 01, 23",0.0204,,,,,
2023-05-31,157.82,158.58,153.32,155.22,152.82,4858294,4858294,-2.6,-1.65,156.235,"May 31, 23",-0.0165,,,,,
2023-05-30,158.81,159.92,157.37,158.79,156.34,1513000,1513000,-0.02,-0.01259367,158.7225,"May 30, 23",-0.0001259367,,,,,
2023-05-26,155.24,159.43,154.65,157.92,155.48,1898200,1898200,2.67,1.73,156.81,"May 26, 23",0.0173,,,,,
2023-05-25,150.76,155.64,150.76,155.1,152.71,2173724,2173724,4.33,2.88,153.065,"May 25, 23",0.0288,,,,,
2023-05-24,149.27,151.09,147.9,150.24,147.92,1798652,1798652,0.97,0.64983,149.625,"May 24, 23",0.0064983,,,,,
2023-05-23,149.86,150.79,148.68,150.65,148.33,1591654,1591654,0.79,0.52716,149.995,"May 23, 23",0.0052716,,,,,
2023-05-22,152.78,153.2,149.45,151.07,148.74,1185200,1185200,-1.7,-1.12,151.625,"May 22, 23",-0.0112,,,,,
2023-05-19,153.85,154.45,150.07,150.71,148.38,1188688,1188688,-3.15,-2.04,152.27,"May 19, 23",-0.0204,,,,,
2023-05-18,151.49,154.64,150.5,153.22,150.86,1374640,1374640,1.72,1.14,152.4625,"May 18, 23",0.0114,,,,,
2023-05-17,151.82,152.61,149.91,151.88,149.54,1435200,1435200,0.065,0.03952048,151.555,"May 17, 23",0.0003952048,,,,,
2023-05-16,152.22,152.22,149.17,149.22,146.92,1413692,1413692,-3,-1.97,150.7075,"May 16, 23",-0.0197,,,,,
2023-05-15,153.63,154.63,152.44,153.24,150.88,1160316,1160316,-0.385,-0.25386,153.485,"May 15, 23",-0.0025386,,,,,
2023-05-12,155.64,156.98,152.23,154.04,151.66,1263800,1263800,-1.6,-1.03,154.7225,"May 12, 23",-0.0103,,,,,
2023-05-11,156.29,157.51,154.21,155.21,152.82,1239324,1239324,-1.08,-0.69102,155.805,"May 11, 23",-0.0069102,,,,,
2023-05-10,158.49,159.44,155.69,157.21,154.78,1328200,1328200,-1.28,-0.80762,157.7075,"May 10, 23",-0.0080762,,,,,
2023-05-09,155.16,157.04,153.17,156.07,153.66,1240000,1240000,0.915,0.58649,155.36,"May 09, 23",0.0058649,,,,,
2023-05-08,159.35,160.2,155.08,155.82,153.42,1398800,1398800,-3.53,-2.22,157.6125,"May 08, 23",-0.0222,,,,,
2023-05-05,156.76,159.57,156.41,158.49,156.04,1194890,1194890,1.73,1.1,157.8075,"May 05, 23",0.011,,,,,
2023-05-04,159.08,160.35,155.85,156.12,153.71,1543054,1543054,-2.96,-1.86,157.85,"May 04, 23",-0.0186,,,,,
2023-05-03,158.62,163.54,158.33,160.34,157.87,1494204,1494204,1.72,1.08,160.2075,"May 03, 23",0.0108,,,,,
2023-05-02,158.87,159.51,154.84,157.79,155.36,1275260,1275260,-1.09,-0.6798,157.7525,"May 02, 23",-0.006798,,,,,
2023-05-01,160.23,160.88,157.87,158.87,156.42,1618266,1618266,-1.36,-0.84878,159.4625,"May 01, 23",-0.0084878,,,,,
2023-04-28,158.81,162.17,156.83,160.2,157.73,2221000,2221000,1.39,0.87526,159.5025,"April 28, 23",0.0087526,,,,,
2023-04-27,152.59,157.99,151.62,156.6,154.18,2157800,2157800,4.01,2.63,154.7,"April 27, 23",0.0263,,,,,
2023-04-26,159.67,162.82,149.21,152.76,150.4,4978200,4978200,-6.91,-4.33,156.115,"April 26, 23",-0.0433,,,,,
2023-04-25,173.74,174.1,169.31,169.69,167.07,1491492,1491492,-4.06,-2.33,171.71,"April 25, 23",-0.0233,,,,,
2023-04-24,174.65,178.35,174.09,177.22,174.49,1536600,1536600,2.57,1.47,176.0775,"April 24, 23",0.0147,,,,,
2023-04-21,173.44,176.66,173.18,174.43,171.74,1412052,1412052,0.99,0.5708,174.4275,"April 21, 23",0.005708,,,,,
2023-04-20,171.57,175.5,171,173.45,170.77,1246816,1246816,1.88,1.1,172.88,"April 20, 23",0.011,,,,,
2023-04-19,170.75,173.39,170.51,173.01,170.34,878186,878186,2.25,1.32,171.915,"April 19, 23",0.0132,,,,,
2023-04-18,171,175.2,170.25,171.7,169.05,1143000,1143000,0.7,0.40936,172.0375,"April 18, 23",0.0040936,,,,,
2023-04-17,170.67,170.87,168.09,170.41,167.78,796172,796172,-0.26,-0.15234,170.01,"April 17, 23",-0.0015234,,,,,
2023-04-14,165.46,170.31,165.46,169.34,166.73,1090574,1090574,3.88,2.34,167.6425,"April 14, 23",0.0234,,,,,
2023-04-13,170.69,170.69,163.54,166.39,163.82,1617048,1617048,-4.31,-2.52,167.8275,"April 13, 23",-0.0252,,,,,
2023-04-12,171.48,172.82,168.97,170.03,167.41,969806,969806,-1.45,-0.84558,170.825,"April 12, 23",-0.0084558,,,,,
2023-04-11,168.24,170.75,167.79,170,167.38,1060000,1060000,1.76,1.05,169.195,"April 11, 23",0.0105,,,,,
2023-04-10,161.63,167.58,160.7,167.4,164.82,1142400,1142400,5.77,3.57,164.3275,"April 10, 23",0.0357,,,,,
2023-04-06,162.03,164.52,160.4,162.89,160.38,978008,978008,0.86,0.53077,162.46,"April 06, 23",0.0053077,,,,,
2023-04-05,163.12,163.49,160.39,162.49,159.98,1443200,1443200,-0.63,-0.38622,162.3725,"April 05, 23",-0.0038622,,,,,
2023-04-04,167.38,167.83,163.44,164.36,161.82,1399236,1399236,-3.02,-1.8,165.7525,"April 04, 23",-0.018,,,,,
2023-04-03,169.36,170.45,164.07,167.11,164.53,1403096,1403096,-2.25,-1.33,167.7475,"April 03, 23",-0.0133,,,,,
2023-03-31,167.4,170.67,165.9,170.42,167.79,1539642,1539642,3.02,1.8,168.5975,"March 31, 23",0.018,,,,,
2023-03-30,167.39,167.75,166.09,166.81,164.24,962200,962200,-0.585,-0.3465,167.01,"March 30, 23",-0.003465,,,,,
2023-03-29,167.93,168.21,164.83,165.69,163.13,1031000,1031000,-2.24,-1.33,166.665,"March 29, 23",-0.0133,,,,,
2023-03-28,166.45,168.26,165.13,166.02,163.46,791096,791096,-0.43,-0.25834,166.465,"March 28, 23",-0.0025834,,,,,
2023-03-27,166.05,168.32,165.43,167.25,164.67,1328000,1328000,1.2,0.72267,166.7625,"March 27, 23",0.0072267,,,,,
2023-03-24,163.14,165.14,160.43,164.75,162.21,1303900,1303900,1.61,0.98688,163.365,"March 24, 23",0.0098688,,,,,
2023-03-23,165.92,169.54,164.03,164.75,162.21,1277810,1277810,-1.16,-0.70516,166.06,"March 23, 23",-0.0070516,,,,,
2023-03-22,167.14,169.92,165.36,165.41,162.86,1215276,1215276,-1.73,-1.04,166.9575,"March 22, 23",-0.0104,,,,,
2023-03-21,169.43,170.94,167.43,168.08,165.49,1032414,1032414,-1.35,-0.79679,168.97,"March 21, 23",-0.0079679,,,,,
2023-03-20,165.92,167.83,163.19,166.72,164.15,1302804,1302804,0.8,0.48216,165.915,"March 20, 23",0.0048216,,,,,
2023-03-17,168.51,169.7,165.03,165.78,163.22,2515604,2515604,-2.72,-1.62,167.255,"March 17, 23",-0.0162,,,,,
2023-03-16,164.91,169.99,164.5,168.76,166.16,1616256,1616256,3.85,2.33,167.04,"March 16, 23",0.0233,,,,,
2023-03-15,165,166.64,162.6,166.24,163.67,1209000,1209000,1.24,0.75152,165.12,"March 15, 23",0.0075152,,,,,
2023-03-14,167.07,170.92,163,166.8,164.23,1671600,1671600,-0.27,-0.16161,166.9475,"March 14, 23",-0.0016161,,,,,
2023-03-13,165.02,167.15,161.67,164.61,162.07,2253216,2253216,-0.405,-0.24845,164.6125,"March 13, 23",-0.0024845,,,,,
2023-03-10,171.49,172.65,166.81,168.18,165.58,1286240,1286240,-3.3,-1.93,169.7825,"March 10, 23",-0.0193,,,,,
2023-03-09,176.6,177.2,171.26,171.49,168.84,1146882,1146882,-5.11,-2.89,174.1375,"March 09, 23",-0.0289,,,,,
2023-03-08,174.83,175.97,172.6,175.22,172.52,1029800,1029800,0.395,0.22307,174.655,"March 08, 23",0.0022307,,,,,
2023-03-07,176.43,177.33,174.2,174.9,172.2,1188846,1188846,-1.53,-0.8672,175.715,"March 07, 23",-0.008672,,,,,
2023-03-06,176.62,179.26,175.97,176.48,173.76,1422830,1422830,-0.145,-0.07926622,177.0825,"March 06, 23",-0.0007926622,,,,,
2023-03-03,177.15,178.87,174.85,177.53,174.79,2052680,2052680,0.38,0.21451,177.1,"March 03, 23",0.0021451,,,,,
2023-03-02,168.14,178.58,167.64,177.39,174.65,1981800,1981800,9.25,5.5,172.9375,"March 02, 23",0.055,,,,,
2023-03-01,169.81,171.86,168.87,169.31,166.7,1167830,1167830,-0.5,-0.29445,169.9625,"March 01, 23",-0.0029445,,,,,
2023-02-28,169.83,172.77,169.23,169.63,167.01,1748630,1748630,-0.195,-0.11776,170.365,"February 28, 23",-0.0011776,0.2,2023-03-15,0.4,2023-02-01,2023-03-01
2023-02-27,172.51,173.19,170.69,171.2,168.36,948200,948200,-1.31,-0.75938,171.8975,"February 27, 23",-0.0075938,,,,,
2023-02-24,168.85,171.46,167.6,169.77,166.95,1428266,1428266,0.92,0.54486,169.42,"February 24, 23",0.0054486,,,,,
2023-02-23,172.77,173.81,170.32,172.64,169.78,878010,878010,-0.125,-0.07524454,172.385,"February 23, 23",-0.0007524454,,,,,
2023-02-22,172.23,174,170.48,171.01,168.17,1311000,1311000,-1.22,-0.70836,171.93,"February 22, 23",-0.0070836,,,,,
2023-02-21,175.84,175.91,170.88,171.35,168.51,1285284,1285284,-4.49,-2.55,173.495,"February 21, 23",-0.0255,,,,,
2023-02-17,175.32,177.86,173.95,177.42,174.48,1304254,1304254,2.1,1.2,176.1375,"February 17, 23",0.012,,,,,
2023-02-16,174.73,177.91,173.88,175.97,173.05,1434860,1434860,1.24,0.70967,175.6225,"February 16, 23",0.0070967,,,,,
2023-02-15,176.93,179.25,176.14,178.61,175.65,1157600,1157600,1.67,0.94953,177.7325,"February 15, 23",0.0094953,,,,,
2023-02-14,176.72,179.8,175.11,179.35,176.37,1217600,1217600,2.63,1.49,177.745,"February 14, 23",0.0149,,,,,
2023-02-13,175.04,178.07,173.01,177.98,175.03,1926800,1926800,2.94,1.68,176.025,"February 13, 23",0.0168,,,,,
2023-02-10,175.31,177.09,173.66,174.5,171.61,1778200,1778200,-0.81,-0.46204,175.14,"February 10, 23",-0.0046204,,,,,
2023-02-09,183.8,183.95,176.73,177.5,174.56,1835078,1835078,-6.3,-3.43,180.495,"February 09, 23",-0.0343,,,,,
2023-02-08,183.67,185.17,181,182.95,179.91,1406400,1406400,-0.72,-0.39201,183.1975,"February 08, 23",-0.0039201,,,,,
2023-02-07,183.4,185.44,180.29,182.85,179.82,3117200,3117200,-0.55,-0.29989,182.995,"February 07, 23",-0.0029989,,,,,
2023-02-06,185.62,186.57,183.33,184.79,181.72,1841800,1841800,-0.835,-0.44715,185.0775,"February 06, 23",-0.0044715,,,,,
2023-02-03,182.52,187.91,178.86,185.51,182.43,2037800,2037800,2.99,1.64,183.7,"February 03, 23",0.0164,,,,,
2023-02-02,186.63,190.91,184.38,185.71,182.63,3808800,3808800,-0.92,-0.49295,186.9075,"February 02, 23",-0.0049295,,,,,
2023-02-01,175,187.07,174.05,183.81,180.76,5320200,5320200,8.81,5.03,179.9825,"February 01, 23",0.0503,,,,,
2023-01-31,161.64,166.84,160.89,166.62,163.86,1916938,1916938,4.99,3.08,163.9975,"January 31, 23",0.0308,,,,,
2023-01-30,162.01,164.86,160.53,160.94,158.27,1652874,1652874,-1.06,-0.66045,162.085,"January 30, 23",-0.0066045,,,,,
2023-01-27,158.65,168.98,158.65,166.9,164.13,2239026,2239026,8.25,5.2,163.295,"January 27, 23",0.052,,,,,
2023-01-26,162.09,162.82,157.25,159.63,156.98,1456000,1456000,-2.47,-1.52,160.4475,"January 26, 23",-0.0152,,,,,
2023-01-25,157.87,161.33,157.03,160.28,157.62,1105800,1105800,2.41,1.53,159.1275,"January 25, 23",0.0153,,,,,
2023-01-24,161.01,161.76,159.25,160.45,157.79,929000,929000,-0.565,-0.3478,160.6175,"January 24, 23",-0.003478,,,,,
2023-01-23,159.06,163.76,158.22,161.43,158.75,1474200,1474200,2.37,1.49,160.6175,"January 23, 23",0.0149,,,,,
2023-01-20,156.15,158.58,154.62,158.51,155.88,1290400,1290400,2.36,1.51,156.965,"January 20, 23",0.0151,,,,,
2023-01-19,155.91,158.99,155.15,155.37,152.79,1471856,1471856,-0.535,-0.34635,156.355,"January 19, 23",-0.0034635,,,,,
2023-01-18,158.24,164.89,157.72,157.83,155.21,1732018,1732018,-0.41,-0.2591,159.67,"January 18, 23",-0.002591,,,,,
2023-01-17,159,159.75,156.15,157.29,154.68,1381800,1381800,-1.71,-1.08,158.0475,"January 17, 23",-0.0108,,,,,
2023-01-13,154.53,158.28,154.53,157.68,155.06,1352840,1352840,3.15,2.04,156.255,"January 13, 23",0.0204,,,,,
2023-01-12,155.62,156.99,153.05,156.63,154.03,1012600,1012600,1.01,0.64902,155.5725,"January 12, 23",0.0064902,,,,,
2023-01-11,154.6,157.49,154.29,156.54,153.94,1220888,1220888,1.94,1.25,155.73,"January 11, 23",0.0125,,,,,
2023-01-10,151.95,153.43,150.72,153.3,150.76,923200,923200,1.36,0.88845,152.35,"January 10, 23",0.0088845,,,,,
2023-01-09,152.19,156.37,151.39,153.19,150.65,2109400,2109400,0.995,0.65707,153.285,"January 09, 23",0.0065707,,,,,
2023-01-06,142.85,151.02,142.41,150.35,147.86,2110200,2110200,7.5,5.25,146.6575,"January 06, 23",0.0525,,,,,
2023-01-05,142.51,142.96,140.12,140.74,138.41,1178400,1178400,-1.77,-1.24,141.5825,"January 05, 23",-0.0124,,,,,
2023-01-04,142.62,145.17,142.1,144.4,142,1457636,1457636,1.78,1.25,143.5725,"January 04, 23",0.0125,,,,,
2023-01-03,143.01,143.25,140,141.26,138.92,882296,882296,-1.75,-1.22,141.88,"January 03, 23",-0.0122,,,,,
2022-12-30,141.51,143.29,140.09,141.89,139.54,1032200,1032200,0.375,0.26853,141.695,"December 30, 22",0.0026853,,,,,
2022-12-29,142.68,145.3,142.14,143.29,140.91,863200,863200,0.615,0.42753,143.3525,"December 29, 22",0.0042753,,,,,
2022-12-28,143.42,144.25,141,141.13,138.79,658866,658866,-2.29,-1.6,142.45,"December 28, 22",-0.016,,,,,
2022-12-27,143.19,144.35,142.3,143.39,141.01,1053400,1053400,0.2,0.13967,143.3075,"December 27, 22",0.0013967,,,,,
2022-12-23,141,143.66,140.5,143.05,140.68,861000,861000,2.05,1.45,142.0525,"December 23, 22",0.0145,,,,,
2022-12-22,142,142.45,138.75,140.99,138.65,1183898,1183898,-1.01,-0.71127,141.0475,"December 22, 22",-0.0071127,,,,,
2022-12-21,144.49,145.38,141.53,143.66,141.28,1564042,1564042,-0.835,-0.57443,143.765,"December 21, 22",-0.0057443,,,,,
2022-12-20,144.29,144.53,141.2,142.1,139.74,1313600,1313600,-2.19,-1.52,143.03,"December 20, 22",-0.0152,,,,,
2022-12-19,147.5,147.53,143.98,145.1,142.69,1623888,1623888,-2.4,-1.63,146.0275,"December 19, 22",-0.0163,,,,,
2022-12-16,147.12,150.98,146.19,147.44,144.99,4261652,4261652,0.3175,0.21751,147.9325,"December 16, 22",0.0021751,,,,,
2022-12-15,152.38,152.9,148.5,149.57,147.09,2242600,2242600,-2.81,-1.84,150.8375,"December 15, 22",-0.0184,,,,,
2022-12-14,152.16,156.47,151.81,154.7,152.13,2565860,2565860,2.54,1.67,153.785,"December 14, 22",0.0167,,,,,
2022-12-13,159.76,160.9,151.11,152.32,149.79,2373600,2373600,-7.44,-4.66,156.0225,"December 13, 22",-0.0466,,,,,
2022-12-12,146.5,152.1,145.5,150.9,148.4,1826092,1826092,4.4,3,148.75,"December 12, 22",0.03,,,,,
2022-12-09,143.24,146.96,142.5,146.12,143.7,2107450,2107450,2.88,2.01,144.705,"December 09, 22",0.0201,,,,,
2022-12-08,142.56,144.88,142.5,143.64,141.26,1069214,1069214,1.08,0.75758,143.395,"December 08, 22",0.0075758,,,,,
2022-12-07,142.71,144.72,142.45,143.32,140.94,687000,687000,0.615,0.42744,143.3,"December 07, 22",0.0042744,,,,,
2022-12-06,144.31,144.36,142.01,143.56,141.18,1181360,1181360,-0.745,-0.51971,143.56,"December 06, 22",-0.0051971,0.15,2022-12-21,0.3,2022-10-20,2022-12-07
2022-12-05,149.03,150.55,143.89,144.88,142.33,1405400,1405400,-4.15,-2.78,147.0875,"December 05, 22",-0.0278,,,,,
2022-12-02,147.78,152.52,146.53,151.43,148.76,1112468,1112468,3.65,2.47,149.565,"December 02, 22",0.0247,,,,,
2022-12-01,151.14,151.16,146.81,150.45,147.8,1711088,1711088,-0.695,-0.45653,149.89,"December 01, 22",-0.0045653,,,,,
2022-11-30,145.74,151.79,143.41,151.31,148.65,2237494,2237494,5.56,3.82,148.0625,"November 30, 22",0.0382,,,,,
2022-11-29,145.55,146.42,143.59,146.04,143.47,1184438,1184438,0.485,0.33665,145.4,"November 29, 22",0.0033665,,,,,
2022-11-28,146.01,148.26,143.95,144.16,141.62,1358200,1358200,-1.84,-1.27,145.595,"November 28, 22",-0.0127,,,,,
2022-11-25,147.41,148.79,146.86,147,144.41,454242,454242,-0.41,-0.27814,147.515,"November 25, 22",-0.0027814,,,,,
2022-11-23,148.12,150.26,146.35,148.51,145.9,1186600,1186600,0.4,0.2633,148.31,"November 23, 22",0.002633,,,,,
2022-11-22,150.85,150.85,147.13,147.95,145.35,1712800,1712800,-2.9,-1.92,149.195,"November 22, 22",-0.0192,,,,,
2022-11-21,149.16,150.2,147.99,149.3,146.67,1003452,1003452,0.14,0.09385894,149.1625,"November 21, 22",0.0009385894,,,,,
2022-11-18,151.38,151.95,147.06,149.17,146.54,1933200,1933200,-2.21,-1.46,149.89,"November 18, 22",-0.0146,,,,,
2022-11-17,150.5,150.5,145.84,149.39,146.76,2101418,2101418,-1.12,-0.73754,149.0575,"November 17, 22",-0.0073754,,,,,
2022-11-16,157.77,157.89,153.31,153.59,150.89,1505800,1505800,-4.19,-2.65,155.64,"November 16, 22",-0.0265,,,,,
2022-11-15,160.16,161.67,157.5,159.04,156.24,1774200,1774200,-1.12,-0.6993,159.5925,"November 15, 22",-0.006993,,,,,
2022-11-14,155.76,160.6,155.42,157.14,154.37,1734400,1734400,1.38,0.88598,157.23,"November 14, 22",0.0088598,,,,,
2022-11-11,155.16,159.5,153.98,157.06,154.3,2533284,2533284,1.9,1.22,156.425,"November 11, 22",0.0122,,,,,
2022-11-10,150.15,153.13,148.16,152.82,150.13,2880886,2880886,2.67,1.78,151.065,"November 10, 22",0.0178,,,,,
2022-11-09,143.07,145.72,140.39,140.93,138.45,1801830,1801830,-2.13,-1.5,142.5275,"November 09, 22",-0.015,,,,,
2022-11-08,142.35,145.77,141.1,145.03,142.48,2857060,2857060,2.69,1.88,143.5625,"November 08, 22",0.0188,,,,,
2022-11-07,137.03,142.01,136.56,140.99,138.51,1671434,1671434,3.97,2.89,139.1475,"November 07, 22",0.0289,,,,,
2022-11-04,133.15,136.01,132.34,135.96,133.57,1469000,1469000,2.81,2.11,134.365,"November 04, 22",0.0211,,,,,
2022-11-03,128.16,132.83,126.31,131.51,129.2,1665800,1665800,3.35,2.61,129.7025,"November 03, 22",0.0261,,,,,
2022-11-02,135.6,137.25,129.94,130.2,127.91,2120862,2120862,-5.41,-3.98,133.2475,"November 02, 22",-0.0398,,,,,
2022-11-01,138.65,140.79,134.65,136.44,134.04,2200016,2200016,-2.22,-1.59,137.6325,"November 01, 22",-0.0159,,,,,
2022-10-31,133.76,138.9,132.01,137.3,134.88,1758486,1758486,3.54,2.65,135.4925,"October 31, 22",0.0265,,,,,
2022-10-28,133.14,135.9,131.43,135.3,132.92,1352246,1352246,2.17,1.62,133.9425,"October 28, 22",0.0162,,,,,
2022-10-27,136.18,138.37,130.6,132.21,129.88,2465986,2465986,-3.97,-2.92,134.34,"October 27, 22",-0.0292,,,,,
2022-10-26,143.32,143.32,131.76,137.25,134.83,3189600,3189600,-6.07,-4.24,138.9125,"October 26, 22",-0.0424,,,,,
2022-10-25,134.7,139.04,134.65,137.01,134.6,2140768,2140768,2.32,1.71,136.35,"October 25, 22",0.0171,,,,,
2022-10-24,131.32,135.46,130.23,134.61,132.24,1699262,1699262,3.3,2.51,132.905,"October 24, 22",0.0251,,,,,
2022-10-21,128.75,130.39,126.64,130.22,127.93,2422492,2422492,1.47,1.14,129,"October 21, 22",0.0114,,,,,
2022-10-20,129.75,132.54,125.19,128.82,126.55,2215800,2215800,-0.925,-0.71676,129.075,"October 20, 22",-0.0071676,,,,,
2022-10-19,133.38,133.81,129.37,130.38,128.09,1585824,1585824,-3,-2.25,131.735,"October 19, 22",-0.0225,,,,,
2022-10-18,136.92,138.72,133.22,134.32,131.96,1710718,1710718,-2.6,-1.9,135.795,"October 18, 22",-0.019,,,,,
2022-10-17,133.41,135.84,133.19,133.56,131.21,1922660,1922660,0.15,0.11244,134,"October 17, 22",0.0011244,,,,,
2022-10-14,136.42,137.08,129.6,129.77,127.49,1608446,1608446,-6.64,-4.87,133.2175,"October 14, 22",-0.0487,,,,,
2022-10-13,131.67,136.7,128.4,134.28,131.92,3249400,3249400,2.61,1.98,132.7625,"October 13, 22",0.0198,,,,,
2022-10-12,135.25,137.96,133.04,137.32,134.9,2040092,2040092,2.08,1.53,135.8925,"October 12, 22",0.0153,,,,,
2022-10-11,132.38,135.7,132.1,133.88,131.52,2746800,2746800,1.5,1.13,133.515,"October 11, 22",0.0113,,,,,
2022-10-10,131.17,134.54,129.41,133.93,131.57,2605800,2605800,2.76,2.1,132.2625,"October 10, 22",0.021,,,,,
2022-10-07,135.56,136.19,129.57,130.02,127.73,2307682,2307682,-5.53,-4.09,132.835,"October 07, 22",-0.0409,,,,,
2022-10-06,135.85,139.47,135.38,138.59,136.15,1924800,1924800,2.74,2.02,137.3225,"October 06, 22",0.0202,,,,,
2022-10-05,131.56,137.8,131.56,136.25,133.85,1541000,1541000,4.69,3.56,134.2925,"October 05, 22",0.0356,,,,,
2022-10-04,134.3,136.98,133.31,136.58,134.18,2773400,2773400,2.28,1.7,135.2925,"October 04, 22",0.017,,,,,
2022-10-03,125.53,131.74,125.53,130.94,128.64,2030720,2030720,5.41,4.31,128.435,"October 03, 22",0.0431,,,,,
2022-09-30,127.3,128.49,124.26,124.39,122.2,1591400,1591400,-2.91,-2.29,126.11,"September 30, 22",-0.0229,,,,,
2022-09-29,126.47,127.66,125.94,127.09,124.85,1351692,1351692,0.625,0.49023,126.79,"September 29, 22",0.0049023,,,,,
2022-09-28,125.3,128.85,124.27,128.09,125.84,1391482,1391482,2.8,2.23,126.6275,"September 28, 22",0.0223,,,,,
2022-09-27,125.42,126.68,123.43,124.88,122.68,1855814,1855814,-0.545,-0.43055,125.1025,"September 27, 22",-0.0043055,,,,,
