date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,paymentDate,dividend,declarationDate,recordDate
2025-03-12,169.05,169.84,164.06,164.54,163.62,2344581,2344581,-4.51,-2.67,166.8725,"March 12, 25",-0.0267,,,,,
2025-03-11,177.45,177.76,166.42,167.03,166.1,2507446,2507446,-10.41,-5.87,172.165,"March 11, 25",-0.0587,,,,,
2025-03-10,178.48,181.76,177.24,177.97,176.98,2021834,2021834,-0.51,-0.28575,178.8625,"March 10, 25",-0.0028575,,,,,
2025-03-07,177.58,181.47,176.64,179.55,178.55,2667000,2667000,1.97,1.11,178.81,"March 07, 25",0.0111,,,,,
2025-03-06,175.94,178.71,173.55,177.58,176.59,2027143,2027143,1.64,0.93214,176.445,"March 06, 25",0.0093214,,,,,
2025-03-05,175.42,176.86,171.7,176.52,175.54,2217500,2217500,1.1,0.62707,175.125,"March 05, 25",0.0062707,0.28,2025-03-19,0.28,2025-02-05,2025-03-05
2025-03-04,170.64,177.3,165.82,175,173.75,3026075,3026075,4.36,2.56,172.19,"March 04, 25",0.0256,,,,,
2025-03-03,178.18,178.77,171.44,172.28,171.05,2410402,2410402,-5.9,-3.31,175.1675,"March 03, 25",-0.0331,,,,,
2025-02-28,175.9,179.12,175.19,176.5,175.24,2123313,2123313,0.6,0.3411,176.6775,"February 28, 25",0.003411,,,,,
2025-02-27,175.91,178.19,174.07,174.77,173.52,1494805,1494805,-1.14,-0.64806,175.735,"February 27, 25",-0.0064806,,,,,
2025-02-26,179.4,181.28,175.52,175.69,174.44,2414782,2414782,-3.71,-2.07,177.9725,"February 26, 25",-0.0207,,,,,
2025-02-25,180.71,182.73,178.05,179.88,178.6,2099710,2099710,-0.83,-0.4593,180.3425,"February 25, 25",-0.004593,,,,,
2025-02-24,184.84,185.41,181.48,181.97,180.67,2225620,2225620,-2.87,-1.55,183.425,"February 24, 25",-0.0155,,,,,
2025-02-21,197.23,197.23,170,180.4,179.11,5679600,5679600,-16.83,-8.53,186.215,"February 21, 25",-0.0853,,,,,
2025-02-20,204.16,204.86,196.23,197.25,195.84,1366469,1366469,-6.91,-3.38,200.625,"February 20, 25",-0.0338,,,,,
2025-02-19,207.33,208.51,204.93,205.11,203.65,1285039,1285039,-2.22,-1.07,206.47,"February 19, 25",-0.0107,,,,,
2025-02-18,207.57,209.61,206.36,209.29,207.8,1865714,1865714,1.72,0.82864,208.2075,"February 18, 25",0.0082864,,,,,
2025-02-14,207,209.49,206.01,206.34,204.87,1274117,1274117,-0.66,-0.31884,207.21,"February 14, 25",-0.0031884,,,,,
2025-02-13,204,206.68,202.59,206.39,204.92,1287513,1287513,2.39,1.17,204.915,"February 13, 25",0.0117,,,,,
2025-02-12,201.33,203.98,198.68,203.02,201.57,1444810,1444810,1.69,0.83942,201.7525,"February 12, 25",0.0083942,,,,,
2025-02-11,200.04,206.49,199.98,205.77,204.3,1956924,1956924,5.73,2.86,203.07,"February 11, 25",0.0286,,,,,
2025-02-10,199.28,201.98,198,201.78,200.34,1984632,1984632,2.5,1.25,200.26,"February 10, 25",0.0125,,,,,
2025-02-07,196.45,198.03,193.62,197.2,195.79,1871037,1871037,0.75,0.38178,196.325,"February 07, 25",0.0038178,,,,,
2025-02-06,194.36,201.09,193.78,195.88,194.48,1851540,1851540,1.52,0.78205,196.2775,"February 06, 25",0.0078205,,,,,
2025-02-05,195.87,199.29,192.65,193.65,192.27,2772378,2772378,-2.22,-1.13,195.365,"February 05, 25",-0.0113,,,,,
2025-02-04,181.1,183.92,181.06,183.66,182.35,1996200,1996200,2.56,1.41,182.435,"February 04, 25",0.0141,,,,,
2025-02-03,188.13,189.01,181.98,182.05,180.75,2165848,2165848,-6.08,-3.23,185.2925,"February 03, 25",-0.0323,,,,,
2025-01-31,186.78,188.93,184.37,185.61,184.28,1556607,1556607,-1.17,-0.62641,186.4225,"January 31, 25",-0.0062641,,,,,
2025-01-30,184.54,187.23,183.19,186.78,185.45,1587962,1587962,2.24,1.21,185.435,"January 30, 25",0.0121,,,,,
2025-01-29,190.01,190.69,185.58,185.84,184.51,1556220,1556220,-4.17,-2.19,188.03,"January 29, 25",-0.0219,,,,,
2025-01-28,194.24,194.38,189.67,189.99,188.63,1522700,1522700,-4.25,-2.19,192.07,"January 28, 25",-0.0219,,,,,
2025-01-27,189.42,195.73,189.42,194.71,193.32,1852816,1852816,5.29,2.79,192.32,"January 27, 25",0.0279,,,,,
2025-01-24,190.02,192.05,189.81,190.81,189.45,870244,870244,0.79,0.41575,190.6725,"January 24, 25",0.0041575,,,,,
2025-01-23,192.03,192.6,190.2,191.54,190.17,1178043,1178043,-0.49,-0.25517,191.5925,"January 23, 25",-0.0025517,,,,,
2025-01-22,190.2,191.4,188.64,188.79,187.44,1410214,1410214,-1.41,-0.74132,189.7575,"January 22, 25",-0.0074132,,,,,
2025-01-21,191.52,191.65,188.88,190.43,189.07,1440230,1440230,-1.09,-0.56913,190.62,"January 21, 25",-0.0056913,,,,,
2025-01-17,191.26,191.26,186.46,189.55,188.2,1307512,1307512,-1.71,-0.89407,189.6325,"January 17, 25",-0.0089407,,,,,
2025-01-16,186.7,190.55,185.35,189.92,188.56,1083403,1083403,3.22,1.72,188.13,"January 16, 25",0.0172,,,,,
2025-01-15,187.99,189.9,186.04,186.86,185.53,1956964,1956964,-1.13,-0.6011,187.6975,"January 15, 25",-0.006011,,,,,
2025-01-14,181.57,183.86,181.07,183.62,182.31,1175513,1175513,2.05,1.13,182.53,"January 14, 25",0.0113,,,,,
2025-01-13,175.34,180.83,175.34,180.67,179.38,1229700,1229700,5.33,3.04,178.045,"January 13, 25",0.0304,,,,,
2025-01-10,176.89,177.9,175.27,176.41,175.15,1045700,1045700,-0.48,-0.27136,176.6175,"January 10, 25",-0.0027136,,,,,
2025-01-08,179.25,181.83,178.87,179.58,178.3,1483633,1483633,0.33,0.1841,179.8825,"January 08, 25",0.001841,,,,,
2025-01-07,182.34,182.34,178.56,180.64,179.35,1498648,1498648,-1.7,-0.93232,180.97,"January 07, 25",-0.0093232,,,,,
2025-01-06,181.39,184.38,181.11,182.67,181.37,1149800,1149800,1.28,0.70566,182.3875,"January 06, 25",0.0070566,,,,,
2025-01-03,177.38,181.31,176.59,180.91,179.62,1090646,1090646,3.53,1.99,179.0475,"January 03, 25",0.0199,,,,,
2025-01-02,178.93,180.41,174.85,175.73,174.48,903431,903431,-3.2,-1.79,177.48,"January 02, 25",-0.0179,,,,,
2024-12-31,178.16,179.48,176.34,176.4,175.14,845700,845700,-1.76,-0.98788,177.595,"December 31, 24",-0.0098788,,,,,
2024-12-30,179.3,179.43,174.8,177.28,176.01,1404800,1404800,-2.02,-1.13,177.7025,"December 30, 24",-0.0113,,,,,
2024-12-27,178.96,182.4,177.84,180.23,178.94,1080516,1080516,1.27,0.70966,179.8575,"December 27, 24",0.0070966,,,,,
2024-12-26,180.1,182.83,179.43,181.44,180.14,756743,756743,1.34,0.74403,180.95,"December 26, 24",0.0074403,,,,,
2024-12-24,179.71,182.07,179,181.57,180.27,576017,576017,1.86,1.04,180.5875,"December 24, 24",0.0104,,,,,
2024-12-23,180.82,182,179.35,180.16,178.87,1597243,1597243,-0.66,-0.365,180.5825,"December 23, 24",-0.00365,,,,,
2024-12-20,186.84,186.84,176.03,181.37,180.08,5024356,5024356,-5.47,-2.93,182.77,"December 20, 24",-0.0293,,,,,
2024-12-19,193.2,194.33,187.64,187.74,186.4,1680098,1680098,-5.46,-2.83,190.7275,"December 19, 24",-0.0283,,,,,
2024-12-18,197.77,199.9,191.42,191.77,190.4,1166534,1166534,-6,-3.03,195.215,"December 18, 24",-0.0303,,,,,
2024-12-17,197.7,199.84,196.84,198.98,197.56,1632528,1632528,1.28,0.64745,198.34,"December 17, 24",0.0064745,,,,,
2024-12-16,200.08,200.38,197.39,198.89,197.47,1852345,1852345,-1.19,-0.59476,199.185,"December 16, 24",-0.0059476,,,,,
2024-12-13,202.29,203.48,200.58,200.69,199.26,849101,849101,-1.6,-0.79094,201.76,"December 13, 24",-0.0079094,,,,,
2024-12-12,204.45,204.58,200.23,203.04,201.59,1083673,1083673,-1.41,-0.68966,203.075,"December 12, 24",-0.0068966,,,,,
2024-12-11,205.62,206.34,203.36,204.81,203.35,1875333,1875333,-0.81,-0.39393,205.0325,"December 11, 24",-0.0039393,,,,,
2024-12-10,204.16,206.86,200.48,205.09,203.63,1454300,1454300,0.93,0.45553,204.1475,"December 10, 24",0.0045553,,,,,
2024-12-09,203.1,205.1,202.85,203.93,202.47,1305900,1305900,0.83,0.40867,203.745,"December 09, 24",0.0040867,,,,,
2024-12-06,204.77,206.62,202.88,203,201.55,1313113,1313113,-1.77,-0.86438,204.3175,"December 06, 24",-0.0086438,,,,,
2024-12-05,209.78,211.33,202.49,202.97,201.52,1609726,1609726,-6.81,-3.25,206.6425,"December 05, 24",-0.0325,,,,,
2024-12-04,215.35,218.01,207.65,211.03,209.52,2008191,2008191,-4.32,-2.01,213.01,"December 04, 24",-0.0201,0.26,2024-12-18,0.26,2024-10-17,2024-12-04
2024-12-03,222.13,222.99,217.42,218.59,216.77,1184978,1184978,-3.54,-1.59,220.2825,"December 03, 24",-0.0159,,,,,
2024-12-02,226.43,226.43,223.56,224.85,222.98,1294931,1294931,-1.58,-0.69779,225.3175,"December 02, 24",-0.0069779,,,,,
2024-11-29,226.05,227,224.02,225.14,223.26,639800,639800,-0.91,-0.40257,225.5525,"November 29, 24",-0.0040257,,,,,
2024-11-27,227,228.72,222.33,224.11,222.24,1319100,1319100,-2.89,-1.27,225.54,"November 27, 24",-0.0127,,,,,
2024-11-26,223.39,226.21,221.83,225.97,224.09,1069800,1069800,2.58,1.15,224.35,"November 26, 24",0.0115,,,,,
2024-11-25,222.64,227.44,221.88,225.11,223.23,1888230,1888230,2.47,1.11,224.2675,"November 25, 24",0.0111,,,,,
2024-11-22,219.93,221.71,218.03,220.25,218.42,774310,774310,0.32,0.1455,219.98,"November 22, 24",0.001455,,,,,
2024-11-21,216.2,219.78,214.12,218.39,216.57,1229695,1229695,2.19,1.01,217.1225,"November 21, 24",0.0101,,,,,
2024-11-20,210.95,214.64,210.36,214.33,212.54,675684,675684,3.38,1.6,212.57,"November 20, 24",0.016,,,,,
2024-11-19,211.46,213.56,211.15,211.8,210.04,926828,926828,0.34,0.16079,211.9925,"November 19, 24",0.0016079,,,,,
2024-11-18,218.95,219.68,213.91,213.99,212.21,1292428,1292428,-4.96,-2.27,216.6325,"November 18, 24",-0.0227,,,,,
2024-11-15,223.15,223.15,215.08,215.57,213.77,1683200,1683200,-7.58,-3.4,219.2375,"November 15, 24",-0.034,,,,,
2024-11-14,225.41,226.77,222.5,223.43,221.57,1156530,1156530,-1.98,-0.8784,224.5275,"November 14, 24",-0.008784,,,,,
2024-11-13,227.14,227.44,223.35,225.6,223.72,1308845,1308845,-1.54,-0.678,225.8825,"November 13, 24",-0.00678,,,,,
2024-11-12,230.34,231.24,226.06,226.32,224.43,1637005,1637005,-4.02,-1.75,228.49,"November 12, 24",-0.0175,,,,,
2024-11-11,228.08,233.26,227.93,231.84,229.91,1886241,1886241,3.76,1.65,230.2775,"November 11, 24",0.0165,,,,,
2024-11-08,222.14,226.4,220.56,226.11,224.23,1092606,1092606,3.97,1.79,223.8025,"November 08, 24",0.0179,,,,,
2024-11-07,230.18,230.92,222.31,222.91,221.05,1696711,1696711,-7.27,-3.16,226.58,"November 07, 24",-0.0316,,,,,
2024-11-06,216.96,231.36,215.76,230.18,228.26,3077156,3077156,13.22,6.09,223.565,"November 06, 24",0.0609,,,,,
2024-11-05,204.25,207.17,202.67,207.01,205.29,1265924,1265924,2.76,1.35,205.275,"November 05, 24",0.0135,,,,,
2024-11-04,200.6,205.34,200.6,203.99,202.29,917848,917848,3.39,1.69,202.6325,"November 04, 24",0.0169,,,,,
2024-11-01,200.31,203.03,200.31,200.98,199.31,936500,936500,0.67,0.33448,201.1575,"November 01, 24",0.0033448,,,,,
2024-10-31,202.96,204.53,201.24,201.32,199.64,1268400,1268400,-1.64,-0.80804,202.5125,"October 31, 24",-0.0080804,,,,,
2024-10-30,201.5,208.82,201.5,203.82,202.12,1418919,1418919,2.32,1.15,203.91,"October 30, 24",0.0115,,,,,
2024-10-29,200.98,203.36,198.85,201.31,199.63,1733528,1733528,0.33,0.1642,201.125,"October 29, 24",0.001642,,,,,
2024-10-28,199.39,201.08,197.82,200.88,199.21,1635854,1635854,1.49,0.74728,199.7925,"October 28, 24",0.0074728,,,,,
2024-10-25,194.35,199.32,193.36,197.79,196.14,1949300,1949300,3.44,1.77,196.205,"October 25, 24",0.0177,,,,,
2024-10-24,190.2,193.09,188.82,191.81,190.21,1758700,1758700,1.61,0.84648,190.98,"October 24, 24",0.0084648,,,,,
2024-10-23,193.79,198,186.11,188.67,187.1,3890665,3890665,-5.12,-2.64,191.6425,"October 23, 24",-0.0264,,,,,
2024-10-22,196.69,200.94,195,199.55,197.89,1547641,1547641,2.86,1.45,198.045,"October 22, 24",0.0145,,,,,
2024-10-21,197.37,198.49,196.1,198.05,196.4,1245000,1245000,0.68,0.34453,197.5025,"October 21, 24",0.0034453,,,,,
2024-10-18,201.52,201.97,198.13,199.54,197.88,1450600,1450600,-1.98,-0.98253,200.29,"October 18, 24",-0.0098253,,,,,
2024-10-17,203.86,203.86,200.34,201.52,199.84,1265622,1265622,-2.34,-1.15,202.395,"October 17, 24",-0.0115,,,,,
2024-10-16,204.63,208.6,202.98,203.49,201.79,1190829,1190829,-1.14,-0.5571,204.925,"October 16, 24",-0.005571,,,,,
2024-10-15,202.52,204.11,200.88,201.46,199.78,1302521,1302521,-1.06,-0.52341,202.2425,"October 15, 24",-0.0052341,,,,,
2024-10-14,198.52,202.52,197.87,202.45,200.76,935500,935500,3.93,1.98,200.34,"October 14, 24",0.0198,,,,,
2024-10-11,196,200.48,196,199.58,197.92,1047705,1047705,3.58,1.83,198.015,"October 11, 24",0.0183,,,,,
2024-10-10,192.94,194.8,191.64,194.59,192.97,753300,753300,1.65,0.85519,193.4925,"October 10, 24",0.0085519,,,,,
2024-10-09,192.19,195.19,191.85,194.44,192.82,990865,990865,2.25,1.17,193.4175,"October 09, 24",0.0117,,,,,
2024-10-08,189.07,192.44,188.24,192.16,190.56,1065900,1065900,3.09,1.63,190.4775,"October 08, 24",0.0163,,,,,
2024-10-07,189.82,189.82,185.37,188.58,187.01,1273075,1273075,-1.24,-0.65325,188.3975,"October 07, 24",-0.0065325,,,,,
2024-10-04,194.79,195.99,190.4,191.86,190.26,1173500,1173500,-2.93,-1.5,193.26,"October 04, 24",-0.015,,,,,
2024-10-03,191.5,192.8,190.06,190.93,189.34,1250300,1250300,-0.57,-0.29765,191.3225,"October 03, 24",-0.0029765,,,,,
2024-10-02,194.81,195.96,193.07,193.5,191.89,813100,813100,-1.31,-0.67245,194.335,"October 02, 24",-0.0067245,,,,,
2024-10-01,197.31,197.31,192.27,194.75,193.13,1236600,1236600,-2.56,-1.3,195.41,"October 01, 24",-0.013,,,,,
2024-09-30,196.6,200.29,195.52,198.64,196.99,1386900,1386900,2.04,1.04,197.7625,"September 30, 24",0.0104,,,,,
2024-09-27,197.76,200.9,195.82,196.71,195.07,1773900,1773900,-1.05,-0.53095,197.7975,"September 27, 24",-0.0053095,,,,,
2024-09-26,201.7,203.08,193.91,195.33,193.7,1338812,1338812,-6.37,-3.16,198.505,"September 26, 24",-0.0316,,,,,
2024-09-25,199.94,204.25,198.28,199.46,197.8,1387435,1387435,-0.48,-0.24007,200.4825,"September 25, 24",-0.0024007,,,,,
2024-09-24,198.19,199.94,197.1,198.42,196.77,1019807,1019807,0.23,0.11605,198.4125,"September 24, 24",0.0011605,,,,,
2024-09-23,195.56,196.27,193.88,196.17,194.54,981400,981400,0.61,0.31192,195.47,"September 23, 24",0.0031192,,,,,
2024-09-20,202.26,202.26,192.62,193.97,192.35,3753500,3753500,-8.29,-4.1,197.7775,"September 20, 24",-0.041,,,,,
2024-09-19,202.21,206.54,201.96,204.52,202.82,2148122,2148122,2.31,1.14,203.8075,"September 19, 24",0.0114,,,,,
2024-09-18,196.09,201.19,194.43,196.75,195.11,1245400,1245400,0.66,0.33658,197.115,"September 18, 24",0.0033658,,,,,
2024-09-17,192.54,197.19,192.54,194.66,193.04,840912,840912,2.12,1.1,194.2325,"September 17, 24",0.011,,,,,
2024-09-16,193.78,195.18,190.34,191.92,190.32,863800,863800,-1.86,-0.95985,192.805,"September 16, 24",-0.0095985,,,,,
2024-09-13,190.98,193.8,190.08,192.61,191.01,989200,989200,1.63,0.85349,191.8675,"September 13, 24",0.0085349,,,,,
2024-09-12,189.75,191.69,187.34,191.26,189.67,887600,887600,1.51,0.79578,190.01,"September 12, 24",0.0079578,,,,,
2024-09-11,190.49,190.55,182.8,188.85,187.28,1310150,1310150,-1.64,-0.86094,188.1725,"September 11, 24",-0.0086094,,,,,
2024-09-10,190.28,191.72,188.28,191.16,189.57,1001908,1001908,0.88,0.46248,190.36,"September 10, 24",0.0046248,,,,,
2024-09-09,185.98,190.99,185.77,189.78,188.2,1445233,1445233,3.8,2.04,188.13,"September 09, 24",0.0204,,,,,
2024-09-06,186.29,187.42,182.86,184.82,183.28,1429800,1429800,-1.47,-0.78909,185.3475,"September 06, 24",-0.0078909,,,,,
2024-09-05,187.21,187.78,179.82,186.06,184.51,2693744,2693744,-1.15,-0.61428,185.2175,"September 05, 24",-0.0061428,,,,,
2024-09-04,198.14,199.4,194.3,195.64,194.01,1103955,1103955,-2.5,-1.26,196.87,"September 04, 24",-0.0126,0.26,2024-09-18,0.26,2024-07-18,2024-09-04
2024-09-03,191.57,196.38,189.96,194.78,192.9,1400267,1400267,3.21,1.68,193.1725,"September 03, 24",0.0168,,,,,
2024-08-30,192.05,193.1,188.6,192.8,190.94,1451649,1451649,0.75,0.39052,191.6375,"August 30, 24",0.0039052,,,,,
2024-08-29,195,195.63,191.12,192.12,190.27,873500,873500,-2.88,-1.48,193.4675,"August 29, 24",-0.0148,,,,,
2024-08-28,192.84,195.43,192.08,194.2,192.33,742700,742700,1.36,0.70525,193.6375,"August 28, 24",0.0070525,,,,,
2024-08-27,198.08,198.97,191.54,192.86,191,1035600,1035600,-5.22,-2.64,195.3625,"August 27, 24",-0.0264,,,,,
2024-08-26,204.16,205.09,198.71,199.12,197.2,873452,873452,-5.04,-2.47,201.77,"August 26, 24",-0.0247,,,,,
2024-08-23,201.87,204.77,201.03,203.77,201.8,589017,589017,1.9,0.9412,202.86,"August 23, 24",0.009412,,,,,
2024-08-22,202.98,205.11,199.7,200.9,198.96,860642,860642,-2.08,-1.02,202.1725,"August 22, 24",-0.0102,,,,,
2024-08-21,200.59,203.22,199.35,202.9,200.94,913300,913300,2.31,1.15,201.515,"August 21, 24",0.0115,,,,,
2024-08-20,199.75,201.96,198.53,198.75,196.83,911000,911000,-1,-0.50063,199.7475,"August 20, 24",-0.0050063,,,,,
2024-08-19,200.17,200.92,198.3,200.16,198.23,755214,755214,-0.01,-0.00499575,199.8875,"August 19, 24",-4.99575e-05,,,,,
2024-08-16,194.78,200.49,194.78,200.17,198.24,1194000,1194000,5.39,2.77,197.555,"August 16, 24",0.0277,,,,,
2024-08-15,197.62,201.56,196.64,197.14,195.24,1304916,1304916,-0.48,-0.24289,198.24,"August 15, 24",-0.0024289,,,,,
2024-08-14,195.02,197.78,192.09,193,191.14,820004,820004,-2.02,-1.04,194.4725,"August 14, 24",-0.0104,,,,,
2024-08-13,191.2,195.29,190.85,195.02,193.14,1086900,1086900,3.82,2,193.09,"August 13, 24",0.02,,,,,
2024-08-12,193.37,193.84,189.21,190.62,188.78,1500900,1500900,-2.75,-1.42,191.76,"August 12, 24",-0.0142,,,,,
2024-08-09,196.02,197.47,190.79,193.23,191.37,2169928,2169928,-2.79,-1.42,194.3775,"August 09, 24",-0.0142,,,,,
2024-08-08,195.71,197.88,192.7,196,194.11,2529204,2529204,0.29,0.14818,195.5725,"August 08, 24",0.0014818,,,,,
2024-08-07,198.37,199.23,193.12,193.15,191.29,2497048,2497048,-5.22,-2.63,195.9675,"August 07, 24",-0.0263,,,,,
2024-08-06,195,202.65,194.5,197.86,195.95,1537400,1537400,2.86,1.47,197.5025,"August 06, 24",0.0147,,,,,
2024-08-05,190.66,198.37,187,194.26,192.39,1645851,1645851,3.6,1.89,192.5725,"August 05, 24",0.0189,,,,,
2024-08-02,199.37,200,191.1,195.12,193.24,2107060,2107060,-4.25,-2.13,196.3975,"August 02, 24",-0.0213,,,,,
2024-08-01,210.71,216.54,202.57,203.2,201.24,2034300,2034300,-7.51,-3.56,208.255,"August 01, 24",-0.0356,,,,,
2024-07-31,206.19,214.23,205.61,210.18,208.15,1643725,1643725,3.99,1.94,209.0525,"July 31, 24",0.0194,,,,,
2024-07-30,203.29,208,203.29,205.03,203.05,1210051,1210051,1.74,0.85592,204.9025,"July 30, 24",0.0085592,,,,,
2024-07-29,203.61,206.8,200.49,201.5,199.56,1270500,1270500,-2.11,-1.04,203.1,"July 29, 24",-0.0104,,,,,
2024-07-26,200,206.97,199.42,202.93,200.97,2484038,2484038,2.93,1.47,202.33,"July 26, 24",0.0147,,,,,
2024-07-25,194.65,210.52,194.65,205.7,203.71,3154131,3154131,11.05,5.68,201.38,"July 25, 24",0.0568,,,,,
2024-07-24,197.14,200.56,182.86,194.62,192.74,3328712,3328712,-2.52,-1.28,193.795,"July 24, 24",-0.0128,,,,,
2024-07-23,193.85,196.15,192.66,193.85,191.98,1826035,1826035,0,0,194.1275,"July 23, 24",0,,,,,
2024-07-22,197.59,199.29,192.88,195.31,193.43,1341257,1341257,-2.28,-1.15,196.2675,"July 22, 24",-0.0115,,,,,
2024-07-19,195.73,197.38,193.61,195.47,193.58,1228436,1228436,-0.26,-0.13284,195.5475,"July 19, 24",-0.0013284,,,,,
2024-07-18,198.68,200.04,193.89,195.46,193.57,1581400,1581400,-3.22,-1.62,197.0175,"July 18, 24",-0.0162,,,,,
2024-07-17,202.06,204.35,198.67,198.68,196.76,2325205,2325205,-3.38,-1.67,200.94,"July 17, 24",-0.0167,,,,,
2024-07-16,195.77,204.12,195.77,203.84,201.87,2009754,2009754,8.07,4.12,199.875,"July 16, 24",0.0412,,,,,
2024-07-15,190.36,197.77,190,195.25,193.37,2008850,2008850,4.89,2.57,193.345,"July 15, 24",0.0257,,,,,
2024-07-12,187.46,193.57,187.46,190.22,188.38,1876687,1876687,2.76,1.47,189.6775,"July 12, 24",0.0147,,,,,
2024-07-11,183.17,187.7,182.64,186.76,184.96,1570147,1570147,3.59,1.96,185.0675,"July 11, 24",0.0196,,,,,
2024-07-10,179.03,182.32,177.84,182.12,180.36,1375570,1375570,3.09,1.73,180.3275,"July 10, 24",0.0173,,,,,
2024-07-09,181.32,181.5,177.42,178.41,176.69,1188748,1188748,-2.91,-1.6,179.6625,"July 09, 24",-0.016,,,,,
2024-07-08,182.17,183.1,177.99,181.06,179.31,1596022,1596022,-1.11,-0.60932,181.08,"July 08, 24",-0.0060932,,,,,
2024-07-05,182.05,183.68,180.87,182.77,181.01,1195400,1195400,0.72,0.3955,182.3425,"July 05, 24",0.003955,,,,,
2024-07-03,182.86,184.21,181.26,181.87,180.11,919800,919800,-0.99,-0.5414,182.55,"July 03, 24",-0.005414,,,,,
2024-07-02,179.06,182.69,178.3,182.17,180.41,2515200,2515200,3.11,1.74,180.555,"July 02, 24",0.0174,,,,,
2024-07-01,176.16,180.59,175.65,178.7,176.98,1863000,1863000,2.54,1.44,177.775,"July 01, 24",0.0144,,,,,
2024-06-28,176,178.42,174.97,176.6,174.9,3118740,3118740,0.6,0.34091,176.4975,"June 28, 24",0.0034091,,,,,
2024-06-27,175.92,177.2,173.65,174.37,172.69,1150716,1150716,-1.55,-0.88108,175.285,"June 27, 24",-0.0088108,,,,,
2024-06-26,175.61,178.62,174.98,176.04,174.34,1456000,1456000,0.43,0.24486,176.3125,"June 26, 24",0.0024486,,,,,
2024-06-25,173.77,175.72,172.45,174.85,173.16,1251543,1251543,1.08,0.62151,174.1975,"June 25, 24",0.0062151,,,,,
2024-06-24,174.89,178.84,174.05,176.07,174.37,1524400,1524400,1.18,0.67471,175.9625,"June 24, 24",0.0067471,,,,,
2024-06-21,175.88,176.48,173.11,174.89,173.2,2173400,2173400,-0.99,-0.56288,175.09,"June 21, 24",-0.0056288,,,,,
2024-06-20,174.22,176.81,173.31,174.65,172.96,1689035,1689035,0.43,0.24681,174.7475,"June 20, 24",0.0024681,,,,,
2024-06-18,173.93,174.69,172.02,173.3,171.63,1516547,1516547,-0.63,-0.36221,173.485,"June 18, 24",-0.0036221,,,,,
2024-06-17,171.48,174.11,170.93,173.92,172.24,1664600,1664600,2.44,1.42,172.61,"June 17, 24",0.0142,,,,,
2024-06-14,171.55,173.12,166.83,172.74,171.07,2149024,2149024,1.19,0.69368,171.06,"June 14, 24",0.0069368,,,,,
2024-06-13,173.62,173.68,169.82,172.91,171.24,1121632,1121632,-0.705,-0.40894,172.5075,"June 13, 24",-0.0040894,,,,,
2024-06-12,174.76,178.35,173.89,174.79,173.1,1467461,1467461,0.03,0.0171664,175.4475,"June 12, 24",0.000171664,,,,,
2024-06-11,170.01,174.13,168.78,173.91,172.23,1809600,1809600,3.9,2.29,171.7075,"June 11, 24",0.0229,,,,,
2024-06-10,167.71,171.97,167.22,171.12,169.47,1842149,1842149,3.41,2.03,169.505,"June 10, 24",0.0203,,,,,
2024-06-07,168.16,170.25,165.89,168.53,166.9,1503135,1503135,0.37,0.22003,168.2075,"June 07, 24",0.0022003,,,,,
2024-06-06,171.12,171.29,165.49,169.84,168.2,2684300,2684300,-1.28,-0.74801,169.435,"June 06, 24",-0.0074801,,,,,
2024-06-05,172.67,177.58,172.67,175.7,174,1572800,1572800,3.03,1.75,174.655,"June 05, 24",0.0175,0.26,2024-06-19,0.26,2024-05-20,2024-06-05
2024-06-04,177.1,182,171.96,172.14,170.22,2962000,2962000,-4.96,-2.8,175.8,"June 04, 24",-0.028,,,,,
2024-06-03,176.53,177.99,168.25,169.33,167.44,2440409,2440409,-7.2,-4.08,173.025,"June 03, 24",-0.0408,,,,,
2024-05-31,173,175.41,171.99,175.25,173.3,2655843,2655843,2.25,1.3,173.9125,"May 31, 24",0.013,,,,,
2024-05-30,170.91,174.08,170.57,173.04,171.11,1654420,1654420,2.13,1.25,172.15,"May 30, 24",0.0125,,,,,
2024-05-29,171.22,173.1,170.56,171.3,169.39,2285315,2285315,0.08,0.04672351,171.545,"May 29, 24",0.0004672351,,,,,
2024-05-28,171.95,173.75,170.34,173.31,171.38,2523604,2523604,1.36,0.79093,172.3375,"May 28, 24",0.0079093,,,,,
2024-05-24,172.33,173.96,170.96,173.06,171.13,1852339,1852339,0.73,0.42361,172.5775,"May 24, 24",0.0042361,,,,,
2024-05-23,172.49,172.49,169.76,171.57,169.66,1995248,1995248,-0.92,-0.53336,171.5775,"May 23, 24",-0.0053336,,,,,
2024-05-22,175,175.79,172.25,172.49,170.57,2957450,2957450,-2.51,-1.43,173.8825,"May 22, 24",-0.0143,,,,,
2024-05-21,178.85,179.17,174.71,175.46,173.5,2666917,2666917,-3.39,-1.9,177.0475,"May 21, 24",-0.019,,,,,
2024-05-20,183,183,178.69,178.97,176.97,1458500,1458500,-4.03,-2.2,180.915,"May 20, 24",-0.022,,,,,
2024-05-17,182.17,184.93,181.19,183.07,181.03,2175230,2175230,0.9,0.49404,182.84,"May 17, 24",0.0049404,,,,,
2024-05-16,183.3,184.32,180.87,182.17,180.14,1924921,1924921,-1.13,-0.61648,182.665,"May 16, 24",-0.0061648,,,,,
