date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,close,volume,high,unadjustedVolume,changePercent,vwap,low,adjClose,change,open,changeOverTime
2025-03-12,"March 12, 25",,,,,,161.77,855495,165.3,855495,-1.68,163.29,161.56,156.83,-2.76,164.53,-0.0168
2025-03-11,"March 11, 25",,,,,,165,898500,167.89,898500,-1.69,166.095,163.65,159.96,-2.84,167.84,-0.0169
2025-03-10,"March 10, 25",,,,,,167.34,948640,171.56,948640,-0.28008,168.3025,166.5,162.23,-0.47,167.81,-0.0028008
2025-03-07,"March 07, 25",,,,,,166.36,918344,168.34,918344,-0.72801,167.045,165.9,161.28,-1.22,167.58,-0.0072801
2025-03-06,"March 06, 25",,,,,,166.77,606854,168.84,606854,-1.09,167.4125,165.44,161.68,-1.83,168.6,-0.0109
2025-03-05,"March 05, 25",,,,,,170.03,1121317,170.62,1121317,2.37,168.1625,165.9,164.84,3.93,166.1,0.0237
2025-03-04,"March 04, 25",,,,,,168.15,924532,173.38,924532,-2.57,170.55,168.09,163.01,-4.43,172.58,-0.0257
2025-03-03,"March 03, 25",,,,,,170.92,882110,171.27,882110,1.74,169.45,167.61,165.7,2.92,168,0.0174
2025-02-28,"February 28, 25",,,,,,168.12,1005518,169.05,1005518,0.02379819,167.785,165.89,162.98,0.04,168.08,0.0002379819
2025-02-27,"February 27, 25",,,,,,166.9,813243,167.73,813243,1.81,165.615,163.9,161.8,2.97,163.93,0.0181
2025-02-26,"February 26, 25",,,,,,164.22,632208,165.62,632208,-0.26116,164.4475,163.3,159.2,-0.43,164.65,-0.0026116
2025-02-25,"February 25, 25",,,,,,164.72,1030000,165.52,1030000,1.06,164.0225,162.85,159.69,1.72,163,0.0106
2025-02-24,"February 24, 25",,,,,,162.85,762900,163.91,762900,1.06,161.9275,159.81,157.87,1.71,161.14,0.0106
2025-02-21,"February 21, 25",,,,,,160.67,1041300,161.19,1041300,0.41247,160.1575,158.76,155.76,0.66,160.01,0.0041247
2025-02-20,"February 20, 25",,,,,,160.08,849644,160.65,849644,1.88,158.6075,156.58,155.19,2.96,157.12,0.0188
2025-02-19,"February 19, 25",,,,,,157.46,719700,158.01,719700,0.20364,157.2875,156.54,152.65,0.32,157.14,0.0020364
2025-02-18,"February 18, 25",,,,,,157.56,524600,158.01,524600,0.35669,157.24,156.39,152.75,0.56,157,0.0035669
2025-02-14,"February 14, 25",,,,,,157,688437,158.93,688437,-0.63291,157.72,156.95,152.2,-1,158,-0.0063291
2025-02-13,"February 13, 25",,,,,,156.99,605900,157.38,605900,0.58948,156.525,155.66,152.19,0.92,156.07,0.0058948
2025-02-12,"February 12, 25",,,,,,155.82,691900,156.28,691900,1.84,154.4925,152.86,151.06,2.81,153.01,0.0184
2025-02-11,"February 11, 25",,,,,,156.03,674400,156.1,674400,0.30213,155.4875,154.26,151.26,0.47,155.56,0.0030213
2025-02-10,"February 10, 25",,,,,,156.86,867239,157.98,867239,-0.70895,157.0425,155.35,152.07,-1.12,157.98,-0.0070895
2025-02-07,"February 07, 25",,,,,,158.13,1390930,161.22,1390930,-1.09,159.1875,157.53,153.3,-1.74,159.87,-0.0109
2025-02-06,"February 06, 25",,,,,,158.86,1591501,159.28,1591501,0.73557,157.965,156.02,154.01,1.16,157.7,0.0073557
2025-02-05,"February 05, 25",,,,,,156.87,1118239,157.66,1118239,0.57059,156.2825,154.62,152.08,0.89,155.98,0.0057059
2025-02-04,"February 04, 25",,,,,,154.63,871918,154.86,871918,1.86,152.9325,150.44,149.91,2.83,151.8,0.0186
2025-02-03,"February 03, 25",,,,,,152.49,873701,154.35,873701,0.31577,152.2775,150.26,147.83,0.48,152.01,0.0031577
2025-01-31,"January 31, 25",,,,,,152.58,934424,154.14,934424,0.73947,152.41,151.46,147.92,1.12,151.46,0.0073947
2025-01-30,"January 30, 25",,,,,,151.84,454784,152.82,454784,0.91048,151.2925,150.04,147.2,1.37,150.47,0.0091048
2025-01-29,"January 29, 25",,,,,,148.56,503449,152.27,503449,-2.44,150.31,148.14,144.02,-3.71,152.27,-0.0244
2025-01-28,"January 28, 25",,,,,,151.41,611200,153.66,611200,-1.03,152.2675,151.02,146.78,-1.57,152.98,-0.0103
2025-01-27,"January 27, 25",,,,,,153.63,818076,154.47,818076,2.7,151.7175,149.18,148.94,4.04,149.59,0.027
2025-01-24,"January 24, 25",,,,,,148.41,685841,149.41,685841,0.68521,147.885,146.32,143.88,1.01,147.4,0.0068521
2025-01-23,"January 23, 25",,,,,,146.9,756200,147.89,756200,-0.03402518,146.525,144.36,142.41,-0.05,146.95,-0.0003402518
2025-01-22,"January 22, 25",,,,,,147.13,668549,149.32,668549,-1.45,148.175,146.95,142.64,-2.17,149.3,-0.0145
2025-01-21,"January 21, 25",,,,,,150.51,675100,152.79,675100,0.06648494,150.765,149.35,145.91,0.1,150.41,0.0006648494
2025-01-17,"January 17, 25",,,,,,150.52,671623,151.83,671623,-0.4168,150.88,150.02,145.92,-0.63,151.15,-0.004168
2025-01-16,"January 16, 25",,,,,,150.63,396646,150.73,396646,0.32636,150.06,148.74,146.03,0.49,150.14,0.0032636
2025-01-15,"January 15, 25",1.515,1.515,2025-01-15,2025-01-31,2024-12-10,149.46,592308,153.51,592308,-2.02,151.2075,149.32,144.89,-3.08,152.54,-0.0202
2025-01-14,"January 14, 25",,,,,,151.37,483993,151.92,483993,0.77896,150.8475,149.9,145.28,1.17,150.2,0.0077896
2025-01-13,"January 13, 25",,,,,,150.19,738815,150.25,738815,1.07,149.31,148.2,144.15,1.59,148.6,0.0107
2025-01-10,"January 10, 25",,,,,,148.19,813900,150,813900,0.35214,148.1575,146.77,142.23,0.52,147.67,0.0035214
2025-01-08,"January 08, 25",,,,,,149.34,672410,149.48,672410,0.75563,148.4725,146.85,143.33,1.12,148.22,0.0075563
2025-01-07,"January 07, 25",,,,,,148.26,644742,151.73,644742,-1.16,149.4075,147.64,142.3,-1.74,150,-0.0116
2025-01-06,"January 06, 25",,,,,,149.77,618000,154.93,618000,-3.06,152.1475,149.39,143.74,-4.73,154.5,-0.0306
2025-01-03,"January 03, 25",,,,,,155.06,550800,155.2,550800,1.95,153.4675,151.51,148.82,2.96,152.1,0.0195
2025-01-02,"January 02, 25",,,,,,152.47,505235,155.03,505235,-1.13,153.4575,152.12,146.34,-1.74,154.21,-0.0113
2024-12-31,"December 31, 24",,,,,,154.57,697500,155.13,697500,0.31151,154.1125,152.66,148.35,0.48,154.09,0.0031151
2024-12-30,"December 30, 24",,,,,,153.04,410262,153.59,410262,-0.07834944,152.7225,151.1,146.88,-0.12,153.16,-0.0007834944
2024-12-27,"December 27, 24",,,,,,153.75,421800,155.59,421800,-0.22065,154.2275,153.48,147.56,-0.34,154.09,-0.0022065
2024-12-26,"December 26, 24",,,,,,155.22,277807,155.44,277807,0.38805,154.7675,153.79,148.98,0.6,154.62,0.0038805
2024-12-24,"December 24, 24",,,,,,154.76,168049,154.96,168049,0.90631,153.895,152.49,148.53,1.39,153.37,0.0090631
2024-12-23,"December 23, 24",,,,,,153.33,495600,153.59,495600,0.26156,152.8675,151.62,147.16,0.4,152.93,0.0026156
2024-12-20,"December 20, 24",,,,,,153.4,2366752,154.45,2366752,2.21,152.0025,150.08,147.23,3.32,150.08,0.0221
2024-12-19,"December 19, 24",,,,,,149.43,852037,152.95,852037,-0.67797,150.52,149.25,143.42,-1.02,150.45,-0.0067797
2024-12-18,"December 18, 24",,,,,,150.87,633178,157.74,633178,-2.94,153.6875,150.7,144.8,-4.57,155.44,-0.0294
2024-12-17,"December 17, 24",,,,,,156.07,767900,158.9,767900,-0.87017,156.8025,154.8,149.79,-1.37,157.44,-0.0087017
2024-12-16,"December 16, 24",,,,,,158.55,437909,160.73,437909,0.8203,158.175,156.16,152.17,1.29,157.26,0.008203
2024-12-13,"December 13, 24",,,,,,157.22,387736,158.79,387736,-0.49367,157.61,156.43,150.9,-0.78,158,-0.0049367
2024-12-12,"December 12, 24",,,,,,158.35,612814,160.87,612814,0.65472,158.4425,157.23,151.98,1.03,157.32,0.0065472
2024-12-11,"December 11, 24",,,,,,158.33,1095378,159.63,1095378,-0.53399,158.6225,157.35,151.96,-0.85,159.18,-0.0053399
2024-12-10,"December 10, 24",,,,,,158.56,474703,159.84,474703,-0.28927,158.7475,157.57,152.18,-0.46,159.02,-0.0028927
2024-12-09,"December 09, 24",,,,,,159.15,650500,159.47,650500,0.49886,158.68,157.74,152.75,0.79,158.36,0.0049886
2024-12-06,"December 06, 24",,,,,,158.94,609836,159.99,609836,-0.15705,159.12,158.36,152.55,-0.25,159.19,-0.0015705
2024-12-05,"December 05, 24",,,,,,159.19,495609,159.76,495609,0.31508,158.99,158.32,152.79,0.5,158.69,0.0031508
2024-12-04,"December 04, 24",,,,,,160,523500,161.41,523500,-0.87355,160.5825,159.51,153.56,-1.41,161.41,-0.0087355
2024-12-03,"December 03, 24",,,,,,160.99,782000,163.01,782000,-1.11,161.9175,160.88,154.51,-1.8,162.79,-0.0111
2024-12-02,"December 02, 24",,,,,,162.3,729639,163.15,729639,-0.52099,162.5775,161.71,155.77,-0.85,163.15,-0.0052099
2024-11-29,"November 29, 24",,,,,,164.16,578400,165.92,578400,-0.64758,164.8275,164,157.56,-1.07,165.23,-0.0064758
2024-11-27,"November 27, 24",,,,,,165.2,520900,166.12,520900,0.65806,164.85,163.96,158.55,1.08,164.12,0.0065806
2024-11-26,"November 26, 24",,,,,,163.16,520492,163.67,520492,0.75337,162.565,161.49,156.6,1.22,161.94,0.0075337
2024-11-25,"November 25, 24",,,,,,161.98,1044600,163.29,1044600,0.30342,161.9625,161.09,155.46,0.49,161.49,0.0030342
2024-11-22,"November 22, 24",,,,,,160.94,507143,161.22,507143,1.13,160.11,159.14,154.47,1.8,159.14,0.0113
2024-11-21,"November 21, 24",,,,,,158.53,565504,159.38,565504,0.64758,158.18,157.3,152.15,1.02,157.51,0.0064758
2024-11-20,"November 20, 24",,,,,,157.74,475200,158.09,475200,0.20328,157.38,156.27,151.39,0.32,157.42,0.0020328
2024-11-19,"November 19, 24",,,,,,158.13,450151,158.31,450151,0.10129,157.7375,156.54,151.77,0.16,157.97,0.0010129
2024-11-18,"November 18, 24",,,,,,158.52,510007,158.6,510007,1.17,157.625,156.69,152.14,1.83,156.69,0.0117
2024-11-15,"November 15, 24",,,,,,158.09,553100,158.51,553100,0.75202,157.3525,155.9,151.73,1.18,156.91,0.0075202
2024-11-14,"November 14, 24",,,,,,157.37,617600,161.43,617600,-2.36,159.3,157.22,151.04,-3.81,161.18,-0.0236
2024-11-13,"November 13, 24",,,,,,161.34,663200,162.43,663200,0.14276,161.355,160.54,154.85,0.23,161.11,0.0014276
2024-11-12,"November 12, 24",,,,,,159.76,1150936,160.89,1150936,0.14417,159.7825,158.95,153.33,0.23,159.53,0.0014417
2024-11-11,"November 11, 24",,,,,,160.01,572100,161.26,572100,0.89539,159.6125,158.59,153.57,1.42,158.59,0.0089539
2024-11-08,"November 08, 24",,,,,,159.14,549200,160.41,549200,2.22,157.6175,155.24,152.74,3.46,155.68,0.0222
2024-11-07,"November 07, 24",,,,,,154.69,435222,155.37,435222,0.24626,154.4075,153.26,148.47,0.38,154.31,0.0024626
2024-11-06,"November 06, 24",,,,,,153.59,1144957,157.7,1144957,-2.61,154.625,149.51,147.41,-4.11,157.7,-0.0261
2024-11-05,"November 05, 24",,,,,,155.03,565386,155.03,565386,2.72,152.895,150.6,148.79,4.11,150.92,0.0272
2024-11-04,"November 04, 24",,,,,,152.18,661541,152.2,661541,1.7,150.9025,149.6,146.06,2.55,149.63,0.017
2024-11-01,"November 01, 24",,,,,,149.17,1027700,152.59,1027700,-1.03,150.38,149.03,143.17,-1.56,150.73,-0.0103
2024-10-31,"October 31, 24",,,,,,151.34,1752400,154.69,1752400,-1.34,152.355,149.99,145.25,-2.06,153.4,-0.0134
2024-10-30,"October 30, 24",,,,,,152.15,690440,152.67,690440,0.80164,151.67,150.92,146.03,1.21,150.94,0.0080164
2024-10-29,"October 29, 24",,,,,,150.97,680400,154.1,680400,-1.72,152.4125,150.97,144.9,-2.64,153.61,-0.0172
2024-10-28,"October 28, 24",,,,,,153.79,315400,155.59,315400,-0.35636,154.2375,153.23,147.6,-0.55,154.34,-0.0035636
2024-10-25,"October 25, 24",,,,,,153.32,428351,156.55,428351,-2.06,154.915,153.24,147.15,-3.23,156.55,-0.0206
2024-10-24,"October 24, 24",,,,,,156.07,486800,157.91,486800,-0.36389,156.615,155.84,149.79,-0.57,156.64,-0.0036389
2024-10-23,"October 23, 24",,,,,,156.34,819300,157.17,819300,1.48,155.4,154.03,150.05,2.28,154.06,0.0148
2024-10-22,"October 22, 24",,,,,,153.91,444200,154.97,444200,0.85184,153.45,152.31,147.72,1.3,152.61,0.0085184
2024-10-21,"October 21, 24",,,,,,152.61,653815,155,653815,-1.54,153.675,152.09,146.47,-2.39,155,-0.0154
2024-10-18,"October 18, 24",,,,,,154.59,406627,154.79,406627,0.57905,154.01,152.96,148.37,0.89,153.7,0.0057905
2024-10-17,"October 17, 24",,,,,,152.96,550400,153.94,550400,-0.3453,153.17,152.29,146.81,-0.53,153.49,-0.003453
2024-10-16,"October 16, 24",,,,,,153.91,503914,154.99,503914,0.71985,153.63,152.81,147.72,1.1,152.81,0.0071985
2024-10-15,"October 15, 24",1.47,1.47,2024-10-15,2024-10-31,2024-09-24,152.66,609100,154.34,609100,-0.22222,153.1275,152.51,146.52,-0.34,153,-0.0022222
2024-10-14,"October 14, 24",,,,,,153.48,457519,154.29,457519,0.41217,153.155,152,145.89,0.63,152.85,0.0041217
2024-10-11,"October 11, 24",,,,,,153.41,445005,153.55,445005,0.04565019,153.125,152.2,145.82,0.07,153.34,0.0004565019
2024-10-10,"October 10, 24",,,,,,152.21,383100,153.82,383100,-0.33394,152.58,151.57,144.68,-0.51,152.72,-0.0033394
2024-10-09,"October 09, 24",,,,,,153.28,425819,153.62,425819,0.15682,153.025,152.16,145.7,0.24,153.04,0.0015682
2024-10-08,"October 08, 24",,,,,,153.04,520700,154.68,520700,-0.93216,153.59,152.16,145.47,-1.44,154.48,-0.0093216
2024-10-07,"October 07, 24",,,,,,153.54,480127,153.89,480127,-0.1171,153.4175,152.52,145.95,-0.18,153.72,-0.001171
2024-10-04,"October 04, 24",,,,,,154.62,515900,154.85,515900,0.22038,154.085,152.59,146.97,0.34,154.28,0.0022038
2024-10-03,"October 03, 24",,,,,,155.15,527618,156.9,527618,-1.02,155.7425,154.17,147.48,-1.6,156.75,-0.0102
2024-10-02,"October 02, 24",,,,,,156.96,579500,157.29,579500,0.36447,156.5475,155.55,149.2,0.57,156.39,0.0036447
2024-10-01,"October 01, 24",,,,,,157.81,702100,159.71,702100,-1.12,158.5175,156.95,150.01,-1.79,159.6,-0.0112
2024-09-30,"September 30, 24",,,,,,158.9,815804,159.52,815804,0.7865,158.2825,157.05,151.04,1.24,157.66,0.007865
2024-09-27,"September 27, 24",,,,,,157.77,636131,160.07,636131,-1.44,158.8625,157.54,149.97,-2.3,160.07,-0.0144
2024-09-26,"September 26, 24",,,,,,158.72,1073123,162.2,1073123,-1.59,160.14,158.36,150.87,-2.56,161.28,-0.0159
2024-09-25,"September 25, 24",,,,,,161.56,765700,163.74,765700,-1.28,162.6025,161.46,153.57,-2.09,163.65,-0.0128
2024-09-24,"September 24, 24",,,,,,162.89,512200,163.71,512200,0.16603,162.855,162.2,154.84,0.27,162.62,0.0016603
2024-09-23,"September 23, 24",,,,,,163.66,984600,164.42,984600,0.17751,163.5075,162.58,155.57,0.29,163.37,0.0017751
2024-09-20,"September 20, 24",,,,,,162.46,2367407,164.57,2367407,-0.86649,163.21,161.93,154.43,-1.42,163.88,-0.0086649
2024-09-19,"September 19, 24",,,,,,164.51,753149,165.52,753149,-0.29697,164.43,162.69,156.37,-0.49,165,-0.0029697
2024-09-18,"September 18, 24",,,,,,163.92,1120963,166.42,1120963,-0.15836,164.3725,162.97,155.81,-0.26,164.18,-0.0015836
2024-09-17,"September 17, 24",,,,,,164,660117,166.29,660117,-1.15,164.8725,163.3,155.89,-1.9,165.9,-0.0115
2024-09-16,"September 16, 24",,,,,,166.65,552639,167.39,552639,-0.28124,166.7775,165.95,158.41,-0.47,167.12,-0.0028124
2024-09-13,"September 13, 24",,,,,,166.18,675316,166.3,675316,0.59322,165.42,164,157.96,0.98,165.2,0.0059322
2024-09-12,"September 12, 24",,,,,,164.44,425905,165.55,425905,0,164.4225,163.26,156.31,0,164.44,0
2024-09-11,"September 11, 24",,,,,,164.7,542400,164.81,542400,1.66,163.14,161.04,156.56,2.69,162.01,0.0166
2024-09-10,"September 10, 24",,,,,,163.54,554211,165.95,554211,1.51,162.7175,160.28,155.45,2.44,161.1,0.0151
2024-09-09,"September 09, 24",,,,,,160.3,833500,161.51,833500,0.25016,160.18,159.01,152.37,0.4,159.9,0.0025016
2024-09-06,"September 06, 24",,,,,,159.53,1050400,161.25,1050400,-1.07,160.0075,158,151.64,-1.72,161.25,-0.0107
2024-09-05,"September 05, 24",,,,,,161.15,844952,164.42,844952,-1.75,162.37,159.89,153.18,-2.87,164.02,-0.0175
2024-09-04,"September 04, 24",,,,,,163,895802,165.14,895802,-0.34847,163.3275,161.6,154.94,-0.57,163.57,-0.0034847
2024-09-03,"September 03, 24",,,,,,163.57,660237,164.88,660237,0.99407,163.075,161.89,155.48,1.61,161.96,0.0099407
2024-08-30,"August 30, 24",,,,,,162.37,687537,162.61,687537,0.42056,161.865,160.79,154.34,0.68,161.69,0.0042056
2024-08-29,"August 29, 24",,,,,,161.1,517200,162.03,517200,0.18034,160.925,159.76,153.13,0.29,160.81,0.0018034
2024-08-28,"August 28, 24",,,,,,161.51,565990,161.82,565990,0.62928,161.0275,160.28,153.52,1.01,160.5,0.0062928
2024-08-27,"August 27, 24",,,,,,160.31,742649,160.64,742649,2.05,158.655,156.58,152.38,3.22,157.09,0.0205
2024-08-26,"August 26, 24",,,,,,157.94,641100,158.52,641100,-0.36588,157.8075,156.25,150.13,-0.58,158.52,-0.0036588
2024-08-23,"August 23, 24",,,,,,156.63,858125,157.18,858125,1.16,155.785,154.49,148.88,1.79,154.84,0.0116
2024-08-22,"August 22, 24",,,,,,154.21,731300,155.22,731300,0.28614,153.9375,152.55,146.58,0.44,153.77,0.0028614
2024-08-21,"August 21, 24",,,,,,153,852200,153.63,852200,-0.29326,153.1225,152.41,145.43,-0.45,153.45,-0.0029326
2024-08-20,"August 20, 24",,,,,,153.1,550600,153.44,550600,0.00653211,152.7975,151.56,145.53,0.01,153.09,6.53211e-05
2024-08-19,"August 19, 24",,,,,,152.65,517100,153.94,517100,-0.40451,152.93,151.86,145.1,-0.62,153.27,-0.0040451
2024-08-16,"August 16, 24",,,,,,152.84,671700,153.94,671700,-0.38454,152.8925,151.36,145.28,-0.59,153.43,-0.0038454
2024-08-15,"August 15, 24",,,,,,153.35,638617,154.75,638617,0.01304376,153.3625,152.02,145.77,0.02,153.33,0.0001304376
2024-08-14,"August 14, 24",,,,,,153.33,634900,153.89,634900,0.21569,153.0725,152.07,145.75,0.33,153,0.0021569
2024-08-13,"August 13, 24",,,,,,153,589634,153.97,589634,-0.22173,153.1975,152.48,145.43,-0.34,153.34,-0.0022173
2024-08-12,"August 12, 24",,,,,,152.25,678800,154.65,678800,-1.55,153.26,151.49,144.72,-2.4,154.65,-0.0155
2024-08-09,"August 09, 24",,,,,,153.07,765238,153.46,765238,0,152.6875,151.15,145.5,0,153.07,0
2024-08-08,"August 08, 24",,,,,,153.07,754200,153.4,754200,1.34,152.0375,150.63,145.5,2.02,151.05,0.0134
2024-08-07,"August 07, 24",,,,,,150.91,1489500,154.19,1489500,0.20584,151.38,149.82,143.45,0.31,150.6,0.0020584
2024-08-06,"August 06, 24",,,,,,150.24,844117,150.75,844117,2.55,148.5025,146.51,142.81,3.73,146.51,0.0255
2024-08-05,"August 05, 24",,,,,,146.52,938038,149,938038,-1.66,147.58,145.8,139.27,-2.48,149,-0.0166
2024-08-02,"August 02, 24",,,,,,150.02,1152170,152.03,1152170,1.67,149.105,146.81,142.6,2.46,147.56,0.0167
2024-08-01,"August 01, 24",,,,,,146.41,835400,147.35,835400,3.48,144.185,141.49,139.17,4.92,141.49,0.0348
2024-07-31,"July 31, 24",,,,,,139.77,908361,141.84,908361,-0.87234,140.5525,139.6,132.86,-1.23,141,-0.0087234
2024-07-30,"July 30, 24",,,,,,141.31,621228,143.95,621228,-1.52,142.2625,140.3,134.32,-2.18,143.49,-0.0152
2024-07-29,"July 29, 24",,,,,,143.16,532763,144.04,532763,0.26614,142.8225,141.31,136.08,0.38,142.78,0.0026614
2024-07-26,"July 26, 24",,,,,,142.5,496800,143.41,496800,1.37,141.655,140.13,135.45,1.92,140.58,0.0137
2024-07-25,"July 25, 24",,,,,,140.12,855300,145.46,855300,-2.44,142.025,138.89,133.19,-3.51,143.63,-0.0244
2024-07-24,"July 24, 24",,,,,,143.41,472334,144.64,472334,-0.20875,143.625,142.74,136.32,-0.3,143.71,-0.0020875
2024-07-23,"July 23, 24",,,,,,143.71,577900,145.73,577900,-0.70476,144.4125,143.48,136.6,-1.02,144.73,-0.0070476
2024-07-22,"July 22, 24",,,,,,145.03,497600,145.47,497600,0.84133,144.3725,143.17,137.86,1.21,143.82,0.0084133
2024-07-19,"July 19, 24",,,,,,143.7,442133,145.5,442133,-1.24,144.37,142.78,136.59,-1.8,145.5,-0.0124
2024-07-18,"July 18, 24",,,,,,144.79,617619,147.94,617619,0.91302,144.9225,143.48,137.63,1.31,143.48,0.0091302
2024-07-17,"July 17, 24",,,,,,144.28,639900,144.58,639900,1.15,143.535,142.64,137.15,1.64,142.64,0.0115
2024-07-16,"July 16, 24",,,,,,142.63,663044,143.01,663044,1.62,141.45,139.8,135.58,2.27,140.36,0.0162
2024-07-15,"July 15, 24",1.47,1.47,2024-07-15,2024-07-31,2024-05-21,139.95,945000,141.7,945000,0.31539,140.135,139.38,133.03,0.44,139.51,0.0031539
2024-07-12,"July 12, 24",,,,,,140.64,957400,142.18,957400,-0.86699,141.1075,139.74,132.29,-1.23,141.87,-0.0086699
2024-07-11,"July 11, 24",,,,,,140.96,648219,143.52,648219,-0.87898,141.8325,140.64,132.59,-1.25,142.21,-0.0087898
2024-07-10,"July 10, 24",,,,,,140.02,478100,140.18,478100,0.20754,139.6925,138.84,131.71,0.29,139.73,0.0020754
2024-07-09,"July 09, 24",,,,,,139.11,754300,139.92,754300,-0.29386,139.015,137.51,130.85,-0.41,139.52,-0.0029386
2024-07-08,"July 08, 24",,,,,,139.14,666340,139.68,666340,0.07192175,139,138.14,130.88,0.1,139.04,0.0007192175
2024-07-05,"July 05, 24",,,,,,138.8,489746,140.22,489746,-0.70821,139.3475,138.58,130.56,-0.99,139.79,-0.0070821
2024-07-03,"July 03, 24",,,,,,139.43,311800,141.14,311800,-0.79687,139.9825,138.81,131.15,-1.12,140.55,-0.0079687
2024-07-02,"July 02, 24",,,,,,141.01,518407,142.26,518407,-0.56414,141.265,139.98,132.64,-0.8,141.81,-0.0056414
2024-07-01,"July 01, 24",,,,,,141.18,422626,142.44,422626,-0.68936,141.345,139.6,132.8,-0.98,142.16,-0.0068936
2024-06-28,"June 28, 24",,,,,,142.61,844915,142.63,844915,0.87,141.7425,140.35,134.14,1.23,141.38,0.0087
2024-06-27,"June 27, 24",,,,,,140.54,457615,140.65,457615,1.01,139.655,138.29,132.2,1.4,139.14,0.0101
2024-06-26,"June 26, 24",,,,,,139.14,545646,140.54,545646,-0.54325,139.6525,139.03,130.88,-0.76,139.9,-0.0054325
2024-06-25,"June 25, 24",,,,,,141.12,463300,143.4,463300,-1.56,142.195,140.91,132.74,-2.23,143.35,-0.0156
2024-06-24,"June 24, 24",,,,,,143.32,487730,143.84,487730,1.48,142.3275,140.92,134.81,2.09,141.23,0.0148
2024-06-21,"June 21, 24",,,,,,140.96,1175741,141.16,1175741,-0.14168,140.6975,139.51,132.59,-0.2,141.16,-0.0014168
2024-06-20,"June 20, 24",,,,,,140.19,462400,140.94,462400,-0.10688,140.1875,139.28,131.87,-0.15,140.34,-0.0010688
2024-06-18,"June 18, 24",,,,,,141.25,411933,141.49,411933,1.05,140.575,139.78,132.86,1.47,139.78,0.0105
2024-06-17,"June 17, 24",,,,,,139.36,427071,140.2,427071,0.52658,138.945,137.59,131.09,0.73,138.63,0.0052658
2024-06-14,"June 14, 24",,,,,,139.32,495913,139.45,495913,1.13,138.345,136.85,131.05,1.56,137.76,0.0113
2024-06-13,"June 13, 24",,,,,,138.21,454900,139.67,454900,-0.10119,138.5125,137.82,130,-0.14,138.35,-0.0010119
2024-06-12,"June 12, 24",,,,,,137.34,527500,140,527500,-1.65,138.4825,136.94,129.19,-2.31,139.65,-0.0165
2024-06-11,"June 11, 24",,,,,,136.97,739200,138.64,739200,-0.49401,137.5075,136.77,128.84,-0.68,137.65,-0.0049401
2024-06-10,"June 10, 24",,,,,,138.5,878800,139.35,878800,1.33,137.775,136.57,130.28,1.82,136.68,0.0133
2024-06-07,"June 07, 24",,,,,,136.66,505327,136.94,505327,0.62587,136.2775,135.7,128.55,0.85,135.81,0.0062587
2024-06-06,"June 06, 24",,,,,,137.09,443200,137.11,443200,0.89049,136.2875,135.07,128.95,1.21,135.88,0.0089049
2024-06-05,"June 05, 24",,,,,,136.75,538100,136.87,538100,0.50713,136.1725,135.01,128.63,0.69,136.06,0.0050713
2024-06-04,"June 04, 24",,,,,,136.47,684600,137.23,684600,1.85,135.42,133.99,128.37,2.48,133.99,0.0185
2024-06-03,"June 03, 24",,,,,,133.7,475038,135.36,475038,-0.6465,134.205,133.19,125.76,-0.87,134.57,-0.006465
2024-05-31,"May 31, 24",,,,,,133.71,1523500,133.84,1523500,2.29,132.0575,129.96,125.77,2.99,130.72,0.0229
2024-05-30,"May 30, 24",,,,,,129.86,489932,130.6,489932,0.13108,129.85,129.25,122.15,0.17,129.69,0.0013108
2024-05-29,"May 29, 24",,,,,,128.78,790600,128.87,790600,0.10883,128.265,126.77,121.13,0.14,128.64,0.0010883
2024-05-28,"May 28, 24",,,,,,130.31,551900,134.33,551900,-2.71,132.1825,130.15,122.57,-3.63,133.94,-0.0271
2024-05-24,"May 24, 24",,,,,,133.2,351100,133.74,351100,0,133.195,132.64,125.29,0,133.2,0
2024-05-23,"May 23, 24",,,,,,132.92,588836,135.85,588836,-2.06,134.33,132.83,125.03,-2.8,135.72,-0.0206
2024-05-22,"May 22, 24",,,,,,136,534242,137.77,534242,-0.27863,136.4775,135.76,127.93,-0.38,136.38,-0.0027863
2024-05-21,"May 21, 24",,,,,,136.5,365134,137.22,365134,-0.27762,136.7025,136.21,128.4,-0.38,136.88,-0.0027762
2024-05-20,"May 20, 24",,,,,,136.86,422385,137.97,422385,-0.63888,137.1975,136.22,128.73,-0.88,137.74,-0.0063888
2024-05-17,"May 17, 24",,,,,,137.74,455304,137.92,455304,0.26205,137.3575,136.39,129.56,0.36,137.38,0.0026205
2024-05-16,"May 16, 24",,,,,,136.86,456409,138.19,456409,-0.54502,137.38,136.86,128.73,-0.75,137.61,-0.0054502
2024-05-15,"May 15, 24",,,,,,137.71,571155,138.95,571155,-0.71377,138.1175,137.11,129.53,-0.99,138.7,-0.0071377
2024-05-14,"May 14, 24",,,,,,136.82,537811,137.33,537811,-0.13139,136.7325,135.78,128.7,-0.18,137,-0.0013139
2024-05-13,"May 13, 24",,,,,,136.07,316836,136.88,316836,0.12509,136.04,135.31,127.99,0.17,135.9,0.0012509
2024-05-10,"May 10, 24",,,,,,135.47,334200,136.94,334200,-1,136.1175,135.22,127.43,-1.37,136.84,-0.01
2024-05-09,"May 09, 24",,,,,,136.34,612100,136.46,612100,2.06,134.98,133.53,128.25,2.75,133.59,0.0206
