holder,shares,dateReported,change
MILLENNIUM MANAGEMENT LLC,49422,2025-09-30,21443
RENAISSANCE TECHNOLOGIES LLC,48400,2025-09-30,48400
ALLIANCEBERNSTEIN L.P.,46685,2025-09-30,-116123
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,46476,2025-09-30,-2057
NEW YORK STATE COMMON RETIREMENT FUND,45013,2025-09-30,-800
FIRST TRUST ADVISORS LP,44929,2025-09-30,-3650
"NATIXIS ADVISORS, L.P.",44919,2025-09-30,4415
Jain Global LLC,42875,2025-09-30,-5703
"Sone Capital Management, LLC",42202,2025-09-30,42202
Qube Research & Technologies Ltd,41286,2025-09-30,39350
STIFEL FINANCIAL CORP,40478,2025-09-30,-4982
TUDOR INVESTMENT CORP ET AL,39382,2025-09-30,39382
DAVIDSON KEMPNER CAPITAL MANAGEMENT LP,38500,2025-09-30,38500
PRINCIPAL FINANCIAL GROUP INC,38452,2025-09-30,-4271
"VOLORIDGE INVESTMENT MANAGEMENT, LLC",34810,2025-09-30,34810
FRANKLIN RESOURCES INC,33994,2025-09-30,300
BRIGHTON JONES LLC,32532,2025-09-30,35
BANK OF MONTREAL /CAN/,31450,2025-09-30,-13662
Korea Investment CORP,31402,2025-09-30,14448
SEI INVESTMENTS CO,30784,2025-09-30,-5137
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,30465,2025-09-30,-2090
Janney Montgomery Scott LLC,30268,2025-09-30,-1539
Trexquant Investment LP,30115,2025-09-30,28004
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,28725,2025-09-30,-3106
AVIVA PLC,28329,2025-09-30,1255
"Rafferty Asset Management, LLC",28167,2025-09-30,14035
Mediolanum International Funds Ltd,27198,2025-09-30,7109
Aware Super Pty Ltd as trustee of Aware Super,27098,2025-09-30,5256
Mitsubishi UFJ Trust & Banking Corp,26802,2025-09-30,-905
Engineers Gate Manager LP,26795,2025-09-30,26795
Woodline Partners LP,26514,2025-09-30,-50781
Distillate Capital Partners LLC,26489,2025-09-30,26489
"PineBridge Investments, L.P.",26436,2025-09-30,22789
"HFR Wealth Management, LLC",26374,2025-09-30,-78
Y-Intercept (Hong Kong) Ltd,25848,2025-09-30,24952
"ExodusPoint Capital Management, LP",25523,2025-09-30,25523
Squarepoint Ops LLC,25508,2025-09-30,-48205
"Horrell Capital Management, Inc.",25182,2025-09-30,-2245
Pictet Asset Management Holding SA,24577,2025-09-30,3858
Swedbank AB,22932,2025-09-30,0
Universal- Beteiligungs- und Servicegesellschaft mbH,22606,2025-09-30,5565
GATEWAY INVESTMENT ADVISERS LLC,20730,2025-09-30,43
Allianz Asset Management GmbH,20467,2025-09-30,-332
FORSTA AP-FONDEN,20400,2025-09-30,-900
BLI - Banque de Luxembourg Investments,20300,2025-09-30,-1500
TWINBEECH CAPITAL LP,19919,2025-09-30,19919
LAZARD ASSET MANAGEMENT LLC,19526,2025-09-30,867
STATE OF WISCONSIN INVESTMENT BOARD,19018,2025-09-30,-638
Robeco Institutional Asset Management B.V.,18723,2025-09-30,505
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",18504,2025-09-30,274
LPL Financial LLC,18312,2025-09-30,-380
Zurcher Kantonalbank (Zurich Cantonalbank),18080,2025-09-30,3052
WORLDQUANT MILLENNIUM ADVISORS LLC,17980,2025-09-30,21
APG Asset Management N.V.,17900,2025-09-30,0
"Ensign Peak Advisors, Inc",17768,2025-09-30,-8303
PRUDENTIAL FINANCIAL INC,17547,2025-09-30,-467
"Russell Investments Group, Ltd.",16605,2025-09-30,-75661
"Chevy Chase Trust Holdings, LLC",16522,2025-09-30,-559
DekaBank Deutsche Girozentrale,15999,2025-09-30,0
"STONE RUN CAPITAL, LLC",15715,2025-09-30,210
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",15576,2025-09-30,2338
Regents Gate Capital LLP,15487,2025-09-30,-241
"CTF Capital Management, LP",15059,2025-09-30,0
GREAT WEST LIFE ASSURANCE CO /CAN/,14608,2025-09-30,-1664
Treasurer of the State of North Carolina,14279,2025-09-30,-708
DANSKE BANK A/S,13694,2025-09-30,200
Walleye Capital LLC,13683,2025-09-30,13683
TRUIST FINANCIAL CORP,13463,2025-09-30,-62
"Asset Management One Co., Ltd.",12939,2025-09-30,181
"Bridgewater Associates, LP",12908,2025-09-30,12908
abrdn plc,12759,2025-09-30,-325
Quantinno Capital Management LP,12616,2025-09-30,2633
Mn Services Vermogensbeheer B.V.,12592,2025-09-30,800
"MARSHALL WACE, LLP",12491,2025-09-30,-10565
"Gotham Asset Management, LLC",12482,2025-09-30,330
NOMURA ASSET MANAGEMENT CO LTD,12325,2025-09-30,-3528
VAN LANSCHOT KEMPEN INVESTMENT MANAGEMENT N.V.,12270,2025-09-30,-1784
"Edgestream Partners, L.P.",12212,2025-09-30,11288
Eisler Capital Management Ltd.,12097,2025-09-30,-28756
CREDIT AGRICOLE S A,12085,2025-09-30,12085
TORONTO DOMINION BANK,11752,2025-09-30,-1198
KLP KAPITALFORVALTNING AS,11700,2025-09-30,1100
ASR Vermogensbeheer N.V.,11373,2025-09-30,-94
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,11266,2025-09-30,-8
TD ASSET MANAGEMENT INC,11123,2025-09-30,13
"Resona Asset Management Co.,Ltd.",11118,2025-09-30,81
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,11105,2025-09-30,-300
State of New Jersey Common Pension Fund D,10915,2025-09-30,557
INTECH INVESTMENT MANAGEMENT LLC,10883,2025-09-30,8987
Magnetar Financial LLC,10819,2025-09-30,10430
SCOTIA CAPITAL INC.,10281,2025-09-30,67
Lansforsakringar Fondforvaltning AB (publ),10181,2025-09-30,32
Railway Pension Investments Ltd,9834,2025-09-30,2600
STATE OF MICHIGAN RETIREMENT SYSTEM,9600,2025-09-30,-100
"MetLife Investment Management, LLC",9432,2025-09-30,-170
Arizona State Retirement System,9421,2025-09-30,91
TEACHER RETIREMENT SYSTEM OF TEXAS,9402,2025-09-30,-6651
Andra AP-fonden,9391,2025-09-30,-29809
"Lafayette Investments, Inc.",9370,2025-09-30,-18
"NewEdge Wealth, LLC",9265,2025-09-30,-191
Hudson Bay Capital Management LP,9000,2025-09-30,-383
Cerity Partners LLC,8905,2025-09-30,6495
DnB Asset Management AS,8666,2025-09-30,-5152
NATIONAL BANK OF CANADA /FI/,8577,2025-09-30,-14086
Impax Asset Management Group plc,8467,2025-09-30,-203
"Vestmark Advisory Solutions, Inc.",8437,2025-09-30,67
Illinois Municipal Retirement Fund,8269,2025-09-30,-1024
Czech National Bank,8118,2025-09-30,312
COMERICA BANK,8019,2025-09-30,-356
Handelsbanken Fonder AB,7900,2025-09-30,1200
CHILTON INVESTMENT CO INC.,7842,2025-09-30,7842
"XPONANCE, INC.",7706,2025-09-30,-62
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,7675,2025-09-30,-158
VOYA INVESTMENT MANAGEMENT LLC,7580,2025-09-30,-11648
ODDO BHF ASSET MANAGEMENT SAS,7373,2025-09-30,-570
Alberta Investment Management Corp,7300,2025-09-30,7300
"Linden Thomas Advisory Services, LLC",7283,2025-09-30,24
"Susquehanna Portfolio Strategies, LLC",7250,2025-09-30,3950
"Capital Group Private Client Services, Inc.",7224,2025-09-30,-26099
AMALGAMATED BANK,7164,2025-09-30,23
VAN ECK ASSOCIATES CORP,7050,2025-09-30,137
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,6924,2025-09-30,300
Retirement Systems of Alabama,6818,2025-09-30,-35
ProShare Advisors LLC,6692,2025-09-30,-1022
"Summit Trail Advisors, LLC",6646,2025-09-30,4188
"Toroso Investments, LLC",6612,2025-09-30,917
Federation des caisses Desjardins du Quebec,6593,2025-09-30,-2334
"NICHOLAS COMPANY, INC.",6575,2025-09-30,-1640
MERCER GLOBAL ADVISORS INC /ADV,6435,2025-09-30,357
"Capital International, Inc./CA/",6353,2025-09-30,2984
"Mariner, LLC",6322,2025-09-30,1123
Daiwa Securities Group Inc.,6281,2025-09-30,1525
LOS ANGELES CAPITAL MANAGEMENT LLC,6125,2025-09-30,6125
"Brinker Capital Investments, LLC",6098,2025-09-30,-642
"NISA INVESTMENT ADVISORS, LLC",6031,2025-09-30,-39
IFM Investors Pty Ltd,6011,2025-09-30,0
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",6006,2025-09-30,1517
"PRESCOTT GROUP CAPITAL MANAGEMENT, L.L.C.",6000,2025-09-30,2000
"Bank Julius Baer & Co. Ltd, Zurich",5856,2025-09-30,-3353
"WILEY BROS.-AINTREE CAPITAL, LLC",5831,2025-09-30,561
Regency Capital Management Inc.\DE,5788,2025-09-30,1038
"Atria Investments, Inc",5548,2025-09-30,-845
B. Metzler seel. Sohn & Co. AG,5472,2025-09-30,0
Ilmarinen Mutual Pension Insurance Co,5400,2025-09-30,-3500
Utah Retirement Systems,5258,2025-09-30,-57
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",5245,2025-09-30,135
Police & Firemen's Retirement System of New Jersey,5133,2025-09-30,281
QV Investors Inc.,5089,2025-09-30,0
"JACOBS LEVY EQUITY MANAGEMENT, INC",5077,2025-09-30,-327481
FARMERS & MERCHANTS INVESTMENTS INC,5021,2025-09-30,0
OCCUDO QUANTITATIVE STRATEGIES LP,5013,2025-09-30,5013
"Mirae Asset Global Investments Co., Ltd.",4941,2025-09-30,584
Capital International Sarl,4746,2025-09-30,325
Cetera Investment Advisers,4698,2025-09-30,871
iA Global Asset Management Inc.,4696,2025-09-30,1185
Aquatic Capital Management LLC,4688,2025-09-30,4688
"Entropy Technologies, LP",4683,2025-09-30,4683
"Pathstone Holdings, LLC",4664,2025-09-30,15
UniSuper Management Pty Ltd,4613,2025-09-30,-19972
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,4590,2025-09-30,-433
"Pacer Advisors, Inc.",4572,2025-09-30,1325
"TILIA FIDUCIARY PARTNERS, INC.",4554,2025-09-30,-9
CIBC Asset Management Inc,4548,2025-09-30,6
SIGMA INVESTMENT COUNSELORS INC,4473,2025-09-30,0
Generali Asset Management SPA SGR,4416,2025-09-30,435
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,4339,2025-09-30,-3
"BOK Financial Private Wealth, Inc.",4189,2025-09-30,-550
OMERS ADMINISTRATION Corp,4178,2025-09-30,0
"Vanguard Personalized Indexing Management, LLC",4161,2025-09-30,442
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,4140,2025-09-30,32
"New Age Alpha Advisors, LLC",4105,2025-09-30,-107
Northwest & Ethical Investments L.P.,3953,2025-09-30,0
PRUDENTIAL PLC,3951,2025-09-30,-345
BANK OF NOVA SCOTIA,3934,2025-09-30,593
Creative Planning,3913,2025-09-30,188
"YOUSIF CAPITAL MANAGEMENT, LLC",3886,2025-09-30,-330
"State of Tennessee, Treasury Department",3866,2025-09-30,-3216
DARK FOREST CAPITAL MANAGEMENT LP,3860,2025-09-30,3860
Verition Fund Management LLC,3823,2025-09-30,526
National Pension Service,3790,2025-09-30,2121
VALLEY NATIONAL ADVISERS INC,3743,2025-09-30,3743
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,3659,2025-09-30,904
"Sumitomo Mitsui DS Asset Management Company, Ltd",3648,2025-09-30,-12
MACQUARIE GROUP LTD,3600,2025-09-30,-347
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",3592,2025-09-30,1549
US BANCORP \DE\,3548,2025-09-30,-432
"RiverFront Investment Group, LLC",3543,2025-09-30,0
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,3466,2025-09-30,-196
"Empowered Funds, LLC",3457,2025-09-30,318
"CFO4Life Group, LLC",3433,2025-09-30,2
"State of Alaska, Department of Revenue",3431,2025-09-30,-150
HANCOCK WHITNEY CORP,3423,2025-09-30,1826
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,3386,2025-09-30,3386
"ASSETMARK, INC",3325,2025-09-30,-98
Roundview Capital LLC,3301,2025-09-30,174
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,3143,2025-09-30,-11
"Connor, Clark & Lunn Investment Management Ltd.",3121,2025-09-30,3121
MACKENZIE FINANCIAL CORP,3120,2025-09-30,65
JANUS HENDERSON GROUP PLC,3113,2025-09-30,0
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",3108,2025-09-30,1036
CANADA PENSION PLAN INVESTMENT BOARD,3101,2025-09-30,-696
Avanza Fonder AB,3068,2025-09-30,0
"Banco Santander, S.A.",3054,2025-09-30,444
"New England Research & Management, Inc.",3042,2025-09-30,-128
TD PRIVATE CLIENT WEALTH LLC,2998,2025-09-30,-505
"COMMONWEALTH EQUITY SERVICES, LLC",2964,2025-09-30,-155
"DONALDSON CAPITAL MANAGEMENT, LLC",2944,2025-09-30,-66
"BOKF, NA",2941,2025-09-30,-205
Schonfeld Strategic Advisors LLC,2924,2025-09-30,2134
Banque Cantonale Vaudoise,2899,2025-09-30,-268
Candriam S.C.A.,2841,2025-09-30,311
Vinva Investment Management Ltd,2836,2025-09-30,2836
"FORA Capital, LLC",2816,2025-09-30,-3562
"Virtus Investment Advisers, Inc.",2795,2025-09-30,2795
Rockefeller Capital Management L.P.,2782,2025-09-30,2782
PUBLIC SECTOR PENSION INVESTMENT BOARD,2769,2025-09-30,304
"Kinneret Advisory, LLC",2723,2025-09-30,-12
Neuberger Berman Group LLC,2719,2025-09-30,416
MAI Capital Management,2711,2025-09-30,22
"MITCHELL & PAHL PRIVATE WEALTH, LLC",2681,2025-09-30,5
"Capital Wealth Alliance, LLC",2650,2025-09-30,0
"Advisors Asset Management, Inc.",2624,2025-09-30,-60
Vestcor Inc,2605,2025-09-30,0
AG2R LA MONDIALE GESTION D'ACTIFS,2568,2025-09-30,0
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,2520,2025-09-30,-2074
"HighTower Advisors, LLC",2480,2025-09-30,376
Tower Research Capital LLC (TRC),2453,2025-09-30,1936
QUADRANT CAPITAL GROUP LLC,2438,2025-09-30,-3
CAXTON ASSOCIATES LLP,2382,2025-09-30,-4170
GTS SECURITIES LLC,2378,2025-09-30,-869
"ADVISOR GROUP HOLDINGS, INC.",2352,2025-09-30,379
MIZUHO SECURITIES USA LLC,2328,2025-09-30,124
"CI Private Wealth, LLC",2298,2025-09-30,-305
GROUPAMA ASSET MANAGMENT,2247,2025-09-30,2247
Harbor Advisors LLC,2200,2025-09-30,0
PEOPLES BANK /OH,2140,2025-09-30,-124
Assenagon Asset Management S.A.,2109,2025-09-30,322
"MML INVESTORS SERVICES, LLC",2063,2025-09-30,-1251
BI Asset Management Fondsmaeglerselskab A/S,2061,2025-09-30,-468
"Carolina Wealth Advisors, LLC",2060,2025-09-30,240
La Banque Postale Asset Management SA,2052,2025-09-30,-101
Spire Wealth Management,2041,2025-09-30,2017
Ethic Inc.,2038,2025-09-30,-267
"CBOE Vest Financial, LLC",2026,2025-09-30,296
"PNC FINANCIAL SERVICES GROUP, INC.",2017,2025-09-30,-380
NEOS Investment Management LLC,2004,2025-09-30,294
Kentucky Retirement Systems,1994,2025-09-30,1994
"QRG CAPITAL MANAGEMENT, INC.",1982,2025-09-30,298
Snowden Capital Advisors LLC,1933,2025-09-30,-5
HARTFORD INVESTMENT MANAGEMENT CO,1866,2025-09-30,-56
"LVW Advisors, LLC",1832,2025-09-30,-260
LECAP ASSET MANAGEMENT LTD,1811,2025-09-30,1811
Qtron Investments LLC,1791,2025-09-30,0
"Metis Global Partners, LLC",1779,2025-09-30,-9
Aster Capital Management (DIFC) Ltd,1767,2025-09-30,1461
PARK AVENUE SECURITIES LLC,1767,2025-09-30,59
"CWM, LLC",1766,2025-09-30,267
"Vident Advisory, LLC",1761,2025-09-30,250
Voleon Capital Management LP,1711,2025-09-30,917
FCA CORP /TX,1700,2025-09-30,0
Louisiana State Employees Retirement System,1700,2025-09-30,0
"Ronald Blue Trust, Inc.",1682,2025-09-30,10
"SECURIAN ASSET MANAGEMENT, INC",1615,2025-09-30,-100
Gulf International Bank (UK) Ltd,1611,2025-09-30,0
"Steward Partners Investment Advisory, LLC",1598,2025-09-30,115
Maryland State Retirement & Pension System,1571,2025-09-30,73
Polymer Capital Management (US) LLC,1565,2025-09-30,1565
Marshall Financial Group LLC,1546,2025-09-30,100
BLAIR WILLIAM & CO/IL,1538,2025-09-30,-519
NOMURA HOLDINGS INC,1506,2025-09-30,235
"Norinchukin Bank, The",1476,2025-09-30,6
Investment Management Corp of Ontario,1467,2025-09-30,702
NOVEM GROUP,1427,2025-09-30,60
"Blueshift Asset Management, LLC",1409,2025-09-30,967
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,1400,2025-09-30,-100
"Sepio Capital, LP",1387,2025-09-30,15
OSSIAM,1330,2025-09-30,831
"Private Advisor Group, LLC",1329,2025-09-30,4
"Allspring Global Investments Holdings, LLC",1328,2025-09-30,-39
"Horizon Investments, LLC",1326,2025-09-30,775
E. Ohman J:or Asset Management AB,1317,2025-09-30,0
Gallacher Capital Management LLC,1302,2025-09-30,1302
COMMERCE BANK,1295,2025-09-30,5
THRIVENT FINANCIAL FOR LUTHERANS,1290,2025-09-30,-24
Weiss Asset Management LP,1268,2025-09-30,1268
TOKIO MARINE ASSET MANAGEMENT CO LTD,1257,2025-09-30,0
ROYAL LONDON ASSET MANAGEMENT LTD,1237,2025-09-30,0
"SRS Capital Advisors, Inc.",1234,2025-09-30,1185
"NewEdge Advisors, LLC",1222,2025-09-30,-271
COLDSTREAM CAPITAL MANAGEMENT INC,1217,2025-09-30,-3364
"Dai-Ichi Life Insurance Company, Ltd",1214,2025-09-30,0
"Summit Financial, LLC",1191,2025-09-30,-15
Belpointe Asset Management LLC,1151,2025-09-30,-159
"Envestnet Portfolio Solutions, Inc.",1145,2025-09-30,-191
"Bryce Point Capital, LLC",1138,2025-09-30,1138
Argent Trust Co,1128,2025-09-30,-24
"Clarity Asset Management, Inc.",1123,2025-09-30,2
"Waverly Advisors, LLC",1107,2025-09-30,-68
"HB Wealth Management, LLC",1081,2025-09-30,161
Eukles Asset Management,1080,2025-09-30,61
JOURNEY STRATEGIC WEALTH LLC,1078,2025-09-30,-28
Impact Capital Partners LLC,1071,2025-09-30,-86
"NORTHWESTERN MUTUAL INVESTMENT MANAGEMENT COMPANY, LLC",1019,2025-09-30,0
Westerkirk Capital Inc.,1014,2025-09-30,0
Integrated Wealth Concepts LLC,978,2025-09-30,-423
"First Eagle Investment Management, LLC",977,2025-09-30,-353
PANAGORA ASSET MANAGEMENT INC,974,2025-09-30,6
Atala Financial Inc,969,2025-09-30,0
NIXON PEABODY TRUST CO,955,2025-09-30,-271
Gibbs Wealth Management,953,2025-09-30,-189
ALLSTATE CORP,947,2025-09-30,947
"Segment Wealth Management, LLC",945,2025-09-30,-40
"Concurrent Investment Advisors, LLC",939,2025-09-30,-112
"JANE STREET GROUP, LLC",935,2025-09-30,935
GUGGENHEIM CAPITAL LLC,935,2025-09-30,-66
EVERENCE CAPITAL MANAGEMENT INC,930,2025-09-30,0
"Inspire Advisors, LLC",920,2025-09-30,-8
1832 Asset Management L.P.,901,2025-09-30,-241
"Bayesian Capital Management, LP",900,2025-09-30,900
"Procyon Advisors, LLC",884,2025-09-30,41
"Heritage Family Offices, LLP",881,2025-09-30,-461
"Sunbelt Securities, Inc.",879,2025-09-30,-40
"WOLVERINE TRADING, LLC",867,2025-09-30,55
EVERPAR ADVISORS LLC,864,2025-09-30,-165
MUFG SECURITIES AMERICAS INC.,862,2025-09-30,154
"Merit Financial Group, LLC",858,2025-09-30,397
"TCI Wealth Advisors, Inc.",838,2025-09-30,11
ALPS ADVISORS INC,837,2025-09-30,224
Kentucky Retirement Systems Insurance Trust Fund,836,2025-09-30,836
"Kathmere Capital Management, LLC",824,2025-09-30,0
Alamea Verwaltungs GmbH,809,2025-09-30,-170
DF DENT & CO INC,804,2025-09-30,804
OSTRUM ASSET MANAGEMENT,795,2025-09-30,-23
Jefferies Financial Group Inc.,792,2025-09-30,792
"KESTRA PRIVATE WEALTH SERVICES, LLC",788,2025-09-30,77
"CIBC Private Wealth Group, LLC",777,2025-09-30,43
"Kestra Advisory Services, LLC",772,2025-09-30,19
"Cambridge Investment Research Advisors, Inc.",763,2025-09-30,-295
"Resources Investment Advisors, LLC.",762,2025-09-30,-14
STRS OHIO,759,2025-09-30,-8
"Cherry Tree Wealth Management, LLC",746,2025-09-30,0
"TWO SIGMA SECURITIES, LLC",740,2025-09-30,-2297
"Crossmark Global Holdings, Inc.",739,2025-09-30,-281
"Equitable Holdings, Inc.",720,2025-09-30,175
"Penobscot Investment Management Company, Inc.",719,2025-09-30,-160
CIBC WORLD MARKET INC.,716,2025-09-30,-17
"Applied Finance Capital Management, LLC",716,2025-09-30,-171
INTRUST BANK NA,714,2025-09-30,0
DAVENPORT & Co LLC,713,2025-09-30,5
"Sequoia Financial Advisors, LLC",711,2025-09-30,-94
"Precision Wealth Strategies, LLC",709,2025-09-30,-33
Baron Wealth Management LLC,709,2025-09-30,5
"CENTAURUS FINANCIAL, INC.",708,2025-09-30,-22
"Peak Asset Management, LLC",700,2025-09-30,0
"Cynosure Group, LLC",700,2025-09-30,0
"UNITED CAPITAL FINANCIAL ADVISERS, LLC",699,2025-09-30,699
"Beirne Wealth Consulting Services, LLC",699,2025-09-30,699
"XML Financial, LLC",695,2025-09-30,1
STEVENS CAPITAL MANAGEMENT LP,689,2025-09-30,689
Prospera Financial Services Inc,687,2025-09-30,4
"EverSource Wealth Advisors, LLC",686,2025-09-30,-122
Baader Bank Aktiengesellschaft,679,2025-09-30,679
"Institute for Wealth Management, LLC.",666,2025-09-30,84
"Foster Group, Inc.",652,2025-09-30,0
Arkadios Wealth Advisors,651,2025-09-30,228
"ASAHI LIFE ASSET MANAGEMENT CO., LTD.",650,2025-09-30,650
NORDEN GROUP LLC,645,2025-09-30,95
"IEQ CAPITAL, LLC",631,2025-09-30,9
CI INVESTMENTS INC.,624,2025-09-30,-10
"Advisor OS, LLC",624,2025-09-30,-169
M&T BANK CORP,622,2025-09-30,-961
"Thrive Wealth Management, LLC",620,2025-09-30,-15
OPPENHEIMER ASSET MANAGEMENT INC.,616,2025-09-30,-12
"AXQ CAPITAL, LP",615,2025-09-30,615
MUFG Securities EMEA plc,612,2025-09-30,518
Larson Financial Group LLC,600,2025-09-30,96
"SummitTX Capital, L.P.",600,2025-09-30,600
Penserra Capital Management LLC,599,2025-09-30,1
WINTON GROUP Ltd,594,2025-09-30,594
GAMMA Investing LLC,589,2025-09-30,15
MQS Management LLC,586,2025-09-30,586
"Diversify Advisory Services, LLC",585,2025-09-30,-341
Counterpoint Mutual Funds LLC,585,2025-09-30,585
"GREAT LAKES ADVISORS, LLC",585,2025-09-30,-166
Scientech Research LLC,579,2025-09-30,-504
Next Capital Management LLC,563,2025-09-30,0
"AXXCESS WEALTH MANAGEMENT, LLC",563,2025-09-30,-2
"BOOTHBAY FUND MANAGEMENT, LLC",563,2025-09-30,563
"Savant Capital, LLC",561,2025-09-30,-84
Vontobel Holding Ltd.,557,2025-09-30,0
"JAMISON PRIVATE WEALTH MANAGEMENT, INC.",552,2025-09-30,0
"Forum Financial Management, LP",552,2025-09-30,98
"Farther Finance Advisors, LLC",548,2025-09-30,-76
Optimize Financial Inc,548,2025-09-30,548
"Advisory Services Network, LLC",547,2025-09-30,-22
Fifth Third Wealth Advisors LLC,544,2025-09-30,9
"Carter Financial Group, INC.",542,2025-09-30,1
"Apella Capital, LLC",541,2025-09-30,541
"Cypress Wealth Services, LLC",530,2025-09-30,530
Canada Post Corp Registered Pension Plan,530,2025-09-30,0
