date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,recordDate,paymentDate,dividend,declarationDate
2025-11-25,234.64,239.37,234.44,238.33,237.5,308300,308300,3.69,1.57,236.695,"November 25, 25",0.0157,,,,,
2025-11-24,233.4,234.66,231.31,233.04,232.23,483741,483741,-0.36,-0.15424,233.1025,"November 24, 25",-0.0015424,,,,,
2025-11-21,228.44,236.4,228.44,233.48,232.67,533836,533836,5.04,2.21,231.69,"November 21, 25",0.0221,,,,,
2025-11-20,230.36,232.47,226.7,228.08,227.29,406400,406400,-2.28,-0.98976,229.4025,"November 20, 25",-0.0098976,,,,,
2025-11-19,226.01,229.12,223.29,227.57,226.78,292800,292800,1.56,0.69023,226.4975,"November 19, 25",0.0069023,,,,,
2025-11-18,227.62,228.94,225.81,226.69,225.9,334200,334200,-0.93,-0.40858,227.265,"November 18, 25",-0.0040858,,,,,
2025-11-17,229.42,230.95,226.83,227.79,227,210500,210500,-1.63,-0.71049,228.7475,"November 17, 25",-0.0071049,,,,,
2025-11-14,231.72,232.31,228.92,230.27,229.47,287234,287234,-1.45,-0.62576,230.805,"November 14, 25",-0.0062576,,,,,
2025-11-13,236.05,237.82,232.5,233.15,232.34,305700,305700,-2.9,-1.23,234.88,"November 13, 25",-0.0123,,,,,
2025-11-12,236,239.45,235.06,236.24,235.42,287000,287000,0.24,0.10169,236.6875,"November 12, 25",0.0010169,,,,,
2025-11-11,235.09,236.52,234.05,236.41,235.59,208300,208300,1.32,0.56149,235.5175,"November 11, 25",0.0056149,,,,,
2025-11-10,233.72,235,230.17,234.77,233.96,218734,218734,1.05,0.44926,233.415,"November 10, 25",0.0044926,,,,,
2025-11-07,230.25,233.46,228.79,232.61,231.8,249200,249200,2.36,1.02,231.2775,"November 07, 25",0.0102,,,,,
2025-11-06,234.2,237.14,230.34,230.57,229.77,301000,301000,-3.63,-1.55,233.0625,"November 06, 25",-0.0155,,,,,
2025-11-05,229.7,234.61,227.94,233.3,232.49,315102,315102,3.6,1.57,231.3875,"November 05, 25",0.0157,,,,,
2025-11-04,227.53,230.93,227.53,230.32,229.52,282748,282748,2.79,1.23,229.0775,"November 04, 25",0.0123,,,,,
2025-11-03,231.17,231.17,228.13,229.66,228.86,294200,294200,-1.51,-0.6532,230.0325,"November 03, 25",-0.006532,,,,,
2025-10-31,230.93,233.52,229.77,231.95,231.15,517003,517003,1.02,0.44169,231.5425,"October 31, 25",0.0044169,,,,,
2025-10-30,232.57,236.79,231.36,231.79,230.99,359800,359800,-0.78,-0.33538,233.1275,"October 30, 25",-0.0033538,,,,,
2025-10-29,234.7,237.37,232.03,233.18,232.37,378500,378500,-1.52,-0.64764,234.32,"October 29, 25",-0.0064764,,,,,
2025-10-28,237.16,238.21,233.84,235.32,234.5,264139,264139,-1.84,-0.77585,236.1325,"October 28, 25",-0.0077585,,,,,
2025-10-27,236.88,238.94,236.07,238.35,237.52,307200,307200,1.47,0.62057,237.56,"October 27, 25",0.0062057,,,,,
2025-10-24,238.24,238.24,235.76,235.9,235.08,204300,204300,-2.34,-0.9822,237.035,"October 24, 25",-0.009822,,,,,
2025-10-23,234.34,237.07,234.34,235.95,235.13,226200,226200,1.61,0.68704,235.425,"October 23, 25",0.0068704,,,,,
2025-10-22,236.84,238.03,233.73,234.15,233.34,258600,258600,-2.69,-1.14,235.6875,"October 22, 25",-0.0114,,,,,
2025-10-21,235.03,240.46,233.39,237.73,236.91,200621,200621,2.7,1.15,236.6525,"October 21, 25",0.0115,,,,,
2025-10-20,234.41,236.95,234,235.66,234.84,186700,186700,1.25,0.53325,235.255,"October 20, 25",0.0053325,,,,,
2025-10-17,231.53,233.53,230.6,233.34,232.53,317934,317934,1.81,0.78176,232.25,"October 17, 25",0.0078176,,,,,
2025-10-16,232.39,234.37,231.13,232,231.19,277051,277051,-0.39,-0.16782,232.4725,"October 16, 25",-0.0016782,,,,,
2025-10-15,234.06,235.77,229,231.85,231.05,212400,212400,-2.21,-0.9442,232.67,"October 15, 25",-0.009442,,,,,
2025-10-14,227.81,234.93,225.32,233.37,232.56,228421,228421,5.56,2.44,230.3575,"October 14, 25",0.0244,,,,,
2025-10-13,229.68,233.38,229.58,230.52,229.72,289447,289447,0.84,0.36573,230.79,"October 13, 25",0.0036573,,,,,
2025-10-10,234.3,236.36,227.96,228.16,227.37,485226,485226,-6.14,-2.62,231.695,"October 10, 25",-0.0262,,,,,
2025-10-09,234.53,235.38,231.77,233.76,232.95,254100,254100,-0.77,-0.32832,233.86,"October 09, 25",-0.0032832,,,,,
2025-10-08,230.58,234.92,229.13,234.32,233.51,262700,262700,3.74,1.62,232.2375,"October 08, 25",0.0162,,,,,
2025-10-07,234.97,235.52,230.41,230.85,230.05,161900,161900,-4.12,-1.75,232.9375,"October 07, 25",-0.0175,,,,,
2025-10-06,233.97,235.23,230.58,234.12,233.31,214541,214541,0.15,0.06411078,233.475,"October 06, 25",0.0006411078,,,,,
2025-10-03,232.44,235.02,230.08,233.45,232.64,225100,225100,1.01,0.43452,232.7475,"October 03, 25",0.0043452,,,,,
2025-10-02,228.36,232.67,228.3,232.25,231.44,294224,294224,3.89,1.7,230.395,"October 02, 25",0.017,,,,,
2025-10-01,225.58,228.67,225,228.55,227.76,237621,237621,2.97,1.32,226.95,"October 01, 25",0.0132,,,,,
2025-09-30,226.26,227.86,224.27,226.95,226.16,185400,185400,0.69,0.30496,226.335,"September 30, 25",0.0030496,,,,,
2025-09-29,227.99,228.02,226.36,227.35,226.56,278011,278011,-0.64,-0.28071,227.43,"September 29, 25",-0.0028071,,,,,
2025-09-26,222.13,227.6,222.13,227,226.21,275200,275200,4.87,2.19,224.715,"September 26, 25",0.0219,,,,,
2025-09-25,221.31,222.87,220.47,221.52,220.75,250700,250700,0.21,0.09488952,221.5425,"September 25, 25",0.0009488952,,,,,
2025-09-24,224.5,226.03,222.95,223.12,222.35,239224,239224,-1.38,-0.6147,224.15,"September 24, 25",-0.006147,,,,,
2025-09-23,224.92,228.12,224.24,224.84,224.06,203100,203100,-0.08,-0.0355682,225.53,"September 23, 25",-0.000355682,,,,,
2025-09-22,225.07,226.61,223.07,225.34,224.56,226830,226830,0.27,0.11996,225.0225,"September 22, 25",0.0011996,,,,,
2025-09-19,228.18,228.18,224.7,225.08,224.3,603102,603102,-3.1,-1.36,226.535,"September 19, 25",-0.0136,,,,,
2025-09-18,223.91,228.35,223.91,227.63,226.84,281500,281500,3.72,1.66,225.95,"September 18, 25",0.0166,,,,,
2025-09-17,226.13,231,223.24,223.64,222.86,341330,341330,-2.49,-1.1,226.0025,"September 17, 25",-0.011,,,,,
2025-09-16,225.92,227.65,225.18,226.13,225.35,306200,306200,0.21,0.09295326,226.22,"September 16, 25",0.0009295326,,,,,
2025-09-15,223.18,226.8,223,225.92,225.14,406500,406500,2.74,1.23,224.725,"September 15, 25",0.0123,,,,,
2025-09-12,227.02,227.02,222.81,223.17,222.4,195900,195900,-3.85,-1.7,225.005,"September 12, 25",-0.017,,,,,
2025-09-11,222.77,228.23,221.54,227.98,227.19,393800,393800,5.21,2.34,225.13,"September 11, 25",0.0234,0.82,2025-09-11,2025-09-25,0.82,2025-08-28
2025-09-10,221.43,224.02,221.43,223.72,222.13,244113,244113,2.29,1.03,222.65,"September 10, 25",0.0103,,,,,
2025-09-09,225.16,225.16,221.09,222.11,220.53,211844,211844,-3.05,-1.35,223.38,"September 09, 25",-0.0135,,,,,
2025-09-08,225.7,227.09,222.11,226.13,224.52,401749,401749,0.43,0.19052,225.2575,"September 08, 25",0.0019052,,,,,
2025-09-05,227.11,229.02,223.69,225.03,223.43,255820,255820,-2.08,-0.91586,226.2125,"September 05, 25",-0.0091586,,,,,
2025-09-04,222.16,226.05,220.35,226.01,224.4,206836,206836,3.85,1.73,223.6425,"September 04, 25",0.0173,,,,,
2025-09-03,221.98,222.93,220.41,221.97,220.39,258049,258049,-0.01,-0.00450491,221.8225,"September 03, 25",-4.50491e-05,,,,,
2025-09-02,223.43,223.43,220.06,222.7,221.12,261203,261203,-0.73,-0.32672,222.405,"September 02, 25",-0.0032672,,,,,
2025-08-29,224.96,226.58,224.12,225.09,223.49,282203,282203,0.13,0.05778805,225.1875,"August 29, 25",0.0005778805,,,,,
2025-08-28,227.22,227.22,223.24,224.67,223.07,214716,214716,-2.55,-1.12,225.5875,"August 28, 25",-0.0112,,,,,
2025-08-27,225.35,227.66,224.07,225.67,224.07,245922,245922,0.32,0.142,225.6875,"August 27, 25",0.00142,,,,,
2025-08-26,225.82,228.79,225,226.35,224.74,607300,607300,0.53,0.2347,226.49,"August 26, 25",0.002347,,,,,
2025-08-25,226.64,228.05,224.54,225.79,224.18,408249,408249,-0.85,-0.37504,226.255,"August 25, 25",-0.0037504,,,,,
2025-08-22,221.14,229.15,220.41,227.17,225.55,651733,651733,6.03,2.73,224.4675,"August 22, 25",0.0273,,,,,
2025-08-21,226.64,235.71,219.6,219.93,218.37,1522118,1522118,-6.71,-2.96,225.47,"August 21, 25",-0.0296,,,,,
2025-08-20,216.5,217.23,213.23,213.52,212,601308,601308,-2.98,-1.38,215.12,"August 20, 25",-0.0138,,,,,
2025-08-19,215.3,218.19,214.41,217.5,215.95,253127,253127,2.2,1.02,216.35,"August 19, 25",0.0102,,,,,
2025-08-18,213.16,214.93,211.5,214.1,212.58,250700,250700,0.94,0.44098,213.4225,"August 18, 25",0.0044098,,,,,
2025-08-15,218.44,218.44,213.08,213.44,211.92,319900,319900,-5,-2.29,215.85,"August 15, 25",-0.0229,,,,,
2025-08-14,219.69,219.69,216.14,217.22,215.68,225200,225200,-2.47,-1.12,218.185,"August 14, 25",-0.0112,,,,,
2025-08-13,216.4,222.11,216.4,221.58,220,258706,258706,5.18,2.39,219.1225,"August 13, 25",0.0239,,,,,
2025-08-12,212.31,216.01,210.88,215.79,214.26,191038,191038,3.48,1.64,213.7475,"August 12, 25",0.0164,,,,,
2025-08-11,211.49,212.16,209.64,210.61,209.11,233415,233415,-0.88,-0.4161,210.975,"August 11, 25",-0.004161,,,,,
2025-08-08,212.17,213.29,210.12,211.04,209.54,268817,268817,-1.13,-0.53259,211.655,"August 08, 25",-0.0053259,,,,,
2025-08-07,213.24,214.62,211.04,212.06,210.55,304813,304813,-1.18,-0.55337,212.74,"August 07, 25",-0.0055337,,,,,
2025-08-06,214.17,214.26,210.7,211.13,209.63,316500,316500,-3.04,-1.42,212.565,"August 06, 25",-0.0142,,,,,
2025-08-05,213.57,214.79,211.49,213.98,212.46,299206,299206,0.41,0.19197,213.4575,"August 05, 25",0.0019197,,,,,
2025-08-04,208.74,212.69,208.37,212.46,210.95,376517,376517,3.72,1.78,210.565,"August 04, 25",0.0178,,,,,
2025-08-01,210.37,210.64,207.08,209.25,207.76,422100,422100,-1.12,-0.5324,209.335,"August 01, 25",-0.005324,,,,,
2025-07-31,215.53,218.2,213.57,214.21,212.69,656012,656012,-1.32,-0.61244,215.3775,"July 31, 25",-0.0061244,,,,,
2025-07-30,219.9,219.96,214.83,215.76,214.23,398852,398852,-4.14,-1.88,217.6125,"July 30, 25",-0.0188,,,,,
2025-07-29,219.47,220.91,217.56,220.21,218.64,278300,278300,0.74,0.33718,219.5375,"July 29, 25",0.0033718,,,,,
2025-07-28,220.87,221.1,218.54,219.38,217.82,164717,164717,-1.49,-0.6746,219.9725,"July 28, 25",-0.006746,,,,,
2025-07-25,220.35,220.91,217.48,220.84,219.27,241621,241621,0.49,0.22237,219.895,"July 25, 25",0.0022237,,,,,
2025-07-24,219.45,220.33,217.78,219.15,217.59,224100,224100,-0.3,-0.13671,219.1775,"July 24, 25",-0.0013671,,,,,
2025-07-23,219.56,220.7,218.64,220.03,218.47,489000,489000,0.47,0.21406,219.7325,"July 23, 25",0.0021406,,,,,
2025-07-22,215.16,218.67,214.38,218.3,216.75,282735,282735,3.14,1.46,216.6275,"July 22, 25",0.0146,,,,,
2025-07-21,217.11,218.89,213.99,214.3,212.78,281342,281342,-2.81,-1.29,216.0725,"July 21, 25",-0.0129,,,,,
2025-07-18,218.2,218.7,215.23,217.07,215.53,457200,457200,-1.13,-0.51787,217.3,"July 18, 25",-0.0051787,,,,,
2025-07-17,213.35,217.96,213.25,217.47,215.92,426829,426829,4.12,1.93,215.5075,"July 17, 25",0.0193,,,,,
2025-07-16,215.13,216.03,210.43,213.01,211.5,385228,385228,-2.12,-0.98545,213.65,"July 16, 25",-0.0098545,,,,,
2025-07-15,219.64,220.04,214.5,214.9,213.37,313800,313800,-4.74,-2.16,217.27,"July 15, 25",-0.0216,,,,,
2025-07-14,219.72,220.55,217.86,218.43,216.88,247100,247100,-1.29,-0.58711,219.14,"July 14, 25",-0.0058711,,,,,
2025-07-11,221.2,221.92,218.84,220.82,219.25,272748,272748,-0.38,-0.17179,220.695,"July 11, 25",-0.0017179,,,,,
2025-07-10,222.54,226.14,222.42,223.17,221.58,246039,246039,0.63,0.2831,223.5675,"July 10, 25",0.002831,,,,,
2025-07-09,221.98,223.62,219.74,222.04,220.46,165600,165600,0.06,0.02702946,221.845,"July 09, 25",0.0002702946,,,,,
2025-07-08,218.74,223.6,218.7,221.5,219.93,228000,228000,2.76,1.26,220.635,"July 08, 25",0.0126,,,,,
2025-07-07,221.28,223.36,217.81,218.79,217.23,228200,228200,-2.49,-1.13,220.31,"July 07, 25",-0.0113,,,,,
2025-07-03,223.18,224.65,222.71,222.78,221.2,169700,169700,-0.4,-0.17923,223.33,"July 03, 25",-0.0017923,,,,,
2025-07-02,220.29,222.83,219.57,222.75,221.17,342400,342400,2.46,1.12,221.36,"July 02, 25",0.0112,,,,,
2025-07-01,213.24,223.86,213.24,220.48,218.91,396147,396147,7.24,3.4,217.705,"July 01, 25",0.034,,,,,
2025-06-30,214.66,214.95,213.11,214.37,212.85,354437,354437,-0.29,-0.1351,214.2725,"June 30, 25",-0.001351,,,,,
2025-06-27,215.47,216.28,213.49,215.12,213.59,510824,510824,-0.35,-0.16244,215.09,"June 27, 25",-0.0016244,,,,,
2025-06-26,213.77,216.04,213.16,214.91,213.38,337100,337100,1.14,0.53328,214.47,"June 26, 25",0.0053328,,,,,
2025-06-25,213,213.9,210.3,212.72,211.21,488100,488100,-0.28,-0.13146,212.48,"June 25, 25",-0.0013146,,,,,
2025-06-24,214.12,215.36,212.48,213.36,211.84,415804,415804,-0.76,-0.35494,213.83,"June 24, 25",-0.0035494,,,,,
2025-06-23,209.39,213.26,207.51,213.02,211.51,429800,429800,3.63,1.73,210.795,"June 23, 25",0.0173,,,,,
2025-06-20,215,215.47,209.47,209.55,208.06,1804000,1804000,-5.45,-2.53,212.3725,"June 20, 25",-0.0253,,,,,
2025-06-18,212.92,215.55,211.66,213.53,212.01,483031,483031,0.61,0.28649,213.415,"June 18, 25",0.0028649,0.78,2025-06-19,2025-07-03,0.78,2025-06-05
2025-06-17,215.96,219.04,213.37,214.12,211.82,530936,530936,-1.84,-0.85201,215.6225,"June 17, 25",-0.0085201,,,,,
2025-06-16,216.3,219.56,215.49,218.39,216.04,464940,464940,2.09,0.96625,217.435,"June 16, 25",0.0096625,,,,,
2025-06-13,216.3,217.69,214.02,214.36,212.06,378304,378304,-1.94,-0.8969,215.5925,"June 13, 25",-0.008969,,,,,
2025-06-12,218.66,219.95,217.11,218.03,215.69,413014,413014,-0.63,-0.28812,218.4375,"June 12, 25",-0.0028812,,,,,
2025-06-11,223.08,223.95,218.95,219.28,216.92,498100,498100,-3.8,-1.7,221.315,"June 11, 25",-0.017,,,,,
2025-06-10,219.8,223.91,218.81,223.5,221.1,410700,410700,3.7,1.68,221.505,"June 10, 25",0.0168,,,,,
2025-06-09,215.72,220.95,214.47,219.28,216.92,464100,464100,3.56,1.65,217.605,"June 09, 25",0.0165,,,,,
2025-06-06,216.21,216.72,213.73,214.76,212.45,218100,218100,-1.45,-0.67064,215.355,"June 06, 25",-0.0067064,,,,,
2025-06-05,213.55,214.97,211.87,213.55,211.26,383638,383638,0,0,213.485,"June 05, 25",0,,,,,
2025-06-04,212.78,213.92,211,213.21,210.92,408300,408300,0.43,0.20209,212.7275,"June 04, 25",0.0020209,,,,,
2025-06-03,212.5,214.87,211.35,212.31,210.03,394501,394501,-0.19,-0.08941176,212.7575,"June 03, 25",-0.0008941176,,,,,
2025-06-02,210.36,212.74,207,212.18,209.9,694916,694916,1.82,0.86518,210.57,"June 02, 25",0.0086518,,,,,
2025-05-30,211.24,213.94,209.7,211.99,209.71,908624,908624,0.75,0.35505,211.7175,"May 30, 25",0.0035505,,,,,
2025-05-29,209.86,218,205.17,208.97,206.73,908600,908600,-0.89,-0.42409,210.5,"May 29, 25",-0.0042409,,,,,
2025-05-28,196.91,198.66,195.29,195.74,193.64,442638,442638,-1.17,-0.59418,196.65,"May 28, 25",-0.0059418,,,,,
2025-05-27,195.75,198.57,194.68,198.01,195.88,354300,354300,2.26,1.15,196.7525,"May 27, 25",0.0115,,,,,
2025-05-23,192.63,193.82,191.99,193.38,191.3,319100,319100,0.75,0.38935,192.955,"May 23, 25",0.0038935,,,,,
2025-05-22,195.5,197.14,194.18,195.84,193.74,299700,299700,0.34,0.17391,195.665,"May 22, 25",0.0017391,,,,,
2025-05-21,200.77,201.31,196.21,196.47,194.36,262000,262000,-4.3,-2.14,198.69,"May 21, 25",-0.0214,,,,,
2025-05-20,203.39,204.46,201.39,202.4,200.23,194300,194300,-0.99,-0.48675,202.91,"May 20, 25",-0.0048675,,,,,
2025-05-19,203.04,205.02,202.3,204.45,202.25,303100,303100,1.41,0.69444,203.7025,"May 19, 25",0.0069444,,,,,
2025-05-16,201.49,205.64,200.51,205.35,203.14,313932,313932,3.86,1.92,203.2475,"May 16, 25",0.0192,,,,,
2025-05-15,201.32,202,199.07,201.1,198.94,277500,277500,-0.22,-0.10928,200.8725,"May 15, 25",-0.0010928,,,,,
2025-05-14,201.15,203,200.02,201.13,198.97,316207,316207,-0.02,-0.00994283,201.325,"May 14, 25",-9.94283e-05,,,,,
2025-05-13,203.42,204.79,201.57,202.6,200.42,294300,294300,-0.82,-0.40311,203.095,"May 13, 25",-0.0040311,,,,,
2025-05-12,200.53,203.72,200,203,200.82,420100,420100,2.47,1.23,201.8125,"May 12, 25",0.0123,,,,,
2025-05-09,194.41,195.18,192.23,192.62,190.55,251400,251400,-1.79,-0.92073,193.61,"May 09, 25",-0.0092073,,,,,
2025-05-08,191.64,196.35,190.81,194.1,192.02,277120,277120,2.46,1.28,193.225,"May 08, 25",0.0128,,,,,
2025-05-07,188.92,190.37,188.22,189.29,187.26,295700,295700,0.37,0.19585,189.2,"May 07, 25",0.0019585,,,,,
2025-05-06,189.72,190.86,187.89,188.44,186.42,229511,229511,-1.28,-0.67468,189.2275,"May 06, 25",-0.0067468,,,,,
2025-05-05,190.95,193.34,190.7,190.9,188.85,268461,268461,-0.05,-0.02618487,191.4725,"May 05, 25",-0.0002618487,,,,,
2025-05-02,193.9,194.32,191.96,192.84,190.77,333200,333200,-1.06,-0.54667,193.255,"May 02, 25",-0.0054667,,,,,
2025-05-01,189.9,192.27,187.24,190.36,188.32,435603,435603,0.46,0.24223,189.9425,"May 01, 25",0.0024223,,,,,
2025-04-30,186.5,190.09,184.58,189.57,187.53,638800,638800,3.07,1.65,187.685,"April 30, 25",0.0165,,,,,
2025-04-29,188.47,190.5,187.79,188.76,186.73,248600,248600,0.29,0.15387,188.88,"April 29, 25",0.0015387,,,,,
2025-04-28,188.89,191.84,187.1,188.7,186.67,245622,245622,-0.19,-0.10059,189.1325,"April 28, 25",-0.0010059,,,,,
2025-04-25,189.24,189.24,187.34,188.22,186.2,219632,219632,-1.02,-0.539,188.51,"April 25, 25",-0.00539,,,,,
2025-04-24,185.1,189.85,183.91,189.45,187.42,298459,298459,4.35,2.35,187.0775,"April 24, 25",0.0235,,,,,
2025-04-23,186.9,192.1,184.32,184.73,182.75,255800,255800,-2.17,-1.16,187.0125,"April 23, 25",-0.0116,,,,,
2025-04-22,179.29,183.54,176.86,183.06,181.09,302400,302400,3.77,2.1,180.6875,"April 22, 25",0.021,,,,,
2025-04-21,178.62,179.69,174.59,177.11,175.21,389801,389801,-1.51,-0.84537,177.5025,"April 21, 25",-0.0084537,,,,,
2025-04-17,180.69,182.67,179.56,180.81,178.87,404300,404300,0.12,0.06641209,180.9325,"April 17, 25",0.0006641209,,,,,
2025-04-16,183.09,183.63,178.93,180.69,178.75,249814,249814,-2.4,-1.31,181.585,"April 16, 25",-0.0131,,,,,
2025-04-15,183.81,186.26,182.29,183.09,181.12,272384,272384,-0.72,-0.39171,183.8625,"April 15, 25",-0.0039171,,,,,
2025-04-14,187.07,187.84,182.14,184.45,182.47,449119,449119,-2.62,-1.4,185.375,"April 14, 25",-0.014,,,,,
2025-04-11,181.04,185.84,178.96,185.56,183.57,622407,622407,4.52,2.5,182.85,"April 11, 25",0.025,,,,,
2025-04-10,183.05,183.16,175.25,181.04,179.1,666807,666807,-2.01,-1.1,180.625,"April 10, 25",-0.011,,,,,
2025-04-09,165.99,187.88,165.03,187.29,185.28,767100,767100,21.3,12.83,176.5475,"April 09, 25",0.1283,,,,,
2025-04-08,175.48,177.87,165.07,167.51,165.71,716288,716288,-7.97,-4.54,171.4825,"April 08, 25",-0.0454,,,,,
2025-04-07,179.8,180.86,168.76,170.8,168.97,1024427,1024427,-9,-5.01,175.055,"April 07, 25",-0.0501,,,,,
2025-04-04,180.58,180.86,173.36,176.73,174.83,707560,707560,-3.85,-2.13,177.8825,"April 04, 25",-0.0213,,,,,
2025-04-03,196.64,197.77,186.23,186.39,184.39,450740,450740,-10.25,-5.21,191.7575,"April 03, 25",-0.0521,,,,,
2025-04-02,199.19,203.71,198.34,203.35,201.17,234776,234776,4.16,2.09,201.1475,"April 02, 25",0.0209,,,,,
2025-04-01,200.85,202.69,199.17,200.95,198.79,284911,284911,0.1,0.0497884,200.915,"April 01, 25",0.000497884,,,,,
2025-03-31,200,203.49,197,201.72,199.55,382200,382200,1.72,0.86,200.5525,"March 31, 25",0.0086,,,,,
2025-03-28,206.23,206.45,200.34,200.46,198.31,300400,300400,-5.77,-2.8,203.37,"March 28, 25",-0.028,,,,,
2025-03-27,205.87,208.16,204.78,206.55,204.33,253936,253936,0.68,0.33031,206.34,"March 27, 25",0.0033031,,,,,
2025-03-26,206.12,208.29,205.47,206.55,204.33,196502,196502,0.43,0.20862,206.6075,"March 26, 25",0.0020862,,,,,
2025-03-25,208.4,209.89,203.73,205.93,203.72,290406,290406,-2.47,-1.19,206.9875,"March 25, 25",-0.0119,,,,,
2025-03-24,205.01,209.13,204.57,207.58,205.35,287600,287600,2.57,1.25,206.5725,"March 24, 25",0.0125,,,,,
2025-03-21,203.96,205.34,201.52,203.86,201.67,533848,533848,-0.1,-0.04902922,203.67,"March 21, 25",-0.0004902922,,,,,
2025-03-20,205.63,208.5,205.17,205.64,203.43,274834,274834,0.01,0.0048631,206.235,"March 20, 25",4.8631e-05,0.78,2025-03-20,2025-04-03,0.78,2025-03-06
2025-03-19,208.03,209.59,206.25,208.57,205.56,273401,273401,0.54,0.25958,208.11,"March 19, 25",0.0025958,,,,,
2025-03-18,210.3,211.49,207.35,208.53,205.52,251800,251800,-1.77,-0.84165,209.4175,"March 18, 25",-0.0084165,,,,,
2025-03-17,207.57,211.97,207.57,210.68,207.64,279628,279628,3.11,1.5,209.4475,"March 17, 25",0.015,,,,,
2025-03-14,203.45,207.78,203.45,207.4,204.41,296348,296348,3.95,1.94,205.52,"March 14, 25",0.0194,,,,,
2025-03-13,204.24,206.25,200.77,201.99,199.08,354304,354304,-2.25,-1.1,203.3125,"March 13, 25",-0.011,,,,,
2025-03-12,206.54,210.35,204.6,204.75,201.8,325311,325311,-1.79,-0.86666,206.56,"March 12, 25",-0.0086666,,,,,
2025-03-11,213.1,213.28,204.85,206.01,203.04,314713,314713,-7.09,-3.33,209.31,"March 11, 25",-0.0333,,,,,
2025-03-10,213.82,216.48,211.35,212.4,209.34,387635,387635,-1.42,-0.66411,213.5125,"March 10, 25",-0.0066411,,,,,
2025-03-07,211,215.95,210.39,215.31,212.2,398741,398741,4.31,2.04,213.1625,"March 07, 25",0.0204,,,,,
