date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,adjDividend,paymentDate,dividend,recordDate
2026-01-05,50.31,50.85,49.63,49.735,49.735,8331848,8331848,-0.575,-1.14291,50.07,"January 05, 26",-0.0114291,,,,,
2026-01-02,49.97,50.95,49.72,50.83,50.83,5495965,5495965,0.86,1.72,50.3675,"January 02, 26",0.0172,,,,,
2025-12-31,50.31,50.48,49.85,50.01,50.01,4267727,4267727,-0.3,-0.5963,50.1625,"December 31, 25",-0.005963,,,,,
2025-12-30,50.62,50.74,50.24,50.36,50.36,4752073,4752073,-0.26,-0.51363,50.49,"December 30, 25",-0.0051363,,,,,
2025-12-29,51.46,51.61,50.49,50.81,50.81,5349537,5349537,-0.65,-1.26,51.0925,"December 29, 25",-0.0126,,,,,
2025-12-26,51.69,51.87,51.23,51.39,51.39,3161549,3161549,-0.3,-0.58038,51.545,"December 26, 25",-0.0058038,,,,,
2025-12-24,51,51.68,51,51.65,51.65,1697400,1697400,0.65,1.27,51.3325,"December 24, 25",0.0127,,,,,
2025-12-23,51.75,51.84,50.51,51.08,51.08,4502235,4502235,-0.67,-1.29,51.295,"December 23, 25",-0.0129,,,,,
2025-12-22,51.16,51.8,51.15,51.72,51.72,3529237,3529237,0.56,1.09,51.4575,"December 22, 25",0.0109,,,,,
2025-12-19,52.16,52.26,51.14,51.4,51.4,8307725,8307725,-0.76,-1.46,51.74,"December 19, 25",-0.0146,,,,,
2025-12-18,53.46,53.64,52.1,52.33,52.33,6025500,6025500,-1.13,-2.11,52.8825,"December 18, 25",-0.0211,,,,,
2025-12-17,52.59,53.64,52.53,53.49,53.49,5481902,5481902,0.9,1.71,53.0625,"December 17, 25",0.0171,,,,,
2025-12-16,53.02,53.14,52.3,52.64,52.64,3952001,3952001,-0.38,-0.71671,52.775,"December 16, 25",-0.0071671,,,,,
2025-12-15,52.15,53,51.91,52.93,52.93,5097265,5097265,0.78,1.5,52.4975,"December 15, 25",0.015,,,,,
2025-12-12,52.15,52.38,51.81,51.97,51.97,4515128,4515128,-0.18,-0.34516,52.0775,"December 12, 25",-0.0034516,,,,,
2025-12-11,52.76,53.73,51.55,51.81,51.81,5803611,5803611,-0.95,-1.8,52.4625,"December 11, 25",-0.018,,,,,
2025-12-10,52.54,53.15,52.4,52.86,52.86,6028519,6028519,0.32,0.60906,52.7375,"December 10, 25",0.0060906,,,,,
2025-12-09,53.18,53.79,52.26,52.35,52.35,5130860,5130860,-0.83,-1.56,52.895,"December 09, 25",-0.0156,,,,,
2025-12-08,54.01,54.19,53.24,53.34,53.34,5690929,5690929,-0.67,-1.24,53.695,"December 08, 25",-0.0124,,,,,
2025-12-05,54.45,54.6,53.96,54.08,54.08,3634930,3634930,-0.37,-0.67952,54.2725,"December 05, 25",-0.0067952,,,,,
2025-12-04,54.16,54.58,53.43,54.38,54.38,5061632,5061632,0.22,0.4062,54.1375,"December 04, 25",0.004062,,,,,
2025-12-03,53.58,54.82,53.49,54.07,54.07,5625104,5625104,0.49,0.91452,53.99,"December 03, 25",0.0091452,,,,,
2025-12-02,53.81,53.81,52.96,53.22,53.22,4434187,4434187,-0.59,-1.1,53.45,"December 02, 25",-0.011,,,,,
2025-12-01,54.37,54.94,53.52,53.66,53.66,5810230,5810230,-0.71,-1.31,54.1225,"December 01, 25",-0.0131,,,,,
2025-11-28,54.67,54.86,54.14,54.78,54.78,2111700,2111700,0.11,0.20121,54.6125,"November 28, 25",0.0020121,,,,,
2025-11-26,54.27,55.03,54.2,54.63,54.63,3594967,3594967,0.36,0.66335,54.5325,"November 26, 25",0.0066335,,,,,
2025-11-25,53.11,54.88,53.01,54.42,54.42,5930537,5930537,1.31,2.47,53.855,"November 25, 25",0.0247,,,,,
2025-11-24,53.57,54.09,52.58,53.03,53.03,16174226,16174226,-0.54,-1.01,53.3175,"November 24, 25",-0.0101,2025-11-05,0.23,2025-12-09,0.23,2025-11-24
2025-11-21,52.66,53.97,52.44,52.92,52.69,5548648,5548648,0.26,0.49373,52.9975,"November 21, 25",0.0049373,,,,,
2025-11-20,52.57,53.37,52.25,52.64,52.41,4282924,4282924,0.07,0.13316,52.7075,"November 20, 25",0.0013316,,,,,
2025-11-19,53.56,53.78,52.09,52.54,52.31,5590202,5590202,-1.02,-1.9,52.9925,"November 19, 25",-0.019,,,,,
2025-11-18,52.85,53.86,52.02,53.53,53.3,7977400,7977400,0.68,1.29,53.065,"November 18, 25",0.0129,,,,,
2025-11-17,55.23,55.75,53.37,53.68,53.45,5655334,5655334,-1.55,-2.81,54.5075,"November 17, 25",-0.0281,,,,,
2025-11-14,55.99,56.37,55.35,55.42,55.18,4955300,4955300,-0.57,-1.02,55.7825,"November 14, 25",-0.0102,,,,,
2025-11-13,55.91,56.94,55.8,56.18,55.94,4264400,4264400,0.27,0.48292,56.2075,"November 13, 25",0.0048292,,,,,
2025-11-12,55.88,56.12,54.93,55.98,55.74,4602046,4602046,0.1,0.17895,55.7275,"November 12, 25",0.0017895,,,,,
2025-11-11,55.44,56.94,55.44,55.94,55.7,7143371,7143371,0.505,0.90188,55.94,"November 11, 25",0.0090188,,,,,
2025-11-10,54.21,55.96,53.92,55.46,55.22,6493125,6493125,1.25,2.31,54.8875,"November 10, 25",0.0231,,,,,
2025-11-07,53.22,54.3,53.15,54.27,54.03,3585800,3585800,1.05,1.97,53.735,"November 07, 25",0.0197,,,,,
2025-11-06,53.37,53.72,52.88,53.1,52.87,4611900,4611900,-0.27,-0.5059,53.2675,"November 06, 25",-0.005059,,,,,
2025-11-05,53.21,54.36,53.12,53.92,53.69,5992623,5992623,0.71,1.33,53.6525,"November 05, 25",0.0133,,,,,
2025-11-04,52.49,53.27,52.07,53.05,52.82,4674352,4674352,0.56,1.07,52.72,"November 04, 25",0.0107,,,,,
2025-11-03,54.21,54.21,51.9,52.49,52.26,7643329,7643329,-1.72,-3.17,53.2025,"November 03, 25",-0.0317,,,,,
2025-10-31,53.92,54.26,53.44,54.11,53.87,3834838,3834838,0.19,0.35237,53.9325,"October 31, 25",0.0035237,,,,,
2025-10-30,54.22,54.93,53.52,54.12,53.88,4235273,4235273,-0.1,-0.18443,54.1975,"October 30, 25",-0.0018443,,,,,
2025-10-29,55.18,55.28,53.98,54.24,54,4040952,4040952,-0.94,-1.7,54.67,"October 29, 25",-0.017,,,,,
2025-10-28,55.97,56.17,55.34,55.49,55.25,4042751,4042751,-0.48,-0.8576,55.7425,"October 28, 25",-0.008576,,,,,
2025-10-27,56.27,56.54,55.75,56.37,56.13,4952885,4952885,0.1,0.17771,56.2325,"October 27, 25",0.0017771,,,,,
2025-10-24,57.5,58.2,55.99,56.28,56.04,6354300,6354300,-1.22,-2.12,56.9925,"October 24, 25",-0.0212,,,,,
2025-10-23,53.2,58.21,53.15,56.35,56.1,14800117,14800117,3.15,5.92,55.2275,"October 23, 25",0.0592,,,,,
2025-10-22,54.74,55.2,54.46,54.83,54.59,5468800,5468800,0.09,0.16441,54.8075,"October 22, 25",0.0016441,,,,,
2025-10-21,55,55.56,54.64,54.77,54.53,4686243,4686243,-0.23,-0.41818,54.9925,"October 21, 25",-0.0041818,,,,,
2025-10-20,55.46,55.6,54.65,55.29,55.05,4503200,4503200,-0.17,-0.30653,55.25,"October 20, 25",-0.0030653,,,,,
2025-10-17,55.39,55.61,54.9,55.2,54.96,3386316,3386316,-0.19,-0.34302,55.275,"October 17, 25",-0.0034302,,,,,
2025-10-16,56,56.13,54.89,55.16,54.92,3952704,3952704,-0.84,-1.5,55.545,"October 16, 25",-0.015,,,,,
2025-10-15,55.54,56.58,55.5,55.81,55.57,6635500,6635500,0.27,0.48614,55.8575,"October 15, 25",0.0048614,,,,,
2025-10-14,54.64,55.72,54.45,55.48,55.24,3767426,3767426,0.84,1.54,55.0725,"October 14, 25",0.0154,,,,,
2025-10-13,54.37,55.27,54.3,54.91,54.67,5175600,5175600,0.54,0.99319,54.7125,"October 13, 25",0.0099319,,,,,
2025-10-10,54.46,54.73,53.5,54.24,54,6007053,6007053,-0.22,-0.40397,54.2325,"October 10, 25",-0.0040397,,,,,
2025-10-09,55.34,56.15,53.71,54.22,53.98,6383410,6383410,-1.12,-2.02,54.855,"October 09, 25",-0.0202,,,,,
2025-10-08,53.69,54.35,53.27,53.92,53.69,4646400,4646400,0.23,0.42839,53.8075,"October 08, 25",0.0042839,,,,,
2025-10-07,54.59,54.78,53.26,53.71,53.48,4918810,4918810,-0.875,-1.61,54.085,"October 07, 25",-0.0161,,,,,
2025-10-06,55.81,56.06,54.66,54.69,54.45,3802362,3802362,-1.12,-2.01,55.305,"October 06, 25",-0.0201,,,,,
2025-10-03,56.1,56.28,55.43,55.83,55.59,3016049,3016049,-0.27,-0.48128,55.91,"October 03, 25",-0.0048128,,,,,
2025-10-02,55.71,56.49,55.52,56.23,55.99,3875400,3875400,0.52,0.93341,55.9875,"October 02, 25",0.0093341,,,,,
2025-10-01,56.92,57.49,55.89,55.92,55.68,5747538,5747538,-1,-1.76,56.555,"October 01, 25",-0.0176,,,,,
2025-09-30,56.69,57.08,56.03,56.87,56.62,5084689,5084689,0.18,0.31752,56.6675,"September 30, 25",0.0031752,,,,,
2025-09-29,56.66,56.79,55.98,56.69,56.44,3572103,3572103,0.03,0.05294741,56.53,"September 29, 25",0.0005294741,,,,,
2025-09-26,56.5,56.81,56.18,56.52,56.27,2999500,2999500,0.02,0.03539823,56.5025,"September 26, 25",0.0003539823,,,,,
2025-09-25,57.1,57.2,56.23,56.42,56.17,4254657,4254657,-0.68,-1.19,56.7375,"September 25, 25",-0.0119,,,,,
2025-09-24,58.25,58.28,57.22,57.35,57.1,4808908,4808908,-0.9,-1.55,57.775,"September 24, 25",-0.0155,,,,,
2025-09-23,58.31,58.68,58.06,58.56,58.31,3024500,3024500,0.25,0.42874,58.4025,"September 23, 25",0.0042874,,,,,
2025-09-22,59.49,59.64,58.11,58.14,57.89,4335700,4335700,-1.35,-2.27,58.845,"September 22, 25",-0.0227,,,,,
2025-09-19,60.04,60.15,59.04,59.66,59.4,6769900,6769900,-0.38,-0.63291,59.7225,"September 19, 25",-0.0063291,,,,,
2025-09-18,59.61,60.37,59.3,59.87,59.61,4153880,4153880,0.26,0.43617,59.7875,"September 18, 25",0.0043617,,,,,
2025-09-17,59.19,60.01,58.89,59.1,58.84,3551638,3551638,-0.09,-0.15205,59.2975,"September 17, 25",-0.0015205,,,,,
2025-09-16,59.55,59.83,58.48,58.99,58.73,5254500,5254500,-0.56,-0.94039,59.2125,"September 16, 25",-0.0094039,,,,,
2025-09-15,60.53,60.86,59.55,59.61,59.35,6271000,6271000,-0.92,-1.52,60.1375,"September 15, 25",-0.0152,,,,,
2025-09-12,59.7,60.65,59.58,60.61,60.35,4395312,4395312,0.91,1.52,60.135,"September 12, 25",0.0152,,,,,
2025-09-11,58.54,60.26,58.47,60.02,59.76,3798810,3798810,1.48,2.53,59.3225,"September 11, 25",0.0253,,,,,
2025-09-10,58.74,59.15,58.25,58.45,58.2,3129300,3129300,-0.285,-0.4937,58.6475,"September 10, 25",-0.004937,,,,,
2025-09-09,59.8,59.96,58.82,59.08,58.82,3722296,3722296,-0.72,-1.2,59.415,"September 09, 25",-0.012,,,,,
2025-09-08,60.36,60.46,59.12,60.09,59.83,5475454,5475454,-0.27,-0.44732,60.0075,"September 08, 25",-0.0044732,,,,,
2025-09-05,60.78,60.87,60.06,60.52,60.26,3211873,3211873,-0.26,-0.42777,60.5575,"September 05, 25",-0.0042777,,,,,
2025-09-04,60.36,60.83,60.17,60.64,60.38,4677236,4677236,0.28,0.46388,60.5,"September 04, 25",0.0046388,,,,,
2025-09-03,61.31,61.55,59.99,60.14,59.88,6107752,6107752,-1.17,-1.91,60.7475,"September 03, 25",-0.0191,,,,,
2025-09-02,61.71,62.26,61.35,61.52,61.25,3230685,3230685,-0.19,-0.30789,61.71,"September 02, 25",-0.0030789,,,,,
2025-08-29,62.65,62.87,61.63,61.76,61.49,5217421,5217421,-0.89,-1.42,62.2275,"August 29, 25",-0.0142,,,,,
2025-08-28,62.3,62.74,61.64,62.65,62.38,3708319,3708319,0.35,0.5618,62.3325,"August 28, 25",0.005618,,,,,
2025-08-27,61.85,62.89,61.8,62.38,62.11,3587822,3587822,0.53,0.85691,62.23,"August 27, 25",0.0085691,,,,,
2025-08-26,61.53,61.87,61.12,61.69,61.42,4276520,4276520,0.16,0.26004,61.5525,"August 26, 25",0.0026004,,,,,
2025-08-25,61.46,62.21,61.01,61.52,61.25,3261812,3261812,0.06,0.09762447,61.55,"August 25, 25",0.0009762447,2025-08-06,0.23,2025-09-09,0.23,2025-08-25
2025-08-22,61.35,61.69,61.01,61.61,61.11,3230200,3230200,0.26,0.4238,61.415,"August 22, 25",0.004238,,,,,
2025-08-21,60.8,61.28,60.5,61,60.5,2627602,2627602,0.2,0.32895,60.895,"August 21, 25",0.0032895,,,,,
2025-08-20,62.3,62.3,60.95,61.03,60.53,3477584,3477584,-1.27,-2.04,61.645,"August 20, 25",-0.0204,,,,,
2025-08-19,61.24,62.65,61.24,62.28,61.77,4393143,4393143,1.04,1.7,61.8525,"August 19, 25",0.017,,,,,
2025-08-18,60.65,61.73,60.65,61.1,60.6,5653020,5653020,0.45,0.74196,61.0325,"August 18, 25",0.0074196,,,,,
2025-08-15,59.83,60.55,59.79,60.49,60,3901627,3901627,0.66,1.1,60.165,"August 15, 25",0.011,,,,,
2025-08-14,58.89,59.89,58.52,59.69,59.21,3984346,3984346,0.8,1.36,59.2475,"August 14, 25",0.0136,,,,,
2025-08-13,59.45,59.94,59.06,59.73,59.24,5140701,5140701,0.28,0.47098,59.545,"August 13, 25",0.0047098,,,,,
2025-08-12,59.46,60.18,58.9,59.3,58.82,4822204,4822204,-0.16,-0.26909,59.46,"August 12, 25",-0.0026909,,,,,
2025-08-11,59.37,59.92,58.85,59.53,59.05,4850178,4850178,0.16,0.2695,59.4175,"August 11, 25",0.002695,,,,,
2025-08-08,60.03,60.17,59.17,59.26,58.78,3277600,3277600,-0.77,-1.28,59.6575,"August 08, 25",-0.0128,,,,,
2025-08-07,60.5,60.8,59.49,60.02,59.53,2961500,2961500,-0.48,-0.79339,60.2025,"August 07, 25",-0.0079339,,,,,
2025-08-06,59.72,60.41,59.15,60.25,59.76,3831545,3831545,0.535,0.88747,59.8825,"August 06, 25",0.0088747,,,,,
2025-08-05,59.51,60.06,59.22,59.77,59.28,3357667,3357667,0.26,0.4369,59.64,"August 05, 25",0.004369,,,,,
2025-08-04,57.63,59.53,57.48,59.5,59.02,5391384,5391384,1.87,3.24,58.535,"August 04, 25",0.0324,,,,,
2025-08-01,57.02,57.67,55.49,57.63,57.16,5505392,5505392,0.615,1.07,56.9525,"August 01, 25",0.0107,,,,,
2025-07-31,57.43,58.17,56.73,56.95,56.49,4179443,4179443,-0.48,-0.8358,57.32,"July 31, 25",-0.008358,,,,,
2025-07-30,58.74,58.74,57.5,57.83,57.36,4556503,4556503,-0.91,-1.55,58.2025,"July 30, 25",-0.0155,,,,,
2025-07-29,58.11,59.19,57.93,58.59,58.11,6467065,6467065,0.48,0.82602,58.455,"July 29, 25",0.0082602,,,,,
2025-07-28,59,59.25,57.78,58.11,57.64,7983206,7983206,-0.89,-1.51,58.535,"July 28, 25",-0.0151,,,,,
2025-07-25,59.56,59.82,58.52,59.33,58.85,7589247,7589247,-0.23,-0.38617,59.3075,"July 25, 25",-0.0038617,,,,,
2025-07-24,63.96,63.99,57.98,59.34,58.86,15356137,15356137,-4.62,-7.22,61.3175,"July 24, 25",-0.0722,,,,,
2025-07-23,59.25,60.44,58.41,59.62,59.14,10420310,10420310,0.37,0.62447,59.43,"July 23, 25",0.0062447,,,,,
2025-07-22,57.35,59.15,57.17,58.98,58.5,4773884,4773884,1.63,2.84,58.1625,"July 22, 25",0.0284,,,,,
2025-07-21,56.85,57.96,56.84,57.41,56.94,4681658,4681658,0.56,0.98505,57.265,"July 21, 25",0.0098505,,,,,
2025-07-18,57.09,57.12,55.98,56.58,56.12,4284623,4284623,-0.51,-0.89333,56.6925,"July 18, 25",-0.0089333,,,,,
2025-07-17,56.1,56.95,56.1,56.83,56.37,3863999,3863999,0.73,1.3,56.495,"July 17, 25",0.013,,,,,
2025-07-16,56.66,56.67,54.69,56.04,55.58,6088940,6088940,-0.62,-1.09,56.015,"July 16, 25",-0.0109,,,,,
2025-07-15,58.03,58.36,56.32,56.34,55.88,7496389,7496389,-1.68,-2.91,57.2625,"July 15, 25",-0.0291,,,,,
2025-07-14,56.55,58.07,56.45,58.04,57.57,4502317,4502317,1.49,2.63,57.2775,"July 14, 25",0.0263,,,,,
2025-07-11,57.06,57.31,56.7,56.79,56.33,5881201,5881201,-0.265,-0.47319,56.965,"July 11, 25",-0.0047319,,,,,
2025-07-10,57.02,58.06,56.81,57.44,56.97,5024117,5024117,0.42,0.73658,57.3325,"July 10, 25",0.0073658,,,,,
2025-07-09,56.84,57.32,56.34,57.21,56.75,4659987,4659987,0.37,0.65095,56.9275,"July 09, 25",0.0065095,,,,,
2025-07-08,56.56,56.86,55.46,56.77,56.31,5314647,5314647,0.21,0.37129,56.4125,"July 08, 25",0.0037129,,,,,
2025-07-07,54.65,56.9,54.64,56.76,56.3,8825415,8825415,2.11,3.86,55.7375,"July 07, 25",0.0386,,,,,
2025-07-03,55.14,55.14,54.18,54.63,54.19,2938400,2938400,-0.51,-0.92492,54.7725,"July 03, 25",-0.0092492,,,,,
2025-07-02,54.16,55.45,54.01,55.14,54.69,6040072,6040072,0.98,1.81,54.69,"July 02, 25",0.0181,,,,,
2025-07-01,52.46,54.58,52.25,54.08,53.64,7108335,7108335,1.62,3.09,53.3425,"July 01, 25",0.0309,,,,,
2025-06-30,51.72,52.9,51.28,52.77,52.34,5371780,5371780,1.05,2.03,52.1675,"June 30, 25",0.0203,,,,,
2025-06-27,52,52.51,51.34,51.71,51.29,9816900,9816900,-0.29,-0.55769,51.89,"June 27, 25",-0.0055769,,,,,
2025-06-26,53,53.03,51.57,51.84,51.42,5582117,5582117,-1.16,-2.19,52.36,"June 26, 25",-0.0219,,,,,
2025-06-25,53.4,53.41,52.43,52.8,52.37,7495900,7495900,-0.6,-1.12,53.01,"June 25, 25",-0.0112,,,,,
2025-06-24,52.44,53.62,52.2,53.51,53.08,10189884,10189884,1.07,2.04,52.9425,"June 24, 25",0.0204,,,,,
2025-06-23,52.67,53.74,52.49,53.66,53.22,4457668,4457668,0.99,1.88,53.14,"June 23, 25",0.0188,,,,,
2025-06-20,52.37,52.68,51.88,52.52,52.09,5733400,5733400,0.15,0.28642,52.3625,"June 20, 25",0.0028642,,,,,
2025-06-18,51.09,52.38,51.01,52.03,51.61,4237600,4237600,0.94,1.84,51.6275,"June 18, 25",0.0184,,,,,
2025-06-17,51.31,52.05,50.66,50.98,50.57,4923731,4923731,-0.325,-0.64315,51.25,"June 17, 25",-0.0064315,,,,,
2025-06-16,52.11,52.15,51.39,51.69,51.27,4224133,4224133,-0.42,-0.80599,51.835,"June 16, 25",-0.0080599,,,,,
2025-06-13,51.48,51.89,51.09,51.54,51.12,3688306,3688306,0.06,0.11655,51.5,"June 13, 25",0.0011655,,,,,
2025-06-12,51.21,52.09,50.99,51.74,51.32,4552046,4552046,0.53,1.03,51.5075,"June 12, 25",0.0103,,,,,
2025-06-11,51.55,51.9,50.88,51.31,50.89,4279200,4279200,-0.24,-0.46557,51.41,"June 11, 25",-0.0046557,,,,,
2025-06-10,50.64,51.52,50.5,51.48,51.06,5136621,5136621,0.84,1.66,51.035,"June 10, 25",0.0166,,,,,
2025-06-09,50.95,51.07,50.2,50.51,50.1,4970100,4970100,-0.44,-0.86359,50.6825,"June 09, 25",-0.0086359,,,,,
2025-06-06,51.77,51.98,50.61,50.94,50.53,6995107,6995107,-0.83,-1.6,51.325,"June 06, 25",-0.016,,,,,
2025-06-05,49.36,52.03,49.36,51.45,51.03,10694436,10694436,2.09,4.23,50.55,"June 05, 25",0.0423,,,,,
2025-06-04,49.25,50.22,49.08,49.34,48.94,7022216,7022216,0.09,0.18274,49.4725,"June 04, 25",0.0018274,,,,,
2025-06-03,47.93,49.22,47.85,49.05,48.65,7440847,7440847,1.12,2.34,48.5125,"June 03, 25",0.0234,,,,,
2025-06-02,48.04,48.08,47.24,47.86,47.47,6610946,6610946,-0.18,-0.37469,47.805,"June 02, 25",-0.0037469,,,,,
2025-05-30,49,49.26,48.25,48.4,48.01,7785250,7785250,-0.6,-1.22,48.7275,"May 30, 25",-0.0122,,,,,
2025-05-29,49.19,49.79,48.52,48.97,48.57,5663802,5663802,-0.22,-0.44725,49.1175,"May 29, 25",-0.0044725,,,,,
2025-05-28,50.13,50.32,48.93,49.06,48.66,5199503,5199503,-1.07,-2.13,49.61,"May 28, 25",-0.0213,2025-05-14,0.23,2025-06-10,0.23,2025-05-28
2025-05-27,50.14,50.81,49.91,50.38,49.74,6118246,6118246,0.24,0.47866,50.31,"May 27, 25",0.0047866,,,,,
2025-05-23,49.21,49.98,49.11,49.7,49.07,3690154,3690154,0.49,0.99573,49.5,"May 23, 25",0.0099573,,,,,
2025-05-22,50.05,50.13,48.91,49.67,49.04,4831000,4831000,-0.38,-0.75924,49.69,"May 22, 25",-0.0075924,,,,,
2025-05-21,51.15,51.15,49.94,50.04,49.4,5460800,5460800,-1.11,-2.17,50.57,"May 21, 25",-0.0217,,,,,
2025-05-20,52.75,53.04,51.39,51.6,50.94,4914000,4914000,-1.15,-2.18,52.195,"May 20, 25",-0.0218,,,,,
2025-05-19,52.55,53.19,52.25,52.91,52.24,4766100,4766100,0.36,0.68506,52.725,"May 19, 25",0.0068506,,,,,
2025-05-16,52.17,53.14,51.93,52.99,52.32,5247100,5247100,0.82,1.57,52.5575,"May 16, 25",0.0157,,,,,
2025-05-15,51.38,52.18,51.03,52.17,51.51,5637702,5637702,0.79,1.54,51.69,"May 15, 25",0.0154,,,,,
2025-05-14,52.19,52.31,51.32,51.38,50.73,6486506,6486506,-0.81,-1.55,51.8,"May 14, 25",-0.0155,,,,,
2025-05-13,52.63,52.88,51.68,52.31,51.65,9814542,9814542,-0.32,-0.60802,52.375,"May 13, 25",-0.0060802,,,,,
2025-05-12,52.47,53.21,52.05,52.72,52.05,6582100,6582100,0.25,0.47646,52.6125,"May 12, 25",0.0047646,,,,,
2025-05-09,51.45,51.65,50.54,51.3,50.65,3590135,3590135,-0.15,-0.29155,51.235,"May 09, 25",-0.0029155,,,,,
2025-05-08,51.18,51.95,50.86,51.42,50.77,4164200,4164200,0.24,0.46893,51.3525,"May 08, 25",0.0046893,,,,,
2025-05-07,51.29,51.52,50.42,50.96,50.31,4106840,4106840,-0.33,-0.6434,51.0475,"May 07, 25",-0.006434,,,,,
2025-05-06,51.01,51.21,50.66,51.02,50.37,3519100,3519100,0.01,0.019604,50.975,"May 06, 25",0.00019604,,,,,
2025-05-05,50.82,51.57,50.55,51.24,50.59,4759244,4759244,0.42,0.82645,51.045,"May 05, 25",0.0082645,,,,,
2025-05-02,50.91,51.53,50.39,50.84,50.19,6274551,6274551,-0.07,-0.1375,50.9175,"May 02, 25",-0.001375,,,,,
2025-05-01,49.94,50.63,49.18,50.35,49.71,5554500,5554500,0.41,0.82099,50.025,"May 01, 25",0.0082099,,,,,
2025-04-30,49.6,50.88,49.35,50.62,49.98,10114513,10114513,1.02,2.06,50.1125,"April 30, 25",0.0206,,,,,
2025-04-29,48.62,49.94,48.41,49.87,49.24,3468600,3468600,1.25,2.57,49.21,"April 29, 25",0.0257,,,,,
2025-04-28,49.92,50.32,48.25,49,48.38,6417646,6417646,-0.92,-1.84,49.3725,"April 28, 25",-0.0184,,,,,
2025-04-25,49.21,50.13,48.95,49.92,49.29,6949036,6949036,0.71,1.44,49.5525,"April 25, 25",0.0144,,,,,
2025-04-24,48.1,49.12,46.85,49,48.38,12588203,12588203,0.905,1.87,48.2675,"April 24, 25",0.0187,,,,,
2025-04-23,51.68,52.15,50.45,50.73,50.09,6627980,6627980,-0.95,-1.84,51.2525,"April 23, 25",-0.0184,,,,,
2025-04-22,49.84,51.11,49.84,50.28,49.64,5938108,5938108,0.44,0.88283,50.2675,"April 22, 25",0.0088283,,,,,
2025-04-21,50.19,50.33,48.9,49.59,48.96,5128302,5128302,-0.6,-1.2,49.7525,"April 21, 25",-0.012,,,,,
2025-04-17,49.61,50.5,49.49,50.16,49.52,4481931,4481931,0.55,1.11,49.94,"April 17, 25",0.0111,,,,,
2025-04-16,51,51.08,49.24,49.36,48.73,4745217,4745217,-1.64,-3.22,50.17,"April 16, 25",-0.0322,,,,,
2025-04-15,52.27,52.27,50.82,51,50.35,4318611,4318611,-1.27,-2.43,51.59,"April 15, 25",-0.0243,,,,,
2025-04-14,52.29,52.72,51.57,52.17,51.51,3863700,3863700,-0.12,-0.22949,52.1875,"April 14, 25",-0.0022949,,,,,
2025-04-11,51.27,51.85,49.7,51.67,51.01,4342043,4342043,0.4,0.78018,51.1225,"April 11, 25",0.0078018,,,,,
2025-04-10,50.96,52.05,50.05,51.32,50.67,5802985,5802985,0.36,0.70644,51.095,"April 10, 25",0.0070644,,,,,
2025-04-09,47.27,51.7,46.97,51.38,50.73,7510231,7510231,4.11,8.69,49.33,"April 09, 25",0.0869,,,,,
2025-04-08,50.63,50.84,47.42,48.02,47.41,8788118,8788118,-2.61,-5.16,49.2275,"April 08, 25",-0.0516,,,,,
2025-04-07,50.17,52.3,48.82,49.35,48.72,9293446,9293446,-0.82,-1.63,50.16,"April 07, 25",-0.0163,,,,,
2025-04-04,53.51,55.8,52.29,52.4,51.73,7533536,7533536,-1.11,-2.07,53.5,"April 04, 25",-0.0207,,,,,
2025-04-03,55.64,56.19,54.62,55.77,55.06,7008590,7008590,0.13,0.23364,55.555,"April 03, 25",0.0023364,,,,,
2025-04-02,54.56,55.95,54.25,55.62,54.91,3245900,3245900,1.06,1.94,55.095,"April 02, 25",0.0194,,,,,
2025-04-01,54.89,55.44,54.53,55.13,54.43,4992111,4992111,0.24,0.43724,54.9975,"April 01, 25",0.0043724,,,,,
2025-03-31,53.54,55.42,53.47,55.1,54.4,7950217,7950217,1.56,2.91,54.3825,"March 31, 25",0.0291,,,,,
2025-03-28,54.08,54.21,53.32,53.47,52.79,3599700,3599700,-0.61,-1.13,53.77,"March 28, 25",-0.0113,,,,,
2025-03-27,53.91,54.69,53.5,54.16,53.47,4651525,4651525,0.25,0.46374,54.065,"March 27, 25",0.0046374,,,,,
2025-03-26,52.92,54.07,52.86,53.87,53.19,2454579,2454579,0.95,1.8,53.43,"March 26, 25",0.018,,,,,
2025-03-25,53.38,53.72,52.51,52.83,52.16,3243492,3243492,-0.55,-1.03,53.11,"March 25, 25",-0.0103,,,,,
2025-03-24,52.98,53.63,52.78,53.53,52.85,3391300,3391300,0.55,1.04,53.23,"March 24, 25",0.0104,,,,,
2025-03-21,51.65,52.54,51.11,52.46,51.79,6332723,6332723,0.81,1.57,51.94,"March 21, 25",0.0157,,,,,
2025-03-20,52.58,53.1,51.79,51.84,51.18,3084829,3084829,-0.74,-1.41,52.3275,"March 20, 25",-0.0141,,,,,
2025-03-19,52.98,53.09,51.95,52.8,52.13,3503754,3503754,-0.18,-0.33975,52.705,"March 19, 25",-0.0033975,,,,,
2025-03-18,52.84,52.86,52.26,52.65,51.98,2649548,2649548,-0.19,-0.35958,52.6525,"March 18, 25",-0.0035958,,,,,
2025-03-17,52.23,53.47,51.88,53.13,52.46,7407848,7407848,0.9,1.72,52.6775,"March 17, 25",0.0172,,,,,
2025-03-14,52.33,52.41,51.49,51.83,51.17,4445381,4445381,-0.5,-0.95547,52.015,"March 14, 25",-0.0095547,,,,,
