date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,change,changeOverTime,changePercent,high,close,unadjustedVolume,adjClose,vwap,volume,low,open
2024-12-23,"December 23, 24",,,,,,0.5,0.0063468,0.63468,79.35,79.28,2495828,79.14,78.735,2495828,77.53,78.78
2024-12-20,"December 20, 24",,,,,,1.34,0.0173,1.73,79.03,78.91,11179900,78.77,78.1,11179900,76.89,77.57
2024-12-19,"December 19, 24",,,,,,0.12,0.0015522,0.15522,78.18,77.43,3385706,77.29,77.4675,3385706,76.95,77.31
2024-12-18,"December 18, 24",,,,,,-2.28,-0.0287,-2.87,80.37,77.09,3264100,76.95,78.4525,3264100,76.98,79.37
2024-12-17,"December 17, 24",,,,,,-1.09,-0.0136,-1.36,80.83,79.25,3557126,79.11,79.9075,3557126,79.21,80.34
2024-12-16,"December 16, 24",,,,,,-0.47,-0.0058197,-0.58197,81.78,80.29,2909202,80.15,80.73,2909202,80.09,80.76
2024-12-13,"December 13, 24",,,,,,-0.3,-0.0036855,-0.36855,81.49,81.1,2836005,80.96,81.1525,2836005,80.62,81.4
2024-12-12,"December 12, 24",,,,,,-0.7,-0.0085024,-0.85024,82.62,81.63,2370000,81.49,81.855,2370000,80.84,82.33
2024-12-11,"December 11, 24",,,,,,0.7,0.0085314,0.85314,83.33,82.75,3890181,82.6,82.4775,3890181,81.78,82.05
2024-12-10,"December 10, 24",,,,,,-0.06,-0.0007279786,-0.07279786,83,82.36,3124718,82.22,82.3575,3124718,81.65,82.42
2024-12-09,"December 09, 24",,,,,,0.54,0.0066372,0.66372,82.12,81.9,2373011,81.76,81.61,2373011,81.06,81.36
2024-12-06,"December 06, 24",,,,,,-0.13,-0.0015976,-0.15976,81.97,81.24,3177200,81.1,81.2625,3177200,80.47,81.37
2024-12-05,"December 05, 24",,,,,,-1.2,-0.0144,-1.44,83.33,81.57,2269264,81.43,82.255,2269264,81.36,82.76
2024-12-04,"December 04, 24",,,,,,0.39,0.0047204,0.47204,83.21,83.01,1932890,82.86,82.835,1932890,82.5,82.62
2024-12-03,"December 03, 24",,,,,,0.09,0.0010912,0.10912,83.06,82.57,2026825,82.42,82.535,2026825,82.03,82.48
2024-12-02,"December 02, 24",,,,,,0.19,0.0022922,0.22922,83.25,83.08,2247037,82.93,82.9025,2247037,82.39,82.89
2024-11-29,"November 29, 24",,,,,,-0.03,-0.0003603604,-0.03603604,83.51,83.22,1277723,83.07,83.2175,1277723,82.89,83.25
2024-11-27,"November 27, 24",,,,,,0.15,0.0018105,0.18105,83.91,83,1808000,82.85,83.12,1808000,82.72,82.85
2024-11-26,"November 26, 24",,,,,,-0.27,-0.0032617,-0.32617,83.43,82.51,2040900,82.36,82.7775,2040900,82.39,82.78
2024-11-25,"November 25, 24",,,,,,-0.7,-0.0083973,-0.83973,83.5,82.66,5273312,82.51,82.855,5273312,81.9,83.36
2024-11-22,"November 22, 24",,,,,,0.48,0.0058565,0.58565,82.58,82.44,5934944,82.29,81.885,5934944,80.56,81.96
2024-11-21,"November 21, 24",,,,,,-2.6,-0.0307,-3.07,85.26,82,4930600,81.86,83.425,4930600,81.84,84.6
2024-11-20,"November 20, 24",,,,,,2.4,0.0291,2.91,85.29,84.9,6103400,84.75,83.775,6103400,82.41,82.5
2024-11-19,"November 19, 24",,,,,,0.52,0.0063415,0.63415,83.23,82.52,2513692,82.37,82.365,2513692,81.71,82
2024-11-18,"November 18, 24",,,,,,0.82,0.01,1,83.48,82.72,2918399,82.57,82.4975,2918399,81.89,81.9
2024-11-15,"November 15, 24",,,,,,-1.05,-0.0127,-1.27,82.82,81.76,3768443,81.62,82.2275,3768443,81.52,82.81
2024-11-14,"November 14, 24",,,,,,-0.73,-0.0087268,-0.87268,84.69,82.92,3061123,82.77,83.49,3061123,82.7,83.65
2024-11-13,"November 13, 24",,,,,,-0.94,-0.011,-1.1,85.41,84.18,3014959,84.03,84.4925,3014959,83.26,85.12
2024-11-12,"November 12, 24",,,,,,-0.5,-0.0058534,-0.58534,85.91,84.92,3918925,84.77,85.2425,3918925,84.72,85.42
2024-11-11,"November 11, 24",,,,,,-1.61,-0.0185,-1.85,87.15,85.39,4367180,85.24,86.0025,4367180,84.47,87
2024-11-08,"November 08, 24",,,,,,-2.86,-0.0322,-3.22,89.11,85.94,10190544,85.79,87.4225,10190544,85.84,88.8
2024-11-07,"November 07, 24",,,,,,1.22,0.014,1.4,88.88,88.33,2497321,88.17,87.815,2497321,86.94,87.11
2024-11-06,"November 06, 24",,,,,,-3.14,-0.0349,-3.49,90,86.78,4163100,86.63,87.945,4163100,85.08,89.92
2024-11-05,"November 05, 24",,,,,,1.36,0.0157,1.57,88.19,88.17,1656400,88.01,87.495,1656400,86.81,86.81
2024-11-04,"November 04, 24",,,,,,-0.61,-0.0069635,-0.69635,87.92,86.99,1431700,86.84,87.265,1431700,86.55,87.6
2024-11-01,"November 01, 24",,,,,,-0.26,-0.0029813,-0.29813,88.44,86.95,3383485,86.8,87.33,3383485,86.72,87.21
2024-10-31,"October 31, 24",,,,,,1.23,0.0143,1.43,88.15,87.35,3259515,87.2,86.905,3259515,86,86.12
2024-10-30,"October 30, 24",,,,,,-2.53,-0.0282,-2.82,90.16,87.2,4700441,87.05,88.2225,4700441,85.8,89.73
2024-10-29,"October 29, 24",,,,,,-0.39,-0.0045529,-0.45529,86.7,85.27,3762314,85.12,85.66,3762314,85.01,85.66
2024-10-28,"October 28, 24",,,,,,-0.73,-0.0084237,-0.84237,86.97,85.93,4223700,85.78,86.115,4223700,84.9,86.66
2024-10-25,"October 25, 24",,,,,,-0.84,-0.0094107,-0.94107,89.65,88.42,2035620,88.26,88.9075,2035620,88.3,89.26
2024-10-24,"October 24, 24",,,,,,-0.66,-0.0073694,-0.73694,89.98,88.9,1291986,88.74,89.26,1291986,88.6,89.56
2024-10-23,"October 23, 24",,,,,,0.64,0.0072194,0.72194,90.36,89.29,2116660,89.13,89.1025,2116660,88.11,88.65
2024-10-22,"October 22, 24",,,,,,0.05,0.0005601613,0.05601613,89.56,89.31,2210200,89.15,88.9575,2210200,87.7,89.26
2024-10-21,"October 21, 24",,,,,,-1.09,-0.012,-1.2,91.45,89.8,1675400,89.64,90.415,1675400,89.52,90.89
2024-10-18,"October 18, 24",0.03,0.03,2024-10-18,2024-11-15,2024-09-18,1.28,0.0142,1.42,91.58,91.34,1609532,91.18,90.7425,1609532,89.99,90.06
2024-10-17,"October 17, 24",,,,,,0.08,0.0008816399,0.08816399,90.92,90.82,1711160,90.63,90.685,1711160,90.26,90.74
2024-10-16,"October 16, 24",,,,,,-0.82,-0.009007,-0.9007,91.12,90.22,1823272,90.03,90.5875,1823272,89.97,91.04
2024-10-15,"October 15, 24",,,,,,-1.18,-0.0128,-1.28,91.96,90.71,2474300,90.52,91.2925,2474300,90.61,91.89
2024-10-14,"October 14, 24",,,,,,0.57,0.0062603,0.62603,91.8,91.62,1342815,91.43,91.26,1342815,90.57,91.05
2024-10-11,"October 11, 24",,,,,,0.35,0.0038597,0.38597,91.61,91.03,1372100,90.84,90.9275,1372100,90.39,90.68
2024-10-10,"October 10, 24",,,,,,-0.05,-0.0005537099,-0.05537099,90.86,90.25,2269401,90.06,90.3025,2269401,89.8,90.3
2024-10-09,"October 09, 24",,,,,,-0.03,-0.0003303965,-0.03303965,91.02,90.77,2122999,90.58,90.6475,2122999,90,90.8
2024-10-08,"October 08, 24",,,,,,0.45,0.0049867,0.49867,91.02,90.69,2075531,90.5,90.4525,2075531,89.86,90.24
2024-10-07,"October 07, 24",,,,,,-0.94,-0.0103,-1.03,91.3,90.06,2623422,89.87,90.52,2623422,89.72,91
2024-10-04,"October 04, 24",,,,,,0.78,0.0086055,0.86055,91.47,91.42,1988678,91.23,90.8625,1988678,89.92,90.64
2024-10-03,"October 03, 24",,,,,,-0.63,-0.0069606,-0.69606,90.84,89.88,2592900,89.69,90.1875,2592900,89.52,90.51
2024-10-02,"October 02, 24",,,,,,-0.59,-0.0064389,-0.64389,92.48,91.04,1763483,90.85,91.53,1763483,90.97,91.63
2024-10-01,"October 01, 24",,,,,,-2.15,-0.0229,-2.29,93.82,91.67,2615413,91.48,92.615,2615413,91.15,93.82
2024-09-30,"September 30, 24",,,,,,1.34,0.0145,1.45,94.32,93.85,3977633,93.65,93.2675,3977633,92.39,92.51
2024-09-27,"September 27, 24",,,,,,-0.69,-0.007445,-0.7445,94.55,91.99,12623820,91.8,92.7775,12623820,91.89,92.68
2024-09-26,"September 26, 24",,,,,,1.47,0.0162,1.62,92.72,92.49,5273200,92.3,91.4025,5273200,89.38,91.02
2024-09-25,"September 25, 24",,,,,,0.22,0.0023709,0.23709,93.53,93.01,4044715,92.82,92.87,4044715,92.15,92.79
2024-09-24,"September 24, 24",,,,,,1.21,0.0133,1.33,92.34,92.21,3537826,92.02,91.3375,3537826,89.8,91
2024-09-23,"September 23, 24",,,,,,0.38,0.0041989,0.41989,91.61,90.88,2908847,90.69,90.83,2908847,90.33,90.5
2024-09-20,"September 20, 24",,,,,,-0.07,-0.0007747648,-0.07747648,91.13,90.28,9492449,90.09,90.34,9492449,89.6,90.35
2024-09-19,"September 19, 24",,,,,,0.95,0.0106,1.06,90.79,90.62,3128277,90.43,89.9625,3128277,88.77,89.67
2024-09-18,"September 18, 24",,,,,,1.11,0.0127,1.27,89.69,88.53,3508400,88.34,88.16,3508400,87,87.42
2024-09-17,"September 17, 24",,,,,,0.15,0.0017313,0.17313,88.19,86.79,3144354,86.61,86.9925,3144354,86.35,86.64
2024-09-16,"September 16, 24",,,,,,-0.51,-0.005852,-0.5852,87.25,86.64,4680378,86.46,86.725,4680378,85.86,87.15
2024-09-13,"September 13, 24",,,,,,0.3,0.0034638,0.34638,87.15,86.91,10515108,86.73,86.595,10515108,85.71,86.61
2024-09-12,"September 12, 24",,,,,,0.44,0.0050563,0.50563,87.47,87.46,1394303,87.28,86.9975,1394303,86.04,87.02
2024-09-11,"September 11, 24",,,,,,1.93,0.0226,2.26,87.41,87.19,2630444,87.01,85.75,2630444,83.14,85.26
2024-09-10,"September 10, 24",,,,,,0.34,0.0039901,0.39901,85.73,85.55,1558900,85.37,85.3325,1558900,84.84,85.21
2024-09-09,"September 09, 24",,,,,,-0.24,-0.0028116,-0.28116,86.46,85.12,1659805,84.94,85.415,1659805,84.72,85.36
2024-09-06,"September 06, 24",,,,,,-2.14,-0.0245,-2.45,87.75,85.09,2696523,84.91,86.27,2696523,85.01,87.23
2024-09-05,"September 05, 24",,,,,,-0.11,-0.0012586,-0.12586,88.5,87.29,2321000,87.11,87.4675,2321000,86.68,87.4
2024-09-04,"September 04, 24",,,,,,3.34,0.0397,3.97,87.72,87.55,2008000,87.37,85.9225,2008000,84.21,84.21
2024-09-03,"September 03, 24",,,,,,0.24,0.0028382,0.28382,85.57,84.8,1963912,84.62,84.815,1963912,84.33,84.56
2024-08-30,"August 30, 24",,,,,,0.37,0.0043813,0.43813,84.88,84.82,1838607,84.64,84.435,1838607,83.59,84.45
2024-08-29,"August 29, 24",,,,,,-0.17,-0.0020178,-0.20178,85,84.08,1264817,83.9,84.2525,1264817,83.68,84.25
2024-08-28,"August 28, 24",,,,,,-0.49,-0.0058043,-0.58043,84.42,83.93,1131469,83.75,84.025,1131469,83.33,84.42
2024-08-27,"August 27, 24",,,,,,-0.12,-0.0014196,-0.14196,84.7,84.41,1208100,84.23,84.4175,1208100,84.03,84.53
2024-08-26,"August 26, 24",,,,,,-0.15,-0.0017722,-0.17722,85.42,84.49,1475299,84.31,84.68,1475299,84.17,84.64
2024-08-23,"August 23, 24",,,,,,-0.22,-0.0025882,-0.25882,85.57,84.78,1511800,84.6,84.825,1511800,83.95,85
2024-08-22,"August 22, 24",,,,,,-0.41,-0.004836,-0.4836,84.78,84.37,944832,84.19,84.47,944832,83.95,84.78
2024-08-21,"August 21, 24",,,,,,-0.16,-0.0018904,-0.18904,84.64,84.48,984461,84.3,84.325,984461,83.54,84.64
2024-08-20,"August 20, 24",,,,,,-1.22,-0.0143,-1.43,85.7,83.94,1464228,83.76,84.66,1464228,83.84,85.16
2024-08-19,"August 19, 24",,,,,,0.89,0.0105,1.05,85.61,85.59,1439048,85.41,85.0125,1439048,84.15,84.7
2024-08-16,"August 16, 24",,,,,,-0.13,-0.0015307,-0.15307,85.15,84.8,1341700,84.62,84.76,1341700,84.16,84.93
2024-08-15,"August 15, 24",,,,,,1.33,0.0158,1.58,85.94,85.3,2319449,85.12,84.795,2319449,83.97,83.97
2024-08-14,"August 14, 24",,,,,,-0.72,-0.0085521,-0.85521,84.23,83.47,1904751,83.3,83.66,1904751,82.75,84.19
2024-08-13,"August 13, 24",,,,,,0.98,0.0118,1.18,84.49,84.17,1766200,83.99,83.5925,1766200,82.52,83.19
2024-08-12,"August 12, 24",,,,,,-0.83,-0.009976,-0.9976,83.2,82.37,1564528,82.2,82.62,1564528,81.71,83.2
2024-08-09,"August 09, 24",,,,,,1.08,0.0131,1.31,83.47,83.4,1584300,83.23,82.6275,1584300,81.32,82.32
2024-08-08,"August 08, 24",,,,,,2.4,0.03,3,82.4,82.32,1632603,82.15,81.08,1632603,79.68,79.92
2024-08-07,"August 07, 24",,,,,,-2.89,-0.0351,-3.51,82.66,79.34,2401200,79.17,80.7525,2401200,78.78,82.23
2024-08-06,"August 06, 24",,,,,,-0.56,-0.0068201,-0.68201,82.93,81.55,2686920,81.38,81.94,2686920,81.17,82.11
2024-08-05,"August 05, 24",,,,,,-0.45,-0.0054898,-0.54898,82.37,81.52,3589100,81.35,81.4,3589100,79.74,81.97
2024-08-02,"August 02, 24",,,,,,0.64,0.0077295,0.77295,83.53,83.44,2986428,83.27,82.6425,2986428,80.8,82.8
2024-08-01,"August 01, 24",,,,,,-0.7,-0.0083234,-0.83234,85,83.4,3561613,83.23,83.68,3561613,82.22,84.1
2024-07-31,"July 31, 24",,,,,,4.53,0.0566,5.66,88.25,84.63,8043400,84.45,83.245,8043400,80,80.1
2024-07-30,"July 30, 24",,,,,,0.11,0.0013327,0.13327,84.08,82.65,5269100,82.48,82.5675,5269100,81,82.54
2024-07-29,"July 29, 24",,,,,,1.37,0.017,1.7,82.46,82.05,2790418,81.88,81.4275,2790418,80.52,80.68
2024-07-26,"July 26, 24",,,,,,-0.24,-0.0029725,-0.29725,81.69,80.5,2532946,80.33,80.7325,2532946,80,80.74
2024-07-25,"July 25, 24",,,,,,-0.49,-0.0060938,-0.60938,81.06,79.92,2512432,79.75,80.28,2512432,79.73,80.41
2024-07-24,"July 24, 24",,,,,,-1.31,-0.0162,-1.62,81.49,79.69,2517042,79.52,80.4525,2517042,79.63,81
2024-07-23,"July 23, 24",,,,,,-0.06,-0.0007418398,-0.07418398,81.21,80.82,1529000,80.65,80.8525,1529000,80.5,80.88
2024-07-22,"July 22, 24",,,,,,0.15,0.00185,0.185,81.38,81.23,2439400,81.06,80.9475,2439400,80.1,81.08
2024-07-19,"July 19, 24",0.03,0.03,2024-07-19,2024-08-15,2024-06-26,-0.79,-0.0097255,-0.97255,81.39,80.44,2428375,80.27,80.7425,2428375,79.91,81.23
2024-07-18,"July 18, 24",,,,,,-0.97,-0.0118,-1.18,83.51,80.98,3233900,80.78,81.8325,3233900,80.89,81.95
2024-07-17,"July 17, 24",,,,,,-0.12,-0.001453,-0.1453,83.62,82.47,2567847,82.27,82.66,2567847,81.96,82.59
2024-07-16,"July 16, 24",,,,,,2.19,0.0272,2.72,82.96,82.64,3524366,82.44,81.56,3524366,80.19,80.45
2024-07-15,"July 15, 24",,,,,,-0.06,-0.0007476636,-0.07476636,80.63,80.19,2483235,79.99,80.23,2483235,79.85,80.25
2024-07-12,"July 12, 24",,,,,,-0.01,-0.0001245485,-0.01245485,81.33,80.28,2579223,80.08,80.46,2579223,79.94,80.29
2024-07-11,"July 11, 24",,,,,,0.75,0.0094709,0.94709,80.72,79.94,2540600,79.74,79.76,2540600,79.19,79.19
2024-07-10,"July 10, 24",,,,,,2.21,0.0287,2.87,79.22,79.14,2475345,78.94,78.055,2475345,76.93,76.93
2024-07-09,"July 09, 24",,,,,,0.52,0.0068107,0.68107,77,76.87,2152500,76.68,76.49,2152500,75.74,76.35
2024-07-08,"July 08, 24",,,,,,-0.65,-0.0084416,-0.84416,77.64,76.35,1662029,76.16,76.825,1662029,76.31,77
2024-07-05,"July 05, 24",,,,,,-0.14,-0.0018135,-0.18135,77.25,77.06,1689677,76.87,77.015,1689677,76.55,77.2
2024-07-03,"July 03, 24",,,,,,0.87,0.0114,1.14,77.35,77.24,1346737,77.05,76.8175,1346737,76.31,76.37
2024-07-02,"July 02, 24",,,,,,0.07,0.0009179124,0.09179124,76.71,76.33,2171512,76.14,76.245,2171512,75.68,76.26
2024-07-01,"July 01, 24",,,,,,-2.09,-0.0267,-2.67,78.35,76.26,3081428,76.07,77.295,3081428,76.22,78.35
2024-06-28,"June 28, 24",,,,,,-1.29,-0.0163,-1.63,79.65,77.92,9422500,77.73,78.5025,9422500,77.23,79.21
2024-06-27,"June 27, 24",,,,,,0.81,0.0104,1.04,79.1,78.82,2192619,78.63,78.455,2192619,77.89,78.01
2024-06-26,"June 26, 24",,,,,,-0.86,-0.0109,-1.09,79.29,78,2426367,77.81,78.53,2426367,77.97,78.86
2024-06-25,"June 25, 24",,,,,,-0.17,-0.0021524,-0.21524,79.28,78.81,1848520,78.62,78.86,1848520,78.37,78.98
2024-06-24,"June 24, 24",,,,,,-0.48,-0.0060507,-0.60507,79.64,78.85,2270114,78.66,79.12,2270114,78.66,79.33
2024-06-21,"June 21, 24",,,,,,-0.66,-0.0082676,-0.82676,80.1,79.17,5198005,78.97,79.3975,5198005,78.49,79.83
2024-06-20,"June 20, 24",,,,,,1.44,0.0185,1.85,80.1,79.44,3408100,79.24,78.8475,3408100,77.85,78
2024-06-18,"June 18, 24",,,,,,0.96,0.0124,1.24,78.72,78.27,2032665,78.08,77.8675,2032665,77.17,77.31
2024-06-17,"June 17, 24",,,,,,1.29,0.0169,1.69,77.86,77.55,2190500,77.36,76.9075,2190500,75.96,76.26
2024-06-14,"June 14, 24",,,,,,0.29,0.0038058,0.38058,76.61,76.49,2576800,76.3,76.1025,2576800,75.11,76.2
2024-06-13,"June 13, 24",,,,,,1.82,0.0242,2.42,77.33,76.99,2530207,76.8,76.1575,2530207,75.14,75.17
2024-06-12,"June 12, 24",,,,,,0.77,0.0102,1.02,76.23,75.97,3081630,75.78,75.6025,3081630,75.01,75.2
2024-06-11,"June 11, 24",,,,,,-0.81,-0.0107,-1.07,75.55,74.74,2655600,74.56,75.0875,2655600,74.51,75.55
2024-06-10,"June 10, 24",,,,,,-0.19,-0.002501,-0.2501,76.01,75.78,2116059,75.59,75.745,2116059,75.22,75.97
2024-06-07,"June 07, 24",,,,,,-0.38,-0.0049531,-0.49531,77.03,76.34,2357009,76.15,76.5,2357009,75.91,76.72
2024-06-06,"June 06, 24",,,,,,0.35,0.0045662,0.45662,77.15,77,2474915,76.81,76.64,2474915,75.76,76.65
2024-06-05,"June 05, 24",,,,,,-0.5,-0.0064549,-0.64549,77.78,76.96,2637500,76.77,77.205,2637500,76.62,77.46
2024-06-04,"June 04, 24",,,,,,0.47,0.0060999,0.60999,77.82,77.52,1967226,77.33,77.16,1967226,76.25,77.05
2024-06-03,"June 03, 24",,,,,,-0.91,-0.0117,-1.17,78.8,77.15,3059523,76.96,77.565,3059523,76.25,78.06
2024-05-31,"May 31, 24",,,,,,-0.73,-0.0092722,-0.92722,78.73,78,7002138,77.81,78.0925,7002138,76.91,78.73
2024-05-30,"May 30, 24",,,,,,0.57,0.0073077,0.73077,78.93,78.57,2751672,78.38,78.11,2751672,76.94,78
2024-05-29,"May 29, 24",,,,,,0.38,0.0048674,0.48674,78.92,78.45,2397013,78.26,78.3375,2397013,77.91,78.07
2024-05-28,"May 28, 24",,,,,,-0.62,-0.0078115,-0.78115,79.72,78.75,1854895,78.56,79.085,1854895,78.5,79.37
2024-05-24,"May 24, 24",,,,,,0.01,0.0001252505,0.01252505,80.26,79.85,1433940,79.65,79.715,1433940,78.91,79.84
2024-05-23,"May 23, 24",,,,,,-1.65,-0.0204,-2.04,80.98,79.33,2035027,79.13,80.13,2035027,79.23,80.98
2024-05-22,"May 22, 24",,,,,,-0.95,-0.0116,-1.16,81.89,80.62,1633600,80.42,81.1125,1633600,80.37,81.57
2024-05-21,"May 21, 24",,,,,,0.19,0.0023242,0.23242,82,81.94,1150292,81.74,81.6975,1150292,81.1,81.75
2024-05-20,"May 20, 24",,,,,,-0.22,-0.0026839,-0.26839,82.67,81.75,1248500,81.55,81.965,1248500,81.47,81.97
2024-05-17,"May 17, 24",,,,,,0.86,0.0106,1.06,81.88,81.86,1321025,81.66,81.29,1321025,80.42,81
2024-05-16,"May 16, 24",,,,,,-0.19,-0.0023313,-0.23313,81.97,81.31,1627100,81.11,81.42,1627100,80.9,81.5
2024-05-15,"May 15, 24",,,,,,0.72,0.0088681,0.88681,82.24,81.91,1956224,81.71,81.37,1956224,80.14,81.19
2024-05-14,"May 14, 24",,,,,,-0.48,-0.0059259,-0.59259,81.69,80.52,2500813,80.32,80.8775,2500813,80.3,81
2024-05-13,"May 13, 24",,,,,,-2.86,-0.0341,-3.41,84,81.03,1885300,80.83,82.375,1885300,80.58,83.89
2024-05-10,"May 10, 24",,,,,,0.23,0.0027654,0.27654,83.48,83.4,1856327,83.19,83.19,1856327,82.71,83.17
2024-05-09,"May 09, 24",,,,,,1.23,0.0151,1.51,82.76,82.73,1952700,82.53,82.0375,1952700,81.16,81.5
2024-05-08,"May 08, 24",,,,,,0.1,0.0012344,0.12344,81.58,81.11,2748400,80.91,80.9875,2748400,80.25,81.01
2024-05-07,"May 07, 24",,,,,,1.43,0.0179,1.79,81.68,81.43,3225514,81.23,80.695,3225514,79.67,80
2024-05-06,"May 06, 24",,,,,,0.2,0.0025126,0.25126,80,79.8,2389852,79.6,79.5125,2389852,78.65,79.6
2024-05-03,"May 03, 24",,,,,,0.97,0.0124,1.24,80.06,79.47,2722865,79.27,79.1325,2722865,78.5,78.5
2024-05-02,"May 02, 24",,,,,,-1.36,-0.0172,-1.72,79.37,77.83,2995700,77.64,78.395,2995700,77.19,79.19
2024-05-01,"May 01, 24",,,,,,1.74,0.0227,2.27,79.13,78.26,5303300,78.07,77.6025,5303300,76.5,76.52
2024-04-30,"April 30, 24",,,,,,-4.8,-0.0592,-5.92,82.3,76.24,14433617,76.05,78.915,14433617,76.08,81.04
2024-04-29,"April 29, 24",,,,,,2.64,0.0306,3.06,89.18,88.94,4353000,88.72,87.68,4353000,86.3,86.3
2024-04-26,"April 26, 24",,,,,,0.88,0.0103,1.03,86.9,86.24,1790728,86.03,85.915,1790728,85.16,85.36
2024-04-25,"April 25, 24",,,,,,-0.05,-0.0005813953,-0.05813953,86.68,85.95,1363051,85.74,85.8425,1363051,84.74,86
2024-04-24,"April 24, 24",,,,,,0.61,0.007084,0.7084,87.28,86.72,2020300,86.51,86.4775,2020300,85.8,86.11
2024-04-23,"April 23, 24",,,,,,1.25,0.0147,1.47,86.65,86.24,1951320,86.03,85.6675,1951320,84.79,84.99
2024-04-22,"April 22, 24",,,,,,-0.5,-0.0058955,-0.58955,85.08,84.31,2113777,84.1,84.595,2113777,84.18,84.81
2024-04-19,"April 19, 24",,,,,,-0.51,-0.006,-0.6,85.61,84.49,2022710,84.28,84.8,2022710,84.1,85
2024-04-18,"April 18, 24",0.03,0.03,2024-04-19,2024-05-15,2024-03-22,-0.37,-0.0043356,-0.43356,86.13,84.97,1815419,84.76,85.265,1815419,84.62,85.34
2024-04-17,"April 17, 24",,,,,,-0.88,-0.0102,-1.02,86.25,85.19,1711629,84.95,85.6675,1711629,85.16,86.07
2024-04-16,"April 16, 24",,,,,,0.05,0.0005825469,0.05825469,86.44,85.88,1868299,85.64,85.875,1868299,85.35,85.83
2024-04-15,"April 15, 24",,,,,,-1.47,-0.0168,-1.68,87.91,86.13,1983623,85.89,86.79,1983623,85.52,87.6
2024-04-12,"April 12, 24",,,,,,-0.79,-0.0090732,-0.90732,87.53,86.28,2227929,86.04,86.735,2227929,86.06,87.07
2024-04-11,"April 11, 24",,,,,,1.73,0.02,2,88.92,88.21,3071008,87.96,87.305,3071008,85.61,86.48
2024-04-10,"April 10, 24",,,,,,0.01,0.0001171234,0.01171234,86.7,85.39,2926111,85.15,85.6775,2926111,85.24,85.38
2024-04-09,"April 09, 24",,,,,,-1.19,-0.0135,-1.35,88.24,86.94,4173432,86.69,87.44,4173432,86.45,88.13
2024-04-08,"April 08, 24",,,,,,-1.02,-0.0115,-1.15,88.85,87.71,1692400,87.46,88.2275,1692400,87.62,88.73
2024-04-05,"April 05, 24",,,,,,0.51,0.0057981,0.57981,89.5,88.47,1592529,88.22,88.445,1592529,87.85,87.96
2024-04-04,"April 04, 24",,,,,,-2.19,-0.0243,-2.43,90.84,87.96,2728207,87.71,89.205,2728207,87.87,90.15
2024-04-03,"April 03, 24",,,,,,0.78,0.0088385,0.88385,90.05,89.03,4403945,88.78,88.86,4403945,88.11,88.25
2024-04-02,"April 02, 24",,,,,,-0.74,-0.0083286,-0.83286,89.24,88.11,3010700,87.86,88.515,3010700,87.86,88.85
2024-04-01,"April 01, 24",,,,,,-1.78,-0.0195,-1.95,91.46,89.53,1958414,89.28,90.3725,1958414,89.19,91.31
2024-03-28,"March 28, 24",,,,,,0.71,0.0078714,0.78714,91.15,90.91,2108576,90.65,90.4775,2108576,89.65,90.2
2024-03-27,"March 27, 24",,,,,,0.35,0.0038906,0.38906,90.69,90.31,2629114,90.06,90.17,2629114,89.72,89.96
2024-03-26,"March 26, 24",,,,,,0.59,0.0066682,0.66682,89.34,89.07,2845224,88.82,88.6475,2845224,87.7,88.48
2024-03-25,"March 25, 24",,,,,,-1.53,-0.017,-1.7,90.1,88.28,2436026,88.03,89.11,2436026,88.25,89.81
2024-03-22,"March 22, 24",,,,,,-1.73,-0.0189,-1.89,91.9,89.73,6178074,89.48,90.615,6178074,89.37,91.46
2024-03-21,"March 21, 24",,,,,,-0.05,-0.0005479452,-0.05479452,92.18,91.2,2754900,90.94,91.4375,2754900,91.12,91.25
2024-03-20,"March 20, 24",,,,,,0.41,0.0045314,0.45314,91.11,90.89,2016902,90.63,90.6575,2016902,90.15,90.48
2024-03-19,"March 19, 24",,,,,,0.18,0.0019868,0.19868,91,90.78,2996548,90.52,90.685,2996548,90.36,90.6
2024-03-18,"March 18, 24",,,,,,0.71,0.0078977,0.78977,90.96,90.61,2843947,90.35,90.24,2843947,89.49,89.9
2024-03-15,"March 15, 24",,,,,,1.16,0.0131,1.31,89.73,89.41,7314647,89.16,88.83,7314647,87.93,88.25
2024-03-14,"March 14, 24",,,,,,0.23,0.0026107,0.26107,89.04,88.33,4859083,88.08,88.3075,4859083,87.76,88.1
2024-03-13,"March 13, 24",,,,,,0.92,0.0105,1.05,89.37,88.48,14434545,88.23,87.99,14434545,86.55,87.56
2024-03-12,"March 12, 24",,,,,,-0.37,-0.0040135,-0.40135,92.5,91.82,3042200,91.56,92.0525,3042200,91.7,92.19
2024-03-11,"March 11, 24",,,,,,-0.81,-0.0086345,-0.86345,94.06,93,2123396,92.74,93.25,2123396,92.13,93.81
2024-03-08,"March 08, 24",,,,,,1.07,0.0115,1.15,94.5,93.87,2853900,93.61,93.415,2853900,92.49,92.8
2024-03-07,"March 07, 24",,,,,,-0.54,-0.005794,-0.5794,93.55,92.66,3014595,92.4,92.85,3014595,91.99,93.2
2024-03-06,"March 06, 24",,,,,,1.54,0.0168,1.68,94.08,93.1,2521202,92.84,92.5475,2521202,91.45,91.56
2024-03-05,"March 05, 24",,,,,,-0.91,-0.0098145,-0.98145,93.5,91.81,2804900,91.55,92.3875,2804900,91.52,92.72
