date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,adjDividend,paymentDate,recordDate,declarationDate
2024-05-08,184.26,186.17,183.29,185.5,181.69,721014,721014,1.24,0.67296,184.805,"May 08, 24",0.0067296,,,,,
2024-05-07,182.67,185.22,181.76,184.25,180.46,914434,914434,1.58,0.86495,183.475,"May 07, 24",0.0086495,,,,,
2024-05-06,179.66,183.68,179.66,182.87,179.11,979800,979800,3.21,1.79,181.4675,"May 06, 24",0.0179,,,,,
2024-05-03,176.51,180.08,175.01,179.67,175.98,961100,961100,3.16,1.79,177.8175,"May 03, 24",0.0179,,,,,
2024-05-02,181.44,181.44,174.12,174.12,170.54,1354400,1354400,-7.32,-4.03,177.78,"May 02, 24",-0.0403,,,,,
2024-05-01,180.96,181.4,178.72,179.9,176.2,535400,535400,-1.06,-0.58576,180.245,"May 01, 24",-0.0058576,,,,,
2024-04-30,179.81,181.42,178.91,181.15,177.43,596200,596200,1.34,0.74523,180.3225,"April 30, 24",0.0074523,,,,,
2024-04-29,179.9,181.77,178.46,180.4,176.69,597128,597128,0.5,0.27793,180.1325,"April 29, 24",0.0027793,,,,,
2024-04-26,181.4,181.56,178.4,178.4,174.73,515000,515000,-3,-1.65,179.94,"April 26, 24",-0.0165,,,,,
2024-04-25,179.83,182.4,178.6,181.69,177.96,712949,712949,1.86,1.03,180.63,"April 25, 24",0.0103,,,,,
2024-04-24,177.6,180.3,177.1,179.39,175.7,579242,579242,1.79,1.01,178.5975,"April 24, 24",0.0101,,,,,
2024-04-23,180.32,180.74,177.82,178.82,175.15,641200,641200,-1.5,-0.83185,179.425,"April 23, 24",-0.0083185,,,,,
2024-04-22,180.82,182.31,179.1,179.99,176.29,585600,585600,-0.83,-0.45902,180.555,"April 22, 24",-0.0045902,,,,,
2024-04-19,178.27,181.03,178.12,180.85,177.13,882403,882403,2.58,1.45,179.5675,"April 19, 24",0.0145,,,,,
2024-04-18,176.71,178.05,175.4,177.51,173.86,692427,692427,0.8,0.45272,176.9175,"April 18, 24",0.0045272,,,,,
2024-04-17,176.73,177.82,175,176.96,173.32,585200,585200,0.23,0.13014,176.6275,"April 17, 24",0.0013014,,,,,
2024-04-16,177.63,179.55,176.47,176.71,173.08,661811,661811,-0.92,-0.51793,177.59,"April 16, 24",-0.0051793,,,,,
2024-04-15,180.04,180.52,177.27,177.37,173.73,752312,752312,-2.67,-1.48,178.8,"April 15, 24",-0.0148,,,,,
2024-04-12,177.06,179.59,176.59,178.51,174.84,1083626,1083626,1.45,0.81893,177.9375,"April 12, 24",0.0081893,,,,,
2024-04-11,180.15,180.67,175.63,177.5,173.85,900336,900336,-2.65,-1.47,178.4875,"April 11, 24",-0.0147,,,,,
2024-04-10,179.46,181.3,179.08,180,176.3,777526,777526,0.54,0.3009,179.96,"April 10, 24",0.003009,,,,,
2024-04-09,182.12,182.47,177.1,179.13,175.45,896900,896900,-2.99,-1.64,180.205,"April 09, 24",-0.0164,,,,,
2024-04-08,180.99,183.53,180.86,182.37,178.62,711400,711400,1.38,0.76247,181.9375,"April 08, 24",0.0076247,,,,,
2024-04-05,182.07,183.07,179.6,180.93,177.21,713500,713500,-1.14,-0.62613,181.4175,"April 05, 24",-0.0062613,,,,,
2024-04-04,180.2,184.43,179.6,181.57,177.84,946100,946100,1.37,0.76027,181.45,"April 04, 24",0.0076027,,,,,
2024-04-03,182.51,183.3,178.83,178.83,175.16,739700,739700,-3.68,-2.02,180.8675,"April 03, 24",-0.0202,,,,,
2024-04-02,181.07,183.11,181.07,182.65,178.9,583140,583140,1.58,0.87259,181.975,"April 02, 24",0.0087259,,,,,
2024-04-01,183.05,183.99,180.88,181.87,178.13,516909,516909,-1.18,-0.64463,182.4475,"April 01, 24",-0.0064463,,,,,
2024-03-28,180.14,183.73,179.94,183.73,179.95,1015800,1015800,3.59,1.99,181.885,"March 28, 24",0.0199,,,,,
2024-03-27,178.5,180.17,178.21,180.17,176.47,629338,629338,1.67,0.93557,179.2625,"March 27, 24",0.0093557,,,,,
2024-03-26,179.5,180.4,177.77,178.11,174.45,895600,895600,-1.39,-0.77437,178.945,"March 26, 24",-0.0077437,,,,,
2024-03-25,181.48,182,179.31,179.6,175.91,692200,692200,-1.88,-1.04,180.5975,"March 25, 24",-0.0104,,,,,
2024-03-22,183.61,183.61,180.45,180.92,177.2,741818,741818,-2.69,-1.47,182.1475,"March 22, 24",-0.0147,,,,,
2024-03-21,181.32,184.25,181.32,184.2,180.41,866526,866526,2.88,1.59,182.7725,"March 21, 24",0.0159,,,,,
2024-03-20,183.52,183.53,181.23,183.2,179.44,730412,730412,-0.32,-0.17437,182.87,"March 20, 24",-0.0017437,,,,,
2024-03-19,183.12,184.57,182.67,183.53,179.76,818000,818000,0.41,0.2239,183.4725,"March 19, 24",0.002239,,,,,
2024-03-18,184,185.59,183.04,183.7,179.92,626600,626600,-0.3,-0.16304,184.0825,"March 18, 24",-0.0016304,,,,,
2024-03-15,179.01,183.91,178.75,183.52,179.75,1391800,1391800,4.51,2.52,181.2975,"March 15, 24",0.0252,,,,,
2024-03-14,183.66,183.73,180.41,181.13,177.41,862400,862400,-2.53,-1.38,182.2325,"March 14, 24",-0.0138,,,,,
2024-03-13,182.94,185.62,182.05,183.5,179.73,925500,925500,0.56,0.30611,183.5275,"March 13, 24",0.0030611,,,,,
2024-03-12,184.65,184.74,181.51,181.7,177.97,980400,980400,-2.95,-1.6,183.15,"March 12, 24",-0.016,,,,,
2024-03-11,185.82,187.47,183.35,183.83,180.05,789700,789700,-1.99,-1.07,185.1175,"March 11, 24",-0.0107,,,,,
2024-03-08,183.63,186.97,182.26,186.69,182.85,859900,859900,3.06,1.67,184.8875,"March 08, 24",0.0167,,,,,
2024-03-07,188.51,189.5,182.37,183.81,180.03,1512900,1512900,-4.7,-2.49,186.0475,"March 07, 24",-0.0249,,,,,
2024-03-06,189.83,190.83,186.87,187.62,183.76,718000,718000,-2.21,-1.16,188.7875,"March 06, 24",-0.0116,,,,,
2024-03-05,189.14,190.5,185.23,190.25,186.34,914100,914100,1.11,0.58687,188.78,"March 05, 24",0.0058687,,,,,
2024-03-04,187.35,191.34,186.27,189.36,185.47,1521400,1521400,2.01,1.07,188.58,"March 04, 24",0.0107,,,,,
2024-03-01,192.33,192.7,186.9,187.02,183.18,1026300,1026300,-5.31,-2.76,189.7375,"March 01, 24",-0.0276,,,,,
2024-02-29,194.4,194.63,190.46,192,188.05,1183000,1183000,-2.4,-1.23,192.8725,"February 29, 24",-0.0123,,,,,
2024-02-28,195.51,195.96,193.95,195.78,191.76,529100,529100,0.27,0.1381,195.3,"February 28, 24",0.001381,0.55,0.55,2024-03-15,2024-02-29,2024-02-09
2024-02-27,197.5,197.66,193.23,194.86,190.32,723000,723000,-2.64,-1.34,195.8125,"February 27, 24",-0.0134,,,,,
2024-02-26,197.98,199,196.43,196.57,191.99,639010,639010,-1.41,-0.71219,197.495,"February 26, 24",-0.0071219,,,,,
2024-02-23,196.8,197.88,196.34,197.15,192.56,1121800,1121800,0.35,0.17785,197.0425,"February 23, 24",0.0017785,,,,,
2024-02-22,195.66,196.83,191.52,195.52,190.96,1682000,1682000,-0.14,-0.07155269,194.8825,"February 22, 24",-0.0007155269,,,,,
2024-02-21,192.61,195.68,189.4,189.91,185.49,1039600,1039600,-2.7,-1.4,191.9,"February 21, 24",-0.014,,,,,
2024-02-20,186.96,192.16,186.74,191.72,187.25,1393500,1393500,4.76,2.55,189.395,"February 20, 24",0.0255,,,,,
2024-02-16,186.7,187.98,186.22,186.69,182.34,434800,434800,-0.01,-0.00535619,186.8975,"February 16, 24",-5.35619e-05,,,,,
2024-02-15,185.44,186.06,184.29,186.06,181.72,491400,491400,0.62,0.33434,185.4625,"February 15, 24",0.0033434,,,,,
2024-02-14,186.74,187.04,183.68,184.76,180.46,591600,591600,-1.98,-1.06,185.555,"February 14, 24",-0.0106,,,,,
2024-02-13,185.65,187,183.52,185.2,180.88,578100,578100,-0.45,-0.24239,185.3425,"February 13, 24",-0.0024239,,,,,
2024-02-12,184.19,184.63,182.17,184.44,180.14,522100,522100,0.25,0.13573,183.8575,"February 12, 24",0.0013573,,,,,
2024-02-09,183.88,185.92,182.72,183.5,179.22,577100,577100,-0.38,-0.20666,184.005,"February 09, 24",-0.0020666,,,,,
2024-02-08,186.18,186.27,183.58,184.16,179.87,547300,547300,-2.02,-1.08,185.0475,"February 08, 24",-0.0108,,,,,
2024-02-07,182.35,185.84,182.1,184.46,180.16,743100,743100,2.11,1.16,183.6875,"February 07, 24",0.0116,,,,,
2024-02-06,182.98,182.98,178.52,180.41,176.21,510008,510008,-2.57,-1.4,181.2225,"February 06, 24",-0.014,,,,,
2024-02-05,180.32,182.83,180.08,181.75,177.52,802000,802000,1.43,0.79303,181.245,"February 05, 24",0.0079303,,,,,
2024-02-02,180.97,187.02,180.8,182.78,178.52,1178100,1178100,1.81,1,182.8925,"February 02, 24",0.01,,,,,
2024-02-01,183.85,185.17,181.06,184.73,180.43,1217400,1217400,0.88,0.47865,183.7025,"February 01, 24",0.0047865,,,,,
2024-01-31,183.78,185.98,183.46,183.85,179.57,968200,968200,0.07,0.03808902,184.2675,"January 31, 24",0.0003808902,,,,,
2024-01-30,184.41,185.33,181.67,183.26,178.99,777300,777300,-1.15,-0.62361,183.6675,"January 30, 24",-0.0062361,,,,,
2024-01-29,185.51,186.23,182.57,183.5,179.22,953700,953700,-2.01,-1.08,184.4525,"January 29, 24",-0.0108,,,,,
2024-01-26,188.11,188.88,186.37,186.43,182.09,549200,549200,-1.68,-0.89309,187.4475,"January 26, 24",-0.0089309,,,,,
2024-01-25,188.9,189.72,187.22,188.69,184.29,672500,672500,-0.21,-0.11117,188.6325,"January 25, 24",-0.0011117,,,,,
2024-01-24,189.41,190.16,188.51,188.8,184.4,620600,620600,-0.61,-0.32205,189.22,"January 24, 24",-0.0032205,,,,,
2024-01-23,186.15,188.95,184.4,188.87,184.47,927500,927500,2.72,1.46,187.0925,"January 23, 24",0.0146,,,,,
2024-01-22,186,187.17,184.74,185.86,181.53,596400,596400,-0.14,-0.07526882,185.9425,"January 22, 24",-0.0007526882,,,,,
2024-01-19,186.67,187.55,185.38,185.38,181.06,495600,495600,-1.29,-0.69106,186.245,"January 19, 24",-0.0069106,,,,,
2024-01-18,187.4,187.6,184.68,186.93,182.57,762900,762900,-0.47,-0.2508,186.6525,"January 18, 24",-0.002508,,,,,
2024-01-17,184,188.35,183.54,187.13,182.77,1099100,1099100,3.13,1.7,185.755,"January 17, 24",0.017,,,,,
2024-01-16,181.06,184.48,181,183.68,179.4,1099600,1099600,2.62,1.45,182.555,"January 16, 24",0.0145,,,,,
2024-01-12,177.94,180.87,177.15,180.68,176.47,639000,639000,2.74,1.54,179.16,"January 12, 24",0.0154,,,,,
2024-01-11,175.83,178.25,175.83,177.8,173.66,729000,729000,1.97,1.12,176.9275,"January 11, 24",0.0112,,,,,
2024-01-10,174.98,176.18,174.04,175.61,171.52,543200,543200,0.63,0.36004,175.2025,"January 10, 24",0.0036004,,,,,
2024-01-09,176.37,176.6,174.88,175.5,171.41,725519,725519,-0.87,-0.49328,175.8375,"January 09, 24",-0.0049328,,,,,
2024-01-08,174.12,176.4,172.7,176.4,172.29,694800,694800,2.28,1.31,174.905,"January 08, 24",0.0131,,,,,
2024-01-05,174.36,175.73,172.31,173.13,169.1,818700,818700,-1.23,-0.70544,173.8825,"January 05, 24",-0.0070544,,,,,
2024-01-04,175.11,176.06,173.29,173.55,169.51,841615,841615,-1.56,-0.89087,174.5025,"January 04, 24",-0.0089087,,,,,
2024-01-03,178.49,179.04,173.01,174.88,170.81,756800,756800,-3.61,-2.02,176.355,"January 03, 24",-0.0202,,,,,
2024-01-02,178.36,179.86,175.56,178.2,174.05,669000,669000,-0.16,-0.08970621,177.995,"January 02, 24",-0.0008970621,,,,,
2023-12-29,177.85,179.09,177.44,178.56,174.4,521900,521900,0.71,0.39921,178.235,"December 29, 23",0.0039921,,,,,
2023-12-28,176.04,178.64,176.04,177.84,173.7,682600,682600,1.8,1.02,177.14,"December 28, 23",0.0102,,,,,
2023-12-27,174.11,175.63,173.64,175.61,171.52,475600,475600,1.5,0.86152,174.7475,"December 27, 23",0.0086152,,,,,
2023-12-26,175.86,175.86,173.5,173.69,169.64,433300,433300,-2.17,-1.23,174.7275,"December 26, 23",-0.0123,,,,,
2023-12-22,175.85,176.37,174.79,175.53,171.44,420217,420217,-0.32,-0.18197,175.635,"December 22, 23",-0.0018197,,,,,
2023-12-21,174.63,176.3,174.15,176.11,172.01,651500,651500,1.48,0.84751,175.2975,"December 21, 23",0.0084751,,,,,
2023-12-20,176.13,177.14,173.52,174.1,170.04,891200,891200,-2.03,-1.15,175.2225,"December 20, 23",-0.0115,,,,,
2023-12-19,175.88,176.99,174.68,176.99,172.87,602800,602800,1.11,0.63111,176.135,"December 19, 23",0.0063111,,,,,
2023-12-18,175.04,176.49,173.19,174.99,170.91,656600,656600,-0.05,-0.0285649,174.9275,"December 18, 23",-0.000285649,,,,,
2023-12-15,172.06,175.04,171.3,175.04,170.96,1325800,1325800,2.98,1.73,173.36,"December 15, 23",0.0173,,,,,
2023-12-14,178.95,178.95,168.38,172.28,168.27,1969900,1969900,-6.67,-3.73,174.64,"December 14, 23",-0.0373,,,,,
2023-12-13,178.21,179.67,175.75,178.47,174.31,1155400,1155400,0.26,0.1459,178.025,"December 13, 23",0.001459,,,,,
2023-12-12,178.14,180.28,177.44,178.42,174.26,771300,771300,0.28,0.15718,178.57,"December 12, 23",0.0015718,,,,,
2023-12-11,179.26,179.45,177.69,178,173.85,968500,968500,-1.26,-0.70289,178.6,"December 11, 23",-0.0070289,,,,,
2023-12-08,176.79,179.08,176.01,178.72,174.56,806100,806100,1.93,1.09,177.65,"December 08, 23",0.0109,,,,,
2023-12-07,177.56,178.23,175.14,177.26,173.13,1002600,1002600,-0.3,-0.16896,177.0475,"December 07, 23",-0.0016896,,,,,
2023-12-06,182.33,182.33,175.4,177.76,173.62,1171200,1171200,-4.57,-2.51,179.455,"December 06, 23",-0.0251,,,,,
2023-12-05,181.61,182.19,180.11,181.96,177.72,695200,695200,0.35,0.19272,181.4675,"December 05, 23",0.0019272,,,,,
2023-12-04,180.72,181.82,180,181.78,177.54,1087100,1087100,1.06,0.58654,181.08,"December 04, 23",0.0058654,,,,,
2023-12-01,182.23,183.74,180.26,180.26,176.06,1393000,1393000,-1.97,-1.08,181.6225,"December 01, 23",-0.0108,,,,,
2023-11-30,180,182.19,179.84,182.19,177.94,1632300,1632300,2.19,1.22,181.055,"November 30, 23",0.0122,,,,,
2023-11-29,180.88,180.88,178.54,179.5,175.32,797800,797800,-1.38,-0.76294,179.95,"November 29, 23",-0.0076294,0.55,0.55,2023-12-15,2023-11-30,2023-10-26
2023-11-28,181.12,182.33,179.57,180.89,176.14,1075119,1075119,-0.23,-0.12699,180.9775,"November 28, 23",-0.0012699,,,,,
2023-11-27,180.3,180.83,179.72,180.4,175.66,638000,638000,0.1,0.05546312,180.3125,"November 27, 23",0.0005546312,,,,,
2023-11-24,179.69,180.42,179.3,180.06,175.33,210500,210500,0.37,0.20591,179.8675,"November 24, 23",0.0020591,,,,,
2023-11-22,179.27,180.23,177.19,180.06,175.33,591700,591700,0.79,0.44068,179.1875,"November 22, 23",0.0044068,,,,,
2023-11-21,177.38,179.96,176.95,176.95,172.3,727500,727500,-0.43,-0.24242,177.81,"November 21, 23",-0.0024242,,,,,
2023-11-20,176.16,177.41,175.91,176.8,172.16,769200,769200,0.64,0.36331,176.57,"November 20, 23",0.0036331,,,,,
2023-11-17,177.29,177.79,176.3,176.66,172.02,1136518,1136518,-0.63,-0.35535,177.01,"November 17, 23",-0.0035535,,,,,
2023-11-16,176.54,177.79,176.28,177.79,173.12,817306,817306,1.25,0.70805,177.1,"November 16, 23",0.0070805,,,,,
2023-11-15,177.39,178.24,176.57,176.98,172.33,1031500,1031500,-0.41,-0.23113,177.295,"November 15, 23",-0.0023113,,,,,
2023-11-14,178.96,178.96,175.84,177.39,172.73,1497520,1497520,-1.57,-0.87729,177.7875,"November 14, 23",-0.0087729,,,,,
2023-11-13,175.79,178.48,175.3,178.48,173.79,737700,737700,2.69,1.53,177.0125,"November 13, 23",0.0153,,,,,
2023-11-10,176.06,177.31,174.95,174.97,170.38,716500,716500,-1.09,-0.61911,175.8225,"November 10, 23",-0.0061911,,,,,
2023-11-09,174.64,176.35,173.79,176.35,171.72,604939,604939,1.71,0.97916,175.2825,"November 09, 23",0.0097916,,,,,
2023-11-08,175.31,175.4,171.91,173.99,169.42,536900,536900,-1.32,-0.75295,174.1525,"November 08, 23",-0.0075295,,,,,
2023-11-07,174.09,176.18,172.85,172.89,168.35,871500,871500,-1.2,-0.6893,174.0025,"November 07, 23",-0.006893,,,,,
2023-11-06,171.06,174.99,170.06,174.08,169.51,1289500,1289500,3.02,1.77,172.5475,"November 06, 23",0.0177,,,,,
2023-11-03,163.1,170.18,162.38,169.5,165.05,1450500,1450500,6.4,3.92,166.29,"November 03, 23",0.0392,,,,,
2023-11-02,165.86,167.21,162.7,162.8,158.52,1251300,1251300,-3.06,-1.84,164.6425,"November 02, 23",-0.0184,,,,,
2023-11-01,164.73,166.77,164.58,165.68,161.33,755800,755800,0.95,0.5767,165.44,"November 01, 23",0.005767,,,,,
2023-10-31,163.92,165.03,163,163.89,159.59,765400,765400,-0.03,-0.01830161,163.96,"October 31, 23",-0.0001830161,,,,,
2023-10-30,162.06,163.76,162.01,163.5,159.21,714000,714000,1.44,0.88856,162.8325,"October 30, 23",0.0088856,,,,,
2023-10-27,164.4,164.88,161.26,161.26,157.03,821300,821300,-3.14,-1.91,162.95,"October 27, 23",-0.0191,,,,,
2023-10-26,162.23,165.38,162.23,163.89,159.59,677427,677427,1.66,1.02,163.4325,"October 26, 23",0.0102,,,,,
2023-10-25,161.93,163.78,161.16,162.42,158.15,762208,762208,0.495,0.3026,162.3225,"October 25, 23",0.003026,,,,,
2023-10-24,161.26,163.17,161.26,162.27,158.01,732300,732300,1.01,0.62632,161.99,"October 24, 23",0.0062632,,,,,
2023-10-23,161.3,161.8,160.47,161.23,157,706600,706600,-0.07,-0.0433974,161.2,"October 23, 23",-0.000433974,,,,,
2023-10-20,162.6,163.99,160.93,161.97,157.72,699509,699509,-0.63,-0.38745,162.3725,"October 20, 23",-0.0038745,,,,,
2023-10-19,164.86,164.86,162.16,162.73,158.46,643715,643715,-2.13,-1.29,163.6525,"October 19, 23",-0.0129,,,,,
2023-10-18,164.18,165.87,163.03,163.7,159.4,749240,749240,-0.48,-0.29236,164.195,"October 18, 23",-0.0029236,,,,,
2023-10-17,162.69,164.06,162.23,163.57,159.27,625843,625843,0.88,0.54091,163.1375,"October 17, 23",0.0054091,,,,,
2023-10-16,161.36,163.68,161.36,163.2,158.91,864500,864500,1.84,1.14,162.4,"October 16, 23",0.0114,,,,,
2023-10-13,160.21,162.14,158.84,162.08,157.82,919700,919700,1.87,1.17,160.8175,"October 13, 23",0.0117,,,,,
2023-10-12,160.61,161.79,159.41,160.85,156.63,772519,772519,0.24,0.14943,160.665,"October 12, 23",0.0014943,,,,,
2023-10-11,161.11,162.21,159.67,161.58,157.34,943900,943900,0.47,0.29173,161.1425,"October 11, 23",0.0029173,,,,,
2023-10-10,162.75,164.4,161.55,161.55,157.31,736200,736200,-1.2,-0.73733,162.5625,"October 10, 23",-0.0073733,,,,,
2023-10-09,160.27,164.25,160,162.87,158.59,619700,619700,2.6,1.62,161.8475,"October 09, 23",0.0162,,,,,
2023-10-06,159.45,161.99,159.4,161.65,157.41,895000,895000,2.2,1.38,160.6225,"October 06, 23",0.0138,,,,,
2023-10-05,160.79,160.94,158.85,160.21,156,734800,734800,-0.58,-0.36072,160.1975,"October 05, 23",-0.0036072,,,,,
2023-10-04,156.93,160.18,156.76,159.96,155.76,1022700,1022700,3.03,1.93,158.4575,"October 04, 23",0.0193,,,,,
2023-10-03,155.21,157.69,155.17,157.24,153.11,554800,554800,2.03,1.31,156.3275,"October 03, 23",0.0131,,,,,
2023-10-02,155.41,156.8,154.22,156.8,152.68,538800,538800,1.39,0.89441,155.8075,"October 02, 23",0.0089441,,,,,
2023-09-29,155.82,157.94,155.23,156.21,152.11,662200,662200,0.39,0.25029,156.3,"September 29, 23",0.0025029,,,,,
2023-09-28,155.34,156.73,155.05,156.4,152.29,394900,394900,1.06,0.68237,155.88,"September 28, 23",0.0068237,,,,,
2023-09-27,155.64,155.96,154.64,154.77,150.71,521700,521700,-0.87,-0.55898,155.2525,"September 27, 23",-0.0055898,,,,,
2023-09-26,155.09,156.88,154.79,155.93,151.84,793504,793504,0.84,0.54162,155.6725,"September 26, 23",0.0054162,,,,,
2023-09-25,156.21,157.35,154.94,155.37,151.29,638912,638912,-0.84,-0.53774,155.9675,"September 25, 23",-0.0053774,,,,,
2023-09-22,155.39,157.42,155.19,157.1,152.97,587000,587000,1.71,1.1,156.275,"September 22, 23",0.011,,,,,
2023-09-21,155.13,155.68,154.34,155.32,151.24,727138,727138,0.19,0.12248,155.1175,"September 21, 23",0.0012248,,,,,
2023-09-20,155.9,157.38,155.12,155.13,151.06,627548,627548,-0.77,-0.49391,155.8825,"September 20, 23",-0.0049391,,,,,
2023-09-19,151.7,158.71,151.7,155.87,151.78,1649600,1649600,4.17,2.75,154.495,"September 19, 23",0.0275,,,,,
2023-09-18,150.87,151.97,150.34,151.7,147.72,481700,481700,0.83,0.55014,151.22,"September 18, 23",0.0055014,,,,,
2023-09-15,149.75,151.06,148.14,149.26,145.34,1309700,1309700,-0.49,-0.32721,149.5525,"September 15, 23",-0.0032721,,,,,
2023-09-14,150.95,151.61,149.25,150.64,146.68,730101,730101,-0.31,-0.20537,150.6125,"September 14, 23",-0.0020537,,,,,
2023-09-13,152.34,153.09,150.87,151.62,147.64,853700,853700,-0.72,-0.47263,151.98,"September 13, 23",-0.0047263,,,,,
2023-09-12,154.33,154.81,152.8,153.16,149.14,446000,446000,-1.17,-0.75812,153.775,"September 12, 23",-0.0075812,,,,,
2023-09-11,152.84,154.62,152.53,154.62,150.56,379600,379600,1.78,1.16,153.6525,"September 11, 23",0.0116,,,,,
2023-09-08,154.4,154.89,153.06,153.06,149.04,441037,441037,-1.34,-0.86788,153.8525,"September 08, 23",-0.0086788,,,,,
2023-09-07,150.9,153.8,150.44,153.56,149.53,847100,847100,2.66,1.76,152.175,"September 07, 23",0.0176,,,,,
2023-09-06,148.61,151.16,148.53,149.98,146.04,614905,614905,1.37,0.92188,149.57,"September 06, 23",0.0092188,,,,,
2023-09-05,149.26,150.51,148.88,149,145.09,346042,346042,-0.26,-0.17419,149.4125,"September 05, 23",-0.0017419,,,,,
2023-09-01,149.08,150.83,149.08,150.36,146.41,425000,425000,1.28,0.8586,149.8375,"September 01, 23",0.008586,,,,,
2023-08-31,149.56,150.54,149.03,149.71,145.78,457800,457800,0.15,0.10029,149.71,"August 31, 23",0.0010029,,,,,
2023-08-30,149.36,150.79,149.16,149.89,145.95,638644,638644,0.53,0.35485,149.8,"August 30, 23",0.0035485,0.55,0.55,2023-09-15,2023-08-31,2023-08-16
2023-08-29,151.71,152.11,150.12,150.27,145.79,431400,431400,-1.44,-0.94918,151.0525,"August 29, 23",-0.0094918,,,,,
2023-08-28,150.62,151.78,150.4,151.68,147.16,396735,396735,1.06,0.70376,151.12,"August 28, 23",0.0070376,,,,,
2023-08-25,148.43,151.8,148,151.23,146.72,839600,839600,2.8,1.89,149.865,"August 25, 23",0.0189,,,,,
2023-08-24,150.57,151.48,148.44,148.87,144.43,392300,392300,-1.7,-1.13,149.84,"August 24, 23",-0.0113,,,,,
2023-08-23,149.54,152.37,149.54,150.12,145.64,596403,596403,0.58,0.38786,150.3925,"August 23, 23",0.0038786,,,,,
2023-08-22,150.19,150.59,149.05,149.79,145.32,524901,524901,-0.4,-0.26633,149.905,"August 22, 23",-0.0026633,,,,,
2023-08-21,151.02,151.21,149.87,150.59,146.1,607400,607400,-0.43,-0.28473,150.6725,"August 21, 23",-0.0028473,,,,,
2023-08-18,150.49,151.14,149.64,150.12,145.64,815700,815700,-0.37,-0.24586,150.3475,"August 18, 23",-0.0024586,,,,,
2023-08-17,148.42,151.15,148.42,149.78,145.32,732130,732130,1.36,0.91632,149.4425,"August 17, 23",0.0091632,,,,,
2023-08-16,148.82,150.18,148.82,149.99,145.52,469728,469728,1.17,0.78618,149.4525,"August 16, 23",0.0078618,,,,,
2023-08-15,148.6,149.7,148.15,149.34,144.89,558541,558541,0.74,0.49798,148.9475,"August 15, 23",0.0049798,,,,,
2023-08-14,150.86,150.9,148.35,148.53,144.1,758933,758933,-2.33,-1.54,149.66,"August 14, 23",-0.0154,,,,,
2023-08-11,147.31,150.79,147.31,150.25,145.77,1020400,1020400,2.94,2,148.915,"August 11, 23",0.02,,,,,
2023-08-10,147.34,148.76,146.82,148.36,143.94,686200,686200,1.02,0.69228,147.82,"August 10, 23",0.0069228,,,,,
2023-08-09,147,148.28,145.78,146.18,141.82,496000,496000,-0.82,-0.55782,146.81,"August 09, 23",-0.0055782,,,,,
2023-08-08,144.95,147.57,144.9,145.96,141.61,639601,639601,1.01,0.69679,145.845,"August 08, 23",0.0069679,,,,,
2023-08-07,144.67,147.8,144.67,146.29,141.93,738800,738800,1.62,1.12,145.8575,"August 07, 23",0.0112,,,,,
2023-08-04,139.02,147.37,138.7,145.57,141.23,1316500,1316500,6.55,4.71,142.665,"August 04, 23",0.0471,,,,,
2023-08-03,139.32,140.81,137,140.01,135.84,933400,933400,0.69,0.49526,139.285,"August 03, 23",0.0049526,,,,,
2023-08-02,139.58,141.48,138.84,139.81,135.64,577900,577900,0.23,0.16478,139.9275,"August 02, 23",0.0016478,,,,,
2023-08-01,140.39,141.44,139.79,139.85,135.68,881700,881700,-0.54,-0.38464,140.3675,"August 01, 23",-0.0038464,,,,,
2023-07-31,139.87,141.08,139.6,139.68,135.52,833300,833300,-0.19,-0.13584,140.0575,"July 31, 23",-0.0013584,,,,,
2023-07-28,142.75,142.75,140.35,140.36,136.18,618000,618000,-2.39,-1.67,141.5525,"July 28, 23",-0.0167,,,,,
2023-07-27,143.5,143.7,141.03,141.6,137.38,574900,574900,-1.9,-1.32,142.4575,"July 27, 23",-0.0132,,,,,
2023-07-26,141.92,143.83,141.92,143.72,139.44,376126,376126,1.8,1.27,142.8475,"July 26, 23",0.0127,,,,,
2023-07-25,141.47,143.02,141.47,142.98,138.72,366300,366300,1.51,1.07,142.235,"July 25, 23",0.0107,,,,,
2023-07-24,142.57,143.51,142.05,142.31,138.07,516200,516200,-0.26,-0.18237,142.61,"July 24, 23",-0.0018237,,,,,
2023-07-21,142.63,143.54,141.62,143.49,139.21,418500,418500,0.86,0.60296,142.82,"July 21, 23",0.0060296,,,,,
2023-07-20,139.64,142.28,139.31,142.22,137.98,532100,532100,2.58,1.85,140.8625,"July 20, 23",0.0185,,,,,
2023-07-19,141.38,141.45,138.57,140.19,136.01,492600,492600,-1.19,-0.8417,140.3975,"July 19, 23",-0.008417,,,,,
2023-07-18,140.64,141.38,139.69,140.19,136.01,547349,547349,-0.45,-0.31997,140.475,"July 18, 23",-0.0031997,,,,,
2023-07-17,141.63,142.5,141.03,141.03,136.83,559500,559500,-0.6,-0.42364,141.5475,"July 17, 23",-0.0042364,,,,,
2023-07-14,140.07,142.66,139.35,141.63,137.41,764500,764500,1.56,1.11,140.9275,"July 14, 23",0.0111,,,,,
2023-07-13,137,140.62,137,140.48,136.29,885300,885300,3.48,2.54,138.775,"July 13, 23",0.0254,,,,,
