date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,dividend,recordDate,declarationDate,adjDividend
2025-12-05,303.9,311.49,303.65,308.36,308.36,872856,872856,4.46,1.46759,307.83,"December 05, 25",0.0146759,,,,,
2025-12-04,302.06,307.99,299.39,306.58,306.58,940383,940383,4.52,1.49639,304.65,"December 04, 25",0.0149639,,,,,
2025-12-03,289.83,306.17,287.92,304.91,304.91,1193283,1193283,15.08,5.20305,299.67,"December 03, 25",0.0520305,,,,,
2025-12-02,291.23,293,284.19,288.22,288.22,1379511,1379511,-3.01,-1.03355,288.47,"December 02, 25",-0.0103355,,,,,
2025-12-01,287.84,290.92,284.23,284.58,284.58,1237932,1237932,-3.26,-1.13257,286.58,"December 01, 25",-0.0113257,2025-12-15,1.6,2025-12-01,2025-11-03,0.53333
2025-11-28,288.33,291.23,285.95,288.1,287.56,409401,409401,-0.23,-0.07976971,288.43,"November 28, 25",-0.0007976971,,,,,
2025-11-26,288.67,292.18,286.67,287.64,287.1,803106,803106,-1.03,-0.35680881,288.83,"November 26, 25",-0.0035680881,,,,,
2025-11-25,290.83,291.69,279.42,288.14,287.6,1515105,1515105,-2.69,-0.92493897,286.42,"November 25, 25",-0.0092493897,,,,,
2025-11-24,296.77,298.75,290.8,292.24,291.7,2348820,2348820,-4.53,-1.52643,293.93,"November 24, 25",-0.0152643,,,,,
2025-11-21,294.38,303.27,293.5,298.81,298.26,401454,401454,4.43,1.50486,298.53,"November 21, 25",0.0150486,,,,,
2025-11-20,304.79,308,294.11,294.52,293.97,351855,351855,-10.27,-3.36953,298.88,"November 20, 25",-0.0336953,,,,,
2025-11-19,300.57,305.17,298.26,301.92,301.36,262224,262224,1.35,0.44914662,301.78,"November 19, 25",0.0044914662,,,,,
2025-11-18,312.02,315.33,297.33,306.71,306.14,407964,407964,-5.31,-1.70181,306.46,"November 18, 25",-0.0170181,,,,,
2025-11-17,340,340.92,317.92,319.16,318.57,513900,513900,-20.84,-6.12941,326,"November 17, 25",-0.0612941,,,,,
2025-11-14,326.19,344.16,326.19,340.88,340.25,434772,434772,14.69,4.50351,337.08,"November 14, 25",0.0450351,,,,,
2025-11-13,333.33,342.04,328.83,329.66,329.05,380400,380400,-3.67,-1.10101,333.51,"November 13, 25",-0.0110101,,,,,
2025-11-12,326.97,336.57,326.97,335.47,334.85,373035,373035,8.5,2.59963,333,"November 12, 25",0.0259963,,,,,
2025-11-11,332.8,335.6,328.37,329.73,329.12,205800,205800,-3.07,-0.92247596,331.23,"November 11, 25",-0.0092247596,,,,,
2025-11-10,328.56,333.33,320,331.29,330.67,296400,296400,2.73,0.83089847,328.21,"November 10, 25",0.0083089847,,,,,
2025-11-07,339.98,339.98,312.55,327.23,326.62,521400,521400,-12.75,-3.75022,326.59,"November 07, 25",-0.0375022,,,,,
2025-11-06,305.67,349.63,305.67,337.04,336.42,975000,975000,31.37,10.2627,330.78,"November 06, 25",0.102627,,,,,
2025-11-05,302.48,312.25,302.36,306.35,305.78,282018,282018,3.87,1.27942,306.99,"November 05, 25",0.0127942,,,,,
2025-11-04,305,307.9,300.01,304.81,304.25,266400,266400,-0.19,-0.06229508,304.24,"November 04, 25",-0.0006229508,,,,,
2025-11-03,314.33,314.47,305.45,308.22,307.65,314400,314400,-6.11,-1.94382,309.38,"November 03, 25",-0.0194382,,,,,
2025-10-31,308.64,316.67,308.64,314.46,313.88,501300,501300,5.82,1.88569,313.26,"October 31, 25",0.0188569,,,,,
2025-10-30,308.57,316.25,308.57,309.5,308.93,330900,330900,0.93,0.30139028,311.44,"October 30, 25",0.0030139028,,,,,
2025-10-29,305,313.56,303.73,308.13,307.56,286800,286800,3.13,1.02623,308.47,"October 29, 25",0.0102623,,,,,
2025-10-28,309,309.88,304.35,305,304.44,235800,235800,-4,-1.2945,306.41,"October 28, 25",-0.012945,,,,,
2025-10-27,312.21,313.79,307.36,309.8,309.23,195600,195600,-2.41,-0.77191634,310.32,"October 27, 25",-0.0077191634,,,,,
2025-10-24,315,317.42,309.44,309.54,308.97,218700,218700,-5.46,-1.73333,312.13,"October 24, 25",-0.0173333,,,,,
2025-10-23,319.12,319.12,311.9,312.55,311.97,226500,226500,-6.57,-2.05879,314.52,"October 23, 25",-0.0205879,,,,,
2025-10-22,310.29,312.34,303.27,308.62,308.05,423900,423900,-1.67,-0.53820619,308.08,"October 22, 25",-0.0053820619,,,,,
2025-10-21,309.95,316.64,309.54,309.54,308.97,283500,283500,-0.41,-0.1322794,311.91,"October 21, 25",-0.001322794,,,,,
2025-10-20,316.2,317.75,310.99,311.49,310.91,384300,384300,-4.71,-1.48956,313.41,"October 20, 25",-0.0148956,,,,,
2025-10-17,310.42,313.38,306.18,312.99,312.41,420300,420300,2.57,0.82791057,310.85,"October 17, 25",0.0082791057,,,,,
2025-10-16,308.85,314.95,306.44,312.73,312.15,465900,465900,3.88,1.25627,311.37,"October 16, 25",0.0125627,,,,,
2025-10-15,305,314.48,305,308.92,308.34,440700,440700,3.92,1.28525,309.47,"October 15, 25",0.0128525,,,,,
2025-10-14,291.43,306.9,287.51,302.51,301.95,415800,415800,11.08,3.80194,298.97,"October 14, 25",0.0380194,,,,,
2025-10-13,299.21,303.75,296.71,297.41,296.86,317100,317100,-1.8,-0.60158417,299.29,"October 13, 25",-0.0060158417,,,,,
2025-10-10,300,303.75,293.33,296.42,295.87,411600,411600,-3.58,-1.19333,297.83,"October 10, 25",-0.0119333,,,,,
2025-10-09,316.91,320.74,302.08,303.26,302.7,372300,372300,-13.65,-4.30722,308.69,"October 09, 25",-0.0430722,,,,,
2025-10-08,321.97,321.97,310,317.64,317.05,363900,363900,-4.33,-1.34485,316.54,"October 08, 25",-0.0134485,,,,,
2025-10-07,325.13,325.13,315.76,319.87,319.28,245700,245700,-5.26,-1.61781,320.25,"October 07, 25",-0.0161781,,,,,
2025-10-06,318.01,327.74,315.72,325.13,324.53,407400,407400,7.12,2.23892,322.86,"October 06, 25",0.0223892,,,,,
2025-10-03,322.68,326.67,314.64,315.3,314.71,345000,345000,-7.38,-2.2871,318.87,"October 03, 25",-0.022871,,,,,
2025-10-02,319.27,325.27,318.01,322.58,321.98,367500,367500,3.31,1.03674,321.95,"October 02, 25",0.0103674,,,,,
2025-10-01,309.41,321.1,308.87,319.33,318.74,398400,398400,9.92,3.2061,316.43,"October 01, 25",0.032061,,,,,
2025-09-30,303.31,312.49,301.89,311.21,310.64,366300,366300,7.9,2.6046,308.53,"September 30, 25",0.026046,,,,,
2025-09-29,315.31,315.31,306,306.88,306.31,285900,285900,-8.43,-2.67356,309.4,"September 29, 25",-0.0267356,,,,,
2025-09-26,308.82,320.89,308.82,318.09,317.5,382500,382500,9.27,3.00175,315.93,"September 26, 25",0.0300175,,,,,
2025-09-25,311.61,312.26,306.24,308.52,307.95,296100,296100,-3.09,-0.99162415,309.01,"September 25, 25",-0.0099162415,,,,,
2025-09-24,315.34,320.32,311.43,311.67,311.09,392100,392100,-3.67,-1.16382,314.47,"September 24, 25",-0.0116382,,,,,
2025-09-23,292.6,312.33,292.6,310.43,309.85,657600,657600,17.83,6.09364,305.12,"September 23, 25",0.0609364,,,,,
2025-09-22,289.48,295.4,286.68,292.32,291.78,460500,460500,2.84,0.9810695,291.47,"September 22, 25",0.009810695,,,,,
2025-09-19,302.98,304.12,289.9,291.7,291.16,1280400,1280400,-11.28,-3.72302,295.24,"September 19, 25",-0.0372302,,,,,
2025-09-18,305.26,310.61,303.94,304.42,303.86,386700,386700,-0.84,-0.27517526,306.32,"September 18, 25",-0.0027517526,,,,,
2025-09-17,310.13,314.44,304.33,304.33,303.77,450900,450900,-5.8,-1.87018,307.7,"September 17, 25",-0.0187018,,,,,
2025-09-16,308.84,314.71,308.79,311.89,311.31,328800,328800,3.05,0.98756638,311.8,"September 16, 25",0.0098756638,,,,,
2025-09-15,314.12,318.31,304.45,307.84,307.27,346500,346500,-6.28,-1.99924,310.2,"September 15, 25",-0.0199924,,,,,
2025-09-12,315.93,318.66,311.27,312.39,311.81,326700,326700,-3.54,-1.1205,314.11,"September 12, 25",-0.011205,,,,,
2025-09-11,309.42,313.99,308.61,313,312.42,287100,287100,3.58,1.157,311.87,"September 11, 25",0.01157,,,,,
2025-09-10,302.72,312.55,302.72,312.54,311.96,278100,278100,9.82,3.24392,309.27,"September 10, 25",0.0324392,,,,,
2025-09-09,304.19,306.98,299.97,300.04,299.48,322500,322500,-4.15,-1.36428,302.33,"September 09, 25",-0.0136428,,,,,
2025-09-08,300.82,305.76,298.58,304.19,303.63,427200,427200,3.37,1.12027,302.84,"September 08, 25",0.0112027,,,,,
2025-09-05,305.18,308.39,296.35,296.4,295.85,413100,413100,-8.78,-2.87699,300.38,"September 05, 25",-0.0287699,,,,,
2025-09-04,300.52,309.64,300.46,309.64,309.07,270900,270900,9.12,3.03474,306.58,"September 04, 25",0.0303474,,,,,
2025-09-03,311.45,311.45,303.13,303.16,302.6,316800,316800,-8.29,-2.66174,305.91,"September 03, 25",-0.0266174,,,,,
2025-09-02,310.41,324.25,310.41,314.11,313.53,511500,511500,3.7,1.19197,316.26,"September 02, 25",0.0119197,2025-09-16,1.6,2025-09-02,2025-08-05,0.53333
2025-08-29,307.01,312.95,307.01,311.16,310.05,320100,320100,4.15,1.35175,310.37,"August 29, 25",0.0135175,,,,,
2025-08-28,303.69,309.74,301.83,307.3,306.2,429600,429600,3.61,1.18871,306.29,"August 28, 25",0.0118871,,,,,
2025-08-27,300.88,306.84,300.88,302.9,301.82,326100,326100,2.02,0.671364,303.54,"August 27, 25",0.00671364,,,,,
2025-08-26,299.25,303.87,296.28,303.68,302.6,716400,716400,4.43,1.48037,301.28,"August 26, 25",0.0148037,,,,,
2025-08-25,304.77,305.03,300,300.21,299.14,315600,315600,-4.56,-1.49621,301.75,"August 25, 25",-0.0149621,,,,,
2025-08-22,294.63,306.64,293.92,303.88,302.79,312600,312600,9.25,3.13953,301.48,"August 22, 25",0.0313953,,,,,
2025-08-21,297.14,298.75,291.11,293.43,292.38,392400,392400,-3.71,-1.24857,294.43,"August 21, 25",-0.0124857,,,,,
2025-08-20,301,302.71,297.41,298.26,297.19,312300,312300,-2.74,-0.910299,299.46,"August 20, 25",-0.00910299,,,,,
2025-08-19,296.67,300.73,295.42,300.73,299.66,301500,301500,4.06,1.36852,298.96,"August 19, 25",0.0136852,,,,,
2025-08-18,293.27,299.02,290.3,297.35,296.29,372900,372900,4.08,1.39121,295.56,"August 18, 25",0.0139121,,,,,
2025-08-15,304.08,304.21,292.61,294.05,293,557400,557400,-10.03,-3.29847,296.96,"August 15, 25",-0.0329847,,,,,
2025-08-14,292.53,308.77,290,304.18,303.1,602400,602400,11.65,3.9825,300.98,"August 14, 25",0.039825,,,,,
2025-08-13,285,294.58,281.85,294.13,293.08,467100,467100,9.13,3.20351,290.19,"August 13, 25",0.0320351,,,,,
2025-08-12,284.09,288.61,282.53,285.6,284.59,359700,359700,1.51,0.5315217,285.58,"August 12, 25",0.005315217,,,,,
2025-08-11,288.59,293.12,283.83,284.94,283.93,387000,387000,-3.65,-1.26477,287.3,"August 11, 25",-0.0126477,,,,,
2025-08-08,292.9,293.21,285.84,287.37,286.34,480600,480600,-5.53,-1.88802,288.81,"August 08, 25",-0.0188802,,,,,
2025-08-07,319.44,320.33,287.87,289.15,288.12,901800,901800,-30.29,-9.48222,299.12,"August 07, 25",-0.0948222,,,,,
2025-08-06,323.17,323.17,315.67,316.87,315.74,384300,384300,-6.3,-1.94944,318.57,"August 06, 25",-0.0194944,,,,,
2025-08-05,317.7,321.98,313.32,319.6,318.46,391200,391200,1.9,0.59804847,318.3,"August 05, 25",0.0059804847,,,,,
2025-08-04,311.92,319.69,311.92,317.35,316.22,390000,390000,5.43,1.74083,316.32,"August 04, 25",0.0174083,,,,,
2025-08-01,318.3,318.3,310.88,311.6,310.49,285900,285900,-6.7,-2.10493,313.59,"August 01, 25",-0.0210493,,,,,
2025-07-31,326.1,329.07,320.5,322.71,321.56,479700,479700,-3.39,-1.03956,324.09,"July 31, 25",-0.0103956,,,,,
2025-07-30,330.66,332.56,326.24,328.7,327.53,451500,451500,-1.96,-0.59275389,329.17,"July 30, 25",-0.0059275389,,,,,
2025-07-29,326.21,332.01,319.67,331.21,330.03,387600,387600,5,1.53275,327.63,"July 29, 25",0.0153275,,,,,
2025-07-28,330.07,333.83,321.4,325.52,324.36,422100,422100,-4.55,-1.3785,326.92,"July 28, 25",-0.013785,,,,,
2025-07-25,321.96,327.21,316.73,326.43,325.27,548700,548700,4.47,1.38837,323.46,"July 25, 25",0.0138837,,,,,
2025-07-24,308.85,324.35,302.61,323.15,322,950400,950400,14.3,4.63008,316.7,"July 24, 25",0.0463008,,,,,
2025-07-23,312.6,313.88,305.57,310.43,309.32,651000,651000,-2.17,-0.69417786,309.96,"July 23, 25",-0.0069417786,,,,,
2025-07-22,325,325,310.07,312.46,311.34,761700,761700,-12.54,-3.85846,315.84,"July 22, 25",-0.0385846,,,,,
2025-07-21,333.94,334.9,318.91,323.32,322.17,440100,440100,-10.62,-3.18021,325.71,"July 21, 25",-0.0318021,,,,,
2025-07-18,336.1,337.33,331.8,332.37,331.19,413700,413700,-3.73,-1.10979,333.83,"July 18, 25",-0.0110979,,,,,
2025-07-17,326.77,335.66,326.44,330.74,329.56,383700,383700,3.97,1.21492,330.95,"July 17, 25",0.0121492,,,,,
2025-07-16,327.23,330.98,319.58,328.89,327.72,584700,584700,1.66,0.50728845,326.48,"July 16, 25",0.0050728845,,,,,
2025-07-15,346.72,346.72,327.07,327.55,326.38,523800,523800,-19.17,-5.52896,333.78,"July 15, 25",-0.0552896,,,,,
2025-07-14,345,346.96,341.29,345.88,344.65,404400,404400,0.88,0.25507246,344.71,"July 14, 25",0.0025507246,,,,,
2025-07-11,348.11,354.62,348.03,348.93,347.68,329100,329100,0.82,0.23555773,350.53,"July 11, 25",0.0023555773,,,,,
2025-07-10,346.98,350.39,343.42,350.34,349.1,379800,379800,3.36,0.96835552,348.05,"July 10, 25",0.0096835552,,,,,
2025-07-09,350.64,351.34,343.64,349.18,347.94,269400,269400,-1.46,-0.41638147,348.05,"July 09, 25",-0.0041638147,,,,,
2025-07-08,344.33,354.06,343.68,348.82,347.58,433200,433200,4.49,1.30398,348.85,"July 08, 25",0.0130398,,,,,
2025-07-07,354.66,355.29,341.78,344.64,343.41,351300,351300,-10.02,-2.82524,347.24,"July 07, 25",-0.0282524,,,,,
2025-07-03,360.08,360.16,354.55,358.66,357.38,169200,169200,-1.42,-0.39435681,357.79,"July 03, 25",-0.0039435681,,,,,
2025-07-02,357.3,359.67,349.64,357.32,356.04,312900,312900,0.02,0.00559754,355.54,"July 02, 25",5.59754e-05,,,,,
2025-07-01,351.72,358.75,346.52,356.23,354.96,383400,383400,4.51,1.28227,353.83,"July 01, 25",0.0128227,,,,,
2025-06-30,353.19,354.26,348.82,352.13,350.88,428100,428100,-1.06,-0.30012175,351.74,"June 30, 25",-0.0030012175,,,,,
2025-06-27,357,358.18,347.39,351.81,350.56,629400,629400,-5.19,-1.45378,352.46,"June 27, 25",-0.0145378,,,,,
2025-06-26,345.61,361.65,345.4,358.48,357.21,483300,483300,12.87,3.72385,355.18,"June 26, 25",0.0372385,,,,,
2025-06-25,354.68,354.68,343.34,345.43,344.2,372000,372000,-9.25,-2.60798,347.82,"June 25, 25",-0.0260798,,,,,
2025-06-24,343.8,356.45,340.46,353.31,352.05,563100,563100,9.51,2.76614,350.07,"June 24, 25",0.0276614,,,,,
2025-06-23,366.33,366.33,346.87,350,348.75,537000,537000,-16.33,-4.45773,354.4,"June 23, 25",-0.0445773,,,,,
2025-06-20,360.6,364.72,356.3,361.4,360.12,943500,943500,0.8,0.22185247,360.81,"June 20, 25",0.0022185247,,,,,
2025-06-18,360.1,365.49,357.33,359.91,358.63,405300,405300,-0.19,-0.05276312,360.91,"June 18, 25",-0.0005276312,,,,,
2025-06-17,368.4,373.07,359.43,362.53,361.24,463800,463800,-5.87,-1.59338,365.01,"June 17, 25",-0.0159338,,,,,
2025-06-16,368.19,376,360.33,364.33,363.04,496500,496500,-3.86,-1.04837,366.89,"June 16, 25",-0.0104837,,,,,
2025-06-13,373.29,374.36,363.57,373.19,371.86,445200,445200,-0.1,-0.02678882,370.37,"June 13, 25",-0.0002678882,,,,,
2025-06-12,363.43,368.67,360.29,365.83,364.53,336600,336600,2.4,0.66037476,364.93,"June 12, 25",0.0066037476,,,,,
2025-06-11,370.63,373.01,364.49,366.67,365.36,513000,513000,-3.96,-1.06845,368.06,"June 11, 25",-0.0106845,,,,,
2025-06-10,371.8,376.8,362.09,366.53,365.22,462000,462000,-5.27,-1.41743,368.47,"June 10, 25",-0.0141743,,,,,
2025-06-09,374.45,375.59,364,368.35,367.03,407400,407400,-6.1,-1.62906,369.31,"June 09, 25",-0.0162906,,,,,
2025-06-06,370.9,379.47,367.5,371.09,369.76,327600,327600,0.19,0.05122675,372.69,"June 06, 25",0.0005122675,,,,,
2025-06-05,370.99,370.99,362.62,364.35,363.06,411900,411900,-6.64,-1.78981,365.99,"June 05, 25",-0.0178981,,,,,
2025-06-04,373.51,377.5,363.48,367.51,366.2,520500,520500,-6,-1.60638,369.5,"June 04, 25",-0.0160638,,,,,
2025-06-03,370.08,380.82,356.22,375.46,374.12,456900,456900,5.38,1.45374,370.83,"June 03, 25",0.0145374,,,,,
2025-06-02,381.96,390.17,367.65,370.05,368.73,470100,470100,-11.91,-3.11813,375.96,"June 02, 25",-0.0311813,2025-06-16,1.6,2025-06-02,2025-05-06,0.53333
2025-05-30,395.73,395.73,369.47,371.34,369.49,1114800,1114800,-24.39,-6.16329,378.85,"May 30, 25",-0.0616329,,,,,
2025-05-29,406.51,406.51,395.87,399.44,397.45,476400,476400,-7.07,-1.73919,400.61,"May 29, 25",-0.0173919,,,,,
2025-05-28,416.13,420.81,405.47,406.51,404.48,299400,299400,-9.62,-2.31178,410.93,"May 28, 25",-0.0231178,,,,,
2025-05-27,433.33,433.33,412.13,414.51,412.44,371100,371100,-18.82,-4.34311,419.99,"May 27, 25",-0.0434311,,,,,
2025-05-23,418.73,429.15,418.73,424.14,422.02,253800,253800,5.41,1.292,424.01,"May 23, 25",0.01292,,,,,
2025-05-22,447.12,447.12,424.75,426.3,424.17,462900,462900,-20.82,-4.65647,432.72,"May 22, 25",-0.0465647,,,,,
2025-05-21,461.68,472.02,451.46,451.89,449.63,317700,317700,-9.79,-2.12052,458.46,"May 21, 25",-0.0212052,,,,,
2025-05-20,472.76,472.76,456.9,456.9,454.62,396600,396600,-15.86,-3.35477,462.19,"May 20, 25",-0.0335477,,,,,
2025-05-19,468.48,473.39,462.58,473.39,471.02,277800,277800,4.91,1.04807,469.79,"May 19, 25",0.0104807,,,,,
2025-05-16,475.42,477.39,461.97,476.85,474.47,327000,327000,1.43,0.30078667,472.07,"May 16, 25",0.0030078667,,,,,
2025-05-15,460.61,473.31,449.9,472.37,470.01,386100,386100,11.76,2.55314,465.19,"May 15, 25",0.0255314,,,,,
2025-05-14,459.16,469.72,453.33,468.64,466.3,393600,393600,9.48,2.06464,463.9,"May 14, 25",0.0206464,,,,,
2025-05-13,449.47,462.49,449.06,459.55,457.25,304500,304500,10.08,2.24264,457.03,"May 13, 25",0.0224264,,,,,
2025-05-12,456.32,456.32,438.31,447.04,444.81,295200,295200,-9.28,-2.03366,447.22,"May 12, 25",-0.0203366,,,,,
2025-05-09,432.78,438.07,423.53,433.8,431.63,249000,249000,1.02,0.23568557,431.8,"May 09, 25",0.0023568557,,,,,
2025-05-08,456.67,459.86,427.17,429.16,427.02,544200,544200,-27.51,-6.02404,438.73,"May 08, 25",-0.0602404,,,,,
2025-05-07,444.07,449.15,438.33,447.79,445.56,326700,326700,3.72,0.83770577,445.09,"May 07, 25",0.0083770577,,,,,
2025-05-06,442.09,450.91,435,444.71,442.49,325200,325200,2.62,0.59263951,443.54,"May 06, 25",0.0059263951,,,,,
2025-05-05,439.45,443.57,432.67,440.54,438.34,211500,211500,1.09,0.24803732,438.93,"May 05, 25",0.0024803732,,,,,
2025-05-02,443.07,453.01,431.03,448.8,446.56,305700,305700,5.73,1.29325,444.28,"May 02, 25",0.0129325,,,,,
2025-05-01,426,442.75,424.04,435.38,433.2,328200,328200,9.38,2.20188,434.06,"May 01, 25",0.0220188,,,,,
2025-04-30,435.31,437.09,422.98,429.62,427.48,360000,360000,-5.69,-1.30711,429.9,"April 30, 25",-0.0130711,,,,,
2025-04-29,443.61,448.59,438.33,443.43,441.22,181200,181200,-0.18,-0.04057618,443.45,"April 29, 25",-0.0004057618,,,,,
2025-04-28,441.15,451.59,440.71,450.13,447.88,181200,181200,8.98,2.03559,447.48,"April 28, 25",0.0203559,,,,,
2025-04-25,441.32,445,437.39,444.88,442.66,167100,167100,3.56,0.8066709,442.42,"April 25, 25",0.008066709,,,,,
2025-04-24,447.87,451.76,440.59,445.26,443.04,260100,260100,-2.61,-0.58275839,445.87,"April 24, 25",-0.0058275839,,,,,
2025-04-23,441.67,457.12,435.88,443.57,441.35,327300,327300,1.9,0.43018543,445.52,"April 23, 25",0.0043018543,,,,,
2025-04-22,425.64,437.51,421,436.81,434.63,287700,287700,11.17,2.62428,431.77,"April 22, 25",0.0262428,,,,,
2025-04-21,424.74,427.93,406.79,416.32,414.24,259800,259800,-8.42,-1.98239,417.01,"April 21, 25",-0.0198239,,,,,
2025-04-17,433.33,440.63,427.67,432.88,430.72,312600,312600,-0.45,-0.10384695,433.73,"April 17, 25",-0.0010384695,,,,,
2025-04-16,420.25,430.73,419.34,425.86,423.73,343200,343200,5.61,1.33492,425.31,"April 16, 25",0.0133492,,,,,
2025-04-15,415.84,431.49,415.84,421.42,419.32,241500,241500,5.58,1.34186,422.92,"April 15, 25",0.0134186,,,,,
2025-04-14,424.28,424.28,411.67,415.84,413.77,340800,340800,-8.44,-1.98925,417.26,"April 14, 25",-0.0198925,,,,,
2025-04-11,395.67,413.49,385.63,412.03,409.98,302400,302400,16.36,4.13476,403.72,"April 11, 25",0.0413476,,,,,
2025-04-10,405.36,405.36,380.13,395.56,393.58,422700,422700,-9.8,-2.4176,393.68,"April 10, 25",-0.024176,,,,,
2025-04-09,367.9,432.2,356.92,421.16,419.06,615600,615600,53.26,14.47676,403.43,"April 09, 25",0.1447676,,,,,
2025-04-08,404.08,404.47,359.33,372.5,370.64,576900,576900,-31.58,-7.81528,378.77,"April 08, 25",-0.0781528,,,,,
2025-04-07,339.49,395.56,328.98,384.64,382.72,1100100,1100100,45.15,13.29936,369.73,"April 07, 25",0.1329936,,,,,
2025-04-04,393.17,393.17,349.47,359.67,357.87,858000,858000,-33.5,-8.52049,367.44,"April 04, 25",-0.0852049,,,,,
2025-04-03,430.52,431.43,406.82,406.99,404.96,543000,543000,-23.53,-5.46548,415.08,"April 03, 25",-0.0546548,,,,,
2025-04-02,440.57,464,440.57,463.81,461.49,304500,304500,23.24,5.27498,456.13,"April 02, 25",0.0527498,,,,,
2025-04-01,438.19,451.99,428.66,450.95,448.7,399600,399600,12.76,2.91198,443.87,"April 01, 25",0.0291198,,,,,
2025-03-31,431.67,445.59,423.33,441.66,439.46,388200,388200,9.99,2.31427,436.86,"March 31, 25",0.0231427,,,,,
2025-03-28,442.44,447.41,433.31,435.24,433.06,309300,309300,-7.2,-1.62734,438.65,"March 28, 25",-0.0162734,,,,,
2025-03-27,455.15,455.15,439.9,443.97,441.75,268200,268200,-11.18,-2.45633,446.34,"March 27, 25",-0.0245633,,,,,
2025-03-26,459.96,470.39,449.98,452.92,450.66,315300,315300,-7.04,-1.53057,457.76,"March 26, 25",-0.0153057,,,,,
2025-03-25,448.57,456.89,446.6,454.12,451.85,304500,304500,5.55,1.23727,452.54,"March 25, 25",0.0123727,,,,,
2025-03-24,429.76,452.91,424.37,448.33,446.09,442800,442800,18.57,4.32102,441.87,"March 24, 25",0.0432102,,,,,
2025-03-21,453.07,453.07,403.86,424.38,422.26,1185300,1185300,-28.69,-6.33235,427.1,"March 21, 25",-0.0633235,,,,,
2025-03-20,456.67,462.22,451.62,457.16,454.88,287100,287100,0.49,0.10729849,457,"March 20, 25",0.0010729849,,,,,
2025-03-19,450,464.47,448.67,461.66,459.36,426900,426900,11.66,2.59111,458.27,"March 19, 25",0.0259111,,,,,
2025-03-18,448,448,441.95,447.91,445.67,241800,241800,-0.09,-0.02008929,445.95,"March 18, 25",-0.0002008929,,,,,
2025-03-17,438.61,449.39,436.33,446.53,444.3,244500,244500,7.92,1.8057,444.08,"March 17, 25",0.018057,,,,,
2025-03-14,423.24,441.72,420.8,440.36,438.16,295800,295800,17.12,4.04499,434.29,"March 14, 25",0.0404499,,,,,
2025-03-13,448.02,451.52,416.5,418.28,416.19,455400,455400,-29.74,-6.6381,428.77,"March 13, 25",-0.066381,,,,,
2025-03-12,450.53,457.28,437.89,449.31,447.07,291600,291600,-1.22,-0.27079218,448.16,"March 12, 25",-0.0027079218,,,,,
2025-03-11,446.68,459.53,433.33,442.48,440.27,381600,381600,-4.2,-0.94027044,445.11,"March 11, 25",-0.0094027044,,,,,
