date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,adjDividend,recordDate,dividend,declarationDate
2025-03-10,238.8,240.45,231.37,232.45,228.84,1169800,1169800,-6.35,-2.66,235.7675,"March 10, 25",-0.0266,,,,,
2025-03-07,236.74,241.78,234.98,240.92,237.17,632800,632800,4.18,1.77,238.605,"March 07, 25",0.0177,,,,,
2025-03-06,241.46,241.46,237.37,237.84,234.14,811035,811035,-3.62,-1.5,239.5325,"March 06, 25",-0.015,,,,,
2025-03-05,240.05,245.33,240.05,242.49,238.72,702537,702537,2.44,1.02,241.98,"March 05, 25",0.0102,,,,,
2025-03-04,244.34,246.55,241.76,241.83,238.07,897006,897006,-2.51,-1.03,243.62,"March 04, 25",-0.0103,,,,,
2025-03-03,242,246.58,241.93,244.83,241.02,500900,500900,2.83,1.17,243.835,"March 03, 25",0.0117,,,,,
2025-02-28,240,242.88,237.67,241.22,237.47,904152,904152,1.22,0.50833,240.4425,"February 28, 25",0.0050833,,,,,
2025-02-27,237.15,239.07,236.81,237.42,233.73,322800,322800,0.27,0.11385,237.6125,"February 27, 25",0.0011385,,,,,
2025-02-26,236.19,238.81,235.58,236.34,232.66,396900,396900,0.15,0.06350819,236.73,"February 26, 25",0.0006350819,,,,,
2025-02-25,237.52,239.07,236.21,236.8,233.12,567920,567920,-0.72,-0.30313,237.4,"February 25, 25",-0.0030313,,,,,
2025-02-24,235.05,237.65,234.44,236.43,232.75,283300,283300,1.38,0.58711,235.8925,"February 24, 25",0.0058711,,,,,
2025-02-21,235.75,235.87,233.9,235.33,231.67,363116,363116,-0.42,-0.17815,235.2125,"February 21, 25",-0.0017815,,,,,
2025-02-20,238,238.05,234.51,236.3,232.63,438837,438837,-1.7,-0.71429,236.715,"February 20, 25",-0.0071429,,,,,
2025-02-19,239.25,242,230.87,238.93,235.21,595500,595500,-0.32,-0.13375,237.7625,"February 19, 25",-0.0013375,,,,,
2025-02-18,239.61,241.21,238.49,239.15,235.43,518629,518629,-0.46,-0.19198,239.615,"February 18, 25",-0.0019198,,,,,
2025-02-14,243.23,244.47,240.24,240.33,236.59,277700,277700,-2.9,-1.19,242.0675,"February 14, 25",-0.0119,,,,,
2025-02-13,243,243.63,241.18,242.75,238.98,344400,344400,-0.25,-0.10288,242.64,"February 13, 25",-0.0010288,,,,,
2025-02-12,238.56,242.67,238.1,242.38,238.61,406806,406806,3.82,1.6,240.4275,"February 12, 25",0.016,,,,,
2025-02-11,241.71,243,239.66,241.57,237.81,248601,248601,-0.14,-0.05792065,241.485,"February 11, 25",-0.0005792065,,,,,
2025-02-10,240.9,242.87,240.05,242.34,238.57,333911,333911,1.44,0.59776,241.54,"February 10, 25",0.0059776,,,,,
2025-02-07,240.98,241.45,239.06,240.42,236.68,321300,321300,-0.56,-0.23238,240.4775,"February 07, 25",-0.0023238,,,,,
2025-02-06,240.41,241.22,238.43,240.03,236.3,490000,490000,-0.38,-0.15806,240.0225,"February 06, 25",-0.0015806,,,,,
2025-02-05,241.82,242.39,240.05,240.09,236.36,405543,405543,-1.73,-0.71541,241.0875,"February 05, 25",-0.0071541,,,,,
2025-02-04,237.61,242.03,237.61,240.59,236.85,563600,563600,2.98,1.25,239.46,"February 04, 25",0.0125,,,,,
2025-02-03,237.12,240.16,234.31,238.65,234.94,515967,515967,1.53,0.64524,237.56,"February 03, 25",0.0064524,,,,,
2025-01-31,231.03,241.25,230.69,238.22,234.52,726800,726800,7.19,3.11,235.2975,"January 31, 25",0.0311,,,,,
2025-01-30,236.56,240.12,236.56,239.12,235.4,438326,438326,2.56,1.08,238.09,"January 30, 25",0.0108,,,,,
2025-01-29,237.72,238.83,235.52,235.56,231.9,478045,478045,-2.16,-0.90863,236.9075,"January 29, 25",-0.0090863,,,,,
2025-01-28,239.67,241.45,237.75,237.91,234.21,390107,390107,-1.76,-0.73434,239.195,"January 28, 25",-0.0073434,,,,,
2025-01-27,237.41,241.18,236.52,239.54,235.82,420436,420436,2.13,0.89718,238.6625,"January 27, 25",0.0089718,,,,,
2025-01-24,235.79,237.81,235.79,237.35,233.66,327315,327315,1.56,0.66161,236.685,"January 24, 25",0.0066161,,,,,
2025-01-23,235.18,237.11,234.06,236.76,233.08,443102,443102,1.58,0.67183,235.7775,"January 23, 25",0.0067183,,,,,
2025-01-22,233.65,236.05,232.06,234.95,231.3,397047,397047,1.3,0.55639,234.1775,"January 22, 25",0.0055639,,,,,
2025-01-21,232.49,234.2,231.65,233.55,229.92,465141,465141,1.06,0.45593,232.9725,"January 21, 25",0.0045593,,,,,
2025-01-17,231.87,233.56,230.15,230.4,226.82,582537,582537,-1.47,-0.63398,231.495,"January 17, 25",-0.0063398,,,,,
2025-01-16,227.95,231.88,227.69,231.04,227.45,422900,422900,3.09,1.36,229.64,"January 16, 25",0.0136,,,,,
2025-01-15,230,230,226.22,228.09,224.54,372200,372200,-1.91,-0.83043,228.5775,"January 15, 25",-0.0083043,,,,,
2025-01-14,224.88,227.66,224.56,227.12,223.59,372505,372505,2.24,0.99609,226.055,"January 14, 25",0.0099609,,,,,
2025-01-13,221.29,225.25,220.13,224.81,221.31,393717,393717,3.52,1.59,222.87,"January 13, 25",0.0159,,,,,
2025-01-10,227.63,228.2,220,221.46,218.02,642700,642700,-6.17,-2.71,224.3225,"January 10, 25",-0.0271,,,,,
2025-01-08,226.69,229.73,225.2,229.49,225.92,675908,675908,2.8,1.24,227.7775,"January 08, 25",0.0124,,,,,
2025-01-07,226.04,227.93,225.23,226.32,222.8,627128,627128,0.28,0.12387,226.38,"January 07, 25",0.0012387,,,,,
2025-01-06,228.24,229.7,224.93,225.44,221.93,524948,524948,-2.8,-1.23,227.0775,"January 06, 25",-0.0123,,,,,
2025-01-03,226,229.97,225.88,229.23,225.67,553400,553400,3.23,1.43,227.77,"January 03, 25",0.0143,,,,,
2025-01-02,226.48,228.15,225.08,226.83,223.3,626947,626947,0.35,0.15454,226.635,"January 02, 25",0.0015454,,,,,
2024-12-31,225.6,227.13,225.14,226.09,222.57,316105,316105,0.49,0.2172,225.99,"December 31, 24",0.002172,,,,,
2024-12-30,224.41,226.34,221.89,225.5,221.99,389700,389700,1.09,0.48572,224.535,"December 30, 24",0.0048572,,,,,
2024-12-27,226.23,227.92,224.89,226.37,222.85,231400,231400,0.14,0.06188392,226.3525,"December 27, 24",0.0006188392,,,,,
2024-12-26,225.9,228.02,225.5,227.74,224.2,301800,301800,1.84,0.81452,226.79,"December 26, 24",0.0081452,,,,,
2024-12-24,225.12,227.47,224.63,227.34,223.8,113800,113800,2.22,0.98614,226.14,"December 24, 24",0.0098614,,,,,
2024-12-23,225,225.43,223.1,224.49,221,306819,306819,-0.51,-0.22667,224.505,"December 23, 24",-0.0022667,,,,,
2024-12-20,222.9,228.09,222.57,226.01,222.5,1191499,1191499,3.11,1.4,224.8925,"December 20, 24",0.014,,,,,
2024-12-19,223.29,225.7,223.22,224.18,220.69,474832,474832,0.89,0.39858,224.0975,"December 19, 24",0.0039858,,,,,
2024-12-18,228.91,231.35,222.87,223.09,219.62,500245,500245,-5.82,-2.54,226.555,"December 18, 24",-0.0254,,,,,
2024-12-17,231.88,233.58,229.27,229.69,226.12,680500,680500,-2.19,-0.94445,231.105,"December 17, 24",-0.0094445,,,,,
2024-12-16,233.88,234.58,231.44,231.92,228.31,372053,372053,-1.96,-0.83804,232.955,"December 16, 24",-0.0083804,,,,,
2024-12-13,234.93,235.45,233.2,233.53,229.9,366702,366702,-1.4,-0.59592,234.2775,"December 13, 24",-0.0059592,2025-01-03,0.88,2024-12-13,0.88,2024-11-14
2024-12-12,236.38,236.68,234.5,235.89,231.36,321326,321326,-0.49,-0.20729,235.8625,"December 12, 24",-0.0020729,,,,,
2024-12-11,236.8,237.02,235.05,235.59,231.07,361527,361527,-1.21,-0.51098,236.115,"December 11, 24",-0.0051098,,,,,
2024-12-10,233.89,236.08,230.05,235.9,231.37,342900,342900,2.01,0.85938,233.98,"December 10, 24",0.0085938,,,,,
2024-12-09,234.56,236.11,232.13,233.57,229.09,423587,423587,-0.99,-0.42207,234.0925,"December 09, 24",-0.0042207,,,,,
2024-12-06,236.29,237.96,235.37,235.43,230.91,389430,389430,-0.86,-0.36396,236.2625,"December 06, 24",-0.0036396,,,,,
2024-12-05,231.95,236.1,230.68,235.91,231.38,594430,594430,3.96,1.71,233.66,"December 05, 24",0.0171,,,,,
2024-12-04,231.88,234.11,230.88,232.93,228.46,483605,483605,1.05,0.45282,232.45,"December 04, 24",0.0045282,,,,,
2024-12-03,233.82,234.6,229.94,232.22,227.76,432184,432184,-1.6,-0.68429,232.645,"December 03, 24",-0.0068429,,,,,
2024-12-02,236.23,236.23,233.06,234.25,229.75,334807,334807,-1.98,-0.83817,234.9425,"December 02, 24",-0.0083817,,,,,
2024-11-29,236.04,236.94,234.87,236.02,231.49,253044,253044,-0.02,-0.00847314,235.9675,"November 29, 24",-8.47314e-05,,,,,
2024-11-27,236.64,237.74,235.55,235.8,231.27,361709,361709,-0.84,-0.35497,236.4325,"November 27, 24",-0.0035497,,,,,
2024-11-26,234.17,236.5,232.55,236.44,231.9,655851,655851,2.27,0.96938,234.915,"November 26, 24",0.0096938,,,,,
2024-11-25,231.69,234.45,229.95,233.23,228.75,815534,815534,1.54,0.66468,232.33,"November 25, 24",0.0066468,,,,,
2024-11-22,229.29,230.31,227.2,230.24,225.82,943602,943602,0.95,0.41432,229.26,"November 22, 24",0.0041432,,,,,
2024-11-21,226.7,228.69,224.96,227.47,223.1,974932,974932,0.77,0.33966,226.955,"November 21, 24",0.0033966,,,,,
2024-11-20,224.85,226.03,222.01,225.39,221.06,457418,457418,0.54,0.24016,224.57,"November 20, 24",0.0024016,,,,,
2024-11-19,225.49,226.87,223.98,224.84,220.52,382900,382900,-0.65,-0.28826,225.295,"November 19, 24",-0.0028826,,,,,
2024-11-18,227.26,229.34,226.84,227.08,222.72,418100,418100,-0.18,-0.07920444,227.63,"November 18, 24",-0.0007920444,,,,,
2024-11-15,227.13,229.64,225.94,227.78,223.41,583317,583317,0.65,0.28618,227.6225,"November 15, 24",0.0028618,,,,,
2024-11-14,228.81,229.19,226.34,227.56,223.19,562307,562307,-1.25,-0.5463,227.975,"November 14, 24",-0.005463,,,,,
2024-11-13,226.34,230,226.34,229.01,224.61,434100,434100,2.67,1.18,227.9225,"November 13, 24",0.0118,,,,,
2024-11-12,226.94,228.75,225.98,226.86,222.5,500300,500300,-0.08,-0.03525161,227.1325,"November 12, 24",-0.0003525161,,,,,
2024-11-11,226,228.06,225.15,226.21,221.87,536500,536500,0.21,0.09292035,226.355,"November 11, 24",0.0009292035,,,,,
2024-11-08,221.57,226.16,221.57,225.21,220.89,466100,466100,3.64,1.64,223.6275,"November 08, 24",0.0164,,,,,
2024-11-07,220.14,222.15,218.37,221.18,216.93,433939,433939,1.04,0.47243,220.46,"November 07, 24",0.0047243,,,,,
2024-11-06,225.18,225.29,216.31,219.46,215.25,753800,753800,-5.72,-2.54,221.56,"November 06, 24",-0.0254,,,,,
2024-11-05,208.59,218.49,208.2,218.3,214.11,651590,651590,9.71,4.66,213.395,"November 05, 24",0.0466,,,,,
2024-11-04,210.77,211.45,209.12,209.64,205.61,653949,653949,-1.13,-0.53613,210.245,"November 04, 24",-0.0053613,,,,,
2024-11-01,211.22,212.62,209.83,210.21,206.17,525248,525248,-1.01,-0.47817,210.97,"November 01, 24",-0.0047817,,,,,
2024-10-31,211.3,212.53,209.52,210.86,206.81,610913,610913,-0.44,-0.20823,211.0525,"October 31, 24",-0.0020823,,,,,
2024-10-30,214.57,215.55,212.32,212.5,208.42,456526,456526,-2.07,-0.96472,213.735,"October 30, 24",-0.0096472,,,,,
2024-10-29,213.58,215.24,212.64,212.66,208.58,447020,447020,-0.92,-0.43075,213.53,"October 29, 24",-0.0043075,,,,,
2024-10-28,215.13,216.11,212.91,213.7,209.6,378500,378500,-1.43,-0.66471,214.4625,"October 28, 24",-0.0066471,,,,,
2024-10-25,217.53,217.55,212.66,214.03,209.92,271100,271100,-3.5,-1.61,215.4425,"October 25, 24",-0.0161,,,,,
2024-10-24,216.1,217.79,214.79,216.76,212.6,454938,454938,0.66,0.30541,216.36,"October 24, 24",0.0030541,,,,,
2024-10-23,216.75,218.44,215.64,216.36,212.21,230635,230635,-0.39,-0.17993,216.7975,"October 23, 24",-0.0017993,,,,,
2024-10-22,218,218.41,216.27,216.9,212.74,323400,323400,-1.1,-0.50459,217.395,"October 22, 24",-0.0050459,,,,,
2024-10-21,218.1,219.39,217.25,218.81,214.61,421904,421904,0.71,0.32554,218.3875,"October 21, 24",0.0032554,,,,,
2024-10-18,218.72,219.41,217.65,219.1,214.89,288600,288600,0.38,0.17374,218.72,"October 18, 24",0.0017374,,,,,
2024-10-17,219.92,220.46,217.28,218.25,214.06,409000,409000,-1.67,-0.75937,218.9775,"October 17, 24",-0.0075937,,,,,
2024-10-16,221.16,222.8,218.97,219.23,215.02,412200,412200,-1.93,-0.87267,220.54,"October 16, 24",-0.0087267,,,,,
2024-10-15,222.28,224.32,220.7,221.75,217.49,411215,411215,-0.53,-0.23844,222.2625,"October 15, 24",-0.0023844,,,,,
2024-10-14,221,222.53,220.3,221.51,217.26,334100,334100,0.51,0.23077,221.335,"October 14, 24",0.0023077,,,,,
2024-10-11,217.63,222.8,217.63,220.74,216.5,591300,591300,3.11,1.43,219.7,"October 11, 24",0.0143,,,,,
2024-10-10,218.56,219.25,216.17,216.83,212.67,419400,419400,-1.73,-0.79154,217.7025,"October 10, 24",-0.0079154,,,,,
2024-10-09,217.87,220.82,217.51,219.71,215.49,364100,364100,1.84,0.84454,218.9775,"October 09, 24",0.0084454,,,,,
2024-10-08,216.07,217.42,214.91,216.81,212.65,636642,636642,0.74,0.34248,216.3025,"October 08, 24",0.0034248,,,,,
2024-10-07,213.57,215.89,213.2,215.18,211.05,389822,389822,1.61,0.75385,214.46,"October 07, 24",0.0075385,,,,,
2024-10-04,215.36,216.15,213.12,215.33,211.2,341319,341319,-0.03,-0.01393016,214.99,"October 04, 24",-0.0001393016,,,,,
2024-10-03,213.22,215.17,212.37,215,210.87,393220,393220,1.78,0.83482,213.94,"October 03, 24",0.0083482,,,,,
2024-10-02,213.62,215.82,212.09,213.75,209.65,499244,499244,0.13,0.06085573,213.82,"October 02, 24",0.0006085573,,,,,
2024-10-01,215.05,215.56,212.28,214.69,210.57,556200,556200,-0.36,-0.1674,214.395,"October 01, 24",-0.001674,,,,,
2024-09-30,211.6,215.26,211.6,215.03,210.9,725205,725205,3.43,1.62,213.3725,"September 30, 24",0.0162,,,,,
2024-09-27,212.27,214.29,210.97,212.03,207.96,613700,613700,-0.24,-0.11306,212.39,"September 27, 24",-0.0011306,,,,,
2024-09-26,208.91,212.09,208.41,211.75,207.68,757545,757545,2.84,1.36,210.29,"September 26, 24",0.0136,,,,,
2024-09-25,211.43,211.43,208.14,208.37,204.37,356200,356200,-3.06,-1.45,209.8425,"September 25, 24",-0.0145,,,,,
2024-09-24,210.17,211.36,208.89,210.53,206.49,320500,320500,0.36,0.17129,210.2375,"September 24, 24",0.0017129,,,,,
2024-09-23,208.98,210.71,208.29,210.65,206.61,382900,382900,1.67,0.79912,209.6575,"September 23, 24",0.0079912,,,,,
2024-09-20,208.39,209.2,207.21,208.22,204.22,1172574,1172574,-0.17,-0.08157781,208.255,"September 20, 24",-0.0008157781,,,,,
2024-09-19,210.53,210.57,207.28,208.99,204.98,913700,913700,-1.54,-0.73149,209.3425,"September 19, 24",-0.0073149,,,,,
2024-09-18,211.1,212.7,208.48,208.59,204.59,532800,532800,-2.51,-1.19,210.2175,"September 18, 24",-0.0119,,,,,
2024-09-17,211.73,213.27,210.47,210.96,206.91,374002,374002,-0.77,-0.36367,211.6075,"September 17, 24",-0.0036367,,,,,
2024-09-16,212.61,214.22,210.64,211.64,207.58,292900,292900,-0.97,-0.45623,212.2775,"September 16, 24",-0.0045623,,,,,
2024-09-13,210.7,212.24,210.4,211.95,207.88,366500,366500,1.25,0.59326,211.3225,"September 13, 24",0.0059326,,,,,
2024-09-12,210.1,211.69,208.58,210.53,206.49,384845,384845,0.43,0.20466,210.225,"September 12, 24",0.0020466,2024-10-03,0.88,2024-09-12,0.88,2024-08-05
2024-09-11,212.74,212.94,208.02,211.25,206.33,518300,518300,-1.49,-0.70039,211.2375,"September 11, 24",-0.0070039,,,,,
2024-09-10,211.32,214.48,210.29,214.15,209.16,769000,769000,2.83,1.34,212.56,"September 10, 24",0.0134,,,,,
2024-09-09,208.14,211.6,208.14,210.65,205.74,455400,455400,2.51,1.21,209.6325,"September 09, 24",0.0121,,,,,
2024-09-06,210.31,210.99,206.95,207.59,202.76,632306,632306,-2.72,-1.29,208.96,"September 06, 24",-0.0129,,,,,
2024-09-05,212.07,212.63,208.83,210.85,205.94,700000,700000,-1.22,-0.57528,211.095,"September 05, 24",-0.0057528,,,,,
2024-09-04,211.44,212.37,210.18,211.94,207,754600,754600,0.5,0.23647,211.4825,"September 04, 24",0.0023647,,,,,
2024-09-03,211.13,212.91,210.6,211.45,206.53,637900,637900,0.32,0.15157,211.5225,"September 03, 24",0.0015157,,,,,
2024-08-30,213.42,213.43,210.1,212.86,207.9,646300,646300,-0.56,-0.26239,212.4525,"August 30, 24",-0.0026239,,,,,
2024-08-29,212.12,213.21,210.44,212.1,207.16,352700,352700,-0.02,-0.00942863,211.9675,"August 29, 24",-9.42863e-05,,,,,
2024-08-28,210.68,212.92,210.15,211.59,206.66,488222,488222,0.91,0.43193,211.335,"August 28, 24",0.0043193,,,,,
2024-08-27,209.03,211.2,209.03,210.16,205.27,659206,659206,1.13,0.54059,209.855,"August 27, 24",0.0054059,,,,,
2024-08-26,209.5,211.32,208.8,209.45,204.57,483234,483234,-0.05,-0.02386635,209.7675,"August 26, 24",-0.0002386635,,,,,
2024-08-23,211.1,211.1,208.28,209.03,204.16,446492,446492,-2.07,-0.98058,209.8775,"August 23, 24",-0.0098058,,,,,
2024-08-22,211.14,211.71,209.39,210.22,205.32,461300,461300,-0.92,-0.43573,210.615,"August 22, 24",-0.0043573,,,,,
2024-08-21,209.59,211.48,208.8,211.14,206.22,574400,574400,1.55,0.73954,210.2525,"August 21, 24",0.0073954,,,,,
2024-08-20,209.53,210.53,208.19,209.49,204.61,529300,529300,-0.04,-0.01909035,209.435,"August 20, 24",-0.0001909035,,,,,
2024-08-19,209.18,210.16,208.15,209.27,204.4,713031,713031,0.09,0.04302515,209.19,"August 19, 24",0.0004302515,,,,,
2024-08-16,208.99,210.13,208.1,208.71,203.85,538310,538310,-0.28,-0.13398,208.9825,"August 16, 24",-0.0013398,,,,,
2024-08-15,210.8,210.87,208.25,208.99,204.12,761205,761205,-1.81,-0.85863,209.7275,"August 15, 24",-0.0085863,,,,,
2024-08-14,209.56,209.77,206.29,209.65,204.77,1487049,1487049,0.09,0.04294713,208.8175,"August 14, 24",0.0004294713,,,,,
2024-08-13,211.36,211.74,207.58,209.88,204.99,920923,920923,-1.48,-0.70023,210.14,"August 13, 24",-0.0070023,,,,,
2024-08-12,214.64,214.99,210.78,211.15,206.23,485914,485914,-3.49,-1.63,212.89,"August 12, 24",-0.0163,,,,,
2024-08-09,215.42,216.09,213.28,214.47,209.47,415112,415112,-0.95,-0.441,214.815,"August 09, 24",-0.00441,,,,,
2024-08-08,211.98,219.52,211.84,216.04,211.01,557904,557904,4.06,1.92,214.845,"August 08, 24",0.0192,,,,,
2024-08-07,218.91,220.7,211.62,211.91,206.97,895624,895624,-7,-3.2,215.785,"August 07, 24",-0.032,,,,,
2024-08-06,211.51,223.81,211.23,218.55,213.46,1155123,1155123,7.04,3.33,216.275,"August 06, 24",0.0333,,,,,
2024-08-05,215.09,215.09,207.96,208.52,203.66,835700,835700,-6.57,-3.05,211.665,"August 05, 24",-0.0305,,,,,
2024-08-02,214.89,216.03,210.23,215.97,210.94,655900,655900,1.08,0.50258,214.28,"August 02, 24",0.0050258,,,,,
2024-08-01,214.2,215.34,212.72,214.95,209.94,465500,465500,0.75,0.35014,214.3025,"August 01, 24",0.0035014,,,,,
2024-07-31,215.39,216.86,213.84,214,209.02,516707,516707,-1.39,-0.64534,215.0225,"July 31, 24",-0.0064534,,,,,
2024-07-30,212.46,216.77,211.86,215.39,210.37,523634,523634,2.93,1.38,214.12,"July 30, 24",0.0138,,,,,
2024-07-29,212.99,214.46,210.9,211.02,206.11,387900,387900,-1.97,-0.92493,212.3425,"July 29, 24",-0.0092493,,,,,
2024-07-26,209.22,213.24,208,212.63,207.68,343817,343817,3.41,1.63,210.7725,"July 26, 24",0.0163,,,,,
2024-07-25,203.77,211.85,203.77,208.07,203.22,385500,385500,4.3,2.11,206.865,"July 25, 24",0.0211,,,,,
2024-07-24,205.55,206.13,202.84,203.15,198.42,446212,446212,-2.4,-1.17,204.4175,"July 24, 24",-0.0117,,,,,
2024-07-23,204.87,206.31,204.22,205.55,200.76,301300,301300,0.68,0.33192,205.2375,"July 23, 24",0.0033192,,,,,
2024-07-22,202.65,205.39,201.67,204.73,199.96,827900,827900,2.08,1.03,203.61,"July 22, 24",0.0103,,,,,
2024-07-19,206.13,206.43,200.63,201.89,197.19,591000,591000,-4.24,-2.06,203.77,"July 19, 24",-0.0206,,,,,
2024-07-18,207.01,209.3,204.71,204.82,200.05,671900,671900,-2.19,-1.06,206.46,"July 18, 24",-0.0106,,,,,
2024-07-17,209.55,209.55,207.54,207.94,203.1,708700,708700,-1.61,-0.76831,208.645,"July 17, 24",-0.0076831,,,,,
2024-07-16,208.88,211.68,208.88,209.74,204.86,508726,508726,0.86,0.41172,209.795,"July 16, 24",0.0041172,,,,,
2024-07-15,205.82,208.87,205.71,208.14,203.29,298839,298839,2.32,1.13,207.135,"July 15, 24",0.0113,,,,,
2024-07-12,204.75,207,204.03,205.45,200.67,336700,336700,0.7,0.34188,205.3075,"July 12, 24",0.0034188,,,,,
2024-07-11,201.41,204.98,201.01,203.47,198.73,370936,370936,2.06,1.02,202.7175,"July 11, 24",0.0102,,,,,
2024-07-10,201.22,201.62,198.71,200.58,195.91,525335,525335,-0.64,-0.31806,200.5325,"July 10, 24",-0.0031806,,,,,
2024-07-09,201.41,201.75,199.38,199.99,195.33,470216,470216,-1.42,-0.70503,200.6325,"July 09, 24",-0.0070503,,,,,
2024-07-08,202.23,203.33,200.69,201.77,197.07,389100,389100,-0.46,-0.22746,202.005,"July 08, 24",-0.0022746,,,,,
2024-07-05,199.46,202.27,199.1,202.12,197.41,385000,385000,2.66,1.33,200.7375,"July 05, 24",0.0133,,,,,
2024-07-03,198.18,200.95,198.18,199.5,194.85,191900,191900,1.32,0.66606,199.2025,"July 03, 24",0.0066606,,,,,
2024-07-02,196.72,198.46,196.43,198.29,193.67,264418,264418,1.57,0.79809,197.475,"July 02, 24",0.0079809,,,,,
2024-07-01,197.57,197.78,195.64,196.56,191.98,329100,329100,-1.01,-0.51121,196.8875,"July 01, 24",-0.0051121,,,,,
2024-06-28,199.55,200.72,196.29,197,192.41,1005200,1005200,-2.55,-1.28,198.39,"June 28, 24",-0.0128,,,,,
2024-06-27,201.31,202.49,198.37,199.21,194.57,433600,433600,-2.1,-1.04,200.345,"June 27, 24",-0.0104,,,,,
2024-06-26,199.57,200.5,198.47,200.42,195.75,378129,378129,0.85,0.42592,199.74,"June 26, 24",0.0042592,,,,,
2024-06-25,202.01,202.13,200.04,200.49,195.82,367313,367313,-1.52,-0.75244,201.1675,"June 25, 24",-0.0075244,,,,,
2024-06-24,201.18,203.28,200.17,201.84,197.14,385200,385200,0.66,0.32806,201.6175,"June 24, 24",0.0032806,,,,,
2024-06-21,200.67,201.32,199.07,200.79,196.11,777800,777800,0.12,0.05979967,200.4625,"June 21, 24",0.0005979967,,,,,
2024-06-20,198.94,200.81,198.48,199.94,195.28,372544,372544,1,0.50266,199.5425,"June 20, 24",0.0050266,,,,,
2024-06-18,197.56,199.92,196.62,199.24,194.6,493918,493918,1.68,0.85037,198.335,"June 18, 24",0.0085037,,,,,
2024-06-17,195.14,197.7,193.85,197.65,193.05,444300,444300,2.51,1.29,196.085,"June 17, 24",0.0129,,,,,
2024-06-14,194.39,195.36,192.68,195.13,190.59,289934,289934,0.74,0.38068,194.39,"June 14, 24",0.0038068,2024-07-05,0.8,2024-06-14,0.8,2024-05-16
2024-06-13,196.21,196.81,194.91,196.21,190.86,286600,286600,0,0,196.035,"June 13, 24",0,,,,,
2024-06-12,197.93,198.7,195.76,196.96,191.59,350500,350500,-0.97,-0.49007,197.3375,"June 12, 24",-0.0049007,,,,,
2024-06-11,196.45,197.65,194.96,196.67,191.31,327244,327244,0.22,0.11199,196.4325,"June 11, 24",0.0011199,,,,,
2024-06-10,197.74,197.74,194.8,196.85,191.48,398939,398939,-0.89,-0.45009,196.7825,"June 10, 24",-0.0045009,,,,,
2024-06-07,196.89,199.46,196.24,198.04,192.64,365100,365100,1.15,0.58408,197.6575,"June 07, 24",0.0058408,,,,,
2024-06-06,198.8,199.32,197.41,197.7,192.31,350000,350000,-1.1,-0.55332,198.3075,"June 06, 24",-0.0055332,,,,,
2024-06-05,200.27,200.27,197.14,197.97,192.57,468700,468700,-2.3,-1.15,198.9125,"June 05, 24",-0.0115,,,,,
2024-06-04,198.7,200.44,198.01,199.98,194.53,503343,503343,1.28,0.64419,199.2825,"June 04, 24",0.0064419,,,,,
2024-06-03,199.89,200.85,197.59,199.58,194.14,550622,550622,-0.31,-0.15509,199.4775,"June 03, 24",-0.0015509,,,,,
2024-05-31,196.39,201.19,195.51,200.77,195.3,2491325,2491325,4.38,2.23,198.465,"May 31, 24",0.0223,,,,,
2024-05-30,194.91,195.97,193.47,195.7,190.36,584136,584136,0.79,0.40532,195.0125,"May 30, 24",0.0040532,,,,,
2024-05-29,194.93,195.81,194.09,194.12,188.83,646100,646100,-0.81,-0.41553,194.7375,"May 29, 24",-0.0041553,,,,,
2024-05-28,200,200.21,195.22,196.23,190.88,737428,737428,-3.77,-1.89,197.915,"May 28, 24",-0.0189,,,,,
2024-05-24,201.88,202.55,199.72,200.54,195.07,496230,496230,-1.34,-0.66376,201.1725,"May 24, 24",-0.0066376,,,,,
2024-05-23,204.08,204.08,200.82,201.69,196.19,501700,501700,-2.39,-1.17,202.6675,"May 23, 24",-0.0117,,,,,
2024-05-22,200.37,205.06,200.22,203.96,198.4,642100,642100,3.59,1.79,202.4025,"May 22, 24",0.0179,,,,,
2024-05-21,200.39,200.46,198.82,199.97,194.52,551524,551524,-0.42,-0.20959,199.91,"May 21, 24",-0.0020959,,,,,
2024-05-20,203.03,203.41,199.97,200.39,194.93,496226,496226,-2.64,-1.3,201.7,"May 20, 24",-0.013,,,,,
2024-05-17,204.76,204.76,202.71,203.49,197.94,544900,544900,-1.27,-0.62024,203.93,"May 17, 24",-0.0062024,,,,,
2024-05-16,202.64,204.9,202.19,204.03,198.47,505323,505323,1.39,0.68595,203.44,"May 16, 24",0.0068595,,,,,
2024-05-15,200.7,202.69,200.57,202.12,196.61,516122,516122,1.42,0.70752,201.52,"May 15, 24",0.0070752,,,,,
2024-05-14,198.34,200.74,198.03,199.87,194.42,502014,502014,1.53,0.7714,199.245,"May 14, 24",0.007714,,,,,
2024-05-13,196.41,198.29,195.75,197.8,192.41,615111,615111,1.39,0.7077,197.0625,"May 13, 24",0.007077,,,,,
2024-05-10,194.03,196.28,193.57,195.69,190.35,561000,561000,1.66,0.85554,194.8925,"May 10, 24",0.0085554,,,,,
2024-05-09,191.84,194.18,190.47,193.06,187.8,653500,653500,1.22,0.63595,192.3875,"May 09, 24",0.0063595,,,,,
2024-05-08,198,198.73,188.3,190.46,185.27,875500,875500,-7.54,-3.81,193.8725,"May 08, 24",-0.0381,,,,,
