date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,dividend,adjDividend,recordDate,paymentDate
2025-03-13,149.64,150.66,144.37,144.5,138.09,1233206,1233206,-5.14,-3.43,147.2925,"March 13, 25",-0.0343,,,,,
2025-03-12,151.96,152.92,149.06,149.22,142.6,909168,909168,-2.74,-1.8,150.79,"March 12, 25",-0.018,,,,,
2025-03-11,155.48,155.82,151.53,151.85,145.11,1889000,1889000,-3.63,-2.33,153.67,"March 11, 25",-0.0233,,,,,
2025-03-10,157.3,160.58,155.33,155.76,148.85,1506429,1506429,-1.54,-0.97902,157.2425,"March 10, 25",-0.0097902,,,,,
2025-03-07,155.78,157.92,154.52,157.27,150.29,1807243,1807243,1.49,0.95648,156.3725,"March 07, 25",0.0095648,,,,,
2025-03-06,156.55,156.96,153.59,155.05,148.17,1054900,1054900,-1.5,-0.95816,155.5375,"March 06, 25",-0.0095816,,,,,
2025-03-05,152.17,157.28,151.87,157.09,150.12,1251703,1251703,4.92,3.23,154.6025,"March 05, 25",0.0323,,,,,
2025-03-04,154.72,156.45,153.23,153.42,146.61,1188207,1188207,-1.3,-0.84023,154.455,"March 04, 25",-0.0084023,,,,,
2025-03-03,152.43,154.51,151.57,153.99,147.16,2069400,2069400,1.56,1.02,153.125,"March 03, 25",0.0102,,,,,
2025-02-28,153.78,155.69,150.99,152.56,145.79,3524100,3524100,-1.22,-0.79334,153.255,"February 28, 25",-0.0079334,,,,,
2025-02-27,153.75,155.24,153.17,153.45,146.64,1340900,1340900,-0.3,-0.19512,153.9025,"February 27, 25",-0.0019512,,,,,
2025-02-26,160.86,161.5,153,153.91,147.08,2297300,2297300,-6.95,-4.32,157.3175,"February 26, 25",-0.0432,,,,,
2025-02-25,160.25,162.77,159.09,161.28,154.13,1438100,1438100,1.03,0.64275,160.8475,"February 25, 25",0.0064275,,,,,
2025-02-24,155.74,159.98,154.46,159.04,151.98,1550900,1550900,3.3,2.12,157.305,"February 24, 25",0.0212,,,,,
2025-02-21,156.12,156.41,153.99,155.95,149.03,1124700,1124700,-0.17,-0.10889,155.6175,"February 21, 25",-0.0010889,,,,,
2025-02-20,153.51,156.11,153.2,155.94,149.02,1461825,1461825,2.43,1.58,154.69,"February 20, 25",0.0158,,,,,
2025-02-19,154.27,154.53,153.4,153.77,146.95,1233641,1233641,-0.5,-0.32411,153.9925,"February 19, 25",-0.0032411,,,,,
2025-02-18,154.8,155.86,154.13,154.94,148.07,751009,751009,0.14,0.09043928,154.9325,"February 18, 25",0.0009043928,,,,,
2025-02-14,156.55,157.19,154.82,154.92,148.05,1409702,1409702,-1.63,-1.04,155.87,"February 14, 25",-0.0104,,,,,
2025-02-13,154.79,156.32,154.26,155.95,149.03,816140,816140,1.16,0.7494,155.33,"February 13, 25",0.007494,,,,,
2025-02-12,154.18,155.83,153.05,154.8,147.93,764300,764300,0.62,0.40213,154.465,"February 12, 25",0.0040213,,,,,
2025-02-11,155.87,157.53,154.94,157.5,150.51,942716,942716,1.63,1.05,156.46,"February 11, 25",0.0105,,,,,
2025-02-10,156.34,156.62,154.99,156.56,149.61,810835,810835,0.22,0.14072,156.1275,"February 10, 25",0.0014072,,,,,
2025-02-07,155.81,157.14,154.92,156,149.08,1192102,1192102,0.19,0.12194,155.9675,"February 07, 25",0.0012194,,,,,
2025-02-06,155.8,156.07,155.03,156.05,149.13,767419,767419,0.25,0.16046,155.7375,"February 06, 25",0.0016046,,,,,
2025-02-05,154.17,155.42,152.88,155,148.12,1202921,1202921,0.83,0.53837,154.3675,"February 05, 25",0.0053837,,,,,
2025-02-04,151.1,152.88,150.84,152,145.26,1153400,1153400,0.9,0.59563,151.705,"February 04, 25",0.0059563,,,,,
2025-02-03,153,154.08,150.63,152.74,145.96,894552,894552,-0.26,-0.16993,152.6125,"February 03, 25",-0.0016993,,,,,
2025-01-31,154.59,155.63,153.25,154,147.17,2292200,2292200,-0.59,-0.38165,154.3675,"January 31, 25",-0.0038165,,,,,
2025-01-30,155.15,156.56,153.26,154.71,147.85,2228530,2228530,-0.44,-0.2836,154.92,"January 30, 25",-0.002836,,,,,
2025-01-29,154.84,155.58,151.89,153.02,146.23,1230300,1230300,-1.82,-1.18,153.8325,"January 29, 25",-0.0118,,,,,
2025-01-28,154.9,155.76,154.05,155.1,148.22,1136400,1136400,0.2,0.12912,154.9525,"January 28, 25",0.0012912,,,,,
2025-01-27,152.73,157.04,152.73,156,149.08,1522942,1522942,3.27,2.14,154.625,"January 27, 25",0.0214,,,,,
2025-01-24,151.3,153.04,151.29,152.03,145.29,2334800,2334800,0.73,0.48249,151.915,"January 24, 25",0.0048249,,,,,
2025-01-23,150.59,152,149.24,151.5,144.78,2274609,2274609,0.91,0.60429,150.8325,"January 23, 25",0.0060429,,,,,
2025-01-22,150.69,151,149.46,150.07,143.41,1192516,1192516,-0.62,-0.41144,150.305,"January 22, 25",-0.0041144,,,,,
2025-01-21,151.11,153.11,150.12,151.91,145.17,870500,870500,0.8,0.52942,151.5625,"January 21, 25",0.0052942,,,,,
2025-01-17,152.54,152.61,150.59,150.6,143.92,1183700,1183700,-1.94,-1.27,151.585,"January 17, 25",-0.0127,,,,,
2025-01-16,149.79,152.34,148.15,151.6,144.88,1685384,1685384,1.81,1.21,150.47,"January 16, 25",0.0121,,,,,
2025-01-15,152.98,153.57,148.93,149.49,142.86,1173400,1173400,-3.49,-2.28,151.2425,"January 15, 25",-0.0228,,,,,
2025-01-14,147.9,149.57,147.44,148.83,142.23,1172203,1172203,0.93,0.6288,148.435,"January 14, 25",0.006288,,,,,
2025-01-13,146.91,148.18,145.59,147.4,140.86,1454618,1454618,0.49,0.33354,147.02,"January 13, 25",0.0033354,,,,,
2025-01-10,147.24,147.78,145.5,146.79,140.28,1450170,1450170,-0.45,-0.30562,146.8275,"January 10, 25",-0.0030562,,,,,
2025-01-08,148,148.74,146.39,148.01,141.44,961020,961020,0.01,0.00675676,147.785,"January 08, 25",6.75676e-05,,,,,
2025-01-07,149.62,150.39,147.07,148.43,141.85,807400,807400,-1.19,-0.79535,148.8775,"January 07, 25",-0.0079535,,,,,
2025-01-06,150.47,151.16,148.43,148.56,141.97,991900,991900,-1.91,-1.27,149.655,"January 06, 25",-0.0127,,,,,
2025-01-03,148,151.17,147.5,151.04,144.34,810222,810222,3.04,2.05,149.4275,"January 03, 25",0.0205,,,,,
2025-01-02,149.44,149.89,146.65,147.79,141.23,774455,774455,-1.65,-1.1,148.4425,"January 02, 25",-0.011,,,,,
2024-12-31,148.23,149.75,147.59,149.6,142.96,932758,932758,1.37,0.92424,148.7925,"December 31, 24",0.0092424,,,,,
2024-12-30,147.4,147.77,145.71,147.25,140.72,830000,830000,-0.15,-0.10176,147.0325,"December 30, 24",-0.0010176,,,,,
2024-12-27,148.55,150.09,147.76,148.09,141.52,594090,594090,-0.46,-0.30966,148.6225,"December 27, 24",-0.0030966,,,,,
2024-12-26,148.29,150.01,147.02,149.6,142.96,570100,570100,1.31,0.8834,148.73,"December 26, 24",0.008834,,,,,
2024-12-24,147.16,149.56,146.59,149.56,142.93,435708,435708,2.4,1.63,148.2175,"December 24, 24",0.0163,,,,,
2024-12-23,146.25,148.31,145.6,147.92,141.36,1034800,1034800,1.67,1.14,147.02,"December 23, 24",0.0114,,,,,
2024-12-20,144.01,149.48,143.56,147,140.48,3596131,3596131,2.99,2.08,146.0125,"December 20, 24",0.0208,,,,,
2024-12-19,147.34,148.74,142.09,142.35,136.04,1463107,1463107,-4.99,-3.39,145.13,"December 19, 24",-0.0339,,,,,
2024-12-18,153.86,154.85,147.5,147.66,141.11,1061126,1061126,-6.2,-4.03,150.9675,"December 18, 24",-0.0403,,,,,
2024-12-17,154.83,156.35,154.13,154.49,147.64,1124530,1124530,-0.34,-0.2196,154.95,"December 17, 24",-0.002196,,,,,
2024-12-16,156.79,158.19,155.4,155.6,148.7,796231,796231,-1.19,-0.75898,156.495,"December 16, 24",-0.0075898,2024-11-15,1.62,1.62,2024-12-16,2024-12-31
2024-12-13,158.73,159.49,157.46,158.2,149.63,876133,876133,-0.53,-0.3339,158.47,"December 13, 24",-0.003339,,,,,
2024-12-12,159.02,160.94,158.39,158.92,150.31,876129,876129,-0.1,-0.06288517,159.3175,"December 12, 24",-0.0006288517,,,,,
2024-12-11,160.85,162.21,158.31,159.52,150.88,725200,725200,-1.33,-0.82686,160.2225,"December 11, 24",-0.0082686,,,,,
2024-12-10,164.51,164.51,159.61,160.38,151.69,1379944,1379944,-4.13,-2.51,162.2525,"December 10, 24",-0.0251,,,,,
2024-12-09,164.09,165.46,162.65,164.51,155.6,997800,997800,0.42,0.25596,164.1775,"December 09, 24",0.0025596,,,,,
2024-12-06,164,165.54,162.42,163.54,154.68,632700,632700,-0.46,-0.28049,163.875,"December 06, 24",-0.0028049,,,,,
2024-12-05,163.33,164.28,162.6,163.64,154.78,516732,516732,0.31,0.1898,163.4625,"December 05, 24",0.001898,,,,,
2024-12-04,165,165.56,163.74,164,155.12,598200,598200,-1,-0.60606,164.575,"December 04, 24",-0.0060606,,,,,
2024-12-03,170.51,170.51,165.05,165.54,156.57,1085500,1085500,-4.97,-2.91,167.9025,"December 03, 24",-0.0291,,,,,
2024-12-02,170.96,171.24,169.15,169.73,160.54,633700,633700,-1.23,-0.71947,170.27,"December 02, 24",-0.0071947,,,,,
2024-11-29,172.41,173.81,170.79,170.96,161.7,1274000,1274000,-1.45,-0.84102,171.9925,"November 29, 24",-0.0084102,,,,,
2024-11-27,173.31,175.58,172.66,172.68,163.33,614100,614100,-0.63,-0.36351,173.5575,"November 27, 24",-0.0036351,,,,,
2024-11-26,169.91,172.39,168.62,171.68,162.38,623500,623500,1.77,1.04,170.65,"November 26, 24",0.0104,,,,,
2024-11-25,169.53,174.2,169.39,170.41,161.18,1359209,1359209,0.88,0.51908,170.8825,"November 25, 24",0.0051908,,,,,
2024-11-22,167.55,168.68,167.09,168.14,159.03,547242,547242,0.59,0.35213,167.865,"November 22, 24",0.0035213,,,,,
2024-11-21,165.06,168.19,163.97,166.88,157.84,686000,686000,1.82,1.1,166.025,"November 21, 24",0.011,,,,,
2024-11-20,164.23,165.56,162.26,165.04,156.1,710624,710624,0.81,0.49321,164.2725,"November 20, 24",0.0049321,,,,,
2024-11-19,164.9,166.5,164.25,165.51,156.54,922300,922300,0.61,0.36992,165.29,"November 19, 24",0.0036992,,,,,
2024-11-18,163.48,165.18,163.38,164.9,155.97,769800,769800,1.42,0.86861,164.235,"November 18, 24",0.0086861,,,,,
2024-11-15,161.26,165.12,161.26,164.56,155.65,1131986,1131986,3.3,2.05,163.05,"November 15, 24",0.0205,,,,,
2024-11-14,163.44,165.15,161.84,163.43,154.58,872647,872647,-0.01,-0.00611845,163.465,"November 14, 24",-6.11845e-05,,,,,
2024-11-13,165.15,165.31,162.88,164.04,155.15,709400,709400,-1.11,-0.67212,164.345,"November 13, 24",-0.0067212,,,,,
2024-11-12,164.38,165.79,161.92,162.56,153.75,1422313,1422313,-1.82,-1.11,163.6625,"November 12, 24",-0.0111,,,,,
2024-11-11,166.84,168.68,165.25,165.48,156.52,858082,858082,-1.36,-0.81515,166.5625,"November 11, 24",-0.0081515,,,,,
2024-11-08,165.01,169.38,164.46,167.7,158.62,708867,708867,2.69,1.63,166.6375,"November 08, 24",0.0163,,,,,
2024-11-07,162.4,164.46,161.04,164.14,155.25,747300,747300,1.74,1.07,163.01,"November 07, 24",0.0107,,,,,
2024-11-06,168.18,169.01,156.79,161.04,152.32,1678622,1678622,-7.14,-4.25,163.755,"November 06, 24",-0.0425,,,,,
2024-11-05,162.63,168.7,161.57,168.54,159.41,778194,778194,5.91,3.63,165.36,"November 05, 24",0.0363,,,,,
2024-11-04,162.1,163.73,161.12,163.52,154.66,1162241,1162241,1.42,0.876,162.6175,"November 04, 24",0.00876,,,,,
2024-11-01,163.3,165.26,161.12,161.13,152.4,749600,749600,-2.17,-1.33,162.7025,"November 01, 24",-0.0133,,,,,
2024-10-31,163.69,166.97,162.4,163.3,154.45,1332500,1332500,-0.39,-0.23826,164.09,"October 31, 24",-0.0023826,,,,,
2024-10-30,164.64,168.95,163.69,164.74,155.82,1525200,1525200,0.1,0.06073858,165.505,"October 30, 24",0.0006073858,,,,,
2024-10-29,166.53,167.98,165.03,165.62,156.65,1336330,1336330,-0.91,-0.54645,166.29,"October 29, 24",-0.0054645,,,,,
2024-10-28,167.95,169.57,166.53,167.46,158.39,564980,564980,-0.49,-0.29175,167.8775,"October 28, 24",-0.0029175,,,,,
2024-10-25,168.39,169.28,166.02,166.4,157.39,462136,462136,-1.99,-1.18,167.5225,"October 25, 24",-0.0118,,,,,
2024-10-24,169.15,170.04,168.16,168.28,159.16,597800,597800,-0.87,-0.51434,168.9075,"October 24, 24",-0.0051434,,,,,
2024-10-23,166.28,169.92,165.67,169.06,159.9,815300,815300,2.78,1.67,167.7325,"October 23, 24",0.0167,,,,,
2024-10-22,164.6,167.1,164.2,166.15,157.15,629449,629449,1.55,0.94168,165.5125,"October 22, 24",0.0094168,,,,,
2024-10-21,169.12,170.18,164.6,164.8,155.87,676700,676700,-4.32,-2.55,167.175,"October 21, 24",-0.0255,,,,,
2024-10-18,170.92,171.86,169.12,171.28,162,980900,980900,0.36,0.21062,170.795,"October 18, 24",0.0021062,,,,,
2024-10-17,172.05,172.56,169.51,170.03,160.82,1260600,1260600,-2.02,-1.17,171.0375,"October 17, 24",-0.0117,,,,,
2024-10-16,171.17,172.88,170.91,172.12,162.8,1016418,1016418,0.95,0.555,171.77,"October 16, 24",0.00555,,,,,
2024-10-15,171.97,174.65,170.69,171.13,161.86,938400,938400,-0.84,-0.48846,172.11,"October 15, 24",-0.0048846,,,,,
2024-10-14,169.19,171.56,168.59,171.14,161.87,527429,527429,1.95,1.15,170.12,"October 14, 24",0.0115,,,,,
2024-10-11,170.37,171.15,169.23,170.54,161.3,630462,630462,0.17,0.09978283,170.3225,"October 11, 24",0.0009978283,,,,,
2024-10-10,170.99,172.72,169.45,169.77,160.57,1187400,1187400,-1.22,-0.71349,170.7325,"October 10, 24",-0.0071349,,,,,
2024-10-09,171.01,172.31,170.21,172.01,162.69,895938,895938,1,0.58476,171.385,"October 09, 24",0.0058476,,,,,
2024-10-08,170.54,171.56,169.76,170.96,161.7,1263304,1263304,0.42,0.24628,170.705,"October 08, 24",0.0024628,,,,,
2024-10-07,169.18,169.43,166.78,169.4,160.22,833449,833449,0.22,0.13004,168.6975,"October 07, 24",0.0013004,,,,,
2024-10-04,174.63,174.63,169.3,169.48,160.3,991981,991981,-5.15,-2.95,172.01,"October 04, 24",-0.0295,,,,,
2024-10-03,177.54,177.67,174.84,176.31,166.76,641700,641700,-1.23,-0.6928,176.59,"October 03, 24",-0.006928,,,,,
2024-10-02,176.12,177.44,174.53,177.23,167.63,565831,565831,1.11,0.63025,176.33,"October 02, 24",0.0063025,,,,,
2024-10-01,181.42,181.42,177.23,178.28,168.62,762815,762815,-3.14,-1.73,179.5875,"October 01, 24",-0.0173,,,,,
2024-09-30,176.44,180.66,176.26,180.19,170.43,1609518,1609518,3.75,2.13,178.3875,"September 30, 24",0.0213,,,,,
2024-09-27,178,178.4,176.38,177.23,167.63,1558800,1558800,-0.77,-0.43258,177.5025,"September 27, 24",-0.0043258,,,,,
2024-09-26,181.32,181.52,175.44,176.61,167.04,2348147,2348147,-4.71,-2.6,178.7225,"September 26, 24",-0.026,,,,,
2024-09-25,182.54,182.89,180.99,181.34,171.52,636334,636334,-1.2,-0.65739,181.94,"September 25, 24",-0.0065739,,,,,
2024-09-24,182.2,183.08,181.22,182.16,172.29,727854,727854,-0.04,-0.0219539,182.165,"September 24, 24",-0.000219539,,,,,
2024-09-23,181.67,183.22,180.35,183.14,173.22,1086387,1086387,1.47,0.80916,182.095,"September 23, 24",0.0080916,,,,,
2024-09-20,178.34,180.6,177.2,180.41,170.64,2421629,2421629,2.07,1.16,179.1375,"September 20, 24",0.0116,,,,,
2024-09-19,183.49,183.49,178.91,180.09,170.33,1263700,1263700,-3.4,-1.85,181.495,"September 19, 24",-0.0185,,,,,
2024-09-18,181.59,184.87,180.58,181.65,171.81,1419401,1419401,0.06,0.03304147,182.1725,"September 18, 24",0.0003304147,,,,,
2024-09-17,177.48,179.42,176.28,178.78,169.1,1638012,1638012,1.3,0.73248,177.99,"September 17, 24",0.0073248,,,,,
2024-09-16,176.97,178.34,175.62,177.63,168.01,1274000,1274000,0.66,0.37294,177.14,"September 16, 24",0.0037294,2024-08-19,1.62,1.62,2024-09-16,2024-09-30
2024-09-13,178.14,178.93,176.24,177.9,166.73,791600,791600,-0.24,-0.13473,177.8025,"September 13, 24",-0.0013473,,,,,
2024-09-12,176.27,177.54,174.75,177.28,166.15,744514,744514,1.01,0.57298,176.46,"September 12, 24",0.0057298,,,,,
2024-09-11,174.68,176.3,172.2,176.02,164.97,854700,854700,1.34,0.76712,174.8,"September 11, 24",0.0076712,,,,,
2024-09-10,175.55,178.33,175.34,177.45,166.31,837181,837181,1.9,1.08,176.6675,"September 10, 24",0.0108,,,,,
2024-09-09,174.06,176.34,172.71,174.74,163.77,906837,906837,0.68,0.39067,174.4625,"September 09, 24",0.0039067,,,,,
2024-09-06,173.46,174.08,171.22,173.58,162.68,993200,993200,0.12,0.06918021,173.085,"September 06, 24",0.0006918021,,,,,
2024-09-05,177.13,178,173.15,173.56,162.66,808100,808100,-3.57,-2.02,175.46,"September 05, 24",-0.0202,,,,,
2024-09-04,176.26,178.54,174.65,175.74,164.71,889509,889509,-0.52,-0.29502,176.2975,"September 04, 24",-0.0029502,,,,,
2024-09-03,176.4,177.92,174.49,176.1,165.04,753029,753029,-0.3,-0.17007,176.2275,"September 03, 24",-0.0017007,,,,,
2024-08-30,176.36,177.3,174.3,177,165.89,767400,767400,0.64,0.36289,176.24,"August 30, 24",0.0036289,,,,,
2024-08-29,174.71,176.89,173.66,175.54,164.52,516600,516600,0.83,0.47507,175.2,"August 29, 24",0.0047507,,,,,
2024-08-28,177.4,178.36,173.47,174.71,163.74,709449,709449,-2.69,-1.52,175.985,"August 28, 24",-0.0152,,,,,
2024-08-27,176.56,178.94,175.72,178.28,167.09,507645,507645,1.72,0.97417,177.375,"August 27, 24",0.0097417,,,,,
2024-08-26,178.96,179.23,176.91,177.7,166.54,722700,722700,-1.26,-0.70407,178.2,"August 26, 24",-0.0070407,,,,,
2024-08-23,174.23,178.63,173.25,178.22,167.03,792933,792933,3.99,2.29,176.0825,"August 23, 24",0.0229,,,,,
2024-08-22,171.83,173.81,171.22,173.7,162.79,675042,675042,1.87,1.09,172.64,"August 22, 24",0.0109,,,,,
2024-08-21,169.98,171.28,167.58,171.02,160.28,439300,439300,1.04,0.61184,169.965,"August 21, 24",0.0061184,,,,,
2024-08-20,169.45,170,168.44,169.36,158.73,477100,477100,-0.09,-0.05311301,169.3125,"August 20, 24",-0.0005311301,,,,,
2024-08-19,167.8,169.23,166.96,169.23,158.6,450732,450732,1.43,0.85221,168.305,"August 19, 24",0.0085221,,,,,
2024-08-16,166.13,168.52,165.17,167.27,156.77,871000,871000,1.14,0.68621,166.7725,"August 16, 24",0.0068621,,,,,
2024-08-15,166.93,167.92,165.16,166.17,155.74,816400,816400,-0.76,-0.45528,166.545,"August 15, 24",-0.0045528,,,,,
2024-08-14,165.98,167.89,165.57,166.68,156.21,870000,870000,0.7,0.42174,166.53,"August 14, 24",0.0042174,,,,,
2024-08-13,165.79,166.18,163.35,165.94,155.52,494403,494403,0.15,0.0904759,165.315,"August 13, 24",0.000904759,,,,,
2024-08-12,163.83,164.71,162.35,164.11,153.81,546500,546500,0.28,0.17091,163.75,"August 12, 24",0.0017091,,,,,
2024-08-09,163.88,165.18,162,164.39,154.07,500700,500700,0.51,0.3112,163.8625,"August 09, 24",0.003112,,,,,
2024-08-08,160.89,163.29,159.98,163.18,152.93,701803,701803,2.29,1.42,161.835,"August 08, 24",0.0142,,,,,
2024-08-07,163.5,165.57,160.53,161.63,151.48,1155300,1155300,-1.87,-1.14,162.8075,"August 07, 24",-0.0114,,,,,
2024-08-06,157.86,165.33,157.04,163.2,152.95,1502900,1502900,5.34,3.38,160.8575,"August 06, 24",0.0338,,,,,
2024-08-05,162.73,164.42,157.89,158.74,148.77,1797400,1797400,-3.99,-2.45,160.945,"August 05, 24",-0.0245,,,,,
2024-08-02,159.89,165.64,159.89,164.95,154.59,1446400,1446400,5.06,3.16,162.5925,"August 02, 24",0.0316,,,,,
2024-08-01,162.07,162.8,157.94,159.86,149.82,1286400,1286400,-2.21,-1.36,160.6675,"August 01, 24",-0.0136,,,,,
2024-07-31,163.53,164.04,156.67,159.62,149.6,1687763,1687763,-3.91,-2.39,160.965,"July 31, 24",-0.0239,,,,,
2024-07-30,164.33,165.75,161.95,163.1,152.86,1142100,1142100,-1.23,-0.74849,163.7825,"July 30, 24",-0.0074849,,,,,
2024-07-29,164.3,165.26,161.74,163.99,153.69,1024232,1024232,-0.31,-0.18868,163.8225,"July 29, 24",-0.0018868,,,,,
2024-07-26,162.53,165.93,160.73,164.61,154.27,742322,742322,2.08,1.28,163.45,"July 26, 24",0.0128,,,,,
2024-07-25,163.09,164.39,160.16,160.69,150.6,1013008,1013008,-2.4,-1.47,162.0825,"July 25, 24",-0.0147,,,,,
2024-07-24,166.3,167.6,161.52,161.87,151.71,852322,852322,-4.43,-2.66,164.3225,"July 24, 24",-0.0266,,,,,
2024-07-23,165.32,167.11,164.72,166.48,156.03,854100,854100,1.16,0.70167,165.9075,"July 23, 24",0.0070167,,,,,
2024-07-22,164.53,165.84,162.35,165.77,155.36,714253,714253,1.24,0.75366,164.6225,"July 22, 24",0.0075366,,,,,
2024-07-19,167.65,167.65,163.61,164.1,153.8,754115,754115,-3.55,-2.12,165.7525,"July 19, 24",-0.0212,,,,,
2024-07-18,166.75,171.46,165.38,167.22,156.72,1054303,1054303,0.47,0.28186,167.7025,"July 18, 24",0.0028186,,,,,
2024-07-17,165.03,167.96,164.79,167.81,157.27,1034300,1034300,2.78,1.68,166.3975,"July 17, 24",0.0168,,,,,
2024-07-16,163.46,165.64,162.89,164.81,154.46,825543,825543,1.35,0.82589,164.2,"July 16, 24",0.0082589,,,,,
2024-07-15,162.61,162.71,159.28,162.4,152.2,669056,669056,-0.21,-0.12914,161.75,"July 15, 24",-0.0012914,,,,,
2024-07-12,160.17,163.15,159.81,161.92,151.75,804100,804100,1.75,1.09,161.2625,"July 12, 24",0.0109,,,,,
2024-07-11,156.18,159.38,155.26,158.91,148.93,890500,890500,2.73,1.75,157.4325,"July 11, 24",0.0175,,,,,
2024-07-10,154.53,154.89,152.36,153.72,144.07,726122,726122,-0.81,-0.52417,153.875,"July 10, 24",-0.0052417,,,,,
2024-07-09,154.65,154.65,151.69,153.53,143.89,584246,584246,-1.12,-0.72422,153.63,"July 09, 24",-0.0072422,,,,,
2024-07-08,154.91,155.79,153.95,154.57,144.86,462017,462017,-0.34,-0.21948,154.805,"July 08, 24",-0.0021948,,,,,
2024-07-05,154.8,154.8,152.78,154.36,144.67,484502,484502,-0.44,-0.28424,154.185,"July 05, 24",-0.0028424,,,,,
2024-07-03,153.72,155.49,152.99,154.2,144.52,261400,261400,0.48,0.31226,154.1,"July 03, 24",0.0031226,,,,,
2024-07-02,151.92,154.24,151.65,153.72,144.07,637103,637103,1.8,1.18,152.8825,"July 02, 24",0.0118,,,,,
2024-07-01,154.25,156.05,151.68,151.92,142.38,796237,796237,-2.33,-1.51,153.475,"July 01, 24",-0.0151,,,,,
2024-06-28,156.33,157.47,153.48,155.41,145.65,2310700,2310700,-0.92,-0.5885,155.6725,"June 28, 24",-0.005885,,,,,
2024-06-27,157.32,158.17,154.32,155.74,145.96,1318129,1318129,-1.58,-1,156.3875,"June 27, 24",-0.01,,,,,
2024-06-26,156.38,157.54,155.42,156.99,147.13,1114600,1114600,0.61,0.39008,156.5825,"June 26, 24",0.0039008,,,,,
2024-06-25,159.39,159.39,156.37,157.2,147.33,776400,776400,-2.19,-1.37,158.0875,"June 25, 24",-0.0137,,,,,
2024-06-24,158.35,160.99,157.2,159.33,149.33,926600,926600,0.98,0.61888,158.9675,"June 24, 24",0.0061888,,,,,
2024-06-21,158.28,159.23,156.89,158.93,148.95,1576504,1576504,0.65,0.41066,158.3325,"June 21, 24",0.0041066,,,,,
2024-06-20,158.48,158.89,156.33,158,148.08,865900,865900,-0.48,-0.30288,157.925,"June 20, 24",-0.0030288,,,,,
2024-06-18,155.08,159.92,154.56,159.28,149.28,1500437,1500437,4.2,2.71,157.21,"June 18, 24",0.0271,,,,,
2024-06-17,155.24,157.1,154.11,154.91,145.18,1318100,1318100,-0.33,-0.21257,155.34,"June 17, 24",-0.0021257,,,,,
2024-06-14,156.49,158.23,154.78,156.57,146.74,1284212,1284212,0.08,0.05112148,156.5175,"June 14, 24",0.0005112148,2024-05-24,1.62,1.62,2024-06-14,2024-06-28
2024-06-13,155.42,159.36,154.81,158.53,147.06,1233800,1233800,3.11,2,157.03,"June 13, 24",0.02,,,,,
2024-06-12,155,158.92,154.12,154.77,143.57,1560914,1560914,-0.23,-0.14839,155.7025,"June 12, 24",-0.0014839,,,,,
2024-06-11,148.67,151.95,147.87,151.29,140.34,1004100,1004100,2.62,1.76,149.945,"June 11, 24",0.0176,,,,,
2024-06-10,147.19,150.47,145.58,149.79,138.95,1182032,1182032,2.6,1.77,148.2575,"June 10, 24",0.0177,,,,,
2024-06-07,146.17,149.36,145.75,148.1,137.38,1015520,1015520,1.93,1.32,147.345,"June 07, 24",0.0132,,,,,
2024-06-06,147.34,149.07,146.12,148.48,137.74,553012,553012,1.14,0.77372,147.7525,"June 06, 24",0.0077372,,,,,
2024-06-05,148.57,149.97,147,148.46,137.72,873400,873400,-0.11,-0.07403917,148.5,"June 05, 24",-0.0007403917,,,,,
2024-06-04,144.9,149.54,144.46,148.06,137.35,739317,739317,3.16,2.18,146.74,"June 04, 24",0.0218,,,,,
2024-06-03,145.76,145.76,143.8,144.95,134.46,545700,545700,-0.81,-0.55571,145.0675,"June 03, 24",-0.0055571,,,,,
2024-05-31,143.13,145.4,142.59,144.77,134.3,1249006,1249006,1.64,1.15,143.9725,"May 31, 24",0.0115,,,,,
2024-05-30,140.05,141.75,139.44,141.68,131.43,539400,539400,1.63,1.16,140.73,"May 30, 24",0.0116,,,,,
2024-05-29,140.13,140.94,137.55,138.4,128.39,610200,610200,-1.73,-1.23,139.255,"May 29, 24",-0.0123,,,,,
2024-05-28,143.94,144.92,142.32,142.36,132.06,816711,816711,-1.58,-1.1,143.385,"May 28, 24",-0.011,,,,,
2024-05-24,143.37,143.44,142.09,142.58,132.26,459700,459700,-0.79,-0.55102,142.87,"May 24, 24",-0.0055102,,,,,
2024-05-23,146.16,146.16,142.42,142.63,132.31,593541,593541,-3.53,-2.42,144.3425,"May 23, 24",-0.0242,,,,,
2024-05-22,145.87,148.18,145.49,146.37,135.78,768013,768013,0.5,0.34277,146.4775,"May 22, 24",0.0034277,,,,,
2024-05-21,149.65,150.21,144.49,146.08,135.51,1856731,1856731,-3.57,-2.39,147.6075,"May 21, 24",-0.0239,,,,,
2024-05-20,151.51,152.48,150.21,150.29,139.42,735526,735526,-1.22,-0.80523,151.1225,"May 20, 24",-0.0080523,,,,,
2024-05-17,152.41,152.42,150.83,151.89,140.9,566918,566918,-0.52,-0.34118,151.8875,"May 17, 24",-0.0034118,,,,,
2024-05-16,151.1,153.63,151.1,151.35,140.4,718735,718735,0.25,0.16545,151.795,"May 16, 24",0.0016545,,,,,
2024-05-15,151.83,152.39,150.38,152.08,141.08,943124,943124,0.25,0.16466,151.67,"May 15, 24",0.0016466,,,,,
