date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,paymentDate,recordDate,dividend,declarationDate
2025-03-13,59.93,61.68,59.2,59.88,59.61,2636300,2636300,-0.05,-0.08343067,60.1725,"March 13, 25",-0.0008343067,,,,,
2025-03-12,58.67,60.3,56.6,60.24,59.97,3589224,3589224,1.56,2.68,58.9525,"March 12, 25",0.0268,,,,,
2025-03-11,63.36,63.85,58.2,58.47,58.21,3067800,3067800,-4.89,-7.72,60.97,"March 11, 25",-0.0772,,,,,
2025-03-10,63.71,64.8,62.4,62.9,62.62,2469377,2469377,-0.81,-1.27,63.4525,"March 10, 25",-0.0127,,,,,
2025-03-07,63.01,64.65,62.06,64.37,64.08,1991343,1991343,1.36,2.16,63.5225,"March 07, 25",0.0216,,,,,
2025-03-06,61.66,64.9,61.66,63.39,63.11,2496644,2496644,1.73,2.81,62.9025,"March 06, 25",0.0281,,,,,
2025-03-05,60.46,62.58,59.98,62.2,61.92,2143320,2143320,1.74,2.88,61.305,"March 05, 25",0.0288,,,,,
2025-03-04,60.7,61,58.98,60.12,59.85,1958841,1958841,-0.58,-0.95552,60.2,"March 04, 25",-0.0095552,,,,,
2025-03-03,61.98,62.25,60.39,61.19,60.92,1813200,1813200,-0.785,-1.27,61.4525,"March 03, 25",-0.0127,,,,,
2025-02-28,61.1,61.97,60.94,61.75,61.47,2197101,2197101,0.65,1.06,61.44,"February 28, 25",0.0106,,,,,
2025-02-27,63.73,64.42,61.06,61.23,60.96,2022950,2022950,-2.5,-3.92,62.61,"February 27, 25",-0.0392,,,,,
2025-02-26,64.56,65.3,63.72,64.15,63.86,1016333,1016333,-0.41,-0.63507,64.4325,"February 26, 25",-0.0063507,,,,,
2025-02-25,66.02,66.47,63.24,64.22,63.93,1712700,1712700,-1.8,-2.73,64.9875,"February 25, 25",-0.0273,,,,,
2025-02-24,64.83,66.18,64.38,65.56,65.27,1122411,1122411,0.73,1.13,65.2375,"February 24, 25",0.0113,,,,,
2025-02-21,66.21,66.87,64.58,64.92,64.63,1973317,1973317,-1.29,-1.95,65.645,"February 21, 25",-0.0195,,,,,
2025-02-20,66.3,67.19,65.39,65.49,65.2,1729500,1729500,-0.81,-1.22,66.0925,"February 20, 25",-0.0122,,,,,
2025-02-19,63.52,66.07,63.51,65.8,65.51,1881200,1881200,2.28,3.59,64.725,"February 19, 25",0.0359,,,,,
2025-02-18,66.16,66.66,64.41,65.29,65,1507700,1507700,-0.87,-1.31,65.63,"February 18, 25",-0.0131,,,,,
2025-02-14,67.61,67.74,65.75,65.94,65.64,1172600,1172600,-1.67,-2.47,66.76,"February 14, 25",-0.0247,0.08,2025-02-28,2025-02-17,0.08,2025-02-05
2025-02-13,67.87,68.38,66.39,66.77,66.39,1766405,1766405,-1.1,-1.62,67.3525,"February 13, 25",-0.0162,,,,,
2025-02-12,67.99,68.19,66.34,67.44,67.06,1706391,1706391,-0.55,-0.80894,67.49,"February 12, 25",-0.0080894,,,,,
2025-02-11,69.49,70.24,67.86,68.34,67.95,2067400,2067400,-1.15,-1.65,68.9825,"February 11, 25",-0.0165,,,,,
2025-02-10,71.33,72,67.64,69.92,69.52,2922600,2922600,-1.41,-1.98,70.2225,"February 10, 25",-0.0198,,,,,
2025-02-07,75.69,75.69,71.47,72.81,72.4,1215227,1215227,-2.88,-3.8,73.915,"February 07, 25",-0.038,,,,,
2025-02-06,77.03,77.03,73.44,75.01,74.58,2007047,2007047,-2.02,-2.62,75.6275,"February 06, 25",-0.0262,,,,,
2025-02-05,79.28,79.28,75.2,75.25,74.82,3093035,3093035,-4.03,-5.08,77.2525,"February 05, 25",-0.0508,,,,,
2025-02-04,72.05,74.79,71.76,72.55,72.14,2090600,2090600,0.5,0.69396,72.7875,"February 04, 25",0.0069396,,,,,
2025-02-03,72.11,73.07,70.88,72.05,71.64,1323900,1323900,-0.06,-0.08320621,72.0275,"February 03, 25",-0.0008320621,,,,,
2025-01-31,73,74.3,72.79,73.55,73.13,940234,940234,0.55,0.75342,73.41,"January 31, 25",0.0075342,,,,,
2025-01-30,72.65,74.73,72.41,72.76,72.35,931000,931000,0.11,0.15141,73.1375,"January 30, 25",0.0015141,,,,,
2025-01-29,74,74,71.12,71.83,71.42,1373633,1373633,-2.17,-2.93,72.7375,"January 29, 25",-0.0293,,,,,
2025-01-28,76.76,77.47,73.56,74.6,74.18,1585000,1585000,-2.16,-2.81,75.5975,"January 28, 25",-0.0281,,,,,
2025-01-27,76.82,78.27,75.52,76.45,76.01,815247,815247,-0.37,-0.48165,76.765,"January 27, 25",-0.0048165,,,,,
2025-01-24,76.53,77.99,76.15,77.05,76.61,718000,718000,0.52,0.67947,76.93,"January 24, 25",0.0067947,,,,,
2025-01-23,79.13,79.13,74.45,76.91,76.47,1328414,1328414,-2.22,-2.81,77.405,"January 23, 25",-0.0281,,,,,
2025-01-22,78.19,79.14,77.33,78.71,78.26,1176011,1176011,0.52,0.66505,78.3425,"January 22, 25",0.0066505,,,,,
2025-01-21,76.49,78.83,76.41,78.75,78.3,906228,906228,2.26,2.95,77.62,"January 21, 25",0.0295,,,,,
2025-01-17,77.01,77.17,75.66,75.83,75.4,991000,991000,-1.18,-1.53,76.4175,"January 17, 25",-0.0153,,,,,
2025-01-16,74.86,76.31,73.67,76.1,75.67,959044,959044,1.24,1.66,75.235,"January 16, 25",0.0166,,,,,
2025-01-15,76.14,77.56,74.08,75.13,74.7,795100,795100,-1.01,-1.33,75.7275,"January 15, 25",-0.0133,,,,,
2025-01-14,76.48,78.44,74.15,74.73,74.3,1278550,1278550,-1.75,-2.29,75.95,"January 14, 25",-0.0229,,,,,
2025-01-13,73.03,76.48,72.52,76.42,75.99,1356631,1356631,3.39,4.64,74.6125,"January 13, 25",0.0464,,,,,
2025-01-10,73.37,74.98,73.07,73.31,72.89,1034500,1034500,-0.06,-0.08177729,73.6825,"January 10, 25",-0.0008177729,,,,,
2025-01-08,74.59,75.25,73.22,75.19,74.76,468800,468800,0.6,0.8044,74.5625,"January 08, 25",0.008044,,,,,
2025-01-07,74.55,76.73,73.92,74.77,74.34,533400,533400,0.22,0.2951,74.9925,"January 07, 25",0.002951,,,,,
2025-01-06,73.81,75.64,73.76,74.25,73.83,692700,692700,0.44,0.59613,74.365,"January 06, 25",0.0059613,,,,,
2025-01-03,71.56,74.06,70.76,73.79,73.37,657000,657000,2.23,3.12,72.5425,"January 03, 25",0.0312,,,,,
2025-01-02,72.75,72.93,71,71.48,71.07,658118,658118,-1.27,-1.75,72.04,"January 02, 25",-0.0175,,,,,
2024-12-31,72.91,73.12,71.61,72.03,71.62,444811,444811,-0.88,-1.21,72.4175,"December 31, 24",-0.0121,,,,,
2024-12-30,71.94,72.82,71.42,72.29,71.88,328400,328400,0.35,0.48652,72.1175,"December 30, 24",0.0048652,,,,,
2024-12-27,72.49,73.58,72.49,72.98,72.56,474701,474701,0.49,0.67596,72.885,"December 27, 24",0.0067596,,,,,
2024-12-26,72.41,73.78,71.94,73.22,72.8,353412,353412,0.805,1.12,72.8375,"December 26, 24",0.0112,,,,,
2024-12-24,72.63,73.38,72.49,73.03,72.61,309620,309620,0.4,0.55074,72.8825,"December 24, 24",0.0055074,,,,,
2024-12-23,72.49,73.13,71.27,72.74,72.33,618836,618836,0.25,0.34488,72.4075,"December 23, 24",0.0034488,,,,,
2024-12-20,71.25,74.27,71.25,73.17,72.75,2221200,2221200,1.92,2.69,72.485,"December 20, 24",0.0269,,,,,
2024-12-19,71.47,72.08,69.48,71.39,70.98,1051878,1051878,-0.08,-0.11194,71.105,"December 19, 24",-0.0011194,,,,,
2024-12-18,75.46,75.94,71.22,71.41,71,765659,765659,-4.05,-5.37,73.5075,"December 18, 24",-0.0537,,,,,
2024-12-17,76,77.62,75.02,75.27,74.84,620643,620643,-0.73,-0.96053,75.9775,"December 17, 24",-0.0096053,,,,,
2024-12-16,75.91,76.91,75.1,76.16,75.73,560879,560879,0.25,0.32934,76.02,"December 16, 24",0.0032934,,,,,
2024-12-13,76.58,76.58,74.41,75.69,75.26,487423,487423,-0.89,-1.16,75.815,"December 13, 24",-0.0116,,,,,
2024-12-12,76.58,77.58,75.72,76.68,76.24,652829,652829,0.1,0.13058,76.64,"December 12, 24",0.0013058,,,,,
2024-12-11,77.89,78.42,76.72,76.81,76.37,695805,695805,-1.08,-1.39,77.46,"December 11, 24",-0.0139,,,,,
2024-12-10,77.89,78.26,76.23,77.12,76.68,966600,966600,-0.77,-0.98857,77.375,"December 10, 24",-0.0098857,,,,,
2024-12-09,74.75,77.5,74.75,77.4,76.96,773986,773986,2.65,3.55,76.1,"December 09, 24",0.0355,,,,,
2024-12-06,74.65,75.62,73.98,74.51,74.09,497245,497245,-0.14,-0.18754,74.69,"December 06, 24",-0.0018754,,,,,
2024-12-05,75.89,76.6,73.8,73.89,73.47,722155,722155,-2,-2.64,75.045,"December 05, 24",-0.0264,,,,,
2024-12-04,75.05,76.81,73.68,75.89,75.46,571800,571800,0.84,1.12,75.3575,"December 04, 24",0.0112,,,,,
2024-12-03,75.53,75.85,74.38,75.05,74.62,595600,595600,-0.48,-0.63551,75.2025,"December 03, 24",-0.0063551,,,,,
2024-12-02,75.03,76.27,74.26,76.02,75.59,922632,922632,0.99,1.32,75.395,"December 02, 24",0.0132,,,,,
2024-11-29,75.33,75.87,74.51,75.36,74.93,464410,464410,0.03,0.03982477,75.2675,"November 29, 24",0.0003982477,,,,,
2024-11-27,75.27,76.19,74.11,75.38,74.95,557025,557025,0.11,0.14614,75.2375,"November 27, 24",0.0014614,,,,,
2024-11-26,73.81,75.13,72.72,74.87,74.44,995017,995017,1.06,1.44,74.1325,"November 26, 24",0.0144,,,,,
2024-11-25,72.06,75,71.9,74.39,73.97,1165869,1165869,2.33,3.23,73.3375,"November 25, 24",0.0323,,,,,
2024-11-22,71.1,72.41,70.61,71.28,70.87,620615,620615,0.18,0.25316,71.35,"November 22, 24",0.0025316,,,,,
2024-11-21,68.6,71.32,68.42,71.05,70.65,1338452,1338452,2.45,3.57,69.8475,"November 21, 24",0.0357,,,,,
2024-11-20,66.29,68.92,65.61,68.72,68.33,1493431,1493431,2.43,3.67,67.385,"November 20, 24",0.0367,,,,,
2024-11-19,66.75,67.49,66.32,66.37,65.99,1568600,1568600,-0.38,-0.56929,66.7325,"November 19, 24",-0.0056929,,,,,
2024-11-18,67.23,67.49,65.99,66.86,66.48,1889600,1889600,-0.37,-0.55035,66.8925,"November 18, 24",-0.0055035,,,,,
2024-11-15,72.27,72.47,67.48,67.57,67.19,2449274,2449274,-4.7,-6.5,69.9475,"November 15, 24",-0.065,,,,,
2024-11-14,75.17,75.84,72.27,72.54,72.13,1211378,1211378,-2.63,-3.5,73.955,"November 14, 24",-0.035,,,,,
2024-11-13,74.55,76.43,74.26,75.93,75.5,1456005,1456005,1.38,1.85,75.2925,"November 13, 24",0.0185,,,,,
2024-11-12,74.63,75.16,73.58,74.41,73.99,802414,802414,-0.22,-0.29479,74.445,"November 12, 24",-0.0029479,,,,,
2024-11-11,75.91,76.49,74.4,74.69,74.27,628523,628523,-1.22,-1.61,75.3725,"November 11, 24",-0.0161,,,,,
2024-11-08,76.24,76.74,74.94,75.96,75.53,649400,649400,-0.28,-0.36726,75.97,"November 08, 24",-0.0036726,0.08,2024-11-22,2024-11-11,0.08,2024-10-30
2024-11-07,76.69,77.59,75.99,76.42,75.91,685347,685347,-0.27,-0.35207,76.6725,"November 07, 24",-0.0035207,,,,,
2024-11-06,80.8,80.8,74.83,75.83,75.32,1100100,1100100,-4.97,-6.15,78.065,"November 06, 24",-0.0615,,,,,
2024-11-05,74.91,77.65,73.92,77.62,77.1,542349,542349,2.71,3.62,76.025,"November 05, 24",0.0362,,,,,
2024-11-04,75.54,77.29,75.03,75.9,75.39,692023,692023,0.36,0.47657,75.94,"November 04, 24",0.0047657,,,,,
2024-11-01,74.1,76.56,74.07,75.31,74.81,984000,984000,1.21,1.63,75.01,"November 01, 24",0.0163,,,,,
2024-10-31,75.89,76.42,73.75,73.75,73.26,1109819,1109819,-2.14,-2.82,74.9525,"October 31, 24",-0.0282,,,,,
2024-10-30,74,79.46,73.95,76.02,75.51,2663662,2663662,2.02,2.73,75.8575,"October 30, 24",0.0273,,,,,
2024-10-29,70.15,71.01,69.83,70.74,70.27,1582125,1582125,0.59,0.84105,70.4325,"October 29, 24",0.0084105,,,,,
2024-10-28,69.59,70.42,69.21,70.38,69.91,1066938,1066938,0.79,1.14,69.9,"October 28, 24",0.0114,,,,,
2024-10-25,68.85,69.14,68.07,68.68,68.22,681327,681327,-0.17,-0.24691,68.685,"October 25, 24",-0.0024691,,,,,
2024-10-24,69.58,70.05,68.33,68.37,67.91,595600,595600,-1.21,-1.74,69.0825,"October 24, 24",-0.0174,,,,,
2024-10-23,69.76,70.28,68.66,69.34,68.88,734623,734623,-0.42,-0.60206,69.51,"October 23, 24",-0.0060206,,,,,
2024-10-22,70.06,70.65,68.9,69.95,69.48,864800,864800,-0.11,-0.15701,69.89,"October 22, 24",-0.0015701,,,,,
2024-10-21,70.78,70.92,69.8,70.36,69.89,951300,951300,-0.42,-0.59339,70.465,"October 21, 24",-0.0059339,,,,,
2024-10-18,70.61,71.32,69.92,71.24,70.76,834004,834004,0.63,0.89222,70.7725,"October 18, 24",0.0089222,,,,,
2024-10-17,72.28,72.74,69.93,70.15,69.68,930300,930300,-2.13,-2.95,71.275,"October 17, 24",-0.0295,,,,,
2024-10-16,73.97,74.04,71.7,71.8,71.32,882000,882000,-2.17,-2.93,72.8775,"October 16, 24",-0.0293,,,,,
2024-10-15,73.6,75.17,73.26,73.59,73.1,579918,579918,-0.01,-0.01358696,73.905,"October 15, 24",-0.0001358696,,,,,
2024-10-14,73.42,73.87,72.16,73.82,73.33,886900,886900,0.4,0.54481,73.3175,"October 14, 24",0.0054481,,,,,
2024-10-11,73.2,73.88,72.78,73.36,72.87,650650,650650,0.16,0.21858,73.305,"October 11, 24",0.0021858,,,,,
2024-10-10,73.35,74.07,72.85,72.98,72.49,433100,433100,-0.37,-0.50443,73.3125,"October 10, 24",-0.0050443,,,,,
2024-10-09,73.89,74.37,73.02,74.26,73.76,459012,459012,0.37,0.50074,73.885,"October 09, 24",0.0050074,,,,,
2024-10-08,74.22,74.78,73.1,73.74,73.25,698843,698843,-0.48,-0.64673,73.96,"October 08, 24",-0.0064673,,,,,
2024-10-07,74.35,74.36,72.61,73.52,73.03,893400,893400,-0.83,-1.12,73.71,"October 07, 24",-0.0112,,,,,
2024-10-04,75.13,75.74,74.05,74.78,74.28,703900,703900,-0.35,-0.46586,74.925,"October 04, 24",-0.0046586,,,,,
2024-10-03,76.94,77.42,73.89,74,73.51,1142900,1142900,-2.94,-3.82,75.5625,"October 03, 24",-0.0382,,,,,
2024-10-02,77.98,78.38,77.32,77.43,76.91,714100,714100,-0.55,-0.70531,77.7775,"October 02, 24",-0.0070531,,,,,
2024-10-01,79.93,79.93,77,78.17,77.65,744200,744200,-1.76,-2.2,78.7575,"October 01, 24",-0.022,,,,,
2024-09-30,78.5,80.02,78,79.93,79.4,721138,721138,1.43,1.82,79.1125,"September 30, 24",0.0182,,,,,
2024-09-27,78.08,80.12,78.02,78.72,78.19,690201,690201,0.64,0.81967,78.735,"September 27, 24",0.0081967,,,,,
2024-09-26,76.91,79.06,75.97,78.06,77.54,575400,575400,1.15,1.5,77.5,"September 26, 24",0.015,,,,,
2024-09-25,78.09,78.09,74.57,74.95,74.45,674423,674423,-3.14,-4.02,76.425,"September 25, 24",-0.0402,,,,,
2024-09-24,77.31,79.27,77.11,77.42,76.9,846710,846710,0.11,0.14228,77.7775,"September 24, 24",0.0014228,,,,,
2024-09-23,79.07,79.12,77,77.21,76.7,776613,776613,-1.86,-2.35,78.1,"September 23, 24",-0.0235,,,,,
2024-09-20,79.73,79.99,77.38,78.3,77.78,1558300,1558300,-1.43,-1.79,78.85,"September 20, 24",-0.0179,,,,,
2024-09-19,78.32,80.95,77.58,80.36,79.82,1534012,1534012,2.04,2.6,79.3025,"September 19, 24",0.026,,,,,
2024-09-18,75.56,77.84,75.06,76.51,76,834048,834048,0.95,1.26,76.2425,"September 18, 24",0.0126,,,,,
2024-09-17,75.04,76.86,74.52,75.28,74.78,671200,671200,0.24,0.31983,75.425,"September 17, 24",0.0031983,,,,,
2024-09-16,75.28,75.51,73.74,74.76,74.26,931638,931638,-0.52,-0.69075,74.8225,"September 16, 24",-0.0069075,,,,,
2024-09-13,73.37,74.72,73.25,74.67,74.17,401745,401745,1.3,1.77,74.0025,"September 13, 24",0.0177,,,,,
2024-09-12,73.26,73.61,71.15,73.2,72.71,950425,950425,-0.06,-0.08190008,72.805,"September 12, 24",-0.0008190008,,,,,
2024-09-11,73.24,74.18,72.45,73.49,73,993706,993706,0.25,0.34134,73.34,"September 11, 24",0.0034134,,,,,
2024-09-10,72.21,74.16,71,73.78,73.29,954925,954925,1.57,2.17,72.7875,"September 10, 24",0.0217,,,,,
2024-09-09,71.97,72.74,71.57,72.09,71.61,789700,789700,0.12,0.16674,72.0925,"September 09, 24",0.0016674,,,,,
2024-09-06,72.37,73.98,70.83,71.49,71.01,734814,734814,-0.88,-1.22,72.1675,"September 06, 24",-0.0122,,,,,
2024-09-05,71.12,72.56,70.81,72.37,71.89,743000,743000,1.25,1.76,71.715,"September 05, 24",0.0176,,,,,
2024-09-04,71.68,72.04,70.88,71.12,70.65,625246,625246,-0.56,-0.78125,71.43,"September 04, 24",-0.0078125,,,,,
2024-09-03,73.48,74.06,71.21,71.73,71.25,637126,637126,-1.75,-2.38,72.62,"September 03, 24",-0.0238,,,,,
2024-08-30,74.77,75,73.51,73.99,73.5,842930,842930,-0.78,-1.04,74.3175,"August 30, 24",-0.0104,,,,,
2024-08-29,71.91,75.42,71.47,74.52,74.02,1367200,1367200,2.61,3.63,73.33,"August 29, 24",0.0363,,,,,
2024-08-28,71.09,71.88,70.8,71.6,71.12,713827,713827,0.51,0.7174,71.3425,"August 28, 24",0.007174,,,,,
2024-08-27,71.34,71.83,70.25,71.03,70.56,545838,545838,-0.31,-0.43454,71.1125,"August 27, 24",-0.0043454,,,,,
2024-08-26,72.64,72.64,71.04,71.34,70.86,538343,538343,-1.3,-1.79,71.915,"August 26, 24",-0.0179,,,,,
2024-08-23,71.91,73.37,71.14,72.29,71.81,530800,530800,0.38,0.52844,72.1775,"August 23, 24",0.0052844,,,,,
2024-08-22,72.89,73.51,71.14,71.35,70.87,471500,471500,-1.54,-2.11,72.2225,"August 22, 24",-0.0211,,,,,
2024-08-21,72.96,73.22,71.9,72.65,72.17,930508,930508,-0.31,-0.42489,72.6825,"August 21, 24",-0.0042489,,,,,
2024-08-20,74.99,75.27,72.3,72.34,71.86,943531,943531,-2.65,-3.53,73.725,"August 20, 24",-0.0353,,,,,
2024-08-19,74.52,75.11,73.97,74.99,74.49,680400,680400,0.47,0.6307,74.6475,"August 19, 24",0.006307,0.08,2024-08-30,2024-08-19,0.08,2024-08-07
2024-08-16,74.72,75.34,73.08,74.52,73.94,798200,798200,-0.2,-0.26767,74.415,"August 16, 24",-0.0026767,,,,,
2024-08-15,73.61,75.03,72.94,74.91,74.33,1015400,1015400,1.3,1.77,74.1225,"August 15, 24",0.0177,,,,,
2024-08-14,73.56,75.6,72.49,72.75,72.18,1284105,1284105,-0.81,-1.1,73.6,"August 14, 24",-0.011,,,,,
2024-08-13,71.65,73.73,71.55,73.45,72.88,805200,805200,1.8,2.51,72.595,"August 13, 24",0.0251,,,,,
2024-08-12,71.77,72.14,70.48,71.78,71.22,791500,791500,0.01,0.0139334,71.5425,"August 12, 24",0.000139334,,,,,
2024-08-09,72.98,73.42,71.48,71.77,71.21,829700,829700,-1.21,-1.66,72.4125,"August 09, 24",-0.0166,,,,,
2024-08-08,71.9,73.68,70.17,73.37,72.8,1439565,1439565,1.47,2.04,72.28,"August 08, 24",0.0204,,,,,
2024-08-07,77.52,77.52,70.14,70.96,70.41,2594528,2594528,-6.56,-8.46,74.035,"August 07, 24",-0.0846,,,,,
2024-08-06,77.66,80.55,77.06,78.42,77.81,1555844,1555844,0.76,0.97862,78.4225,"August 06, 24",0.0097862,,,,,
2024-08-05,81.29,81.29,76.94,77.66,77.06,1098738,1098738,-3.63,-4.47,79.295,"August 05, 24",-0.0447,,,,,
2024-08-02,81.3,81.3,77.93,80.17,79.55,857927,857927,-1.13,-1.39,80.175,"August 02, 24",-0.0139,,,,,
2024-08-01,81.92,83.33,80.97,82.35,81.71,789942,789942,0.43,0.5249,82.1425,"August 01, 24",0.005249,,,,,
2024-07-31,82.78,83.62,81.51,81.59,80.96,1024447,1024447,-1.19,-1.44,82.375,"July 31, 24",-0.0144,,,,,
2024-07-30,80,82.34,80,81.97,81.33,1258544,1258544,1.97,2.46,81.0775,"July 30, 24",0.0246,,,,,
2024-07-29,80.89,81,78.36,79.72,79.1,1270608,1270608,-1.17,-1.45,79.9925,"July 29, 24",-0.0145,,,,,
2024-07-26,79.72,81.32,78.77,80.6,79.97,969100,969100,0.88,1.1,80.1025,"July 26, 24",0.011,,,,,
2024-07-25,77.57,79.78,77.04,78.67,78.06,883200,883200,1.1,1.42,78.265,"July 25, 24",0.0142,,,,,
2024-07-24,76.58,77.93,75.94,77.61,77.01,915200,915200,1.03,1.34,77.015,"July 24, 24",0.0134,,,,,
2024-07-23,77.89,78.17,76.28,76.51,75.91,861500,861500,-1.38,-1.77,77.2125,"July 23, 24",-0.0177,,,,,
2024-07-22,76.35,77.88,74.79,77.77,77.16,631200,631200,1.42,1.86,76.6975,"July 22, 24",0.0186,,,,,
2024-07-19,75.93,76.64,74.2,75.46,74.87,587500,587500,-0.47,-0.61899,75.5575,"July 19, 24",-0.0061899,,,,,
2024-07-18,77.45,78.6,75.59,75.92,75.33,738900,738900,-1.53,-1.98,76.89,"July 18, 24",-0.0198,,,,,
2024-07-17,79.35,80.52,78.28,78.29,77.68,649909,649909,-1.06,-1.34,79.11,"July 17, 24",-0.0134,,,,,
2024-07-16,77.59,80.12,76.88,79.82,79.2,909307,909307,2.23,2.87,78.6025,"July 16, 24",0.0287,,,,,
2024-07-15,77.2,77.88,76.66,77.21,76.61,710900,710900,0.01,0.01295337,77.2375,"July 15, 24",0.0001295337,,,,,
2024-07-12,76.73,78.47,76.15,77.31,76.71,1323530,1323530,0.58,0.7559,77.165,"July 12, 24",0.007559,,,,,
2024-07-11,73,76.54,72.37,76.37,75.78,1118208,1118208,3.37,4.62,74.57,"July 11, 24",0.0462,,,,,
2024-07-10,71.81,72.37,71.17,72.07,71.51,917300,917300,0.26,0.36207,71.855,"July 10, 24",0.0036207,,,,,
2024-07-09,71.48,71.96,70.3,71.29,70.74,727409,727409,-0.19,-0.26581,71.2575,"July 09, 24",-0.0026581,,,,,
2024-07-08,71.66,72.68,71.38,71.56,71,841100,841100,-0.1,-0.13955,71.82,"July 08, 24",-0.0013955,,,,,
2024-07-05,71.48,72.63,70.62,71.44,70.88,564539,564539,-0.04,-0.05595971,71.5425,"July 05, 24",-0.0005595971,,,,,
2024-07-03,71.87,72.71,71.39,71.45,70.89,508022,508022,-0.42,-0.58439,71.855,"July 03, 24",-0.0058439,,,,,
2024-07-02,71.67,72.35,70.96,71.24,70.69,884518,884518,-0.43,-0.59997,71.555,"July 02, 24",-0.0059997,,,,,
2024-07-01,71.78,73.37,71.01,71.61,71.05,1405502,1405502,-0.17,-0.23683,71.9425,"July 01, 24",-0.0023683,,,,,
2024-06-28,72.05,72.61,70.65,71.65,71.09,4737522,4737522,-0.4,-0.55517,71.74,"June 28, 24",-0.0055517,,,,,
2024-06-27,71.97,72.43,70.99,71.82,71.26,1236600,1236600,-0.15,-0.20842,71.8025,"June 27, 24",-0.0020842,,,,,
2024-06-26,72.85,73.15,71.92,72.1,71.54,1338200,1338200,-0.75,-1.03,72.505,"June 26, 24",-0.0103,,,,,
2024-06-25,74.29,74.78,72.85,73.07,72.5,631300,631300,-1.22,-1.64,73.7475,"June 25, 24",-0.0164,,,,,
2024-06-24,73.96,75.49,73.55,74.49,73.91,840800,840800,0.53,0.7166,74.3725,"June 24, 24",0.007166,,,,,
2024-06-21,74.79,75.28,73.51,73.66,73.09,1578300,1578300,-1.13,-1.51,74.31,"June 21, 24",-0.0151,,,,,
2024-06-20,74.25,75.25,73.43,74.53,73.95,784200,784200,0.28,0.3771,74.365,"June 20, 24",0.003771,,,,,
2024-06-18,74.84,75.24,74.33,74.54,73.96,1147737,1147737,-0.3,-0.40086,74.7375,"June 18, 24",-0.0040086,,,,,
2024-06-17,75.48,75.99,74.61,74.81,74.23,773000,773000,-0.67,-0.88765,75.2225,"June 17, 24",-0.0088765,,,,,
2024-06-14,76.5,77.02,74.79,75.87,75.28,787800,787800,-0.63,-0.82353,76.045,"June 14, 24",-0.0082353,,,,,
2024-06-13,77.12,77.66,75.88,76.88,76.28,529506,529506,-0.24,-0.3112,76.885,"June 13, 24",-0.003112,,,,,
2024-06-12,78.16,78.99,76.57,77.45,76.85,782500,782500,-0.71,-0.90839,77.7925,"June 12, 24",-0.0090839,,,,,
2024-06-11,76.75,77.3,75.9,76.89,76.29,827522,827522,0.14,0.18241,76.71,"June 11, 24",0.0018241,,,,,
2024-06-10,76.99,77.62,75.9,77.1,76.5,722231,722231,0.11,0.14288,76.9025,"June 10, 24",0.0014288,,,,,
2024-06-07,78.14,78.47,77.11,77.63,77.03,897308,897308,-0.51,-0.65267,77.8375,"June 07, 24",-0.0065267,,,,,
2024-06-06,78.85,79.93,78.5,78.83,78.22,785617,785617,-0.02,-0.02536462,79.0275,"June 06, 24",-0.0002536462,,,,,
2024-06-05,77.31,79.3,76.59,79.26,78.64,930552,930552,1.95,2.52,78.115,"June 05, 24",0.0252,,,,,
2024-06-04,77.32,78.58,76.14,76.9,76.3,1095100,1095100,-0.42,-0.5432,77.235,"June 04, 24",-0.005432,,,,,
2024-06-03,77.89,79.19,77.11,77.9,77.29,863746,863746,0.01,0.01283862,78.0225,"June 03, 24",0.0001283862,,,,,
2024-05-31,77.47,78.82,76.17,77.19,76.59,1307031,1307031,-0.28,-0.36143,77.4125,"May 31, 24",-0.0036143,,,,,
2024-05-30,78.22,78.22,75.16,77.25,76.65,1222601,1222601,-0.97,-1.24,77.2125,"May 30, 24",-0.0124,,,,,
2024-05-29,78.44,78.7,77.68,78.6,77.99,718500,718500,0.16,0.20398,78.355,"May 29, 24",0.0020398,,,,,
2024-05-28,80.93,80.93,79.04,79.39,78.77,795300,795300,-1.54,-1.9,80.0725,"May 28, 24",-0.019,,,,,
2024-05-24,80.84,81.03,79.95,80.79,80.16,452637,452637,-0.05,-0.06185057,80.6525,"May 24, 24",-0.0006185057,,,,,
2024-05-23,82.32,83.96,79.76,80.41,79.78,793200,793200,-1.91,-2.32,81.6125,"May 23, 24",-0.0232,,,,,
2024-05-22,80.97,83.28,80.29,82.98,82.33,696300,696300,2.01,2.48,81.88,"May 22, 24",0.0248,,,,,
2024-05-21,82.42,83.4,80.83,82.68,82.04,840134,840134,0.26,0.31546,82.3325,"May 21, 24",0.0031546,,,,,
2024-05-20,83.23,84.22,82.38,82.5,81.86,1006916,1006916,-0.73,-0.87709,83.0825,"May 20, 24",-0.0087709,,,,,
2024-05-17,82.98,84.61,82.19,83.81,83.16,1380000,1380000,0.825,1,83.3975,"May 17, 24",0.01,,,,,
2024-05-16,83.15,83.82,82.32,82.84,82.2,1389946,1389946,-0.31,-0.37282,83.0325,"May 16, 24",-0.0037282,,,,,
2024-05-15,84.94,85.57,83,83.5,82.85,1149200,1149200,-1.44,-1.7,84.2525,"May 15, 24",-0.017,,,,,
