date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,adjDividend,paymentDate,recordDate,dividend
2023-07-03,340.69,343.2,335.15,341.87,324.38,150228,150228,1.18,0.34636,340.2275,"July 03, 23",0.0034636,,,,,
2023-06-30,341.05,344.08,339.06,341.86,324.37,549321,549321,0.81,0.2375,341.5125,"June 30, 23",0.002375,,,,,
2023-06-29,334.3,341,332.92,339.66,322.28,475600,475600,5.36,1.6,336.97,"June 29, 23",0.016,,,,,
2023-06-28,337.19,337.19,331.08,332.87,315.84,469343,469343,-4.32,-1.28,334.5825,"June 28, 23",-0.0128,,,,,
2023-06-27,340.39,342.5,335.43,337.9,320.61,315700,315700,-2.49,-0.73151,339.055,"June 27, 23",-0.0073151,,,,,
2023-06-26,346.9,347.7,338.47,339.97,322.58,532502,532502,-6.93,-2,343.26,"June 26, 23",-0.02,,,,,
2023-06-23,351.89,353.3,343.68,345.66,327.98,518136,518136,-6.23,-1.77,348.6325,"June 23, 23",-0.0177,,,,,
2023-06-22,353.62,354.6,350.28,353.43,335.35,245430,245430,-0.19,-0.05372999,352.9825,"June 22, 23",-0.0005372999,,,,,
2023-06-21,355.02,355.66,351.68,351.85,333.85,281400,281400,-3.17,-0.89291,353.5525,"June 21, 23",-0.0089291,,,,,
2023-06-20,354.42,355,347.05,352.74,334.69,342827,342827,-1.68,-0.47401,352.3025,"June 20, 23",-0.0047401,,,,,
2023-06-16,346.32,352.84,345.11,352.35,334.32,587700,587700,6.03,1.74,349.155,"June 16, 23",0.0174,,,,,
2023-06-15,341.59,345.5,340.32,344.25,326.64,242500,242500,2.66,0.77871,342.915,"June 15, 23",0.0077871,,,,,
2023-06-14,345.39,347.83,340.77,341.11,323.66,247616,247616,-4.28,-1.24,343.775,"June 14, 23",-0.0124,,,,,
2023-06-13,338.43,347.34,338.43,346.43,328.71,320700,320700,8,2.36,342.6575,"June 13, 23",0.0236,,,,,
2023-06-12,344.37,346.82,338.39,338.68,321.35,392800,392800,-5.69,-1.65,342.065,"June 12, 23",-0.0165,,,,,
2023-06-09,340.62,346.2,340.24,344.59,326.96,332141,332141,3.97,1.17,342.9125,"June 09, 23",0.0117,,,,,
2023-06-08,348.1,349.51,341.61,341.65,324.17,258107,258107,-6.45,-1.85,345.2175,"June 08, 23",-0.0185,,,,,
2023-06-07,348.78,350.07,346.34,348.95,331.1,315900,315900,0.17,0.04874133,348.535,"June 07, 23",0.0004874133,,,,,
2023-06-06,344.19,349.67,342.09,349.51,331.63,365400,365400,5.32,1.55,346.365,"June 06, 23",0.0155,,,,,
2023-06-05,345.86,346.58,340.33,342.53,325.01,623472,623472,-3.33,-0.96282,343.825,"June 05, 23",-0.0096282,,,,,
2023-06-02,339.88,345.2,339.04,343.13,325.58,442034,442034,3.25,0.95622,341.8125,"June 02, 23",0.0095622,,,,,
2023-06-01,340.11,340.94,332.57,339.43,322.06,422500,422500,-0.68,-0.19994,338.2625,"June 01, 23",-0.0019994,,,,,
2023-05-31,350,353.7,336.01,340.02,322.62,885022,885022,-9.98,-2.85,344.9325,"May 31, 23",-0.0285,,,,,
2023-05-30,348.39,353.53,346.25,351.41,333.43,375222,375222,3.02,0.86684,349.895,"May 30, 23",0.0086684,2023-05-18,1.65,2023-06-16,2023-05-31,1.65
2023-05-26,360,360,349.78,350.06,330.59,344800,344800,-9.94,-2.76,354.96,"May 26, 23",-0.0276,,,,,
2023-05-25,361.01,363.48,356.18,359.95,339.93,340958,340958,-1.06,-0.29362,360.155,"May 25, 23",-0.0029362,,,,,
2023-05-24,363.69,364.06,355.52,361.43,341.33,450200,450200,-2.26,-0.62141,361.175,"May 24, 23",-0.0062141,,,,,
2023-05-23,367.02,377.49,360.81,365.01,344.71,862000,862000,-2.01,-0.54765,367.5825,"May 23, 23",-0.0054765,,,,,
2023-05-22,375.11,375.27,357.27,361.49,341.38,722901,722901,-13.62,-3.63,367.285,"May 22, 23",-0.0363,,,,,
2023-05-19,379.91,381.93,375.94,376.47,355.53,723300,723300,-3.44,-0.90548,378.5625,"May 19, 23",-0.0090548,,,,,
2023-05-18,369.99,378.49,367.32,377.5,356.5,1568346,1568346,7.51,2.03,373.325,"May 18, 23",0.0203,,,,,
2023-05-17,367,373.93,366.16,369,348.48,2127700,2127700,2,0.54496,369.0225,"May 17, 23",0.0054496,,,,,
2023-05-16,382.28,383.54,377.38,378.4,357.35,118828,118828,-3.88,-1.01,380.4,"May 16, 23",-0.0101,,,,,
2023-05-15,387.93,387.93,379.07,383.25,361.93,141644,141644,-4.68,-1.21,384.545,"May 15, 23",-0.0121,,,,,
2023-05-12,390.31,390.76,383.05,385.88,364.42,187831,187831,-4.43,-1.13,387.5,"May 12, 23",-0.0113,,,,,
2023-05-11,385.27,387.5,382.5,387.1,365.57,141226,141226,1.83,0.47499,385.5925,"May 11, 23",0.0047499,,,,,
2023-05-10,384.95,387.38,379.31,385.98,364.51,269100,269100,1.03,0.26757,384.405,"May 10, 23",0.0026757,,,,,
2023-05-09,383.65,384.36,380.18,382.87,361.57,399300,399300,-0.78,-0.20331,382.765,"May 09, 23",-0.0020331,,,,,
2023-05-08,377.56,383.89,377.56,383.22,361.91,288000,288000,5.66,1.5,380.5575,"May 08, 23",0.015,,,,,
2023-05-05,374.53,382.25,374.53,375.4,354.52,378800,378800,0.87,0.23229,376.6775,"May 05, 23",0.0023229,,,,,
2023-05-04,376.03,376.33,367.03,371.55,350.88,335200,335200,-4.48,-1.19,372.735,"May 04, 23",-0.0119,,,,,
2023-05-03,381.07,383.21,374.77,376.04,355.12,350329,350329,-5.03,-1.32,378.7725,"May 03, 23",-0.0132,,,,,
2023-05-02,362,388.48,362,382,360.75,527846,527846,20,5.52,373.62,"May 02, 23",0.0552,,,,,
2023-05-01,376.88,382.05,376.26,380.34,359.19,365800,365800,3.46,0.91806,378.8825,"May 01, 23",0.0091806,,,,,
2023-04-28,371.43,379.68,370.18,378,356.98,249623,249623,6.57,1.77,374.8225,"April 28, 23",0.0177,,,,,
2023-04-27,369.03,373.92,366.14,373.87,353.08,247437,247437,4.84,1.31,370.74,"April 27, 23",0.0131,,,,,
2023-04-26,367.62,371.9,367.2,368.94,348.42,240400,240400,1.32,0.35907,368.915,"April 26, 23",0.0035907,,,,,
2023-04-25,369.54,371.94,368.54,370,349.42,181110,181110,0.46,0.12448,370.005,"April 25, 23",0.0012448,,,,,
2023-04-24,371.12,374.87,370.02,371.29,350.64,188000,188000,0.17,0.04580729,371.825,"April 24, 23",0.0004580729,,,,,
2023-04-21,372.73,374.19,367.29,370.62,350.01,340300,340300,-2.11,-0.56609,371.2075,"April 21, 23",-0.0056609,,,,,
2023-04-20,374.28,377.47,373.15,375.6,354.71,307005,307005,1.32,0.35268,375.125,"April 20, 23",0.0035268,,,,,
2023-04-19,370.71,374.46,369.24,374.34,353.52,270700,270700,3.63,0.9792,372.1875,"April 19, 23",0.009792,,,,,
2023-04-18,364.95,370.22,363.87,369.65,349.09,226600,226600,4.7,1.29,367.1725,"April 18, 23",0.0129,,,,,
2023-04-17,358.55,363.82,357.15,363.8,343.57,232201,232201,5.25,1.46,360.83,"April 17, 23",0.0146,,,,,
2023-04-14,363.56,364.37,355.65,359.21,339.23,246822,246822,-4.35,-1.2,360.6975,"April 14, 23",-0.012,,,,,
2023-04-13,363.5,365.19,360.74,362.72,342.55,268531,268531,-0.78,-0.21458,363.0375,"April 13, 23",-0.0021458,,,,,
2023-04-12,363.77,366.32,362.1,365.6,345.27,196625,196625,1.83,0.50307,364.4475,"April 12, 23",0.0050307,,,,,
2023-04-11,365.13,365.32,362.59,363.28,343.07,160100,160100,-1.85,-0.50667,364.08,"April 11, 23",-0.0050667,,,,,
2023-04-10,363.8,366.59,363.61,364.75,344.46,183300,183300,0.95,0.26113,364.6875,"April 10, 23",0.0026113,,,,,
2023-04-06,363.94,366.99,361.82,362.1,341.96,252222,252222,-1.84,-0.50558,363.7125,"April 06, 23",-0.0050558,,,,,
2023-04-05,356.74,363.78,356.74,363,342.81,269447,269447,6.26,1.75,360.065,"April 05, 23",0.0175,,,,,
2023-04-04,364.1,364.1,352.64,358.56,338.62,148446,148446,-5.54,-1.52,359.85,"April 04, 23",-0.0152,,,,,
2023-04-03,357.31,363.37,357.31,361.95,341.82,166900,166900,4.64,1.3,359.985,"April 03, 23",0.013,,,,,
2023-03-31,357.39,359.69,353.95,358.02,338.11,251323,251323,0.63,0.17628,357.2625,"March 31, 23",0.0017628,,,,,
2023-03-30,359.92,360.36,352.98,356.11,336.3,233417,233417,-3.81,-1.06,357.3425,"March 30, 23",-0.0106,,,,,
2023-03-29,357.88,360.38,355.55,359.02,339.05,196234,196234,1.14,0.31854,358.2075,"March 29, 23",0.0031854,,,,,
2023-03-28,348.92,355.48,348.92,353.88,334.2,212221,212221,4.96,1.42,351.8,"March 28, 23",0.0142,,,,,
2023-03-27,349.79,354.14,347.01,349.73,330.28,252500,252500,-0.06,-0.01715315,350.1675,"March 27, 23",-0.0001715315,,,,,
2023-03-24,338.28,345.03,334.71,344.83,325.65,306600,306600,6.55,1.94,340.7125,"March 24, 23",0.0194,,,,,
2023-03-23,345.99,347.32,338.86,341.79,322.78,198100,198100,-4.2,-1.21,343.49,"March 23, 23",-0.0121,,,,,
2023-03-22,353.18,354.16,345.77,345.87,326.63,329000,329000,-7.31,-2.07,349.745,"March 22, 23",-0.0207,,,,,
2023-03-21,355.31,359.33,352.16,353.75,334.07,198231,198231,-1.56,-0.43905,355.1375,"March 21, 23",-0.0043905,,,,,
2023-03-20,337.84,351.06,336.27,347.87,328.52,373300,373300,10.03,2.97,343.26,"March 20, 23",0.0297,,,,,
2023-03-17,352.11,352.11,332.35,334.17,315.58,779700,779700,-17.94,-5.09,342.685,"March 17, 23",-0.0509,,,,,
2023-03-16,336.82,359,336.29,354.25,334.55,371817,371817,17.43,5.17,346.59,"March 16, 23",0.0517,,,,,
2023-03-15,347.93,349.25,331.63,338.38,319.56,520821,520821,-9.55,-2.74,341.7975,"March 15, 23",-0.0274,,1.65,2023-03-30,2023-03-16,1.65
2023-03-14,352.5,362.51,350.9,358.67,337.16,439420,439420,6.17,1.75,356.145,"March 14, 23",0.0175,,,,,
2023-03-13,349.24,351.57,339.14,346.14,325.38,565100,565100,-3.1,-0.88764,346.5225,"March 13, 23",-0.0088764,,,,,
2023-03-10,366.61,367.14,354.67,356.9,335.5,566146,566146,-9.71,-2.65,361.33,"March 10, 23",-0.0265,,,,,
2023-03-09,379.76,380.52,367.31,368.16,346.08,354500,354500,-11.6,-3.05,373.9375,"March 09, 23",-0.0305,,,,,
2023-03-08,384.75,384.75,378.2,382.11,359.19,239500,239500,-2.64,-0.68616,382.4525,"March 08, 23",-0.0068616,,,,,
2023-03-07,382.24,386.3,379.8,383.22,360.24,168500,168500,0.98,0.25638,382.89,"March 07, 23",0.0025638,,,,,
2023-03-06,382.43,384.92,380.02,381.33,358.46,337220,337220,-1.1,-0.28763,382.175,"March 06, 23",-0.0028763,,,,,
2023-03-03,382.81,383.6,380.21,382.77,359.82,196000,196000,-0.04,-0.01044905,382.3475,"March 03, 23",-0.0001044905,,,,,
2023-03-02,389.25,391.31,381.79,383.38,360.39,331842,331842,-5.87,-1.51,386.4325,"March 02, 23",-0.0151,,,,,
2023-03-01,383.27,393.4,383.27,390.84,367.4,343842,343842,7.57,1.98,387.695,"March 01, 23",0.0198,,,,,
2023-02-28,382.31,386.2,382.01,383.97,360.94,274230,274230,1.66,0.4342,383.6225,"February 28, 23",0.004342,,,,,
2023-02-27,387.01,387.66,379.89,381.12,358.26,199300,199300,-5.89,-1.52,383.92,"February 27, 23",-0.0152,,,,,
2023-02-24,379.81,386.79,378.01,386.17,363.01,239800,239800,6.36,1.67,382.695,"February 24, 23",0.0167,,,,,
2023-02-23,380.03,384.74,380.03,380.76,357.93,259622,259622,0.73,0.19209,381.39,"February 23, 23",0.0019209,,,,,
2023-02-22,380.93,384.36,378.39,379.78,357,207136,207136,-1.15,-0.30189,380.865,"February 22, 23",-0.0030189,,,,,
2023-02-21,386,386.48,380.35,381.73,358.84,260700,260700,-4.27,-1.11,383.64,"February 21, 23",-0.0111,,,,,
2023-02-17,380.12,388.07,380.12,386.75,363.56,307312,307312,6.63,1.74,383.765,"February 17, 23",0.0174,,,,,
2023-02-16,382.7,385.55,379.65,380.36,357.55,241732,241732,-2.34,-0.61144,382.065,"February 16, 23",-0.0061144,,,,,
2023-02-15,379,384.59,376.73,384.47,361.41,248900,248900,5.47,1.44,381.1975,"February 15, 23",0.0144,,,,,
2023-02-14,382.45,383.77,379.24,379.66,356.89,201019,201019,-2.79,-0.72951,381.28,"February 14, 23",-0.0072951,,,,,
2023-02-13,381,386.12,381,382,359.09,195548,195548,1,0.26247,382.53,"February 13, 23",0.0026247,,,,,
2023-02-10,379.17,379.71,371.32,379.48,356.72,311431,311431,0.31,0.08175752,377.42,"February 10, 23",0.0008175752,,,,,
2023-02-09,384.8,395,372.74,378.46,355.76,729300,729300,-6.34,-1.65,382.75,"February 09, 23",-0.0165,,,,,
2023-02-08,353.42,362.01,349.8,357.09,335.68,406500,406500,3.67,1.04,355.58,"February 08, 23",0.0104,,,,,
2023-02-07,344.12,356.17,342.13,355.13,333.83,311004,311004,11.01,3.2,349.3875,"February 07, 23",0.032,,,,,
2023-02-06,342.4,346.2,341.07,345.79,325.05,244100,244100,3.39,0.99007,343.865,"February 06, 23",0.0099007,,,,,
2023-02-03,341.09,342.56,335.63,342.39,321.86,242300,242300,1.3,0.38113,340.4175,"February 03, 23",0.0038113,,,,,
2023-02-02,355.2,355.2,339,341.43,320.95,445000,445000,-13.77,-3.88,347.7075,"February 02, 23",-0.0388,,,,,
2023-02-01,347.75,359.39,346.05,356.33,334.96,322224,322224,8.58,2.47,352.38,"February 01, 23",0.0247,,,,,
2023-01-31,347.94,350.26,344.23,349.69,328.72,161000,161000,1.75,0.50296,348.03,"January 31, 23",0.0050296,,,,,
2023-01-30,350.97,353.27,346.66,346.92,326.12,138313,138313,-4.05,-1.15,349.455,"January 30, 23",-0.0115,,,,,
2023-01-27,356.69,359.11,349.68,350.99,329.94,151238,151238,-5.7,-1.6,354.1175,"January 27, 23",-0.016,,,,,
2023-01-26,351.65,357.77,350.53,357.05,335.64,186509,186509,5.4,1.54,354.25,"January 26, 23",0.0154,,,,,
2023-01-25,342.83,352.12,342.47,350.84,329.8,194300,194300,8.01,2.34,347.065,"January 25, 23",0.0234,,,,,
2023-01-24,337,343.77,334.36,343.5,322.9,222344,222344,6.5,1.93,339.6575,"January 24, 23",0.0193,,,,,
2023-01-23,339.93,341.22,336.67,338.91,318.59,156847,156847,-1.02,-0.30006,339.1825,"January 23, 23",-0.0030006,,,,,
2023-01-20,345.92,345.92,336,338.32,318.03,310000,310000,-7.6,-2.2,341.54,"January 20, 23",-0.022,,,,,
2023-01-19,344.31,346.51,342.27,344.49,323.83,246910,246910,0.18,0.05227847,344.395,"January 19, 23",0.0005227847,,,,,
2023-01-18,347.95,348.32,343.86,345.48,324.76,185549,185549,-2.47,-0.70987,346.4025,"January 18, 23",-0.0070987,,,,,
2023-01-17,353.13,354.23,345.59,346.67,325.88,322000,322000,-6.46,-1.83,349.905,"January 17, 23",-0.0183,,,,,
2023-01-13,347.74,355.46,347.46,352.91,331.75,362621,362621,5.18,1.49,350.8925,"January 13, 23",0.0149,,,,,
2023-01-12,352.76,355.46,349.25,349.61,328.64,297430,297430,-3.15,-0.89296,351.77,"January 12, 23",-0.0089296,,,,,
2023-01-11,359.55,361.67,351.71,352.77,331.61,305400,305400,-6.78,-1.89,356.425,"January 11, 23",-0.0189,,,,,
2023-01-10,354.29,359.26,352.3,358.95,337.42,279000,279000,4.66,1.32,356.2,"January 10, 23",0.0132,,,,,
2023-01-09,350.59,356.8,348.28,352.69,331.54,372400,372400,2.1,0.59899,352.09,"January 09, 23",0.0059899,,,,,
2023-01-06,344.95,352.09,344.28,351.4,330.33,381700,381700,6.45,1.87,348.18,"January 06, 23",0.0187,,,,,
2023-01-05,340.8,344.4,338.06,342.14,321.62,301165,301165,1.34,0.39319,341.35,"January 05, 23",0.0039319,,,,,
2023-01-04,335.24,341.38,335.24,341.09,320.63,287501,287501,5.85,1.75,338.2375,"January 04, 23",0.0175,,,,,
2023-01-03,330.79,337.54,329.79,333.38,313.39,248100,248100,2.59,0.78297,332.875,"January 03, 23",0.0078297,,,,,
2022-12-30,332.55,334.45,328.96,331.27,311.4,151917,151917,-1.28,-0.3849,331.8075,"December 30, 22",-0.003849,,,,,
2022-12-29,336.72,336.72,332.95,334.86,314.78,121701,121701,-1.86,-0.55239,335.3125,"December 29, 22",-0.0055239,,,,,
2022-12-28,337.1,338.68,333.88,333.95,313.92,137000,137000,-3.15,-0.93444,335.9025,"December 28, 22",-0.0093444,,,,,
2022-12-27,335.33,338.37,334.49,336.08,315.93,135200,135200,0.75,0.22366,336.0675,"December 27, 22",0.0022366,,,,,
2022-12-23,332.57,336.1,330.16,334.92,314.83,158346,158346,2.35,0.70662,333.4375,"December 23, 22",0.0070662,,,,,
2022-12-22,334.04,336.18,328.75,332.8,312.84,261300,261300,-1.24,-0.37121,332.9425,"December 22, 22",-0.0037121,,,,,
2022-12-21,329.23,335.41,327.85,335.23,315.13,227600,227600,6,1.82,331.93,"December 21, 22",0.0182,,,,,
2022-12-20,324.64,329.39,324.64,327.01,307.4,239100,239100,2.37,0.73004,326.42,"December 20, 22",0.0073004,,,,,
2022-12-19,323.18,326.43,319.8,322.38,303.05,219122,219122,-0.8,-0.24754,322.9475,"December 19, 22",-0.0024754,,,,,
2022-12-16,319.95,325.01,318.03,323.11,303.73,1190747,1190747,3.16,0.98765,321.525,"December 16, 22",0.0098765,,,,,
2022-12-15,323.23,326.3,320.85,322.49,303.15,523600,523600,-0.74,-0.22894,323.2175,"December 15, 22",-0.0022894,,,,,
2022-12-14,330.83,330.94,323.41,325.39,305.88,471538,471538,-5.44,-1.64,327.6425,"December 14, 22",-0.0164,,,,,
2022-12-13,335.57,338.61,329.07,331.35,311.48,305300,305300,-4.22,-1.26,333.65,"December 13, 22",-0.0126,,,,,
2022-12-12,332.4,332.95,327.61,332.54,312.6,348348,348348,0.14,0.04211793,331.375,"December 12, 22",0.0004211793,,,,,
2022-12-09,333.81,336.79,332.19,332.56,312.62,249200,249200,-1.25,-0.37446,333.8375,"December 09, 22",-0.0037446,,,,,
2022-12-08,336.27,336.8,332.56,333.74,313.73,208900,208900,-2.53,-0.75237,334.8425,"December 08, 22",-0.0075237,,,,,
2022-12-07,335.66,338.23,330.21,332.95,312.98,192800,192800,-2.71,-0.80736,334.2625,"December 07, 22",-0.0080736,,,,,
2022-12-06,331.73,338.25,331.73,336.76,316.56,281125,281125,5.03,1.52,334.6175,"December 06, 22",0.0152,,,,,
2022-12-05,332.25,333.56,327.5,330.59,310.76,165900,165900,-1.66,-0.49962,330.975,"December 05, 22",-0.0049962,,,,,
2022-12-02,329.29,336.12,329.29,333.47,313.47,226621,226621,4.18,1.27,332.0425,"December 02, 22",0.0127,,,,,
2022-12-01,339.85,340.66,329.82,330.34,310.53,299342,299342,-9.51,-2.8,335.1675,"December 01, 22",-0.028,,,,,
2022-11-30,332.75,338,328.4,337.94,317.67,379200,379200,5.19,1.56,334.2725,"November 30, 22",0.0156,,,,,
2022-11-29,329.01,333.84,329.01,332.8,312.84,191940,191940,3.79,1.15,331.165,"November 29, 22",0.0115,,,,,
2022-11-28,332.67,334.97,328.52,329.14,309.4,220030,220030,-3.53,-1.06,331.325,"November 28, 22",-0.0106,,,,,
2022-11-25,331.4,336.04,331.09,334.42,314.36,95300,95300,3.02,0.91129,333.2375,"November 25, 22",0.0091129,,,,,
2022-11-23,327.84,332.87,327.84,328.91,309.19,238131,238131,1.07,0.32638,329.365,"November 23, 22",0.0032638,,,,,
2022-11-22,324.92,327.47,322.38,327.25,307.62,234830,234830,2.33,0.7171,325.505,"November 22, 22",0.007171,,1.65,2022-12-16,2022-11-23,1.65
2022-11-21,323.23,325.38,320.03,324.05,303.07,232928,232928,0.82,0.25369,323.1725,"November 21, 22",0.0025369,,,,,
2022-11-18,321.12,325.98,318.14,323.49,302.55,430000,430000,2.37,0.73804,322.1825,"November 18, 22",0.0073804,,,,,
2022-11-17,314.44,320.01,312.28,317.38,296.83,230000,230000,2.94,0.935,316.0275,"November 17, 22",0.00935,,,,,
2022-11-16,316.06,320.71,313.44,317.4,296.85,239819,239819,1.34,0.42397,316.9025,"November 16, 22",0.0042397,,,,,
2022-11-15,312.05,316.23,307.9,316.21,295.74,280100,280100,4.16,1.33,313.0975,"November 15, 22",0.0133,,,,,
2022-11-14,310.13,315.21,309.86,310.08,290.01,229900,229900,-0.05,-0.01612227,311.32,"November 14, 22",-0.0001612227,,,,,
2022-11-11,321.96,322.15,306.02,308.71,288.72,444200,444200,-13.25,-4.12,314.71,"November 11, 22",-0.0412,,,,,
2022-11-10,326.81,327.76,318.41,320.19,299.46,336800,336800,-6.62,-2.03,323.2925,"November 10, 22",-0.0203,,,,,
2022-11-09,322.69,325.96,319.49,320.04,299.32,252400,252400,-2.65,-0.82122,322.045,"November 09, 22",-0.0082122,,,,,
2022-11-08,327.55,331.96,325.25,325.68,304.6,242600,242600,-1.87,-0.57091,327.61,"November 08, 22",-0.0057091,,,,,
2022-11-07,333.79,333.88,325.56,328.77,307.49,301607,301607,-5.02,-1.5,330.5,"November 07, 22",-0.015,,,,,
2022-11-04,333.89,337.5,327.65,333.16,311.59,587484,587484,-0.73,-0.21863,333.05,"November 04, 22",-0.0021863,,,,,
2022-11-03,320.18,331.9,318.84,331.07,309.64,450316,450316,10.89,3.4,325.4975,"November 03, 22",0.034,,,,,
2022-11-02,316.16,328.1,313.92,321.87,301.03,617900,617900,5.71,1.81,320.0125,"November 02, 22",0.0181,,,,,
2022-11-01,324.01,324.92,314.8,316.03,295.57,561400,561400,-7.98,-2.46,319.94,"November 01, 22",-0.0246,,,,,
2022-10-31,318.16,324.63,316.93,322.66,301.77,422717,422717,4.5,1.41,320.595,"October 31, 22",0.0141,,,,,
2022-10-28,303.71,321.78,303.71,321.64,300.82,709889,709889,17.93,5.9,312.71,"October 28, 22",0.059,,,,,
2022-10-27,291.53,304.36,289.56,301.76,282.22,510100,510100,10.23,3.51,296.8025,"October 27, 22",0.0351,,,,,
2022-10-26,286.14,287.31,279.89,281.58,263.35,327747,327747,-4.56,-1.59,283.73,"October 26, 22",-0.0159,,,,,
2022-10-25,280.64,283.19,277.09,283.06,264.73,295900,295900,2.42,0.86231,280.995,"October 25, 22",0.0086231,,,,,
2022-10-24,281.97,284.9,281.03,284.39,265.98,219822,219822,2.42,0.85825,283.0725,"October 24, 22",0.0085825,,,,,
2022-10-21,271.16,282.4,270.34,279.88,261.76,399000,399000,8.72,3.22,275.945,"October 21, 22",0.0322,,,,,
2022-10-20,276.67,276.67,269.79,270.01,252.53,339800,339800,-6.66,-2.41,273.285,"October 20, 22",-0.0241,,,,,
2022-10-19,277.14,280.69,275.99,279.68,261.57,246200,246200,2.54,0.9165,278.375,"October 19, 22",0.009165,,,,,
2022-10-18,278.31,280.62,277.11,278.26,260.25,266200,266200,-0.05,-0.01796558,278.575,"October 18, 22",-0.0001796558,,,,,
2022-10-17,275.03,275.08,271.57,273.65,255.93,221600,221600,-1.38,-0.50176,273.8325,"October 17, 22",-0.0050176,,,,,
2022-10-14,275.2,278.45,269.52,270.31,252.81,286729,286729,-4.89,-1.78,273.37,"October 14, 22",-0.0178,,,,,
2022-10-13,257.74,275.13,256.71,273.88,256.15,337600,337600,16.14,6.26,265.865,"October 13, 22",0.0626,,,,,
2022-10-12,267.48,267.48,260.77,260.84,243.95,275147,275147,-6.64,-2.48,264.1425,"October 12, 22",-0.0248,,,,,
2022-10-11,267.19,271.15,266.27,267.69,250.36,232446,232446,0.5,0.18713,268.075,"October 11, 22",0.0018713,,,,,
2022-10-10,265.73,269.72,264.32,267.5,250.18,231231,231231,1.77,0.66609,266.8175,"October 10, 22",0.0066609,,,,,
2022-10-07,270.2,270.2,262.45,264.43,247.31,307948,307948,-5.77,-2.14,266.82,"October 07, 22",-0.0214,,,,,
2022-10-06,270.93,272.62,270.28,272.31,254.68,258229,258229,1.38,0.50936,271.535,"October 06, 22",0.0050936,,,,,
2022-10-05,273.83,277.02,272.68,273.73,256.01,369900,369900,-0.1,-0.03651901,274.315,"October 05, 22",-0.0003651901,,,,,
2022-10-04,267.87,277.13,267.87,276.94,259.01,348200,348200,9.07,3.39,272.4525,"October 04, 22",0.0339,,,,,
2022-10-03,264.97,266.93,258.93,265.89,248.68,321037,321037,0.92,0.34721,264.18,"October 03, 22",0.0034721,,,,,
2022-09-30,269.24,271.92,261.71,262.44,245.45,430100,430100,-6.8,-2.53,266.3275,"September 30, 22",-0.0253,,,,,
2022-09-29,257.43,268.69,255.94,267.5,250.18,403200,403200,10.07,3.91,262.39,"September 29, 22",0.0391,,,,,
2022-09-28,254.51,262.15,253.82,259.44,242.64,490800,490800,4.93,1.94,257.48,"September 28, 22",0.0194,,,,,
2022-09-27,246.99,254.2,244.58,253.85,237.42,706347,706347,6.86,2.78,249.905,"September 27, 22",0.0278,,,,,
2022-09-26,252.73,254.57,245.43,245.79,229.88,571600,571600,-6.94,-2.75,249.63,"September 26, 22",-0.0275,,,,,
2022-09-23,254.77,255.72,251.66,255.12,238.6,380136,380136,0.35,0.13738,254.3175,"September 23, 22",0.0013738,,,,,
2022-09-22,261.42,261.42,254.91,257.5,240.83,415100,415100,-3.92,-1.5,258.8125,"September 22, 22",-0.015,,,,,
2022-09-21,270.96,273.87,260.76,260.82,243.93,330700,330700,-10.14,-3.74,266.6025,"September 21, 22",-0.0374,,,,,
2022-09-20,282.78,282.78,270.9,271.46,253.89,466600,466600,-11.32,-4,276.98,"September 20, 22",-0.04,,,,,
2022-09-19,280.37,284.81,280.37,284.02,265.63,241909,241909,3.65,1.3,282.3925,"September 19, 22",0.013,,,,,
2022-09-16,283.16,283.52,279.96,283.07,264.74,418400,418400,-0.09,-0.03178415,282.4275,"September 16, 22",-0.0003178415,,,,,
2022-09-15,280.78,286.58,279.77,285.02,266.57,201300,201300,4.24,1.51,283.0375,"September 15, 22",0.0151,,,,,
2022-09-14,278.95,281.48,276.21,280.15,262.01,267906,267906,1.2,0.43018,279.1975,"September 14, 22",0.0043018,,,,,
2022-09-13,279.39,283.27,279.12,279.48,261.39,206812,206812,0.09,0.03221304,280.315,"September 13, 22",0.0003221304,,,,,
2022-09-12,284.76,286.4,282.37,282.83,264.52,300600,300600,-1.93,-0.67776,284.09,"September 12, 22",-0.0067776,,,,,
2022-09-09,286.37,287.39,282.23,282.69,264.39,307700,307700,-3.68,-1.29,284.67,"September 09, 22",-0.0129,,,,,
2022-09-08,280.62,286.83,280.62,285.53,267.04,205849,205849,4.91,1.75,283.4,"September 08, 22",0.0175,,,,,
2022-09-07,273.53,282.05,272.3,281.42,263.2,258400,258400,7.89,2.88,277.325,"September 07, 22",0.0288,,,,,
2022-09-06,276.01,277.12,272.02,274.4,256.64,227500,227500,-1.61,-0.58331,274.8875,"September 06, 22",-0.0058331,,,,,
2022-09-02,274.38,280.2,272.78,274.01,256.27,167800,167800,-0.37,-0.13485,275.3425,"September 02, 22",-0.0013485,,,,,
2022-09-01,268.75,272.51,267.98,272.35,254.72,197107,197107,3.6,1.34,270.3975,"September 01, 22",0.0134,,,,,
2022-08-31,270.89,272.21,268.71,269.05,251.63,234500,234500,-1.84,-0.67924,270.215,"August 31, 22",-0.0067924,,,,,
2022-08-30,272.52,272.52,268.87,269.5,252.05,111537,111537,-3.02,-1.11,270.8525,"August 30, 22",-0.0111,,,,,
