date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,unadjustedVolume,changeOverTime,open,high,close,vwap,adjClose,low,change,volume,changePercent
2024-05-17,"May 17, 24",,,,,,2876814,-0.006051,31.4,31.54,31.21,31.3275,30.86,31.16,-0.19,2876814,-0.6051
2024-05-16,"May 16, 24",,,,,,3804084,0.0077121,31.12,31.49,31.36,31.235,31.01,30.97,0.24,3804084,0.77121
2024-05-15,"May 15, 24",,,,,,4974517,-0.0221,32.07,32.14,31.36,31.7025,31.01,31.24,-0.71,4974517,-2.21
2024-05-14,"May 14, 24",,,,,,9047400,0.0201,31.31,31.96,31.94,31.58,31.58,31.11,0.63,9047400,2.01
2024-05-13,"May 13, 24",,,,,,7544544,0,30.96,31.57,30.96,31,30.61,30.51,0,7544544,0
2024-05-10,"May 10, 24",,,,,,4684404,0.0039254,30.57,30.77,30.69,30.4825,30.34,29.9,0.12,4684404,0.39254
2024-05-09,"May 09, 24",,,,,,7001524,0.0149,30.13,30.64,30.58,30.2925,30.23,29.82,0.45,7001524,1.49
2024-05-08,"May 08, 24",,,,,,20560100,0.0297,28.96,30.2,29.82,29.16,29.48,27.66,0.865,20560100,2.97
2024-05-07,"May 07, 24",,,,,,9161600,-0.022,32.22,32.44,31.51,31.9075,31.15,31.46,-0.71,9161600,-2.2
2024-05-06,"May 06, 24",,,,,,5944625,0.0107,31.9,32.47,32.24,32.1225,31.88,31.88,0.34,5944625,1.07
2024-05-03,"May 03, 24",,,,,,5812898,0.0040881,31.8,32.29,31.93,31.8975,31.57,31.57,0.13,5812898,0.40881
2024-05-02,"May 02, 24",,,,,,3468381,-0.0066667,31.5,31.66,31.29,31.2925,30.94,30.72,-0.21,3468381,-0.66667
2024-05-01,"May 01, 24",,,,,,4391946,-0.0003206156,31.19,31.95,31.18,31.31,30.83,30.92,-0.01,4391946,-0.03206156
2024-04-30,"April 30, 24",,,,,,4451823,-0.0144,31.27,31.9,30.82,31.2,30.47,30.81,-0.45,4451823,-1.44
2024-04-29,"April 29, 24",,,,,,2679220,-0.0128,31.94,32.22,31.53,31.76,31.17,31.35,-0.41,2679220,-1.28
2024-04-26,"April 26, 24",,,,,,2583090,-0.0059227,32.08,32.3,31.89,32,31.53,31.73,-0.188,2583090,-0.59227
2024-04-25,"April 25, 24",,,,,,4375500,0.0115,31.33,31.73,31.69,31.4575,31.33,31.08,0.36,4375500,1.15
2024-04-24,"April 24, 24",,,,,,2609000,0.012,31.56,32.02,31.94,31.7325,31.58,31.41,0.38,2609000,1.2
2024-04-23,"April 23, 24",,,,,,3361803,-0.0112,32.05,32.32,31.69,31.9225,31.33,31.63,-0.36,3361803,-1.12
2024-04-22,"April 22, 24",,,,,,3590572,-0.0175,32.53,32.65,31.96,32.2575,31.6,31.89,-0.57,3590572,-1.75
2024-04-19,"April 19, 24",,,,,,4043751,-0.0043317,32.32,32.48,32.18,32.24,31.82,31.98,-0.14,4043751,-0.43317
2024-04-18,"April 18, 24",,,,,,3830847,0.0229,31.5,32.87,32.22,32,31.86,31.41,0.72,3830847,2.29
2024-04-17,"April 17, 24",,,,,,3652105,0.0093809,31.98,32.49,32.28,32.11,31.91,31.69,0.3,3652105,0.93809
2024-04-16,"April 16, 24",,,,,,3809700,-0.0050172,31.89,32.35,31.73,31.9025,31.37,31.64,-0.16,3809700,-0.50172
2024-04-15,"April 15, 24",,,,,,5324500,-0.0238,32.74,33.04,31.96,32.4075,31.6,31.89,-0.78,5324500,-2.38
2024-04-12,"April 12, 24",,,,,,5351472,-0.0239,33.48,33.61,32.68,33.085,32.31,32.57,-0.8,5351472,-2.39
2024-04-11,"April 11, 24",,,,,,3354339,0.002669,33.72,33.99,33.81,33.675,33.43,33.18,0.09,3354339,0.2669
2024-04-10,"April 10, 24",,,,,,6144600,-0.0299,34.5,34.6,33.47,33.9625,33.09,33.28,-1.03,6144600,-2.99
2024-04-09,"April 09, 24",,,,,,3844531,0.0251,34.25,35.76,35.11,34.83,34.71,34.2,0.86,3844531,2.51
2024-04-08,"April 08, 24",,,,,,2651680,0.0107,33.69,34.31,34.05,33.9075,33.66,33.58,0.36,2651680,1.07
2024-04-05,"April 05, 24",,,,,,4447686,0.0002967359,33.7,34.04,33.71,33.6975,33.33,33.34,0.01,4447686,0.02967359
2024-04-04,"April 04, 24",,,,,,6366332,-0.0615,35.93,36.03,33.72,34.845,33.34,33.7,-2.21,6366332,-6.15
2024-04-03,"April 03, 24",,,,,,2616100,0.0179,35.14,35.9,35.77,35.44,35.37,34.95,0.63,2616100,1.79
2024-04-02,"April 02, 24",,,,,,3163104,-0.008725,35.53,35.75,35.22,35.42,34.82,35.18,-0.31,3163104,-0.8725
2024-04-01,"April 01, 24",,,,,,3636334,-0.0118,36.34,36.43,35.91,36.12,35.5,35.8,-0.43,3636334,-1.18
2024-03-28,"March 28, 24",,,,,,5687912,0.0049861,36.1,36.99,36.28,36.3675,35.87,36.1,0.18,5687912,0.49861
2024-03-27,"March 27, 24",,,,,,4296649,-0.0011136,35.92,36.19,35.88,35.84,35.47,35.37,-0.04,4296649,-0.11136
2024-03-26,"March 26, 24",,,,,,5823100,0.0025295,35.58,36.01,35.67,35.645,35.27,35.32,0.09,5823100,0.25295
2024-03-25,"March 25, 24",,,,,,4316500,-0.017,35.95,36.06,35.34,35.605,34.94,35.07,-0.61,4316500,-1.7
2024-03-22,"March 22, 24",,,,,,4699052,0.0002797985,35.74,36.28,35.75,35.8575,35.35,35.66,0.01,4699052,0.02797985
2024-03-21,"March 21, 24",,,,,,7413285,-0.0154,36.25,36.31,35.69,35.93,35.29,35.47,-0.56,7413285,-1.54
2024-03-20,"March 20, 24",,,,,,8639400,0.0109,35.62,36.06,36.01,35.6575,35.6,34.94,0.39,8639400,1.09
2024-03-19,"March 19, 24",,,,,,8267100,0.0182,35.07,35.74,35.71,35.335,35.31,34.82,0.64,8267100,1.82
2024-03-18,"March 18, 24",,,,,,6522646,0.0465,33.57,35.16,35.13,34.3575,34.73,33.57,1.56,6522646,4.65
2024-03-15,"March 15, 24",,,,,,15616697,0.0121,33.15,33.87,33.55,33.4075,33.17,33.06,0.4,15616697,1.21
2024-03-14,"March 14, 24",,,,,,12902758,0.0036145,33.2,34.11,33.32,33.24,32.94,32.33,0.12,12902758,0.36145
2024-03-13,"March 13, 24",,,,,,7395600,-0.0006004203,33.31,33.91,33.29,33.41,32.91,33.13,-0.02,7395600,-0.06004203
2024-03-12,"March 12, 24",,,,,,6286800,-0.0118,33.94,34.03,33.54,33.6275,33.16,33,-0.4,6286800,-1.18
2024-03-11,"March 11, 24",,,,,,3490625,0.0079811,33.83,34.72,34.1,34.12,33.71,33.83,0.27,3490625,0.79811
2024-03-08,"March 08, 24",,,,,,5253519,-0.0090617,34.21,34.72,33.9,34.15,33.52,33.77,-0.31,5253519,-0.90617
2024-03-07,"March 07, 24",,,,,,7021700,0.0091716,33.8,34.45,34.11,33.995,33.72,33.62,0.31,7021700,0.91716
2024-03-06,"March 06, 24",,,,,,8873200,-0.029,34.85,35.1,33.84,34.3525,33.46,33.62,-1.01,8873200,-2.9
2024-03-05,"March 05, 24",,,,,,5436400,-0.0011554,34.62,35.18,34.58,34.675,34.19,34.32,-0.04,5436400,-0.11554
2024-03-04,"March 04, 24",,,,,,6480500,-0.0223,35.86,35.91,35.06,35.42,34.66,34.85,-0.8,6480500,-2.23
2024-03-01,"March 01, 24",,,,,,5336957,-0.0038835,36.05,36.4,35.91,35.925,35.5,35.34,-0.14,5336957,-0.38835
2024-02-29,"February 29, 24",,,,,,6072000,0.0011111,36,36.46,36.04,36.025,35.63,35.6,0.04,6072000,0.11111
2024-02-28,"February 28, 24",,,,,,5785100,-0.0205,36.66,36.81,35.91,36.305,35.5,35.84,-0.745,5785100,-2.05
2024-02-27,"February 27, 24",,,,,,3373812,0.0144,36.79,37.58,37.32,37.0975,36.9,36.7,0.53,3373812,1.44
2024-02-26,"February 26, 24",,,,,,3159700,0.0008198961,36.59,37.51,36.62,36.7925,36.21,36.45,0.03,3159700,0.08198961
2024-02-23,"February 23, 24",,,,,,3422000,0.0177,36.22,37.15,36.86,36.5875,36.44,36.12,0.64,3422000,1.77
2024-02-22,"February 22, 24",,,,,,4792332,-0.0182,36.79,36.81,36.12,36.28,35.71,35.4,-0.67,4792332,-1.82
2024-02-21,"February 21, 24",,,,,,3511700,0.0011059,36.17,36.56,36.21,36.22,35.8,35.94,0.04,3511700,0.11059
2024-02-20,"February 20, 24",,,,,,3638935,-0.0203,36.9,37.29,36.15,36.6075,35.74,36.09,-0.75,3638935,-2.03
2024-02-16,"February 16, 24",,,,,,3138711,0.0116,37.16,37.76,37.59,37.3275,37.16,36.8,0.43,3138711,1.16
2024-02-15,"February 15, 24",,,,,,3770927,0.0287,36.6,37.68,37.65,37.12,37.22,36.55,1.05,3770927,2.87
2024-02-14,"February 14, 24",,,,,,2912256,0.0049765,36.17,36.65,36.35,36.275,35.94,35.93,0.18,2912256,0.49765
2024-02-13,"February 13, 24",,,,,,4073700,-0.0141,36.13,36.55,35.62,35.9,35.22,35.3,-0.51,4073700,-1.41
2024-02-12,"February 12, 24",,,,,,6091546,0.0429,35.47,37.46,36.99,36.3275,36.57,35.39,1.52,6091546,4.29
2024-02-09,"February 09, 24",,,,,,3522700,0.0088294,35.11,35.95,35.42,35.3575,35.02,34.95,0.31,3522700,0.88294
2024-02-08,"February 08, 24",,,,,,5113395,0.0031501,34.92,35.31,35.03,34.975,34.63,34.64,0.11,5113395,0.31501
2024-02-07,"February 07, 24",,,,,,4999847,-0.036,36.12,36.12,34.82,35.465,34.43,34.8,-1.3,4999847,-3.6
2024-02-06,"February 06, 24",,,,,,3966900,0.0095238,35.7,36.43,36.04,35.965,35.63,35.69,0.34,3966900,0.95238
2024-02-05,"February 05, 24",,,,,,6081709,-0.0468,37.2,37.34,35.46,36.2875,35.06,35.15,-1.74,6081709,-4.68
2024-02-02,"February 02, 24",,,,,,5103386,-0.0191,38.15,38.39,37.42,37.7925,37,37.21,-0.73,5103386,-1.91
2024-02-01,"February 01, 24",,,,,,6607000,-0.0132,38.76,38.86,38.25,38.3175,37.82,37.4,-0.51,6607000,-1.32
2024-01-31,"January 31, 24",,,,,,11313624,0.0172,37.73,39.91,38.38,38.1725,37.95,36.67,0.65,11313624,1.72
2024-01-30,"January 30, 24",,,,,,12486907,-0.0073665,38.01,38.28,37.73,37.8825,37.3,37.51,-0.28,12486907,-0.73665
2024-01-29,"January 29, 24",,,,,,5051800,0.0129,37.89,38.52,38.38,38.04,37.95,37.37,0.49,5051800,1.29
2024-01-26,"January 26, 24",,,,,,6789017,0.0002635046,37.95,38.13,37.96,37.8875,37.53,37.51,0.01,6789017,0.02635046
2024-01-25,"January 25, 24",,,,,,8204000,0.0273,37.04,38.73,38.05,37.585,37.62,36.52,1.01,8204000,2.73
2024-01-24,"January 24, 24",,,,,,3844280,-0.0093859,37.29,37.39,36.94,37.085,36.52,36.72,-0.35,3844280,-0.93859
2024-01-23,"January 23, 24",,,,,,3314201,-0.0059831,36.77,37.1,36.55,36.6275,36.14,36.09,-0.22,3314201,-0.59831
2024-01-22,"January 22, 24",,,,,,4209220,-0.00631,36.45,37.07,36.22,36.4075,35.81,35.89,-0.23,4209220,-0.631
2024-01-19,"January 19, 24",,,,,,7100727,-0.015,36.61,36.61,36.06,36.2275,35.65,35.63,-0.55,7100727,-1.5
2024-01-18,"January 18, 24",,,,,,6083413,0.0066427,36.13,36.51,36.37,36.1775,35.96,35.7,0.24,6083413,0.66427
2024-01-17,"January 17, 24",,,,,,5572504,-0.003338,35.95,36.26,35.83,35.645,35.42,34.54,-0.12,5572504,-0.3338
2024-01-16,"January 16, 24",,,,,,4857947,0.001092,36.63,36.86,36.67,36.61,36.25,36.28,0.04,4857947,0.1092
2024-01-12,"January 12, 24",,,,,,3911120,-0.0285,37.96,38.3,36.88,37.5025,36.46,36.87,-1.08,3911120,-2.85
2024-01-11,"January 11, 24",,,,,,8816876,-0.0316,38.87,38.9,37.64,38.0675,37.21,36.86,-1.23,8816876,-3.16
2024-01-10,"January 10, 24",,,,,,5270600,-0.0081841,39.1,39.47,38.78,38.9675,38.34,38.52,-0.32,5270600,-0.81841
2024-01-09,"January 09, 24",,,,,,18290900,-0.0749,42.2,42.43,39.04,40.5625,38.6,38.58,-3.16,18290900,-7.49
2024-01-08,"January 08, 24",,,,,,5295000,0.0427,36.34,37.91,37.89,37.0575,37.46,36.09,1.55,5295000,4.27
2024-01-05,"January 05, 24",,,,,,4637662,0.0169,36.07,37.08,36.68,36.475,36.26,36.07,0.61,4637662,1.69
2024-01-04,"January 04, 24",,,,,,6276803,0.0142,35.86,36.55,36.37,36.0875,35.96,35.57,0.505,6276803,1.42
2024-01-03,"January 03, 24",,,,,,11634094,0.0047632,35.69,36.01,35.86,35.6125,35.45,34.89,0.17,11634094,0.47632
2024-01-02,"January 02, 24",,,,,,9218800,0.012,35.98,36.72,36.41,36.14,36,35.45,0.43,9218800,1.2
2023-12-29,"December 29, 23",,,,,,4369440,-0.0002738976,36.51,36.77,36.5,36.4825,36.09,36.15,-0.01,4369440,-0.02738976
2023-12-28,"December 28, 23",,,,,,3571932,0.0257,35.81,36.84,36.73,36.2725,36.31,35.71,0.92,3571932,2.57
2023-12-27,"December 27, 23",,,,,,5080800,0.0113,35.41,35.87,35.81,35.5975,35.4,35.3,0.4,5080800,1.13
2023-12-26,"December 26, 23",,,,,,2800919,0.0074032,35.12,35.56,35.38,35.2325,34.98,34.87,0.26,2800919,0.74032
2023-12-22,"December 22, 23",,,,,,2923055,0.0008529997,35.17,35.47,35.2,35.17,34.8,34.84,0.03,2923055,0.08529997
2023-12-21,"December 21, 23",,,,,,3148467,0.0136,34.67,35.17,35.14,34.7475,34.74,34.01,0.47,3148467,1.36
2023-12-20,"December 20, 23",,,,,,3126300,-0.0161,34.74,35.44,34.18,34.6175,33.79,34.11,-0.56,3126300,-1.61
2023-12-19,"December 19, 23",,,,,,6435600,0.0155,34.15,35.02,34.68,34.5,34.29,34.15,0.53,6435600,1.55
2023-12-18,"December 18, 23",,,,,,5560040,0.0020619,33.95,34.4,34.02,33.9775,33.63,33.54,0.07,5560040,0.20619
2023-12-15,"December 15, 23",,,,,,10270947,-0.0086705,34.6,34.68,34.3,34.355,33.91,33.84,-0.3,10270947,-0.86705
2023-12-14,"December 14, 23",,,,,,7555800,0.0105,34.17,35.08,34.53,34.4425,34.14,33.99,0.36,7555800,1.05
2023-12-13,"December 13, 23",,,,,,15127500,0.0456,31.99,33.66,33.45,32.76,33.07,31.94,1.46,15127500,4.56
2023-12-12,"December 12, 23",,,,,,7853542,-0.022,32.74,32.87,32.02,32.3375,31.66,31.72,-0.72,7853542,-2.2
2023-12-11,"December 11, 23",,,,,,4645839,0.0056075,32.1,32.5,32.28,32.22,31.91,32,0.18,4645839,0.56075
2023-12-08,"December 08, 23",,,,,,5342119,0.003125,32,32.6,32.1,32.09,31.74,31.66,0.1,5342119,0.3125
2023-12-07,"December 07, 23",,,,,,4212410,-0.0186,32.85,33.03,32.24,32.5725,31.88,32.17,-0.61,4212410,-1.86
2023-12-06,"December 06, 23",,,,,,7023669,-0.0012162,32.89,33.54,32.85,32.93,32.48,32.44,-0.04,7023669,-0.12162
2023-12-05,"December 05, 23",,,,,,6840209,-0.0067609,32.54,32.73,32.32,32.405,31.95,32.03,-0.22,6840209,-0.67609
2023-12-04,"December 04, 23",,,,,,8576832,-0.0069528,33.08,33.67,32.85,33.095,32.48,32.78,-0.23,8576832,-0.69528
2023-12-01,"December 01, 23",,,,,,4803763,0.0334,32.32,33.43,33.4,32.7625,33.02,31.9,1.08,4803763,3.34
2023-11-30,"November 30, 23",,,,,,9320200,-0.009483,32.69,32.78,32.38,32.44,32.01,31.91,-0.31,9320200,-0.9483
2023-11-29,"November 29, 23",,,,,,5671119,-0.007335,32.72,33.65,32.48,32.7925,32.11,32.32,-0.24,5671119,-0.7335
2023-11-28,"November 28, 23",,,,,,3177200,0.0265,31.67,32.55,32.51,32.015,32.14,31.33,0.84,3177200,2.65
2023-11-27,"November 27, 23",,,,,,5516400,-0.0081479,31.91,32.32,31.65,31.86,31.29,31.56,-0.26,5516400,-0.81479
2023-11-24,"November 24, 23",,,,,,2253410,0.0047051,31.88,32.17,32.03,31.945,31.67,31.7,0.15,2253410,0.47051
2023-11-22,"November 22, 23",,,,,,3242500,-0.0009345794,32.1,32.46,32.07,32.145,31.71,31.95,-0.03,3242500,-0.09345794
2023-11-21,"November 21, 23",,,,,,2937243,-0.0142,32.3,32.37,31.84,32.0725,31.48,31.78,-0.46,2937243,-1.42
2023-11-20,"November 20, 23",,,,,,5503133,0.0027692,32.5,33.1,32.59,32.6375,32.22,32.36,0.09,5503133,0.27692
2023-11-17,"November 17, 23",,,,,,6179350,0.0246,31.65,32.49,32.43,31.8825,32.06,30.96,0.78,6179350,2.46
2023-11-16,"November 16, 23",,,,,,6624300,-0.0034711,31.69,31.9,31.58,31.4475,31.22,30.62,-0.11,6624300,-0.34711
2023-11-15,"November 15, 23",,,,,,6841059,0.0343,30.92,32.12,31.98,31.4825,31.62,30.91,1.06,6841059,3.43
2023-11-14,"November 14, 23",,,,,,10506411,0.0233,30.07,30.98,30.77,30.365,30.42,29.64,0.7,10506411,2.33
2023-11-13,"November 13, 23",,,,,,8366947,-0.0172,29.63,29.98,29.12,29.4575,28.79,29.1,-0.51,8366947,-1.72
2023-11-10,"November 10, 23",,,,,,10454250,0.0363,28.66,29.72,29.7,29.02,29.36,28,1.04,10454250,3.63
2023-11-09,"November 09, 23",,,,,,5837917,-0.037,30,30.23,28.89,29.495,28.56,28.86,-1.11,5837917,-3.7
2023-11-08,"November 08, 23",,,,,,7044800,0.0050522,29.69,31.11,29.84,30.0825,29.5,29.69,0.15,7044800,0.50522
2023-11-07,"November 07, 23",,,,,,6430114,0.0486,28.6,30.14,29.99,29.29,29.65,28.43,1.39,6430114,4.86
2023-11-06,"November 06, 23",,,,,,7565600,-0.0326,29.41,29.5,28.45,28.8925,28.13,28.21,-0.96,7565600,-3.26
2023-11-03,"November 03, 23",,,,,,14471565,-0.0080863,29.68,30.74,29.44,29.785,29.11,29.28,-0.24,14471565,-0.80863
2023-11-02,"November 02, 23",,,,,,10447943,-0.0208,29.8,30.37,29.18,29.55,28.85,28.85,-0.62,10447943,-2.08
2023-11-01,"November 01, 23",,,,,,21753621,-0.0301,30.2,30.4,29.29,29.435,28.96,27.85,-0.91,21753621,-3.01
2023-10-31,"October 31, 23",,,,,,6960038,0.0102,34.25,35.15,34.6,34.5175,34.21,34.07,0.35,6960038,1.02
2023-10-30,"October 30, 23",,,,,,4147943,-0.0098895,34.38,34.9,34.04,34.255,33.65,33.7,-0.34,4147943,-0.98895
2023-10-27,"October 27, 23",,,,,,6039889,-0.0316,35.09,35.42,33.98,34.435,33.6,33.25,-1.11,6039889,-3.16
2023-10-26,"October 26, 23",,,,,,4208858,-0.0005724098,34.94,35.64,34.92,35.0175,34.52,34.57,-0.02,4208858,-0.05724098
2023-10-25,"October 25, 23",,,,,,4144634,-0.0422,36.48,36.54,34.94,35.7175,34.54,34.91,-1.54,4144634,-4.22
2023-10-24,"October 24, 23",,,,,,4242530,0.0392,35.49,37.02,36.88,36.22,36.46,35.49,1.39,4242530,3.92
2023-10-23,"October 23, 23",,,,,,2615100,0.0056964,35.11,35.81,35.31,35.285,34.91,34.91,0.2,2615100,0.56964
2023-10-20,"October 20, 23",,,,,,2775810,-0.0185,36.19,36.24,35.52,35.8575,35.12,35.48,-0.67,2775810,-1.85
2023-10-19,"October 19, 23",,,,,,3469100,0.0055556,36,36.71,36.2,36.215,35.79,35.95,0.2,3469100,0.55556
2023-10-18,"October 18, 23",,,,,,3598306,-0.0136,35.99,36.12,35.5,35.7225,35.1,35.28,-0.49,3598306,-1.36
2023-10-17,"October 17, 23",,,,,,3499022,0.0114,36.02,36.78,36.43,36.2975,36.02,35.96,0.41,3499022,1.14
2023-10-16,"October 16, 23",,,,,,4925668,0.0193,35.7,36.61,36.39,36.095,35.98,35.68,0.69,4925668,1.93
2023-10-13,"October 13, 23",,,,,,5897195,-0.0423,37.11,37.17,35.54,36.26,35.14,35.22,-1.57,5897195,-4.23
2023-10-12,"October 12, 23",,,,,,3292668,-0.0173,38.05,38.11,37.39,37.655,36.97,37.07,-0.655,3292668,-1.73
2023-10-11,"October 11, 23",,,,,,3896587,0.0148,37.76,39.13,38.32,38.235,37.89,37.73,0.56,3896587,1.48
2023-10-10,"October 10, 23",,,,,,2502098,0.0053234,37.57,38.09,37.77,37.7325,37.34,37.5,0.2,2502098,0.53234
2023-10-09,"October 09, 23",,,,,,2033101,0.0094416,37.07,37.73,37.42,37.3,37,36.98,0.35,2033101,0.94416
2023-10-06,"October 06, 23",,,,,,3691482,0.0177,36.65,37.61,37.3,36.9025,36.88,36.05,0.65,3691482,1.77
2023-10-05,"October 05, 23",,,,,,4515332,-0.0364,38.23,38.25,36.84,37.53,36.42,36.8,-1.39,4515332,-3.64
2023-10-04,"October 04, 23",,,,,,2668684,-0.0015769,38.05,38.32,37.99,37.9625,37.56,37.49,-0.06,2668684,-0.15769
2023-10-03,"October 03, 23",,,,,,3081019,0.0005245214,38.13,38.35,38.15,38.0725,37.72,37.66,0.02,3081019,0.05245214
2023-10-02,"October 02, 23",,,,,,5682500,-0.0228,39,39.03,38.11,38.4475,37.68,37.65,-0.89,5682500,-2.28
2023-09-29,"September 29, 23",,,,,,3913458,-0.0261,40.22,40.77,39.17,39.7925,38.73,39.01,-1.05,3913458,-2.61
2023-09-28,"September 28, 23",,,,,,4360405,-0.0040363,39.64,40.13,39.48,39.5675,39.03,39.02,-0.16,4360405,-0.40363
2023-09-27,"September 27, 23",,,,,,3700728,-0.0237,40.95,41.09,39.98,40.425,39.53,39.68,-0.97,3700728,-2.37
2023-09-26,"September 26, 23",,,,,,4101042,0.0007338552,40.88,41.77,40.91,41.0975,40.45,40.83,0.025,4101042,0.07338552
2023-09-25,"September 25, 23",,,,,,2829400,0.0097324,41.1,41.61,41.5,41.225,41.03,40.69,0.4,2829400,0.97324
2023-09-22,"September 22, 23",,,,,,3252644,0.0031607,41.13,41.78,41.26,41.315,40.79,41.09,0.13,3252644,0.31607
2023-09-21,"September 21, 23",,,,,,3383800,-0.0077388,41.35,41.86,41.03,41.29,40.57,40.92,-0.32,3383800,-0.77388
2023-09-20,"September 20, 23",,,,,,3215500,-0.0177,42.33,42.51,41.58,41.9925,41.11,41.55,-0.75,3215500,-1.77
2023-09-19,"September 19, 23",,,,,,3381420,-0.0028209,42.54,42.87,42.42,42.465,41.94,42.03,-0.12,3381420,-0.28209
2023-09-18,"September 18, 23",,,,,,4784155,-0.0228,43.81,43.94,42.81,43.3275,42.33,42.75,-1,4784155,-2.28
2023-09-15,"September 15, 23",,,,,,7145809,0.0024977,44.04,44.55,44.15,44.1025,43.65,43.67,0.11,7145809,0.24977
2023-09-14,"September 14, 23",,,,,,5615217,0.0268,42.89,44.66,44.04,43.6125,43.54,42.86,1.15,5615217,2.68
2023-09-13,"September 13, 23",,,,,,5549800,-0.0498,44.74,44.87,42.51,43.56,42.03,42.12,-2.23,5549800,-4.98
2023-09-12,"September 12, 23",,,,,,3241239,0.0095593,42.89,43.55,43.3,43.0525,42.81,42.47,0.415,3241239,0.95593
2023-09-11,"September 11, 23",,,,,,2528927,-0.0229,44.55,44.76,43.53,44.0575,43.04,43.39,-1.02,2528927,-2.29
2023-09-08,"September 08, 23",,,,,,2677746,-0.0094446,44.47,44.64,44.05,44.14,43.55,43.4,-0.42,2677746,-0.94446
2023-09-07,"September 07, 23",,,,,,5867582,-0.0066994,44.78,45.82,44.48,44.63,43.98,43.44,-0.3,5867582,-0.66994
2023-09-06,"September 06, 23",,,,,,3340600,-0.0118,45.8,45.97,45.26,45.4975,44.75,44.96,-0.54,3340600,-1.18
2023-09-05,"September 05, 23",,,,,,3662152,-0.0023866,46.09,47.55,45.98,46.3825,45.46,45.91,-0.11,3662152,-0.23866
2023-09-01,"September 01, 23",,,,,,2641594,-0.0196,47.39,47.81,46.46,47.0075,45.93,46.37,-0.93,2641594,-1.96
2023-08-31,"August 31, 23",,,,,,4305496,0.0101,46.4,47.16,46.87,46.69,46.34,46.33,0.47,4305496,1.01
2023-08-30,"August 30, 23",,,,,,3957800,0.0354,44.62,46.21,46.2,45.3625,45.68,44.42,1.58,3957800,3.54
2023-08-29,"August 29, 23",,,,,,2166914,0.0152,44.12,45.19,44.79,44.5275,44.28,44.01,0.67,2166914,1.52
2023-08-28,"August 28, 23",,,,,,2608100,-0.0006775068,44.28,44.73,44.25,44.3025,43.75,43.95,-0.03,2608100,-0.06775068
2023-08-25,"August 25, 23",,,,,,3930933,-0.0186,44.62,44.92,43.79,44.1225,43.29,43.16,-0.83,3930933,-1.86
2023-08-24,"August 24, 23",,,,,,2580610,-0.0204,45.55,45.62,44.62,45.1,44.11,44.61,-0.93,2580610,-2.04
2023-08-23,"August 23, 23",,,,,,3556329,0.0177,44.62,45.59,45.41,44.9725,44.9,44.27,0.79,3556329,1.77
2023-08-22,"August 22, 23",,,,,,4567600,-0.0024483,44.93,45.59,44.82,44.975,44.31,44.56,-0.105,4567600,-0.24483
2023-08-21,"August 21, 23",,,,,,2465211,-0.002696,44.51,45.34,44.39,44.485,43.89,43.7,-0.12,2465211,-0.2696
2023-08-18,"August 18, 23",,,,,,4027685,0.0183,43.6,44.94,44.4,44.09,43.9,43.42,0.8,4027685,1.83
2023-08-17,"August 17, 23",,,,,,2795568,-0.0211,45.52,45.88,44.56,45.1225,44.06,44.53,-0.96,2795568,-2.11
2023-08-16,"August 16, 23",,,,,,4042549,-0.0123,45.36,45.87,44.8,45.0225,44.29,44.06,-0.56,4042549,-1.23
2023-08-15,"August 15, 23",,,,,,5177400,0.0156,44.83,46.31,45.53,45.365,45.01,44.79,0.7,5177400,1.56
2023-08-14,"August 14, 23",,,,,,3408962,0.0133,44.48,45.13,45.07,44.7075,44.56,44.15,0.59,3408962,1.33
2023-08-11,"August 11, 23",,,,,,3326029,0.000890472,44.92,45.46,44.96,44.89,44.45,44.22,0.04,3326029,0.0890472
2023-08-10,"August 10, 23",,,,,,3225037,-0.0124,45.95,46.29,45.38,45.5875,44.87,44.73,-0.57,3225037,-1.24
2023-08-09,"August 09, 23",,,,,,5823929,0.0214,44.76,46.1,45.72,45.06,45.2,43.66,0.96,5823929,2.14
2023-08-08,"August 08, 23",,,,,,4553880,0.0492,42.69,44.87,44.79,43.735,44.28,42.59,2.1,4553880,4.92
2023-08-07,"August 07, 23",,,,,,5165502,0.0020761,43.35,44.22,43.44,43.4475,42.95,42.78,0.09,5165502,0.20761
2023-08-04,"August 04, 23",,,,,,8264890,-0.057,46.48,46.8,43.83,45.1425,43.33,43.46,-2.65,8264890,-5.7
2023-08-03,"August 03, 23",,,,,,7974803,-0.0028084,46.29,46.47,46.16,45.9775,45.64,44.99,-0.132,7974803,-0.28084
2023-08-02,"August 02, 23",,,,,,14116717,-0.0403,47.67,49.24,45.75,46.8625,45.23,44.79,-1.92,14116717,-4.03
2023-08-01,"August 01, 23",,,,,,5875608,0.0107,45.66,46.65,46.15,46.0125,45.63,45.59,0.49,5875608,1.07
2023-07-31,"July 31, 23",,,,,,3756369,0.0238,45.43,46.55,46.51,45.9725,45.98,45.4,1.08,3756369,2.38
2023-07-28,"July 28, 23",,,,,,2371626,0.002859,45.47,45.74,45.6,45.44,45.08,44.95,0.13,2371626,0.2859
2023-07-27,"July 27, 23",,,,,,3000769,-0.0283,45.57,46.02,44.28,44.9875,43.78,44.08,-1.29,3000769,-2.83
