date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,dividend,paymentDate,declarationDate,adjDividend
2025-03-13,48.63,49.48,48.14,48.86,48.43,4969026,4969026,0.23,0.47296,48.7775,"March 13, 25",0.0047296,,,,,
2025-03-12,49.66,50,48.26,48.95,48.52,4518800,4518800,-0.71,-1.43,49.2175,"March 12, 25",-0.0143,,,,,
2025-03-11,48.16,50.17,47.88,49.11,48.68,8335236,8335236,0.95,1.97,48.83,"March 11, 25",0.0197,,,,,
2025-03-10,47.43,47.69,46.43,47.49,47.07,10368768,10368768,0.06,0.1265,47.26,"March 10, 25",0.001265,,,,,
2025-03-07,45.59,47.28,45.18,47,46.59,9484900,9484900,1.41,3.09,46.2625,"March 07, 25",0.0309,,,,,
2025-03-06,49.1,49.43,45.97,46.16,45.75,12033213,12033213,-2.94,-5.99,47.665,"March 06, 25",-0.0599,,,,,
2025-03-05,49.79,50.34,48.76,50.13,49.69,9444313,9444313,0.34,0.68287,49.755,"March 05, 25",0.0068287,,,,,
2025-03-04,48.65,51.21,47.48,50,49.56,11402002,11402002,1.35,2.77,49.335,"March 04, 25",0.0277,,,,,
2025-03-03,48.85,49.42,48.03,48.71,48.28,9834400,9834400,-0.14,-0.28659,48.7525,"March 03, 25",-0.0028659,,,,,
2025-02-28,46.33,48.26,46.2,48.17,47.75,9469493,9469493,1.84,3.97,47.24,"February 28, 25",0.0397,,,,,
2025-02-27,49.06,49.35,46.39,46.63,46.22,12620646,12620646,-2.43,-4.95,47.8575,"February 27, 25",-0.0495,,,,,
2025-02-26,49.54,49.86,48.64,48.79,48.36,7373761,7373761,-0.75,-1.51,49.2075,"February 26, 25",-0.0151,,,,,
2025-02-25,50,50.07,47.98,48.84,48.41,8150349,8150349,-1.16,-2.32,49.2225,"February 25, 25",-0.0232,,,,,
2025-02-24,50.07,50.65,49,50.08,49.64,12209000,12209000,0.01,0.01997204,49.95,"February 24, 25",0.0001997204,,,,,
2025-02-21,52.5,52.54,49.79,50.24,49.8,13804200,13804200,-2.26,-4.3,51.2675,"February 21, 25",-0.043,,,,,
2025-02-20,53.5,54.01,51.73,52.56,52.1,11249200,11249200,-0.94,-1.76,52.95,"February 20, 25",-0.0176,,,,,
2025-02-19,54.97,56.66,54.04,54.24,53.76,12170240,12170240,-0.73,-1.33,54.9775,"February 19, 25",-0.0133,,,,,
2025-02-18,53.62,54.55,52.7,53.78,53.31,10207000,10207000,0.16,0.2984,53.6625,"February 18, 25",0.002984,2025-02-18,0.1575,2025-03-03,2025-02-06,0.1575
2025-02-14,52.94,53.82,52.77,53.43,52.8,5553013,5553013,0.49,0.92558,53.24,"February 14, 25",0.0092558,,,,,
2025-02-13,52.6,53.23,51.92,52.87,52.25,6130135,6130135,0.27,0.51331,52.655,"February 13, 25",0.0051331,,,,,
2025-02-12,53.61,54.11,51.63,52.37,51.75,7830400,7830400,-1.24,-2.31,52.93,"February 12, 25",-0.0231,,,,,
2025-02-11,53.58,54.53,53.17,53.76,53.13,9272927,9272927,0.18,0.33595,53.76,"February 11, 25",0.0033595,,,,,
2025-02-10,51.58,53.68,51.51,53.5,52.87,5074221,5074221,1.92,3.72,52.5675,"February 10, 25",0.0372,,,,,
2025-02-07,51.2,51.98,50.74,51.11,50.51,10669500,10669500,-0.09,-0.17578,51.2575,"February 07, 25",-0.0017578,,,,,
2025-02-06,53.12,53.56,51.13,51.43,50.82,7719903,7719903,-1.69,-3.18,52.31,"February 06, 25",-0.0318,,,,,
2025-02-05,52.13,53.1,51.92,52.95,52.33,4083118,4083118,0.82,1.57,52.525,"February 05, 25",0.0157,,,,,
2025-02-04,51.42,52.34,51.27,52.15,51.54,5127431,5127431,0.73,1.42,51.795,"February 04, 25",0.0142,,,,,
2025-02-03,51.81,52.93,50.96,52.18,51.56,7163247,7163247,0.37,0.71415,51.97,"February 03, 25",0.0071415,,,,,
2025-01-31,52.02,52.07,50.86,51.12,50.52,5758566,5758566,-0.9,-1.73,51.5175,"January 31, 25",-0.0173,,,,,
2025-01-30,50.93,52.07,50.88,51.65,51.04,5435000,5435000,0.72,1.41,51.3825,"January 30, 25",0.0141,,,,,
2025-01-29,50,51.1,49.83,50.62,50.02,6216100,6216100,0.62,1.24,50.3875,"January 29, 25",0.0124,,,,,
2025-01-28,49.08,50,48.24,49.9,49.31,9917210,9917210,0.82,1.67,49.305,"January 28, 25",0.0167,,,,,
2025-01-27,51.26,51.3,47.59,48.46,47.89,21581842,21581842,-2.8,-5.46,49.6525,"January 27, 25",-0.0546,,,,,
2025-01-24,53.52,53.89,53.23,53.68,53.05,6025593,6025593,0.16,0.29895,53.58,"January 24, 25",0.0029895,,,,,
2025-01-23,53.67,53.77,52.89,53.58,52.95,6778701,6778701,-0.09,-0.16769,53.4775,"January 23, 25",-0.0016769,,,,,
2025-01-22,54.1,54.85,53.37,53.4,52.77,7782406,7782406,-0.7,-1.29,53.93,"January 22, 25",-0.0129,,,,,
2025-01-21,52.57,53.46,52.23,53.43,52.8,9929500,9929500,0.86,1.64,52.9225,"January 21, 25",0.0164,,,,,
2025-01-17,52.8,53.79,52.37,52.96,52.34,7702800,7702800,0.16,0.30303,52.98,"January 17, 25",0.0030303,,,,,
2025-01-16,52.19,53.98,52.1,53.78,53.15,7555800,7555800,1.59,3.05,53.0125,"January 16, 25",0.0305,,,,,
2025-01-15,52,53,51.62,52.44,51.82,10475731,10475731,0.44,0.84615,52.265,"January 15, 25",0.0084615,,,,,
2025-01-14,50.05,51.21,49.94,50.69,50.09,7396734,7396734,0.64,1.28,50.4725,"January 14, 25",0.0128,,,,,
2025-01-13,49.1,50.12,48.79,50.08,49.49,9290000,9290000,0.98,2,49.5225,"January 13, 25",0.02,,,,,
2025-01-10,49.58,50.03,48.86,49,48.42,10527500,10527500,-0.58,-1.17,49.3675,"January 10, 25",-0.0117,,,,,
2025-01-08,48.26,49.2,48.19,49,48.42,7887200,7887200,0.74,1.53,48.6625,"January 08, 25",0.0153,,,,,
2025-01-07,47.65,48.52,47.3,48.15,47.58,4851932,4851932,0.5,1.05,47.905,"January 07, 25",0.0105,,,,,
2025-01-06,48,48.29,47.38,47.64,47.08,6793326,6793326,-0.36,-0.75,47.8275,"January 06, 25",-0.0075,,,,,
2025-01-03,47.8,48.33,46.39,47.02,46.47,8235989,8235989,-0.78,-1.63,47.385,"January 03, 25",-0.0163,,,,,
2025-01-02,47,47.59,45.92,47.35,46.79,10169210,10169210,0.35,0.74468,46.965,"January 02, 25",0.0074468,,,,,
2024-12-31,46.23,46.6,45.91,46.11,45.57,4902800,4902800,-0.12,-0.25957,46.2125,"December 31, 24",-0.0025957,,,,,
2024-12-30,46.35,46.76,45.06,46.59,46.04,9723837,9723837,0.24,0.5178,46.19,"December 30, 24",0.005178,,,,,
2024-12-27,44.17,44.98,43.96,44.32,43.8,4508300,4508300,0.15,0.3396,44.3575,"December 27, 24",0.003396,,,,,
2024-12-26,44.16,44.64,43.71,44.18,43.66,2712338,2712338,0.02,0.04528986,44.1725,"December 26, 24",0.0004528986,,,,,
2024-12-24,44.09,44.76,43.63,44.58,44.05,2013642,2013642,0.49,1.11,44.265,"December 24, 24",0.0111,,,,,
2024-12-23,43,44,42.85,43.86,43.34,4813955,4813955,0.86,2,43.4275,"December 23, 24",0.02,,,,,
2024-12-20,42.59,43.64,42.42,42.99,42.48,12909009,12909009,0.4,0.93919,42.91,"December 20, 24",0.0093919,,,,,
2024-12-19,43.59,43.73,42.59,42.65,42.15,6921876,6921876,-0.94,-2.16,43.14,"December 19, 24",-0.0216,,,,,
2024-12-18,44.15,44.37,42.27,42.54,42.04,7449316,7449316,-1.61,-3.65,43.3325,"December 18, 24",-0.0365,,,,,
2024-12-17,44.36,44.59,43.86,44.2,43.68,7058900,7058900,-0.16,-0.36069,44.2525,"December 17, 24",-0.0036069,,,,,
2024-12-16,45.59,45.82,44.64,44.82,44.29,5326706,5326706,-0.77,-1.69,45.2175,"December 16, 24",-0.0169,,,,,
2024-12-13,45.82,46.12,45.12,45.59,45.05,8514983,8514983,-0.23,-0.50196,45.6625,"December 13, 24",-0.0050196,,,,,
2024-12-12,45.5,46.31,45.28,45.86,45.32,4701197,4701197,0.36,0.79121,45.7375,"December 12, 24",0.0079121,,,,,
2024-12-11,43.55,45.9,43.39,45.58,45.04,9615100,9615100,2.03,4.66,44.605,"December 11, 24",0.0466,,,,,
2024-12-10,43.23,43.82,42.73,43.05,42.54,6095841,6095841,-0.18,-0.41638,43.2075,"December 10, 24",-0.0041638,,,,,
2024-12-09,43.99,44.2,43.07,43.27,42.76,5774320,5774320,-0.72,-1.64,43.6325,"December 09, 24",-0.0164,,,,,
2024-12-06,44.19,44.51,43.21,43.33,42.82,7158107,7158107,-0.86,-1.95,43.81,"December 06, 24",-0.0195,,,,,
2024-12-05,45.35,45.54,44.36,44.45,43.93,7874338,7874338,-0.9,-1.98,44.925,"December 05, 24",-0.0198,,,,,
2024-12-04,44.7,44.81,43.84,44.69,44.16,7524044,7524044,-0.01,-0.02237136,44.51,"December 04, 24",-0.0002237136,,,,,
2024-12-03,44.58,45.1,44.35,44.81,44.28,4868321,4868321,0.23,0.51593,44.71,"December 03, 24",0.0051593,,,,,
2024-12-02,45,45.33,43.93,44.53,44,6497900,6497900,-0.47,-1.04,44.6975,"December 02, 24",-0.0104,,,,,
2024-11-29,45.7,45.93,45.36,45.44,44.9,2469100,2469100,-0.26,-0.56893,45.6075,"November 29, 24",-0.0056893,,,,,
2024-11-27,45.18,45.87,44.8,45.28,44.75,4702248,4702248,0.1,0.22134,45.2825,"November 27, 24",0.0022134,,,,,
2024-11-26,45.96,46.19,44.83,45.56,45.02,7663500,7663500,-0.4,-0.87032,45.635,"November 26, 24",-0.0087032,,,,,
2024-11-25,47.58,47.92,45.9,45.99,45.45,20758510,20758510,-1.59,-3.34,46.8475,"November 25, 24",-0.0334,,,,,
2024-11-22,46.44,47.03,45.71,45.92,45.38,10015309,10015309,-0.52,-1.12,46.275,"November 22, 24",-0.0112,,,,,
2024-11-21,47.64,48.02,46.81,46.89,46.34,11367846,11367846,-0.75,-1.57,47.34,"November 21, 24",-0.0157,,,,,
2024-11-20,44.97,46.86,44.47,46.54,45.99,18788500,18788500,1.57,3.49,45.71,"November 20, 24",0.0349,,,,,
2024-11-19,43.51,44.33,43.32,44.08,43.56,5675100,5675100,0.57,1.31,43.81,"November 19, 24",0.0131,,,,,
2024-11-18,42.99,44.62,42.64,44.28,43.76,7274811,7274811,1.29,3,43.6325,"November 18, 24",0.03,,,,,
2024-11-15,42.88,43.44,42.45,42.71,42.21,4711900,4711900,-0.17,-0.39646,42.87,"November 15, 24",-0.0039646,,,,,
2024-11-14,43.38,43.61,42.38,42.86,42.35,7218000,7218000,-0.52,-1.2,43.0575,"November 14, 24",-0.012,,,,,
2024-11-13,43.76,43.94,43.23,43.31,42.8,7714025,7714025,-0.45,-1.03,43.56,"November 13, 24",-0.0103,,,,,
2024-11-12,43.73,44.28,43.48,43.78,43.26,8423014,8423014,0.05,0.11434,43.8175,"November 12, 24",0.0011434,,,,,
2024-11-11,42.48,44.06,41.93,43.98,43.46,9569100,9569100,1.5,3.53,43.1125,"November 11, 24",0.0353,,,,,
2024-11-08,40.58,41.58,40.52,41.22,40.73,6873711,6873711,0.64,1.58,40.975,"November 08, 24",0.0158,,,,,
2024-11-07,40.21,40.75,39.46,40.69,40.21,6239714,6239714,0.48,1.19,40.2775,"November 07, 24",0.0119,,,,,
2024-11-06,38.76,40.81,38.73,40.21,39.74,12582221,12582221,1.45,3.74,39.6275,"November 06, 24",0.0374,2024-11-06,0.1575,2024-12-02,2024-10-10,0.1575
2024-11-05,36.84,38,36.77,37.54,36.94,6392706,6392706,0.7,1.9,37.2875,"November 05, 24",0.019,,,,,
2024-11-04,35.7,37.28,35.6,36.8,36.21,6788731,6788731,1.1,3.08,36.345,"November 04, 24",0.0308,,,,,
2024-11-01,36.87,36.95,35.45,35.62,35.05,7274280,7274280,-1.25,-3.39,36.2225,"November 01, 24",-0.0339,,,,,
2024-10-31,38.52,38.7,36.5,36.54,35.96,6555823,6555823,-1.98,-5.14,37.565,"October 31, 24",-0.0514,,,,,
2024-10-30,37.28,38.83,37.1,38.57,37.95,9989300,9989300,1.29,3.46,37.945,"October 30, 24",0.0346,,,,,
2024-10-29,37.33,37.61,36.98,37.31,36.71,7254026,7254026,-0.02,-0.05357621,37.3075,"October 29, 24",-0.0005357621,,,,,
2024-10-28,36.9,37.49,36.61,37.31,36.71,5027130,5027130,0.41,1.11,37.0775,"October 28, 24",0.0111,,,,,
2024-10-25,37.14,37.77,36.64,37.48,36.88,6633700,6633700,0.34,0.91546,37.2575,"October 25, 24",0.0091546,,,,,
2024-10-24,36.42,37.19,36.04,36.96,36.37,4559263,4559263,0.54,1.48,36.6525,"October 24, 24",0.0148,,,,,
2024-10-23,36.05,36.3,35.7,36.19,35.61,7354824,7354824,0.14,0.38835,36.06,"October 23, 24",0.0038835,,,,,
2024-10-22,36.57,36.57,35.96,35.97,35.4,4663930,4663930,-0.6,-1.64,36.2675,"October 22, 24",-0.0164,,,,,
2024-10-21,36.7,36.78,36.1,36.36,35.78,4495800,4495800,-0.34,-0.92643,36.485,"October 21, 24",-0.0092643,,,,,
2024-10-18,37.06,37.08,36.01,36.49,35.91,5360500,5360500,-0.57,-1.54,36.66,"October 18, 24",-0.0154,,,,,
2024-10-17,36.96,37.08,36.51,37.06,36.47,4594730,4594730,0.1,0.27056,36.9025,"October 17, 24",0.0027056,,,,,
2024-10-16,36.49,36.86,36.39,36.68,36.09,4304200,4304200,0.19,0.52069,36.605,"October 16, 24",0.0052069,,,,,
2024-10-15,36.1,37,35.99,36.28,35.7,5318859,5318859,0.18,0.49861,36.3425,"October 15, 24",0.0049861,,,,,
2024-10-14,37.13,37.2,36.49,36.6,36.02,4484000,4484000,-0.53,-1.43,36.855,"October 14, 24",-0.0143,,,,,
2024-10-11,36.36,37.56,36.36,37.41,36.81,5047030,5047030,1.05,2.89,36.9225,"October 11, 24",0.0289,,,,,
2024-10-10,36.51,36.73,36.19,36.62,36.03,3970300,3970300,0.11,0.30129,36.5125,"October 10, 24",0.0030129,,,,,
2024-10-09,36.75,37.07,36.43,36.55,35.97,5347433,5347433,-0.2,-0.54422,36.7,"October 09, 24",-0.0054422,,,,,
2024-10-08,36.98,37.24,36.3,37.07,36.48,10857800,10857800,0.09,0.24337,36.8975,"October 08, 24",0.0024337,,,,,
2024-10-07,36.88,37.36,36.55,37.3,36.7,6957700,6957700,0.42,1.14,37.0225,"October 07, 24",0.0114,,,,,
2024-10-04,37.94,38.16,36.94,36.94,36.35,10143018,10143018,-1,-2.64,37.495,"October 04, 24",-0.0264,,,,,
2024-10-03,37.12,37.78,36.64,37.67,37.07,12309700,12309700,0.55,1.48,37.3025,"October 03, 24",0.0148,,,,,
2024-10-02,36.99,37.05,36.37,36.77,36.18,9145339,9145339,-0.22,-0.59476,36.795,"October 02, 24",-0.0059476,,,,,
2024-10-01,36.25,36.73,35.89,36.25,35.67,6610937,6610937,0,0,36.28,"October 01, 24",0,,,,,
2024-09-30,36.43,37.14,36.29,36.64,36.05,8664975,8664975,0.21,0.57645,36.625,"September 30, 24",0.0057645,,,,,
2024-09-27,36.15,37.11,35.96,36.53,35.95,6441700,6441700,0.38,1.05,36.4375,"September 27, 24",0.0105,,,,,
2024-09-26,35,35.69,35,35.51,34.94,7221800,7221800,0.51,1.46,35.3,"September 26, 24",0.0146,,,,,
2024-09-25,35.66,35.82,34.89,35.16,34.6,5574611,5574611,-0.5,-1.4,35.3825,"September 25, 24",-0.014,,,,,
2024-09-24,36.08,36.38,35.63,35.64,35.07,5984900,5984900,-0.44,-1.22,35.9325,"September 24, 24",-0.0122,,,,,
2024-09-23,35,36.36,34.96,35.96,35.39,8604943,8604943,0.96,2.74,35.57,"September 23, 24",0.0274,,,,,
2024-09-20,34.57,35.15,34.01,34.83,34.27,10596246,10596246,0.26,0.7521,34.64,"September 20, 24",0.007521,,,,,
2024-09-19,34.25,34.98,33.82,34.73,34.18,7468200,7468200,0.48,1.4,34.445,"September 19, 24",0.014,,,,,
2024-09-18,33.33,33.76,32.89,33.53,32.99,4495969,4495969,0.2,0.60006,33.3775,"September 18, 24",0.0060006,,,,,
2024-09-17,33.69,33.91,33.21,33.27,32.74,6247300,6247300,-0.42,-1.25,33.52,"September 17, 24",-0.0125,,,,,
2024-09-16,33.25,33.8,33.09,33.55,33.01,5492100,5492100,0.3,0.90226,33.4225,"September 16, 24",0.0090226,,,,,
2024-09-13,33.6,33.9,32.83,33.19,32.66,7092400,7092400,-0.41,-1.22,33.38,"September 13, 24",-0.0122,,,,,
2024-09-12,32.69,33.08,31.67,32.86,32.33,8351494,8351494,0.17,0.52004,32.575,"September 12, 24",0.0052004,,,,,
2024-09-11,32.2,33.15,31.89,32.88,32.35,7822167,7822167,0.68,2.11,32.53,"September 11, 24",0.0211,,,,,
2024-09-10,32.16,32.38,31.46,32.12,31.61,5504838,5504838,-0.04,-0.12438,32.03,"September 10, 24",-0.0012438,,,,,
2024-09-09,32.25,32.65,31.88,31.91,31.4,5876800,5876800,-0.34,-1.05,32.1725,"September 09, 24",-0.0105,,,,,
2024-09-06,32.81,33.2,32.15,32.36,31.84,7131900,7131900,-0.45,-1.37,32.63,"September 06, 24",-0.0137,,,,,
2024-09-05,33.01,33.1,32.21,32.82,32.3,5155531,5155531,-0.19,-0.57558,32.785,"September 05, 24",-0.0057558,,,,,
2024-09-04,32.99,33.75,32.53,32.66,32.14,5387100,5387100,-0.33,-1,32.9825,"September 04, 24",-0.01,,,,,
2024-09-03,33.04,33.21,32.18,32.92,32.39,6376819,6376819,-0.12,-0.3632,32.8375,"September 03, 24",-0.003632,,,,,
2024-08-30,33.31,33.67,33.15,33.51,32.97,4609200,4609200,0.2,0.60042,33.41,"August 30, 24",0.0060042,,,,,
2024-08-29,32.71,33.66,32.59,33.51,32.97,5088811,5088811,0.8,2.45,33.1175,"August 29, 24",0.0245,,,,,
2024-08-28,32.61,32.64,32.05,32.6,32.08,3454700,3454700,-0.01,-0.03066544,32.475,"August 28, 24",-0.0003066544,,,,,
2024-08-27,33,33.13,32.53,32.75,32.23,4042500,4042500,-0.25,-0.75758,32.8525,"August 27, 24",-0.0075758,,,,,
2024-08-26,33.88,34.15,33.13,33.19,32.66,6432825,6432825,-0.69,-2.04,33.5875,"August 26, 24",-0.0204,,,,,
2024-08-23,33,33.66,32.85,33.64,33.1,4549119,4549119,0.64,1.94,33.2875,"August 23, 24",0.0194,,,,,
2024-08-22,33.08,33.48,32.71,32.9,32.37,5904700,5904700,-0.18,-0.54414,33.0425,"August 22, 24",-0.0054414,,,,,
2024-08-21,33.49,33.59,32.62,33.1,32.57,6830847,6830847,-0.39,-1.16,33.2,"August 21, 24",-0.0116,,,,,
2024-08-20,33.5,33.62,32.72,33.24,32.71,6502400,6502400,-0.26,-0.77612,33.27,"August 20, 24",-0.0077612,,,,,
2024-08-19,32.44,33.9,32.3,33.72,33.18,9237800,9237800,1.28,3.95,33.09,"August 19, 24",0.0395,,,,,
2024-08-16,31.44,32.38,31.42,32.15,31.64,5089311,5089311,0.71,2.26,31.8475,"August 16, 24",0.0226,,,,,
2024-08-15,30.95,31.86,30.88,31.78,31.27,7319121,7319121,0.83,2.68,31.3675,"August 15, 24",0.0268,,,,,
2024-08-14,31.55,31.76,31.01,31.48,30.98,8678200,8678200,-0.07,-0.22187,31.45,"August 14, 24",-0.0022187,,,,,
2024-08-13,32.08,32.1,30.98,31.15,30.65,10566600,10566600,-0.93,-2.9,31.5775,"August 13, 24",-0.029,,,,,
2024-08-12,31.46,32.33,31.36,32.26,31.74,8768025,8768025,0.8,2.54,31.8525,"August 12, 24",0.0254,,,,,
2024-08-09,30.93,31.42,30.59,31.1,30.6,5845419,5845419,0.17,0.54963,31.01,"August 09, 24",0.0054963,,,,,
2024-08-08,30.28,31.18,30.25,30.96,30.47,7107600,7107600,0.68,2.25,30.6675,"August 08, 24",0.0225,,,,,
2024-08-07,31.22,31.67,30.17,30.22,29.74,10023327,10023327,-1,-3.2,30.82,"August 07, 24",-0.032,2024-08-07,0.1575,2024-09-01,2024-07-16,0.1575
2024-08-06,30.49,31.2,30.21,30.81,30.16,7245824,7245824,0.32,1.05,30.6775,"August 06, 24",0.0105,,,,,
2024-08-05,30.85,30.89,30.02,30.21,29.57,8526547,8526547,-0.64,-2.07,30.4925,"August 05, 24",-0.0207,,,,,
2024-08-02,33.22,33.23,31.41,31.57,30.9,9078200,9078200,-1.65,-4.97,32.3575,"August 02, 24",-0.0497,,,,,
2024-08-01,34.43,34.52,33.46,33.59,32.88,8194700,8194700,-0.84,-2.44,34,"August 01, 24",-0.0244,,,,,
2024-07-31,35,35.35,34.34,34.51,33.78,8432044,8432044,-0.49,-1.4,34.8,"July 31, 24",-0.014,,,,,
2024-07-30,33.9,34.86,33.75,34.81,34.08,8323800,8323800,0.91,2.68,34.33,"July 30, 24",0.0268,,,,,
2024-07-29,34.49,34.6,33.81,34.07,33.35,7386144,7386144,-0.42,-1.22,34.2425,"July 29, 24",-0.0122,,,,,
2024-07-26,34.29,34.6,33.67,34.31,33.59,7690909,7690909,0.02,0.05832604,34.2175,"July 26, 24",0.0005832604,,,,,
2024-07-25,34.88,35.47,34.15,34.38,33.65,11098300,11098300,-0.5,-1.43,34.72,"July 25, 24",-0.0143,,,,,
2024-07-24,35.6,36.28,35.04,35.1,34.36,15384819,15384819,-0.5,-1.4,35.505,"July 24, 24",-0.014,,,,,
2024-07-23,35.85,35.87,35.01,35.05,34.31,13451849,13451849,-0.8,-2.23,35.445,"July 23, 24",-0.0223,,,,,
2024-07-22,36.29,36.67,35.52,35.67,34.92,13474300,13474300,-0.62,-1.71,36.0375,"July 22, 24",-0.0171,,,,,
2024-07-19,35.04,35.92,34.95,35.88,35.12,66340100,66340100,0.84,2.4,35.4475,"July 19, 24",0.024,,,,,
2024-07-18,36.08,36.24,35.26,35.35,34.6,9161269,9161269,-0.73,-2.02,35.7325,"July 18, 24",-0.0202,,,,,
2024-07-17,35.87,36.78,35.35,35.6,34.85,10959004,10959004,-0.27,-0.75272,35.9,"July 17, 24",-0.0075272,,,,,
2024-07-16,37.03,37.03,35.77,35.88,35.12,8664125,8664125,-1.15,-3.11,36.4275,"July 16, 24",-0.0311,,,,,
2024-07-15,37.25,37.39,36.52,36.83,36.05,6411389,6411389,-0.42,-1.13,36.9975,"July 15, 24",-0.0113,,,,,
2024-07-12,37.55,37.57,36.91,37.21,36.42,3692407,3692407,-0.34,-0.90546,37.31,"July 12, 24",-0.0090546,,,,,
2024-07-11,36.83,37.26,36.65,37.19,36.41,3456428,3456428,0.36,0.97746,36.9825,"July 11, 24",0.0097746,,,,,
2024-07-10,36.55,36.71,36.03,36.64,35.87,3776900,3776900,0.09,0.24624,36.4825,"July 10, 24",0.0024624,,,,,
2024-07-09,36.11,36.66,35.67,36.54,35.77,5905893,5905893,0.43,1.19,36.245,"July 09, 24",0.0119,,,,,
2024-07-08,36.7,36.91,36.27,36.38,35.61,3571247,3571247,-0.32,-0.87193,36.565,"July 08, 24",-0.0087193,,,,,
2024-07-05,36.78,37.03,36.03,36.32,35.55,7089330,7089330,-0.46,-1.25,36.54,"July 05, 24",-0.0125,,,,,
2024-07-03,36.91,37.64,36.85,37.04,36.26,2643400,2643400,0.13,0.35221,37.11,"July 03, 24",0.0035221,,,,,
2024-07-02,36.97,37.43,36.59,36.96,36.18,6241921,6241921,-0.01,-0.02704896,36.9875,"July 02, 24",-0.0002704896,,,,,
2024-07-01,36.9,37.09,36.24,36.69,35.92,4633135,4633135,-0.21,-0.56911,36.73,"July 01, 24",-0.0056911,,,,,
2024-06-28,37.5,37.62,36.8,36.98,36.2,9817030,9817030,-0.52,-1.39,37.225,"June 28, 24",-0.0139,,,,,
2024-06-27,38.15,38.42,36.87,37.28,36.49,4984900,4984900,-0.87,-2.28,37.68,"June 27, 24",-0.0228,,,,,
2024-06-26,38.63,38.67,37.28,37.76,36.96,6202600,6202600,-0.87,-2.25,38.085,"June 26, 24",-0.0225,,,,,
2024-06-25,38.16,38.6,38.03,38.55,37.74,5830056,5830056,0.39,1.02,38.335,"June 25, 24",0.0102,,,,,
2024-06-24,37.25,38.56,37.24,38.52,37.71,7641700,7641700,1.27,3.41,37.8925,"June 24, 24",0.0341,,,,,
2024-06-21,37.76,37.84,36.91,36.97,36.19,17253655,17253655,-0.79,-2.09,37.37,"June 21, 24",-0.0209,,,,,
2024-06-20,38.11,38.64,37.73,37.76,36.96,6158305,6158305,-0.35,-0.91839,38.06,"June 20, 24",-0.0091839,,,,,
2024-06-18,38.71,38.88,38.14,38.2,37.39,6687641,6687641,-0.51,-1.32,38.4825,"June 18, 24",-0.0132,,,,,
2024-06-17,39.15,39.48,38.01,38.57,37.76,7236500,7236500,-0.58,-1.48,38.8025,"June 17, 24",-0.0148,,,,,
2024-06-14,40.22,40.28,39.3,39.34,38.51,5898000,5898000,-0.88,-2.19,39.785,"June 14, 24",-0.0219,,,,,
2024-06-13,40.49,40.83,39.88,40.3,39.45,5369427,5369427,-0.19,-0.46925,40.375,"June 13, 24",-0.0046925,,,,,
2024-06-12,41.66,41.78,40.53,40.77,39.91,9574100,9574100,-0.89,-2.14,41.185,"June 12, 24",-0.0214,,,,,
2024-06-11,41,41.42,40.6,41.17,40.3,8933228,8933228,0.17,0.41463,41.0475,"June 11, 24",0.0041463,,,,,
2024-06-10,40.84,41.58,40.61,41.13,40.26,7348731,7348731,0.29,0.71009,41.04,"June 10, 24",0.0071009,,,,,
2024-06-07,40.3,40.82,40.04,40.54,39.68,2879055,2879055,0.24,0.59553,40.425,"June 07, 24",0.0059553,,,,,
2024-06-06,40.87,41.12,40.26,40.66,39.8,3578971,3578971,-0.21,-0.51382,40.7275,"June 06, 24",-0.0051382,,,,,
2024-06-05,40.64,41.21,40.44,40.94,40.08,6537100,6537100,0.3,0.73819,40.8075,"June 05, 24",0.0073819,,,,,
2024-06-04,40.71,40.84,40.11,40.62,39.76,5297800,5297800,-0.09,-0.22108,40.57,"June 04, 24",-0.0022108,,,,,
2024-06-03,41.9,42.08,40.52,40.98,40.12,6901646,6901646,-0.92,-2.2,41.37,"June 03, 24",-0.022,,,,,
2024-05-31,41.32,41.7,40.97,41.09,40.22,9975500,9975500,-0.23,-0.55663,41.27,"May 31, 24",-0.0055663,,,,,
2024-05-30,40.69,41.56,40.66,41.2,40.33,5073567,5073567,0.51,1.25,41.0275,"May 30, 24",0.0125,,,,,
2024-05-29,40.97,41.07,40.47,40.69,39.83,4904000,4904000,-0.28,-0.68343,40.8,"May 29, 24",-0.0068343,,,,,
2024-05-28,40.52,41.7,40.34,41.24,40.37,6194747,6194747,0.72,1.78,40.95,"May 28, 24",0.0178,,,,,
2024-05-24,40.05,40.84,39.95,40.15,39.3,6920313,6920313,0.1,0.24969,40.2475,"May 24, 24",0.0024969,,,,,
2024-05-23,41.53,42.12,39.73,39.91,39.07,16515713,16515713,-1.62,-3.9,40.8225,"May 23, 24",-0.039,,,,,
2024-05-22,40.84,41.33,40.21,41.21,40.34,5188030,5188030,0.37,0.90597,40.8975,"May 22, 24",0.0090597,,,,,
2024-05-21,41.62,42.08,41.18,41.19,40.32,4063943,4063943,-0.43,-1.03,41.5175,"May 21, 24",-0.0103,,,,,
2024-05-20,41.43,42.45,41.39,41.92,41.04,5553800,5553800,0.49,1.18,41.7975,"May 20, 24",0.0118,,,,,
2024-05-17,40.97,41.49,40.58,41.17,40.3,5199633,5199633,0.2,0.48816,41.0525,"May 17, 24",0.0048816,,,,,
