date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,paymentDate,adjDividend,declarationDate,dividend
2025-12-10,252.4,257.23,252.4,255.21,252.7,635248,635248,2.81,1.11,254.31,"December 10, 25",0.0111,,,,,
2025-12-09,253.41,255.58,250.78,252.2,249.72,486324,486324,-1.21,-0.47749,252.9925,"December 09, 25",-0.0047749,,,,,
2025-12-08,255.4,255.7,252.01,252.22,249.74,412700,412700,-3.18,-1.25,253.8325,"December 08, 25",-0.0125,,,,,
2025-12-05,256.79,258.78,255,255.37,252.86,314333,314333,-1.42,-0.55298,256.485,"December 05, 25",-0.0055298,,,,,
2025-12-04,259.98,262.1,257.16,257.57,255.04,396523,396523,-2.41,-0.92699,259.2025,"December 04, 25",-0.0092699,,,,,
2025-12-03,260.33,262.87,259.57,259.78,257.23,459700,459700,-0.55,-0.21127,260.6375,"December 03, 25",-0.0021127,,,,,
2025-12-02,260.54,261.71,258.24,260.73,258.17,438100,438100,0.19,0.07292546,260.305,"December 02, 25",0.0007292546,,,,,
2025-12-01,261.43,263.9,260.06,260.24,257.68,458847,458847,-1.19,-0.45519,261.4075,"December 01, 25",-0.0045519,,,,,
2025-11-28,261.84,264.7,261.17,263.62,261.03,142200,142200,1.78,0.6798,262.8325,"November 28, 25",0.006798,,,,,
2025-11-26,259.65,263.77,259.65,262.12,259.55,264436,264436,2.47,0.95128,261.2975,"November 26, 25",0.0095128,,,,,
2025-11-25,260.16,263.59,259.75,261.16,258.6,383700,383700,1,0.38438,261.165,"November 25, 25",0.0038438,,,,,
2025-11-24,260.76,262.1,259.1,260.25,257.69,492045,492045,-0.51,-0.19558,260.5525,"November 24, 25",-0.0019558,,,,,
2025-11-21,256.1,262.17,256.1,261.2,258.64,392201,392201,5.1,1.99,258.8925,"November 21, 25",0.0199,,,,,
2025-11-20,257.12,258.61,254.98,255.73,253.22,457400,457400,-1.39,-0.5406,256.61,"November 20, 25",-0.005406,,,,,
2025-11-19,254.41,255.94,251.45,254.63,252.13,252000,252000,0.22,0.08647459,254.1075,"November 19, 25",0.0008647459,,,,,
2025-11-18,253.05,255.05,251.14,253.58,251.09,311000,311000,0.53,0.20944,253.205,"November 18, 25",0.0020944,,,,,
2025-11-17,255.74,255.82,251.66,252.29,249.81,385944,385944,-3.45,-1.35,253.8775,"November 17, 25",-0.0135,,,,,
2025-11-14,253.85,256.97,252.33,254.59,252.09,398240,398240,0.74,0.29151,254.435,"November 14, 25",0.0029151,,,,,
2025-11-13,252.45,255.91,252.02,253.61,251.12,524411,524411,1.16,0.4595,253.4975,"November 13, 25",0.004595,,,,,
2025-11-12,260.1,262.12,253.94,254.97,252.47,911800,911800,-5.13,-1.97,257.7825,"November 12, 25",-0.0197,,,,,
2025-11-11,261.09,263.13,259.41,261.71,259.14,328623,328623,0.62,0.23747,261.335,"November 11, 25",0.0023747,,,,,
2025-11-10,259.21,261.51,256.01,260.15,257.6,451200,451200,0.94,0.36264,259.22,"November 10, 25",0.0036264,,,,,
2025-11-07,256.97,260.42,256.15,260.42,257.86,644701,644701,3.45,1.34,258.49,"November 07, 25",0.0134,,,,,
2025-11-06,259.98,260.58,256.14,256.26,253.74,431300,431300,-3.72,-1.43,258.24,"November 06, 25",-0.0143,,,,,
2025-11-05,257,261.51,255.94,260.36,257.8,552845,552845,3.36,1.31,258.7025,"November 05, 25",0.0131,,,,,
2025-11-04,253.84,256.85,252.05,256.56,254.04,563784,563784,2.72,1.07,254.825,"November 04, 25",0.0107,,,,,
2025-11-03,248.28,254.65,247.4,254.32,251.82,620016,620016,6.04,2.43,251.1625,"November 03, 25",0.0243,,,,,
2025-10-31,249.51,257.17,248.17,251.77,249.3,861218,861218,2.26,0.90578,251.655,"October 31, 25",0.0090578,,,,,
2025-10-30,250.16,255.4,243.25,249.82,247.37,1097303,1097303,-0.34,-0.13591,249.6575,"October 30, 25",-0.0013591,,,,,
2025-10-29,253.87,254.74,246.62,247.18,244.75,859200,859200,-6.69,-2.64,250.6025,"October 29, 25",-0.0264,,,,,
2025-10-28,261.02,262.86,255.75,256.15,253.63,510127,510127,-4.87,-1.87,258.945,"October 28, 25",-0.0187,,,,,
2025-10-27,264.62,264.62,261.65,262.32,259.74,434114,434114,-2.3,-0.86917,263.3025,"October 27, 25",-0.0086917,,,,,
2025-10-24,264.39,265.88,263.76,264.66,262.06,306320,306320,0.27,0.10212,264.6725,"October 24, 25",0.0010212,,,,,
2025-10-23,265.61,266.58,260.61,263.76,261.17,388835,388835,-1.85,-0.69651,264.14,"October 23, 25",-0.0069651,,,,,
2025-10-22,262.46,265,261.01,264.22,261.63,703300,703300,1.76,0.67058,263.1725,"October 22, 25",0.0067058,,,,,
2025-10-21,261.29,263.88,260.68,261.98,259.41,472200,472200,0.69,0.26407,261.9575,"October 21, 25",0.0026407,,,,,
2025-10-20,260.41,261.81,258.8,260.8,258.24,377100,377100,0.39,0.14976,260.455,"October 20, 25",0.0014976,,,,,
2025-10-17,258.08,260.12,256.2,259.62,257.07,522637,522637,1.54,0.59671,258.505,"October 17, 25",0.0059671,,,,,
2025-10-16,257.56,258.69,254.42,257.6,255.07,610622,610622,0.04,0.01553036,257.0675,"October 16, 25",0.0001553036,,,,,
2025-10-15,259.69,263.06,255.43,257.15,254.62,739134,739134,-2.54,-0.97809,258.8325,"October 15, 25",-0.0097809,,,,,
2025-10-14,257.33,259.46,255.72,259.37,256.82,525204,525204,2.04,0.79276,257.97,"October 14, 25",0.0079276,,,,,
2025-10-13,255.86,258.82,255.86,257.58,255.05,363228,363228,1.72,0.67224,257.03,"October 13, 25",0.0067224,,,,,
2025-10-10,259.22,260.09,254.56,255.86,253.35,507300,507300,-3.36,-1.3,257.4325,"October 10, 25",-0.013,,,,,
2025-10-09,263.18,263.41,258.32,259.05,256.51,304500,304500,-4.13,-1.57,260.99,"October 09, 25",-0.0157,,,,,
2025-10-08,260.97,263.33,260.4,262.11,259.54,241900,241900,1.14,0.43683,261.7025,"October 08, 25",0.0043683,,,,,
2025-10-07,261.5,264.67,260.25,262.08,259.51,243324,243324,0.58,0.2218,262.125,"October 07, 25",0.002218,,,,,
2025-10-06,264.47,264.67,260.42,261.34,258.77,357421,357421,-3.13,-1.18,262.725,"October 06, 25",-0.0118,,,,,
2025-10-03,264.66,267.33,264.25,264.47,261.87,311300,311300,-0.19,-0.07179022,265.1775,"October 03, 25",-0.0007179022,,,,,
2025-10-02,265.86,267.66,263.35,263.88,261.29,403900,403900,-1.98,-0.74475,265.1875,"October 02, 25",-0.0074475,,,,,
2025-10-01,268.66,270.49,265.37,266.59,263.97,381200,381200,-2.07,-0.77049,267.7775,"October 01, 25",-0.0077049,,,,,
2025-09-30,262.49,268.22,262.33,267.66,265.03,358856,358856,5.17,1.97,265.175,"September 30, 25",0.0197,2025-09-30,2025-10-15,2.57,2025-09-04,2.57
2025-09-29,264.82,268.53,264.8,266.22,261.06,446025,446025,1.4,0.52866,266.0925,"September 29, 25",0.0052866,,,,,
2025-09-26,264.54,268.04,263.67,267.8,262.61,321332,321332,3.26,1.23,266.0125,"September 26, 25",0.0123,,,,,
2025-09-25,264.46,265.46,263.2,263.66,258.55,430945,430945,-0.8,-0.3025,264.195,"September 25, 25",-0.003025,,,,,
2025-09-24,268.73,269,264.23,264.59,259.46,286711,286711,-4.14,-1.54,266.6375,"September 24, 25",-0.0154,,,,,
2025-09-23,267.52,268.64,266,267.84,262.65,263324,263324,0.32,0.11962,267.5,"September 23, 25",0.0011962,,,,,
2025-09-22,266.79,267.22,264.15,266.39,261.23,366150,366150,-0.4,-0.14993,266.1375,"September 22, 25",-0.0014993,,,,,
2025-09-19,268.08,269.92,267.16,267.55,262.36,858700,858700,-0.53,-0.1977,268.1775,"September 19, 25",-0.001977,,,,,
2025-09-18,266.53,269.61,265.35,268.63,263.42,385045,385045,2.1,0.7879,267.53,"September 18, 25",0.007879,,,,,
2025-09-17,265.63,270.84,265.28,266.23,261.07,379300,379300,0.6,0.22588,266.995,"September 17, 25",0.0022588,,,,,
2025-09-16,265.38,266.89,264,265.55,260.4,496700,496700,0.17,0.06405909,265.455,"September 16, 25",0.0006405909,,,,,
2025-09-15,267.1,267.29,264.33,264.63,259.5,740539,740539,-2.47,-0.92475,265.8375,"September 15, 25",-0.0092475,,,,,
2025-09-12,269.38,270.13,266.03,267.09,261.91,259300,259300,-2.29,-0.8501,268.1575,"September 12, 25",-0.008501,,,,,
2025-09-11,263.53,269.52,263,268.81,263.6,288100,288100,5.28,2,266.215,"September 11, 25",0.02,,,,,
2025-09-10,268.62,270.37,263.48,263.64,258.53,276006,276006,-4.98,-1.85,266.5275,"September 10, 25",-0.0185,,,,,
2025-09-09,265.19,269.14,265.06,268.86,263.65,256432,256432,3.67,1.38,267.0625,"September 09, 25",0.0138,,,,,
2025-09-08,265.28,266.59,264.16,265.71,260.56,319123,319123,0.43,0.16209,265.435,"September 08, 25",0.0016209,,,,,
2025-09-05,265.89,269.89,264.75,268.12,262.92,418315,418315,2.23,0.83869,267.1625,"September 05, 25",0.0083869,,,,,
2025-09-04,263.25,264.56,258.82,264.5,259.37,435810,435810,1.25,0.47483,262.7825,"September 04, 25",0.0047483,,,,,
2025-09-03,259.5,262.19,259.5,261.51,256.44,385500,385500,2.01,0.77457,260.675,"September 03, 25",0.0077457,,,,,
2025-09-02,268.26,268.36,260.24,260.6,255.55,384156,384156,-7.66,-2.86,264.365,"September 02, 25",-0.0286,,,,,
2025-08-29,267.37,270.68,267.37,270.21,264.97,388700,388700,2.84,1.06,268.9075,"August 29, 25",0.0106,,,,,
2025-08-28,266.27,268.23,264.79,267.91,262.72,322311,322311,1.64,0.61592,266.8,"August 28, 25",0.0061592,,,,,
2025-08-27,264.15,268.08,264.15,267.62,262.43,351619,351619,3.47,1.31,266,"August 27, 25",0.0131,,,,,
2025-08-26,266.29,267.08,264.4,264.77,259.64,364915,364915,-1.52,-0.57081,265.635,"August 26, 25",-0.0057081,,,,,
2025-08-25,265.75,266.67,263.29,265.46,260.32,274796,274796,-0.29,-0.10913,265.2925,"August 25, 25",-0.0010913,,,,,
2025-08-22,264.23,268.7,264.23,266.75,261.58,394420,394420,2.52,0.95371,265.9775,"August 22, 25",0.0095371,,,,,
2025-08-21,260.1,263.24,260.07,262.76,257.67,359700,359700,2.66,1.02,261.5425,"August 21, 25",0.0102,,,,,
2025-08-20,262.36,266.81,262.04,262.04,256.96,612700,612700,-0.32,-0.12197,263.3125,"August 20, 25",-0.0012197,,,,,
2025-08-19,258.27,262.67,256.98,262.36,257.28,680641,680641,4.09,1.58,260.07,"August 19, 25",0.0158,,,,,
2025-08-18,259.43,259.91,256.46,256.46,251.49,508302,508302,-2.97,-1.14,258.065,"August 18, 25",-0.0114,,,,,
2025-08-15,255.89,259.59,255.24,259.38,254.35,378401,378401,3.49,1.36,257.525,"August 15, 25",0.0136,,,,,
2025-08-14,255.59,258.28,253.5,256.2,251.23,370208,370208,0.61,0.23866,255.8925,"August 14, 25",0.0023866,,,,,
2025-08-13,255.2,259.23,253.31,258.73,253.72,382531,382531,3.53,1.38,256.6175,"August 13, 25",0.0138,,,,,
2025-08-12,252.98,254.3,250.81,253.99,249.07,382793,382793,1.01,0.39924,253.02,"August 12, 25",0.0039924,,,,,
2025-08-11,253.29,256,251.14,252.08,247.19,437300,437300,-1.21,-0.47771,253.1275,"August 11, 25",-0.0047771,,,,,
2025-08-08,258.16,258.16,253.96,254.59,249.66,367413,367413,-3.57,-1.38,256.2175,"August 08, 25",-0.0138,,,,,
2025-08-07,255.72,258.54,254.31,257.02,252.04,581443,581443,1.3,0.50837,256.3975,"August 07, 25",0.0050837,,,,,
2025-08-06,257.69,258.81,253.25,254.52,249.59,889300,889300,-3.17,-1.23,256.0675,"August 06, 25",-0.0123,,,,,
2025-08-05,255.45,260.92,254.81,257.36,252.37,761267,761267,1.91,0.7477,257.135,"August 05, 25",0.007477,,,,,
2025-08-04,255.54,258.64,254.37,254.55,249.62,723537,723537,-0.99,-0.38741,255.775,"August 04, 25",-0.0038741,,,,,
2025-08-01,264.22,264.22,253.22,256.72,251.74,830800,830800,-7.5,-2.84,259.595,"August 01, 25",-0.0284,,,,,
2025-07-31,265.05,267.06,258.8,260.18,255.14,1256400,1256400,-4.87,-1.84,262.7725,"July 31, 25",-0.0184,,,,,
2025-07-30,284.86,285.28,266.98,268.46,263.26,2675600,2675600,-16.4,-5.76,276.395,"July 30, 25",-0.0576,,,,,
2025-07-29,283.07,291.47,282.5,290.67,285.04,657570,657570,7.6,2.68,286.9275,"July 29, 25",0.0268,,,,,
2025-07-28,286.05,289.89,283.08,283.16,277.67,365100,365100,-2.89,-1.01,285.545,"July 28, 25",-0.0101,,,,,
2025-07-25,287.6,287.75,284.76,287.06,281.5,310200,310200,-0.54,-0.18776,286.7925,"July 25, 25",-0.0018776,,,,,
2025-07-24,291.68,291.96,287.33,287.41,281.84,328100,328100,-4.27,-1.46,289.595,"July 24, 25",-0.0146,,,,,
2025-07-23,292.81,294.09,290.55,292.58,286.91,379001,379001,-0.23,-0.07854923,292.5075,"July 23, 25",-0.0007854923,,,,,
2025-07-22,285.66,292.72,285.66,292.06,286.4,354643,354643,6.4,2.24,289.025,"July 22, 25",0.0224,,,,,
2025-07-21,288.59,290,284.71,285,279.48,327703,327703,-3.59,-1.24,287.075,"July 21, 25",-0.0124,,,,,
2025-07-18,287.45,289.29,285.9,287.37,281.8,301100,301100,-0.08,-0.02783093,287.5025,"July 18, 25",-0.0002783093,,,,,
2025-07-17,286.3,288.57,285.71,287.02,281.46,276030,276030,0.72,0.25148,286.9,"July 17, 25",0.0025148,,,,,
2025-07-16,281.06,286.31,278.62,286.08,280.54,360410,360410,5.02,1.79,283.0175,"July 16, 25",0.0179,,,,,
2025-07-15,284.26,285.4,278.56,280.43,275,402447,402447,-3.83,-1.35,282.1625,"July 15, 25",-0.0135,,,,,
2025-07-14,286.61,288.96,284.33,284.54,279.03,404500,404500,-2.07,-0.72224,286.11,"July 14, 25",-0.0072224,,,,,
2025-07-11,284.36,287.16,282.15,286.63,281.08,528926,528926,2.27,0.79828,285.075,"July 11, 25",0.0079828,,,,,
2025-07-10,285.01,288.96,281.42,286.76,281.2,374542,374542,1.75,0.61401,285.5375,"July 10, 25",0.0061401,,,,,
2025-07-09,285.9,287.61,284.42,284.78,279.26,468134,468134,-1.12,-0.39175,285.6775,"July 09, 25",-0.0039175,,,,,
2025-07-08,281.66,287.24,280.71,285.98,280.44,393858,393858,4.32,1.53,283.8975,"July 08, 25",0.0153,,,,,
2025-07-07,284.47,287.85,281.58,283.59,278.09,293700,293700,-0.88,-0.30935,284.3725,"July 07, 25",-0.0030935,,,,,
2025-07-03,282.91,285.87,277.69,284.2,278.69,194500,194500,1.29,0.45598,282.6675,"July 03, 25",0.0045598,,,,,
2025-07-02,283.76,284.75,278.4,283.4,277.91,433400,433400,-0.36,-0.12687,282.5775,"July 02, 25",-0.0012687,,,,,
2025-07-01,283.33,287.37,276.88,284.77,279.25,677329,677329,1.44,0.50824,283.0875,"July 01, 25",0.0050824,,,,,
2025-06-30,282.5,283.62,277.37,283.4,277.91,559515,559515,0.9,0.31858,281.7225,"June 30, 25",0.0031858,2025-06-30,2025-07-15,2.57,2025-05-15,2.57
2025-06-27,289.11,291.02,283.59,285.41,277.36,579734,579734,-3.7,-1.28,287.2825,"June 27, 25",-0.0128,,,,,
2025-06-26,283.68,288.29,280.2,287.72,279.6,603044,603044,4.04,1.42,284.9725,"June 26, 25",0.0142,,,,,
2025-06-25,282.84,286.13,278.04,281.9,273.95,666200,666200,-0.94,-0.33234,282.2275,"June 25, 25",-0.0033234,,,,,
2025-06-24,289.07,289.07,284.21,286.03,277.96,487100,487100,-3.04,-1.05,287.095,"June 24, 25",-0.0105,,,,,
2025-06-23,284.3,288.17,281.43,285.8,277.74,299340,299340,1.5,0.52761,284.925,"June 23, 25",0.0052761,,,,,
2025-06-20,284.89,287.2,281.69,284.34,276.32,607549,607549,-0.55,-0.19306,284.53,"June 20, 25",-0.0019306,,,,,
2025-06-18,284.12,286.33,282.86,284.01,276,327800,327800,-0.11,-0.03871604,284.33,"June 18, 25",-0.0003871604,,,,,
2025-06-17,285.14,285.96,282.03,283.54,275.54,334200,334200,-1.6,-0.56113,284.1675,"June 17, 25",-0.0056113,,,,,
2025-06-16,286.91,287.17,283.77,285.15,277.11,267721,267721,-1.76,-0.61343,285.75,"June 16, 25",-0.0061343,,,,,
2025-06-13,286.67,290,281.58,284.46,276.44,438329,438329,-2.21,-0.77092,285.6775,"June 13, 25",-0.0077092,,,,,
2025-06-12,286.36,289.82,284.65,289.75,281.58,574918,574918,3.39,1.18,287.645,"June 12, 25",0.0118,,,,,
2025-06-11,288.17,289.06,284.77,286.19,278.12,648800,648800,-1.98,-0.68709,287.0475,"June 11, 25",-0.0068709,,,,,
2025-06-10,285.23,288.16,284.54,287.87,279.75,655918,655918,2.64,0.92557,286.45,"June 10, 25",0.0092557,,,,,
2025-06-09,278.45,285.6,276.98,283.72,275.72,399113,399113,5.27,1.89,281.1875,"June 09, 25",0.0189,,,,,
2025-06-06,279.19,282.57,276.32,279.09,271.22,345000,345000,-0.1,-0.0358179,279.2925,"June 06, 25",-0.000358179,,,,,
2025-06-05,282.21,284.26,277.74,278.14,270.29,676800,676800,-4.07,-1.44,280.5875,"June 05, 25",-0.0144,,,,,
2025-06-04,279.38,284.27,278.22,282.76,274.78,562800,562800,3.38,1.21,281.1575,"June 04, 25",0.0121,,,,,
2025-06-03,283.16,283.51,277.79,280.83,272.91,609337,609337,-2.33,-0.82286,281.3225,"June 03, 25",-0.0082286,,,,,
2025-06-02,281.56,285,277.22,284.66,276.63,412823,412823,3.1,1.1,282.11,"June 02, 25",0.011,,,,,
2025-05-30,279.8,284.75,278.11,283.9,275.89,820600,820600,4.1,1.47,281.64,"May 30, 25",0.0147,,,,,
2025-05-29,278.66,283.24,277.66,282.08,274.12,416016,416016,3.42,1.23,280.41,"May 29, 25",0.0123,,,,,
2025-05-28,275.44,278.57,273.8,278.17,270.32,479600,479600,2.73,0.99114,276.495,"May 28, 25",0.0099114,,,,,
2025-05-27,272.34,275.81,269.43,274.6,266.85,394900,394900,2.26,0.82985,273.045,"May 27, 25",0.0082985,,,,,
2025-05-23,272.87,272.99,269.1,269.47,261.87,411902,411902,-3.4,-1.25,271.1075,"May 23, 25",-0.0125,,,,,
2025-05-22,278.64,278.64,273,273.76,266.04,243000,243000,-4.88,-1.75,276.01,"May 22, 25",-0.0175,,,,,
2025-05-21,286.52,286.52,277.42,277.83,269.99,693400,693400,-8.69,-3.03,282.0725,"May 21, 25",-0.0303,,,,,
2025-05-20,284.29,289.12,282.37,287.5,279.39,484909,484909,3.21,1.13,285.82,"May 20, 25",0.0113,,,,,
2025-05-19,285.42,288.07,284.86,286.49,278.41,189542,189542,1.07,0.37489,286.21,"May 19, 25",0.0037489,,,,,
2025-05-16,286.25,288.91,283.21,288.71,280.57,422440,422440,2.46,0.85939,286.77,"May 16, 25",0.0085939,,,,,
2025-05-15,279.72,285.44,277.83,285.43,277.38,379238,379238,5.71,2.04,282.105,"May 15, 25",0.0204,,,,,
2025-05-14,280.46,280.46,275.5,278.64,270.78,447709,447709,-1.82,-0.64893,278.765,"May 14, 25",-0.0064893,,,,,
2025-05-13,286.25,286.25,278.33,280.8,272.88,380800,380800,-5.45,-1.9,282.9075,"May 13, 25",-0.019,,,,,
2025-05-12,285.42,287.69,284.25,286.3,278.22,238942,238942,0.88,0.30832,285.915,"May 12, 25",0.0030832,,,,,
2025-05-09,281.56,283.44,275.88,282.69,274.72,214022,214022,1.13,0.40134,280.8925,"May 09, 25",0.0040134,,,,,
2025-05-08,286.03,286.58,281.43,281.65,273.7,438300,438300,-4.38,-1.53,283.9225,"May 08, 25",-0.0153,,,,,
2025-05-07,286.88,288.52,284.65,284.94,276.9,608900,608900,-1.94,-0.67624,286.2475,"May 07, 25",-0.0067624,,,,,
2025-05-06,287.3,287.73,283.72,286.23,278.16,213141,213141,-1.07,-0.37243,286.245,"May 06, 25",-0.0037243,,,,,
2025-05-05,291.26,293.29,286.43,288.31,280.18,653304,653304,-2.95,-1.01,289.8225,"May 05, 25",-0.0101,,,,,
2025-05-02,288.01,293.85,288.01,292.82,284.56,413300,413300,4.81,1.67,290.6725,"May 02, 25",0.0167,,,,,
2025-05-01,279.19,286.64,276.38,284.47,276.45,412400,412400,5.28,1.89,281.67,"May 01, 25",0.0189,,,,,
2025-04-30,275.39,279.26,269.65,279.15,271.28,731100,731100,3.76,1.37,275.8625,"April 30, 25",0.0137,,,,,
2025-04-29,276.38,277.08,273.24,275.16,267.4,437614,437614,-1.22,-0.44142,275.465,"April 29, 25",-0.0044142,,,,,
2025-04-28,275.15,278.25,274.83,277.57,269.74,510600,510600,2.42,0.87952,276.45,"April 28, 25",0.0087952,,,,,
2025-04-25,276.28,277.02,273.42,275.5,267.73,241805,241805,-0.78,-0.28232,275.555,"April 25, 25",-0.0028232,,,,,
2025-04-24,278.28,280.16,274.88,276.6,268.8,360900,360900,-1.68,-0.60371,277.48,"April 24, 25",-0.0060371,,,,,
2025-04-23,279.88,284.6,274.13,277.09,269.27,368921,368921,-2.79,-0.99686,278.925,"April 23, 25",-0.0099686,,,,,
2025-04-22,275.84,277.6,272.6,276.37,268.57,403131,403131,0.53,0.19214,275.6025,"April 22, 25",0.0019214,,,,,
2025-04-21,272.3,274.72,267.22,270.89,263.25,253600,253600,-1.41,-0.51781,271.2825,"April 21, 25",-0.0051781,,,,,
2025-04-17,273.01,279.05,273.01,275.29,267.52,361682,361682,2.28,0.83513,275.09,"April 17, 25",0.0083513,,,,,
2025-04-16,272.33,278.5,271.24,271.9,264.23,615800,615800,-0.43,-0.1579,273.4925,"April 16, 25",-0.001579,,,,,
2025-04-15,274.03,277.79,273.02,273.39,265.68,697507,697507,-0.64,-0.23355,274.5575,"April 15, 25",-0.0023355,,,,,
2025-04-14,265.48,273.33,264.56,272.66,264.97,596800,596800,7.18,2.7,269.0075,"April 14, 25",0.027,,,,,
2025-04-11,259.96,266.05,254.78,263.48,256.05,552300,552300,3.52,1.35,261.0675,"April 11, 25",0.0135,,,,,
2025-04-10,269.25,274.04,258.63,262.85,255.44,737038,737038,-6.4,-2.38,266.1925,"April 10, 25",-0.0238,,,,,
2025-04-09,249,273.14,243.85,271.95,264.28,892648,892648,22.95,9.22,259.485,"April 09, 25",0.0922,,,,,
2025-04-08,270.27,270.27,251.68,254.65,247.47,563007,563007,-15.62,-5.78,261.7175,"April 08, 25",-0.0578,,,,,
2025-04-07,268.13,276.7,256.18,262.39,254.99,708843,708843,-5.74,-2.14,265.85,"April 07, 25",-0.0214,,,,,
2025-04-04,288.38,289.91,270.93,271.03,263.38,686909,686909,-17.35,-6.02,280.0625,"April 04, 25",-0.0602,,,,,
2025-04-03,305.37,307,292.59,294.35,286.05,627200,627200,-11.02,-3.61,299.8275,"April 03, 25",-0.0361,,,,,
2025-04-02,304.13,308.52,302.43,307.2,298.53,516037,516037,3.07,1.01,305.57,"April 02, 25",0.0101,,,,,
2025-04-01,306.99,308.15,301.71,305.51,296.89,411415,411415,-1.48,-0.4821,305.59,"April 01, 25",-0.004821,,,,,
2025-03-31,304.73,309.07,302.8,306.57,297.92,568100,568100,1.84,0.60381,305.7925,"March 31, 25",0.0060381,2025-03-31,2025-04-15,2.57,2025-02-20,2.57
2025-03-28,306.84,306.84,303.27,306,294.87,288731,288731,-0.84,-0.27376,305.7375,"March 28, 25",-0.0027376,,,,,
2025-03-27,306.96,310.1,304.3,304.8,293.71,287600,287600,-2.16,-0.70367,306.54,"March 27, 25",-0.0070367,,,,,
2025-03-26,304.09,307.27,302.54,306.23,295.09,574732,574732,2.14,0.70374,305.0325,"March 26, 25",0.0070374,,,,,
2025-03-25,305.16,308.22,300.12,303.01,291.99,376238,376238,-2.15,-0.70455,304.1275,"March 25, 25",-0.0070455,,,,,
2025-03-24,301.25,305.51,299.43,305.22,294.12,454640,454640,3.97,1.32,302.8525,"March 24, 25",0.0132,,,,,
2025-03-21,301.3,303.51,295.85,300.06,289.15,849599,849599,-1.24,-0.41155,300.18,"March 21, 25",-0.0041155,,,,,
2025-03-20,300.45,303.51,297.33,302.08,291.09,445325,445325,1.63,0.54252,300.8425,"March 20, 25",0.0054252,,,,,
2025-03-19,298.77,301.68,296.24,299.25,288.37,354624,354624,0.48,0.16066,298.985,"March 19, 25",0.0016066,,,,,
2025-03-18,300.59,302.67,295.25,298.9,288.03,436000,436000,-1.69,-0.56223,299.3525,"March 18, 25",-0.0056223,,,,,
2025-03-17,294.59,301.97,294.59,300.29,289.37,403812,403812,5.7,1.93,297.86,"March 17, 25",0.0193,,,,,
2025-03-14,290.34,295.8,289.08,295.01,284.28,579000,579000,4.67,1.61,292.5575,"March 14, 25",0.0161,,,,,
2025-03-13,292.98,294.24,287.22,288.62,278.12,332700,332700,-4.36,-1.49,290.765,"March 13, 25",-0.0149,,,,,
2025-03-12,294.64,295.72,291.03,292.88,282.23,350572,350572,-1.76,-0.59734,293.5675,"March 12, 25",-0.0059734,,,,,
2025-03-11,300.8,300.8,291.7,295.54,284.79,487400,487400,-5.26,-1.75,297.21,"March 11, 25",-0.0175,,,,,
2025-03-10,300.87,304.57,298.26,299.12,288.24,483409,483409,-1.75,-0.58165,300.705,"March 10, 25",-0.0058165,,,,,
