date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,adjDividend,dividend,paymentDate,declarationDate
2026-01-02,228.12,230.65,226.1,229.71,229.71,605900,605900,1.59,0.697,228.645,"January 02, 26",0.00697,,,,,
2025-12-31,230.28,231.14,228.75,228.75,228.75,436461,436461,-1.53,-0.66441,229.73,"December 31, 25",-0.0066441,,,,,
2025-12-30,228.33,232.6,227.4,231.07,231.07,789312,789312,2.74,1.2,229.85,"December 30, 25",0.012,,,,,
2025-12-29,231.17,232.3,228.19,229.33,229.33,734000,734000,-1.84,-0.79595,230.2475,"December 29, 25",-0.0079595,,,,,
2025-12-26,231,233.8,230.77,232.49,232.49,431100,431100,1.49,0.64502,232.015,"December 26, 25",0.0064502,,,,,
2025-12-24,230.35,233.03,228.51,231.24,231.24,407600,407600,0.89,0.38637,230.7825,"December 24, 25",0.0038637,,,,,
2025-12-23,233.44,234.31,229.9,230.55,230.55,675954,675954,-2.89,-1.24,232.05,"December 23, 25",-0.0124,,,,,
2025-12-22,231.68,234,231.06,232.3,232.3,665472,665472,0.62,0.26761,232.26,"December 22, 25",0.0026761,,,,,
2025-12-19,236.25,236.25,231.57,232.01,232.01,1100687,1100687,-4.24,-1.79,234.02,"December 19, 25",-0.0179,,,,,
2025-12-18,237.56,241.26,233.71,236.36,236.36,914164,914164,-1.2,-0.50514,237.2225,"December 18, 25",-0.0050514,,,,,
2025-12-17,236,238.73,234.37,236.28,236.28,538817,538817,0.28,0.11864,236.345,"December 17, 25",0.0011864,,,,,
2025-12-16,238.57,239.6,234.37,236.67,236.67,545750,545750,-1.9,-0.79641,237.3025,"December 16, 25",-0.0079641,,,,,
2025-12-15,242.37,244,236.77,238.34,238.34,661100,661100,-4.03,-1.66,240.37,"December 15, 25",-0.0166,,,,,
2025-12-12,241.69,245.22,239.4,240.27,240.27,486318,486318,-1.42,-0.58753,241.645,"December 12, 25",-0.0058753,,,,,
2025-12-11,241.5,246.13,239.93,240.29,240.29,578902,578902,-1.21,-0.50104,241.9625,"December 11, 25",-0.0050104,,,,,
2025-12-10,234.11,241.61,233.48,240.58,240.58,690212,690212,6.47,2.76,237.445,"December 10, 25",0.0276,,,,,
2025-12-09,236.12,237.34,232.83,233.31,233.31,726600,726600,-2.81,-1.19,234.9,"December 09, 25",-0.0119,,,,,
2025-12-08,240.44,240.44,234.7,236.92,236.92,538928,538928,-3.52,-1.46,238.125,"December 08, 25",-0.0146,,,,,
2025-12-05,241.16,243.56,238.53,239.52,239.52,677505,677505,-1.64,-0.68005,240.6925,"December 05, 25",-0.0068005,,,,,
2025-12-04,246.37,248.05,240.83,241.92,241.92,519416,519416,-4.45,-1.81,244.2925,"December 04, 25",-0.0181,,,,,
2025-12-03,246.13,251.73,245.48,245.98,245.98,524721,524721,-0.15,-0.0609434,247.33,"December 03, 25",-0.000609434,,,,,
2025-12-02,244.5,247.34,241.26,244.73,244.73,709105,709105,0.235,0.09406953,244.4575,"December 02, 25",0.0009406953,,,,,
2025-12-01,240.51,248.39,240.31,243.37,243.37,594891,594891,2.86,1.19,243.145,"December 01, 25",0.0119,,,,,
2025-11-28,246.31,246.4,243.34,243.6,243.6,202900,202900,-2.71,-1.1,244.9125,"November 28, 25",-0.011,,,,,
2025-11-26,242.99,246.39,241.71,244.27,244.27,477728,477728,1.28,0.52677,243.84,"November 26, 25",0.0052677,,,,,
2025-11-25,238.82,246.12,238.51,243.89,243.89,813805,813805,5.07,2.12,241.835,"November 25, 25",0.0212,,,,,
2025-11-24,238.88,240.31,235.17,236.71,236.71,3865600,3865600,-2.17,-0.90841,237.7675,"November 24, 25",-0.0090841,,,,,
2025-11-21,232.34,243.42,229.81,239.98,239.98,914309,914309,7.64,3.29,236.3875,"November 21, 25",0.0329,,,,,
2025-11-20,235.05,237.17,229.63,230.21,230.21,812480,812480,-4.84,-2.06,233.015,"November 20, 25",-0.0206,,,,,
2025-11-19,240.24,241.83,231.53,233.88,233.88,939980,939980,-6.36,-2.65,236.87,"November 19, 25",-0.0265,,,,,
2025-11-18,235.01,241.81,233.06,240.24,240.24,990775,990775,5.23,2.23,237.53,"November 18, 25",0.0223,,,,,
2025-11-17,242.83,244.99,237.25,237.84,237.84,796322,796322,-4.99,-2.05,240.7275,"November 17, 25",-0.0205,,,,,
2025-11-14,244.94,246.78,241.9,242.32,242.32,658838,658838,-2.62,-1.07,243.985,"November 14, 25",-0.0107,,,,,
2025-11-13,248.87,252.64,244.63,245.93,245.93,1210730,1210730,-2.94,-1.18,248.0175,"November 13, 25",-0.0118,,,,,
2025-11-12,253.71,255.66,249.39,250.54,250.54,665204,665204,-3.17,-1.25,252.325,"November 12, 25",-0.0125,2025-11-12,1.25,1.25,2025-11-26,2025-10-29
2025-11-11,250.87,255.23,248.17,254.31,253.06,700144,700144,3.44,1.37,252.145,"November 11, 25",0.0137,,,,,
2025-11-10,251.85,252.1,247.56,248.86,247.64,692210,692210,-2.99,-1.19,250.0925,"November 10, 25",-0.0119,,,,,
2025-11-07,247.94,252.81,245.25,252.01,250.77,1065753,1065753,4.07,1.64,249.5025,"November 07, 25",0.0164,,,,,
2025-11-06,253.02,254.02,242.1,248.37,247.15,1721945,1721945,-4.65,-1.84,249.3775,"November 06, 25",-0.0184,,,,,
2025-11-05,257.36,257.39,250.85,253.03,251.79,1399945,1399945,-4.33,-1.68,254.6575,"November 05, 25",-0.0168,,,,,
2025-11-04,259.37,259.48,254.83,258,256.73,840975,840975,-1.37,-0.5282,257.92,"November 04, 25",-0.005282,,,,,
2025-11-03,267.1,267.51,258.63,259.48,258.2,856554,856554,-7.62,-2.85,263.18,"November 03, 25",-0.0285,,,,,
2025-10-31,277.05,277.05,266,267.06,265.75,1342660,1342660,-9.99,-3.61,271.79,"October 31, 25",-0.0361,,,,,
2025-10-30,282.97,284.98,276.5,277.2,275.84,632009,632009,-5.77,-2.04,280.4125,"October 30, 25",-0.0204,,,,,
2025-10-29,286.51,290.02,282.62,283.55,282.16,838300,838300,-2.96,-1.03,285.675,"October 29, 25",-0.0103,,,,,
2025-10-28,291.44,293.27,286.52,286.95,285.54,498442,498442,-4.49,-1.54,289.545,"October 28, 25",-0.0154,,,,,
2025-10-27,295.85,297.5,289.73,293.56,292.12,576517,576517,-2.29,-0.77404,294.16,"October 27, 25",-0.0077404,,,,,
2025-10-24,300.45,301.69,292.74,293.75,292.31,759300,759300,-6.7,-2.23,297.1575,"October 24, 25",-0.0223,,,,,
2025-10-23,297.55,303.4,290.23,300.31,298.83,1120337,1120337,2.76,0.92758,297.8725,"October 23, 25",0.0092758,,,,,
2025-10-22,300.78,303.69,296.34,297.59,296.13,981632,981632,-3.19,-1.06,299.6,"October 22, 25",-0.0106,,,,,
2025-10-21,294.95,305.63,293.6,302.63,301.14,797842,797842,7.68,2.6,299.2025,"October 21, 25",0.026,,,,,
2025-10-20,290.73,297.15,290.58,294.07,292.62,599800,599800,3.34,1.15,293.1325,"October 20, 25",0.0115,,,,,
2025-10-17,289.12,293.01,287.75,290.21,288.78,663944,663944,1.09,0.37701,290.0225,"October 17, 25",0.0037701,,,,,
2025-10-16,291.5,291.51,287.45,290.17,288.74,628635,628635,-1.33,-0.45626,290.1575,"October 16, 25",-0.0045626,,,,,
2025-10-15,289.96,296.95,287.19,290.44,289.01,571700,571700,0.48,0.16554,291.135,"October 15, 25",0.0016554,,,,,
2025-10-14,288.64,299.51,288.36,295.46,294.01,574426,574426,6.82,2.36,292.9925,"October 14, 25",0.0236,,,,,
2025-10-13,291.55,293.74,288,291.73,290.29,467156,467156,0.18,0.06173898,291.255,"October 13, 25",0.0006173898,,,,,
2025-10-10,296.79,298.67,289.11,289.91,288.48,602862,602862,-6.88,-2.32,293.62,"October 10, 25",-0.0232,,,,,
2025-10-09,301.14,301.14,295.28,296.24,294.78,392100,392100,-4.9,-1.63,298.45,"October 09, 25",-0.0163,,,,,
2025-10-08,300.04,303.08,297.6,301.72,300.24,510409,510409,1.68,0.55993,300.61,"October 08, 25",0.0055993,,,,,
2025-10-07,306.37,306.89,300.37,301.09,299.61,366100,366100,-5.28,-1.72,303.68,"October 07, 25",-0.0172,,,,,
2025-10-06,310.42,310.99,304.86,307.29,305.78,520678,520678,-3.13,-1.01,308.39,"October 06, 25",-0.0101,,,,,
2025-10-03,311.98,313.75,308.91,309.61,308.09,319800,319800,-2.37,-0.75966,311.0625,"October 03, 25",-0.0075966,,,,,
2025-10-02,308.26,312.4,306.72,312.05,310.51,296016,296016,3.79,1.23,309.8575,"October 02, 25",0.0123,,,,,
2025-10-01,309.47,312.88,307.99,309.18,307.66,380231,380231,-0.29,-0.0937086,309.88,"October 01, 25",-0.000937086,,,,,
2025-09-30,309.59,310.89,306.12,310.07,308.54,392200,392200,0.48,0.15504,309.1675,"September 30, 25",0.0015504,,,,,
2025-09-29,308.28,311.8,304.43,310.9,309.37,636455,636455,2.62,0.84988,308.8525,"September 29, 25",0.0084988,,,,,
2025-09-26,305.21,308.78,304.61,305.86,304.36,439917,439917,0.65,0.21297,306.115,"September 26, 25",0.0021297,,,,,
2025-09-25,308.75,311.17,303.4,305.08,303.58,458709,458709,-3.67,-1.19,307.1,"September 25, 25",-0.0119,,,,,
2025-09-24,312,314.53,310.59,310.71,309.18,384104,384104,-1.29,-0.41346,311.9575,"September 24, 25",-0.0041346,,,,,
2025-09-23,312.23,314.52,309,312.94,311.4,467735,467735,0.71,0.2274,312.1725,"September 23, 25",0.002274,,,,,
2025-09-22,316,316,309,312.63,311.09,497638,497638,-3.37,-1.07,313.4075,"September 22, 25",-0.0107,,,,,
2025-09-19,325.12,325.57,316.88,317.92,316.36,1986000,1986000,-7.2,-2.21,321.3725,"September 19, 25",-0.0221,,,,,
2025-09-18,323.51,327.46,321.71,325.12,323.52,455932,455932,1.61,0.49767,324.45,"September 18, 25",0.0049767,,,,,
2025-09-17,329.18,336.15,321.5,323.33,321.74,533748,533748,-5.85,-1.78,327.54,"September 17, 25",-0.0178,,,,,
2025-09-16,327.41,329.54,323.35,328.28,326.66,380739,380739,0.87,0.26572,327.145,"September 16, 25",0.0026572,,,,,
2025-09-15,325.84,326.29,320.61,324.78,323.18,401000,401000,-1.06,-0.32531,324.38,"September 15, 25",-0.0032531,,,,,
2025-09-12,327.99,329.46,324.65,325.98,324.38,413100,413100,-2.01,-0.61282,327.02,"September 12, 25",-0.0061282,,,,,
2025-09-11,320.27,330.65,318.34,329.8,328.18,425886,425886,9.53,2.98,324.765,"September 11, 25",0.0298,,,,,
2025-09-10,320.46,322.41,317.98,319.15,317.58,369400,369400,-1.31,-0.40879,320,"September 10, 25",-0.0040879,,,,,
2025-09-09,330.95,330.95,319.4,321.87,320.29,492241,492241,-9.08,-2.74,325.7925,"September 09, 25",-0.0274,,,,,
2025-09-08,331.58,334.44,325.4,333.62,331.98,653607,653607,2.04,0.61524,331.26,"September 08, 25",0.0061524,,,,,
2025-09-05,319.21,334.6,317.41,333.09,331.45,988558,988558,13.88,4.35,326.0775,"September 05, 25",0.0435,,,,,
2025-09-04,305.3,317.15,304.76,315.8,314.25,493122,493122,10.5,3.44,310.7525,"September 04, 25",0.0344,,,,,
2025-09-03,303.85,304.99,299.99,304.74,303.24,449803,449803,0.89,0.29291,303.3925,"September 03, 25",0.0029291,,,,,
2025-09-02,306.45,308,303.4,305.07,303.57,321031,321031,-1.38,-0.45032,305.73,"September 02, 25",-0.0045032,,,,,
2025-08-29,316.04,317.55,310.15,310.71,309.18,441200,441200,-5.33,-1.69,313.6125,"August 29, 25",-0.0169,,,,,
2025-08-28,318.08,319.04,312.13,314.97,313.42,365149,365149,-3.11,-0.97774,316.055,"August 28, 25",-0.0097774,,,,,
2025-08-27,316.45,321.05,315.99,317.85,316.29,301331,301331,1.4,0.44241,317.835,"August 27, 25",0.0044241,,,,,
2025-08-26,320.38,322.01,317.71,318.38,316.81,527300,527300,-2,-0.62426,319.62,"August 26, 25",-0.0062426,,,,,
2025-08-25,321.97,322.56,318.43,321.43,319.85,374729,374729,-0.54,-0.16772,321.0975,"August 25, 25",-0.0016772,,,,,
2025-08-22,309.77,328.29,308.78,323.73,322.14,736600,736600,13.96,4.51,317.6425,"August 22, 25",0.0451,,,,,
2025-08-21,312.02,312.02,306.04,308.63,307.11,511858,511858,-3.39,-1.09,309.6775,"August 21, 25",-0.0109,,,,,
2025-08-20,323.9,326.15,314.43,314.95,313.4,482112,482112,-8.95,-2.76,319.8575,"August 20, 25",-0.0276,,,,,
2025-08-19,318.42,328.76,317.45,324.78,323.18,497264,497264,6.36,2,322.3525,"August 19, 25",0.02,,,,,
2025-08-18,321.75,322.92,315.79,316.08,314.52,440822,440822,-5.67,-1.76,319.135,"August 18, 25",-0.0176,,,,,
2025-08-15,331.47,333.95,320,321.75,320.17,870436,870436,-9.72,-2.93,326.7925,"August 15, 25",-0.0293,,,,,
2025-08-14,324.09,328.67,320.47,326.09,324.49,611258,611258,2,0.61711,324.83,"August 14, 25",0.0061711,2025-08-14,1.25,1.25,2025-08-28,2025-07-30
2025-08-13,313.98,331.23,313.96,330.73,327.86,470287,470287,16.75,5.33,322.475,"August 13, 25",0.0533,,,,,
2025-08-12,306.93,313.49,306.51,312.85,310.13,319300,319300,5.92,1.93,309.945,"August 12, 25",0.0193,,,,,
2025-08-11,305.12,308.83,301.24,306.65,303.99,365614,365614,1.53,0.50144,305.46,"August 11, 25",0.0050144,,,,,
2025-08-08,308.2,311.52,305.09,305.68,303.03,329900,329900,-2.52,-0.81765,307.6225,"August 08, 25",-0.0081765,,,,,
2025-08-07,311.96,313.48,307.44,308.64,305.96,247619,247619,-3.32,-1.06,310.38,"August 07, 25",-0.0106,,,,,
2025-08-06,311.98,312.1,309,309.56,306.87,236639,236639,-2.42,-0.77569,310.66,"August 06, 25",-0.0077569,,,,,
2025-08-05,309.49,313.15,307.65,311.98,309.27,307069,307069,2.49,0.80455,310.5675,"August 05, 25",0.0080455,,,,,
2025-08-04,308.86,311.89,306.9,309.81,307.12,426401,426401,0.95,0.30758,309.365,"August 04, 25",0.0030758,,,,,
2025-08-01,307.36,311.65,303.85,308.67,305.99,493300,493300,1.31,0.42621,307.8825,"August 01, 25",0.0042621,,,,,
2025-07-31,308.58,313.59,305.57,308.14,305.47,446343,446343,-0.44,-0.14259,308.97,"July 31, 25",-0.0014259,,,,,
2025-07-30,316.89,318.19,309.07,312.24,309.53,454533,454533,-4.65,-1.47,314.0975,"July 30, 25",-0.0147,,,,,
2025-07-29,322.09,322.94,315.54,316.48,313.73,508900,508900,-5.61,-1.74,319.2625,"July 29, 25",-0.0174,,,,,
2025-07-28,323.43,326.66,320.09,321.48,318.69,561414,561414,-1.95,-0.60291,322.915,"July 28, 25",-0.0060291,,,,,
2025-07-25,324.82,327.43,320.39,324.9,322.08,755700,755700,0.08,0.02462903,324.385,"July 25, 25",0.0002462903,,,,,
2025-07-24,345,345,320,326.34,323.51,1112500,1112500,-18.66,-5.41,334.085,"July 24, 25",-0.0541,,,,,
2025-07-23,316.7,319.61,314.86,316.85,314.1,892437,892437,0.15,0.04736344,317.005,"July 23, 25",0.0004736344,,,,,
2025-07-22,301.56,315.75,301.3,314.66,311.93,690800,690800,13.1,4.34,308.3175,"July 22, 25",0.0434,,,,,
2025-07-21,299.6,304.42,298.61,298.99,296.39,446223,446223,-0.61,-0.2036,300.405,"July 21, 25",-0.002036,,,,,
2025-07-18,301.82,302.88,297,298.86,296.27,688300,688300,-2.96,-0.98072,300.14,"July 18, 25",-0.0098072,,,,,
2025-07-17,294.17,300.94,293.53,298.81,296.22,692744,692744,4.64,1.58,296.8625,"July 17, 25",0.0158,,,,,
2025-07-16,292.59,294.45,286.24,292.66,290.12,634024,634024,0.07,0.02392426,291.485,"July 16, 25",0.0002392426,,,,,
2025-07-15,301.18,303.5,291.86,292.13,289.59,565524,565524,-9.05,-3,297.1675,"July 15, 25",-0.03,,,,,
2025-07-14,304.07,307.42,297.9,301.18,298.57,593911,593911,-2.89,-0.95044,302.6425,"July 14, 25",-0.0095044,,,,,
2025-07-11,309.83,310.04,304.68,306.32,303.66,435900,435900,-3.51,-1.13,307.7175,"July 11, 25",-0.0113,,,,,
2025-07-10,306.97,316.37,306.44,311.3,308.6,536900,536900,4.33,1.41,310.27,"July 10, 25",0.0141,,,,,
2025-07-09,302.74,308.99,302.35,308.46,305.78,733444,733444,5.72,1.89,305.635,"July 09, 25",0.0189,,,,,
2025-07-08,296.18,305.58,295.33,302.64,300.01,577179,577179,6.46,2.18,299.9325,"July 08, 25",0.0218,,,,,
2025-07-07,300,302.92,294.49,296.18,293.61,446906,446906,-3.82,-1.27,298.3975,"July 07, 25",-0.0127,,,,,
2025-07-03,302.76,303.62,297,302.02,299.4,522026,522026,-0.74,-0.24442,301.35,"July 03, 25",-0.0024442,,,,,
2025-07-02,304.83,306.08,299.82,302.67,300.04,704047,704047,-2.16,-0.70859,303.35,"July 02, 25",-0.0070859,,,,,
2025-07-01,291.29,312.14,289.49,304.18,301.54,806746,806746,12.89,4.43,299.275,"July 01, 25",0.0443,,,,,
2025-06-30,292.58,292.9,286,291.48,288.95,1106345,1106345,-1.1,-0.37597,290.74,"June 30, 25",-0.0037597,,,,,
2025-06-27,295.62,297.89,291.54,292.77,290.23,2177501,2177501,-2.86,-0.96408,294.455,"June 27, 25",-0.0096408,,,,,
2025-06-26,298.75,298.75,290.98,294.26,291.71,836267,836267,-4.49,-1.5,295.685,"June 26, 25",-0.015,,,,,
2025-06-25,300.5,302.34,296,298.17,295.58,551728,551728,-2.33,-0.77537,299.2525,"June 25, 25",-0.0077537,,,,,
2025-06-24,296.25,301.71,289.26,300.74,298.13,742152,742152,4.49,1.52,296.99,"June 24, 25",0.0152,,,,,
2025-06-23,288.25,294.1,286.15,293.96,291.41,425340,425340,5.71,1.98,290.615,"June 23, 25",0.0198,,,,,
2025-06-20,288.4,289.08,285.94,288.52,286.02,714021,714021,0.12,0.04160888,287.985,"June 20, 25",0.0004160888,,,,,
2025-06-18,285.67,289.48,284.73,285,282.53,481170,481170,-0.67,-0.23454,286.22,"June 18, 25",-0.0023454,,,,,
2025-06-17,287.86,290.38,282.22,285.5,283.02,724680,724680,-2.36,-0.81984,286.49,"June 17, 25",-0.0081984,,,,,
2025-06-16,292,292.91,287.67,290.47,287.95,669215,669215,-1.53,-0.52397,290.7625,"June 16, 25",-0.0052397,,,,,
2025-06-13,291.81,295.41,287.06,288.9,286.39,550642,550642,-2.91,-0.99722,290.795,"June 13, 25",-0.0099722,,,,,
2025-06-12,299.85,300.21,295.18,295.83,293.26,576100,576100,-4.02,-1.34,297.7675,"June 12, 25",-0.0134,,,,,
2025-06-11,307.87,308.19,299.73,299.98,297.38,556828,556828,-7.89,-2.56,303.9425,"June 11, 25",-0.0256,,,,,
2025-06-10,302.65,307.98,299.8,306.31,303.65,541749,541749,3.67,1.21,304.185,"June 10, 25",0.0121,,,,,
2025-06-09,298.16,301,294.47,298.25,295.66,891200,891200,0.09,0.03018514,297.97,"June 09, 25",0.0003018514,,,,,
2025-06-06,310.12,310.12,294.54,297.08,294.5,967703,967703,-13.04,-4.2,302.965,"June 06, 25",-0.042,,,,,
2025-06-05,309.55,311.51,305.82,308.45,305.77,635226,635226,-1.1,-0.35535,308.8325,"June 05, 25",-0.0035535,,,,,
2025-06-04,305.09,311.02,304.51,309.42,306.73,334800,334800,4.33,1.42,307.51,"June 04, 25",0.0142,,,,,
2025-06-03,299.45,306.54,298.1,305.35,302.7,554106,554106,5.9,1.97,302.36,"June 03, 25",0.0197,,,,,
2025-06-02,299.28,301.37,295.7,300,297.4,616348,616348,0.72,0.24058,299.0875,"June 02, 25",0.0024058,,,,,
2025-05-30,298.4,301.87,297,300.59,297.98,749501,749501,2.19,0.73391,299.465,"May 30, 25",0.0073391,,,,,
2025-05-29,301.18,303.48,297.3,300.79,298.18,420365,420365,-0.39,-0.12949,300.6875,"May 29, 25",-0.0012949,,,,,
2025-05-28,302.03,302.03,297.5,298.96,296.37,531245,531245,-3.07,-1.02,300.13,"May 28, 25",-0.0102,,,,,
2025-05-27,305.4,306.37,298.7,301.53,298.91,633523,633523,-3.87,-1.27,303,"May 27, 25",-0.0127,,,,,
2025-05-23,299.09,303.38,299.09,302.29,299.67,363877,363877,3.2,1.07,300.9625,"May 23, 25",0.0107,,,,,
2025-05-22,301.23,304.74,297.39,303.47,300.84,375630,375630,2.24,0.74362,301.7075,"May 22, 25",0.0074362,,,,,
2025-05-21,310.86,310.86,301.37,302.76,300.13,678808,678808,-8.1,-2.61,306.4625,"May 21, 25",-0.0261,,,,,
2025-05-20,321.33,321.73,312.9,314.45,311.72,421029,421029,-6.88,-2.14,317.6025,"May 20, 25",-0.0214,,,,,
2025-05-19,316.48,324.42,315.01,322.45,319.65,998859,998859,5.97,1.89,319.59,"May 19, 25",0.0189,,,,,
2025-05-16,320,321.95,315,320.82,318.04,825606,825606,0.82,0.25625,319.4425,"May 16, 25",0.0025625,,,,,
2025-05-15,308.68,313.79,304.68,313.53,310.81,463100,463100,4.85,1.57,310.17,"May 15, 25",0.0157,2025-05-15,1.25,1.25,2025-05-29,2025-04-30
2025-05-14,312.52,314.93,308.81,309.02,305.1,442422,442422,-3.5,-1.12,311.32,"May 14, 25",-0.0112,,,,,
2025-05-13,320,321.66,313.41,313.84,309.86,404033,404033,-6.16,-1.93,317.2275,"May 13, 25",-0.0193,,,,,
2025-05-12,313.49,319.62,311.5,319.02,314.97,721107,721107,5.53,1.76,315.9075,"May 12, 25",0.0176,,,,,
2025-05-09,301.83,303.98,298.18,301.92,298.09,391500,391500,0.09,0.02981811,301.4775,"May 09, 25",0.0002981811,,,,,
2025-05-08,299.53,305.03,297.45,301.64,297.81,367000,367000,2.11,0.70444,300.9125,"May 08, 25",0.0070444,,,,,
2025-05-07,295.34,298.25,293.79,295.79,292.04,473101,473101,0.45,0.15237,295.7925,"May 07, 25",0.0015237,,,,,
2025-05-06,304.2,305.17,295.04,295.34,291.59,472409,472409,-8.86,-2.91,299.9375,"May 06, 25",-0.0291,,,,,
2025-05-05,304.88,309.49,303.29,306.24,302.35,549013,549013,1.36,0.44608,305.975,"May 05, 25",0.0044608,,,,,
2025-05-02,299.02,307.13,298.17,306.69,302.8,365845,365845,7.67,2.57,302.7525,"May 02, 25",0.0257,,,,,
2025-05-01,292.98,299.65,291.19,296.35,292.59,577800,577800,3.37,1.15,295.0425,"May 01, 25",0.0115,,,,,
2025-04-30,290.43,293.9,286.42,293.14,289.42,631600,631600,2.71,0.9331,290.9725,"April 30, 25",0.009331,,,,,
2025-04-29,289.32,296.23,289.32,293.9,290.17,501200,501200,4.58,1.58,292.1925,"April 29, 25",0.0158,,,,,
2025-04-28,291.79,298.56,289.22,291.33,287.63,515600,515600,-0.46,-0.15765,292.725,"April 28, 25",-0.0015765,,,,,
2025-04-25,288.88,291.88,284.38,291.59,287.89,824200,824200,2.71,0.93811,289.1825,"April 25, 25",0.0093811,,,,,
2025-04-24,312.88,314.04,285.5,288.7,285.04,1339076,1339076,-24.18,-7.73,300.28,"April 24, 25",-0.0773,,,,,
2025-04-23,311.65,318.4,307.19,309.31,305.38,500040,500040,-2.34,-0.75084,311.6375,"April 23, 25",-0.0075084,,,,,
2025-04-22,301.33,309.42,300.77,306.68,302.79,428000,428000,5.35,1.78,304.55,"April 22, 25",0.0178,,,,,
2025-04-21,303.45,303.45,293.11,296.56,292.8,460900,460900,-6.89,-2.27,299.1425,"April 21, 25",-0.0227,,,,,
2025-04-17,303.01,309.04,303.01,306.25,302.36,508500,508500,3.24,1.07,305.3275,"April 17, 25",0.0107,,,,,
2025-04-16,307,308.96,297.44,301.35,297.53,441719,441719,-5.65,-1.84,303.6875,"April 16, 25",-0.0184,,,,,
2025-04-15,311.27,314.25,305.45,306.96,303.06,244364,244364,-4.31,-1.38,309.4825,"April 15, 25",-0.0138,,,,,
2025-04-14,313.26,316.63,308.66,311.55,307.6,258212,258212,-1.71,-0.54587,312.525,"April 14, 25",-0.0054587,,,,,
2025-04-11,303.45,311.97,299.32,311.27,307.32,411900,411900,7.82,2.58,306.5025,"April 11, 25",0.0258,,,,,
2025-04-10,307.63,308.27,294.35,305.3,301.43,563900,563900,-2.33,-0.7574,303.8875,"April 10, 25",-0.007574,,,,,
2025-04-09,288.99,315.33,284.27,313.56,309.58,693800,693800,24.57,8.5,300.5375,"April 09, 25",0.085,,,,,
2025-04-08,310.07,312.92,285.91,290.96,287.27,621170,621170,-19.11,-6.16,299.965,"April 08, 25",-0.0616,,,,,
2025-04-07,308.77,317.87,297.27,303.08,299.23,871500,871500,-5.69,-1.84,306.7475,"April 07, 25",-0.0184,,,,,
2025-04-04,314.99,320.06,301.43,315.05,311.05,789938,789938,0.06,0.01904822,312.8825,"April 04, 25",0.0001904822,,,,,
2025-04-03,315.76,317.35,309.74,313.85,309.87,958640,958640,-1.91,-0.60489,314.175,"April 03, 25",-0.0060489,,,,,
2025-04-02,315.65,326.7,315.65,325.66,321.53,341221,341221,10.01,3.17,320.915,"April 02, 25",0.0317,,,,,
2025-04-01,316.54,321.21,315.58,318.13,314.09,382700,382700,1.59,0.50231,317.865,"April 01, 25",0.0050231,,,,,
2025-03-31,312.29,320.67,311.45,318.35,314.31,339400,339400,6.06,1.94,315.69,"March 31, 25",0.0194,,,,,
2025-03-28,325.46,325.46,314.68,314.92,310.92,271500,271500,-10.54,-3.24,320.13,"March 28, 25",-0.0324,,,,,
2025-03-27,326.74,328.02,321.18,324.18,320.07,333066,333066,-2.56,-0.7835,325.03,"March 27, 25",-0.007835,,,,,
2025-03-26,325.55,328.36,323.71,326.93,322.78,308523,308523,1.38,0.4239,326.1375,"March 26, 25",0.004239,,,,,
2025-03-25,324.12,329.57,322.76,325.63,321.5,364730,364730,1.51,0.46588,325.52,"March 25, 25",0.0046588,,,,,
2025-03-24,323.21,328.22,322.39,325.94,321.8,307000,307000,2.73,0.84465,324.94,"March 24, 25",0.0084465,,,,,
2025-03-21,320.27,320.55,316.34,320.14,316.08,443302,443302,-0.13,-0.04059075,319.325,"March 21, 25",-0.0004059075,,,,,
2025-03-20,322.5,326.88,320.2,320.34,316.27,411500,411500,-2.16,-0.66977,322.48,"March 20, 25",-0.0066977,,,,,
2025-03-19,324.15,328.01,319.86,322.22,318.13,358300,358300,-1.93,-0.5954,323.56,"March 19, 25",-0.005954,,,,,
2025-03-18,324.66,328,323.13,325,320.88,349100,349100,0.34,0.10472,325.1975,"March 18, 25",0.0010472,,,,,
2025-03-17,325.4,331.43,323.44,327.06,322.91,393307,393307,1.66,0.51014,326.8325,"March 17, 25",0.0051014,,,,,
2025-03-14,325.1,328.08,322.64,327.21,323.06,268869,268869,2.11,0.64903,325.7575,"March 14, 25",0.0064903,,,,,
2025-03-13,332.25,334.86,320.21,320.75,316.68,396353,396353,-11.5,-3.46,327.0175,"March 13, 25",-0.0346,,,,,
2025-03-12,343.12,343.2,333.15,333.34,329.11,378900,378900,-9.78,-2.85,338.2025,"March 12, 25",-0.0285,2025-05-15,1.2,1.2,2025-05-29,2025-04-30
2025-03-11,363.21,364.71,342.08,343.56,338.02,367211,367211,-19.65,-5.41,353.39,"March 11, 25",-0.0541,,,,,
2025-03-10,364.31,374.74,362.66,364.12,358.25,712975,712975,-0.19,-0.05215339,366.4575,"March 10, 25",-0.0005215339,,,,,
2025-03-07,357.03,365.69,352.85,364.31,358.43,547400,547400,7.28,2.04,359.97,"March 07, 25",0.0204,,,,,
2025-03-06,343.56,358.28,341.39,357.03,351.27,818500,818500,13.47,3.92,350.065,"March 06, 25",0.0392,,,,,
2025-03-05,338.79,344.53,337.32,343.92,338.37,340400,340400,5.13,1.51,341.14,"March 05, 25",0.0151,,,,,
