date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,declarationDate,dividend,paymentDate,adjDividend
2025-03-25,1897,1925,1893.28,1919.64,1919.64,142984,142984,22.64,1.19,1908.73,"March 25, 25",0.0119,,,,,
2025-03-24,1886.54,1906.92,1879.15,1897.66,1897.66,166036,166036,11.12,0.58944,1892.5675,"March 24, 25",0.0058944,,,,,
2025-03-21,1841.84,1859.7,1818.35,1853.29,1853.29,216000,216000,11.45,0.62166,1843.295,"March 21, 25",0.0062166,,,,,
2025-03-20,1849.96,1880.09,1849.09,1853.46,1853.46,141542,141542,3.5,0.18919,1858.15,"March 20, 25",0.0018919,,,,,
2025-03-19,1827.43,1885.47,1824.93,1872.99,1872.99,154320,154320,45.56,2.49,1852.705,"March 19, 25",0.0249,,,,,
2025-03-18,1836.77,1851.44,1794.07,1813.61,1813.61,131345,131345,-23.16,-1.26,1823.9725,"March 18, 25",-0.0126,,,,,
2025-03-17,1797.89,1872.31,1797.89,1845.85,1845.85,200600,200600,47.96,2.67,1828.485,"March 17, 25",0.0267,,,,,
2025-03-14,1759,1814.68,1757.53,1799.9,1799.9,145900,145900,40.9,2.33,1782.7775,"March 14, 25",0.0233,,,,,
2025-03-13,1770,1770,1720.58,1743.54,1743.54,159300,159300,-26.46,-1.49,1751.03,"March 13, 25",-0.0149,,,,,
2025-03-12,1756.02,1792.16,1731.41,1779,1779,266036,266036,22.98,1.31,1764.6475,"March 12, 25",0.0131,,,,,
2025-03-11,1695.35,1751.37,1676.86,1722.85,1722.85,280418,280418,27.5,1.62,1711.6075,"March 11, 25",0.0162,,,,,
2025-03-10,1790.61,1790.61,1688.8,1695.35,1695.35,279057,279057,-95.26,-5.32,1741.3425,"March 10, 25",-0.0532,,,,,
2025-03-07,1819.61,1859.76,1767.2,1834.13,1834.13,213628,213628,14.52,0.79797,1820.175,"March 07, 25",0.0079797,,,,,
2025-03-06,1833.73,1874.65,1809.85,1816.51,1816.51,183306,183306,-17.22,-0.93907,1833.685,"March 06, 25",-0.0093907,,,,,
2025-03-05,1870.8,1887.36,1856.52,1873.01,1873.01,196918,196918,2.21,0.11813,1871.9225,"March 05, 25",0.0011813,,,,,
2025-03-04,1848.59,1919.6,1846.05,1871.03,1871.03,247500,247500,22.44,1.21,1871.3175,"March 04, 25",0.0121,,,,,
2025-03-03,1890.06,1914.5,1851.82,1864.88,1864.88,215210,215210,-25.18,-1.33,1880.315,"March 03, 25",-0.0133,,,,,
2025-02-28,1832.9,1886.35,1832.9,1886.35,1886.35,248509,248509,53.45,2.92,1859.625,"February 28, 25",0.0292,,,,,
2025-02-27,1870,1895.31,1827.58,1836.18,1836.18,149600,149600,-33.82,-1.81,1857.2675,"February 27, 25",-0.0181,,,,,
2025-02-26,1875,1924.32,1862.66,1869.97,1869.97,223043,223043,-5.03,-0.26827,1882.9875,"February 26, 25",-0.0026827,,,,,
2025-02-25,1729.67,1822.95,1715.27,1816.76,1816.76,251706,251706,87.09,5.04,1771.1625,"February 25, 25",0.0504,,,,,
2025-02-24,1703.77,1740,1679.69,1732.2,1732.2,183919,183919,28.43,1.67,1713.915,"February 24, 25",0.0167,,,,,
2025-02-21,1724.4,1724.4,1687.2,1698.11,1698.11,157642,157642,-26.29,-1.52,1708.5275,"February 21, 25",-0.0152,,,,,
2025-02-20,1740.05,1744.52,1706.97,1725.54,1725.54,149400,149400,-14.51,-0.83388,1729.27,"February 20, 25",-0.0083388,,,,,
2025-02-19,1794.24,1794.24,1745.29,1755.26,1755.26,200400,200400,-38.98,-2.17,1772.2575,"February 19, 25",-0.0217,,,,,
2025-02-18,1789,1800.29,1770.57,1794.24,1794.24,124443,124443,5.24,0.2929,1788.525,"February 18, 25",0.002929,,,,,
2025-02-14,1800,1816.43,1789.44,1799.19,1799.19,99662,99662,-0.81,-0.045,1801.265,"February 14, 25",-0.00045,,,,,
2025-02-13,1785.08,1812.6,1761.46,1802.79,1802.79,149614,149614,17.71,0.99211,1790.4825,"February 13, 25",0.0099211,,,,,
2025-02-12,1772.31,1792.6,1755.62,1767.41,1767.41,212300,212300,-4.9,-0.27648,1771.985,"February 12, 25",-0.0027648,,,,,
2025-02-11,1861.27,1861.27,1790.16,1797.17,1797.17,194653,194653,-64.1,-3.44,1827.4675,"February 11, 25",-0.0344,,,,,
2025-02-10,1870,1875,1851.86,1857.35,1857.35,213752,213752,-12.65,-0.67647,1863.5525,"February 10, 25",-0.0067647,,,,,
2025-02-07,1888.68,1889.08,1813.13,1858.86,1858.86,179000,179000,-29.82,-1.58,1862.4375,"February 07, 25",-0.0158,,,,,
2025-02-06,1847.8,1892.2,1841.2,1887.3,1887.3,325323,325323,39.5,2.14,1867.125,"February 06, 25",0.0214,,,,,
2025-02-05,1649.34,1890.34,1610.4,1847.8,1847.8,660365,660365,198.46,12.03,1749.47,"February 05, 25",0.1203,,,,,
2025-02-04,1816.63,1829.67,1791.99,1809.7,1809.7,242400,242400,-6.93,-0.38148,1811.9975,"February 04, 25",-0.0038148,,,,,
2025-02-03,1832.42,1846.05,1794.2,1827.96,1827.96,266919,266919,-4.46,-0.24339,1825.1575,"February 03, 25",-0.0024339,,,,,
2025-01-31,1876.11,1903.79,1866.05,1873.56,1873.56,199166,199166,-2.55,-0.13592,1879.8775,"January 31, 25",-0.0013592,,,,,
2025-01-30,1872.69,1884.85,1859.52,1866.42,1866.42,120706,120706,-6.27,-0.33481,1870.87,"January 30, 25",-0.0033481,,,,,
2025-01-29,1850,1867.13,1837.11,1860.21,1860.21,179159,179159,10.21,0.55189,1853.6125,"January 29, 25",0.0055189,,,,,
2025-01-28,1830.51,1883.62,1820,1851.1,1851.1,214126,214126,20.59,1.12,1846.3075,"January 28, 25",0.0112,,,,,
2025-01-27,1802.02,1842.65,1787.57,1842.64,1842.64,275659,275659,40.62,2.25,1818.72,"January 27, 25",0.0225,,,,,
2025-01-24,1855.33,1865.12,1800.67,1814.85,1814.85,400791,400791,-40.48,-2.18,1833.9925,"January 24, 25",-0.0218,,,,,
2025-01-23,1880.32,1880.32,1831.23,1854.6,1854.6,405658,405658,-25.72,-1.37,1861.6175,"January 23, 25",-0.0137,,,,,
2025-01-22,1918.09,1918.09,1842.19,1880.32,1880.32,283200,283200,-37.77,-1.97,1889.6725,"January 22, 25",-0.0197,,,,,
2025-01-21,1910.04,1916.59,1876.89,1894.19,1894.19,381345,381345,-15.85,-0.82983,1899.4275,"January 21, 25",-0.0082983,,,,,
2025-01-17,2007.95,2007.95,1876.17,1900.54,1900.54,362520,362520,-107.41,-5.35,1948.1525,"January 17, 25",-0.0535,,,,,
2025-01-16,2034.69,2066.68,1963.54,1969.68,1969.68,197826,197826,-65.01,-3.2,2008.6475,"January 16, 25",-0.032,,,,,
2025-01-15,2016.97,2030.47,1983.35,2030.47,2030.47,238165,238165,13.5,0.66932,2015.315,"January 15, 25",0.0066932,,,,,
2025-01-14,1928.65,1961.56,1925.37,1949.53,1949.53,99500,99500,20.88,1.08,1941.2775,"January 14, 25",0.0108,,,,,
2025-01-13,1889.64,1915.35,1881.28,1911.98,1911.98,120578,120578,22.34,1.18,1899.5625,"January 13, 25",0.0118,,,,,
2025-01-10,1944.68,1944.68,1908,1917.63,1917.63,111501,111501,-27.05,-1.39,1928.7475,"January 10, 25",-0.0139,,,,,
2025-01-08,1925.25,1969.22,1924.48,1964.42,1964.42,165506,165506,39.17,2.03,1945.8425,"January 08, 25",0.0203,,,,,
2025-01-07,1968.01,1970.14,1923.42,1935.16,1935.16,139900,139900,-32.85,-1.67,1949.1825,"January 07, 25",-0.0167,,,,,
2025-01-06,1976.09,1980.05,1944.42,1968.01,1968.01,186427,186427,-8.08,-0.40889,1967.1425,"January 06, 25",-0.0040889,,,,,
2025-01-03,2003.11,2020,1958.95,1966.26,1966.26,197200,197200,-36.85,-1.84,1987.08,"January 03, 25",-0.0184,,,,,
2025-01-02,2005,2029,1985.19,1995.92,1995.92,160140,160140,-9.08,-0.45287,2003.7775,"January 02, 25",-0.0045287,,,,,
2024-12-31,2012.67,2012.67,1974.41,1990.93,1990.93,168427,168427,-21.74,-1.08,1997.67,"December 31, 24",-0.0108,,,,,
2024-12-30,2007.27,2031.5,1981,2013.65,2013.65,105200,105200,6.38,0.31784,2008.355,"December 30, 24",0.0031784,,,,,
2024-12-27,2054.29,2054.29,2017,2037.33,2037.33,103700,103700,-16.96,-0.82559,2040.7275,"December 27, 24",-0.0082559,,,,,
2024-12-26,2093.45,2093.45,2058.19,2062.71,2062.71,129146,129146,-30.74,-1.47,2076.95,"December 26, 24",-0.0147,,,,,
2024-12-24,2086.72,2105.2,2083.07,2104.99,2104.99,39400,39400,18.27,0.87554,2094.995,"December 24, 24",0.0087554,,,,,
2024-12-23,2080.12,2091.32,2059.6,2080.43,2080.43,71846,71846,0.31,0.01490299,2077.8675,"December 23, 24",0.0001490299,,,,,
2024-12-20,2030,2090.98,2030,2090.98,2090.98,298700,298700,60.98,3,2060.49,"December 20, 24",0.03,,,,,
2024-12-19,2055.14,2091.96,2036.65,2044.89,2044.89,223017,223017,-10.25,-0.49875,2057.16,"December 19, 24",-0.0049875,,,,,
2024-12-18,2146.06,2146.06,2044.46,2051.1,2051.1,192783,192783,-94.96,-4.42,2096.92,"December 18, 24",-0.0442,,,,,
2024-12-17,2154.78,2166.61,2132.73,2138.18,2138.18,233956,233956,-16.6,-0.77038,2148.075,"December 17, 24",-0.0077038,,,,,
2024-12-16,2163.53,2178.77,2161.64,2170.49,2170.49,147850,147850,6.96,0.3217,2168.6075,"December 16, 24",0.003217,,,,,
2024-12-13,2189.36,2202.82,2156.15,2168.89,2168.89,120376,120376,-20.47,-0.93498,2179.305,"December 13, 24",-0.0093498,,,,,
2024-12-12,2176.57,2211.15,2169.8,2190.92,2190.92,157565,157565,14.35,0.65929,2187.11,"December 12, 24",0.0065929,,,,,
2024-12-11,2183.26,2216.05,2175.12,2196.05,2196.05,156924,156924,12.79,0.58582,2192.62,"December 11, 24",0.0058582,,,,,
2024-12-10,2232.98,2250.45,2162.23,2172.69,2172.69,270819,270819,-60.28,-2.7,2204.5875,"December 10, 24",-0.027,,,,,
2024-12-09,2353.82,2361.83,2206.7,2227.11,2227.11,189029,189029,-126.71,-5.38,2287.365,"December 09, 24",-0.0538,,,,,
2024-12-06,2368,2400,2360.65,2371.83,2371.83,110041,110041,3.83,0.16174,2375.12,"December 06, 24",0.0016174,,,,,
2024-12-05,2391.65,2398.27,2351.15,2367.16,2367.16,153000,153000,-24.49,-1.02,2377.0575,"December 05, 24",-0.0102,,,,,
2024-12-04,2356.91,2400,2356.91,2375.83,2375.83,128303,128303,18.92,0.80275,2372.4125,"December 04, 24",0.0080275,,,,,
2024-12-03,2313.3,2345.67,2302.57,2345.32,2345.32,270618,270618,32.02,1.38,2326.715,"December 03, 24",0.0138,,,,,
2024-12-02,2376.67,2376.67,2315.01,2332.11,2332.11,119453,119453,-44.56,-1.87,2350.115,"December 02, 24",-0.0187,,,,,
2024-11-29,2376.68,2387.2,2361.36,2375.03,2375.03,80800,80800,-1.65,-0.06942458,2375.0675,"November 29, 24",-0.0006942458,,,,,
2024-11-27,2382.4,2382.4,2329.28,2354,2354,94100,94100,-28.4,-1.19,2362.02,"November 27, 24",-0.0119,,,,,
2024-11-26,2354.64,2390.45,2352.41,2382.4,2382.4,202624,202624,27.76,1.18,2369.975,"November 26, 24",0.0118,,,,,
2024-11-25,2362.21,2383.43,2329.94,2360.22,2360.22,283516,283516,-1.99,-0.08424315,2358.95,"November 25, 24",-0.0008424315,,,,,
2024-11-22,2348.38,2377.74,2324.32,2355.35,2355.35,90200,90200,6.97,0.2968,2351.4475,"November 22, 24",0.002968,,,,,
2024-11-21,2317.2,2353.01,2297.53,2337.83,2337.83,95208,95208,20.63,0.8903,2326.3925,"November 21, 24",0.008903,,,,,
2024-11-20,2292.5,2310.07,2232.38,2309.6,2309.6,102200,102200,17.1,0.74591,2286.1375,"November 20, 24",0.0074591,,,,,
2024-11-19,2252.27,2304.52,2252.27,2284.43,2284.43,130300,130300,32.16,1.43,2273.3725,"November 19, 24",0.0143,,,,,
2024-11-18,2261,2305.3,2250.26,2272.31,2272.31,98078,98078,11.31,0.50022,2272.2175,"November 18, 24",0.0050022,,,,,
2024-11-15,2295.05,2295.05,2246.32,2261,2261,185700,185700,-34.05,-1.48,2274.355,"November 15, 24",-0.0148,,,,,
2024-11-14,2344.52,2364.38,2305.3,2323.17,2323.17,82927,82927,-21.35,-0.91063,2334.3425,"November 14, 24",-0.0091063,,,,,
2024-11-13,2348.23,2402.52,2342.62,2348.45,2348.45,135100,135100,0.22,0.00936876,2360.455,"November 13, 24",9.36876e-05,,,,,
2024-11-12,2350,2369.05,2324.29,2348.1,2348.1,148186,148186,-1.9,-0.08085106,2347.86,"November 12, 24",-0.0008085106,,,,,
2024-11-11,2355.61,2359.77,2316.36,2350,2350,152620,152620,-5.61,-0.23815,2345.435,"November 11, 24",-0.0023815,,,,,
2024-11-08,2203.5,2351.98,2203.5,2332.29,2332.29,275985,275985,128.79,5.84,2272.8175,"November 08, 24",0.0584,,,,,
2024-11-07,2123.84,2188.93,2036.65,2176.1,2176.1,344242,344242,52.26,2.46,2131.38,"November 07, 24",0.0246,,,,,
2024-11-06,2059,2098.34,2042.48,2090.63,2090.63,234084,234084,31.63,1.54,2072.6125,"November 06, 24",0.0154,,,,,
2024-11-05,1992,2023.13,1989.11,2009.75,2009.75,124435,124435,17.75,0.89106,2003.4975,"November 05, 24",0.0089106,,,,,
2024-11-04,1986.3,1999.62,1978.4,1990.94,1990.94,139503,139503,4.64,0.2336,1988.815,"November 04, 24",0.002336,,,,,
2024-11-01,1995.25,2011.87,1985.38,1988.91,1988.91,128344,128344,-6.34,-0.31775,1995.3525,"November 01, 24",-0.0031775,,,,,
2024-10-31,2000,2026.59,1993.09,1993.11,1993.11,123204,123204,-6.89,-0.3445,2003.1975,"October 31, 24",-0.003445,,,,,
2024-10-30,2007.22,2034.46,2000.2,2006.99,2006.99,100884,100884,-0.23,-0.01145863,2012.2175,"October 30, 24",-0.0001145863,,,,,
2024-10-29,2000.85,2023.39,2000.85,2021.86,2021.86,151002,151002,21.01,1.05,2011.7375,"October 29, 24",0.0105,,,,,
2024-10-28,2012.44,2018.67,1996.5,1996.88,1996.88,100817,100817,-15.56,-0.77319,2006.1225,"October 28, 24",-0.0077319,,,,,
2024-10-25,2015.08,2025.92,1989.09,1999.97,1999.97,139800,139800,-15.11,-0.74985,2007.515,"October 25, 24",-0.0074985,,,,,
2024-10-24,2020.62,2024.43,1993.1,1994.05,1994.05,190426,190426,-26.57,-1.31,2008.05,"October 24, 24",-0.0131,,,,,
2024-10-23,2020.19,2020.19,1991.53,1998.66,1998.66,200400,200400,-21.53,-1.07,2007.6425,"October 23, 24",-0.0107,,,,,
2024-10-22,1978.79,2045.9,1978.79,2027.82,2027.82,220111,220111,49.03,2.48,2007.825,"October 22, 24",0.0248,,,,,
2024-10-21,1964.62,1998.29,1961,1994.45,1994.45,185900,185900,29.83,1.52,1979.59,"October 21, 24",0.0152,,,,,
2024-10-18,2041.09,2041.09,1969.7,1973.46,1973.46,206313,206313,-67.63,-3.31,2006.335,"October 18, 24",-0.0331,,,,,
2024-10-17,2056.29,2060.01,2012.35,2038.95,2038.95,115700,115700,-17.34,-0.84327,2041.9,"October 17, 24",-0.0084327,,,,,
2024-10-16,2050.3,2055.96,2036,2051.78,2051.78,118537,118537,1.48,0.07218456,2048.51,"October 16, 24",0.0007218456,,,,,
2024-10-15,2090,2103.7,2057.2,2061.05,2061.05,123006,123006,-28.95,-1.39,2077.9875,"October 15, 24",-0.0139,,,,,
2024-10-14,2051.31,2085.2,2042.39,2068.91,2068.91,118394,118394,17.6,0.85799,2061.9525,"October 14, 24",0.0085799,,,,,
2024-10-11,1998.39,2031,1991.2,2031,2031,203669,203669,32.61,1.63,2012.8975,"October 11, 24",0.0163,,,,,
2024-10-10,2008.28,2010,1976.74,1984.52,1984.52,163326,163326,-23.76,-1.18,1994.885,"October 10, 24",-0.0118,,,,,
2024-10-09,2000,2043.6,2000,2024.99,2024.99,114914,114914,24.99,1.25,2017.1475,"October 09, 24",0.0125,,,,,
2024-10-08,1973.11,1996.24,1968.31,1989.58,1989.58,132539,132539,16.47,0.83472,1981.81,"October 08, 24",0.0083472,,,,,
2024-10-07,1920.75,1975.9,1918.55,1955,1955,138808,138808,34.25,1.78,1942.55,"October 07, 24",0.0178,,,,,
2024-10-04,1941.43,1948.29,1886.2,1913.38,1913.38,121533,121533,-28.05,-1.44,1922.325,"October 04, 24",-0.0144,,,,,
2024-10-03,1938,1941.78,1918.6,1935.95,1935.95,109521,109521,-2.05,-0.10578,1933.5825,"October 03, 24",-0.0010578,,,,,
2024-10-02,1907.56,1944.79,1902.98,1938.16,1938.16,106400,106400,30.6,1.6,1923.3725,"October 02, 24",0.016,,,,,
2024-10-01,1953.57,1962.96,1906,1915.69,1915.69,184525,184525,-37.88,-1.94,1934.555,"October 01, 24",-0.0194,,,,,
2024-09-30,1921.61,1946.75,1917.27,1943.52,1943.52,91600,91600,21.91,1.14,1932.2875,"September 30, 24",0.0114,,,,,
2024-09-27,1923.11,1925.53,1908.87,1919.65,1919.65,107600,107600,-3.46,-0.17992,1919.29,"September 27, 24",-0.0017992,,,,,
2024-09-26,1926.87,1928.6,1910,1923.81,1923.81,116400,116400,-3.06,-0.15881,1922.32,"September 26, 24",-0.0015881,,,,,
2024-09-25,1916.9,1934.75,1907.41,1909.85,1909.85,108280,108280,-7.05,-0.36778,1917.2275,"September 25, 24",-0.0036778,,,,,
2024-09-24,1950.04,1950.04,1911.22,1916.9,1916.9,133800,133800,-33.14,-1.7,1932.05,"September 24, 24",-0.017,,,,,
2024-09-23,1949.51,1962.83,1939.82,1947.38,1947.38,111150,111150,-2.13,-0.10926,1949.885,"September 23, 24",-0.0010926,,,,,
2024-09-20,1925.17,1951.4,1923.95,1934.63,1934.63,294808,294808,9.46,0.49139,1933.7875,"September 20, 24",0.0049139,,,,,
2024-09-19,1935.98,1946.8,1917.47,1929.21,1929.21,122300,122300,-6.77,-0.34969,1932.365,"September 19, 24",-0.0034969,,,,,
2024-09-18,1885.34,1915,1876.86,1900.33,1900.33,129000,129000,14.99,0.79508,1894.3825,"September 18, 24",0.0079508,,,,,
2024-09-17,1894.48,1907.49,1868.25,1884.45,1884.45,170704,170704,-10.03,-0.52943,1888.6675,"September 17, 24",-0.0052943,,,,,
2024-09-16,1865,1895.08,1862.96,1894.98,1894.98,109724,109724,29.98,1.61,1879.505,"September 16, 24",0.0161,,,,,
2024-09-13,1868.29,1886.23,1858.5,1868.96,1868.96,132500,132500,0.67,0.03586167,1870.495,"September 13, 24",0.0003586167,,,,,
2024-09-12,1840.75,1863.44,1822.24,1862.08,1862.08,110850,110850,21.33,1.16,1847.1275,"September 12, 24",0.0116,,,,,
2024-09-11,1792,1836.77,1764.01,1834.23,1834.23,133833,133833,42.23,2.36,1806.7525,"September 11, 24",0.0236,,,,,
2024-09-10,1783.78,1798.61,1760.83,1797.28,1797.28,100323,100323,13.5,0.75682,1785.125,"September 10, 24",0.0075682,,,,,
2024-09-09,1749.03,1795.2,1749.03,1776.49,1776.49,144400,144400,27.46,1.57,1767.4375,"September 09, 24",0.0157,,,,,
2024-09-06,1771.1,1779,1732.12,1734.01,1734.01,156300,156300,-37.09,-2.09,1754.0575,"September 06, 24",-0.0209,,,,,
2024-09-05,1742.2,1759.63,1727.07,1757.14,1757.14,98920,98920,14.94,0.85754,1746.51,"September 05, 24",0.0085754,,,,,
2024-09-04,1677.47,1758.78,1677.47,1751.25,1751.25,158668,158668,73.78,4.4,1716.2425,"September 04, 24",0.044,,,,,
2024-09-03,1730.61,1769.02,1679.54,1688.41,1688.41,183117,183117,-42.2,-2.44,1716.895,"September 03, 24",-0.0244,,,,,
2024-08-30,1722.84,1730.27,1696.87,1730.27,1730.27,119526,119526,7.43,0.43126,1720.0625,"August 30, 24",0.0043126,,,,,
2024-08-29,1730,1750.35,1710.05,1713.29,1713.29,126300,126300,-16.71,-0.9659,1725.9225,"August 29, 24",-0.009659,,,,,
2024-08-28,1723.37,1725.17,1702.03,1722.35,1722.35,105387,105387,-1.02,-0.05918636,1718.23,"August 28, 24",-0.0005918636,,,,,
2024-08-27,1701.55,1717.5,1688.35,1714.9,1714.9,201018,201018,13.35,0.78458,1705.575,"August 27, 24",0.0078458,,,,,
2024-08-26,1743.2,1749.09,1706.27,1706.27,1706.27,189024,189024,-36.93,-2.12,1726.2075,"August 26, 24",-0.0212,,,,,
2024-08-23,1747.93,1756.45,1732.36,1745.38,1745.38,72900,72900,-2.55,-0.14589,1745.53,"August 23, 24",-0.0014589,,,,,
2024-08-22,1758.09,1760.88,1732.85,1737.16,1737.16,80900,80900,-20.93,-1.19,1747.245,"August 22, 24",-0.0119,,,,,
2024-08-21,1745.03,1759.71,1732.92,1751.6,1751.6,97101,97101,6.57,0.3765,1747.315,"August 21, 24",0.003765,,,,,
2024-08-20,1760.15,1766.54,1744.73,1750,1750,148100,148100,-10.15,-0.57666,1755.355,"August 20, 24",-0.0057666,,,,,
2024-08-19,1747.1,1761.19,1738.87,1753.7,1753.7,138046,138046,6.6,0.37777,1750.215,"August 19, 24",0.0037777,,,,,
2024-08-16,1726.93,1762.56,1707.93,1751.7,1751.7,153000,153000,24.77,1.43,1737.28,"August 16, 24",0.0143,,,,,
2024-08-15,1818.02,1818.02,1731.67,1733.79,1733.79,291801,291801,-84.23,-4.63,1775.375,"August 15, 24",-0.0463,,,,,
2024-08-14,1777,1812.67,1777,1809.75,1809.75,149700,149700,32.75,1.84,1794.105,"August 14, 24",0.0184,,,,,
2024-08-13,1734.38,1776.32,1734.38,1774.66,1774.66,119518,119518,40.28,2.32,1754.935,"August 13, 24",0.0232,,,,,
2024-08-12,1755.8,1755.8,1710.41,1720,1720,144000,144000,-35.8,-2.04,1735.5025,"August 12, 24",-0.0204,,,,,
2024-08-09,1720,1759.76,1714.01,1752.25,1752.25,215928,215928,32.25,1.88,1736.505,"August 09, 24",0.0188,,,,,
2024-08-08,1683.93,1720.6,1673.03,1717.12,1717.12,135333,135333,33.19,1.97,1698.67,"August 08, 24",0.0197,,,,,
2024-08-07,1678.25,1708.6,1659,1668.63,1668.63,191606,191606,-9.62,-0.57322,1678.62,"August 07, 24",-0.0057322,,,,,
2024-08-06,1599.89,1677.01,1589.92,1654.99,1654.99,286200,286200,55.1,3.44,1630.4525,"August 06, 24",0.0344,,,,,
2024-08-05,1554.6,1607.08,1544.99,1581.82,1581.82,136453,136453,27.22,1.75,1572.1225,"August 05, 24",0.0175,,,,,
2024-08-02,1547.1,1602.49,1537.39,1600.38,1600.38,144730,144730,53.28,3.44,1571.84,"August 02, 24",0.0344,,,,,
2024-08-01,1554.68,1668.63,1528.43,1578.95,1578.95,261745,261745,24.27,1.56,1582.6725,"August 01, 24",0.0156,,,,,
2024-07-31,1617.14,1630,1592.27,1600,1600,253300,253300,-17.14,-1.06,1609.8525,"July 31, 24",-0.0106,,,,,
2024-07-30,1599.98,1621.97,1581.92,1588.5,1588.5,180700,180700,-11.48,-0.71751,1598.0925,"July 30, 24",-0.0071751,,,,,
2024-07-29,1612.6,1615.45,1586.99,1588.72,1588.72,201210,201210,-23.88,-1.48,1600.94,"July 29, 24",-0.0148,,,,,
2024-07-26,1579.42,1612.57,1579.42,1605.94,1605.94,131700,131700,26.52,1.68,1594.3375,"July 26, 24",0.0168,,,,,
2024-07-25,1570.65,1591.48,1551.94,1576.93,1576.93,111811,111811,6.28,0.39983,1572.75,"July 25, 24",0.0039983,,,,,
2024-07-24,1621.8,1626.29,1553.71,1559.24,1559.24,159800,159800,-62.56,-3.86,1590.26,"July 24, 24",-0.0386,,,,,
2024-07-23,1635.48,1658.03,1625.45,1628.12,1628.12,159604,159604,-7.36,-0.45002,1636.77,"July 23, 24",-0.0045002,,,,,
2024-07-22,1597.82,1643.55,1597.82,1632.17,1632.17,155691,155691,34.35,2.15,1617.84,"July 22, 24",0.0215,,,,,
2024-07-19,1594.11,1623.82,1588.34,1590.79,1590.79,191294,191294,-3.32,-0.20827,1599.265,"July 19, 24",-0.0020827,,,,,
2024-07-18,1608.01,1635.68,1575.51,1584.76,1584.76,152389,152389,-23.25,-1.45,1600.99,"July 18, 24",-0.0145,,,,,
2024-07-17,1616.88,1627.11,1594.83,1602.8,1602.8,201149,201149,-14.08,-0.87081,1610.405,"July 17, 24",-0.0087081,,,,,
2024-07-16,1596,1620.5,1594.51,1614.77,1614.77,108966,108966,18.77,1.18,1606.445,"July 16, 24",0.0118,,,,,
2024-07-15,1593.42,1609.45,1579.14,1590.03,1590.03,187283,187283,-3.39,-0.21275,1593.01,"July 15, 24",-0.0021275,,,,,
2024-07-12,1571.38,1605.69,1571.38,1588.52,1588.52,119771,119771,17.14,1.09,1584.2425,"July 12, 24",0.0109,,,,,
2024-07-11,1535.76,1567.62,1535.76,1567.52,1567.52,146175,146175,31.76,2.07,1551.665,"July 11, 24",0.0207,,,,,
2024-07-10,1569.84,1569.84,1496.18,1534.09,1534.09,198192,198192,-35.75,-2.28,1542.4875,"July 10, 24",-0.0228,,,,,
2024-07-09,1549.18,1575.01,1536.08,1568.06,1568.06,317284,317284,18.88,1.22,1557.0825,"July 09, 24",0.0122,,,,,
2024-07-08,1549.23,1549.39,1522.22,1530.06,1530.06,161706,161706,-19.17,-1.24,1537.725,"July 08, 24",-0.0124,,,,,
2024-07-05,1541.58,1555.06,1527.01,1551.55,1551.55,108505,108505,9.97,0.64674,1543.8,"July 05, 24",0.0064674,,,,,
2024-07-03,1531,1541.37,1518.46,1530.06,1530.06,71820,71820,-0.94,-0.06139778,1530.2225,"July 03, 24",-0.0006139778,,,,,
2024-07-02,1496,1529.62,1487.7,1529.38,1529.38,292357,292357,33.38,2.23,1510.675,"July 02, 24",0.0223,,,,,
2024-07-01,1495.2,1504.28,1454.41,1496.51,1496.51,143609,143609,1.31,0.0876137,1487.6,"July 01, 24",0.000876137,,,,,
2024-06-28,1480.29,1518.27,1480.29,1488.66,1488.66,340261,340261,8.37,0.56543,1491.8775,"June 28, 24",0.0056543,,,,,
2024-06-27,1477.53,1497.91,1469.96,1477.51,1477.51,150393,150393,-0.02,-0.00135361,1480.7275,"June 27, 24",-1.35361e-05,,,,,
2024-06-26,1448.94,1475.56,1443.68,1470,1470,177334,177334,21.06,1.45,1459.545,"June 26, 24",0.0145,,,,,
2024-06-25,1445.37,1462.89,1442.41,1457.29,1457.29,183354,183354,11.92,0.8247,1451.99,"June 25, 24",0.008247,,,,,
2024-06-24,1429.23,1444.81,1410.66,1441.5,1441.5,253181,253181,12.27,0.8585,1431.55,"June 24, 24",0.008585,,,,,
2024-06-21,1418.23,1436.44,1406.38,1436.11,1436.11,235291,235291,17.88,1.26,1424.29,"June 21, 24",0.0126,,,,,
2024-06-20,1428.25,1428.61,1401.67,1412.76,1412.76,138331,138331,-15.49,-1.08,1417.8225,"June 20, 24",-0.0108,,,,,
2024-06-18,1411.65,1439.94,1411.15,1421.8,1421.8,214418,214418,10.15,0.71902,1421.135,"June 18, 24",0.0071902,,,,,
2024-06-17,1386.58,1410.61,1370.28,1409.96,1409.96,119113,119113,23.38,1.69,1394.3575,"June 17, 24",0.0169,,,,,
2024-06-14,1374.29,1393.25,1365,1390.59,1390.59,111715,111715,16.3,1.19,1380.7825,"June 14, 24",0.0119,,,,,
2024-06-13,1378.4,1389.87,1358.24,1379.01,1379.01,94654,94654,0.61,0.04425421,1376.38,"June 13, 24",0.0004425421,,,,,
