date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,volume,vwap,change,low,close,open,adjClose,unadjustedVolume,changeOverTime,high,changePercent
2024-05-20,"May 20, 24",,,,,,3154137,65.65,0.72,65,65.98,65.26,64.75,3154137,0.011,66.36,1.1
2024-05-17,"May 17, 24",,,,,,2405804,65.26,-0.01,64.83,65.23,65.24,64.01,2405804,-0.0001532802,65.74,-0.01532802
2024-05-16,"May 16, 24",,,,,,4142427,65.405,-0.65,64.95,65,65.65,63.79,4142427,-0.009901,66.02,-0.9901
2024-05-15,"May 15, 24",,,,,,4180000,65.7075,0.25,65.33,65.8,65.55,64.57,4180000,0.0038139,66.15,0.38139
2024-05-14,"May 14, 24",,,,,,4128376,64.905,0.1,64.5,64.96,64.86,63.75,4128376,0.0015418,65.3,0.15418
2024-05-13,"May 13, 24",,,,,,3664146,65.045,-1.35,64.26,64.33,65.68,63.13,3664146,-0.0206,65.91,-2.06
2024-05-10,"May 10, 24",,,,,,2762878,65.6575,-0.06,65.25,65.5,65.56,64.28,2762878,-0.0009151922,66.32,-0.09151922
2024-05-09,"May 09, 24",,,,,,2662904,64.795,0.94,64.3,65.24,64.3,64.02,2662904,0.0146,65.34,1.46
2024-05-08,"May 08, 24",,,,,,2296825,64.2575,0.05,63.95,64.31,64.26,63.11,2296825,0.000778089,64.51,0.0778089
2024-05-07,"May 07, 24",,,,,,4667507,64.1725,0.21,63.69,64.26,64.05,63.06,4667507,0.0032787,64.69,0.32787
2024-05-06,"May 06, 24",,,,,,4583900,63.4725,1.28,62.78,64.06,62.78,62.86,4583900,0.0204,64.27,2.04
2024-05-03,"May 03, 24",,,,,,3622875,62.0925,0,61.3,62.09,62.09,60.93,3622875,0,62.89,0
2024-05-02,"May 02, 24",0.19,0.19,2024-05-03,2024-05-22,2024-04-18,3608512,61.08,-0.55,60.22,60.94,61.49,59.8,3608512,-0.0089445,61.67,-0.89445
2024-05-01,"May 01, 24",,,,,,4240466,61.3925,-0.13,60.68,61.12,61.25,59.79,4240466,-0.0021224,62.52,-0.21224
2024-04-30,"April 30, 24",,,,,,8036027,62.36,-1.22,61.45,61.49,62.71,60.15,8036027,-0.0195,63.79,-1.95
2024-04-29,"April 29, 24",,,,,,9087474,61.65,2.21,60.5,62.71,60.5,61.35,9087474,0.0365,62.89,3.65
2024-04-26,"April 26, 24",,,,,,6684200,60.0575,0.9,59.47,60.5,59.6,59.18,6684200,0.0151,60.66,1.51
2024-04-25,"April 25, 24",,,,,,10169100,58.2925,3.06,56.64,59.81,56.75,58.51,10169100,0.0539,59.97,5.39
2024-04-24,"April 24, 24",,,,,,5190300,55.0575,-0.48,54.27,54.77,55.25,53.58,5190300,-0.0086878,55.94,-0.86878
2024-04-23,"April 23, 24",,,,,,6389205,54.435,1.47,53.66,55.14,53.67,53.94,6389205,0.0274,55.27,2.74
2024-04-22,"April 22, 24",,,,,,6856023,53.8625,-0.2,53.5,53.62,53.82,52.45,6856023,-0.0037161,54.51,-0.37161
2024-04-19,"April 19, 24",,,,,,3576716,53.6525,-0.05,53.33,53.53,53.58,52.37,3576716,-0.000933184,54.17,-0.0933184
2024-04-18,"April 18, 24",,,,,,3076844,54.035,-1.21,53.35,53.38,54.59,52.22,3076844,-0.0222,54.82,-2.22
2024-04-17,"April 17, 24",,,,,,2661804,54.61,-0.8,53.75,54.25,55.05,53.07,2661804,-0.0145,55.39,-1.45
2024-04-16,"April 16, 24",,,,,,3170100,54.8575,-0.46,54.16,54.76,55.22,53.57,3170100,-0.0083303,55.29,-0.83303
2024-04-15,"April 15, 24",,,,,,3424948,56.45,-1.84,55.34,55.46,57.3,54.25,3424948,-0.0321,57.7,-3.21
2024-04-12,"April 12, 24",,,,,,5654105,56.43,0.85,55.96,56.84,55.99,55.6,5654105,0.0152,56.93,1.52
2024-04-11,"April 11, 24",,,,,,2949900,56.7225,-0.45,56.13,56.62,57.07,55.39,2949900,-0.0078851,57.07,-0.78851
2024-04-10,"April 10, 24",,,,,,3117246,56.9375,-0.11,56.4,56.89,57,55.65,3117246,-0.0019298,57.46,-0.19298
2024-04-09,"April 09, 24",,,,,,2954407,57.915,-0.03,57.12,58.11,58.14,56.85,2954407,-0.0005159959,58.29,-0.05159959
2024-04-08,"April 08, 24",,,,,,4186641,57.3525,1.03,56.8,57.84,56.81,56.58,4186641,0.0181,57.96,1.81
2024-04-05,"April 05, 24",,,,,,4731165,56.3825,0.19,55.82,56.44,56.25,55.21,4731165,0.0033778,57.02,0.33778
2024-04-04,"April 04, 24",,,,,,5987037,56.715,-1.65,55.68,55.85,57.5,54.63,5987037,-0.0287,57.83,-2.87
2024-04-03,"April 03, 24",,,,,,3397174,56.935,0.23,56.54,56.94,56.71,55.7,3397174,0.0040557,57.55,0.40557
2024-04-02,"April 02, 24",,,,,,4133700,57.195,-0.78,56.78,56.8,57.58,55.56,4133700,-0.0135,57.62,-1.35
2024-04-01,"April 01, 24",,,,,,4747700,57.855,-0.72,57.32,57.4,58.12,56.15,4747700,-0.0124,58.58,-1.24
2024-03-28,"March 28, 24",,,,,,2819604,57.89,0.43,57.5,58.13,57.7,56.87,2819604,0.0074523,58.23,0.74523
2024-03-27,"March 27, 24",,,,,,2738200,57.655,-0.25,57.02,57.68,57.93,56.42,2738200,-0.0043156,57.99,-0.43156
2024-03-26,"March 26, 24",,,,,,3645085,57.4325,0.28,57.18,57.54,57.26,56.29,3645085,0.00489,57.75,0.489
2024-03-25,"March 25, 24",,,,,,3462660,57.5475,-0.37,57.13,57.37,57.74,56.12,3462660,-0.006408,57.95,-0.6408
2024-03-22,"March 22, 24",,,,,,4895749,58.8025,-1.77,57.81,57.86,59.63,56.6,4895749,-0.0297,59.91,-2.97
2024-03-21,"March 21, 24",,,,,,5456200,59.575,0.71,58.83,59.82,59.11,58.52,5456200,0.012,60.54,1.2
2024-03-20,"March 20, 24",,,,,,3838300,58.4925,0,58.01,58.55,58.55,57.28,3838300,0,58.86,0
2024-03-19,"March 19, 24",,,,,,4657109,57.785,1.35,57.03,58.48,57.13,57.21,4657109,0.0236,58.5,2.36
2024-03-18,"March 18, 24",,,,,,3141504,57.31,-0.37,56.88,57.1,57.47,55.86,3141504,-0.0064381,57.79,-0.64381
2024-03-15,"March 15, 24",,,,,,5401700,57.0325,0.34,56.61,57.05,56.71,55.81,5401700,0.0059954,57.76,0.59954
2024-03-14,"March 14, 24",,,,,,8735851,57.58,-0.53,56.73,57.31,57.84,56.06,8735851,-0.0091632,58.44,-0.91632
2024-03-13,"March 13, 24",,,,,,9012079,58.0975,0,57.65,57.86,57.86,56.6,9012079,0,59.02,0
2024-03-12,"March 12, 24",,,,,,3577409,57.5775,0.53,56.86,57.9,57.37,56.64,3577409,0.0092383,58.18,0.92383
2024-03-11,"March 11, 24",,,,,,3816922,57.225,-0.27,56.45,57.14,57.41,55.9,3816922,-0.004703,57.9,-0.4703
2024-03-08,"March 08, 24",,,,,,7192455,59.165,-1.68,58.01,58.05,59.73,56.79,7192455,-0.0281,60.87,-2.81
2024-03-07,"March 07, 24",,,,,,5869127,58.6075,1.95,57.6,59.55,57.6,58.25,5869127,0.0339,59.68,3.39
2024-03-06,"March 06, 24",,,,,,6712581,57.74,0.49,57.23,57.72,57.23,56.46,6712581,0.0085619,58.78,0.85619
2024-03-05,"March 05, 24",,,,,,7284235,56.6825,-0.22,56.1,56.59,56.81,55.36,7284235,-0.0038726,57.23,-0.38726
2024-03-04,"March 04, 24",,,,,,19223200,56.67,0.52,55.35,57.15,56.63,55.91,19223200,0.0091824,57.55,0.91824
2024-03-01,"March 01, 24",,,,,,5588854,55.835,1.24,55.13,56.46,55.22,55.23,5588854,0.0225,56.53,2.25
2024-02-29,"February 29, 24",,,,,,10538901,55.305,0.48,54.77,55.58,55.1,54.37,10538901,0.0087114,55.77,0.87114
2024-02-28,"February 28, 24",,,,,,3522221,54.9775,-0.17,54.59,54.76,54.93,53.57,3522221,-0.0030948,55.63,-0.30948
2024-02-27,"February 27, 24",,,,,,5249800,54.645,0.56,53.93,55.04,54.48,53.84,5249800,0.0103,55.13,1.03
2024-02-26,"February 26, 24",,,,,,7976120,54.03,-0.13,53.64,54,54.13,52.82,7976120,-0.0024016,54.35,-0.24016
2024-02-23,"February 23, 24",,,,,,4767739,53.9925,0.39,53.39,54.2,53.81,53.02,4767739,0.0072477,54.57,0.72477
2024-02-22,"February 22, 24",,,,,,4948503,53.9275,-0.37,53.42,53.85,54.22,52.68,4948503,-0.0068241,54.22,-0.68241
2024-02-21,"February 21, 24",,,,,,4205910,53.7425,0.13,53.47,53.77,53.64,52.6,4205910,0.0024236,54.09,0.24236
2024-02-20,"February 20, 24",,,,,,5462880,53.4175,0.04,53.13,53.43,53.39,52.27,5462880,0.000749204,53.72,0.0749204
2024-02-16,"February 16, 24",,,,,,4416134,54.815,-1.58,53.89,54,55.58,52.82,4416134,-0.0284,55.79,-2.84
2024-02-15,"February 15, 24",,,,,,2461500,55.63,0.72,55.05,56.05,55.33,54.83,2461500,0.013,56.09,1.3
2024-02-14,"February 14, 24",,,,,,2718321,54.68,0.49,54.1,55,54.51,53.8,2718321,0.0089892,55.11,0.89892
2024-02-13,"February 13, 24",,,,,,5188743,54.1,-0.44,53.29,53.97,54.41,52.8,5188743,-0.0080867,54.73,-0.80867
2024-02-12,"February 12, 24",,,,,,4302300,55.8575,0.32,55.25,56.04,55.72,54.82,4302300,0.005743,56.42,0.5743
2024-02-09,"February 09, 24",,,,,,5578656,55.3125,1.4,54.61,56.01,54.61,54.79,5578656,0.0256,56.02,2.56
2024-02-08,"February 08, 24",,,,,,5429500,54.4275,1,53.49,55.06,54.06,53.86,5429500,0.0185,55.1,1.85
2024-02-07,"February 07, 24",,,,,,8359039,54.32,-1.07,53.23,53.83,54.9,52.66,8359039,-0.0195,55.32,-1.95
2024-02-06,"February 06, 24",,,,,,8850683,54.8625,-0.55,54.25,54.31,54.86,53.13,8850683,-0.01,56.03,-1
2024-02-05,"February 05, 24",,,,,,7718641,56.47,0.12,55.98,56.26,56.14,55.04,7718641,0.0021375,57.5,0.21375
2024-02-02,"February 02, 24",,,,,,4190822,55.9125,1.65,54.76,56.78,55.13,55.54,4190822,0.0299,56.98,2.99
2024-02-01,"February 01, 24",,,,,,5211625,55.32,0.27,54.56,55.59,55.32,54.38,5211625,0.0048807,55.81,0.48807
2024-01-31,"January 31, 24",,,,,,4194200,55.435,-1.33,54.65,54.71,56.04,53.52,4194200,-0.0237,56.34,-2.37
2024-01-30,"January 30, 24",,,,,,4502320,56.04,0.43,55.41,56.33,55.9,55.1,4502320,0.0076923,56.52,0.76923
2024-01-29,"January 29, 24",,,,,,3455342,55.855,0.72,55.2,56.31,55.59,55.08,3455342,0.013,56.32,1.3
2024-01-26,"January 26, 24",,,,,,4136832,55.915,-0.88,55.29,55.51,56.39,54.3,4136832,-0.0156,56.47,-1.56
2024-01-25,"January 25, 24",,,,,,3053000,55.965,0.68,55.56,56.31,55.63,55.08,3053000,0.0122,56.36,1.22
2024-01-24,"January 24, 24",,,,,,2718129,55.625,-1.31,54.93,54.97,56.28,53.77,2718129,-0.0233,56.32,-2.33
2024-01-23,"January 23, 24",,,,,,2873600,56.1525,-0.58,55.57,55.91,56.49,54.69,2873600,-0.0103,56.64,-1.03
2024-01-22,"January 22, 24",,,,,,3123932,56.2925,0.16,55.94,56.32,56.16,55.09,3123932,0.002849,56.75,0.2849
2024-01-19,"January 19, 24",,,,,,4860868,55.4975,0.54,54.71,55.88,55.34,54.66,4860868,0.0097579,56.06,0.97579
2024-01-18,"January 18, 24",,,,,,2422800,55.3875,0.03,54.91,55.4,55.37,54.19,2422800,0.0005418096,55.87,0.05418096
2024-01-17,"January 17, 24",,,,,,4077444,55.31,-0.36,54.97,55.06,55.42,53.86,4077444,-0.0064958,55.79,-0.64958
2024-01-16,"January 16, 24",,,,,,2844200,55.6525,0.3,55.16,55.85,55.55,54.63,2844200,0.0054005,56.05,0.54005
2024-01-12,"January 12, 24",,,,,,2890700,56.6475,-1,55.95,56.14,57.14,54.92,2890700,-0.0175,57.36,-1.75
2024-01-11,"January 11, 24",,,,,,3146000,56.7625,-0.05,56.17,56.86,56.91,55.62,3146000,-0.0008785802,57.11,-0.08785802
2024-01-10,"January 10, 24",,,,,,2710500,56.7975,0.29,56.31,57.04,56.75,55.8,2710500,0.0051101,57.09,0.51101
2024-01-09,"January 09, 24",,,,,,2591500,56.355,0.81,55.71,56.8,55.99,55.56,2591500,0.0145,56.92,1.45
2024-01-08,"January 08, 24",,,,,,2561142,56.145,0.42,55.7,56.42,56,55.19,2561142,0.0075,56.46,0.75
2024-01-05,"January 05, 24",,,,,,3123680,55.765,0.03,55.43,55.72,55.69,54.51,3123680,0.0005386964,56.22,0.05386964
2024-01-04,"January 04, 24",,,,,,3597800,55.38,0.45,54.9,55.48,55.03,54.27,3597800,0.0081774,56.11,0.81774
2024-01-03,"January 03, 24",,,,,,3247673,55.4025,-1.06,54.79,54.9,55.96,53.71,3247673,-0.0189,55.96,-1.89
2024-01-02,"January 02, 24",,,,,,2912702,56.69,-0.44,56.08,56.45,56.89,55.22,2912702,-0.0077342,57.34,-0.77342
2023-12-29,"December 29, 23",,,,,,1501800,57.4925,0.03,57.25,57.45,57.42,56.2,1501800,0.000522466,57.85,0.0522466
2023-12-28,"December 28, 23",,,,,,1847086,57.7175,-0.02,57.55,57.64,57.66,56.39,1847086,-0.0003468609,58.02,-0.03468609
2023-12-27,"December 27, 23",,,,,,1741800,57.62,0.4,57.34,57.78,57.38,56.52,1741800,0.0069711,57.98,0.69711
2023-12-26,"December 26, 23",,,,,,2377236,57.3925,0.16,57.08,57.44,57.28,56.19,2377236,0.0027933,57.77,0.27933
2023-12-22,"December 22, 23",,,,,,1661400,57.115,-0.01,56.72,57.1,57.11,55.86,1661400,-0.0001751007,57.53,-0.01751007
2023-12-21,"December 21, 23",,,,,,2481700,56.665,0.4,56.27,56.92,56.52,55.68,2481700,0.0070771,56.95,0.70771
2023-12-20,"December 20, 23",0.19,0.19,2023-12-21,2024-02-09,2023-12-06,2351969,56.5225,-0.58,55.98,56,56.58,54.78,2351969,-0.0103,57.53,-1.03
2023-12-19,"December 19, 23",,,,,,3905100,56.975,0.09,56.6,56.99,56.9,55.56,3905100,0.0015817,57.41,0.15817
2023-12-18,"December 18, 23",,,,,,3538046,57.02,-0.68,56.4,56.76,57.44,55.34,3538046,-0.0118,57.48,-1.18
2023-12-15,"December 15, 23",,,,,,9179507,57.8475,-0.91,57.24,57.33,58.24,55.89,9179507,-0.0156,58.58,-1.56
2023-12-14,"December 14, 23",,,,,,6488835,57.5825,2.48,56.01,58.81,56.33,57.33,6488835,0.044,59.18,4.4
2023-12-13,"December 13, 23",,,,,,5096021,55.9075,-0.7,54.38,55.8,56.5,54.4,5096021,-0.0124,56.95,-1.24
2023-12-12,"December 12, 23",,,,,,3817200,55.8275,0.72,54.92,56.33,55.61,54.92,3817200,0.0129,56.45,1.29
2023-12-11,"December 11, 23",,,,,,6106200,55.71,0.64,55.31,55.95,55.31,54.55,6106200,0.0116,56.27,1.16
2023-12-08,"December 08, 23",,,,,,10424440,55.715,-0.78,54.67,55.27,56.05,53.88,10424440,-0.0139,56.87,-1.39
2023-12-07,"December 07, 23",,,,,,2465023,52.9325,-0.26,52.54,52.89,53.15,51.56,2465023,-0.0048918,53.15,-0.48918
2023-12-06,"December 06, 23",,,,,,2571012,53.2625,-0.22,52.93,53.01,53.23,51.68,2571012,-0.004133,53.88,-0.4133
2023-12-05,"December 05, 23",,,,,,2474749,52.8925,-0.66,52.44,52.57,53.23,51.25,2474749,-0.0124,53.33,-1.24
2023-12-04,"December 04, 23",,,,,,3591028,52.98,0.77,52.28,53.46,52.69,52.12,3591028,0.0146,53.49,1.46
2023-12-01,"December 01, 23",,,,,,3099846,52.6925,1.09,52.08,53.22,52.13,51.88,3099846,0.0209,53.34,2.09
2023-11-30,"November 30, 23",,,,,,9300800,51.805,-0.04,51.2,51.96,52,50.66,9300800,-0.0007692308,52.06,-0.07692308
2023-11-29,"November 29, 23",,,,,,4059209,52.285,-0.04,51.71,52.21,52.25,50.9,4059209,-0.0007655502,52.97,-0.07655502
2023-11-28,"November 28, 23",,,,,,3067747,51.8375,-0.51,51.31,51.63,52.14,50.33,3067747,-0.0097814,52.27,-0.97814
2023-11-27,"November 27, 23",,,,,,2709320,52.3925,-0.51,51.94,52.14,52.65,50.83,2709320,-0.0096866,52.84,-0.96866
2023-11-24,"November 24, 23",,,,,,710800,52.8,0.38,52.6,52.98,52.6,51.65,710800,0.0072243,53.02,0.72243
2023-11-22,"November 22, 23",,,,,,2217570,52.745,-0.04,52.44,52.75,52.79,51.43,2217570,-0.0007577193,53,-0.07577193
2023-11-21,"November 21, 23",,,,,,3030100,52.925,-0.42,52.52,52.73,53.15,51.41,3030100,-0.0079022,53.3,-0.79022
2023-11-20,"November 20, 23",,,,,,4876586,53.51,0.34,53.01,53.59,53.25,52.25,4876586,0.006385,54.19,0.6385
2023-11-17,"November 17, 23",,,,,,2855544,53.0275,0.24,52.56,53.22,52.98,51.88,2855544,0.00453,53.35,0.453
2023-11-16,"November 16, 23",,,,,,4172900,52.365,0.56,51.93,52.68,52.12,51.36,4172900,0.0107,52.73,1.07
2023-11-15,"November 15, 23",,,,,,5927628,52.6725,-0.37,52.32,52.35,52.72,51.04,5927628,-0.0070182,53.3,-0.70182
2023-11-14,"November 14, 23",,,,,,4749883,52.6975,0.58,52.04,52.81,52.23,51.48,4749883,0.0111,53.71,1.11
2023-11-13,"November 13, 23",,,,,,3827294,51.0625,-0.2,50.67,50.94,51.14,49.66,3827294,-0.0039108,51.5,-0.39108
2023-11-10,"November 10, 23",,,,,,2578011,51.19,0.52,50.64,51.5,50.98,50.21,2578011,0.0102,51.64,1.02
2023-11-09,"November 09, 23",,,,,,3935500,50.835,-0.86,50.31,50.43,51.29,49.16,3935500,-0.0168,51.31,-1.68
2023-11-08,"November 08, 23",,,,,,3607800,50.7175,0.39,50.36,50.95,50.56,49.67,3607800,0.0077136,51,0.77136
2023-11-07,"November 07, 23",,,,,,3605542,50.17,0.33,49.62,50.45,50.12,49.18,3605542,0.0065842,50.49,0.65842
2023-11-06,"November 06, 23",,,,,,3496700,50.31,-0.15,49.92,50.27,50.42,49.01,3496700,-0.002975,50.63,-0.2975
2023-11-03,"November 03, 23",,,,,,4212084,51.085,-0.39,50.47,50.53,50.92,49.26,4212084,-0.0076591,52.42,-0.76591
2023-11-02,"November 02, 23",,,,,,5897439,50.3775,-0.77,49.81,49.97,50.74,48.72,5897439,-0.0152,50.99,-1.52
2023-11-01,"November 01, 23",,,,,,5725600,48.8375,1.63,47.64,49.66,48.03,48.41,5725600,0.0339,50.02,3.39
2023-10-31,"October 31, 23",,,,,,5035101,47.5525,0.32,47.12,47.66,47.34,46.46,5035101,0.0067596,48.09,0.67596
2023-10-30,"October 30, 23",,,,,,5355800,47.2025,0.41,46.77,47.37,46.96,46.18,5355800,0.0087308,47.71,0.87308
2023-10-27,"October 27, 23",,,,,,6082502,46.2525,0.39,45.68,46.5,46.11,45.33,6082502,0.008458,46.72,0.8458
2023-10-26,"October 26, 23",0.185,0.185,2023-10-27,2023-11-20,2023-10-12,9527565,47.875,-2.51,46.19,46.4,48.91,45.24,9527565,-0.0513,50,-5.13
2023-10-25,"October 25, 23",,,,,,10203156,47.5075,-0.83,46.81,47.04,47.87,45.68,10203156,-0.0173,48.31,-1.73
2023-10-24,"October 24, 23",,,,,,5126761,48.515,-0.69,47.95,48.15,48.84,46.76,5126761,-0.0141,49.12,-1.41
2023-10-23,"October 23, 23",,,,,,4821872,48.5525,0.1,48.07,48.5,48.4,47.1,4821872,0.0020661,49.24,0.20661
2023-10-20,"October 20, 23",,,,,,6322153,48.5025,-0.69,47.78,48.28,48.97,46.88,6322153,-0.0141,48.98,-1.41
2023-10-19,"October 19, 23",,,,,,6619913,49.5725,-0.91,48.79,49,49.91,47.58,6619913,-0.0182,50.59,-1.82
2023-10-18,"October 18, 23",,,,,,5847208,51.07,-1.88,50.02,50.15,52.03,48.7,5847208,-0.0361,52.08,-3.61
2023-10-17,"October 17, 23",,,,,,7323200,52.8175,0.24,52.34,52.9,52.66,51.37,7323200,0.0045575,53.37,0.45575
2023-10-16,"October 16, 23",,,,,,5269144,53.4075,-0.24,53.02,53.15,53.39,51.61,5269144,-0.0044952,54.07,-0.44952
2023-10-13,"October 13, 23",,,,,,5447300,53.4775,-1.86,52.27,52.56,54.42,51.04,5447300,-0.0342,54.66,-3.42
2023-10-12,"October 12, 23",,,,,,4401802,54.8225,-0.64,54.17,54.48,55.12,52.9,4401802,-0.0116,55.52,-1.16
2023-10-11,"October 11, 23",,,,,,2078700,55.7525,0.58,55.31,56.04,55.46,54.42,2078700,0.0105,56.2,1.05
2023-10-10,"October 10, 23",,,,,,2667027,55.47,-0.05,54.89,55.42,55.47,53.82,2667027,-0.0009013881,56.1,-0.09013881
2023-10-09,"October 09, 23",,,,,,2259538,54.35,1.08,53.37,55.02,53.94,53.43,2259538,0.02,55.07,2
2023-10-06,"October 06, 23",,,,,,5394314,53.0675,2.44,51.51,54.28,51.84,52.71,5394314,0.0471,54.64,4.71
2023-10-05,"October 05, 23",,,,,,5156500,53.485,0.37,53.02,53.51,53.14,51.96,5156500,0.0069627,54.27,0.69627
2023-10-04,"October 04, 23",,,,,,4563329,54.0825,0.91,53.17,54.61,53.7,53.03,4563329,0.0169,54.85,1.69
2023-10-03,"October 03, 23",,,,,,4471928,53.7775,-0.72,52.9,53.52,54.24,51.97,4471928,-0.0133,54.45,-1.33
2023-10-02,"October 02, 23",,,,,,3948038,54.84,-0.45,54.14,54.56,55.01,52.98,3948038,-0.0081803,55.65,-0.81803
2023-09-29,"September 29, 23",,,,,,3883800,55.7525,-1.18,54.93,55.2,56.38,53.6,3883800,-0.0209,56.5,-2.09
2023-09-28,"September 28, 23",,,,,,5619064,55.7575,0.94,54.97,55.94,55,54.32,5619064,0.0171,57.12,1.71
2023-09-27,"September 27, 23",,,,,,7201417,54.3225,1.66,53.41,55.08,53.42,53.49,7201417,0.0311,55.38,3.11
2023-09-26,"September 26, 23",,,,,,7229226,53.18,-0.38,52.2,52.72,53.1,51.2,7229226,-0.0071563,54.7,-0.71563
2023-09-25,"September 25, 23",,,,,,3203035,53.1775,0.76,52.58,53.58,52.82,52.03,3203035,0.0144,53.73,1.44
2023-09-22,"September 22, 23",,,,,,3466513,52.8675,0.06,52.4,52.87,52.81,51.34,3466513,0.0011361,53.39,0.11361
2023-09-21,"September 21, 23",,,,,,4185640,52.905,-0.72,52.28,52.56,53.28,51.04,4185640,-0.0135,53.5,-1.35
2023-09-20,"September 20, 23",,,,,,2856752,54.1525,-0.47,53.76,53.83,54.3,52.27,2856752,-0.0086556,54.72,-0.86556
2023-09-19,"September 19, 23",,,,,,5644100,53.685,-0.3,52.16,53.85,54.15,52.29,5644100,-0.0055402,54.58,-0.55402
2023-09-18,"September 18, 23",,,,,,2859215,54.46,0.1,54.12,54.39,54.29,52.82,2859215,0.001842,55.04,0.1842
2023-09-15,"September 15, 23",,,,,,6098900,54.3575,0.13,53.88,54.46,54.33,52.89,6098900,0.0023928,54.76,0.23928
2023-09-14,"September 14, 23",,,,,,5495672,54.9275,-0.76,53.63,54.76,55.52,53.18,5495672,-0.0137,55.8,-1.37
2023-09-13,"September 13, 23",,,,,,6016913,55.7075,-1.21,54.61,55.24,56.45,53.64,6016913,-0.0214,56.53,-2.14
2023-09-12,"September 12, 23",,,,,,6302568,57.6975,-2.16,56.27,56.58,58.74,54.94,6302568,-0.0368,59.2,-3.68
2023-09-11,"September 11, 23",,,,,,4608687,58.9275,-0.11,58.23,58.94,59.05,57.24,4608687,-0.0018628,59.49,-0.18628
2023-09-08,"September 08, 23",,,,,,7177217,58.055,1.46,57.11,58.66,57.2,56.96,7177217,0.0255,59.25,2.55
2023-09-07,"September 07, 23",,,,,,3564500,56.675,1.13,55.84,57.25,56.12,55.59,3564500,0.0201,57.49,2.01
2023-09-06,"September 06, 23",,,,,,4024500,56.5275,0,56.05,56.4,56.4,54.77,4024500,0,57.26,0
2023-09-05,"September 05, 23",,,,,,3240800,57.1475,-1.46,56.03,56.42,57.88,54.79,3240800,-0.0252,58.26,-2.52
2023-09-01,"September 01, 23",,,,,,2428000,57.88,0.21,57.59,57.94,57.73,56.26,2428000,0.0036376,58.26,0.36376
2023-08-31,"August 31, 23",,,,,,5110500,57.5325,0.15,57.3,57.45,57.3,55.79,5110500,0.0026178,58.08,0.26178
2023-08-30,"August 30, 23",,,,,,3026800,57.015,0.43,56.73,57.18,56.75,55.53,3026800,0.0075771,57.4,0.75771
2023-08-29,"August 29, 23",,,,,,2976774,56.085,1.35,55.29,56.76,55.41,55.12,2976774,0.0244,56.88,2.44
2023-08-28,"August 28, 23",,,,,,2735300,55.6175,0.1,55.32,55.57,55.47,53.96,2735300,0.0018028,56.11,0.18028
2023-08-25,"August 25, 23",,,,,,3650659,54.7,0.54,53.84,55.02,54.48,53.43,3650659,0.0099119,55.46,0.99119
2023-08-24,"August 24, 23",,,,,,4317975,54.6675,-1.11,53.88,53.93,55.04,52.37,4317975,-0.0202,55.82,-2.02
2023-08-23,"August 23, 23",,,,,,5731468,54.725,1.27,53.95,55.23,53.96,53.63,5731468,0.0235,55.76,2.35
2023-08-22,"August 22, 23",,,,,,3296970,53.8425,-0.11,53.55,53.8,53.91,52.24,3296970,-0.0020404,54.11,-0.20404
2023-08-21,"August 21, 23",,,,,,3843893,53.33,0.4,52.85,53.57,53.17,52.02,3843893,0.007523,53.73,0.7523
2023-08-18,"August 18, 23",,,,,,4763806,53.0875,0.64,52.62,53.39,52.75,51.85,4763806,0.0121,53.59,1.21
2023-08-17,"August 17, 23",,,,,,7003300,53.6,-1.3,52.62,53.05,54.35,51.52,7003300,-0.0239,54.38,-2.39
2023-08-16,"August 16, 23",,,,,,4872203,55.0275,-0.79,54.29,54.47,55.26,52.9,4872203,-0.0143,56.09,-1.43
2023-08-15,"August 15, 23",,,,,,3548500,55.56,-0.23,55.3,55.41,55.64,53.81,3548500,-0.0041337,55.89,-0.41337
2023-08-14,"August 14, 23",,,,,,4056800,55.6125,0.93,55.03,56.02,55.09,54.4,4056800,0.0169,56.31,1.69
2023-08-11,"August 11, 23",,,,,,3291851,55.4725,0.26,55.03,55.54,55.28,53.93,3291851,0.0047033,56.04,0.47033
2023-08-10,"August 10, 23",,,,,,3643455,55.875,-0.85,55.29,55.4,56.25,53.8,3643455,-0.0151,56.56,-1.51
2023-08-09,"August 09, 23",,,,,,5306720,56.59,-1.14,55.6,56.16,57.3,54.54,5306720,-0.0199,57.3,-1.99
2023-08-08,"August 08, 23",,,,,,3318759,57.1475,-0.02,56.24,57.39,57.41,55.73,3318759,-0.0003483714,57.55,-0.03483714
2023-08-07,"August 07, 23",,,,,,3583451,57.705,0.78,57.09,58.1,57.32,56.42,3583451,0.0136,58.31,1.36
2023-08-04,"August 04, 23",,,,,,7313900,57.6025,-1.36,56.45,57.08,58.44,55.43,7313900,-0.0233,58.44,-2.33
2023-08-03,"August 03, 23",,,,,,5041568,58.5375,-0.9,58.05,58.1,59,56.42,5041568,-0.0153,59,-1.53
2023-08-02,"August 02, 23",,,,,,4812031,59.1525,-0.57,58.47,58.98,59.55,57.27,4812031,-0.0095718,59.61,-0.95718
2023-08-01,"August 01, 23",,,,,,4087258,59.5625,0.45,59.06,59.8,59.35,58.07,4087258,0.0075821,60.04,0.75821
2023-07-31,"July 31, 23",,,,,,6154628,59.28,0.57,58.79,59.55,58.98,57.83,6154628,0.0096643,59.8,0.96643
