date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,paymentDate,dividend,recordDate,adjDividend
2025-03-05,215.66,218.95,214.75,217.39,215.84,894705,894705,1.73,0.80219,216.6875,"March 05, 25",0.0080219,,,,,
2025-03-04,218.87,220.73,215.87,217.21,215.66,875909,875909,-1.66,-0.75844,218.17,"March 04, 25",-0.0075844,,,,,
2025-03-03,219.14,224.49,218.14,220.21,218.64,1016838,1016838,1.07,0.48827,220.495,"March 03, 25",0.0048827,,,,,
2025-02-28,216.16,221.41,216.16,219.47,217.9,822600,822600,3.31,1.53,218.3,"February 28, 25",0.0153,,,,,
2025-02-27,220.44,221.45,215.66,216.35,214.81,885491,885491,-4.09,-1.86,218.475,"February 27, 25",-0.0186,,,,,
2025-02-26,219.25,222.1,218.92,219.74,218.17,636524,636524,0.49,0.22349,220.0025,"February 26, 25",0.0022349,,,,,
2025-02-25,219.01,220.89,217.08,219.07,217.51,768950,768950,0.06,0.02739601,219.0125,"February 25, 25",0.0002739601,,,,,
2025-02-24,214.36,220.6,211.1,219.19,217.62,813600,813600,4.83,2.25,216.3125,"February 24, 25",0.0225,,,,,
2025-02-21,215,215,209.48,213.06,211.54,597500,597500,-1.94,-0.90233,213.135,"February 21, 25",-0.0090233,,,,,
2025-02-20,215.05,215.49,210.2,214.4,212.87,324400,324400,-0.65,-0.30226,213.785,"February 20, 25",-0.0030226,,,,,
2025-02-19,212.5,216.22,209.03,216.17,214.63,469883,469883,3.67,1.73,213.48,"February 19, 25",0.0173,,,,,
2025-02-18,210.57,214.38,209.41,213.57,212.05,667026,667026,3,1.42,211.9825,"February 18, 25",0.0142,,,,,
2025-02-14,213.27,213.27,207.53,209.22,207.73,900288,900288,-4.05,-1.9,210.8225,"February 14, 25",-0.019,,,,,
2025-02-13,215.79,217.49,200,211.98,210.47,1259300,1259300,-3.81,-1.77,211.315,"February 13, 25",-0.0177,,,,,
2025-02-12,200.52,207.82,199.16,207.05,205.57,1240030,1240030,6.53,3.26,203.6375,"February 12, 25",0.0326,,,,,
2025-02-11,202.88,207.57,202.17,203.37,201.92,752529,752529,0.49,0.24152,203.9975,"February 11, 25",0.0024152,,,,,
2025-02-10,202.62,205.05,200.4,204.76,203.3,528045,528045,2.14,1.06,203.2075,"February 10, 25",0.0106,,,,,
2025-02-07,207.5,208.02,199.11,199.78,198.35,372458,372458,-7.72,-3.72,203.6025,"February 07, 25",-0.0372,,,,,
2025-02-06,207.54,207.75,203.82,205,203.54,438553,438553,-2.54,-1.22,206.0275,"February 06, 25",-0.0122,,,,,
2025-02-05,203.89,206.24,199.48,206.14,204.67,587500,587500,2.25,1.1,203.9375,"February 05, 25",0.011,,,,,
2025-02-04,205.69,206.01,202.87,205.25,203.78,472811,472811,-0.44,-0.21391,204.955,"February 04, 25",-0.0021391,,,,,
2025-02-03,204.95,206.6,200.63,205.24,203.77,652539,652539,0.29,0.1415,204.355,"February 03, 25",0.001415,,,,,
2025-01-31,207.59,211.71,205.26,207.56,206.08,531700,531700,-0.03,-0.01445156,208.03,"January 31, 25",-0.0001445156,,,,,
2025-01-30,206.77,209.27,203.9,205.26,203.79,323800,323800,-1.51,-0.73028,206.3,"January 30, 25",-0.0073028,,,,,
2025-01-29,213.03,213.03,206.11,206.47,205,482630,482630,-6.56,-3.08,209.66,"January 29, 25",-0.0308,,,,,
2025-01-28,213.88,217.93,210.69,213.56,212.04,420800,420800,-0.32,-0.14962,214.015,"January 28, 25",-0.0014962,,,,,
2025-01-27,206.93,214.17,206.93,212.92,211.4,715100,715100,5.99,2.89,210.2375,"January 27, 25",0.0289,,,,,
2025-01-24,207.35,210.43,206.33,207.5,206.02,305300,305300,0.15,0.07234145,207.9025,"January 24, 25",0.0007234145,,,,,
2025-01-23,206.78,206.78,203.83,205.25,203.78,708407,708407,-1.53,-0.73992,205.66,"January 23, 25",-0.0073992,,,,,
2025-01-22,208.16,209.19,205.63,207.57,206.09,319519,319519,-0.59,-0.28344,207.6375,"January 22, 25",-0.0028344,,,,,
2025-01-21,210.47,211.69,207.52,209.26,207.77,424400,424400,-1.21,-0.5749,209.735,"January 21, 25",-0.005749,,,,,
2025-01-17,210.44,210.44,206.04,209.18,207.69,544323,544323,-1.26,-0.59875,209.025,"January 17, 25",-0.0059875,,,,,
2025-01-16,205.4,208.19,203.48,207.96,206.48,396500,396500,2.56,1.25,206.2575,"January 16, 25",0.0125,,,,,
2025-01-15,205.62,207.94,204.17,205.35,203.88,576500,576500,-0.27,-0.13131,205.77,"January 15, 25",-0.0013131,,,,,
2025-01-14,201.11,203.35,199.45,203.26,201.81,290562,290562,2.15,1.07,201.7925,"January 14, 25",0.0107,,,,,
2025-01-13,200.61,201.8,198.57,200.78,199.35,350826,350826,0.17,0.08474154,200.44,"January 13, 25",0.0008474154,,,,,
2025-01-10,197.39,203.79,197.39,202,200.56,554000,554000,4.61,2.34,200.1425,"January 10, 25",0.0234,,,,,
2025-01-08,200.46,201.39,197.12,199.42,198,449200,449200,-1.04,-0.51881,199.5975,"January 08, 25",-0.0051881,,,,,
2025-01-07,207.7,208.11,201.67,202.1,200.66,421523,421523,-5.6,-2.7,204.895,"January 07, 25",-0.027,,,,,
2025-01-06,205.06,215.25,204.16,207.03,205.55,573448,573448,1.97,0.96069,207.875,"January 06, 25",0.0096069,,,,,
2025-01-03,203.08,203.92,200.74,203.86,202.4,410707,410707,0.78,0.38409,202.9,"January 03, 25",0.0038409,,,,,
2025-01-02,207,207.1,199.81,201.4,199.96,530600,530600,-5.6,-2.71,203.8275,"January 02, 25",-0.0271,,,,,
2024-12-31,205.13,206.23,203.55,204.97,203.51,313644,313644,-0.16,-0.07799932,204.97,"December 31, 24",-0.0007799932,,,,,
2024-12-30,204.7,205.88,201.1,204.44,202.98,289700,289700,-0.26,-0.12702,204.03,"December 30, 24",-0.0012702,,,,,
2024-12-27,207.59,209.74,204.85,206.72,205.24,351200,351200,-0.87,-0.4191,207.225,"December 27, 24",-0.004191,,,,,
2024-12-26,208.62,210,207.37,209.1,207.61,436900,436900,0.48,0.23008,208.7725,"December 26, 24",0.0023008,,,,,
2024-12-24,206.6,209.99,205.81,209.75,208.25,147500,147500,3.15,1.52,208.0375,"December 24, 24",0.0152,,,,,
2024-12-23,206.15,208.26,203.9,206.91,205.43,389761,389761,0.76,0.36866,206.305,"December 23, 24",0.0036866,,,,,
2024-12-20,205.52,210.8,204.24,207.23,205.75,1603871,1603871,1.71,0.83204,206.9475,"December 20, 24",0.0083204,,,,,
2024-12-19,212.86,213.81,205.55,206.99,205.51,952420,952420,-5.87,-2.76,209.8025,"December 19, 24",-0.0276,,,,,
2024-12-18,230.64,233.2,209.4,209.49,207.99,1083200,1083200,-21.15,-9.17,220.6825,"December 18, 24",-0.0917,,,,,
2024-12-17,231.46,236.57,231,232.97,231.31,801446,801446,1.51,0.65238,233,"December 17, 24",0.0065238,,,,,
2024-12-16,234.31,235.6,230.54,232.06,230.4,599528,599528,-2.25,-0.96027,233.1275,"December 16, 24",-0.0096027,,,,,
2024-12-13,239.53,239.53,232.98,234.5,232.83,459919,459919,-5.03,-2.1,236.635,"December 13, 24",-0.021,,,,,
2024-12-12,239.61,240.4,237.99,240,238.29,583600,583600,0.39,0.16276,239.5,"December 12, 24",0.0016276,,,,,
2024-12-11,237.97,242.74,235,240.25,238.53,673599,673599,2.28,0.9581,238.99,"December 11, 24",0.009581,,,,,
2024-12-10,235.59,236.15,232.44,235.66,233.98,447539,447539,0.07,0.02971264,234.96,"December 10, 24",0.0002971264,,,,,
2024-12-09,236.77,238.57,231.4,234.94,233.26,686713,686713,-1.83,-0.7729,235.42,"December 09, 24",-0.007729,,,,,
2024-12-06,233,238.18,232.99,236.48,234.79,488075,488075,3.48,1.49,235.1625,"December 06, 24",0.0149,,,,,
2024-12-05,231.74,232.54,228,231.81,230.15,406811,406811,0.07,0.03020627,231.0225,"December 05, 24",0.0003020627,,,,,
2024-12-04,230.5,232.08,226.56,231.74,230.09,439917,439917,1.24,0.53796,230.22,"December 04, 24",0.0053796,,,,,
2024-12-03,230.29,232.79,228.34,229.88,228.24,609409,609409,-0.41,-0.17804,230.325,"December 03, 24",-0.0017804,,,,,
2024-12-02,231.78,234.94,231.12,232.41,230.75,621255,621255,0.63,0.27181,232.5625,"December 02, 24",0.0027181,,,,,
2024-11-29,235.29,236.23,231,231.92,230.26,346719,346719,-3.37,-1.43,233.61,"November 29, 24",-0.0143,,,,,
2024-11-27,237,237.33,231.64,234.99,233.31,496141,496141,-2.01,-0.8481,235.24,"November 27, 24",-0.008481,,,,,
2024-11-26,234.24,236.75,232.59,236.24,234.55,479576,479576,2,0.85383,234.955,"November 26, 24",0.0085383,,,,,
2024-11-25,232.41,236.24,231.94,234.63,232.95,652919,652919,2.22,0.95521,233.805,"November 25, 24",0.0095521,2024-10-28,2024-12-09,0.375,2024-11-25,0.375
2024-11-22,227.91,230.73,226.8,230.32,228.3,372400,372400,2.41,1.06,228.94,"November 22, 24",0.0106,,,,,
2024-11-21,221.5,227.66,220.9,227.02,225.03,396846,396846,5.52,2.49,224.27,"November 21, 24",0.0249,,,,,
2024-11-20,217.62,220.66,216.1,219.78,217.85,661454,661454,2.16,0.99256,218.54,"November 20, 24",0.0099256,,,,,
2024-11-19,215.2,219.85,213.07,216.92,215.02,415400,415400,1.72,0.79926,216.26,"November 19, 24",0.0079926,,,,,
2024-11-18,218.84,220.48,216.49,218.9,216.98,373047,373047,0.06,0.02741729,218.6775,"November 18, 24",0.0002741729,,,,,
2024-11-15,223.86,224.47,219.82,219.88,217.95,478120,478120,-3.98,-1.78,222.0075,"November 15, 24",-0.0178,,,,,
2024-11-14,227,228.09,223.11,224.67,222.7,504550,504550,-2.33,-1.03,225.7175,"November 14, 24",-0.0103,,,,,
2024-11-13,228.39,231.1,226.99,227.8,225.8,427900,427900,-0.59,-0.25833,228.57,"November 13, 24",-0.0025833,,,,,
2024-11-12,227,230.01,226.7,228.89,226.88,627439,627439,1.89,0.8326,228.15,"November 12, 24",0.008326,,,,,
2024-11-11,230.54,231,225.92,227.7,225.7,468900,468900,-2.84,-1.23,228.79,"November 11, 24",-0.0123,,,,,
2024-11-08,226.42,229.1,224,228.75,226.74,492992,492992,2.33,1.03,227.0675,"November 08, 24",0.0103,,,,,
2024-11-07,230.7,230.7,226.29,227.19,225.2,594075,594075,-3.51,-1.52,228.72,"November 07, 24",-0.0152,,,,,
2024-11-06,222.46,233.69,222.45,231.09,229.06,1344141,1344141,8.63,3.88,227.4225,"November 06, 24",0.0388,,,,,
2024-11-05,210.96,219.04,209.47,218.54,216.62,1044583,1044583,7.58,3.59,214.5025,"November 05, 24",0.0359,,,,,
2024-11-04,210.15,213.14,208.87,211.46,209.61,818400,818400,1.31,0.62336,210.905,"November 04, 24",0.0062336,,,,,
2024-11-01,207.73,212.58,203.28,210.65,208.8,1117336,1117336,2.92,1.41,208.56,"November 01, 24",0.0141,,,,,
2024-10-31,189.68,222.3,189.2,209.03,207.2,2560033,2560033,19.35,10.2,202.5525,"October 31, 24",0.102,,,,,
2024-10-30,166.99,174.9,166.99,172.25,170.74,1238200,1238200,5.26,3.15,170.2825,"October 30, 24",0.0315,,,,,
2024-10-29,166.8,169.6,165.51,167.54,166.07,573702,573702,0.74,0.44365,167.3625,"October 29, 24",0.0044365,,,,,
2024-10-28,165.55,168.68,165.18,167.35,165.88,524700,524700,1.8,1.09,166.69,"October 28, 24",0.0109,,,,,
2024-10-25,165.94,166.86,163.75,164.63,163.19,328427,328427,-1.31,-0.78944,165.295,"October 25, 24",-0.0078944,,,,,
2024-10-24,166.92,166.97,164.09,165.18,163.73,671208,671208,-1.74,-1.04,165.79,"October 24, 24",-0.0104,,,,,
2024-10-23,165.35,166.4,162.62,164.39,162.95,358000,358000,-0.96,-0.58059,164.69,"October 23, 24",-0.0058059,,,,,
2024-10-22,167.18,167.74,165.35,166.4,164.94,409476,409476,-0.78,-0.46656,166.6675,"October 22, 24",-0.0046656,,,,,
2024-10-21,166.22,172.05,165.97,167.82,166.35,811000,811000,1.6,0.96258,168.015,"October 21, 24",0.0096258,,,,,
2024-10-18,166.58,167.5,164.16,165.89,164.44,376637,376637,-0.69,-0.41422,166.0325,"October 18, 24",-0.0041422,,,,,
2024-10-17,163.87,165.41,161.24,165.25,163.8,524563,524563,1.38,0.84213,163.9425,"October 17, 24",0.0084213,,,,,
2024-10-16,164.95,165.5,162.72,163.57,162.14,497744,497744,-1.38,-0.83662,164.185,"October 16, 24",-0.0083662,,,,,
2024-10-15,164.92,169.36,164.43,164.93,163.48,511847,511847,0.01,0.00606355,165.91,"October 15, 24",6.06355e-05,,,,,
2024-10-14,162.99,164.93,161.92,164.68,163.24,516300,516300,1.69,1.04,163.63,"October 14, 24",0.0104,,,,,
2024-10-11,164.11,165.16,162.46,162.5,161.07,377905,377905,-1.61,-0.98105,163.5575,"October 11, 24",-0.0098105,,,,,
2024-10-10,162.93,164.12,160.77,163.98,162.54,536253,536253,1.05,0.64445,162.95,"October 10, 24",0.0064445,,,,,
2024-10-09,161.48,163.65,160,163.6,162.17,620247,620247,2.12,1.31,162.1825,"October 09, 24",0.0131,,,,,
2024-10-08,163.87,164.5,159.82,159.94,158.54,560943,560943,-3.93,-2.4,162.0325,"October 08, 24",-0.024,,,,,
2024-10-07,167.43,167.43,163.28,163.61,162.18,398100,398100,-3.82,-2.28,165.4375,"October 07, 24",-0.0228,,,,,
2024-10-04,168.2,168.56,166.09,167.97,166.5,356196,356196,-0.23,-0.13674,167.705,"October 04, 24",-0.0013674,,,,,
2024-10-03,165.16,166.96,164.58,166.56,165.1,348612,348612,1.4,0.84766,165.815,"October 03, 24",0.0084766,,,,,
2024-10-02,166.26,167.83,164.32,166.73,165.27,345400,345400,0.47,0.28269,166.285,"October 02, 24",0.0028269,,,,,
2024-10-01,166.75,167.13,162.85,166.31,164.85,504800,504800,-0.44,-0.26387,165.76,"October 01, 24",-0.0026387,,,,,
2024-09-30,167.2,167.82,165.34,166.57,165.11,501615,501615,-0.63,-0.37679,166.7325,"September 30, 24",-0.0037679,,,,,
2024-09-27,168.62,170.35,167.17,167.8,166.33,467900,467900,-0.82,-0.4863,168.485,"September 27, 24",-0.004863,,,,,
2024-09-26,170.24,170.24,158.03,167.46,165.99,1586885,1586885,-2.78,-1.63,166.4925,"September 26, 24",-0.0163,,,,,
2024-09-25,173.28,173.35,167.71,167.84,166.37,524330,524330,-5.44,-3.14,170.545,"September 25, 24",-0.0314,,,,,
2024-09-24,174.18,175.11,171.89,173.72,172.2,525100,525100,-0.46,-0.26409,173.725,"September 24, 24",-0.0026409,,,,,
2024-09-23,171.59,172.78,168.76,172.58,171.07,557038,557038,0.99,0.57696,171.4275,"September 23, 24",0.0057696,,,,,
2024-09-20,173,173.25,168.59,170.24,168.75,1306303,1306303,-2.76,-1.6,171.27,"September 20, 24",-0.016,,,,,
2024-09-19,174.87,175,171.14,172.93,171.41,609540,609540,-1.94,-1.11,173.485,"September 19, 24",-0.0111,,,,,
2024-09-18,169.19,174.15,168.62,170.94,169.44,614614,614614,1.75,1.03,170.725,"September 18, 24",0.0103,,,,,
2024-09-17,169.51,172.38,168.37,169.04,167.56,484030,484030,-0.47,-0.27727,169.825,"September 17, 24",-0.0027727,,,,,
2024-09-16,170.11,172.28,169.03,169.09,167.61,602182,602182,-1.02,-0.59961,170.1275,"September 16, 24",-0.0059961,,,,,
2024-09-13,168.14,171.06,167.49,169.38,167.89,826184,826184,1.24,0.73748,169.0175,"September 13, 24",0.0073748,,,,,
2024-09-12,169.81,170.26,165.55,167.55,166.08,1037600,1037600,-2.26,-1.33,168.2925,"September 12, 24",-0.0133,,,,,
2024-09-11,167.1,168.55,160.97,168.5,167.02,820523,820523,1.4,0.83782,166.28,"September 11, 24",0.0083782,,,,,
2024-09-10,164.65,167.68,161.74,167.62,166.15,744500,744500,2.97,1.8,165.4225,"September 10, 24",0.018,,,,,
2024-09-09,155.69,164.52,155.64,163.82,162.38,1025300,1025300,8.13,5.22,159.9175,"September 09, 24",0.0522,,,,,
2024-09-06,156.23,158.07,153.08,154.91,153.55,982147,982147,-1.32,-0.84491,155.5725,"September 06, 24",-0.0084491,,,,,
2024-09-05,159.41,161.04,155.78,156.22,154.85,3017943,3017943,-3.19,-2,158.1125,"September 05, 24",-0.02,,,,,
2024-09-04,160.77,162.32,158.73,160,158.6,555961,555961,-0.77,-0.47895,160.455,"September 04, 24",-0.0047895,,,,,
2024-09-03,161.71,163.56,160.47,161.29,159.88,651005,651005,-0.42,-0.25972,161.7575,"September 03, 24",-0.0025972,,,,,
2024-08-30,164,164.47,161.5,162.78,161.35,648520,648520,-1.22,-0.7439,163.1875,"August 30, 24",-0.007439,,,,,
2024-08-29,164.38,165.15,162.71,163.55,162.12,349849,349849,-0.83,-0.50493,163.9475,"August 29, 24",-0.0050493,,,,,
2024-08-28,163.25,165.11,161.87,163.04,161.61,528735,528735,-0.21,-0.12864,163.3175,"August 28, 24",-0.0012864,,,,,
2024-08-27,164.08,164.48,161.59,163.1,161.67,494174,494174,-0.98,-0.59727,163.3125,"August 27, 24",-0.0059727,,,,,
2024-08-26,163.95,165.75,163.12,164.61,163.17,447400,447400,0.66,0.40256,164.3575,"August 26, 24",0.0040256,2024-07-29,2024-09-09,0.375,2024-08-26,0.375
2024-08-23,161,163.65,159.81,163.23,161.43,582722,582722,2.23,1.39,161.9225,"August 23, 24",0.0139,,,,,
2024-08-22,160.8,161.29,158.94,160.14,158.37,440767,440767,-0.66,-0.41045,160.2925,"August 22, 24",-0.0041045,,,,,
2024-08-21,159.35,161.44,157.3,160.8,159.03,438030,438030,1.45,0.90995,159.7225,"August 21, 24",0.0090995,,,,,
2024-08-20,158.39,158.87,157.28,158.55,156.8,467114,467114,0.16,0.10102,158.2725,"August 20, 24",0.0010102,,,,,
2024-08-19,160,160.99,158.27,158.9,157.15,482840,482840,-1.1,-0.6875,159.54,"August 19, 24",-0.006875,,,,,
2024-08-16,158.7,160.84,157.12,160,158.24,1418900,1418900,1.3,0.81916,159.165,"August 16, 24",0.0081916,,,,,
2024-08-15,157.52,161,157.52,159.69,157.93,742900,742900,2.17,1.38,158.9325,"August 15, 24",0.0138,,,,,
2024-08-14,156.24,156.63,153.39,155.17,153.46,575600,575600,-1.07,-0.68484,155.3575,"August 14, 24",-0.0068484,,,,,
2024-08-13,153.98,157.39,152.46,156.65,154.92,707163,707163,2.67,1.73,155.12,"August 13, 24",0.0173,,,,,
2024-08-12,158.41,158.77,153.43,153.71,152.01,514351,514351,-4.7,-2.97,156.08,"August 12, 24",-0.0297,,,,,
2024-08-09,158.56,159.44,157.08,158.04,156.3,470466,470466,-0.52,-0.32795,158.28,"August 09, 24",-0.0032795,,,,,
2024-08-08,153.91,160.7,152.85,159.29,157.53,710350,710350,5.38,3.5,156.6875,"August 08, 24",0.035,,,,,
2024-08-07,159.96,162.58,152.54,152.74,151.06,774951,774951,-7.22,-4.51,156.955,"August 07, 24",-0.0451,,,,,
2024-08-06,158.71,162.18,158,158.4,156.65,668224,668224,-0.31,-0.19532,159.3225,"August 06, 24",-0.0019532,,,,,
2024-08-05,157.22,163.4,156.3,158.07,156.33,3179816,3179816,0.85,0.54064,158.7475,"August 05, 24",0.0054064,,,,,
2024-08-02,164.93,166.84,158.66,164.31,162.5,845636,845636,-0.62,-0.37592,163.685,"August 02, 24",-0.0037592,,,,,
2024-08-01,174.02,178.9,165.43,167.38,165.53,1693220,1693220,-6.64,-3.82,171.4325,"August 01, 24",-0.0382,,,,,
2024-07-31,167.63,170.53,166.09,166.79,164.95,1338900,1338900,-0.84,-0.5011,167.76,"July 31, 24",-0.005011,,,,,
2024-07-30,164.24,167.21,162.1,165.47,163.64,644147,644147,1.23,0.7489,164.755,"July 30, 24",0.007489,,,,,
2024-07-29,164.79,167.87,163.28,164.23,162.42,560868,560868,-0.56,-0.33983,165.0425,"July 29, 24",-0.0033983,,,,,
2024-07-26,164.04,165.03,161.6,164.03,162.22,585900,585900,-0.01,-0.00609607,163.675,"July 26, 24",-6.09607e-05,,,,,
2024-07-25,159.25,167.36,158.47,162.89,161.09,651979,651979,3.64,2.29,161.9925,"July 25, 24",0.0229,,,,,
2024-07-24,165.16,167.47,158.2,158.58,156.83,700105,700105,-6.58,-3.98,162.3525,"July 24, 24",-0.0398,,,,,
2024-07-23,160.37,167.98,159.42,165.42,163.6,997170,997170,5.05,3.15,163.2975,"July 23, 24",0.0315,,,,,
2024-07-22,159.43,160.57,154.92,159.99,158.23,610777,610777,0.56,0.35125,158.7275,"July 22, 24",0.0035125,,,,,
2024-07-19,154.96,158.45,152.45,158.1,156.36,747800,747800,3.14,2.03,155.99,"July 19, 24",0.0203,,,,,
2024-07-18,160.68,162.25,153.81,154.79,153.08,735534,735534,-5.89,-3.67,157.8825,"July 18, 24",-0.0367,,,,,
2024-07-17,160,161.76,156.59,160.68,158.91,752906,752906,0.68,0.425,159.7575,"July 17, 24",0.00425,,,,,
2024-07-16,156.39,162.5,156.32,161.03,159.25,987334,987334,4.64,2.97,159.06,"July 16, 24",0.0297,,,,,
2024-07-15,149.41,156.85,148.22,156.11,154.39,1091013,1091013,6.7,4.48,152.6475,"July 15, 24",0.0448,,,,,
2024-07-12,146,150.43,144.6,148.43,146.79,908242,908242,2.43,1.66,147.365,"July 12, 24",0.0166,,,,,
2024-07-11,142,144.84,140.69,144.48,142.89,764144,764144,2.48,1.75,143.0025,"July 11, 24",0.0175,,,,,
2024-07-10,140.45,140.64,139.53,140.28,138.73,581730,581730,-0.17,-0.12104,140.225,"July 10, 24",-0.0012104,,,,,
2024-07-09,139.9,140.9,139.5,140.16,138.61,741760,741760,0.26,0.18585,140.115,"July 09, 24",0.0018585,,,,,
2024-07-08,142.65,142.76,139.77,140.35,138.8,666262,666262,-2.3,-1.61,141.3825,"July 08, 24",-0.0161,,,,,
2024-07-05,142.86,142.98,140.66,141.96,140.39,427715,427715,-0.9,-0.62999,142.115,"July 05, 24",-0.0062999,,,,,
2024-07-03,142.5,144.45,142.11,143.11,141.53,458017,458017,0.61,0.42807,143.0425,"July 03, 24",0.0042807,,,,,
2024-07-02,142.79,144.06,140.35,142.17,140.6,712900,712900,-0.62,-0.4342,142.3425,"July 02, 24",-0.004342,,,,,
2024-07-01,142.96,143.36,140.84,142.3,140.73,699900,699900,-0.66,-0.46167,142.365,"July 01, 24",-0.0046167,,,,,
2024-06-28,142.15,143.05,140.55,143.04,141.46,995247,995247,0.89,0.6261,142.1975,"June 28, 24",0.006261,,,,,
2024-06-27,141,143.25,140,141.78,140.22,584795,584795,0.78,0.55319,141.5075,"June 27, 24",0.0055319,,,,,
2024-06-26,141.04,142.63,139.69,141,139.44,1023893,1023893,-0.04,-0.02836075,141.09,"June 26, 24",-0.0002836075,,,,,
2024-06-25,144.68,144.68,141.16,141.54,139.98,721691,721691,-3.14,-2.17,143.015,"June 25, 24",-0.0217,,,,,
2024-06-24,144.88,146.7,144,145,143.4,657700,657700,0.12,0.08282717,145.145,"June 24, 24",0.0008282717,,,,,
2024-06-21,145.78,147.48,143.99,147.4,145.77,2648674,2648674,1.62,1.11,146.1625,"June 21, 24",0.0111,,,,,
2024-06-20,141.24,145.96,140.9,145.68,144.07,802800,802800,4.44,3.14,143.445,"June 20, 24",0.0314,,,,,
2024-06-18,142.48,144.27,141.43,141.46,139.9,1085400,1085400,-1.02,-0.71589,142.41,"June 18, 24",-0.0071589,,,,,
2024-06-17,143.11,145.42,141.22,142.89,141.31,1009959,1009959,-0.22,-0.15373,143.16,"June 17, 24",-0.0015373,,,,,
2024-06-14,140.98,144,140.12,142.78,141.21,795600,795600,1.8,1.28,141.97,"June 14, 24",0.0128,,,,,
2024-06-13,143.71,144.45,140.67,140.99,139.43,725400,725400,-2.72,-1.89,142.455,"June 13, 24",-0.0189,,,,,
2024-06-12,146.25,147.8,143.59,144.16,142.57,694500,694500,-2.09,-1.43,145.45,"June 12, 24",-0.0143,,,,,
2024-06-11,144.03,145.15,142.3,143.39,141.81,883500,883500,-0.64,-0.44435,143.7175,"June 11, 24",-0.0044435,,,,,
2024-06-10,143.76,146.6,142.41,146.3,144.69,878161,878161,2.54,1.77,144.7675,"June 10, 24",0.0177,,,,,
2024-06-07,143.8,147.61,142.73,145.33,143.73,792436,792436,1.53,1.06,144.8675,"June 07, 24",0.0106,,,,,
2024-06-06,145.68,147.01,143.4,145.25,143.65,1076331,1076331,-0.43,-0.29517,145.335,"June 06, 24",-0.0029517,,,,,
2024-06-05,146.88,148,143.88,144.32,142.73,804500,804500,-2.56,-1.74,145.77,"June 05, 24",-0.0174,,,,,
2024-06-04,144.48,149.32,143.88,146.63,145.01,946200,946200,2.15,1.49,146.0775,"June 04, 24",0.0149,,,,,
2024-06-03,147.4,148.95,144.39,145.15,143.55,1758500,1758500,-2.25,-1.53,146.4725,"June 03, 24",-0.0153,,,,,
2024-05-31,156.97,156.97,143.88,145.32,143.72,2551900,2551900,-11.65,-7.42,150.785,"May 31, 24",-0.0742,,,,,
2024-05-30,162.27,162.87,158.16,158.95,157.2,959700,959700,-3.32,-2.05,160.5625,"May 30, 24",-0.0205,,,,,
2024-05-29,164.16,166.64,163.47,163.59,161.79,876806,876806,-0.57,-0.34722,164.465,"May 29, 24",-0.0034722,,,,,
2024-05-28,171,171.36,166.23,166.79,164.95,824934,824934,-4.21,-2.46,168.845,"May 28, 24",-0.0246,2024-04-29,2024-06-10,0.375,2024-05-28,0.375
2024-05-24,173.88,174.34,168.22,170.68,168.43,759251,759251,-3.2,-1.84,171.78,"May 24, 24",-0.0184,,,,,
2024-05-23,180.95,181.73,174.4,174.44,172.14,629400,629400,-6.51,-3.6,177.88,"May 23, 24",-0.036,,,,,
2024-05-22,179.61,181.13,178.24,180.67,178.29,646700,646700,1.06,0.59017,179.9125,"May 22, 24",0.0059017,,,,,
2024-05-21,179.56,180.67,178.25,179.67,177.3,379313,379313,0.11,0.06126086,179.5375,"May 21, 24",0.0006126086,,,,,
2024-05-20,182.3,182.49,178.4,180.29,177.91,484817,484817,-2.01,-1.1,180.87,"May 20, 24",-0.011,,,,,
2024-05-17,181.12,182.32,179.68,182.28,179.88,493214,493214,1.16,0.64046,181.35,"May 17, 24",0.0064046,,,,,
2024-05-16,177.82,181.44,177.77,181.07,178.68,615300,615300,3.25,1.83,179.525,"May 16, 24",0.0183,,,,,
2024-05-15,176.46,177.85,172.62,177.45,175.11,673364,673364,0.99,0.56103,176.095,"May 15, 24",0.0056103,,,,,
2024-05-14,175,177,174.38,174.51,172.21,494624,494624,-0.49,-0.28,175.2225,"May 14, 24",-0.0028,,,,,
2024-05-13,174.21,176.66,173.8,174.08,171.79,468504,468504,-0.13,-0.07462258,174.6875,"May 13, 24",-0.0007462258,,,,,
2024-05-10,173.88,175,171.82,173.39,171.1,474217,474217,-0.49,-0.2818,173.5225,"May 10, 24",-0.002818,,,,,
2024-05-09,171.92,174.63,171.17,173.58,171.29,521613,521613,1.66,0.96557,172.825,"May 09, 24",0.0096557,,,,,
2024-05-08,174.35,176,171.73,172.28,170.01,501998,501998,-2.07,-1.19,173.59,"May 08, 24",-0.0119,,,,,
2024-05-07,174.46,178.05,173.94,176.47,174.14,502245,502245,2.01,1.15,175.73,"May 07, 24",0.0115,,,,,
2024-05-06,172.48,175.3,169.73,174.44,172.14,748400,748400,1.96,1.14,172.9875,"May 06, 24",0.0114,,,,,
2024-05-03,172.8,176.03,167.51,171.29,169.03,1207026,1207026,-1.51,-0.87384,171.9075,"May 03, 24",-0.0087384,,,,,
2024-05-02,180,180.6,159,166.72,164.52,2756600,2756600,-13.28,-7.38,171.58,"May 02, 24",-0.0738,,,,,
