date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,declarationDate,adjDividend,dividend,recordDate
2023-08-01,56.25,56.42,55.54,55.78,47.9,5565897,5565897,-0.47,-0.83556,55.9975,"August 01, 23",-0.0083556,,,,,
2023-07-31,55.53,56.49,55.45,56.47,48.5,6387760,6387760,0.94,1.69,55.985,"July 31, 23",0.0169,,,,,
2023-07-28,55.46,55.87,55.16,55.46,47.63,4561204,4561204,0,0,55.4875,"July 28, 23",0,,,,,
2023-07-27,54.1,55.03,53.8,54.94,47.18,8079600,8079600,0.84,1.55,54.4675,"July 27, 23",0.0155,,,,,
2023-07-26,53.25,53.96,53.2,53.7,46.12,7582034,7582034,0.45,0.84507,53.5275,"July 26, 23",0.0084507,,,,,
2023-07-25,52.94,55.15,52.85,53.48,45.93,9077431,9077431,0.54,1.02,53.605,"July 25, 23",0.0102,,,,,
2023-07-24,53.17,53.36,52.26,52.55,45.13,6687900,6687900,-0.62,-1.17,52.835,"July 24, 23",-0.0117,,,,,
2023-07-21,53.1,53.18,52.6,53.05,45.56,4095338,4095338,-0.05,-0.09416196,52.9825,"July 21, 23",-0.0009416196,,,,,
2023-07-20,53.32,53.34,52.6,53.05,45.56,3751907,3751907,-0.27,-0.50638,53.0775,"July 20, 23",-0.0050638,,,,,
2023-07-19,52.84,53.04,52.53,52.82,45.36,3731800,3731800,-0.02,-0.03785011,52.8075,"July 19, 23",-0.0003785011,,,,,
2023-07-18,52.43,53.36,52.38,52.98,45.5,4815807,4815807,0.55,1.05,52.7875,"July 18, 23",0.0105,,,,,
2023-07-17,52.54,52.69,52.17,52.43,45.03,4318450,4318450,-0.11,-0.20936,52.4575,"July 17, 23",-0.0020936,,,,,
2023-07-14,54.01,54.06,52.75,52.92,45.45,3885665,3885665,-1.09,-2.02,53.435,"July 14, 23",-0.0202,,,,,
2023-07-13,54.19,54.45,53.8,54.21,46.56,3291962,3291962,0.02,0.03690718,54.1625,"July 13, 23",0.0003690718,,,,,
2023-07-12,54.36,54.66,53.17,54.11,46.47,5983992,5983992,-0.25,-0.4599,54.075,"July 12, 23",-0.004599,,,,,
2023-07-11,53.5,53.9,53.37,53.42,45.88,3470800,3470800,-0.08,-0.14953,53.5475,"July 11, 23",-0.0014953,,,,,
2023-07-10,52.77,53.67,52.68,53.27,45.75,3663130,3663130,0.5,0.94751,53.0975,"July 10, 23",0.0094751,,,,,
2023-07-07,52.42,53.94,52.32,53.1,45.6,5400350,5400350,0.68,1.3,52.945,"July 07, 23",0.013,,,,,
2023-07-06,52.29,52.88,51.76,52.77,45.32,5552966,5552966,0.48,0.91796,52.425,"July 06, 23",0.0091796,,,,,
2023-07-05,53.18,53.44,52.52,52.84,45.38,5878283,5878283,-0.34,-0.63934,52.995,"July 05, 23",-0.0063934,,,,,
2023-07-03,53.25,53.99,53.23,53.78,46.19,2228500,2228500,0.53,0.99531,53.5625,"July 03, 23",0.0099531,,,,,
2023-06-30,53.58,53.59,52.99,53.26,45.74,4158100,4158100,-0.32,-0.59724,53.355,"June 30, 23",-0.0059724,,,,,
2023-06-29,52.95,53.37,52.69,53.24,45.72,2559400,2559400,0.29,0.54769,53.0625,"June 29, 23",0.0054769,,,,,
2023-06-28,52.57,52.97,51.87,52.96,45.48,3364817,3364817,0.39,0.74187,52.5925,"June 28, 23",0.0074187,,,,,
2023-06-27,51.93,52.62,51.62,52.57,45.15,3176300,3176300,0.64,1.23,52.185,"June 27, 23",0.0123,,,,,
2023-06-26,51.43,52.23,51.3,51.95,44.61,3073900,3073900,0.52,1.01,51.7275,"June 26, 23",0.0101,,,,,
2023-06-23,50.73,51.5,50.26,51.36,44.11,3703199,3703199,0.63,1.24,50.9625,"June 23, 23",0.0124,,,,,
2023-06-22,50.42,51.49,50.2,51.39,44.13,4734283,4734283,0.97,1.92,50.875,"June 22, 23",0.0192,,,,,
2023-06-21,51.68,52.49,51.26,51.88,44.55,3591413,3591413,0.2,0.387,51.8275,"June 21, 23",0.00387,,,,,
2023-06-20,52.32,52.44,51.24,51.92,44.59,5084332,5084332,-0.4,-0.76453,51.98,"June 20, 23",-0.0076453,,,,,
2023-06-16,53.3,53.31,52.6,53.16,45.65,9536099,9536099,-0.14,-0.26266,53.0925,"June 16, 23",-0.0026266,,,,,
2023-06-15,52.74,53.74,52.58,53.48,45.93,3283600,3283600,0.74,1.4,53.135,"June 15, 23",0.014,,,,,
2023-06-14,53.56,53.86,52.51,52.81,45.35,3319848,3319848,-0.75,-1.4,53.185,"June 14, 23",-0.014,,,,,
2023-06-13,52.15,53.55,51.98,53.14,45.64,4273630,4273630,0.99,1.9,52.705,"June 13, 23",0.019,,,,,
2023-06-12,51.8,52.31,51.36,51.8,44.49,3888781,3888781,0,0,51.8175,"June 12, 23",0,,,,,
2023-06-09,52.42,52.68,51.64,51.74,44.43,5478090,5478090,-0.68,-1.3,52.12,"June 09, 23",-0.013,,,,,
2023-06-08,54.11,54.34,52.25,52.78,45.33,5094630,5094630,-1.33,-2.46,53.37,"June 08, 23",-0.0246,,,,,
2023-06-07,52.82,53.95,52.72,53.87,46.26,6453715,6453715,1.05,1.99,53.34,"June 07, 23",0.0199,,,,,
2023-06-06,51.11,52.88,51.07,52.59,45.16,7378400,7378400,1.48,2.9,51.9125,"June 06, 23",0.029,,,,,
2023-06-05,51.69,52.37,51.47,51.5,44.23,6004463,6004463,-0.19,-0.36758,51.7575,"June 05, 23",-0.0036758,,,,,
2023-06-02,50.11,51.68,50.01,51.61,44.32,7786811,7786811,1.5,2.99,50.8525,"June 02, 23",0.0299,,,,,
2023-06-01,49,49.35,48.51,49,42.08,4573900,4573900,0,0,48.965,"June 01, 23",0,,,,,
2023-05-31,49.13,49.37,48.34,48.78,41.89,8465214,8465214,-0.35,-0.7124,48.905,"May 31, 23",-0.007124,,,,,
2023-05-30,49.53,49.75,48.9,49.5,42.51,5222800,5222800,-0.03,-0.06056935,49.42,"May 30, 23",-0.0006056935,2023-06-09,2023-04-13,0.7,0.7,2023-05-31
2023-05-26,50.73,50.79,50.25,50.34,42.63,3513139,3513139,-0.39,-0.76878,50.5275,"May 26, 23",-0.0076878,,,,,
2023-05-25,51,51.12,49.97,50.37,42.66,4688200,4688200,-0.63,-1.24,50.615,"May 25, 23",-0.0124,,,,,
2023-05-24,52.11,52.11,51.19,51.32,43.46,3162638,3162638,-0.79,-1.52,51.6825,"May 24, 23",-0.0152,,,,,
2023-05-23,51.77,52.32,51.45,51.96,44,3611400,3611400,0.19,0.36701,51.875,"May 23, 23",0.0036701,,,,,
2023-05-22,52.02,52.21,51.54,51.77,43.84,3478366,3478366,-0.25,-0.48058,51.885,"May 22, 23",-0.0048058,,,,,
2023-05-19,52.25,52.34,51.61,51.95,43.99,3747400,3747400,-0.3,-0.57416,52.0375,"May 19, 23",-0.0057416,,,,,
2023-05-18,51.23,52.01,50.85,51.87,43.93,4451900,4451900,0.64,1.25,51.49,"May 18, 23",0.0125,,,,,
2023-05-17,51.32,51.84,51.09,51.48,43.6,4777443,4777443,0.16,0.31177,51.4325,"May 17, 23",0.0031177,,,,,
2023-05-16,52.01,52.1,50.98,51.06,43.24,4611159,4611159,-0.95,-1.83,51.5375,"May 16, 23",-0.0183,,,,,
2023-05-15,52.62,52.66,51.75,52.26,44.26,3774800,3774800,-0.36,-0.68415,52.3225,"May 15, 23",-0.0068415,,,,,
2023-05-12,52.55,52.74,52.06,52.31,44.3,3260208,3260208,-0.24,-0.45671,52.415,"May 12, 23",-0.0045671,,,,,
2023-05-11,53,53.01,51.94,52.34,44.32,5499626,5499626,-0.66,-1.25,52.5725,"May 11, 23",-0.0125,,,,,
2023-05-10,54.28,54.58,52.85,53.45,45.26,3888226,3888226,-0.83,-1.53,53.79,"May 10, 23",-0.0153,,,,,
2023-05-09,53.89,53.94,53.47,53.67,45.45,3285300,3285300,-0.22,-0.40824,53.7425,"May 09, 23",-0.0040824,,,,,
2023-05-08,54.42,54.91,54.01,54.15,45.86,2725321,2725321,-0.27,-0.49614,54.3725,"May 08, 23",-0.0049614,,,,,
2023-05-05,54.26,54.58,53.83,54.41,46.08,4145354,4145354,0.15,0.27645,54.27,"May 05, 23",0.0027645,,,,,
2023-05-04,52.9,53.41,52.27,53.36,45.19,3899900,3899900,0.46,0.86957,52.985,"May 04, 23",0.0086957,,,,,
2023-05-03,53.75,54.17,52.91,53,44.88,3343012,3343012,-0.75,-1.4,53.4575,"May 03, 23",-0.014,,,,,
2023-05-02,53.5,53.89,52.58,53.78,45.54,4206000,4206000,0.28,0.52336,53.4375,"May 02, 23",0.0052336,,,,,
2023-05-01,54.46,54.62,53.83,54.11,45.82,4013200,4013200,-0.35,-0.64267,54.255,"May 01, 23",-0.0064267,,,,,
2023-04-28,53.24,54.91,53.17,54.4,46.07,6014443,6014443,1.16,2.18,53.93,"April 28, 23",0.0218,,,,,
2023-04-27,52.64,53.52,52.36,53.5,45.31,3910815,3910815,0.86,1.63,53.005,"April 27, 23",0.0163,,,,,
2023-04-26,52.27,53.15,52.21,52.58,44.53,5952624,5952624,0.31,0.59307,52.5525,"April 26, 23",0.0059307,,,,,
2023-04-25,54.46,55,52.5,52.5,44.46,8369814,8369814,-1.96,-3.6,53.615,"April 25, 23",-0.036,,,,,
2023-04-24,55.14,55.4,54.78,55.39,46.91,5039595,5039595,0.25,0.45339,55.1775,"April 24, 23",0.0045339,,,,,
2023-04-21,55.36,55.48,54.71,54.87,46.47,4179585,4179585,-0.49,-0.88512,55.105,"April 21, 23",-0.0088512,,,,,
2023-04-20,55.8,56.17,55.37,55.7,47.17,3334742,3334742,-0.1,-0.17921,55.76,"April 20, 23",-0.0017921,,,,,
2023-04-19,56.4,56.59,55.84,56.44,47.8,3828096,3828096,0.04,0.07092199,56.3175,"April 19, 23",0.0007092199,,,,,
2023-04-18,57.01,57.24,56.39,56.78,48.08,3354703,3354703,-0.23,-0.40344,56.855,"April 18, 23",-0.0040344,,,,,
2023-04-17,56.68,56.95,56.41,56.9,48.19,2874430,2874430,0.22,0.38814,56.735,"April 17, 23",0.0038814,,,,,
2023-04-14,57.05,57.44,56.25,56.5,47.85,3395037,3395037,-0.55,-0.96407,56.81,"April 14, 23",-0.0096407,,,,,
2023-04-13,56.62,57.16,56.08,56.92,48.2,5147640,5147640,0.3,0.52985,56.695,"April 13, 23",0.0052985,,,,,
2023-04-12,57.45,57.74,56.8,56.89,48.18,4679710,4679710,-0.56,-0.97476,57.22,"April 12, 23",-0.0097476,,,,,
2023-04-11,56.06,56.74,56,56.19,47.58,4411100,4411100,0.13,0.23189,56.2475,"April 11, 23",0.0023189,,,,,
2023-04-10,55,55.81,54.97,55.81,47.26,4046642,4046642,0.81,1.47,55.3975,"April 10, 23",0.0147,,,,,
2023-04-06,54.38,55.06,54.21,54.66,46.29,5022121,5022121,0.28,0.5149,54.5775,"April 06, 23",0.005149,,,,,
2023-04-05,53.65,54.68,53.45,54.64,46.27,3959829,3959829,0.99,1.85,54.105,"April 05, 23",0.0185,,,,,
2023-04-04,55.09,55.28,54,54.26,45.95,5014688,5014688,-0.83,-1.51,54.6575,"April 04, 23",-0.0151,,,,,
2023-04-03,55.22,56.11,55.02,55.33,46.86,6588845,6588845,0.11,0.1992,55.42,"April 03, 23",0.001992,,,,,
2023-03-31,54.17,54.89,53.96,54.82,46.42,4410842,4410842,0.65,1.2,54.46,"March 31, 23",0.012,,,,,
2023-03-30,54.25,54.3,53.58,54,45.73,3643800,3643800,-0.25,-0.46083,54.0325,"March 30, 23",-0.0046083,,,,,
2023-03-29,53.76,53.85,53.16,53.6,45.39,3710503,3710503,-0.16,-0.29762,53.5925,"March 29, 23",-0.0029762,,,,,
2023-03-28,52.17,52.96,52.12,52.91,44.81,3083608,3083608,0.74,1.42,52.54,"March 28, 23",0.0142,,,,,
2023-03-27,52.25,52.7,51.91,52,44.04,4328000,4328000,-0.25,-0.47847,52.215,"March 27, 23",-0.0047847,,,,,
2023-03-24,50.85,51.93,50.45,51.78,43.85,4338513,4338513,0.93,1.83,51.2525,"March 24, 23",0.0183,,,,,
2023-03-23,51.48,52.94,51.16,51.65,43.74,4781112,4781112,0.17,0.33023,51.8075,"March 23, 23",0.0033023,,,,,
2023-03-22,52.07,52.66,51.34,51.38,43.51,4524002,4524002,-0.69,-1.33,51.8625,"March 22, 23",-0.0133,,,,,
2023-03-21,52.42,52.59,51.58,52.06,44.09,4277429,4277429,-0.36,-0.68676,52.1625,"March 21, 23",-0.0068676,,,,,
2023-03-20,50.67,51.41,50.62,51.26,43.41,5403214,5403214,0.59,1.16,50.99,"March 20, 23",0.0116,,,,,
2023-03-17,50.7,50.84,49.7,50.02,42.36,11632359,11632359,-0.68,-1.34,50.315,"March 17, 23",-0.0134,,,,,
2023-03-16,49.6,50.98,49.2,50.91,43.11,6859100,6859100,1.31,2.64,50.1725,"March 16, 23",0.0264,,,,,
2023-03-15,51.03,51.03,49.67,50.48,42.75,8006226,8006226,-0.55,-1.08,50.5525,"March 15, 23",-0.0108,,,,,
2023-03-14,53.27,53.74,51.6,52.29,44.28,8450400,8450400,-0.98,-1.84,52.725,"March 14, 23",-0.0184,,,,,
2023-03-13,52.95,53.24,51.99,52.4,44.37,8481315,8481315,-0.55,-1.04,52.645,"March 13, 23",-0.0104,,,,,
2023-03-10,55.16,55.18,53.32,53.88,45.63,5399000,5399000,-1.28,-2.32,54.385,"March 10, 23",-0.0232,,,,,
2023-03-09,56.33,56.67,54.96,55.1,46.66,4566235,4566235,-1.23,-2.18,55.765,"March 09, 23",-0.0218,,,,,
2023-03-08,56.21,56.87,56.09,56.26,47.64,4232766,4232766,0.05,0.08895214,56.3575,"March 08, 23",0.0008895214,,,,,
2023-03-07,56.88,57.2,55.54,55.8,47.25,5499227,5499227,-1.08,-1.9,56.355,"March 07, 23",-0.019,,,,,
2023-03-06,58.01,58.25,56.77,57.11,48.36,4841238,4841238,-0.9,-1.55,57.535,"March 06, 23",-0.0155,,,,,
2023-03-03,58.56,58.75,57.8,58.32,49.39,3463659,3463659,-0.24,-0.40984,58.3575,"March 03, 23",-0.0040984,,,,,
2023-03-02,57.76,58.65,57.35,58.44,49.49,3992544,3992544,0.68,1.18,58.05,"March 02, 23",0.0118,,,,,
2023-03-01,57.29,58.66,57.23,58.02,49.13,4535117,4535117,0.73,1.27,57.8,"March 01, 23",0.0127,,,,,
2023-02-28,57.12,57.51,56.87,57.2,48.44,5835329,5835329,0.08,0.14006,57.175,"February 28, 23",0.0014006,,,,,
2023-02-27,57.38,57.64,56.8,56.99,48.26,5443100,5443100,-0.39,-0.67968,57.2025,"February 27, 23",-0.0067968,2023-03-10,2023-02-09,0.7,0.7,2023-02-28
2023-02-24,56.36,57.88,56.06,57.79,48.35,4831942,4831942,1.43,2.54,57.0225,"February 24, 23",0.0254,,,,,
2023-02-23,57.41,57.72,56.33,57.19,47.85,4154221,4154221,-0.22,-0.38321,57.1625,"February 23, 23",-0.0038321,,,,,
2023-02-22,56.78,57.44,56.7,57.01,47.7,3735533,3735533,0.23,0.40507,56.9825,"February 22, 23",0.0040507,,,,,
2023-02-21,57.7,57.88,56.7,56.84,47.56,6615691,6615691,-0.86,-1.49,57.28,"February 21, 23",-0.0149,,,,,
2023-02-17,58.26,58.51,57.74,58.13,48.63,4317200,4317200,-0.13,-0.22314,58.16,"February 17, 23",-0.0022314,,,,,
2023-02-16,58.97,59.39,58.29,58.68,49.09,4302242,4302242,-0.29,-0.49178,58.8325,"February 16, 23",-0.0049178,,,,,
2023-02-15,59.31,59.76,59.02,59.76,50,2357602,2357602,0.45,0.75873,59.4625,"February 15, 23",0.0075873,,,,,
2023-02-14,60.04,60.04,59.01,59.76,50,3749130,3749130,-0.28,-0.46636,59.7125,"February 14, 23",-0.0046636,,,,,
2023-02-13,59.82,60.42,59.62,60.32,50.47,3520600,3520600,0.5,0.83584,60.045,"February 13, 23",0.0083584,,,,,
2023-02-10,59,59.84,58.71,59.82,50.05,3826315,3826315,0.82,1.39,59.3425,"February 10, 23",0.0139,,,,,
2023-02-09,60.52,60.71,58.86,59.08,49.43,3874709,3874709,-1.44,-2.38,59.7925,"February 09, 23",-0.0238,,,,,
2023-02-08,60.2,60.51,59.56,59.81,50.04,3410452,3410452,-0.39,-0.64784,60.02,"February 08, 23",-0.0064784,,,,,
2023-02-07,60.07,60.88,59.68,60.51,50.63,4777500,4777500,0.44,0.73248,60.285,"February 07, 23",0.0073248,,,,,
2023-02-06,60,60.3,59.3,60.09,50.27,4658746,4658746,0.09,0.15,59.9225,"February 06, 23",0.0015,,,,,
2023-02-03,59.6,60.24,59.41,60,50.2,3961018,3961018,0.4,0.67114,59.8125,"February 03, 23",0.0067114,,,,,
2023-02-02,60.07,60.42,59.54,59.95,50.16,4726200,4726200,-0.12,-0.19977,59.995,"February 02, 23",-0.0019977,,,,,
2023-02-01,59.28,60.72,58.8,60.22,50.38,5645100,5645100,0.94,1.59,59.755,"February 01, 23",0.0159,,,,,
2023-01-31,58.07,59.45,57.82,59.35,49.66,5739125,5739125,1.28,2.2,58.6725,"January 31, 23",0.022,,,,,
2023-01-30,58.63,59.24,57.8,57.95,48.48,4824738,4824738,-0.68,-1.16,58.405,"January 30, 23",-0.0116,,,,,
2023-01-27,58.04,59.33,57.81,58.97,49.34,6773311,6773311,0.93,1.6,58.5375,"January 27, 23",0.016,,,,,
2023-01-26,56.66,58.57,55.83,58.12,48.63,8002589,8002589,1.46,2.58,57.295,"January 26, 23",0.0258,,,,,
2023-01-25,57.36,57.98,56.85,57.89,48.43,5491505,5491505,0.53,0.92399,57.52,"January 25, 23",0.0092399,,,,,
2023-01-24,57.71,58.46,57.17,58.2,48.69,5262520,5262520,0.49,0.84907,57.885,"January 24, 23",0.0084907,,,,,
2023-01-23,57.43,58.4,57.22,58.04,48.56,5213727,5213727,0.61,1.06,57.7725,"January 23, 23",0.0106,,,,,
2023-01-20,56.73,57.56,56.32,57.44,48.06,6712600,6712600,0.71,1.25,57.0125,"January 20, 23",0.0125,,,,,
2023-01-19,56.57,56.99,55.85,56.6,47.35,4997532,4997532,0.03,0.05303164,56.5025,"January 19, 23",0.0005303164,,,,,
2023-01-18,58.02,58.35,56.77,56.84,47.56,5641500,5641500,-1.18,-2.03,57.495,"January 18, 23",-0.0203,,,,,
2023-01-17,58.31,58.48,57.26,57.4,48.02,5948400,5948400,-0.91,-1.56,57.8625,"January 17, 23",-0.0156,,,,,
2023-01-13,58,58.78,57.79,58.68,49.09,4041200,4041200,0.68,1.17,58.3125,"January 13, 23",0.0117,,,,,
2023-01-12,57.96,58.8,57.5,58.52,48.96,7305984,7305984,0.56,0.96618,58.195,"January 12, 23",0.0096618,,,,,
2023-01-11,57.31,57.89,57.02,57.58,48.17,8926300,8926300,0.27,0.47112,57.45,"January 11, 23",0.0047112,,,,,
2023-01-10,55.41,56.58,55.3,56.47,47.25,6611700,6611700,1.06,1.91,55.94,"January 10, 23",0.0191,,,,,
2023-01-09,55.04,56.19,54.82,55.28,46.25,6510932,6510932,0.24,0.43605,55.3325,"January 09, 23",0.0043605,,,,,
2023-01-06,53.64,55.24,53.32,55.02,46.03,6100724,6100724,1.38,2.57,54.305,"January 06, 23",0.0257,,,,,
2023-01-05,52.02,52.98,51.52,52.91,44.27,4803038,4803038,0.89,1.71,52.3575,"January 05, 23",0.0171,,,,,
2023-01-04,51.66,52.51,51.4,52.33,43.78,4527851,4527851,0.67,1.3,51.975,"January 04, 23",0.013,,,,,
2023-01-03,50.6,51.15,50.31,51.04,42.7,3962601,3962601,0.44,0.86957,50.775,"January 03, 23",0.0086957,,,,,
2022-12-30,50.26,50.53,49.98,50.39,42.16,2700300,2700300,0.13,0.25865,50.29,"December 30, 22",0.0025865,,,,,
2022-12-29,50.07,50.8,50,50.65,42.38,2743492,2743492,0.58,1.16,50.38,"December 29, 22",0.0116,,,,,
2022-12-28,51.17,51.35,49.91,49.99,41.82,3340300,3340300,-1.18,-2.31,50.605,"December 28, 22",-0.0231,,,,,
2022-12-27,50.91,51.22,50.75,51.19,42.83,3094558,3094558,0.28,0.54999,51.0175,"December 27, 22",0.0054999,,,,,
2022-12-23,50.2,50.91,49.95,50.86,42.55,2634437,2634437,0.66,1.31,50.48,"December 23, 22",0.0131,,,,,
2022-12-22,50.16,50.25,49.15,50.17,41.97,3342660,3342660,0.01,0.0199362,49.9325,"December 22, 22",0.000199362,,,,,
2022-12-21,50.16,50.93,50.07,50.67,42.39,3840500,3840500,0.51,1.02,50.4575,"December 21, 22",0.0102,,,,,
2022-12-20,49.35,50.01,49.35,49.66,41.55,4003416,4003416,0.31,0.62817,49.5925,"December 20, 22",0.0062817,,,,,
2022-12-19,49.81,50.32,48.76,49.33,41.27,4674700,4674700,-0.48,-0.96366,49.555,"December 19, 22",-0.0096366,,,,,
2022-12-16,49.22,49.97,48.88,49.8,41.67,8969100,8969100,0.58,1.18,49.4675,"December 16, 22",0.0118,,,,,
2022-12-15,50.46,50.56,49.36,49.53,41.44,6190299,6190299,-0.93,-1.84,49.9775,"December 15, 22",-0.0184,,,,,
2022-12-14,51.5,52.05,50.97,51.36,42.97,4064300,4064300,-0.14,-0.27184,51.47,"December 14, 22",-0.0027184,,,,,
2022-12-13,52.5,52.83,51.3,51.56,43.14,4884133,4884133,-0.94,-1.79,52.0475,"December 13, 22",-0.0179,,,,,
2022-12-12,50.32,51.13,49.84,51.11,42.76,5208241,5208241,0.79,1.57,50.6,"December 12, 22",0.0157,,,,,
2022-12-09,50.51,51.4,50.12,50.2,42,3807000,3807000,-0.31,-0.61374,50.5575,"December 09, 22",-0.0061374,,,,,
2022-12-08,51.18,51.43,50.31,50.56,42.3,3815898,3815898,-0.62,-1.21,50.87,"December 08, 22",-0.0121,,,,,
2022-12-07,50.82,51.34,50.26,50.7,42.42,4248704,4248704,-0.12,-0.23613,50.78,"December 07, 22",-0.0023613,,,,,
2022-12-06,51.45,51.87,50.57,51.05,42.71,4373400,4373400,-0.4,-0.77745,51.235,"December 06, 22",-0.0077745,,,,,
2022-12-05,51.46,51.94,50.99,51.25,42.88,5109972,5109972,-0.21,-0.40808,51.41,"December 05, 22",-0.0040808,,,,,
2022-12-02,50.47,51.7,50.43,51.55,43.13,4858349,4858349,1.08,2.14,51.0375,"December 02, 22",0.0214,,,,,
2022-12-01,51.25,51.51,50.8,51.07,42.73,4757348,4757348,-0.18,-0.35122,51.1575,"December 01, 22",-0.0035122,,,,,
2022-11-30,50.52,50.97,49.38,50.97,42.64,7194200,7194200,0.45,0.89074,50.46,"November 30, 22",0.0089074,,,,,
2022-11-29,50.25,50.83,49.88,50.65,42.38,4905048,4905048,0.4,0.79602,50.4025,"November 29, 22",0.0079602,2022-12-09,2022-10-13,0.7,0.7,2022-11-30
2022-11-28,50.85,51.16,49.94,50.2,41.41,5658665,5658665,-0.65,-1.28,50.5375,"November 28, 22",-0.0128,,,,,
2022-11-25,51.5,51.82,51.42,51.56,42.53,1648145,1648145,0.06,0.1165,51.575,"November 25, 22",0.001165,,,,,
2022-11-23,51.29,51.74,51.14,51.55,42.52,3354800,3354800,0.26,0.50692,51.43,"November 23, 22",0.0050692,,,,,
2022-11-22,50.99,51.78,50.87,51.57,42.54,4495575,4495575,0.58,1.14,51.3025,"November 22, 22",0.0114,,,,,
2022-11-21,49.44,50.67,48.58,50.17,41.39,5719820,5719820,0.73,1.48,49.715,"November 21, 22",0.0148,,,,,
2022-11-18,50.49,50.52,49.36,50.07,41.3,3751561,3751561,-0.42,-0.83185,50.11,"November 18, 22",-0.0083185,,,,,
2022-11-17,49.65,50.15,49.19,50.13,41.35,3620400,3620400,0.48,0.96677,49.78,"November 17, 22",0.0096677,,,,,
2022-11-16,51.15,51.22,50.22,50.51,41.67,4294900,4294900,-0.64,-1.25,50.775,"November 16, 22",-0.0125,,,,,
2022-11-15,52.41,52.7,51.14,51.6,42.56,4445738,4445738,-0.81,-1.55,51.9625,"November 15, 22",-0.0155,,,,,
2022-11-14,52.47,52.9,51.86,51.95,42.85,5484400,5484400,-0.52,-0.99104,52.295,"November 14, 22",-0.0099104,,,,,
2022-11-11,51,53.44,50.9,53.14,43.84,9009800,9009800,2.14,4.2,52.12,"November 11, 22",0.042,,,,,
2022-11-10,49.45,50.02,49.12,49.96,41.21,6592000,6592000,0.51,1.03,49.6375,"November 10, 22",0.0103,,,,,
2022-11-09,49.35,49.39,47.57,47.68,39.33,5089935,5089935,-1.67,-3.38,48.4975,"November 09, 22",-0.0338,,,,,
2022-11-08,49.89,50.35,49.45,49.65,40.96,4739700,4739700,-0.24,-0.48106,49.835,"November 08, 22",-0.0048106,,,,,
2022-11-07,48.99,49.53,48.31,49.5,40.83,5849000,5849000,0.51,1.04,49.0825,"November 07, 22",0.0104,,,,,
2022-11-04,48.27,49.88,48.13,49.03,40.44,10593273,10593273,0.76,1.57,48.8275,"November 04, 22",0.0157,,,,,
2022-11-03,46.27,46.97,45.97,46.49,38.35,5122343,5122343,0.22,0.47547,46.425,"November 03, 22",0.0047547,,,,,
2022-11-02,46.86,48.62,46.78,46.93,38.71,7313946,7313946,0.07,0.14938,47.2975,"November 02, 22",0.0014938,,,,,
2022-11-01,47.42,47.57,46.75,46.93,38.71,4892382,4892382,-0.49,-1.03,47.1675,"November 01, 22",-0.0103,,,,,
2022-10-31,47.48,47.82,46.63,46.74,38.56,6434024,6434024,-0.74,-1.56,47.1675,"October 31, 22",-0.0156,,,,,
2022-10-28,47.2,47.77,46.81,47.48,39.17,6943200,6943200,0.28,0.59322,47.315,"October 28, 22",0.0059322,,,,,
2022-10-27,48.12,48.49,47.47,47.62,39.28,4524400,4524400,-0.5,-1.04,47.925,"October 27, 22",-0.0104,,,,,
2022-10-26,48,48.55,47.89,47.99,39.59,6021020,6021020,-0.01,-0.02083333,48.1075,"October 26, 22",-0.0002083333,,,,,
2022-10-25,46.71,47.94,46.54,47.85,39.47,5202539,5202539,1.14,2.44,47.26,"October 25, 22",0.0244,,,,,
2022-10-24,46.89,47.31,46.33,47.04,38.8,5645709,5645709,0.15,0.3199,46.8925,"October 24, 22",0.003199,,,,,
2022-10-21,45.02,46.92,44.95,46.87,38.66,7483602,7483602,1.85,4.11,45.94,"October 21, 22",0.0411,,,,,
2022-10-20,45.39,47.63,44.9,44.93,37.06,9259900,9259900,-0.46,-1.01,45.7125,"October 20, 22",-0.0101,,,,,
2022-10-19,46.24,46.6,45.09,45.13,37.23,8371500,8371500,-1.11,-2.4,45.765,"October 19, 22",-0.024,,,,,
2022-10-18,46.28,46.94,45.38,46.38,38.26,8009127,8009127,0.1,0.21608,46.245,"October 18, 22",0.0021608,,,,,
2022-10-17,45.91,46.07,45,45.26,37.33,6195320,6195320,-0.65,-1.42,45.56,"October 17, 22",-0.0142,,,,,
2022-10-14,46.29,46.4,44.74,45.12,37.22,5889170,5889170,-1.17,-2.53,45.6375,"October 14, 22",-0.0253,,,,,
2022-10-13,43,46.5,42.91,45.92,37.88,8304900,8304900,2.92,6.79,44.5825,"October 13, 22",0.0679,,,,,
2022-10-12,43.94,44.23,43.54,43.81,36.14,4982535,4982535,-0.13,-0.29586,43.88,"October 12, 22",-0.0029586,,,,,
2022-10-11,44.28,44.79,43.42,43.95,36.25,5222747,5222747,-0.33,-0.74526,44.11,"October 11, 22",-0.0074526,,,,,
2022-10-10,44.98,45.44,44.56,44.88,37.02,4686103,4686103,-0.1,-0.22232,44.965,"October 10, 22",-0.0022232,,,,,
2022-10-07,45.05,45.44,44.2,44.41,36.63,5265100,5265100,-0.64,-1.42,44.775,"October 07, 22",-0.0142,,,,,
2022-10-06,45.7,46.1,45.32,45.52,37.55,5430693,5430693,-0.18,-0.39387,45.66,"October 06, 22",-0.0039387,,,,,
