date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,declarationDate,adjDividend,dividend,recordDate
2025-03-12,36.8,36.8,35.73,35.75,33.89,6923900,6923900,-1.05,-2.85,36.27,"March 12, 25",-0.0285,,,,,
2025-03-11,37.6,37.7,36.17,36.67,34.76,6997427,6997427,-0.935,-2.47,37.035,"March 11, 25",-0.0247,,,,,
2025-03-10,37.36,38.36,37.16,37.4,35.45,6310809,6310809,0.04,0.10707,37.57,"March 10, 25",0.0010707,,,,,
2025-03-07,37.19,37.62,36.76,37.45,35.5,8667033,8667033,0.26,0.69911,37.255,"March 07, 25",0.0069911,,,,,
2025-03-06,37.33,37.69,36.73,37.44,35.49,9128500,9128500,0.115,0.29467,37.2975,"March 06, 25",0.0029467,,,,,
2025-03-05,36.26,38.03,36.2,37.78,35.81,10393245,10393245,1.52,4.19,37.0675,"March 05, 25",0.0419,,,,,
2025-03-04,35.89,36.21,35.48,35.62,33.76,8840500,8840500,-0.27,-0.7523,35.8,"March 04, 25",-0.007523,,,,,
2025-03-03,38.67,38.69,36.01,36.06,34.18,10954300,10954300,-2.61,-6.75,37.3575,"March 03, 25",-0.0675,,,,,
2025-02-28,37.8,38.31,37.62,38.11,36.12,10056900,10056900,0.31,0.82011,37.96,"February 28, 25",0.0082011,2025-03-14,2025-02-13,0.7,0.7,2025-02-28
2025-02-27,38.75,38.79,38.16,38.43,35.76,7949636,7949636,-0.32,-0.82581,38.5325,"February 27, 25",-0.0082581,,,,,
2025-02-26,39.54,39.57,38.54,38.85,36.15,6296757,6296757,-0.69,-1.75,39.125,"February 26, 25",-0.0175,,,,,
2025-02-25,39.19,39.57,38.99,39.23,36.5,6180007,6180007,0.04,0.10207,39.245,"February 25, 25",0.0010207,,,,,
2025-02-24,39.41,39.44,38.9,39.05,36.34,7411700,7411700,-0.36,-0.91347,39.2,"February 24, 25",-0.0091347,,,,,
2025-02-21,39.84,40.09,39.16,39.51,36.76,5962900,5962900,-0.33,-0.82831,39.65,"February 21, 25",-0.0082831,,,,,
2025-02-20,39,39.61,38.93,39.59,36.84,5747143,5747143,0.59,1.51,39.2825,"February 20, 25",0.0151,,,,,
2025-02-19,39,39.39,38.79,38.92,36.22,6219814,6219814,-0.08,-0.20513,39.025,"February 19, 25",-0.0020513,,,,,
2025-02-18,38.72,40.02,38.69,39.72,36.96,7612300,7612300,1,2.58,39.2875,"February 18, 25",0.0258,,,,,
2025-02-14,38.83,39.51,38.61,38.67,35.98,5387700,5387700,-0.16,-0.41205,38.905,"February 14, 25",-0.0041205,,,,,
2025-02-13,38.37,38.67,38.05,38.34,35.68,6619000,6619000,-0.03,-0.07818608,38.3575,"February 13, 25",-0.0007818608,,,,,
2025-02-12,38.38,38.56,38.05,38.26,35.6,5607400,5607400,-0.12,-0.31266,38.3125,"February 12, 25",-0.0031266,,,,,
2025-02-11,38.65,38.83,38.44,38.63,35.95,5446500,5446500,-0.02,-0.05174644,38.6375,"February 11, 25",-0.0005174644,,,,,
2025-02-10,38.9,39,38.15,38.57,35.89,5911100,5911100,-0.33,-0.84833,38.655,"February 10, 25",-0.0084833,,,,,
2025-02-07,38.9,39.03,38.34,38.58,35.9,5966200,5966200,-0.32,-0.82262,38.7125,"February 07, 25",-0.0082262,,,,,
2025-02-06,38.22,38.89,38.19,38.77,36.08,7610300,7610300,0.55,1.44,38.5175,"February 06, 25",0.0144,,,,,
2025-02-05,38.22,38.45,37.72,37.95,35.31,6757400,6757400,-0.27,-0.70644,38.085,"February 05, 25",-0.0070644,,,,,
2025-02-04,37.58,38.92,37.54,38.55,35.87,10017100,10017100,0.97,2.58,38.1475,"February 04, 25",0.0258,,,,,
2025-02-03,38.2,38.3,36.66,37.38,34.78,14986938,14986938,-0.82,-2.15,37.635,"February 03, 25",-0.0215,,,,,
2025-01-31,38.83,39.28,38.41,39.05,36.34,12726514,12726514,0.225,0.56657,38.8925,"January 31, 25",0.0056657,,,,,
2025-01-30,39.32,39.48,37.49,38.55,35.87,18933247,18933247,-0.77,-1.96,38.71,"January 30, 25",-0.0196,,,,,
2025-01-29,41.23,41.48,40.84,41.05,38.2,6765212,6765212,-0.18,-0.43658,41.15,"January 29, 25",-0.0043658,,,,,
2025-01-28,42.01,42.17,41.28,41.42,38.54,6009633,6009633,-0.59,-1.4,41.72,"January 28, 25",-0.014,,,,,
2025-01-27,41.74,41.97,41.28,41.92,39.01,6182700,6182700,0.18,0.43124,41.7275,"January 27, 25",0.0043124,,,,,
2025-01-24,41.72,41.92,41.31,41.37,38.5,5111964,5111964,-0.35,-0.83893,41.58,"January 24, 25",-0.0083893,,,,,
2025-01-23,40.95,41.53,40.9,41.47,38.59,5442400,5442400,0.52,1.27,41.2125,"January 23, 25",0.0127,,,,,
2025-01-22,41.4,41.47,40.81,40.82,37.98,5607300,5607300,-0.58,-1.4,41.125,"January 22, 25",-0.014,,,,,
2025-01-21,41.32,41.76,41.15,41.58,38.69,5583600,5583600,0.26,0.62924,41.4525,"January 21, 25",0.0062924,,,,,
2025-01-17,41.11,41.38,40.99,41.04,38.19,6194813,6194813,-0.07,-0.17027,41.13,"January 17, 25",-0.0017027,,,,,
2025-01-16,40.33,41.05,40.1,40.87,38.03,5812300,5812300,0.54,1.34,40.5875,"January 16, 25",0.0134,,,,,
2025-01-15,40.48,40.77,40.14,40.4,37.59,5446402,5446402,-0.08,-0.19763,40.4475,"January 15, 25",-0.0019763,,,,,
2025-01-14,39.92,40.11,39.66,40.08,37.3,4516036,4516036,0.16,0.4008,39.9425,"January 14, 25",0.004008,,,,,
2025-01-13,38.55,39.69,38.55,39.67,36.91,8230615,8230615,1.12,2.91,39.115,"January 13, 25",0.0291,,,,,
2025-01-10,38.72,38.84,38.45,38.5,35.83,7833945,7833945,-0.22,-0.56818,38.6275,"January 10, 25",-0.0056818,,,,,
2025-01-08,39.05,39.11,38.33,38.92,36.22,6196900,6196900,-0.13,-0.33291,38.8525,"January 08, 25",-0.0033291,,,,,
2025-01-07,39.5,39.95,39.16,39.41,36.67,7248827,7248827,-0.09,-0.22785,39.505,"January 07, 25",-0.0022785,,,,,
2025-01-06,39.8,40.14,39.55,39.75,36.99,6899427,6899427,-0.05,-0.12563,39.81,"January 06, 25",-0.0012563,,,,,
2025-01-03,39.65,39.82,39.2,39.4,36.66,6840562,6840562,-0.25,-0.63052,39.5175,"January 03, 25",-0.0063052,,,,,
2025-01-02,40.33,40.6,39.5,39.55,36.8,7132450,7132450,-0.78,-1.93,39.995,"January 02, 25",-0.0193,,,,,
2024-12-31,39.54,40.28,39.43,40.13,37.34,6867200,6867200,0.59,1.49,39.845,"December 31, 24",0.0149,,,,,
2024-12-30,39.9,39.92,39.23,39.44,36.7,7954900,7954900,-0.46,-1.15,39.6225,"December 30, 24",-0.0115,,,,,
2024-12-27,40.12,40.7,39.9,40.03,37.25,4855001,4855001,-0.09,-0.22433,40.1875,"December 27, 24",-0.0022433,,,,,
2024-12-26,39.99,40.37,39.85,40.22,37.43,5276348,5276348,0.23,0.57514,40.1075,"December 26, 24",0.0057514,,,,,
2024-12-24,39.91,40.18,39.43,40.09,37.3,3784125,3784125,0.18,0.45101,39.9025,"December 24, 24",0.0045101,,,,,
2024-12-23,39.99,40.26,39.68,39.97,37.19,6718744,6718744,-0.02,-0.0500125,39.975,"December 23, 24",-0.000500125,,,,,
2024-12-20,38.99,40.28,38.85,39.94,37.16,17715602,17715602,0.95,2.44,39.515,"December 20, 24",0.0244,,,,,
2024-12-19,40.06,40.58,39.09,39.1,36.38,9553500,9553500,-0.96,-2.4,39.7075,"December 19, 24",-0.024,,,,,
2024-12-18,40.85,41.36,40.11,40.15,37.36,11720500,11720500,-0.7,-1.71,40.6175,"December 18, 24",-0.0171,,,,,
2024-12-17,40.3,40.95,40.25,40.57,37.75,9702700,9702700,0.27,0.66998,40.5175,"December 17, 24",0.0066998,,,,,
2024-12-16,40.35,40.69,40.04,40.11,37.32,8419800,8419800,-0.24,-0.5948,40.2975,"December 16, 24",-0.005948,,,,,
2024-12-13,41.25,41.25,40.43,40.86,38.02,7580000,7580000,-0.39,-0.94545,40.9475,"December 13, 24",-0.0094545,,,,,
2024-12-12,41.37,41.74,41.23,41.28,38.41,5738747,5738747,-0.09,-0.21755,41.405,"December 12, 24",-0.0021755,,,,,
2024-12-11,42.19,42.23,41.26,41.5,38.62,7135910,7135910,-0.69,-1.64,41.795,"December 11, 24",-0.0164,,,,,
2024-12-10,42.4,42.57,41.78,42.18,39.25,7585200,7585200,-0.22,-0.51887,42.2325,"December 10, 24",-0.0051887,,,,,
2024-12-09,43.86,44.04,42.42,42.73,39.76,12855800,12855800,-1.12,-2.58,43.2625,"December 09, 24",-0.0258,,,,,
2024-12-06,42.31,42.54,41.73,41.99,39.07,8620000,8620000,-0.32,-0.75632,42.1425,"December 06, 24",-0.0075632,,,,,
2024-12-05,42.79,43.02,41.82,42.19,39.26,9742500,9742500,-0.6,-1.4,42.455,"December 05, 24",-0.014,,,,,
2024-12-04,43.55,43.62,42.22,42.85,39.87,10962600,10962600,-0.7,-1.61,43.06,"December 04, 24",-0.0161,,,,,
2024-12-03,44.4,44.49,43.79,43.87,40.82,9478500,9478500,-0.53,-1.19,44.1375,"December 03, 24",-0.0119,,,,,
2024-12-02,44.28,44.55,43.77,44.38,41.3,7611045,7611045,0.1,0.22584,44.245,"December 02, 24",0.0022584,,,,,
2024-11-29,43.96,44.25,43.65,44.21,41.14,4339600,4339600,0.25,0.5687,44.0175,"November 29, 24",0.005687,2024-12-13,2024-10-10,0.7,0.7,2024-11-29
2024-11-27,44.64,45.08,44.56,44.64,40.89,5700962,5700962,0,0,44.73,"November 27, 24",0,,,,,
2024-11-26,45.48,45.51,44.1,44.54,40.8,9225343,9225343,-0.94,-2.07,44.9075,"November 26, 24",-0.0207,,,,,
2024-11-25,45.82,46.35,45.47,45.87,42.02,9463744,9463744,0.05,0.10912,45.8775,"November 25, 24",0.0010912,,,,,
2024-11-22,44.76,45.54,44.66,45.46,41.64,5494123,5494123,0.7,1.56,45.105,"November 22, 24",0.0156,,,,,
2024-11-21,43.81,45.14,43.62,44.81,41.05,6158200,6158200,1,2.28,44.345,"November 21, 24",0.0228,,,,,
2024-11-20,43.55,44.03,43.33,43.93,40.24,4808100,4808100,0.38,0.87256,43.71,"November 20, 24",0.0087256,,,,,
2024-11-19,43.73,44,43.35,43.65,39.98,6289722,6289722,-0.08,-0.18294,43.6825,"November 19, 24",-0.0018294,,,,,
2024-11-18,44.16,44.55,44.04,44.22,40.51,5076831,5076831,0.06,0.13587,44.2425,"November 18, 24",0.0013587,,,,,
2024-11-15,44.57,44.83,44,44.04,40.34,9814146,9814146,-0.53,-1.19,44.36,"November 15, 24",-0.0119,,,,,
2024-11-14,45,45.13,44.37,44.59,40.84,5542400,5542400,-0.41,-0.91111,44.7725,"November 14, 24",-0.0091111,,,,,
2024-11-13,44.9,45.12,44.7,44.99,41.21,6000313,6000313,0.09,0.20045,44.9275,"November 13, 24",0.0020045,,,,,
2024-11-12,46.36,46.36,44.91,45.04,41.26,7101300,7101300,-1.32,-2.85,45.6675,"November 12, 24",-0.0285,,,,,
2024-11-11,46.4,46.98,46.17,46.27,42.38,6734720,6734720,-0.13,-0.28017,46.455,"November 11, 24",-0.0028017,,,,,
2024-11-08,48.59,48.59,46.38,46.49,42.58,12571500,12571500,-2.1,-4.32,47.5125,"November 08, 24",-0.0432,,,,,
2024-11-07,48.54,48.92,48.02,48.9,44.79,20309409,20309409,0.36,0.74166,48.595,"November 07, 24",0.0074166,,,,,
2024-11-06,49.7,49.7,47.98,48.35,44.29,8862800,8862800,-1.35,-2.72,48.9325,"November 06, 24",-0.0272,,,,,
2024-11-05,47.8,47.9,47.16,47.9,43.88,7193500,7193500,0.1,0.20921,47.69,"November 05, 24",0.0020921,,,,,
2024-11-04,48.3,48.68,47.44,47.95,43.92,14634400,14634400,-0.35,-0.72464,48.0925,"November 04, 24",-0.0072464,,,,,
2024-11-01,49.5,49.72,48.86,48.97,44.86,4980400,4980400,-0.53,-1.07,49.2625,"November 01, 24",-0.0107,,,,,
2024-10-31,49.26,49.64,49.17,49.38,45.23,4835200,4835200,0.12,0.24361,49.3625,"October 31, 24",0.0024361,,,,,
2024-10-30,49.4,50.14,49.14,49.34,45.19,4775741,4775741,-0.06,-0.12146,49.505,"October 30, 24",-0.0012146,,,,,
2024-10-29,49.84,49.98,49.32,49.48,45.32,4900634,4900634,-0.36,-0.72231,49.655,"October 29, 24",-0.0072231,,,,,
2024-10-28,49.84,50.15,49.47,50.11,45.9,6457138,6457138,0.27,0.54173,49.8925,"October 28, 24",0.0054173,,,,,
2024-10-25,50.62,50.73,49.69,49.7,45.52,5889713,5889713,-0.92,-1.82,50.185,"October 25, 24",-0.0182,,,,,
2024-10-24,52.02,52.16,50.72,50.99,46.71,5804601,5804601,-1.03,-1.98,51.4725,"October 24, 24",-0.0198,,,,,
2024-10-23,51.73,51.99,51.12,51.49,47.16,4522300,4522300,-0.24,-0.46395,51.5825,"October 23, 24",-0.0046395,,,,,
2024-10-22,52.24,52.3,51.59,52.07,47.7,4413700,4413700,-0.17,-0.32542,52.05,"October 22, 24",-0.0032542,,,,,
2024-10-21,53.15,53.19,52.11,52.21,47.82,3542702,3542702,-0.94,-1.77,52.665,"October 21, 24",-0.0177,,,,,
2024-10-18,53.48,53.48,52.82,53.11,48.65,2395798,2395798,-0.37,-0.69185,53.2225,"October 18, 24",-0.0069185,,,,,
2024-10-17,53,53.22,52.74,53.08,48.62,3894068,3894068,0.08,0.15094,53.01,"October 17, 24",0.0015094,,,,,
2024-10-16,52.6,53.32,52.36,52.94,48.49,4492900,4492900,0.34,0.64639,52.805,"October 16, 24",0.0064639,,,,,
2024-10-15,53.3,53.56,52.56,52.57,48.15,4210700,4210700,-0.73,-1.37,52.9975,"October 15, 24",-0.0137,,,,,
2024-10-14,53.6,53.83,53.33,53.54,49.04,2736212,2736212,-0.06,-0.11194,53.575,"October 14, 24",-0.0011194,,,,,
2024-10-11,53.75,54.17,53.7,53.78,49.26,4288600,4288600,0.03,0.05581395,53.85,"October 11, 24",0.0005581395,,,,,
2024-10-10,53.42,54.05,53.3,53.62,49.12,2494200,2494200,0.2,0.37439,53.5975,"October 10, 24",0.0037439,,,,,
2024-10-09,53.08,53.72,52.86,53.42,48.93,3186228,3186228,0.34,0.64054,53.27,"October 09, 24",0.0064054,,,,,
2024-10-08,53.75,53.95,53.12,53.21,48.74,4219225,4219225,-0.54,-1,53.5075,"October 08, 24",-0.01,,,,,
2024-10-07,55.02,55.14,54.23,54.62,50.03,3096500,3096500,-0.4,-0.72701,54.7525,"October 07, 24",-0.0072701,,,,,
2024-10-04,55.1,55.63,54.91,55.34,50.69,3443973,3443973,0.24,0.43557,55.245,"October 04, 24",0.0043557,,,,,
2024-10-03,54.46,54.74,53.9,54.5,49.92,4066300,4066300,0.04,0.0734484,54.4,"October 03, 24",0.000734484,,,,,
2024-10-02,54.68,55.08,54.39,54.68,50.09,6312715,6312715,0,0,54.7075,"October 02, 24",0,,,,,
2024-10-01,54.57,54.84,54.16,54.54,49.96,5461505,5461505,-0.03,-0.05497526,54.5275,"October 01, 24",-0.0005497526,,,,,
2024-09-30,55.14,55.35,53.97,54.63,50.04,5537862,5537862,-0.51,-0.92492,54.7725,"September 30, 24",-0.0092492,,,,,
2024-09-27,55,55.67,54.64,55.08,50.45,5513551,5513551,0.08,0.14545,55.0975,"September 27, 24",0.0014545,,,,,
2024-09-26,53.46,54.76,53.44,54.72,50.12,5672107,5672107,1.26,2.36,54.095,"September 26, 24",0.0236,,,,,
2024-09-25,53.66,53.73,52.54,52.84,48.4,3863200,3863200,-0.82,-1.53,53.1925,"September 25, 24",-0.0153,,,,,
2024-09-24,52.69,53.68,52.63,53.45,48.96,4675838,4675838,0.76,1.44,53.1125,"September 24, 24",0.0144,,,,,
2024-09-23,51.87,52.24,51.61,52.04,47.67,5029628,5029628,0.17,0.32774,51.94,"September 23, 24",0.0032774,,,,,
2024-09-20,52.64,52.8,51.3,51.71,47.37,8466000,8466000,-0.93,-1.77,52.1125,"September 20, 24",-0.0177,,,,,
2024-09-19,52.55,53.21,52.26,52.89,48.45,4746735,4746735,0.34,0.647,52.7275,"September 19, 24",0.00647,,,,,
2024-09-18,51.65,52.29,51.32,51.64,47.3,3428119,3428119,-0.01,-0.01936108,51.725,"September 18, 24",-0.0001936108,,,,,
2024-09-17,50.84,51.86,50.71,51.51,47.18,4029600,4029600,0.67,1.32,51.23,"September 17, 24",0.0132,,,,,
2024-09-16,50.31,51.04,50.28,50.66,46.4,3189490,3189490,0.35,0.69569,50.5725,"September 16, 24",0.0069569,,,,,
2024-09-13,50.4,51,50.03,50.15,45.94,4411800,4411800,-0.25,-0.49603,50.395,"September 13, 24",-0.0049603,,,,,
2024-09-12,50.68,50.91,49.52,50.26,46.04,5682313,5682313,-0.42,-0.82873,50.3425,"September 12, 24",-0.0082873,,,,,
2024-09-11,50.88,50.97,49.76,50.73,46.47,3717439,3717439,-0.15,-0.29481,50.585,"September 11, 24",-0.0029481,,,,,
2024-09-10,51.3,51.36,50.5,50.82,46.55,3196500,3196500,-0.48,-0.93567,50.995,"September 10, 24",-0.0093567,,,,,
2024-09-09,50.73,51.79,50.73,51.3,46.99,4022422,4022422,0.57,1.12,51.1375,"September 09, 24",0.0112,,,,,
2024-09-06,51.25,51.71,50.37,50.68,46.42,4144398,4144398,-0.57,-1.11,51.0025,"September 06, 24",-0.0111,,,,,
2024-09-05,51.62,51.73,51.03,51.31,47,4509131,4509131,-0.31,-0.60054,51.4225,"September 05, 24",-0.0060054,,,,,
2024-09-04,51.92,52.51,51.37,51.58,47.25,3776000,3776000,-0.34,-0.65485,51.845,"September 04, 24",-0.0065485,,,,,
2024-09-03,52.72,53.06,51.82,51.93,47.57,3891551,3891551,-0.79,-1.5,52.3825,"September 03, 24",-0.015,,,,,
2024-08-30,53.19,53.6,52.81,53.58,49.08,5339331,5339331,0.39,0.73322,53.295,"August 30, 24",0.0073322,2024-09-13,2024-08-14,0.7,0.7,2024-08-30
2024-08-29,53.91,54.25,53.07,53.86,48.69,3065900,3065900,-0.05,-0.09274717,53.7725,"August 29, 24",-0.0009274717,,,,,
2024-08-28,53.35,53.79,53.24,53.51,48.37,2630800,2630800,0.16,0.29991,53.4725,"August 28, 24",0.0029991,,,,,
2024-08-27,53.89,54.12,53.62,53.77,48.61,3650100,3650100,-0.12,-0.22268,53.85,"August 27, 24",-0.0022268,,,,,
2024-08-26,54.1,54.56,53.93,54.03,48.84,2823363,2823363,-0.07,-0.12939,54.155,"August 26, 24",-0.0012939,,,,,
2024-08-23,53.01,54.01,52.9,53.53,48.39,4901569,4901569,0.52,0.98095,53.3625,"August 23, 24",0.0098095,,,,,
2024-08-22,53.11,53.18,52.5,52.56,47.51,2916177,2916177,-0.55,-1.04,52.8375,"August 22, 24",-0.0104,,,,,
2024-08-21,53,53.12,52.81,52.95,47.87,2809570,2809570,-0.05,-0.09433962,52.97,"August 21, 24",-0.0009433962,,,,,
2024-08-20,53.53,53.55,52.54,52.72,47.66,4391562,4391562,-0.81,-1.51,53.085,"August 20, 24",-0.0151,,,,,
2024-08-19,54,54.14,53.57,53.65,48.5,2096000,2096000,-0.35,-0.64815,53.84,"August 19, 24",-0.0064815,,,,,
2024-08-16,53.74,53.98,53.4,53.91,48.74,6049300,6049300,0.17,0.31634,53.7575,"August 16, 24",0.0031634,,,,,
2024-08-15,53.56,54.08,53.22,53.87,48.7,3501579,3501579,0.31,0.57879,53.6825,"August 15, 24",0.0057879,,,,,
2024-08-14,52.84,53.02,52.43,52.76,47.7,2310145,2310145,-0.08,-0.1514,52.7625,"August 14, 24",-0.001514,,,,,
2024-08-13,52.22,52.86,52.21,52.76,47.7,2379625,2379625,0.54,1.03,52.5125,"August 13, 24",0.0103,,,,,
2024-08-12,52.77,52.95,52.12,52.22,47.21,2555300,2555300,-0.55,-1.04,52.515,"August 12, 24",-0.0104,,,,,
2024-08-09,52.57,52.9,52.06,52.66,47.61,2592733,2592733,0.09,0.1712,52.5475,"August 09, 24",0.001712,,,,,
2024-08-08,52.49,52.89,52.33,52.67,47.61,3362734,3362734,0.18,0.34292,52.595,"August 08, 24",0.0034292,,,,,
2024-08-07,52.92,53.65,52.15,52.17,47.16,4293173,4293173,-0.75,-1.42,52.7225,"August 07, 24",-0.0142,,,,,
2024-08-06,51.51,53.25,51.48,52.48,47.44,5549605,5549605,0.97,1.88,52.18,"August 06, 24",0.0188,,,,,
2024-08-05,50.68,51.33,50.4,51.01,46.11,5124525,5124525,0.33,0.65114,50.855,"August 05, 24",0.0065114,,,,,
2024-08-02,52.55,52.77,51.55,52.01,47.02,4981200,4981200,-0.54,-1.03,52.22,"August 02, 24",-0.0103,,,,,
2024-08-01,54.68,55.02,52.84,53.28,48.17,4273232,4273232,-1.4,-2.56,53.955,"August 01, 24",-0.0256,,,,,
2024-07-31,54.15,54.91,54.03,54.47,49.24,5059319,5059319,0.32,0.59095,54.39,"July 31, 24",0.0059095,,,,,
2024-07-30,52.9,54.01,52.9,53.69,48.54,4401438,4401438,0.79,1.49,53.375,"July 30, 24",0.0149,,,,,
2024-07-29,53,53.07,52.54,52.86,47.79,3314605,3314605,-0.14,-0.26415,52.8675,"July 29, 24",-0.0026415,,,,,
2024-07-26,52.87,53.2,52.36,52.86,47.79,4087414,4087414,-0.01,-0.01891432,52.8225,"July 26, 24",-0.0001891432,,,,,
2024-07-25,50.78,53.24,50.48,52.85,47.78,6188228,6188228,2.07,4.08,51.8375,"July 25, 24",0.0408,,,,,
2024-07-24,54.11,54.31,53.28,53.32,48.2,3761900,3761900,-0.79,-1.46,53.755,"July 24, 24",-0.0146,,,,,
2024-07-23,54.14,54.25,53.6,54.07,48.88,2477717,2477717,-0.07,-0.12929,54.015,"July 23, 24",-0.0012929,,,,,
2024-07-22,54.08,54.59,53.74,54.42,49.2,3341713,3341713,0.34,0.6287,54.2075,"July 22, 24",0.006287,,,,,
2024-07-19,54.83,54.83,53.51,53.9,48.73,3456505,3456505,-0.93,-1.7,54.2675,"July 19, 24",-0.017,,,,,
2024-07-18,55.08,55.97,54.76,54.77,49.51,3287800,3287800,-0.31,-0.56282,55.145,"July 18, 24",-0.0056282,,,,,
2024-07-17,54.68,55.59,54.62,55.41,50.09,4386300,4386300,0.73,1.34,55.075,"July 17, 24",0.0134,,,,,
2024-07-16,53.33,54.79,53.17,54.7,49.45,3730010,3730010,1.37,2.57,53.9975,"July 16, 24",0.0257,,,,,
2024-07-15,53.01,53.54,52.69,53.27,48.16,2396200,2396200,0.26,0.49047,53.1275,"July 15, 24",0.0049047,,,,,
2024-07-12,52.83,53.36,52.43,52.91,47.83,3084339,3084339,0.08,0.15143,52.8825,"July 12, 24",0.0015143,,,,,
2024-07-11,52.01,52.77,51.85,52.41,47.38,3799100,3799100,0.4,0.76908,52.26,"July 11, 24",0.0076908,,,,,
2024-07-10,51.85,52.14,50.98,51.71,46.75,5481100,5481100,-0.14,-0.27001,51.67,"July 10, 24",-0.0027001,,,,,
2024-07-09,52.66,52.74,51.54,51.58,46.63,4381186,4381186,-1.08,-2.05,52.13,"July 09, 24",-0.0205,,,,,
2024-07-08,52.5,52.95,52.31,52.8,47.73,3885612,3885612,0.3,0.57143,52.64,"July 08, 24",0.0057143,,,,,
2024-07-05,52.58,52.76,51.91,52.23,47.22,3223869,3223869,-0.35,-0.66565,52.37,"July 05, 24",-0.0066565,,,,,
2024-07-03,52.72,53.21,52.65,52.88,47.8,1905600,1905600,0.16,0.30349,52.865,"July 03, 24",0.0030349,,,,,
2024-07-02,52.53,52.92,52.22,52.71,47.65,3847124,3847124,0.18,0.34266,52.595,"July 02, 24",0.0034266,,,,,
2024-07-01,53,53.5,52.35,52.63,47.58,3715617,3715617,-0.37,-0.69811,52.87,"July 01, 24",-0.0069811,,,,,
2024-06-28,52.97,53.47,52.95,53.05,47.96,13623108,13623108,0.08,0.15103,53.11,"June 28, 24",0.0015103,,,,,
2024-06-27,53.31,53.43,52.81,52.96,47.88,3953016,3953016,-0.35,-0.65654,53.1275,"June 27, 24",-0.0065654,,,,,
2024-06-26,52.65,53.25,52.25,53.2,48.09,4799100,4799100,0.55,1.04,52.8375,"June 26, 24",0.0104,,,,,
2024-06-25,54.28,54.3,53.06,53.16,48.06,7056576,7056576,-1.12,-2.06,53.7,"June 25, 24",-0.0206,,,,,
2024-06-24,54.21,54.79,54.11,54.62,49.38,6987506,6987506,0.41,0.75632,54.4325,"June 24, 24",0.0075632,,,,,
2024-06-21,54.1,54.2,53.47,53.99,48.81,10537507,10537507,-0.11,-0.20333,53.94,"June 21, 24",-0.0020333,,,,,
2024-06-20,54.9,55,54.07,54.21,49.01,8512539,8512539,-0.69,-1.26,54.545,"June 20, 24",-0.0126,,,,,
2024-06-18,55.38,55.84,55.1,55.44,50.12,6081961,6081961,0.06,0.10834,55.44,"June 18, 24",0.0010834,,,,,
2024-06-17,55,55.38,54.57,55.23,49.93,3243894,3243894,0.23,0.41818,55.045,"June 17, 24",0.0041818,,,,,
2024-06-14,55.52,56.12,54.59,55.02,49.74,3446000,3446000,-0.5,-0.90058,55.3125,"June 14, 24",-0.0090058,,,,,
2024-06-13,56.03,56.31,55.51,56.06,50.68,2831400,2831400,0.03,0.05354274,55.9775,"June 13, 24",0.0005354274,,,,,
2024-06-12,56.88,57.22,56.05,56.25,50.85,3990800,3990800,-0.63,-1.11,56.6,"June 12, 24",-0.0111,,,,,
2024-06-11,55.91,56.16,55.51,56.15,50.76,3276345,3276345,0.24,0.42926,55.9325,"June 11, 24",0.0042926,,,,,
2024-06-10,55.48,56.18,55.37,56.05,50.67,4131556,4131556,0.57,1.03,55.77,"June 10, 24",0.0103,,,,,
2024-06-07,55.37,56.28,55.27,55.73,50.38,4143500,4143500,0.36,0.65017,55.6625,"June 07, 24",0.0065017,,,,,
2024-06-06,55.62,56,55.43,55.68,50.34,3463521,3463521,0.06,0.10787,55.6825,"June 06, 24",0.0010787,,,,,
2024-06-05,55.15,55.94,55.03,55.69,50.34,3945300,3945300,0.54,0.97915,55.4525,"June 05, 24",0.0097915,,,,,
2024-06-04,55.57,55.72,55.1,55.15,49.86,4600600,4600600,-0.42,-0.7558,55.385,"June 04, 24",-0.007558,,,,,
2024-06-03,57.55,57.59,55.44,56.07,50.69,4696600,4696600,-1.48,-2.57,56.6625,"June 03, 24",-0.0257,,,,,
2024-05-31,56.63,57.75,56.59,57.63,52.1,5920100,5920100,1,1.77,57.15,"May 31, 24",0.0177,2024-06-14,2024-04-11,0.7,0.7,2024-05-31
2024-05-30,57,57.55,56.98,57.39,51.25,3180411,3180411,0.39,0.68421,57.23,"May 30, 24",0.0068421,,,,,
2024-05-29,57.5,57.61,56.97,57,50.9,2969532,2969532,-0.5,-0.86957,57.27,"May 29, 24",-0.0086957,,,,,
2024-05-28,57.9,58.37,57.76,58.04,51.83,2493700,2493700,0.14,0.2418,58.0175,"May 28, 24",0.002418,,,,,
2024-05-24,57.29,57.82,57.28,57.76,51.58,2675900,2675900,0.47,0.82039,57.5375,"May 24, 24",0.0082039,,,,,
2024-05-23,57.49,57.52,56.82,56.92,50.83,3423516,3423516,-0.57,-0.99148,57.1875,"May 23, 24",-0.0099148,,,,,
2024-05-22,58.52,58.66,57.29,57.6,51.44,4852018,4852018,-0.92,-1.57,58.0175,"May 22, 24",-0.0157,,,,,
2024-05-21,59.18,59.29,58.81,58.91,52.61,2252900,2252900,-0.27,-0.45624,59.0475,"May 21, 24",-0.0045624,,,,,
