date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,declarationDate,paymentDate,adjDividend,dividend
2025-07-11,811.65,817.41,808.16,814.28,810.99,604000,604000,2.63,0.32403,812.875,"July 11, 25",0.0032403,,,,,
2025-07-10,808,826.46,806.5,819.74,816.43,581600,581600,11.74,1.45,815.175,"July 10, 25",0.0145,,,,,
2025-07-09,800,806.45,791.86,803.99,800.74,378856,378856,3.99,0.49875,800.575,"July 09, 25",0.0049875,,,,,
2025-07-08,784.81,803.51,783.33,791.48,788.28,598390,598390,6.67,0.84989,790.7825,"July 08, 25",0.0084989,,,,,
2025-07-07,788.07,793.76,777.23,783.94,780.77,602668,602668,-4.13,-0.52407,785.75,"July 07, 25",-0.0052407,,,,,
2025-07-03,788,794.53,786.7,792.5,789.3,342929,342929,4.5,0.57107,790.4325,"July 03, 25",0.0057107,,,,,
2025-07-02,776.33,788,773.04,787.79,784.61,661446,661446,11.46,1.48,781.29,"July 02, 25",0.0148,,,,,
2025-07-01,752.98,781.98,745.04,774.14,771.01,628542,628542,21.16,2.81,763.535,"July 01, 25",0.0281,,,,,
2025-06-30,756.32,757,750.3,753.4,750.36,406365,406365,-2.92,-0.38608,754.255,"June 30, 25",-0.0038608,,,,,
2025-06-27,749.7,758.33,745.01,752.62,749.58,924500,924500,2.92,0.38949,751.415,"June 27, 25",0.0038949,,,,,
2025-06-26,740,744.27,728.06,742.07,739.07,519409,519409,2.07,0.27973,738.6,"June 26, 25",0.0027973,,,,,
2025-06-25,743.66,748.07,735.88,736.18,733.21,504038,504038,-7.48,-1.01,740.9475,"June 25, 25",-0.0101,,,,,
2025-06-24,725,743.76,718.9,740.77,737.78,680014,680014,15.77,2.18,732.1075,"June 24, 25",0.0218,,,,,
2025-06-23,701.78,716.73,693.78,716.57,713.68,334287,334287,14.79,2.11,707.215,"June 23, 25",0.0211,,,,,
2025-06-20,704.29,712.03,701.59,705.4,702.55,714700,714700,1.11,0.15761,705.8275,"June 20, 25",0.0015761,,,,,
2025-06-18,695.41,708.93,692.7,698.67,695.85,373042,373042,3.26,0.46879,698.9275,"June 18, 25",0.0046879,,,,,
2025-06-17,685.04,712.75,685.04,694.99,692.18,627200,627200,9.95,1.45,694.455,"June 17, 25",0.0145,,,,,
2025-06-16,702.7,707.03,682.08,688.38,685.6,625511,625511,-14.32,-2.04,695.0475,"June 16, 25",-0.0204,,,,,
2025-06-13,700,705.86,691.72,694.84,692.03,468484,468484,-5.16,-0.73714,698.105,"June 13, 25",-0.0073714,,,,,
2025-06-12,710.2,717.64,704.51,716.92,714.02,376601,376601,6.72,0.94621,712.3175,"June 12, 25",0.0094621,,,,,
2025-06-11,717.95,723.26,713.63,719.95,717.04,529200,529200,2,0.27857,718.6975,"June 11, 25",0.0027857,,,,,
2025-06-10,708.63,716.06,702.4,715.74,712.85,441600,441600,7.11,1,710.7075,"June 10, 25",0.01,,,,,
2025-06-09,712.42,713.76,706.57,707.21,704.35,262721,262721,-5.21,-0.73131,709.99,"June 09, 25",-0.0073131,,,,,
2025-06-06,709.69,712.36,703.5,706.65,703.8,302200,302200,-3.04,-0.42836,708.05,"June 06, 25",-0.0042836,,,,,
2025-06-05,696.59,704.37,692,699.18,696.36,255600,255600,2.59,0.37181,698.035,"June 05, 25",0.0037181,,,,,
2025-06-04,706.37,708.63,696.57,696.57,693.76,266838,266838,-9.8,-1.39,702.035,"June 04, 25",-0.0139,,,,,
2025-06-03,700.53,704.31,693.45,702.89,700.05,334000,334000,2.36,0.33689,700.295,"June 03, 25",0.0033689,,,,,
2025-06-02,709.4,709.44,681.98,691.15,688.36,571255,571255,-18.25,-2.57,697.9925,"June 02, 25",-0.0257,,,,,
2025-05-30,704.63,714.45,700.44,708.38,705.52,729812,729812,3.75,0.53219,706.975,"May 30, 25",0.0053219,,,,,
2025-05-29,719.22,719.48,708.59,714.98,712.09,355347,355347,-4.24,-0.58953,715.5675,"May 29, 25",-0.0058953,,,,,
2025-05-28,720.2,722.83,710.53,712.14,709.26,273962,273962,-8.06,-1.12,716.425,"May 28, 25",-0.0112,,,,,
2025-05-27,713.84,720,704.82,717.56,714.66,403712,403712,3.72,0.52113,714.055,"May 27, 25",0.0052113,,,,,
2025-05-23,687.51,704.79,687.51,700.1,697.27,333200,333200,12.59,1.83,694.9775,"May 23, 25",0.0183,,,,,
2025-05-22,701.85,706.99,694.12,703.66,700.82,424110,424110,1.81,0.25789,701.655,"May 22, 25",0.0025789,,,,,
2025-05-21,706.08,713.4,694.3,695.8,692.99,488280,488280,-10.28,-1.46,702.395,"May 21, 25",-0.0146,,,,,
2025-05-20,718.1,723.91,712.15,715.47,712.58,335910,335910,-2.63,-0.36624,717.4075,"May 20, 25",-0.0036624,,,,,
2025-05-19,709.46,726.26,707.51,723.98,721.06,381500,381500,14.52,2.05,716.8025,"May 19, 25",0.0205,,,,,
2025-05-16,717.73,729.34,712.25,725.67,722.74,477799,477799,7.94,1.11,721.2475,"May 16, 25",0.0111,,,,,
2025-05-15,709.22,717.27,704.32,713.32,710.44,608628,608628,4.1,0.5781,711.0325,"May 15, 25",0.005781,,,,,
2025-05-14,720.16,723,708.81,713.35,710.47,444664,444664,-6.81,-0.94562,716.33,"May 14, 25",-0.0094562,2025-05-14,2025-04-23,2025-05-28,1.79,1.79
2025-05-13,717.16,732,715.34,721.95,717.25,698200,698200,4.79,0.66791,721.6125,"May 13, 25",0.0066791,,,,,
2025-05-12,710.44,723.04,698.33,711.83,707.2,1002700,1002700,1.39,0.19565,710.91,"May 12, 25",0.0019565,,,,,
2025-05-09,667.71,676.48,666.95,672.4,668.02,599003,599003,4.69,0.7024,670.885,"May 09, 25",0.007024,,,,,
2025-05-08,665.97,676.93,656.95,670,665.64,671258,671258,4.03,0.60513,667.4625,"May 08, 25",0.0060513,,,,,
2025-05-07,654.75,659.73,647.05,651.75,647.51,505400,505400,-3,-0.45819,653.32,"May 07, 25",-0.0045819,,,,,
2025-05-06,648.35,656.96,645.18,651.65,647.41,593032,593032,3.3,0.50898,650.535,"May 06, 25",0.0050898,,,,,
2025-05-05,656.12,672.26,656.12,657.73,653.45,721200,721200,1.61,0.24538,660.5575,"May 05, 25",0.0024538,,,,,
2025-05-02,651.84,671.54,648.82,665.4,661.07,884238,884238,13.56,2.08,659.4,"May 02, 25",0.0208,,,,,
2025-05-01,632.25,655.49,632.25,640.6,636.43,690157,690157,8.35,1.32,640.1475,"May 01, 25",0.0132,,,,,
2025-04-30,619.59,634.09,611.93,631.45,627.34,570617,570617,11.86,1.91,624.265,"April 30, 25",0.0191,,,,,
2025-04-29,628,632.09,621.64,630.18,626.08,479945,479945,2.18,0.34713,627.9775,"April 29, 25",0.0034713,,,,,
2025-04-28,633.74,644.14,622.73,629.18,625.08,575500,575500,-4.56,-0.71954,632.4475,"April 28, 25",-0.0071954,,,,,
2025-04-25,641.06,648.9,627.06,633.6,629.48,812428,812428,-7.46,-1.16,637.655,"April 25, 25",-0.0116,,,,,
2025-04-24,613.96,657,605.43,647.36,643.15,1534828,1534828,33.4,5.44,630.9375,"April 24, 25",0.0544,,,,,
2025-04-23,601.37,614.91,588.35,589.21,585.37,885100,885100,-12.16,-2.02,598.46,"April 23, 25",-0.0202,,,,,
2025-04-22,575.51,579.42,557.05,574.76,571.02,825200,825200,-0.75,-0.13032,571.685,"April 22, 25",-0.0013032,,,,,
2025-04-21,583.63,588.34,562,570.6,566.89,489974,489974,-13.03,-2.23,576.1425,"April 21, 25",-0.0223,,,,,
2025-04-17,586.88,597.77,585.26,591.5,587.65,367853,367853,4.62,0.78721,590.3525,"April 17, 25",0.0078721,,,,,
2025-04-16,593.91,599.47,575.51,585.23,581.42,592152,592152,-8.68,-1.46,588.53,"April 16, 25",-0.0146,,,,,
2025-04-15,596.83,607.71,595,597.18,593.29,530800,530800,0.35,0.05864316,599.18,"April 15, 25",0.0005864316,,,,,
2025-04-14,594.97,600.96,578.32,596.83,592.94,998926,998926,1.86,0.31262,592.77,"April 14, 25",0.0031262,,,,,
2025-04-11,574.92,588.48,565.61,582.9,579.11,769171,769171,7.98,1.39,577.9775,"April 11, 25",0.0139,,,,,
2025-04-10,596.52,599.12,559.58,579.94,576.16,1104431,1104431,-16.58,-2.78,583.79,"April 10, 25",-0.0278,,,,,
2025-04-09,537.3,617.01,533.45,611.12,607.14,2342767,2342767,73.82,13.74,574.72,"April 09, 25",0.1374,,,,,
2025-04-08,583.2,597.68,541.32,551.94,548.35,903553,903553,-31.26,-5.36,568.535,"April 08, 25",-0.0536,,,,,
2025-04-07,542.32,586.1,525.91,560.79,557.14,1182817,1182817,18.47,3.41,553.78,"April 07, 25",0.0341,,,,,
2025-04-04,572.5,583.31,544.32,564.57,560.89,1180823,1180823,-7.93,-1.39,566.175,"April 04, 25",-0.0139,,,,,
2025-04-03,604.17,610,587.9,591.17,587.32,760673,760673,-13,-2.15,598.31,"April 03, 25",-0.0215,,,,,
2025-04-02,618.7,647.58,616.48,646.17,641.96,512229,512229,27.47,4.44,632.2325,"April 02, 25",0.0444,,,,,
2025-04-01,620.63,632.85,612.87,631.99,627.88,559800,559800,11.36,1.83,624.585,"April 01, 25",0.0183,,,,,
2025-03-31,614.15,628.73,597.42,626.7,622.62,781750,781750,12.55,2.04,616.75,"March 31, 25",0.0204,,,,,
2025-03-28,641.28,642.98,620.39,627.65,623.56,401070,401070,-13.63,-2.13,633.075,"March 28, 25",-0.0213,,,,,
2025-03-27,637.82,652.19,628.79,645.92,641.72,427700,427700,8.1,1.27,641.18,"March 27, 25",0.0127,,,,,
2025-03-26,653.62,659.74,635.81,641.6,637.42,458757,458757,-12.02,-1.84,647.6925,"March 26, 25",-0.0184,,,,,
2025-03-25,653.18,657.3,646.04,653.39,649.14,693848,693848,0.21,0.0321504,652.4775,"March 25, 25",0.000321504,,,,,
2025-03-24,640.86,652,639.82,647.08,642.87,614900,614900,6.22,0.97057,644.94,"March 24, 25",0.0097057,,,,,
2025-03-21,621.32,630.48,611.36,628.16,624.07,766944,766944,6.84,1.1,622.83,"March 21, 25",0.011,,,,,
2025-03-20,619.73,636.97,616.9,630.69,626.58,555300,555300,10.96,1.77,626.0725,"March 20, 25",0.0177,,,,,
2025-03-19,609.01,632.06,609.01,626.94,622.86,524541,524541,17.93,2.94,619.255,"March 19, 25",0.0294,,,,,
2025-03-18,616.93,618.07,604.28,609.06,605.1,452403,452403,-7.87,-1.28,612.085,"March 18, 25",-0.0128,,,,,
2025-03-17,616.97,627.71,615.63,620.71,616.67,568100,568100,3.74,0.60619,620.255,"March 17, 25",0.0060619,,,,,
2025-03-14,607.1,625.63,603.6,622.92,618.86,823623,823623,15.82,2.61,614.8125,"March 14, 25",0.0261,,,,,
2025-03-13,609.27,615.59,588.84,594.17,590.3,689913,689913,-15.1,-2.48,601.9675,"March 13, 25",-0.0248,,,,,
2025-03-12,610.08,617.16,597.75,609.35,605.38,658000,658000,-0.73,-0.11966,608.585,"March 12, 25",-0.0011966,,,,,
2025-03-11,597.53,608.99,597.53,600.76,596.85,684100,684100,3.23,0.54056,601.2025,"March 11, 25",0.0054056,,,,,
2025-03-10,615.75,620.52,594.02,599.75,595.85,929754,929754,-16,-2.6,607.51,"March 10, 25",-0.026,,,,,
2025-03-07,623.6,630.88,612.11,628.76,624.67,1000700,1000700,5.16,0.82745,623.8375,"March 07, 25",0.0082745,,,,,
2025-03-06,624.93,635.35,613.44,625.88,621.81,1126232,1126232,0.95,0.15202,624.9,"March 06, 25",0.0015202,,,,,
