symbol,expiration_date,strike_price,option_type,bid,ask,last_price,volume,open_interest,implied_volatility,change,percent_change,delta,gamma,theta,vega,rho,prob_itm,prob_otm,prob_touch,days_to_expiration,underlying_price,validated,max_covered_call_return,put_return_on_risk,put_return_on_capital
AAPL,2026-01-16,270.0,call,2.6,2.67,2.6,15435,87795,0.2000812414550781,-2.12,-44.915253,0.39787274501636993,-3.552713678800501e-11,67.13284227179481,17.105949741980098,2.823333466959177,0.3821908114359902,0.6178091885640098,0.3821908114359902,10,267.260009765625,True,5.339990234375,,
AAPL,2026-01-16,272.5,call,1.7,1.76,1.7,7941,2360,0.1958088232421875,-1.6499999,-49.253727,0.316255106458585,1.4072138412979385,54.37535584766732,15.98246711598339,2.0632411132393003,0.27761897145153325,0.7223810285484668,0.27761897145153325,10,267.260009765625,True,6.939990234375,,
AAPL,2026-01-16,275.0,call,1.07,1.11,1.07,13446,35084,0.19312330322265625,-1.2299999,-53.47826,0.19531795384513106,4.440892098500626e-12,45.70495135029694,12.222742567049583,1.4182751464975052,0.18851578067948072,0.8114842193205193,0.18851578067948072,10,267.260009765625,True,8.809990234375,,
AAPL,2026-01-16,277.5,call,0.66,0.69,0.67,1761,3085,0.19312330322265625,-0.83,-55.333332,0.14485134894698382,-4.440892098500626e-12,32.738812241733314,10.118782998152497,0.9181320794671155,0.12170877246137601,0.878291227538624,0.12170877246137601,10,267.260009765625,True,10.899990234375,,
AAPL,2026-01-16,257.5,put,0.9,0.93,0.93,983,679,0.21509573974609375,0.3,47.619053,-0.1271826148014965,1.6130486946153155e-05,36.21165028555742,9.250428447187819,-0.9713224632368345,0.1468114541698951,0.853188545830105,0.1468114541698951,10,267.260009765625,True,,0.3507404520654715,0.34951456310679613
AAPL,2026-01-16,260.0,put,1.29,1.33,1.29,6378,20812,0.20667297241210933,0.42999995,49.999996,-0.17617341559266197,0.00011292304868959491,42.77149766675683,11.570388452179614,-1.3639360376727083,0.2083986405749747,0.7916013594250253,0.2083986405749747,10,267.260009765625,True,,0.4986278071972479,0.49615384615384617
AAPL,2026-01-16,262.5,put,1.84,1.89,2.06,905,1613,0.1986164123535156,0.81999993,66.12903,-0.2945013299423982,0.00027593707763173825,54.68438557660485,15.252598893638947,-1.8864720771838428,0.28937762366225617,0.7106223763377438,0.28937762366225617,10,267.260009765625,True,,0.7059004066600169,0.700952380952381
AAPL,2026-01-16,265.0,put,2.61,2.68,2.68,4882,17350,0.19226881958007813,0.97,56.725143,-0.36760364483601204,0.004385640317572381,57.417038426664284,16.715916440443568,-2.516855461176526,0.39098305844287906,0.6090169415571209,0.39098305844287906,10,267.260009765625,True,,0.9947025420176074,0.9849056603773585
AAPL,2028-01-21,180.0,put,7.9,8.1,7.77,300,583,0.28910012664794915,0.01999998,0.25806427,-0.10370129011518792,2.6645352591003757e-11,3.845363087852327,67.01982368016156,-55.14962415763769,0.18439779689064634,0.8156022031093537,0.18439779689064634,745,267.260009765625,True,,4.590354445090064,4.388888888888889
AAPL,2026-04-17,285.0,call,6.7,6.8,6.71,150,4625,0.23786162536621092,-1.4899998,-18.170729,0.3535484483514484,-8.881784197001252e-12,25.097975242429627,52.278038516996084,23.720484647542506,0.30507950139447204,0.694920498605528,0.30507950139447204,101,267.260009765625,True,24.439990234375,,
AAPL,2026-04-17,290.0,call,5.2,5.3,5.2,231,5914,0.2337723107910156,-1.25,-19.379845,0.28262085005241744,-1.4210854715202004e-10,22.218251697754976,47.267382339342134,20.18912422857788,0.2552615808765858,0.7447384191234142,0.2552615808765858,101,267.260009765625,True,27.939990234375,,
AAPL,2026-04-17,300.0,call,3.05,3.15,3.1,779,6859,0.22895058166503907,-0.85000014,-21.518991,0.21929134778762016,-3.108624468950438e-11,18.89777813899256,41.830445030529795,13.946176271808497,0.17085076373653918,0.8291492362634608,0.17085076373653918,101,267.260009765625,True,35.789990234375,,
AAPL,2026-04-17,305.0,call,2.33,2.38,2.43,168,7382,0.2269364416503906,-0.55999994,-18.729094,0.16491475742888007,5.3290705182007514e-11,15.601755535646955,34.881929056021384,11.339052723573495,0.13639788568355216,0.8636021143164478,0.13639788568355216,101,267.260009765625,True,40.069990234375,,
AAPL,2026-04-17,310.0,call,1.75,1.81,1.79,441,3284,0.22638713073730468,-0.48000002,-21.145374,0.12006008678896452,-6.661338147750939e-12,12.45852474840554,27.904282828301373,9.118629898750008,0.10831085210858021,0.8916891478914197,0.10831085210858021,101,267.260009765625,True,44.489990234375,,
AAPL,2026-04-17,225.0,put,2.09,2.15,2.18,379,7735,0.2770458038330078,0.13000011,6.3414693,-0.1090603703799542,3.3306690738754696e-11,12.111709645167744,26.018006556325133,-6.915914931231448,0.12197965916043235,0.8780203408395677,0.12197965916043235,101,267.260009765625,True,,0.9375981337759633,0.9288888888888889
AAPL,2026-04-17,230.0,put,2.58,2.66,2.65,962,2553,0.2686230364990234,0.18000007,7.287452,-0.10992814107668725,3.108624468950438e-11,12.037348256494873,26.542674470805938,-8.53640330233496,0.1467122476255014,0.8532877523744986,0.1467122476255014,101,267.260009765625,True,,1.1344648667663355,1.1217391304347826
AAPL,2026-04-17,240.0,put,3.95,4.05,4.1,150,5170,0.25220474365234374,0.38999987,10.512125,-0.15532460200924358,-1.3322676295501878e-11,14.128137898503423,33.92421984005445,-12.415284146931604,0.2097885249473066,0.7902114750526934,0.2097885249473066,101,267.260009765625,True,,1.6733742851090871,1.6458333333333335
AAPL,2026-04-17,250.0,put,6.05,6.15,6.1,162,3798,0.23743438354492186,0.5,8.928572,-0.2657754667198198,0.0,17.865788623374,45.88985355697961,-17.802051002977493,0.2951030400357507,0.7048969599642493,0.2951030400357507,101,267.260009765625,True,,2.4800163968026236,2.42
AAPL,2026-04-17,255.0,put,7.35,7.45,7.45,503,2336,0.22873696075439454,0.6999998,10.370368,-0.33499471388012125,-3.552713678800501e-11,18.770486400706243,50.58966556899058,-20.65589944367119,0.34491029204376744,0.6550897079562326,0.34491029204376744,101,267.260009765625,True,,2.9678982434887944,2.8823529411764706
AAPL,2026-04-17,260.0,put,9.05,9.15,9.11,109,2158,0.22293867889404295,0.90999985,11.097559,-0.3408076233172963,3.552713678800501e-11,18.29316867344506,51.72201543001442,-24.163329626052388,0.4024584943033087,0.5975415056966913,0.4024584943033087,101,267.260009765625,True,,3.6062960749153223,3.480769230769231
