date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,dividend,declarationDate,recordDate,adjDividend
2025-11-19,201.22,205.35,200.66,202.06,202.06,2152145,2152145,0.84,0.41745,202.3225,"November 19, 25",0.0041745,,,,,
2025-11-18,200.81,202.36,196.64,201.22,201.22,2035200,2035200,0.41,0.20417,200.2575,"November 18, 25",0.0020417,,,,,
2025-11-17,203.97,204.7,199,200.28,200.28,1469270,1469270,-3.69,-1.81,201.9875,"November 17, 25",-0.0181,,,,,
2025-11-14,200,205,197,203.29,203.29,1573858,1573858,3.29,1.64,201.3225,"November 14, 25",0.0164,,,,,
2025-11-13,205.86,205.86,200.26,201.3,201.3,3006414,3006414,-4.56,-2.22,203.32,"November 13, 25",-0.0222,,,,,
2025-11-12,208.57,210.32,204.75,205.07,205.07,2144529,2144529,-3.5,-1.68,207.1775,"November 12, 25",-0.0168,,,,,
2025-11-11,208.27,209.96,204.8,208.9,208.9,1435346,1435346,0.63,0.30249,207.9825,"November 11, 25",0.0030249,,,,,
2025-11-10,208.83,211.78,206.87,209.74,209.74,1414005,1414005,0.91,0.43576,209.305,"November 10, 25",0.0043576,,,,,
2025-11-07,204.69,207.4,201.32,206.66,206.66,2282739,2282739,1.97,0.96243,205.0175,"November 07, 25",0.0096243,2025-11-25,0.12,2025-09-30,2025-11-07,0.12
2025-11-06,206.12,208.24,204.67,205.72,205.6,1935802,1935802,-0.4,-0.19406,206.1875,"November 06, 25",-0.0019406,,,,,
2025-11-05,203.03,207.44,203.03,206.31,206.19,1406553,1406553,3.28,1.62,204.9525,"November 05, 25",0.0162,,,,,
2025-11-04,203.07,205.54,200.59,205.02,204.9,1917800,1917800,1.95,0.96026,203.555,"November 04, 25",0.0096026,,,,,
2025-11-03,208.1,210.5,206.54,206.74,206.62,3134555,3134555,-1.36,-0.65353,207.97,"November 03, 25",-0.0065353,,,,,
2025-10-31,202.87,209.8,202.87,205.95,205.83,3401920,3401920,3.08,1.52,205.3725,"October 31, 25",0.0152,,,,,
2025-10-30,201.12,211.95,200,201.77,201.65,3983113,3983113,0.65,0.32319,203.71,"October 30, 25",0.0032319,,,,,
2025-10-29,201.07,205.15,199.66,203.48,203.36,2517400,2517400,2.41,1.2,202.34,"October 29, 25",0.012,,,,,
2025-10-28,203,205.29,200.85,201.04,200.92,2500034,2500034,-1.96,-0.96552,202.545,"October 28, 25",-0.0096552,,,,,
2025-10-27,201.17,202.84,200,201.84,201.72,1665872,1665872,0.67,0.33305,201.4625,"October 27, 25",0.0033305,,,,,
2025-10-24,201.7,202.5,198.25,198.51,198.39,2142400,2142400,-3.19,-1.58,200.24,"October 24, 25",-0.0158,,,,,
2025-10-23,191.61,200.2,191.5,200.1,199.98,2300813,2300813,8.49,4.43,195.8525,"October 23, 25",0.0443,,,,,
2025-10-22,197.79,200,188.86,191.23,191.12,2251000,2251000,-6.56,-3.32,194.47,"October 22, 25",-0.0332,,,,,
2025-10-21,193.24,197.84,193.08,197.18,197.06,2022624,2022624,3.94,2.04,195.335,"October 21, 25",0.0204,,,,,
2025-10-20,191.63,193.5,190.59,192.52,192.41,1045121,1045121,0.89,0.46444,192.06,"October 20, 25",0.0046444,,,,,
2025-10-17,189.84,191.35,187.46,189.68,189.57,1523108,1523108,-0.16,-0.0842815,189.5825,"October 17, 25",-0.000842815,,,,,
2025-10-16,192.98,194.45,190.38,191.68,191.57,1352122,1352122,-1.3,-0.67364,192.3725,"October 16, 25",-0.0067364,,,,,
2025-10-15,194.48,196.07,189.03,192.27,192.16,1212905,1212905,-2.21,-1.14,192.9625,"October 15, 25",-0.0114,,,,,
2025-10-14,188,194.95,186.88,193.03,192.92,1884500,1884500,5.03,2.68,190.715,"October 14, 25",0.0268,,,,,
2025-10-13,186.08,190.79,185.83,189.99,189.88,1671700,1671700,3.91,2.1,188.1725,"October 13, 25",0.021,,,,,
2025-10-10,188.75,190.14,183.83,184.09,183.98,1726300,1726300,-4.66,-2.47,186.7025,"October 10, 25",-0.0247,,,,,
2025-10-09,192.57,192.93,188.59,188.83,188.72,1121394,1121394,-3.74,-1.94,190.73,"October 09, 25",-0.0194,,,,,
2025-10-08,192.55,193.83,190.26,191.65,191.54,1265787,1265787,-0.9,-0.46741,192.0725,"October 08, 25",-0.0046741,,,,,
2025-10-07,190.42,191.52,188.85,191.46,191.35,1489300,1489300,1.04,0.54616,190.5625,"October 07, 25",0.0054616,,,,,
2025-10-06,188.49,190.98,186.59,190.48,190.37,1751464,1751464,1.99,1.06,189.135,"October 06, 25",0.0106,,,,,
2025-10-03,191.97,192.02,186.89,189.25,189.14,1617609,1617609,-2.72,-1.42,190.0325,"October 03, 25",-0.0142,,,,,
2025-10-02,195.12,196.13,190.15,191.08,190.97,2133501,2133501,-4.04,-2.07,193.12,"October 02, 25",-0.0207,,,,,
2025-10-01,194.16,198.48,193.04,194.85,194.74,2267200,2267200,0.69,0.35538,195.1325,"October 01, 25",0.0035538,,,,,
2025-09-30,192.39,196.66,191.93,196.23,196.12,2384800,2384800,3.84,2,194.3025,"September 30, 25",0.02,,,,,
2025-09-29,194.69,196.39,189.92,191.92,191.81,2485361,2485361,-2.77,-1.42,193.23,"September 29, 25",-0.0142,,,,,
2025-09-26,192,194.89,191.13,193.15,193.04,2339698,2339698,1.15,0.59896,192.7925,"September 26, 25",0.0059896,,,,,
2025-09-25,189.53,190.37,186.73,189.85,189.74,1326907,1326907,0.32,0.16884,189.12,"September 25, 25",0.0016884,,,,,
2025-09-24,194.56,194.69,190.09,190.22,190.11,1772359,1772359,-4.34,-2.23,192.39,"September 24, 25",-0.0223,,,,,
2025-09-23,192.45,194.35,189.72,193.58,193.47,2224919,2224919,1.13,0.58717,192.525,"September 23, 25",0.0058717,,,,,
2025-09-22,192.5,192.8,190,192.15,192.04,2111200,2111200,-0.35,-0.18182,191.8625,"September 22, 25",-0.0018182,,,,,
2025-09-19,192.9,192.99,186.3,190.23,190.12,4621121,4621121,-2.67,-1.38,190.605,"September 19, 25",-0.0138,,,,,
2025-09-18,184.67,192.25,182.78,191.84,191.73,2223229,2223229,7.17,3.88,187.885,"September 18, 25",0.0388,,,,,
2025-09-17,187.58,188.25,183.24,185.39,185.28,2227917,2227917,-2.19,-1.17,186.115,"September 17, 25",-0.0117,,,,,
2025-09-16,189.5,190.29,186.47,187.46,187.35,3288048,3288048,-2.04,-1.08,188.43,"September 16, 25",-0.0108,,,,,
2025-09-15,186,189.5,186,189.25,189.14,1813200,1813200,3.25,1.75,187.6875,"September 15, 25",0.0175,,,,,
2025-09-12,185,187.26,184.5,185.77,185.66,1817451,1817451,0.77,0.41622,185.6325,"September 12, 25",0.0041622,,,,,
2025-09-11,184.39,185.66,181.36,184.21,184.1,2000371,2000371,-0.18,-0.09761918,183.905,"September 11, 25",-0.0009761918,,,,,
2025-09-10,180,184.23,179.62,183.8,183.69,1995527,1995527,3.8,2.11,181.9125,"September 10, 25",0.0211,,,,,
2025-09-09,178.78,179.49,176.32,178.98,178.88,1399697,1399697,0.2,0.11187,178.3925,"September 09, 25",0.0011187,,,,,
2025-09-08,178.28,180.55,178.28,179.43,179.33,1777422,1777422,1.15,0.64505,179.135,"September 08, 25",0.0064505,,,,,
2025-09-05,180.25,181.39,173.38,178.2,178.1,2016705,2016705,-2.05,-1.14,178.305,"September 05, 25",-0.0114,,,,,
2025-09-04,174.87,180.95,174.66,179.53,179.43,2265845,2265845,4.66,2.66,177.5025,"September 04, 25",0.0266,,,,,
2025-09-03,173.4,174.51,172.41,174.49,174.39,1678700,1678700,1.09,0.6286,173.7025,"September 03, 25",0.006286,,,,,
2025-09-02,172.31,173.59,170.81,173.22,173.12,1995246,1995246,0.91,0.52812,172.4825,"September 02, 25",0.0052812,,,,,
2025-08-29,176.15,176.54,172.52,174.1,174,1665700,1665700,-2.05,-1.16,174.8275,"August 29, 25",-0.0116,,,,,
2025-08-28,175.75,177.46,175.3,176.16,176.06,2313325,2313325,0.41,0.23329,176.1675,"August 28, 25",0.0023329,,,,,
2025-08-27,175.5,176.67,174.94,175.65,175.55,1926820,1926820,0.155,0.08547009,175.69,"August 27, 25",0.0008547009,,,,,
2025-08-26,172.1,176.23,171.41,175.92,175.82,4060100,4060100,3.82,2.22,173.915,"August 26, 25",0.0222,,,,,
2025-08-25,171.35,174.73,170.85,171.24,171.14,1945800,1945800,-0.11,-0.06419609,172.0425,"August 25, 25",-0.0006419609,,,,,
2025-08-22,174.1,175.08,170.24,171,170.9,2996400,2996400,-3.1,-1.78,172.605,"August 22, 25",-0.0178,,,,,
2025-08-21,171.85,174.49,171.27,173.25,173.15,2261709,2261709,1.4,0.81466,172.715,"August 21, 25",0.0081466,,,,,
2025-08-20,171.5,172.66,169.45,171.94,171.84,2762921,2762921,0.44,0.25656,171.3875,"August 20, 25",0.0025656,,,,,
2025-08-19,172.25,174.19,171.04,171.9,171.8,2274362,2274362,-0.35,-0.20319,172.345,"August 19, 25",-0.0020319,,,,,
2025-08-18,171.96,173.48,170.8,173.05,172.95,2241148,2241148,1.09,0.63387,172.3225,"August 18, 25",0.0063387,,,,,
2025-08-15,176,176,170.34,171.25,171.15,3265040,3265040,-4.75,-2.7,173.3975,"August 15, 25",-0.027,,,,,
2025-08-14,176.4,177.41,174.17,175.99,175.89,2004073,2004073,-0.41,-0.23243,175.9925,"August 14, 25",-0.0023243,,,,,
2025-08-13,181.57,181.81,172.52,176.8,176.7,3174738,3174738,-4.77,-2.63,178.175,"August 13, 25",-0.0263,,,,,
2025-08-12,180.81,181.3,178.38,180.9,180.8,1256264,1256264,0.09,0.04977601,180.3475,"August 12, 25",0.0004977601,,,,,
2025-08-11,180.67,181.87,178.16,179.88,179.78,1449700,1449700,-0.79,-0.43726,180.145,"August 11, 25",-0.0043726,,,,,
2025-08-08,182.77,183.41,178.79,180.75,180.65,1588833,1588833,-2.02,-1.11,181.43,"August 08, 25",-0.0111,2025-08-25,0.12,2025-07-29,2025-08-08,0.12
2025-08-07,181.64,182.97,178,181.58,181.35,1890145,1890145,-0.06,-0.03303237,181.0475,"August 07, 25",-0.0003303237,,,,,
2025-08-06,179.4,182.68,178.05,182.06,181.83,2018100,2018100,2.66,1.48,180.5475,"August 06, 25",0.0148,,,,,
2025-08-05,182,182.98,177.67,179.32,179.09,2986805,2986805,-2.68,-1.47,180.4925,"August 05, 25",-0.0147,,,,,
2025-08-04,185.5,186.55,180.74,181.16,180.93,3729122,3729122,-4.34,-2.34,183.4875,"August 04, 25",-0.0234,,,,,
2025-08-01,177,186.37,174.02,184.26,184.03,5089428,5089428,7.26,4.1,180.4125,"August 01, 25",0.041,,,,,
2025-07-31,187.78,188.8,171.78,179.77,179.54,8508800,8508800,-8.01,-4.27,182.0325,"July 31, 25",-0.0427,,,,,
2025-07-30,189.03,193.26,188.48,192.14,191.9,2971700,2971700,3.11,1.65,190.7275,"July 30, 25",0.0165,,,,,
2025-07-29,190.81,191.2,188.73,189.17,188.93,2289596,2289596,-1.64,-0.85949,189.9775,"July 29, 25",-0.0085949,,,,,
2025-07-28,190.12,190.44,187.15,188.17,187.93,2338015,2338015,-1.95,-1.03,188.97,"July 28, 25",-0.0103,,,,,
2025-07-25,187.63,190.94,187.01,189.52,189.28,1915679,1915679,1.89,1.01,188.775,"July 25, 25",0.0101,,,,,
2025-07-24,187.35,188.33,186.1,186.8,186.56,2903525,2903525,-0.55,-0.29357,187.145,"July 24, 25",-0.0029357,,,,,
2025-07-23,183.81,186.78,183.1,186.4,186.16,2769886,2769886,2.59,1.41,185.0225,"July 23, 25",0.0141,,,,,
2025-07-22,185.01,186.89,180.27,183.34,183.11,3283255,3283255,-1.67,-0.90265,183.8775,"July 22, 25",-0.0090265,,,,,
2025-07-21,190.5,190.67,187.3,187.83,187.59,2098404,2098404,-2.67,-1.4,189.075,"July 21, 25",-0.014,,,,,
2025-07-18,189.12,191.61,188.5,190.49,190.25,2265279,2265279,1.37,0.72441,189.93,"July 18, 25",0.0072441,,,,,
2025-07-17,185.99,189.48,185.25,188.83,188.59,3041000,3041000,2.84,1.53,187.3875,"July 17, 25",0.0153,,,,,
2025-07-16,185.07,185.68,181,184.3,184.07,1844072,1844072,-0.77,-0.41606,184.0125,"July 16, 25",-0.0041606,,,,,
2025-07-15,184.5,185.12,182.15,184.68,184.45,1918785,1918785,0.18,0.09756098,184.1125,"July 15, 25",0.0009756098,,,,,
2025-07-14,180.2,184.66,179.36,184.32,184.09,2085288,2085288,4.12,2.29,182.135,"July 14, 25",0.0229,,,,,
2025-07-11,178.39,180.31,178,179.68,179.45,1748339,1748339,1.29,0.72313,179.095,"July 11, 25",0.0072313,,,,,
2025-07-10,181.93,182.7,176.63,178.53,178.3,2824780,2824780,-3.4,-1.87,179.9475,"July 10, 25",-0.0187,,,,,
2025-07-09,181.4,182.44,179,181.42,181.19,2306283,2306283,0.02,0.01102536,181.065,"July 09, 25",0.0001102536,,,,,
2025-07-08,179.99,181.34,174.14,179.46,179.23,3289066,3289066,-0.53,-0.29446,178.7325,"July 08, 25",-0.0029446,,,,,
2025-07-07,180.95,182.32,178.78,180.25,180.02,2865229,2865229,-0.7,-0.38685,180.575,"July 07, 25",-0.0038685,,,,,
2025-07-03,176.69,181.06,176.07,181.06,180.83,1766400,1766400,4.37,2.47,178.72,"July 03, 25",0.0247,,,,,
2025-07-02,175.37,176.96,173.5,175.95,175.73,3250144,3250144,0.58,0.33073,175.445,"July 02, 25",0.0033073,,,,,
2025-07-01,183.88,186.35,176.02,176.22,176,6061306,6061306,-7.66,-4.17,180.6175,"July 01, 25",-0.0417,,,,,
2025-06-30,183.04,187.51,182.16,186.13,185.89,4564919,4564919,3.09,1.69,184.71,"June 30, 25",0.0169,,,,,
2025-06-27,177.48,185.52,177.48,184.9,184.67,23827800,23827800,7.42,4.18,181.345,"June 27, 25",0.0418,,,,,
2025-06-26,178.58,179.32,175.85,176.85,176.63,4390800,4390800,-1.73,-0.96875,177.65,"June 26, 25",-0.0096875,,,,,
2025-06-25,177.73,178.69,175.28,176.08,175.86,2692900,2692900,-1.65,-0.92837,176.945,"June 25, 25",-0.0092837,,,,,
2025-06-24,177,177.5,173.78,176.57,176.35,2509698,2509698,-0.43,-0.24294,176.2125,"June 24, 25",-0.0024294,,,,,
2025-06-23,172.9,175.78,172.39,175.63,175.41,2427107,2427107,2.73,1.58,174.175,"June 23, 25",0.0158,,,,,
2025-06-20,171.71,173.46,169.06,173.34,173.12,4597637,4597637,1.63,0.94927,171.8925,"June 20, 25",0.0094927,,,,,
2025-06-18,172.01,173.63,169.93,170.23,170.01,2343640,2343640,-1.78,-1.03,171.45,"June 18, 25",-0.0103,,,,,
2025-06-17,171.47,172.92,170.87,172.12,171.9,1965541,1965541,0.65,0.37908,171.845,"June 17, 25",0.0037908,,,,,
2025-06-16,172.79,174.39,171.29,171.6,171.38,2340010,2340010,-1.19,-0.6887,172.5175,"June 16, 25",-0.006887,,,,,
2025-06-13,170.92,172.55,170.1,171.2,170.98,2418598,2418598,0.28,0.16382,171.1925,"June 13, 25",0.0016382,,,,,
2025-06-12,168.68,172.02,168.5,171.52,171.3,2280959,2280959,2.84,1.68,170.18,"June 12, 25",0.0168,,,,,
2025-06-11,169.07,172.1,165.51,170.74,170.52,2979988,2979988,1.67,0.98776,169.355,"June 11, 25",0.0098776,,,,,
2025-06-10,171.5,173.41,166.87,168.62,168.41,5076998,5076998,-2.88,-1.68,170.1,"June 10, 25",-0.0168,,,,,
2025-06-09,176.57,176.87,172.79,172.87,172.65,2277916,2277916,-3.7,-2.1,174.775,"June 09, 25",-0.021,,,,,
2025-06-06,175.84,177.25,174.6,175.37,175.15,1656190,1656190,-0.47,-0.26729,175.765,"June 06, 25",-0.0026729,,,,,
2025-06-05,174.98,175.44,173.18,175.01,174.79,1989111,1989111,0.03,0.01714482,174.6525,"June 05, 25",0.0001714482,,,,,
2025-06-04,173.3,175.26,172.76,173.94,173.72,2118813,2118813,0.64,0.3693,173.815,"June 04, 25",0.003693,,,,,
2025-06-03,172.56,174.66,170.17,172.61,172.39,2764455,2764455,0.05,0.02897543,172.5,"June 03, 25",0.0002897543,,,,,
2025-06-02,170.24,172.76,169.92,172.65,172.43,2287840,2287840,2.41,1.42,171.3925,"June 02, 25",0.0142,,,,,
2025-05-30,169.54,170.79,167.9,169.89,169.67,4750300,4750300,0.35,0.20644,169.53,"May 30, 25",0.0020644,,,,,
2025-05-29,170.11,171.3,168.29,170.09,169.87,3286005,3286005,-0.02,-0.0117571,169.9475,"May 29, 25",-0.000117571,,,,,
2025-05-28,169.75,171.52,169.35,170.32,170.1,2781500,2781500,0.57,0.33579,170.235,"May 28, 25",0.0033579,,,,,
2025-05-27,167.27,169.81,167.14,169.69,169.47,2845123,2845123,2.42,1.45,168.4775,"May 27, 25",0.0145,,,,,
2025-05-23,161.58,166.03,160.01,165.09,164.88,2045900,2045900,3.51,2.17,163.1775,"May 23, 25",0.0217,,,,,
2025-05-22,162.56,164.35,161.53,163.01,162.8,2073469,2073469,0.45,0.27682,162.8625,"May 22, 25",0.0027682,,,,,
2025-05-21,164.34,165.7,162.16,162.76,162.55,1858801,1858801,-1.58,-0.96142,163.74,"May 21, 25",-0.0096142,,,,,
2025-05-20,165.74,166.5,164.08,165.1,164.89,1836152,1836152,-0.64,-0.38615,165.355,"May 20, 25",-0.0038615,,,,,
2025-05-19,162.5,166.38,160.4,166.24,166.03,2585664,2585664,3.74,2.3,163.88,"May 19, 25",0.023,,,,,
2025-05-16,161.13,162.91,160.59,162.8,162.59,1839414,1839414,1.67,1.04,161.8575,"May 16, 25",0.0104,,,,,
2025-05-15,159,161.72,159,161.29,161.09,4660646,4660646,2.29,1.44,160.2525,"May 15, 25",0.0144,,,,,
2025-05-14,158.79,160.83,158.12,159.46,159.26,3505186,3505186,0.67,0.42194,159.3,"May 14, 25",0.0042194,,,,,
2025-05-13,156.62,160.14,155.22,158.3,158.1,3635342,3635342,1.68,1.07,157.57,"May 13, 25",0.0107,,,,,
2025-05-12,160.62,161.58,155.61,156.96,156.76,4990823,4990823,-3.66,-2.28,158.6925,"May 12, 25",-0.0228,,,,,
2025-05-09,157.9,158.97,154.72,157.41,157.21,2232699,2232699,-0.49,-0.31032,157.25,"May 09, 25",-0.0031032,2025-05-27,0.1,2025-04-09,2025-05-09,0.1
2025-05-08,158.69,159.04,157.05,157.5,157.2,2806200,2806200,-1.19,-0.74989,158.07,"May 08, 25",-0.0074989,,,,,
2025-05-07,155.63,157.43,154.31,157.12,156.82,2908231,2908231,1.49,0.9574,156.1225,"May 07, 25",0.009574,,,,,
2025-05-06,151.32,156.8,150.63,155.8,155.5,2646400,2646400,4.48,2.96,153.6375,"May 06, 25",0.0296,,,,,
2025-05-05,153.07,155.59,152.82,154.34,154.05,1882133,1882133,1.27,0.82969,153.955,"May 05, 25",0.0082969,,,,,
2025-05-02,150.21,154.73,150.21,154.07,153.78,3652086,3652086,3.86,2.57,152.305,"May 02, 25",0.0257,,,,,
2025-05-01,146.46,150.48,144.71,148.03,147.75,4819600,4819600,1.57,1.07,147.42,"May 01, 25",0.0107,,,,,
2025-04-30,135.1,138.97,134.81,138.58,138.32,3140949,3140949,3.48,2.58,136.865,"April 30, 25",0.0258,,,,,
2025-04-29,136,138.41,135.75,137.5,137.24,2450157,2450157,1.5,1.1,136.915,"April 29, 25",0.011,,,,,
2025-04-28,138.27,139.61,135.06,136.35,136.09,2878883,2878883,-1.92,-1.39,137.3225,"April 28, 25",-0.0139,,,,,
2025-04-25,134.3,136.46,133.74,135.76,135.5,1603441,1603441,1.46,1.09,135.065,"April 25, 25",0.0109,,,,,
2025-04-24,129.28,134.34,129.28,133.49,133.24,2224306,2224306,4.21,3.26,131.5975,"April 24, 25",0.0326,,,,,
2025-04-23,129.19,132.31,127.51,129.61,129.36,2931645,2931645,0.42,0.3251,129.655,"April 23, 25",0.003251,,,,,
2025-04-22,121.29,125.02,121.07,124.3,124.06,2234612,2234612,3.01,2.48,122.92,"April 22, 25",0.0248,,,,,
2025-04-21,122.49,122.99,118.09,119.47,119.24,2008233,2008233,-3.02,-2.47,120.76,"April 21, 25",-0.0247,,,,,
2025-04-17,123.58,125.14,122.96,123.23,123,2189090,2189090,-0.35,-0.28322,123.7275,"April 17, 25",-0.0028322,,,,,
2025-04-16,123.9,126.3,122.25,123.93,123.69,2864167,2864167,0.03,0.02421308,124.095,"April 16, 25",0.0002421308,,,,,
2025-04-15,123.6,126.57,123.05,124.47,124.23,3606937,3606937,0.87,0.70388,124.4225,"April 15, 25",0.0070388,,,,,
2025-04-14,128.45,129.08,126.26,127.46,127.22,2011548,2011548,-0.99,-0.77073,127.8125,"April 14, 25",-0.0077073,,,,,
2025-04-11,123.37,126.35,121.93,125.67,125.43,2036000,2036000,2.3,1.86,124.33,"April 11, 25",0.0186,,,,,
2025-04-10,124.88,127.45,120.34,124.19,123.95,3076541,3076541,-0.69,-0.55253,124.215,"April 10, 25",-0.0055253,,,,,
2025-04-09,113.28,129.46,112.08,128.09,127.85,5275036,5275036,14.81,13.07,120.7275,"April 09, 25",0.1307,,,,,
2025-04-08,122.23,122.95,112.69,114.62,114.4,4242076,4242076,-7.61,-6.23,118.1225,"April 08, 25",-0.0623,,,,,
2025-04-07,107.41,119.25,105.04,115.78,115.56,5805735,5805735,8.37,7.79,111.87,"April 07, 25",0.0779,,,,,
2025-04-04,115.95,117.22,109.42,112.33,112.12,6664433,6664433,-3.62,-3.12,113.73,"April 04, 25",-0.0312,,,,,
2025-04-03,127.8,130,124.8,125,124.76,2372619,2372619,-2.8,-2.19,126.9,"April 03, 25",-0.0219,,,,,
2025-04-02,129.17,134.13,129,133.9,133.65,1749400,1749400,4.73,3.66,131.55,"April 02, 25",0.0366,,,,,
2025-04-01,128.93,131.99,128.02,131.78,131.53,2241791,2241791,2.85,2.21,130.18,"April 01, 25",0.0221,,,,,
2025-03-31,127.46,130.67,124.17,129.73,129.48,3282139,3282139,2.27,1.78,128.0075,"March 31, 25",0.0178,,,,,
2025-03-28,131.63,133.01,128.54,129.69,129.44,1945700,1945700,-1.94,-1.47,130.7175,"March 28, 25",-0.0147,,,,,
2025-03-27,133.58,134.68,130.73,132.43,132.18,1543373,1543373,-1.15,-0.86091,132.855,"March 27, 25",-0.0086091,,,,,
2025-03-26,137.87,138.06,133.83,134.14,133.89,2733412,2733412,-3.73,-2.71,135.975,"March 26, 25",-0.0271,,,,,
2025-03-25,136.55,137.81,134.9,137.72,137.46,2661801,2661801,1.17,0.85683,136.745,"March 25, 25",0.0085683,,,,,
2025-03-24,133.27,136.49,132.38,136.1,135.84,2406863,2406863,2.83,2.12,134.56,"March 24, 25",0.0212,,,,,
2025-03-21,131.17,131.54,128.81,130.85,130.6,3841503,3841503,-0.32,-0.24396,130.5925,"March 21, 25",-0.0024396,,,,,
2025-03-20,130.32,133.36,129.9,131.67,131.42,2075299,2075299,1.35,1.04,131.3125,"March 20, 25",0.0104,,,,,
2025-03-19,128.88,133,128.75,131.98,131.73,2427355,2427355,3.1,2.41,130.6525,"March 19, 25",0.0241,,,,,
2025-03-18,128.14,129,124.34,128.25,128.01,2595883,2595883,0.11,0.08584361,127.4325,"March 18, 25",0.0008584361,,,,,
2025-03-17,125.7,130.15,125.31,129.27,129.02,2275760,2275760,3.57,2.84,127.6075,"March 17, 25",0.0284,,,,,
2025-03-14,125,126.75,123.13,126.51,126.27,2564349,2564349,1.51,1.21,125.3475,"March 14, 25",0.0121,,,,,
