date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,open,adjClose,change,vwap,close,unadjustedVolume,low,changeOverTime,high,changePercent,volume
2024-05-20,"May 20, 24",,,,,,103.09,97.39,-0.81,102.7175,102.28,743411,102.05,-0.0078572,103.45,-0.78572,743411
2024-05-17,"May 17, 24",0.68,0.68,2024-05-20,2024-06-03,2024-02-22,104.01,98.17,-0.92,103.38,103.09,701307,102.41,-0.0088453,104.01,-0.88453,701307
2024-05-16,"May 16, 24",,,,,,102.41,98.6,1.82,103.4925,104.23,1433107,102.27,0.0178,105.06,1.78,1433107
2024-05-15,"May 15, 24",,,,,,103.44,96.24,-1.7,102.645,101.74,1593088,101.4,-0.0164,104,-1.64,1593088
2024-05-14,"May 14, 24",,,,,,107.84,97.85,-4.4,105.66,103.44,1995931,103.38,-0.0408,107.98,-4.08,1995931
2024-05-13,"May 13, 24",,,,,,106.54,101.8,1.07,107.1125,107.61,1545105,106.27,0.01,108.03,1,1545105
2024-05-10,"May 10, 24",,,,,,105.88,100.3,0.15,105.5075,106.03,1169000,103.99,0.0014167,106.13,0.14167,1169000
2024-05-09,"May 09, 24",,,,,,105.58,99.7,-0.19,105.485,105.39,1212400,104.66,-0.0017996,106.31,-0.17996,1212400
2024-05-08,"May 08, 24",,,,,,103.86,99.67,1.5,104.75,105.36,1057025,103.86,0.0144,105.92,1.44,1057025
2024-05-07,"May 07, 24",,,,,,102.96,98.71,1.39,103.735,104.35,1025603,102.81,0.0135,104.82,1.35,1025603
2024-05-06,"May 06, 24",,,,,,100.74,96.74,1.52,101.5125,102.26,685000,100.74,0.0151,102.31,1.51,685000
2024-05-03,"May 03, 24",,,,,,101.4,95.69,-0.25,101.1875,101.15,995500,100.3,-0.0024655,101.9,-0.24655,995500
2024-05-02,"May 02, 24",,,,,,101.64,95.88,-0.28,101.445,101.36,1001437,100.68,-0.0027548,102.1,-0.27548,1001437
2024-05-01,"May 01, 24",,,,,,101.61,95.5,-0.66,101.595,100.95,1579300,100.89,-0.0064954,102.93,-0.64954,1579300
2024-04-30,"April 30, 24",,,,,,103.29,96.26,-1.53,102.26,101.76,1476738,100.7,-0.0148,103.29,-1.48,1476738
2024-04-29,"April 29, 24",,,,,,102.85,97.89,0.63,102.975,103.48,1246222,102.01,0.0061254,103.56,0.61254,1246222
2024-04-26,"April 26, 24",,,,,,103.87,97.18,-1.14,103.105,102.73,1396034,101.88,-0.011,103.94,-1.1,1396034
2024-04-25,"April 25, 24",,,,,,106.4,98.44,-2.34,105.015,104.06,1996760,102.77,-0.022,106.83,-2.2,1996760
2024-04-24,"April 24, 24",,,,,,105,100.08,0.79,105.125,105.79,3629861,102.42,0.0075238,107.29,0.75238,3629861
2024-04-23,"April 23, 24",,,,,,109.23,103.7,0.39,109.2275,109.62,2059642,108.05,0.0035704,110.01,0.35704,2059642
2024-04-22,"April 22, 24",,,,,,109.52,103.82,0.23,109.545,109.75,1599000,108.75,0.0021001,110.16,0.21001,1599000
2024-04-19,"April 19, 24",,,,,,106.93,103.6,2.59,108.275,109.52,2625066,106.38,0.0242,110.27,2.42,2625066
2024-04-18,"April 18, 24",,,,,,105.63,100.76,0.88,105.9725,106.51,1341300,105.1,0.008331,106.65,0.8331,1341300
2024-04-17,"April 17, 24",,,,,,105.01,99.73,0.41,105.1175,105.42,2028800,104.44,0.0039044,105.6,0.39044,2028800
2024-04-16,"April 16, 24",,,,,,104,98.33,-0.05,103.7925,103.95,1396900,102.91,-0.0004807692,104.31,-0.04807692,1396900
2024-04-15,"April 15, 24",,,,,,104.85,98.32,-0.92,104.385,103.93,977500,103.17,-0.0087744,105.59,-0.87744,977500
2024-04-12,"April 12, 24",,,,,,105.68,98.16,-1.91,104.855,103.77,1536500,103.72,-0.0181,106.25,-1.81,1536500
2024-04-11,"April 11, 24",,,,,,107.72,100.2,-1.8,106.745,105.92,1245700,105.56,-0.0167,107.78,-1.67,1245700
2024-04-10,"April 10, 24",,,,,,106.4,101.83,1.24,106.9,107.64,1192072,105.8,0.0117,107.76,1.17,1192072
2024-04-09,"April 09, 24",,,,,,106.44,101.28,0.62,106.7925,107.06,1236400,105.96,0.0058249,107.71,0.58249,1236400
2024-04-08,"April 08, 24",,,,,,107.09,100.77,-0.57,106.82,106.52,1003500,106.11,-0.0053226,107.56,-0.53226,1003500
2024-04-05,"April 05, 24",,,,,,105.31,101.09,1.55,106.055,106.86,1260500,104.95,0.0147,107.1,1.47,1260500
2024-04-04,"April 04, 24",,,,,,104.5,99.78,0.98,105.07,105.48,1485800,103.79,0.009378,106.51,0.9378,1485800
2024-04-03,"April 03, 24",,,,,,103.79,98.15,-0.04,103.575,103.75,1057300,102.73,-0.0003853936,104.03,-0.03853936,1057300
2024-04-02,"April 02, 24",,,,,,102.33,98.29,1.57,103.1625,103.9,1517526,102.3,0.0153,104.12,1.53,1517526
2024-04-01,"April 01, 24",,,,,,102.93,96.76,-0.64,102.66,102.29,1072844,102.01,-0.0062178,103.41,-0.62178,1072844
2024-03-28,"March 28, 24",,,,,,102.41,96.98,0.11,102.74,102.52,1357345,102.36,0.0010741,103.67,0.10741,1357345
2024-03-27,"March 27, 24",,,,,,100.56,96.89,1.86,101.455,102.42,1711705,100.21,0.0185,102.63,1.85,1711705
2024-03-26,"March 26, 24",,,,,,100.21,94.47,-0.35,99.8075,99.86,1154300,98.93,-0.0034927,100.23,-0.34927,1154300
2024-03-25,"March 25, 24",,,,,,99.5,94.54,0.44,99.8575,99.94,1059200,99.35,0.0044221,100.64,0.44221,1059200
2024-03-22,"March 22, 24",,,,,,100.4,93.86,-1.18,99.68,99.22,1341426,98.55,-0.0118,100.55,-1.18,1341426
2024-03-21,"March 21, 24",,,,,,98.09,94.7,2.02,99.0075,100.11,2074829,97.47,0.0206,100.36,2.06,2074829
2024-03-20,"March 20, 24",,,,,,97,92.15,0.41,97.19,97.41,1164300,96.53,0.0042268,97.82,0.42268,1164300
2024-03-19,"March 19, 24",,,,,,96.89,92.48,0.87,97.1975,97.76,1553400,96.34,0.0089793,97.8,0.89793,1553400
2024-03-18,"March 18, 24",,,,,,94.77,91.47,1.92,95.7325,96.69,1820045,94.44,0.0203,97.03,2.03,1820045
2024-03-15,"March 15, 24",,,,,,94,90.4,1.56,94.8875,95.56,6291100,94,0.0166,95.99,1.66,6291100
2024-03-14,"March 14, 24",,,,,,94.51,89.12,-0.3,94.0875,94.21,1912900,92.99,-0.0031743,94.64,-0.31743,1912900
2024-03-13,"March 13, 24",,,,,,94.21,89.65,0.56,94.605,94.77,2428000,93.6,0.0059442,95.84,0.59442,2428000
2024-03-12,"March 12, 24",,,,,,94.15,88.61,-0.48,93.8925,93.67,1381121,93.22,-0.0050982,94.53,-0.50982,1381121
2024-03-11,"March 11, 24",,,,,,92.26,88.74,1.55,93.19,93.81,1491645,92.2,0.0168,94.49,1.68,1491645
2024-03-08,"March 08, 24",,,,,,92.51,87.22,-0.31,92.4675,92.2,1224400,91.42,-0.003351,93.74,-0.3351,1224400
2024-03-07,"March 07, 24",,,,,,92.39,87.49,0.1,92.4975,92.49,1824281,91.83,0.0010824,93.28,0.10824,1824281
2024-03-06,"March 06, 24",,,,,,91.45,86.92,0.43,91.85,91.88,1507304,91.15,0.004702,92.92,0.4702,1507304
2024-03-05,"March 05, 24",,,,,,90.28,86.5,1.16,91.0725,91.44,1651228,90.07,0.0128,92.5,1.28,1651228
2024-03-04,"March 04, 24",,,,,,92.42,85.22,-2.33,91.2075,90.09,2013839,89.34,-0.0252,92.98,-2.52,2013839
2024-03-01,"March 01, 24",,,,,,94.42,88.08,-1.31,93.725,93.11,1799100,92.87,-0.0139,94.5,-1.39,1799100
2024-02-29,"February 29, 24",,,,,,94.22,89.27,0.15,93.9275,94.37,2301403,92.62,0.001592,94.5,0.1592,2301403
2024-02-28,"February 28, 24",,,,,,93.06,88.68,0.68,93.2675,93.74,1195900,92.36,0.0073071,93.91,0.73071,1195900
2024-02-27,"February 27, 24",,,,,,93.62,88.09,-0.5,93.4575,93.12,1265515,92.96,-0.0053407,94.13,-0.53407,1265515
2024-02-26,"February 26, 24",,,,,,93.84,88.17,-0.64,93.335,93.2,1072603,92.46,-0.0068201,93.84,-0.68201,1072603
2024-02-23,"February 23, 24",,,,,,93.88,88.59,-0.23,93.99,93.65,1816916,93.6,-0.0024499,94.83,-0.24499,1816916
2024-02-22,"February 22, 24",,,,,,92.63,89.14,1.6,93.3175,94.23,2263240,91.85,0.0173,94.56,1.73,2263240
2024-02-21,"February 21, 24",,,,,,91.9,88.03,1.16,92.36,93.06,1843050,91.3,0.0126,93.18,1.26,1843050
2024-02-20,"February 20, 24",,,,,,91.14,86.72,0.53,91.445,91.67,2055400,90.82,0.0058152,92.15,0.58152,2055400
2024-02-16,"February 16, 24",,,,,,90.61,86.73,1.07,91.0725,91.68,1659500,90.21,0.0118,91.79,1.18,1659500
2024-02-15,"February 15, 24",0.6625,0.6625,2024-02-16,2024-03-01,2023-10-31,88.71,85.76,1.95,89.6025,90.66,2385742,88.35,0.022,90.69,2.2,2385742
2024-02-14,"February 14, 24",,,,,,88.68,84.06,0.84,89.1125,89.52,1849600,88.51,0.0094723,89.74,0.94723,1849600
2024-02-13,"February 13, 24",,,,,,89.85,83.22,-1.22,89.4025,88.63,2218200,88.22,-0.0136,90.91,-1.36,2218200
2024-02-12,"February 12, 24",,,,,,88.47,85.15,2.21,89.6575,90.68,2264432,88.47,0.025,91.01,2.5,2264432
2024-02-09,"February 09, 24",,,,,,87.45,83.14,1.09,87.8675,88.54,2690192,86.81,0.0125,88.67,1.25,2690192
2024-02-08,"February 08, 24",,,,,,88.03,81.22,-1.53,87.23,86.5,2291600,86.11,-0.0174,88.28,-1.74,2291600
2024-02-07,"February 07, 24",,,,,,87.28,82.59,0.67,88.155,87.95,3610209,86.1,0.0076764,91.29,0.76764,3610209
2024-02-06,"February 06, 24",,,,,,89.4,84.54,0.63,89.8575,90.03,2198151,89.23,0.007047,90.77,0.7047,2198151
2024-02-05,"February 05, 24",,,,,,89.7,83.57,-0.7,89.4825,89,1854322,88.79,-0.0078038,90.44,-0.78038,1854322
2024-02-02,"February 02, 24",,,,,,90.19,84.95,0.28,90.265,90.47,1370830,89.43,0.0031046,90.97,0.31046,1370830
2024-02-01,"February 01, 24",,,,,,89.17,84.89,1.23,89.7725,90.4,1448547,89.02,0.0138,90.5,1.38,1448547
2024-01-31,"January 31, 24",,,,,,89.8,82.72,-1.71,88.9925,88.09,1317846,88.07,-0.019,90.01,-1.9,1317846
2024-01-30,"January 30, 24",,,,,,89.05,84.79,1.25,89.4375,90.3,1712808,87.88,0.014,90.52,1.4,1712808
2024-01-29,"January 29, 24",,,,,,88.65,83.58,0.36,88.7175,89.01,1603200,87.99,0.0040609,89.22,0.40609,1603200
2024-01-26,"January 26, 24",,,,,,88.99,82.91,-0.69,88.6325,88.3,1468544,87.86,-0.0077537,89.38,-0.77537,1468544
2024-01-25,"January 25, 24",,,,,,89.8,83.06,-1.35,89.13,88.45,1517700,88.05,-0.015,90.22,-1.5,1517700
2024-01-24,"January 24, 24",,,,,,90.42,83.68,-1.31,89.8175,89.11,1744766,88.84,-0.0145,90.9,-1.45,1744766
2024-01-23,"January 23, 24",,,,,,89.28,84.68,0.9,89.7825,90.18,2004620,88.96,0.0101,90.71,1.01,2004620
2024-01-22,"January 22, 24",,,,,,90.67,83.35,-1.91,90.0075,88.76,4338451,88.41,-0.0211,92.19,-2.11,4338451
2024-01-19,"January 19, 24",,,,,,94.14,87.03,-1.46,93.4225,92.68,1802400,92.62,-0.0155,94.25,-1.55,1802400
2024-01-18,"January 18, 24",,,,,,94.39,88.36,-0.29,94.12,94.1,1006910,93.18,-0.0030724,94.81,-0.30724,1006910
2024-01-17,"January 17, 24",,,,,,94.4,88.74,0.1,94.6375,94.5,909610,94.12,0.0010593,95.53,0.10593,909610
2024-01-16,"January 16, 24",,,,,,94.25,89.02,0.55,94.335,94.8,1341800,93.3,0.0058355,94.99,0.58355,1341800
2024-01-12,"January 12, 24",,,,,,96.08,89.1,-1.19,95.535,94.89,1223727,94.76,-0.0124,96.41,-1.24,1223727
2024-01-11,"January 11, 24",,,,,,94.68,89.51,0.64,95.0625,95.32,1444219,94.47,0.0067596,95.78,0.67596,1444219
2024-01-10,"January 10, 24",,,,,,95.98,89.12,-1.07,95.22,94.91,2221211,94.01,-0.0111,95.98,-1.11,2221211
2024-01-09,"January 09, 24",,,,,,98.73,90.77,-2.06,97.61,96.67,1631753,96.1,-0.0209,98.94,-2.09,1631753
2024-01-08,"January 08, 24",,,,,,97.41,93.11,1.75,98,99.16,1750156,96.23,0.018,99.2,1.8,1750156
2024-01-05,"January 05, 24",,,,,,98.85,92.04,-0.83,98.2975,98.02,2053200,96.46,-0.0083966,99.86,-0.83966,2053200
2024-01-04,"January 04, 24",,,,,,100.75,92.92,-1.8,99.73,98.95,1668753,98.47,-0.0179,100.75,-1.79,1668753
2024-01-03,"January 03, 24",,,,,,101.19,94.15,-0.92,100.7875,100.27,1230664,100.03,-0.0090918,101.66,-0.90918,1230664
2024-01-02,"January 02, 24",,,,,,100.95,95.31,0.55,101.385,101.5,976602,100.95,0.0054482,102.14,0.54482,976602
2023-12-29,"December 29, 23",,,,,,101.56,94.79,-0.61,101.1025,100.95,745834,100.34,-0.0060063,101.56,-0.60063,745834
2023-12-28,"December 28, 23",,,,,,102.64,95.42,-1.02,102.0075,101.62,869700,101.06,-0.0099376,102.71,-0.99376,869700
2023-12-27,"December 27, 23",,,,,,102.07,95.79,-0.06,101.9875,102.01,665359,101.55,-0.0005878319,102.32,-0.05878319,665359
2023-12-26,"December 26, 23",,,,,,101.91,96.24,0.58,102.2125,102.49,484942,101.3,0.0056913,103.15,0.56913,484942
2023-12-22,"December 22, 23",,,,,,101.23,95.44,0.41,101.61,101.64,741100,100.82,0.0040502,102.75,0.40502,741100
2023-12-21,"December 21, 23",,,,,,101.59,95.06,-0.36,101.23,101.23,1460150,100.16,-0.0035437,101.94,-0.35437,1460150
2023-12-20,"December 20, 23",,,,,,104.5,95.38,-2.92,103.02,101.58,1125400,101.5,-0.0279,104.5,-2.79,1125400
2023-12-19,"December 19, 23",,,,,,104.67,98.85,0.6,104.8575,105.27,1495886,103.93,0.0057323,105.56,0.57323,1495886
2023-12-18,"December 18, 23",,,,,,105.13,97.4,-1.4,104.31,103.73,1946468,103.2,-0.0133,105.18,-1.33,1946468
2023-12-15,"December 15, 23",,,,,,105.31,98.39,-0.53,104.9125,104.78,2730800,103.78,-0.0050328,105.78,-0.50328,2730800
2023-12-14,"December 14, 23",,,,,,106,98.89,-0.69,105.7,105.31,1500200,104.61,-0.0065094,106.88,-0.65094,1500200
2023-12-13,"December 13, 23",,,,,,103.42,98.72,1.71,103.695,105.13,1616100,100.87,0.0165,105.36,1.65,1616100
2023-12-12,"December 12, 23",,,,,,105.59,98.01,-1.21,104.8425,104.38,1103300,103.81,-0.0115,105.59,-1.15,1103300
2023-12-11,"December 11, 23",,,,,,104.62,98.6,0.38,104.685,105,958047,103.61,0.0036322,105.51,0.36322,958047
2023-12-08,"December 08, 23",,,,,,104.22,98.13,0.28,104.4875,104.5,700900,103.82,0.0026866,105.41,0.26866,700900
2023-12-07,"December 07, 23",,,,,,103.86,97.75,0.24,104.025,104.1,1191016,102.8,0.0023108,105.34,0.23108,1191016
2023-12-06,"December 06, 23",,,,,,105.93,97.85,-1.72,105.0925,104.21,1211300,103.73,-0.0162,106.5,-1.62,1211300
2023-12-05,"December 05, 23",,,,,,107.62,99.63,-1.52,106.855,106.1,1061200,106.08,-0.0141,107.62,-1.41,1061200
2023-12-04,"December 04, 23",,,,,,108.46,101.17,-0.72,108.315,107.74,1225341,107.15,-0.0066384,109.91,-0.66384,1225341
2023-12-01,"December 01, 23",,,,,,109.63,102.55,-0.42,109.555,109.21,1034672,108.94,-0.0038311,110.44,-0.38311,1034672
2023-11-30,"November 30, 23",,,,,,108,103.17,1.87,108.705,109.87,1751112,107.05,0.0173,109.9,1.73,1751112
2023-11-29,"November 29, 23",,,,,,108.1,101.51,0,108.1775,108.1,603732,107.66,0,108.85,0,603732
2023-11-28,"November 28, 23",,,,,,107.9,101.8,0.51,108.1925,108.41,703100,107.45,0.0047266,109.01,0.47266,703100
2023-11-27,"November 27, 23",,,,,,108,100.98,-0.46,107.895,107.54,901451,107.29,-0.0042593,108.75,-0.42593,901451
2023-11-24,"November 24, 23",,,,,,109.8,101.42,-1.79,108.8775,108.01,367000,107.81,-0.0163,109.89,-1.63,367000
2023-11-22,"November 22, 23",,,,,,107.93,102.86,1.61,108.5525,109.54,1037644,107.05,0.0149,109.69,1.49,1037644
2023-11-21,"November 21, 23",,,,,,107.7,101.6,0.5,107.8375,108.2,839500,107.09,0.0046425,108.36,0.46425,839500
2023-11-20,"November 20, 23",,,,,,107.43,101.13,0.27,107.405,107.7,955065,106.08,0.0025133,108.41,0.25133,955065
2023-11-17,"November 17, 23",,,,,,106.42,100.29,0.38,106.5525,106.8,730933,105.9,0.0035708,107.09,0.35708,730933
2023-11-16,"November 16, 23",0.6625,0.6625,2023-11-17,2023-12-01,2023-08-17,106,99.47,-0.07,105.78,105.93,1102500,105.17,-0.0006603774,106.02,-0.06603774,1102500
2023-11-15,"November 15, 23",,,,,,106.2,99.65,0.59,106.76,106.79,1041018,106.1,0.0055556,107.95,0.55556,1041018
2023-11-14,"November 14, 23",,,,,,105.12,99.1,1.08,105.7425,106.2,787300,104.95,0.0103,106.7,1.03,787300
2023-11-13,"November 13, 23",,,,,,104.17,97.12,-0.09,103.9675,104.08,938745,102.94,-0.0008639724,104.68,-0.08639724,938745
2023-11-10,"November 10, 23",,,,,,103.86,97.54,0.67,104.1425,104.53,804424,103.34,0.006451,104.84,0.6451,804424
2023-11-09,"November 09, 23",,,,,,104.64,96.93,-0.77,103.975,103.87,1206500,102.54,-0.0073586,104.85,-0.73586,1206500
2023-11-08,"November 08, 23",,,,,,104.03,95.89,-1.27,103.5075,102.76,1142708,102.11,-0.0122,105.13,-1.22,1142708
2023-11-07,"November 07, 23",,,,,,104.93,97.63,-0.31,104.5725,104.62,677023,103.58,-0.0029544,105.16,-0.29544,677023
2023-11-06,"November 06, 23",,,,,,106.08,98.37,-0.66,105.5975,105.42,793096,104.7,-0.0062217,106.19,-0.62217,793096
2023-11-03,"November 03, 23",,,,,,106.28,98.97,-0.22,106.4425,106.06,855548,106.01,-0.00207,107.42,-0.207,855548
2023-11-02,"November 02, 23",,,,,,105.94,98.42,-0.47,105.84,105.47,1056900,104.88,-0.0044365,107.07,-0.44365,1056900
2023-11-01,"November 01, 23",,,,,,106.59,98.97,-0.53,106.3175,106.06,902722,105.35,-0.0049723,107.27,-0.49723,902722
2023-10-31,"October 31, 23",,,,,,106.61,98.89,-0.63,106.1875,105.98,1042615,105.18,-0.0059094,106.98,-0.59094,1042615
2023-10-30,"October 30, 23",,,,,,106.33,99.34,0.13,106.3275,106.46,973900,105.23,0.0012226,107.29,0.12226,973900
2023-10-27,"October 27, 23",,,,,,105.88,98.37,-0.46,105.5725,105.42,1007700,104.32,-0.0043445,106.67,-0.43445,1007700
2023-10-26,"October 26, 23",,,,,,104.99,99.27,1.39,105.87,106.38,1876129,103.84,0.0132,108.27,1.32,1876129
2023-10-25,"October 25, 23",,,,,,101,95.35,1.18,101.53,102.18,1244800,100.35,0.0117,102.59,1.17,1244800
2023-10-24,"October 24, 23",,,,,,101.7,93.99,-0.98,101.035,100.72,1034419,99.62,-0.0096362,102.1,-0.96362,1034419
2023-10-23,"October 23, 23",,,,,,101.71,94.66,-0.27,101.5375,101.44,1198400,100.62,-0.0026546,102.38,-0.26546,1198400
2023-10-20,"October 20, 23",,,,,,103.64,94.81,-2.04,102.825,101.6,1302800,101.58,-0.0197,104.48,-1.97,1302800
2023-10-19,"October 19, 23",,,,,,105.34,96.72,-1.69,104.4075,103.65,920600,103.23,-0.016,105.41,-1.6,920600
2023-10-18,"October 18, 23",,,,,,104.96,98.27,0.35,105.6675,105.31,1233001,104.7,0.0033346,107.7,0.33346,1233001
2023-10-17,"October 17, 23",,,,,,102.66,98.09,2.46,103.935,105.12,852654,102.66,0.024,105.3,2.4,852654
2023-10-16,"October 16, 23",,,,,,103.01,96.42,0.32,102.9,103.33,1058100,101.53,0.0031065,103.73,0.31065,1058100
2023-10-13,"October 13, 23",,,,,,101.76,95.34,0.41,101.8725,102.17,1153900,100.81,0.0040291,102.75,0.40291,1153900
2023-10-12,"October 12, 23",,,,,,102.14,94.51,-0.855,101.1825,101.28,1453111,99.12,-0.0084198,102.19,-0.84198,1453111
2023-10-11,"October 11, 23",,,,,,104.83,95.17,-2.84,103.175,101.99,2348328,100.56,-0.0271,105.32,-2.71,2348328
2023-10-10,"October 10, 23",,,,,,106.15,97.5,-1.66,105.485,104.49,1467700,104.36,-0.0156,106.94,-1.56,1467700
2023-10-09,"October 09, 23",,,,,,103.53,98.44,1.96,104.7125,105.49,1282071,103.53,0.0189,106.3,1.89,1282071
2023-10-06,"October 06, 23",,,,,,103.49,96.23,-0.37,102.8075,103.12,1296716,101.06,-0.0035752,103.56,-0.35752,1296716
2023-10-05,"October 05, 23",,,,,,104.3,96.9,-0.46,104.2875,103.84,1177871,103.7,-0.0044104,105.31,-0.44104,1177871
2023-10-04,"October 04, 23",,,,,,105.38,97.53,-0.86,104.935,104.52,1082816,103.97,-0.0081609,105.87,-0.81609,1082816
2023-10-03,"October 03, 23",,,,,,106.01,98.66,-0.28,105.8975,105.73,1395907,104.71,-0.0026413,107.14,-0.26413,1395907
2023-10-02,"October 02, 23",,,,,,107.84,99.56,-1.15,107.0325,106.69,1306803,105.58,-0.0107,108.02,-1.07,1306803
2023-09-29,"September 29, 23",,,,,,110.16,101.01,-1.91,109.245,108.25,1560809,107.96,-0.0173,110.61,-1.73,1560809
2023-09-28,"September 28, 23",,,,,,109.72,103.21,0.89,110.2925,110.61,984915,109.72,0.0081116,111.12,0.81116,984915
2023-09-27,"September 27, 23",,,,,,109.32,102.24,0.25,109.4025,109.57,1144138,108.68,0.0022869,110.04,0.22869,1144138
2023-09-26,"September 26, 23",,,,,,110.02,101.67,-1.06,109.6725,108.96,1198134,108.58,-0.0096346,111.13,-0.96346,1198134
2023-09-25,"September 25, 23",,,,,,110,103.29,0.69,110.4325,110.69,1010400,109.78,0.0062727,111.26,0.62727,1010400
2023-09-22,"September 22, 23",,,,,,112.89,103.02,-2.49,111.645,110.4,1065890,110.24,-0.0221,113.05,-2.21,1065890
2023-09-21,"September 21, 23",,,,,,112.54,105.66,0.69,113.06,113.23,1026800,112.22,0.0061312,114.25,0.61312,1026800
2023-09-20,"September 20, 23",,,,,,113.63,105.06,-1.04,113.3425,112.59,647935,112.54,-0.0091525,114.61,-0.91525,647935
2023-09-19,"September 19, 23",,,,,,113.88,105.32,-1.01,113.5,112.87,947918,112.82,-0.008869,114.43,-0.8869,947918
2023-09-18,"September 18, 23",,,,,,113.26,106.31,0.67,113.6225,113.93,963059,113.08,0.0059156,114.22,0.59156,963059
2023-09-15,"September 15, 23",,,,,,114.7,104.89,-2.29,113.5125,112.41,1902143,111.94,-0.02,115,-2,1902143
2023-09-14,"September 14, 23",,,,,,113.7,107.59,1.6,114.575,115.3,835600,113.46,0.0141,115.84,1.41,835600
2023-09-13,"September 13, 23",,,,,,114.39,105.58,-1.24,113.5725,113.15,1193300,112.07,-0.0108,114.68,-1.08,1193300
2023-09-12,"September 12, 23",,,,,,114.87,106.76,-0.46,114.6925,114.41,931029,114.19,-0.0040045,115.3,-0.40045,931029
2023-09-11,"September 11, 23",,,,,,113.21,107.19,1.66,114.1175,114.87,1068321,113.21,0.0147,115.18,1.47,1068321
2023-09-08,"September 08, 23",,,,,,112.68,104.87,-0.3,112.6725,112.38,911106,112.03,-0.0026624,113.6,-0.26624,911106
2023-09-07,"September 07, 23",,,,,,110.84,104.94,1.62,111.645,112.46,1345545,110.71,0.0146,112.57,1.46,1345545
2023-09-06,"September 06, 23",,,,,,113.05,103.4,-2.24,111.9125,110.81,1064127,110.23,-0.0198,113.56,-1.98,1064127
2023-09-05,"September 05, 23",,,,,,115,105.53,-1.91,114.05,113.09,794100,112.99,-0.0166,115.12,-1.66,794100
2023-09-01,"September 01, 23",,,,,,115.29,107.33,-0.27,115.045,115.02,912000,114.22,-0.0023419,115.65,-0.23419,912000
2023-08-31,"August 31, 23",,,,,,114.42,106.68,-0.1,114.445,114.32,972800,113.99,-0.0008739731,115.05,-0.08739731,972800
2023-08-30,"August 30, 23",,,,,,113.75,106.84,0.75,114.2875,114.5,798809,113.75,0.0065934,115.15,0.65934,798809
2023-08-29,"August 29, 23",,,,,,113.85,106.27,0.03,113.805,113.88,828500,113.11,0.0002635046,114.38,0.02635046,828500
2023-08-28,"August 28, 23",,,,,,113.1,105.97,0.46,113.3775,113.56,725703,112.58,0.0040672,114.27,0.40672,725703
2023-08-25,"August 25, 23",,,,,,112.74,105.17,-0.03,112.665,112.71,853335,111.68,-0.000266099,113.53,-0.0266099,853335
2023-08-24,"August 24, 23",,,,,,112.08,104.6,0.01,112.17,112.09,784200,111.66,8.9222e-05,112.85,0.0089222,784200
2023-08-23,"August 23, 23",,,,,,111.36,104.62,0.76,111.805,112.12,1085200,111.1,0.0068247,112.64,0.68247,1085200
2023-08-22,"August 22, 23",,,,,,113.47,103.94,-2.08,112.49,111.39,1048844,111.31,-0.0183,113.79,-1.83,1048844
2023-08-21,"August 21, 23",,,,,,112.63,105.44,0.36,112.9125,112.99,894224,112.4,0.0031963,113.63,0.31963,894224
2023-08-18,"August 18, 23",,,,,,110.17,105.01,2.36,111.325,112.53,999713,109.91,0.0214,112.69,2.14,999713
2023-08-17,"August 17, 23",0.6625,0.6625,2023-08-18,2023-09-01,2023-05-11,111.27,103.64,-0.2,111.4,111.07,1137644,110.71,-0.0017974,112.55,-0.17974,1137644
2023-08-16,"August 16, 23",,,,,,111.51,103.2,-0.25,111.51,111.26,937387,110.92,-0.002242,112.35,-0.2242,937387
2023-08-15,"August 15, 23",,,,,,112.39,103.52,-0.79,112.2375,111.6,1138441,111.48,-0.0070291,113.48,-0.70291,1138441
2023-08-14,"August 14, 23",,,,,,111.95,104.7,0.93,112.26,112.88,962300,111.22,0.0083073,112.99,0.83073,962300
2023-08-11,"August 11, 23",,,,,,112.13,104.1,0.1,112.4875,112.23,847300,111.86,0.000891822,113.73,0.0891822,847300
2023-08-10,"August 10, 23",,,,,,112.77,104.02,-0.63,112.5175,112.14,1169310,111.35,-0.0055866,113.81,-0.55866,1169310
2023-08-09,"August 09, 23",,,,,,114.2,104.54,-1.5,113.57,112.7,986144,112.62,-0.0131,114.76,-1.31,986144
2023-08-08,"August 08, 23",,,,,,114.5,105.83,-0.41,114.1275,114.09,1898950,113.11,-0.0035808,114.81,-0.35808,1898950
2023-08-07,"August 07, 23",,,,,,115,107.58,0.98,115.57,115.98,1537509,114.71,0.0085217,116.59,0.85217,1537509
2023-08-04,"August 04, 23",,,,,,114.92,106.4,-0.21,115.01,114.71,1664980,114.48,-0.0018274,115.93,-0.18274,1664980
2023-08-03,"August 03, 23",,,,,,112.61,106.1,1.78,113.8,114.39,1680383,112.19,0.0158,116.01,1.58,1680383
2023-08-02,"August 02, 23",,,,,,110,104.71,2.89,112.1975,112.89,2942000,109.9,0.0263,116,2.63,2942000
2023-08-01,"August 01, 23",,,,,,107.67,100.57,0.75,108.055,108.42,1396691,107.13,0.0069657,109,0.69657,1396691
2023-07-31,"July 31, 23",,,,,,109.88,100.8,-1.21,109.025,108.67,1391801,107.67,-0.011,109.88,-1.1,1391801
