date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,paymentDate,recordDate,adjDividend,dividend
2025-03-11,122.21,122.32,119.45,120.48,116.02,939000,939000,-1.73,-1.42,121.115,"March 11, 25",-0.0142,,,,,
2025-03-10,122.79,124.6,121.62,122.03,117.51,1451300,1451300,-0.76,-0.61894,122.76,"March 10, 25",-0.0061894,,,,,
2025-03-07,122.34,123.49,120.93,121.49,116.99,731214,731214,-0.85,-0.69479,122.0625,"March 07, 25",-0.0069479,,,,,
2025-03-06,123.37,124.11,120.82,121.82,117.31,694526,694526,-1.55,-1.26,122.53,"March 06, 25",-0.0126,,,,,
2025-03-05,121.67,124.61,121.52,124.42,119.81,1589010,1589010,2.75,2.26,123.055,"March 05, 25",0.0226,,,,,
2025-03-04,126.06,126.55,123.03,123.24,118.68,866234,866234,-2.82,-2.24,124.72,"March 04, 25",-0.0224,,,,,
2025-03-03,123.86,126.01,123.56,125.53,120.88,1130000,1130000,1.67,1.35,124.74,"March 03, 25",0.0135,,,,,
2025-02-28,125.05,125.31,122.64,124.06,119.46,1539757,1539757,-0.99,-0.79168,124.265,"February 28, 25",-0.0079168,,,,,
2025-02-27,120.81,124.07,120.54,123.23,118.67,1140000,1140000,2.42,2,122.1625,"February 27, 25",0.02,,,,,
2025-02-26,122.26,122.45,120.76,121.1,116.61,669500,669500,-1.16,-0.9488,121.6425,"February 26, 25",-0.009488,,,,,
2025-02-25,121.48,122.85,121.28,122.04,117.52,1155031,1155031,0.56,0.46098,121.9125,"February 25, 25",0.0046098,,,,,
2025-02-24,120.07,121.48,119.54,121.18,116.69,936300,936300,1.11,0.92446,120.5675,"February 24, 25",0.0092446,,,,,
2025-02-21,120.84,121.08,118.22,119.89,115.45,805400,805400,-0.95,-0.78616,120.0075,"February 21, 25",-0.0078616,,,,,
2025-02-20,118.95,121.5,118.28,120.84,116.36,835500,835500,1.89,1.59,119.8925,"February 20, 25",0.0159,,,,,
2025-02-19,119.09,119.73,117.56,118.9,114.5,1012606,1012606,-0.19,-0.15954,118.82,"February 19, 25",-0.0015954,,,,,
2025-02-18,118.97,119.93,118.68,119.37,114.95,936300,936300,0.4,0.33622,119.2375,"February 18, 25",0.0033622,,,,,
2025-02-14,119.78,120.77,119.02,119.07,114.66,604305,604305,-0.71,-0.59275,119.66,"February 14, 25",-0.0059275,,,,,
2025-02-13,118.53,120.28,118.16,119.16,114.75,817700,817700,0.63,0.53151,119.0325,"February 13, 25",0.0053151,,,,,
2025-02-12,116.85,119.12,116.69,118.4,114.01,1147300,1147300,1.55,1.33,117.765,"February 12, 25",0.0133,,,,,
2025-02-11,118.3,120.12,118.16,119.83,115.39,1571900,1571900,1.53,1.29,119.1025,"February 11, 25",0.0129,,,,,
2025-02-10,118.89,119.8,117.26,119.34,114.92,854508,854508,0.45,0.3785,118.8225,"February 10, 25",0.003785,,,,,
2025-02-07,117.7,121.12,117.28,119.16,114.75,1580713,1580713,1.46,1.24,118.815,"February 07, 25",0.0124,,,,,
2025-02-06,116.99,118,116.28,117.7,113.34,1192300,1192300,0.71,0.60689,117.2425,"February 06, 25",0.0060689,,,,,
2025-02-05,115.23,116.7,114.34,116.27,111.96,708925,708925,1.04,0.90254,115.635,"February 05, 25",0.0090254,,,,,
2025-02-04,112.76,114.78,111.66,114.26,110.03,886600,886600,1.5,1.33,113.365,"February 04, 25",0.0133,,,,,
2025-02-03,113.2,114.12,111.42,113.5,109.3,762676,762676,0.3,0.26502,113.06,"February 03, 25",0.0026502,,,,,
2025-01-31,113.18,114.79,113.05,113.71,109.5,916800,916800,0.53,0.46828,113.6825,"January 31, 25",0.0046828,,,,,
2025-01-30,112.14,114.15,111.48,113.2,109.01,1101200,1101200,1.06,0.94525,112.7425,"January 30, 25",0.0094525,,,,,
2025-01-29,113,113.16,110.16,110.58,106.48,756200,756200,-2.42,-2.14,111.725,"January 29, 25",-0.0214,,,,,
2025-01-28,114.09,114.64,112.31,112.59,108.42,660645,660645,-1.5,-1.31,113.4075,"January 28, 25",-0.0131,,,,,
2025-01-27,111.34,114.36,111.24,113.98,109.76,662604,662604,2.64,2.37,112.73,"January 27, 25",0.0237,,,,,
2025-01-24,109.95,111.7,109.52,110.64,106.54,543118,543118,0.69,0.62756,110.4525,"January 24, 25",0.0062756,,,,,
2025-01-23,110.8,110.95,108.8,110.01,105.94,914700,914700,-0.79,-0.713,110.14,"January 23, 25",-0.00713,,,,,
2025-01-22,111.83,112.09,110.61,110.98,106.87,1066500,1066500,-0.85,-0.76008,111.3775,"January 22, 25",-0.0076008,,,,,
2025-01-21,113.01,114.1,111.78,112.77,108.59,861400,861400,-0.24,-0.21237,112.915,"January 21, 25",-0.0021237,,,,,
2025-01-17,112.57,112.91,111.73,112.6,108.43,1064948,1064948,0.03,0.02665008,112.4525,"January 17, 25",0.0002665008,,,,,
2025-01-16,112.2,112.71,110.81,112.65,108.48,973174,973174,0.45,0.40107,112.0925,"January 16, 25",0.0040107,,,,,
2025-01-15,115.6,115.6,111.77,111.84,107.7,643154,643154,-3.76,-3.25,113.7025,"January 15, 25",-0.0325,,,,,
2025-01-14,111.66,113.02,111.66,112.52,108.35,491326,491326,0.86,0.7702,112.215,"January 14, 25",0.007702,,,,,
2025-01-13,108.92,111.82,108.92,111.66,107.52,537800,537800,2.74,2.52,110.33,"January 13, 25",0.0252,,,,,
2025-01-10,109.35,110.85,108.46,109.16,105.12,1106900,1106900,-0.19,-0.17375,109.455,"January 10, 25",-0.0017375,,,,,
2025-01-08,110.23,111.18,109.02,111.04,106.93,882140,882140,0.81,0.73483,110.3675,"January 08, 25",0.0073483,,,,,
2025-01-07,114.07,115,110.01,110.31,106.22,1619746,1619746,-3.76,-3.3,112.3475,"January 07, 25",-0.033,,,,,
2025-01-06,116.8,117.02,112.98,113.46,109.26,862000,862000,-3.34,-2.86,115.065,"January 06, 25",-0.0286,,,,,
2025-01-03,114.55,117.2,114.26,117.07,112.73,540500,540500,2.52,2.2,115.77,"January 03, 25",0.022,,,,,
2025-01-02,115.66,116.16,114.25,114.68,110.43,547444,547444,-0.98,-0.84731,115.1875,"January 02, 25",-0.0084731,,,,,
2024-12-31,115.73,116.13,114.59,116.04,111.74,502876,502876,0.31,0.26786,115.6225,"December 31, 24",0.0026786,,,,,
2024-12-30,114.33,115.01,113.2,114.77,110.52,359108,359108,0.44,0.38485,114.3275,"December 30, 24",0.0038485,,,,,
2024-12-27,115.92,116.69,114.91,115.23,110.96,301649,301649,-0.69,-0.59524,115.6875,"December 27, 24",-0.0059524,,,,,
2024-12-26,115.73,116.69,115.73,116.4,112.09,295903,295903,0.67,0.57893,116.1375,"December 26, 24",0.0057893,,,,,
2024-12-24,115.24,116.51,115,116.43,112.12,225300,225300,1.19,1.03,115.795,"December 24, 24",0.0103,,,,,
2024-12-23,114.32,115.41,113.86,115.25,110.98,507402,507402,0.93,0.81351,114.71,"December 23, 24",0.0081351,,,,,
2024-12-20,113.08,115.62,113.08,114.91,110.65,1757135,1757135,1.83,1.62,114.1725,"December 20, 24",0.0162,,,,,
2024-12-19,113.33,115.06,112.41,112.52,108.35,696036,696036,-0.81,-0.71473,113.33,"December 19, 24",-0.0071473,,,,,
2024-12-18,117.31,119.07,113.28,113.35,109.15,694000,694000,-3.96,-3.38,115.7525,"December 18, 24",-0.0338,2024-12-04,2025-01-17,2024-12-18,1.03,1.03
2024-12-17,119.17,120.22,118.1,118.59,113.21,1042100,1042100,-0.58,-0.4867,119.02,"December 17, 24",-0.004867,,,,,
2024-12-16,119.91,122.08,119.64,120.36,114.9,445952,445952,0.45,0.37528,120.4975,"December 16, 24",0.0037528,,,,,
2024-12-13,120.58,121.02,119.52,120.17,114.72,611500,611500,-0.41,-0.34002,120.3225,"December 13, 24",-0.0034002,,,,,
2024-12-12,120.48,122.27,119.92,120.95,115.46,760500,760500,0.47,0.39011,120.905,"December 12, 24",0.0039011,,,,,
2024-12-11,122.56,123,120.1,120.46,114.99,1169208,1169208,-2.1,-1.71,121.53,"December 11, 24",-0.0171,,,,,
2024-12-10,123.23,123.29,121.32,121.93,116.4,668428,668428,-1.3,-1.05,122.4425,"December 10, 24",-0.0105,,,,,
2024-12-09,121.52,122.95,121.05,122.77,117.2,643200,643200,1.25,1.03,122.0725,"December 09, 24",0.0103,,,,,
2024-12-06,121.89,122.21,120.82,121.9,116.37,493000,493000,0.01,0.00820412,121.705,"December 06, 24",8.20412e-05,,,,,
2024-12-05,121.48,121.93,120.25,121.47,115.96,562814,562814,-0.01,-0.00823181,121.2825,"December 05, 24",-8.23181e-05,,,,,
2024-12-04,122.62,122.7,121.56,122.14,116.6,505100,505100,-0.48,-0.39145,122.255,"December 04, 24",-0.0039145,,,,,
2024-12-03,124.09,124.23,122.53,122.61,117.05,494416,494416,-1.48,-1.19,123.365,"December 03, 24",-0.0119,,,,,
2024-12-02,125.01,125.1,123.36,123.95,118.33,651200,651200,-1.06,-0.84793,124.355,"December 02, 24",-0.0084793,,,,,
2024-11-29,127.03,127.3,125.61,125.8,120.09,428802,428802,-1.23,-0.96828,126.435,"November 29, 24",-0.0096828,,,,,
2024-11-27,126.51,127.65,126.42,127.03,121.27,581320,581320,0.52,0.41103,126.9025,"November 27, 24",0.0041103,,,,,
2024-11-26,123.92,126.16,123.6,125.76,120.05,881507,881507,1.84,1.48,124.86,"November 26, 24",0.0148,,,,,
2024-11-25,124,124.6,123.44,123.92,118.3,941620,941620,-0.08,-0.06451613,123.99,"November 25, 24",-0.0006451613,,,,,
2024-11-22,122.35,123.34,122.24,122.9,117.32,452826,452826,0.55,0.44953,122.7075,"November 22, 24",0.0044953,,,,,
2024-11-21,120.59,122.47,120.38,121.99,116.46,477548,477548,1.4,1.16,121.3575,"November 21, 24",0.0116,,,,,
2024-11-20,120.5,121.47,119.97,120.56,115.09,537600,537600,0.06,0.04979253,120.625,"November 20, 24",0.0004979253,,,,,
2024-11-19,119.48,121.62,118.7,121.29,115.79,746647,746647,1.81,1.51,120.2725,"November 19, 24",0.0151,,,,,
2024-11-18,118.97,120.18,118.97,119.89,114.45,749628,749628,0.92,0.7733,119.5025,"November 18, 24",0.007733,,,,,
2024-11-15,119.73,120.85,118.79,119.77,114.34,864418,864418,0.04,0.0334085,119.785,"November 15, 24",0.000334085,,,,,
2024-11-14,122.96,123.19,120.24,120.35,114.89,877900,877900,-2.61,-2.12,121.685,"November 14, 24",-0.0212,,,,,
2024-11-13,120.99,123.76,120.99,123.28,117.69,923747,923747,2.29,1.89,122.255,"November 13, 24",0.0189,,,,,
2024-11-12,121.66,122.85,120.74,120.8,115.32,1106872,1106872,-0.86,-0.70689,121.5125,"November 12, 24",-0.0070689,,,,,
2024-11-11,121.51,123.14,121.51,121.95,116.42,756400,756400,0.44,0.36211,122.0275,"November 11, 24",0.0036211,,,,,
2024-11-08,119.29,122.82,119.09,121.74,116.22,1111500,1111500,2.45,2.05,120.735,"November 08, 24",0.0205,,,,,
2024-11-07,117.8,118.84,117.29,118.59,113.21,633743,633743,0.79,0.67063,118.13,"November 07, 24",0.0067063,,,,,
2024-11-06,119.36,119.61,114.4,117.44,112.11,1471700,1471700,-1.92,-1.61,117.7025,"November 06, 24",-0.0161,,,,,
2024-11-05,115.24,118,115.04,118,112.65,662146,662146,2.76,2.4,116.57,"November 05, 24",0.024,,,,,
2024-11-04,114.07,115.99,114,115.91,110.65,979234,979234,1.84,1.61,114.9925,"November 04, 24",0.0161,,,,,
2024-11-01,109.79,114.43,109.24,113.73,108.57,2430518,2430518,3.94,3.59,111.7975,"November 01, 24",0.0359,,,,,
2024-10-31,116.37,117.55,115.55,115.79,110.54,1843100,1843100,-0.58,-0.49841,116.315,"October 31, 24",-0.0049841,,,,,
2024-10-30,117.33,118.42,117.01,117.36,112.04,666859,666859,0.03,0.02556891,117.53,"October 30, 24",0.0002556891,,,,,
2024-10-29,118.29,118.91,117.06,117.42,112.09,825021,825021,-0.87,-0.73548,117.92,"October 29, 24",-0.0073548,,,,,
2024-10-28,119.08,119.98,118.2,118.7,113.31,547724,547724,-0.38,-0.31911,118.99,"October 28, 24",-0.0031911,,,,,
2024-10-25,121.23,121.23,118.1,118.29,112.92,474600,474600,-2.94,-2.43,119.7125,"October 25, 24",-0.0243,,,,,
2024-10-24,121.1,121.64,120.31,120.35,114.89,684900,684900,-0.75,-0.61932,120.85,"October 24, 24",-0.0061932,,,,,
2024-10-23,119.6,121.73,119.6,120.63,115.16,1503638,1503638,1.03,0.8612,120.39,"October 23, 24",0.008612,,,,,
2024-10-22,117.86,119.81,117.2,119.24,113.83,678100,678100,1.38,1.17,118.5275,"October 22, 24",0.0117,,,,,
2024-10-21,120.25,120.25,117.7,118.07,112.71,1161000,1161000,-2.18,-1.81,119.0675,"October 21, 24",-0.0181,,,,,
2024-10-18,119.89,121.07,119.56,120.74,115.26,682742,682742,0.85,0.70898,120.315,"October 18, 24",0.0070898,,,,,
2024-10-17,120.49,120.53,119.13,119.31,113.9,679900,679900,-1.18,-0.97933,119.865,"October 17, 24",-0.0097933,,,,,
2024-10-16,119.73,121.58,119.73,120.85,115.37,1106948,1106948,1.12,0.93544,120.4725,"October 16, 24",0.0093544,,,,,
2024-10-15,120.13,121.24,119.63,119.67,114.24,1093900,1093900,-0.46,-0.38292,120.1675,"October 15, 24",-0.0038292,,,,,
2024-10-14,118.81,120.24,118.42,119.65,114.22,566047,566047,0.84,0.70701,119.28,"October 14, 24",0.0070701,,,,,
2024-10-11,119.36,119.75,118.52,119.31,113.9,766000,766000,-0.05,-0.04189008,119.235,"October 11, 24",-0.0004189008,,,,,
2024-10-10,119.86,120.7,118.27,118.79,113.4,767330,767330,-1.07,-0.89271,119.405,"October 10, 24",-0.0089271,,,,,
2024-10-09,120.23,120.52,119.59,120.2,114.75,730123,730123,-0.03,-0.02495217,120.135,"October 09, 24",-0.0002495217,,,,,
2024-10-08,120.35,120.53,118.3,119.99,114.55,653118,653118,-0.36,-0.29913,119.7925,"October 08, 24",-0.0029913,,,,,
2024-10-07,120.1,120.1,119.06,119.65,114.22,541241,541241,-0.45,-0.37469,119.7275,"October 07, 24",-0.0037469,,,,,
2024-10-04,120.18,121.27,119.31,120.86,115.38,710000,710000,0.68,0.56582,120.405,"October 04, 24",0.0056582,,,,,
2024-10-03,122.33,122.74,120.34,120.78,115.3,463042,463042,-1.55,-1.27,121.5475,"October 03, 24",-0.0127,,,,,
2024-10-02,121.45,122.37,120.74,122.32,116.77,778700,778700,0.87,0.71634,121.72,"October 02, 24",0.0071634,,,,,
2024-10-01,124.24,124.24,121.63,122.6,117.04,759810,759810,-1.64,-1.32,123.1775,"October 01, 24",-0.0132,,,,,
2024-09-30,122.23,124.08,121.9,123.53,117.93,1141217,1141217,1.3,1.06,122.935,"September 30, 24",0.0106,2024-09-16,2024-10-17,2024-09-30,1.03,1.03
2024-09-27,125.31,125.51,123.59,123.71,117.11,636371,636371,-1.6,-1.28,124.53,"September 27, 24",-0.0128,,,,,
2024-09-26,126.08,126.51,124.18,124.37,117.73,845800,845800,-1.71,-1.36,125.285,"September 26, 24",-0.0136,,,,,
2024-09-25,126.87,127.29,125.72,126.16,119.43,680065,680065,-0.71,-0.55963,126.51,"September 25, 24",-0.0055963,,,,,
2024-09-24,126.21,127.69,125.69,126.51,119.76,911303,911303,0.3,0.2377,126.525,"September 24, 24",0.002377,,,,,
2024-09-23,126.31,127.28,125.86,126.88,120.11,1311300,1311300,0.57,0.45127,126.5825,"September 23, 24",0.0045127,,,,,
2024-09-20,125.99,126.27,124.62,125.21,118.53,1551700,1551700,-0.78,-0.6191,125.5225,"September 20, 24",-0.006191,,,,,
2024-09-19,125.9,127.38,124.85,126.66,119.9,1676669,1676669,0.76,0.60365,126.1975,"September 19, 24",0.0060365,,,,,
2024-09-18,124.1,126.41,123.7,125.25,118.57,1922647,1922647,1.15,0.92667,124.865,"September 18, 24",0.0092667,,,,,
2024-09-17,124.79,125.12,123.4,123.99,117.38,1140300,1140300,-0.8,-0.64108,124.325,"September 17, 24",-0.0064108,,,,,
2024-09-16,126.42,126.49,124.3,124.93,118.26,1916000,1916000,-1.49,-1.18,125.535,"September 16, 24",-0.0118,,,,,
2024-09-13,123.63,125.72,123.53,125.6,118.9,1131048,1131048,1.97,1.59,124.62,"September 13, 24",0.0159,,,,,
2024-09-12,122.51,123.47,122.2,123.1,116.53,1195845,1195845,0.59,0.48159,122.82,"September 12, 24",0.0048159,,,,,
2024-09-11,121.6,122.9,121.33,122.53,115.99,1708718,1708718,0.93,0.7648,122.09,"September 11, 24",0.007648,,,,,
2024-09-10,121.93,123.4,121.63,123.17,116.6,1849400,1849400,1.24,1.02,122.5325,"September 10, 24",0.0102,,,,,
2024-09-09,121.99,122.85,121.08,121.32,114.85,2291600,2291600,-0.67,-0.54923,121.81,"September 09, 24",-0.0054923,,,,,
2024-09-06,124.35,124.43,120.74,122.17,115.65,2652907,2652907,-2.18,-1.75,122.9225,"September 06, 24",-0.0175,,,,,
2024-09-05,126.42,126.56,123.19,124.13,117.51,1154400,1154400,-2.29,-1.81,125.075,"September 05, 24",-0.0181,,,,,
2024-09-04,126.65,127.15,124.65,125.42,118.73,980000,980000,-1.23,-0.97118,125.9675,"September 04, 24",-0.0097118,,,,,
2024-09-03,124.92,127.23,124.87,126.6,119.85,733100,733100,1.68,1.34,125.905,"September 03, 24",0.0134,,,,,
2024-08-30,124.55,125.24,123.47,125.2,118.52,938900,938900,0.65,0.52188,124.615,"August 30, 24",0.0052188,,,,,
2024-08-29,124.54,125,123.32,123.95,117.34,651017,651017,-0.59,-0.47374,124.2025,"August 29, 24",-0.0047374,,,,,
2024-08-28,124.02,125.35,124,124.73,118.08,714318,714318,0.71,0.57249,124.525,"August 28, 24",0.0057249,,,,,
2024-08-27,122.09,124.28,121.54,123.92,117.31,633070,633070,1.83,1.5,122.9575,"August 27, 24",0.015,,,,,
2024-08-26,124.04,124.44,122.56,122.91,116.35,749000,749000,-1.13,-0.911,123.4875,"August 26, 24",-0.00911,,,,,
2024-08-23,121.52,123.55,121.15,122.6,116.06,817900,817900,1.08,0.88874,122.205,"August 23, 24",0.0088874,,,,,
2024-08-22,120.76,121.29,120.15,120.99,114.54,556415,556415,0.23,0.19046,120.7975,"August 22, 24",0.0019046,,,,,
2024-08-21,120,120.46,119.17,120.23,113.82,531100,531100,0.23,0.19167,119.965,"August 21, 24",0.0019167,,,,,
2024-08-20,119.76,120.21,118.77,119.85,113.46,531700,531700,0.09,0.0751503,119.6475,"August 20, 24",0.000751503,,,,,
2024-08-19,120.06,120.56,118.61,119.41,113.04,517500,517500,-0.65,-0.5414,119.66,"August 19, 24",-0.005414,,,,,
2024-08-16,119.75,120.31,118.73,119.64,113.26,464100,464100,-0.11,-0.09185804,119.6075,"August 16, 24",-0.0009185804,,,,,
2024-08-15,119.65,120.66,118.56,119.81,113.42,821029,821029,0.16,0.13372,119.67,"August 15, 24",0.0013372,,,,,
2024-08-14,119.65,120.35,119.1,119.82,113.43,574518,574518,0.17,0.14208,119.73,"August 14, 24",0.0014208,,,,,
2024-08-13,120.31,120.97,119.35,119.58,113.2,827140,827140,-0.73,-0.60677,120.0525,"August 13, 24",-0.0060677,,,,,
2024-08-12,120.67,120.89,119.18,119.54,113.16,1079912,1079912,-1.13,-0.93644,120.07,"August 12, 24",-0.0093644,,,,,
2024-08-09,118.93,119.63,117.77,119.33,112.96,458800,458800,0.4,0.33633,118.915,"August 09, 24",0.0033633,,,,,
2024-08-08,118,119,117.43,118.79,112.45,634700,634700,0.79,0.66949,118.305,"August 08, 24",0.0066949,,,,,
2024-08-07,117.1,120.14,116.81,117.9,111.61,960000,960000,0.8,0.68318,117.9875,"August 07, 24",0.0068318,,,,,
2024-08-06,114.9,117.89,114.76,117.22,110.97,861346,861346,2.32,2.02,116.1925,"August 06, 24",0.0202,,,,,
2024-08-05,116.61,118.54,114.61,114.96,108.83,1284200,1284200,-1.65,-1.41,116.18,"August 05, 24",-0.0141,,,,,
2024-08-02,115.96,121.29,115.95,118.2,111.89,2342900,2342900,2.24,1.93,117.85,"August 02, 24",0.0193,,,,,
2024-08-01,112.37,115.98,112.2,115.07,108.93,1985308,1985308,2.7,2.4,113.905,"August 01, 24",0.024,,,,,
2024-07-31,111.78,112.23,110.51,110.75,104.84,1849000,1849000,-1.03,-0.92145,111.3175,"July 31, 24",-0.0092145,,,,,
2024-07-30,113.77,114.29,111.01,111.79,105.83,1150700,1150700,-1.98,-1.74,112.715,"July 30, 24",-0.0174,,,,,
2024-07-29,113.17,113.75,112.05,113.44,107.39,800746,800746,0.27,0.23858,113.1025,"July 29, 24",0.0023858,,,,,
2024-07-26,111.43,113.49,111.05,113.01,106.98,756300,756300,1.58,1.42,112.245,"July 26, 24",0.0142,,,,,
2024-07-25,113.08,114.43,109.6,110.91,104.99,783645,783645,-2.17,-1.92,112.005,"July 25, 24",-0.0192,,,,,
2024-07-24,113.21,114.44,112.18,113.08,107.05,845105,845105,-0.13,-0.11483,113.2275,"July 24, 24",-0.0011483,,,,,
2024-07-23,113.19,113.96,112.58,113,106.97,459828,459828,-0.19,-0.16786,113.1825,"July 23, 24",-0.0016786,,,,,
2024-07-22,113.03,114.16,112.53,113.47,107.42,766300,766300,0.44,0.38928,113.2975,"July 22, 24",0.0038928,,,,,
2024-07-19,113.55,113.55,112.07,112.65,106.64,551007,551007,-0.9,-0.7926,112.955,"July 19, 24",-0.007926,,,,,
2024-07-18,112.58,115.66,112.47,112.97,106.94,903946,903946,0.39,0.34642,113.42,"July 18, 24",0.0034642,,,,,
2024-07-17,111.08,113.25,111.08,112.96,106.93,726700,726700,1.88,1.69,112.0925,"July 17, 24",0.0169,,,,,
2024-07-16,109.97,111.48,108.92,111.23,105.3,596430,596430,1.26,1.15,110.4,"July 16, 24",0.0115,,,,,
2024-07-15,109.32,110.57,108.77,109.29,103.46,709700,709700,-0.03,-0.02744237,109.4875,"July 15, 24",-0.0002744237,,,,,
2024-07-12,109.94,110.09,108.28,108.65,102.85,742939,742939,-1.29,-1.17,109.24,"July 12, 24",-0.0117,,,,,
2024-07-11,110.79,111.69,108.9,109.19,103.36,723100,723100,-1.6,-1.44,110.1425,"July 11, 24",-0.0144,,,,,
2024-07-10,108.64,109.1,107.71,108.98,103.17,576627,576627,0.34,0.31296,108.6075,"July 10, 24",0.0031296,,,,,
2024-07-09,107.77,108.46,106.89,108.01,102.25,868936,868936,0.24,0.2227,107.7825,"July 09, 24",0.002227,,,,,
2024-07-08,107.86,108.34,107.39,108.03,102.27,403848,403848,0.17,0.15761,107.905,"July 08, 24",0.0015761,,,,,
2024-07-05,107.83,108.42,107.34,107.72,101.97,508799,508799,-0.11,-0.10201,107.8275,"July 05, 24",-0.0010201,,,,,
2024-07-03,109,109,107.44,107.5,101.76,494027,494027,-1.5,-1.38,108.235,"July 03, 24",-0.0138,,,,,
2024-07-02,109.83,110.15,108.54,108.93,103.12,479300,479300,-0.9,-0.81945,109.3625,"July 02, 24",-0.0081945,,,,,
2024-07-01,108.77,109.53,107.78,109.19,103.36,591500,591500,0.42,0.38614,108.8175,"July 01, 24",0.0038614,,,,,
2024-06-28,109.03,110.06,108.43,109.11,103.29,1338800,1338800,0.08,0.0733743,109.1575,"June 28, 24",0.000733743,2024-06-14,2024-07-17,2024-06-28,1.03,1.03
2024-06-27,108.77,109.77,108.36,109.74,102.91,491000,491000,0.97,0.89179,109.16,"June 27, 24",0.0089179,,,,,
2024-06-26,108.64,109.98,108.44,108.68,101.92,734530,734530,0.04,0.03681885,108.935,"June 26, 24",0.0003681885,,,,,
2024-06-25,110.97,111.03,109.6,109.92,103.08,572600,572600,-1.05,-0.9462,110.38,"June 25, 24",-0.009462,,,,,
2024-06-24,109.78,111.93,109.47,111.1,104.19,609500,609500,1.32,1.2,110.57,"June 24, 24",0.012,,,,,
2024-06-21,110.5,111.2,108.56,109.7,102.87,1256323,1256323,-0.8,-0.72398,109.99,"June 21, 24",-0.0072398,,,,,
2024-06-20,109.24,109.65,108.44,109.37,102.56,782800,782800,0.13,0.119,109.175,"June 20, 24",0.00119,,,,,
2024-06-18,108.94,109.77,108.44,109.62,102.8,745800,745800,0.68,0.6242,109.1925,"June 18, 24",0.006242,,,,,
2024-06-17,107.37,109.05,106.29,108.5,101.75,652400,652400,1.13,1.05,107.8025,"June 17, 24",0.0105,,,,,
2024-06-14,106.75,108.34,106.13,108.04,101.32,441541,441541,1.29,1.21,107.315,"June 14, 24",0.0121,,,,,
2024-06-13,107.27,108.22,106.68,106.99,100.33,750929,750929,-0.28,-0.26102,107.29,"June 13, 24",-0.0026102,,,,,
2024-06-12,108.24,108.98,107.33,107.4,100.72,718704,718704,-0.84,-0.77605,107.9875,"June 12, 24",-0.0077605,,,,,
2024-06-11,106.89,107.46,106.16,106.2,99.59,617023,617023,-0.69,-0.64552,106.6775,"June 11, 24",-0.0064552,,,,,
2024-06-10,106.51,108.88,106.31,107.53,100.84,859100,859100,1.02,0.95766,107.3075,"June 10, 24",0.0095766,,,,,
2024-06-07,105.58,106.8,105.58,106.69,100.05,407200,407200,1.11,1.05,106.1625,"June 07, 24",0.0105,,,,,
2024-06-06,106.77,107.33,106.11,106.98,100.32,470306,470306,0.21,0.19668,106.7975,"June 06, 24",0.0019668,,,,,
2024-06-05,106.23,107.47,105.14,107.24,100.57,816800,816800,1.01,0.95077,106.52,"June 05, 24",0.0095077,,,,,
2024-06-04,103.76,106.83,103.62,106.38,99.76,1005700,1005700,2.62,2.53,105.1475,"June 04, 24",0.0253,,,,,
2024-06-03,103.6,105.36,102.57,103.64,97.19,1042500,1042500,0.04,0.03861004,103.7925,"June 03, 24",0.0003861004,,,,,
2024-05-31,101.8,102.79,100.66,102.65,96.26,1447650,1447650,0.85,0.83497,101.975,"May 31, 24",0.0083497,,,,,
2024-05-30,100.18,101.1,100.06,101.01,94.72,779002,779002,0.83,0.82851,100.5875,"May 30, 24",0.0082851,,,,,
2024-05-29,100.06,100.09,98.35,99.4,93.21,987253,987253,-0.66,-0.6596,99.475,"May 29, 24",-0.006596,,,,,
2024-05-28,103.94,104.29,101.38,101.51,95.19,794600,794600,-2.43,-2.34,102.78,"May 28, 24",-0.0234,,,,,
2024-05-24,104.21,104.64,103.35,103.6,97.15,573200,573200,-0.61,-0.58536,103.95,"May 24, 24",-0.0058536,,,,,
2024-05-23,105.04,105.18,103.78,104.01,97.54,674024,674024,-1.03,-0.98058,104.5025,"May 23, 24",-0.0098058,,,,,
2024-05-22,105.71,106.75,105.2,105.36,98.8,901004,901004,-0.35,-0.33109,105.755,"May 22, 24",-0.0033109,,,,,
2024-05-21,105.45,106.23,105.4,105.92,99.33,895500,895500,0.47,0.44571,105.75,"May 21, 24",0.0044571,,,,,
2024-05-20,106.39,106.62,105.38,105.57,99,1269524,1269524,-0.82,-0.77075,105.99,"May 20, 24",-0.0077075,,,,,
2024-05-17,107.05,107.17,106.17,106.5,99.87,833836,833836,-0.55,-0.51378,106.7225,"May 17, 24",-0.0051378,,,,,
2024-05-16,108.14,108.4,106.52,106.52,99.89,774947,774947,-1.62,-1.5,107.395,"May 16, 24",-0.015,,,,,
2024-05-15,108.61,108.61,107.41,108.01,101.29,842323,842323,-0.6,-0.55244,108.16,"May 15, 24",-0.0055244,,,,,
2024-05-14,107.31,107.73,106.39,106.91,100.26,606545,606545,-0.4,-0.37275,107.085,"May 14, 24",-0.0037275,,,,,
2024-05-13,107.06,107.68,106.04,106.74,100.1,684847,684847,-0.32,-0.2989,106.88,"May 13, 24",-0.002989,,,,,
2024-05-10,107.38,107.47,106.35,106.64,100,629947,629947,-0.74,-0.68914,106.96,"May 10, 24",-0.0068914,,,,,
