date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,adjDividend,dividend,paymentDate,recordDate
2025-03-05,343.26,351.92,343.26,351.63,351.63,736000,736000,8.37,2.44,347.5175,"March 05, 25",0.0244,,,,,
2025-03-04,343.69,348.63,338.86,343.45,343.45,1081634,1081634,-0.24,-0.06983037,343.6575,"March 04, 25",-0.0006983037,,,,,
2025-03-03,365.19,371.13,347.38,348.86,348.86,754290,754290,-16.33,-4.47,358.14,"March 03, 25",-0.0447,,,,,
2025-02-28,367.43,369.7,363.34,366.36,366.36,809000,809000,-1.07,-0.29121,366.7075,"February 28, 25",-0.0029121,,,,,
2025-02-27,364.17,367.16,358.88,365.78,365.78,614523,614523,1.61,0.4421,363.9975,"February 27, 25",0.004421,,,,,
2025-02-26,366.92,370.01,363.23,366.73,366.73,748481,748481,-0.19,-0.0517824,366.7225,"February 26, 25",-0.000517824,,,,,
2025-02-25,364.66,369,363.56,365.7,365.7,738427,738427,1.04,0.2852,365.73,"February 25, 25",0.002852,,,,,
2025-02-24,361.51,365.85,353,363.89,363.89,914843,914843,2.38,0.65835,361.0625,"February 24, 25",0.0065835,,,,,
2025-02-21,368.12,369.35,356.05,361.54,361.54,933329,933329,-6.58,-1.79,363.765,"February 21, 25",-0.0179,,,,,
2025-02-20,359.96,367.46,359.27,366.68,366.68,1116708,1116708,6.72,1.87,363.3425,"February 20, 25",0.0187,,,,,
2025-02-19,365.42,366.52,352.5,359.96,359.96,1751133,1751133,-5.46,-1.49,361.1,"February 19, 25",-0.0149,,,,,
2025-02-18,362.51,371,362,368.75,368.75,1413843,1413843,6.24,1.72,366.065,"February 18, 25",0.0172,,,,,
2025-02-14,362.37,365.74,357.92,365.14,365.14,1181600,1181600,2.77,0.76441,362.7925,"February 14, 25",0.0076441,,,,,
2025-02-13,375,376.03,359.32,360.44,360.44,1416555,1416555,-14.56,-3.88,367.6975,"February 13, 25",-0.0388,,,,,
2025-02-12,371.01,377.38,369.36,373.12,373.12,772799,772799,2.11,0.56872,372.7175,"February 12, 25",0.0056872,,,,,
2025-02-11,372.54,375.91,367.32,374.53,374.53,931076,931076,1.99,0.53417,372.575,"February 11, 25",0.0053417,,,,,
2025-02-10,378.41,378.75,366.27,376.34,376.34,1045543,1045543,-2.07,-0.54703,374.9425,"February 10, 25",-0.0054703,,,,,
2025-02-07,390,395.73,374,374.79,374.79,1886990,1886990,-15.21,-3.9,383.63,"February 07, 25",-0.039,,,,,
2025-02-06,411,414.32,398.41,401.6,401.6,1087930,1087930,-9.4,-2.29,406.3325,"February 06, 25",-0.0229,,,,,
2025-02-05,410,413.42,408.11,410.67,410.67,516752,516752,0.67,0.16341,410.55,"February 05, 25",0.0016341,,,,,
2025-02-04,405.44,413,405.44,409.19,409.19,719790,719790,3.75,0.92492,408.2675,"February 04, 25",0.0092492,,,,,
2025-02-03,404.52,414.62,402.7,408.14,408.14,658747,658747,3.62,0.89489,407.495,"February 03, 25",0.0089489,,,,,
2025-01-31,418.36,422.62,409.44,412.15,412.15,687862,687862,-6.21,-1.48,415.6425,"January 31, 25",-0.0148,,,,,
2025-01-30,414.63,421.59,414.1,418.53,418.53,555003,555003,3.9,0.9406,417.2125,"January 30, 25",0.009406,,,,,
2025-01-29,415,418.51,407.72,410.66,410.66,606200,606200,-4.34,-1.05,412.9725,"January 29, 25",-0.0105,,,,,
2025-01-28,415,421.69,413,413.24,413.24,555252,555252,-1.76,-0.4241,415.7325,"January 28, 25",-0.004241,,,,,
2025-01-27,415.29,427.14,413.82,415,415,756399,756399,-0.29,-0.06983072,417.8125,"January 27, 25",-0.0006983072,,,,,
2025-01-24,417.75,424.53,414.08,417.83,417.83,673091,673091,0.08,0.01915021,418.5475,"January 24, 25",0.0001915021,,,,,
2025-01-23,416.01,419.14,413.78,418.55,418.55,829058,829058,2.54,0.61056,416.87,"January 23, 25",0.0061056,,,,,
2025-01-22,420.57,421.51,413,418.44,418.44,968129,968129,-2.13,-0.50646,418.38,"January 22, 25",-0.0050646,,,,,
2025-01-21,411.48,424.39,409.99,422.16,422.16,1121106,1121106,10.68,2.6,417.005,"January 21, 25",0.026,,,,,
2025-01-17,418.23,419.34,404.35,405.01,405.01,755825,755825,-13.22,-3.16,411.7325,"January 17, 25",-0.0316,,,,,
2025-01-16,409,416.84,406.21,413.33,413.33,690010,690010,4.33,1.06,411.345,"January 16, 25",0.0106,,,,,
2025-01-15,410.3,412.33,405.27,407.38,407.38,596436,596436,-2.92,-0.71167,408.82,"January 15, 25",-0.0071167,,,,,
2025-01-14,408.89,410,401.83,404.06,404.06,688174,688174,-4.83,-1.18,406.195,"January 14, 25",-0.0118,,,,,
2025-01-13,414.86,414.86,401.8,403.94,403.94,788342,788342,-10.92,-2.63,408.865,"January 13, 25",-0.0263,,,,,
2025-01-10,410,425.98,409.69,418.23,418.23,941206,941206,8.23,2.01,415.975,"January 10, 25",0.0201,,,,,
2025-01-08,425,427.34,411.53,415.14,415.14,777083,777083,-9.86,-2.32,419.7525,"January 08, 25",-0.0232,,,,,
2025-01-07,450.02,460,427.79,428.27,428.27,1817636,1817636,-21.75,-4.83,441.52,"January 07, 25",-0.0483,,,,,
2025-01-06,430.78,441,428.92,431.3,431.3,681800,681800,0.52,0.12071,433,"January 06, 25",0.0012071,,,,,
2025-01-03,432.15,432.96,426,431.35,431.35,545537,545537,-0.8,-0.18512,430.615,"January 03, 25",-0.0018512,,,,,
2025-01-02,434.83,443.5,425,429.16,429.16,711766,711766,-5.66,-1.3,433.1225,"January 02, 25",-0.013,,,,,
2024-12-31,439.82,441,433.86,434.93,434.93,475100,475100,-4.89,-1.11,437.4025,"December 31, 24",-0.0111,,,,,
2024-12-30,433.85,441.18,431.15,435.4,435.4,893951,893951,1.55,0.35727,435.395,"December 30, 24",0.0035727,,,,,
2024-12-27,442.95,445.02,437.24,442.15,442.15,490471,490471,-0.8,-0.18061,441.84,"December 27, 24",-0.0018061,,,,,
2024-12-26,435,446.54,432.98,446.21,446.21,740066,740066,11.21,2.58,440.1825,"December 26, 24",0.0258,,,,,
2024-12-24,431.58,435.42,425.15,435.31,435.31,345819,345819,3.73,0.86427,431.865,"December 24, 24",0.0086427,,,,,
2024-12-23,430.06,431.17,421.93,429.14,429.14,650885,650885,-0.92,-0.21392,428.075,"December 23, 24",-0.0021392,,,,,
2024-12-20,425.52,433,421.93,430.01,430.01,1447100,1447100,4.49,1.06,427.615,"December 20, 24",0.0106,,,,,
2024-12-19,420.86,427.75,419.78,425.52,425.52,741502,741502,4.66,1.11,423.4775,"December 19, 24",0.0111,,,,,
2024-12-18,422.37,431.8,416.4,416.6,416.6,894510,894510,-5.77,-1.37,421.7925,"December 18, 24",-0.0137,,,,,
2024-12-17,425.17,432.59,419.33,423.57,423.57,755949,755949,-1.6,-0.37632,425.165,"December 17, 24",-0.0037632,,,,,
2024-12-16,421.07,430.74,417.84,424.79,424.79,942873,942873,3.72,0.88346,423.61,"December 16, 24",0.0088346,,,,,
2024-12-13,423.91,425.56,419.97,424.11,424.11,655619,655619,0.2,0.04717983,423.3875,"December 13, 24",0.0004717983,,,,,
2024-12-12,432.1,434.38,423.79,423.91,423.91,631934,631934,-8.19,-1.9,428.545,"December 12, 24",-0.019,,,,,
2024-12-11,410.01,433.86,409.51,430.09,430.09,1351447,1351447,20.08,4.9,420.8675,"December 11, 24",0.049,,,,,
2024-12-10,418.49,419,408.99,411.92,411.92,889010,889010,-6.57,-1.57,414.6,"December 10, 24",-0.0157,,,,,
2024-12-09,429.99,431.1,417.62,418.01,418.01,1182400,1182400,-11.98,-2.79,424.18,"December 09, 24",-0.0279,,,,,
2024-12-06,428.25,447.67,424.82,428.17,428.17,3519100,3519100,-0.08,-0.01868068,432.2275,"December 06, 24",-0.0001868068,,,,,
2024-12-05,402,403.62,392.07,392.87,392.87,1857912,1857912,-9.13,-2.27,397.64,"December 05, 24",-0.0227,,,,,
2024-12-04,395.4,402.55,393.67,399.81,399.81,1015720,1015720,4.41,1.12,397.8575,"December 04, 24",0.0112,,,,,
2024-12-03,395,396,389.1,395.3,395.3,1080700,1080700,0.3,0.07594937,393.85,"December 03, 24",0.0007594937,,,,,
2024-12-02,385.73,394.56,375.8,394.06,394.06,1215200,1215200,8.33,2.16,387.5375,"December 02, 24",0.0216,,,,,
2024-11-29,377.66,388.37,374.5,386.64,386.64,723002,723002,8.98,2.38,381.7925,"November 29, 24",0.0238,,,,,
2024-11-27,365.88,379.73,365.38,375.25,375.25,1003312,1003312,9.37,2.56,371.56,"November 27, 24",0.0256,,,,,
2024-11-26,360,363.5,353.85,360.47,360.47,848791,848791,0.47,0.13056,359.455,"November 26, 24",0.0013056,,,,,
2024-11-25,345.49,366,344.42,362.65,362.65,1870700,1870700,17.16,4.97,354.64,"November 25, 24",0.0497,,,,,
2024-11-22,338.51,345.85,338.03,338.38,338.38,901791,901791,-0.13,-0.03840359,340.1925,"November 22, 24",-0.0003840359,,,,,
2024-11-21,339.24,339.84,331.74,338.78,338.78,1296277,1296277,-0.46,-0.1356,337.4,"November 21, 24",-0.001356,,,,,
2024-11-20,340.59,344.69,338.58,343.26,343.26,817308,817308,2.67,0.78393,341.78,"November 20, 24",0.0078393,,,,,
2024-11-19,349.99,350.15,341.79,342.17,342.17,842700,842700,-7.82,-2.23,346.025,"November 19, 24",-0.0223,,,,,
2024-11-18,360.85,361.98,350.35,353.35,353.35,1405667,1405667,-7.5,-2.08,356.6325,"November 18, 24",-0.0208,,,,,
2024-11-15,362.67,378.09,361.66,365.17,365.17,1440970,1440970,2.5,0.68933,366.8975,"November 15, 24",0.0068933,,,,,
2024-11-14,382.99,385.93,380.79,382.77,382.77,700800,700800,-0.22,-0.05744275,383.12,"November 14, 24",-0.0005744275,,,,,
2024-11-13,381.38,385.45,378.98,382.74,382.74,623944,623944,1.36,0.3566,382.1375,"November 13, 24",0.003566,,,,,
2024-11-12,382.77,386.99,379.51,379.79,379.79,670700,670700,-2.98,-0.77854,382.265,"November 12, 24",-0.0077854,,,,,
2024-11-11,386.65,390.81,379.93,380.54,380.54,972645,972645,-6.11,-1.58,384.4825,"November 11, 24",-0.0158,,,,,
2024-11-08,392.45,394.49,384.94,385.26,385.26,681400,681400,-7.19,-1.83,389.285,"November 08, 24",-0.0183,,,,,
2024-11-07,389.64,395.93,388.42,393.26,393.26,767635,767635,3.62,0.92906,391.8125,"November 07, 24",0.0092906,,,,,
2024-11-06,383.19,389.43,375,387.53,387.53,1213303,1213303,4.34,1.13,383.7875,"November 06, 24",0.0113,,,,,
2024-11-05,381.28,385.56,377.68,382.91,382.91,611626,611626,1.63,0.42751,381.8575,"November 05, 24",0.0042751,,,,,
2024-11-04,373.01,384,371.66,383.9,383.9,834539,834539,10.89,2.92,378.1425,"November 04, 24",0.0292,,,,,
2024-11-01,370.26,378.45,369.72,377.65,377.65,672387,672387,7.39,2,374.02,"November 01, 24",0.02,,,,,
2024-10-31,372.4,374.6,365.34,368.98,368.98,816015,816015,-3.42,-0.91837,370.33,"October 31, 24",-0.0091837,,,,,
2024-10-30,378.97,380.18,374.49,376.11,376.11,784129,784129,-2.86,-0.75468,377.4375,"October 30, 24",-0.0075468,,,,,
2024-10-29,379.45,380.07,373.44,379.84,379.84,735926,735926,0.39,0.10278,378.2,"October 29, 24",0.0010278,,,,,
2024-10-28,373.73,380.11,369.49,380.08,380.08,963484,963484,6.35,1.7,375.8525,"October 28, 24",0.017,,,,,
2024-10-25,370.1,376.15,369.6,373.3,373.3,739765,739765,3.2,0.86463,372.2875,"October 25, 24",0.0086463,,,,,
2024-10-24,367.53,369.42,364.4,367.18,367.18,789259,789259,-0.35,-0.09523032,367.1325,"October 24, 24",-0.0009523032,,,,,
2024-10-23,364.59,367.6,362.08,367.02,367.02,845668,845668,2.43,0.6665,365.3225,"October 23, 24",0.006665,,,,,
2024-10-22,367.93,368.75,358.39,365.01,365.01,1270027,1270027,-2.92,-0.79363,365.02,"October 22, 24",-0.0079363,,,,,
2024-10-21,368.39,378.15,368,369.2,369.2,1275000,1275000,0.81,0.21988,370.935,"October 21, 24",0.0021988,,,,,
2024-10-18,376.01,376.03,363.6,368.92,368.92,880606,880606,-7.09,-1.89,371.14,"October 18, 24",-0.0189,,,,,
2024-10-17,372.36,375.52,364.06,371.72,371.72,1449024,1449024,-0.64,-0.17188,370.915,"October 17, 24",-0.0017188,,,,,
2024-10-16,366.85,375.32,352.4,373.21,373.21,3092100,3092100,6.36,1.73,366.945,"October 16, 24",0.0173,,,,,
2024-10-15,370.78,379.38,368.1,369.49,369.49,1001500,1001500,-1.29,-0.34792,371.9375,"October 15, 24",-0.0034792,,,,,
2024-10-14,370.58,371.36,364.43,369.32,369.32,883614,883614,-1.26,-0.34001,368.9225,"October 14, 24",-0.0034001,,,,,
2024-10-11,359.67,373.32,359.49,370.58,370.58,1220927,1220927,10.91,3.03,365.765,"October 11, 24",0.0303,,,,,
2024-10-10,358.84,364.34,355.58,358.96,358.96,1090331,1090331,0.12,0.03344109,359.43,"October 10, 24",0.0003344109,,,,,
2024-10-09,365.17,369.57,359.53,359.8,359.8,1212900,1212900,-5.37,-1.47,363.5175,"October 09, 24",-0.0147,,,,,
2024-10-08,369.41,371.9,364.48,364.52,364.52,764600,764600,-4.89,-1.32,367.5775,"October 08, 24",-0.0132,,,,,
2024-10-07,381.4,381.4,368.11,370.01,370.01,925700,925700,-11.39,-2.99,375.23,"October 07, 24",-0.0299,,,,,
2024-10-04,380.59,384.61,377.01,381.8,381.8,1158971,1158971,1.21,0.31793,381.0025,"October 04, 24",0.0031793,,,,,
2024-10-03,371.03,374.19,368.17,372.72,372.72,1002406,1002406,1.69,0.45549,371.5275,"October 03, 24",0.0045549,,,,,
2024-10-02,379.17,380.08,372.01,373.88,373.88,942400,942400,-5.29,-1.4,376.285,"October 02, 24",-0.014,,,,,
2024-10-01,386.17,386.76,377.07,379.13,379.13,1175900,1175900,-7.04,-1.82,382.2825,"October 01, 24",-0.0182,,,,,
2024-09-30,404.39,404.89,386,389.12,389.12,1773817,1773817,-15.27,-3.78,396.1,"September 30, 24",-0.0378,,,,,
2024-09-27,407.63,411.79,402.52,404.01,404.01,1060882,1060882,-3.62,-0.88806,406.4875,"September 27, 24",-0.0088806,,,,,
2024-09-26,407.32,412,404.5,406.11,406.11,1153088,1153088,-1.21,-0.29706,407.4825,"September 26, 24",-0.0029706,,,,,
2024-09-25,401.63,402.82,395.11,402.26,402.26,1318416,1318416,0.63,0.15686,400.455,"September 25, 24",0.0015686,,,,,
2024-09-24,398.5,404.63,396.37,402.5,402.5,1004907,1004907,4,1,400.5,"September 24, 24",0.01,,,,,
2024-09-23,397.13,398,387.53,393.84,393.84,1576230,1576230,-3.29,-0.82844,394.125,"September 23, 24",-0.0082844,,,,,
2024-09-20,402,408,400.2,402.01,402.01,1451400,1451400,0.01,0.00248756,403.0525,"September 20, 24",2.48756e-05,,,,,
2024-09-19,408.75,409.59,400.3,403.29,403.29,894400,894400,-5.46,-1.34,405.4825,"September 19, 24",-0.0134,,,,,
2024-09-18,397.4,408.74,397.38,402.72,402.72,1322720,1322720,5.32,1.34,401.56,"September 18, 24",0.0134,,,,,
2024-09-17,390.68,399.87,390,397,397,1407200,1407200,6.32,1.62,394.3875,"September 17, 24",0.0162,,,,,
2024-09-16,377.51,392.05,377.51,389.29,389.29,1144900,1144900,11.78,3.12,384.09,"September 16, 24",0.0312,,,,,
2024-09-13,375.99,382.84,375,378.34,378.34,762495,762495,2.35,0.62502,378.0425,"September 13, 24",0.0062502,,,,,
2024-09-12,373,377.02,366.01,373.08,373.08,735043,735043,0.08,0.02144772,372.2775,"September 12, 24",0.0002144772,,,,,
2024-09-11,375.07,375.07,367.51,372.3,372.3,727617,727617,-2.77,-0.73853,372.4875,"September 11, 24",-0.0073853,,,,,
2024-09-10,377.53,377.53,356.02,373.5,373.5,2032527,2032527,-4.03,-1.07,371.145,"September 10, 24",-0.0107,,,,,
2024-09-09,368.25,383.5,368,381.57,381.57,1498331,1498331,13.32,3.62,375.33,"September 09, 24",0.0362,,,,,
2024-09-06,364.43,369.13,361.82,367.59,367.59,1077300,1077300,3.16,0.86711,365.7425,"September 06, 24",0.0086711,,,,,
2024-09-05,361.97,366.54,361,363.78,363.78,885417,885417,1.81,0.50004,363.3225,"September 05, 24",0.0050004,,,,,
2024-09-04,357,365.89,356.68,359.92,359.92,1155005,1155005,2.92,0.81793,359.8725,"September 04, 24",0.0081793,,,,,
2024-09-03,352,367.58,350.1,358.8,358.8,2316300,2316300,6.8,1.93,357.12,"September 03, 24",0.0193,,,,,
2024-08-30,344.09,361.43,342,352.84,352.84,4999800,4999800,8.75,2.54,350.09,"August 30, 24",0.0254,,,,,
2024-08-29,368.53,375.61,367.21,367.58,367.58,2271201,2271201,-0.95,-0.25778,369.7325,"August 29, 24",-0.0025778,,,,,
2024-08-28,368.26,376.7,366.74,366.82,366.82,1331000,1331000,-1.44,-0.39103,369.63,"August 28, 24",-0.0039103,,,,,
2024-08-27,372.47,373.49,367.93,371.35,371.35,972400,972400,-1.12,-0.3007,371.31,"August 27, 24",-0.003007,,,,,
2024-08-26,377.33,381.17,372.75,374.98,374.98,878200,878200,-2.35,-0.6228,376.5575,"August 26, 24",-0.006228,,,,,
2024-08-23,372.69,379.82,372.29,378.65,378.65,987900,987900,5.96,1.6,375.8625,"August 23, 24",0.016,,,,,
2024-08-22,382.13,383.25,373,374.26,374.26,1139144,1139144,-7.87,-2.06,378.16,"August 22, 24",-0.0206,,,,,
2024-08-21,374.74,386.04,374.74,380.92,380.92,1529307,1529307,6.18,1.65,379.11,"August 21, 24",0.0165,,,,,
2024-08-20,376.34,378.1,368.84,369.05,369.05,1545435,1545435,-7.29,-1.94,373.0825,"August 20, 24",-0.0194,,,,,
2024-08-19,382.51,392.61,376.1,377.06,377.06,2648633,2648633,-5.45,-1.42,382.07,"August 19, 24",-0.0142,,,,,
2024-08-16,368,383.71,367.02,377.23,377.23,2942803,2942803,9.23,2.51,373.99,"August 16, 24",0.0251,,,,,
2024-08-15,371.64,373,358.35,365.8,365.8,4424900,4424900,-5.84,-1.57,367.1975,"August 15, 24",-0.0157,,,,,
2024-08-14,330.04,332.92,325,329.05,329.05,970800,970800,-0.99,-0.29996,329.2525,"August 14, 24",-0.0029996,,,,,
2024-08-13,320.35,333.13,318.27,331.56,331.56,1059400,1059400,11.21,3.5,325.8275,"August 13, 24",0.035,,,,,
2024-08-12,321.25,326.39,318.17,320.55,320.55,843647,843647,-0.7,-0.2179,321.59,"August 12, 24",-0.002179,,,,,
2024-08-09,325.86,327.78,321.82,322.17,322.17,919617,919617,-3.69,-1.13,324.4075,"August 09, 24",-0.0113,,,,,
2024-08-08,322.25,330.71,322.18,327.11,327.11,749902,749902,4.86,1.51,325.5625,"August 08, 24",0.0151,,,,,
2024-08-07,327.12,332.5,320.79,321.31,321.31,785700,785700,-5.81,-1.78,325.43,"August 07, 24",-0.0178,,,,,
2024-08-06,327.26,331.15,325.84,326.42,326.42,847410,847410,-0.84,-0.25668,327.6675,"August 06, 24",-0.0025668,,,,,
2024-08-05,333.47,336.4,326.93,327.28,327.28,1076601,1076601,-6.19,-1.86,331.02,"August 05, 24",-0.0186,,,,,
2024-08-02,345.64,346.51,338.11,341.01,341.01,959300,959300,-4.63,-1.34,342.8175,"August 02, 24",-0.0134,,,,,
2024-08-01,364.64,364.87,345.33,349.95,349.95,1216539,1216539,-14.69,-4.03,356.1975,"August 01, 24",-0.0403,,,,,
2024-07-31,369.76,373.05,364.66,364.89,364.89,693094,693094,-4.87,-1.32,368.09,"July 31, 24",-0.0132,,,,,
2024-07-30,364,368.39,361.4,367.53,367.53,893900,893900,3.53,0.96978,365.33,"July 30, 24",0.0096978,,,,,
2024-07-29,371.8,372.09,362.1,366.61,366.61,1079139,1079139,-5.19,-1.4,368.15,"July 29, 24",-0.014,,,,,
2024-07-26,364.13,372.37,362.49,369.46,369.46,1023110,1023110,5.33,1.46,367.1125,"July 26, 24",0.0146,,,,,
2024-07-25,372,372.84,363.01,363.3,363.3,1164300,1164300,-8.7,-2.34,367.7875,"July 25, 24",-0.0234,,,,,
2024-07-24,379.5,381,364.67,369.61,369.61,1507902,1507902,-9.89,-2.61,373.695,"July 24, 24",-0.0261,,,,,
2024-07-23,389.87,395.67,388.98,389.29,389.29,557614,557614,-0.58,-0.14877,390.9525,"July 23, 24",-0.0014877,,,,,
2024-07-22,390.92,392.45,382.21,391.67,391.67,596864,596864,0.75,0.19186,389.3125,"July 22, 24",0.0019186,,,,,
2024-07-19,394.6,394.68,387,390.92,390.92,897250,897250,-3.68,-0.93259,391.8,"July 19, 24",-0.0093259,,,,,
2024-07-18,396.99,402.08,390.64,393.12,393.12,786401,786401,-3.87,-0.97484,395.7075,"July 18, 24",-0.0097484,,,,,
2024-07-17,407.65,407.86,398.22,400.47,400.47,737659,737659,-7.18,-1.76,403.55,"July 17, 24",-0.0176,,,,,
2024-07-16,399.46,412.64,396.28,409.7,409.7,763446,763446,10.24,2.56,404.52,"July 16, 24",0.0256,,,,,
2024-07-15,404,406.48,393.01,395.16,395.16,1148688,1148688,-8.84,-2.19,399.6625,"July 15, 24",-0.0219,,,,,
2024-07-12,404.63,413.88,401.08,412.94,412.94,845762,845762,8.31,2.05,408.1325,"July 12, 24",0.0205,,,,,
2024-07-11,396.25,403.7,395,400.82,400.82,627497,627497,4.57,1.15,398.9425,"July 11, 24",0.0115,,,,,
2024-07-10,395.03,398.46,392.84,396.03,396.03,631141,631141,1,0.25315,395.59,"July 10, 24",0.0025315,,,,,
2024-07-09,395.38,398.59,391.41,396.01,396.01,645529,645529,0.63,0.15934,395.3475,"July 09, 24",0.0015934,,,,,
2024-07-08,392.27,403.26,391.24,395.82,395.82,912291,912291,3.55,0.90499,395.6475,"July 08, 24",0.0090499,,,,,
2024-07-05,390,390.67,384.89,390,390,550375,550375,0,0,388.89,"July 05, 24",0,,,,,
2024-07-03,393,396.99,388,389.67,389.67,431443,431443,-3.33,-0.84733,391.915,"July 03, 24",-0.0084733,,,,,
2024-07-02,384.5,394.49,383.98,393.02,393.02,749462,749462,8.52,2.22,388.9975,"July 02, 24",0.0222,,,,,
2024-07-01,385.87,390.5,381.96,384.41,384.41,862023,862023,-1.46,-0.37837,385.685,"July 01, 24",-0.0037837,,,,,
2024-06-28,385.98,388.02,382.46,385.87,385.87,818129,818129,-0.11,-0.02849889,385.5825,"June 28, 24",-0.0002849889,,,,,
2024-06-27,389,391.43,383.1,385.95,385.95,932750,932750,-3.05,-0.78406,387.37,"June 27, 24",-0.0078406,,,,,
2024-06-26,388,390.34,386.33,387.88,387.88,489261,489261,-0.12,-0.03092784,388.1375,"June 26, 24",-0.0003092784,,,,,
2024-06-25,390.2,392.44,386.12,388.19,388.19,595214,595214,-2.01,-0.51512,389.2375,"June 25, 24",-0.0051512,,,,,
2024-06-24,383.85,394.82,383,389.72,389.72,834112,834112,5.87,1.53,387.8475,"June 24, 24",0.0153,,,,,
2024-06-21,380.8,385.67,379.64,383.85,383.85,1348367,1348367,3.05,0.80095,382.49,"June 21, 24",0.0080095,,,,,
2024-06-20,381.85,384.77,376.39,378.4,378.4,995254,995254,-3.45,-0.9035,380.3525,"June 20, 24",-0.009035,,,,,
2024-06-18,388,390.63,382.28,382.59,382.59,778570,778570,-5.41,-1.39,385.875,"June 18, 24",-0.0139,,,,,
2024-06-17,390.11,391.5,385.4,389.15,389.15,670959,670959,-0.96,-0.24608,389.04,"June 17, 24",-0.0024608,,,,,
2024-06-14,395.25,396.71,388.5,390.82,390.82,781219,781219,-4.43,-1.12,392.82,"June 14, 24",-0.0112,,,,,
2024-06-13,393,399.18,392.43,396.39,396.39,981864,981864,3.39,0.8626,395.25,"June 13, 24",0.008626,,,,,
2024-06-12,389.75,394.56,386.25,390.12,390.12,916465,916465,0.375,0.09493265,390.17,"June 12, 24",0.0009493265,,,,,
2024-06-11,381.99,387.82,380.24,387.69,387.69,965659,965659,5.7,1.49,384.435,"June 11, 24",0.0149,,,,,
2024-06-10,381.55,382.66,376.56,382.5,382.5,793405,793405,0.95,0.24898,380.8175,"June 10, 24",0.0024898,,,,,
2024-06-07,383.09,385.37,380.4,382.61,382.61,758376,758376,-0.48,-0.1253,382.8675,"June 07, 24",-0.001253,,,,,
2024-06-06,384.43,389.13,382.27,384.88,384.88,684552,684552,0.45,0.11706,385.1775,"June 06, 24",0.0011706,,,,,
2024-06-05,390,390.97,385.09,387.16,387.16,820380,820380,-2.84,-0.72821,388.305,"June 05, 24",-0.0072821,,,,,
2024-06-04,386.99,396.31,386.5,389.41,389.41,872709,872709,2.42,0.62534,389.8025,"June 04, 24",0.0062534,,,,,
2024-06-03,394.4,399.81,386.09,389.91,389.91,1188486,1188486,-4.49,-1.14,392.5525,"June 03, 24",-0.0114,,,,,
2024-05-31,421.21,421.21,382.12,395.09,395.09,3378148,3378148,-26.12,-6.2,404.9075,"May 31, 24",-0.062,,,,,
2024-05-30,381.65,388.89,380.74,385.58,385.58,2349917,2349917,3.93,1.03,384.215,"May 30, 24",0.0103,,,,,
2024-05-29,379,386.46,377.82,378.28,378.28,1264577,1264577,-0.72,-0.18997,380.39,"May 29, 24",-0.0018997,,,,,
2024-05-28,381.35,386,377.69,381.13,381.13,968466,968466,-0.22,-0.05768979,381.5425,"May 28, 24",-0.0005768979,,,,,
2024-05-24,375.33,383.41,375.31,381.78,381.78,969385,969385,6.45,1.72,378.9575,"May 24, 24",0.0172,,,,,
2024-05-23,380.25,380.8,376.02,376.14,376.14,850103,850103,-4.11,-1.08,378.3025,"May 23, 24",-0.0108,,,,,
2024-05-22,383.1,383.1,376.91,378.33,378.33,769816,769816,-4.77,-1.25,380.36,"May 22, 24",-0.0125,,,,,
2024-05-21,386.51,388.76,378.09,381.83,381.83,940881,940881,-4.68,-1.21,383.7975,"May 21, 24",-0.0121,,,,,
2024-05-20,392.66,394.98,386.01,386.5,386.5,1016760,1016760,-6.16,-1.57,390.0375,"May 20, 24",-0.0157,,,,,
2024-05-17,402.37,402.37,396.06,399.56,399.56,533523,533523,-2.81,-0.69836,400.09,"May 17, 24",-0.0069836,,,,,
2024-05-16,401.84,406.98,400.6,401.04,401.04,517045,517045,-0.8,-0.19908,402.615,"May 16, 24",-0.0019908,,,,,
2024-05-15,406.31,407,401.58,403.41,403.41,501022,501022,-2.9,-0.71374,404.575,"May 15, 24",-0.0071374,,,,,
2024-05-14,407.4,409.59,401.3,401.68,401.68,665677,665677,-5.72,-1.4,404.9925,"May 14, 24",-0.014,,,,,
2024-05-13,404.45,411.6,401.32,403.96,403.96,708298,708298,-0.49,-0.12115,405.3325,"May 13, 24",-0.0012115,,,,,
2024-05-10,397,402.82,397,401.59,401.59,664596,664596,4.59,1.16,399.6025,"May 10, 24",0.0116,,,,,
2024-05-09,389.18,397.14,388,396.67,396.67,602768,602768,7.49,1.92,392.7475,"May 09, 24",0.0192,,,,,
2024-05-08,393.51,397.99,387.23,388.48,388.48,699351,699351,-5.03,-1.28,391.8025,"May 08, 24",-0.0128,,,,,
2024-05-07,393.5,398.8,390.77,393.67,393.67,789104,789104,0.17,0.04320203,394.185,"May 07, 24",0.0004320203,,,,,
2024-05-06,397.28,398.66,392.75,394.88,394.88,909653,909653,-2.4,-0.60411,395.8925,"May 06, 24",-0.0060411,,,,,
2024-05-03,402.5,404.51,397.28,397.39,397.39,591398,591398,-5.11,-1.27,400.42,"May 03, 24",-0.0127,,,,,
2024-05-02,402.52,405.18,396.73,397.33,397.33,639766,639766,-5.19,-1.29,400.44,"May 02, 24",-0.0129,,,,,
