date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,adjDividend,dividend,paymentDate,recordDate
2023-06-30,468.4,472.87,465.47,470.595,470.595,781732,781400,2.195,0.46862,470.49,"June 30, 23",0.0046862,,,,,
2023-06-29,464.16,471.04,462.075,465.28,465.279999,653845,653800,1.12,0.2413,466.29,"June 29, 23",0.002413,,,,,
2023-06-28,462.37,463.52,456.52,462.08,462.079987,899126,899100,-0.29,-0.06272033,459.21,"June 28, 23",-0.0006272033,,,,,
2023-06-27,462.63,462.89,454.07,462.43,462.429993,837871,837900,-0.2,-0.04323109,459.04,"June 27, 23",-0.0004323109,,,,,
2023-06-26,455.13,465.65,452.82,463.57,463.57,788149,788100,8.44,1.85,462.18,"June 26, 23",0.0185,,,,,
2023-06-23,455.13,457.3,453.09,453.45,453.45,709998,709900,-1.68,-0.36913,454.37,"June 23, 23",-0.0036913,,,,,
2023-06-22,449.93,457.86,448.9,455.71,455.709991,703180,703100,5.78,1.28,454.5,"June 22, 23",0.0128,,,,,
2023-06-21,450.32,457.37,448.87,450.19,450.19,996938,996900,-0.13,-0.02886836,452.48,"June 21, 23",-0.0002886836,,,,,
2023-06-20,447.77,452,442.99,447.09,447.089996,1084211,1084200,-0.68,-0.15186,447.51,"June 20, 23",-0.0015186,,,,,
2023-06-16,454.62,454.62,442.4,447.91,447.91,1865692,1865300,-6.71,-1.48,447.56,"June 16, 23",-0.0148,,,,,
2023-06-15,444.96,452.5599,442.46,451.14,451.14,925032,924900,6.18,1.39,448.67,"June 15, 23",0.0139,,,,,
2023-06-14,444,450.83,441.34,443.58,443.579987,1190282,1190300,-0.42,-0.09459459,445.03,"June 14, 23",-0.0009459459,,,,,
2023-06-13,432.74,445.34,429.36,443.76,443.76,1540027,1540000,11.02,2.55,439.82,"June 13, 23",0.0255,,,,,
2023-06-12,423.84,427.1699,420.22,424.91,424.91,854359,853500,1.07,0.25245,423.71,"June 12, 23",0.0025245,,,,,
2023-06-09,419.03,427.95,419.03,423.62,423.619995,1160550,1160500,4.59,1.1,424.98,"June 09, 23",0.011,,,,,
2023-06-08,414,419.4425,410.86,418.94,418.94,843534,843400,4.94,1.19,416.19,"June 08, 23",0.0119,,,,,
2023-06-07,419.45,424.8,414.98,415.55,415.549988,863631,863600,-3.9,-0.92979,419.58,"June 07, 23",-0.0092979,,,,,
2023-06-06,417.59,423.96,416.66,417.49,417.48999,862344,862100,-0.1,-0.02394693,418.56,"June 06, 23",-0.0002394693,,,,,
2023-06-05,421.34,425.96,418.7701,421.01,421.01,1048049,1048000,-0.33,-0.07832155,421.24,"June 05, 23",-0.0007832155,,,,,
2023-06-02,405.57,423.77,405.57,422.4,422.399994,1665100,1663800,16.83,4.15,417.54,"June 02, 23",0.0415,,,,,
2023-06-01,408.11,409.92,402,403.83,403.829987,1380570,1380600,-4.28,-1.05,405.44,"June 01, 23",-0.0105,,,,,
2023-05-31,410.5,417.405,407.6301,409.83,409.829987,2346651,2346700,-0.67,-0.16322,411.51,"May 31, 23",-0.0016322,,,,,
2023-05-30,416.7,416.7,403.2101,406.73,412.200012,145677,3395600,-9.97,-2.39,407.46,"May 30, 23",-0.0239,,,,,
2023-05-26,436.11,439.87,417.6,420.27,420.269989,6078326,6078300,-15.84,-3.63,426.22,"May 26, 23",-0.0363,,,,,
2023-05-25,487.21,489.61,481.7,485.12,485.119995,2104937,2104900,-2.09,-0.42897,485.91,"May 25, 23",-0.0042897,,,,,
2023-05-24,481.62,485.55,476.49,481.43,481.429993,796289,796300,-0.19,-0.03945019,481.67,"May 24, 23",-0.0003945019,,,,,
2023-05-23,479.9,481.2,475.09,480.61,480.609985,906843,906700,0.71,0.14795,478.58,"May 23, 23",0.0014795,,,,,
2023-05-22,491.05,492.207,479.6,480.68,480.679993,1649575,1649400,-10.37,-2.11,483.54,"May 22, 23",-0.0211,,,,,
2023-05-19,508.37,509.925,486.87,491.05,491.049988,1269369,1273700,-17.32,-3.41,492.55,"May 19, 23",-0.0341,,,,,
2023-05-18,503.89,514.34,501.58,513.61,513.609985,731428,731300,9.72,1.93,510.2,"May 18, 23",0.0193,,,,,
2023-05-17,502.78,506.39,500.86,503.95,503.95,618782,618800,1.17,0.23271,503.27,"May 17, 23",0.0023271,,,,,
2023-05-16,510.5,512.4099,498.55,498.99,498.98999,997647,997300,-11.51,-2.25,502.82,"May 16, 23",-0.0225,,,,,
2023-05-15,513.88,517.93,508.36,515.97,515.969971,679925,679800,2.09,0.40671,513.17,"May 15, 23",0.0040671,,,,,
2023-05-12,512.84,518.27,509.22,513.88,513.88,925706,925700,1.04,0.20279,513.65,"May 12, 23",0.0020279,,,,,
2023-05-11,506.06,512.58,503.585,512.11,512.109985,742765,742800,6.05,1.2,509.46,"May 11, 23",0.012,,,,,
2023-05-10,509.86,512.89,497.485,504.51,504.51,755853,755900,-5.35,-1.05,503.26,"May 10, 23",-0.0105,,,,,
2023-05-09,510.8,514.82,508,509.09,509.089996,538342,538300,-1.71,-0.33477,510.28,"May 09, 23",-0.0033477,,,,,
2023-05-08,522,522.58,513.945,515.73,515.72998,427730,427700,-6.27,-1.2,516.07,"May 08, 23",-0.012,,,,,
2023-05-05,516.66,523.27,516.275,520.05,520.049988,479345,479300,3.39,0.65614,519.47,"May 05, 23",0.0065614,,,,,
2023-05-04,523.21,524.26,511.19,514,514,584890,584800,-9.21,-1.76,515.09,"May 04, 23",-0.0176,,,,,
2023-05-03,519.78,529.555,512.86,523.17,523.169983,762388,762400,3.39,0.6522,524.06,"May 03, 23",0.006522,,,,,
2023-05-02,529.53,532.48,519.02,530.94,530.94,612496,612500,1.41,0.26627,527.79,"May 02, 23",0.0026627,,,,,
2023-05-01,551.72,556.6,528.65,532.88,532.88,947513,947400,-18.84,-3.41,538.62,"May 01, 23",-0.0341,,,,,
2023-04-28,546.08,551.855,544.51,551.43,551.429993,457354,457400,5.35,0.97971,549.8,"April 28, 23",0.0097971,,,,,
2023-04-27,550,550.74,539.04,547.77,547.77,530781,530800,-2.23,-0.40545,545.88,"April 27, 23",-0.0040545,,,,,
2023-04-26,539.27,548.63,539.27,547.45,547.45,495160,495200,8.18,1.52,546.1,"April 26, 23",0.0152,,,,,
2023-04-25,545.47,549.66,541.63,541.86,541.859985,525167,525200,-3.61,-0.66181,544.95,"April 25, 23",-0.0066181,,,,,
2023-04-24,539.78,548.56,539.05,547.4,547.4,475821,475800,7.62,1.41,545.72,"April 24, 23",0.0141,,,,,
2023-04-21,544.01,545.9506,539,541.37,541.369995,401734,401600,-2.64,-0.48529,541.31,"April 21, 23",-0.0048529,,,,,
2023-04-20,540.85,549.32,540.7,545.05,545.049988,428165,428100,4.2,0.77656,545.47,"April 20, 23",0.0077656,,,,,
2023-04-19,541.68,546.29,539.85,542.03,542.03,512171,512100,0.35,0.06461379,543.03,"April 19, 23",0.0006461379,,,,,
2023-04-18,537.08,541.94,535.7,541.52,541.52,420917,420700,4.44,0.82669,539.23,"April 18, 23",0.0082669,,,,,
2023-04-17,536.24,538.88,531.675,534.33,534.33,579380,579300,-1.91,-0.35618,534.26,"April 17, 23",-0.0035618,,,,,
2023-04-14,528.2,534.99,526.11,534.66,534.659973,423053,423000,6.46,1.22,533,"April 14, 23",0.0122,,,,,
2023-04-13,524,530.32,522.44,528.4,528.4,370477,370500,4.4,0.83969,527.5,"April 13, 23",0.0083969,,,,,
2023-04-12,527.71,531.17,522.36,523.13,523.13,508434,508400,-4.58,-0.8679,526.93,"April 12, 23",-0.008679,,,,,
2023-04-11,529.5,532.02,525.68,526.75,526.75,456296,456300,-2.75,-0.51936,527.84,"April 11, 23",-0.0051936,,,,,
2023-04-10,518.78,529.56,517.1622,529.46,529.46,486892,486700,10.68,2.06,526.31,"April 10, 23",0.0206,,,,,
2023-04-06,530,532.42,520.73,520.95,520.95,737791,737600,-9.05,-1.71,523.65,"April 06, 23",-0.0171,,,,,
2023-04-05,544.9,546.29,530.19,534.12,534.119995,826550,826600,-10.78,-1.98,534.59,"April 05, 23",-0.0198,,,,,
2023-04-04,551.19,553.06,545.5,546.17,546.169983,633382,633400,-5.02,-0.91076,548.71,"April 04, 23",-0.0091076,,,,,
2023-04-03,546.62,552.46,543.62,551.19,551.19,551409,551200,4.57,0.83605,548.5,"April 03, 23",0.0083605,,,,,
2023-03-31,538.75,546.47,538.09,545.67,545.669983,769427,768500,6.92,1.28,542.64,"March 31, 23",0.0128,,,,,
2023-03-30,527.81,538.3,526.04,536.37,536.369995,658803,658600,8.56,1.62,533.87,"March 30, 23",0.0162,,,,,
2023-03-29,533,534.74,525.62,526.33,526.33,718629,718600,-6.67,-1.25,529.35,"March 29, 23",-0.0125,,,,,
2023-03-28,520.52,532.04,520.52,531.79,531.789978,610007,609900,11.27,2.17,528.15,"March 28, 23",0.0217,,,,,
2023-03-27,516.46,522.665,514.37,520.45,520.45,469443,469400,3.99,0.77257,519.93,"March 27, 23",0.0077257,,,,,
2023-03-24,514.8,516.2699,507.17,513.98,513.97998,473541,473500,-0.82,-0.15929,512.59,"March 24, 23",-0.0015929,,,,,
2023-03-23,510.82,517.5999,508.63,515.74,515.73999,540969,541000,4.92,0.96316,514.46,"March 23, 23",0.0096316,,,,,
2023-03-22,515.65,519.48,509.77,510,510,699179,699200,-5.65,-1.1,514.71,"March 22, 23",-0.011,,,,,
2023-03-21,514.2,522.28,513.275,515.91,515.909973,656393,659700,1.71,0.33256,518.5,"March 21, 23",0.0033256,,,,,
2023-03-20,507.33,511.32,502.545,510.23,510.23,997096,997100,2.9,0.57162,507.66,"March 20, 23",0.0057162,,,,,
2023-03-17,511.05,511.14,501.04,506.46,506.459991,1229218,1229000,-4.59,-0.89815,505.89,"March 17, 23",-0.0089815,,,,,
2023-03-16,522.23,525.01,512.02,513.84,513.84,754805,742500,-8.39,-1.61,517.81,"March 16, 23",-0.0161,,,,,
2023-03-15,513.28,524.51,511.01,524.18,524.179993,812534,812500,10.9,2.12,519.11,"March 15, 23",0.0212,,,,,
2023-03-14,520.78,525,513.185,518.42,518.419983,718117,718100,-2.36,-0.45317,518.93,"March 14, 23",-0.0045317,,,,,
2023-03-13,516.29,521.86,510.76,513.68,513.679993,774552,774400,-2.61,-0.50553,515.6,"March 13, 23",-0.0050553,,,,,
2023-03-10,522.13,533.24,514.35,521.18,521.179993,1445986,1444600,-0.95,-0.18195,523.3,"March 10, 23",-0.0018195,,,,,
2023-03-09,526.04,533.54,519.5,519.93,519.929993,1158698,1158700,-6.11,-1.16,522.73,"March 09, 23",-0.0116,,,,,
2023-03-08,525.93,527.345,517.77,524.1,524.099976,635530,635500,-1.83,-0.34796,521.42,"March 08, 23",-0.0034796,,,,,
2023-03-07,524.98,528.57,523.51,526.04,526.039978,668993,669000,1.06,0.20191,526.33,"March 07, 23",0.0020191,,,,,
2023-03-06,522.37,527.935,521.63,523.4,523.4,641182,641200,1.03,0.19718,524.31,"March 06, 23",0.0019718,,,,,
2023-03-03,520.14,523.72,518.2,522.06,522.059998,573177,572800,1.92,0.36913,521.1,"March 03, 23",0.0036913,,,,,
2023-03-02,514.79,522.21,511.02,521.12,521.119995,447011,446900,6.33,1.23,519.18,"March 02, 23",0.0123,,,,,
2023-03-01,516,518.89,511.21,516.02,516.02,458116,458100,0.02,0.00387597,515.22,"March 01, 23",3.87597e-05,,,,,
2023-02-28,521.98,527.07,517.621,518.8,518.799988,514135,514100,-3.18,-0.60922,521.14,"February 28, 23",-0.0060922,,,,,
2023-02-27,523.85,529.5,521.92,523.15,523.15,445840,445800,-0.7,-0.13363,523.87,"February 27, 23",-0.0013363,,,,,
2023-02-24,525.61,527.509,517.055,519.99,519.98999,728361,728300,-5.62,-1.07,520.47,"February 24, 23",-0.0107,,,,,
2023-02-23,532,537.5199,528.4899,531.47,531.469971,537749,537700,-0.53,-0.09962406,532.65,"February 23, 23",-0.0009962406,,,,,
2023-02-22,525,532.18,524.7901,531.11,531.109985,432678,432500,6.11,1.16,529.81,"February 22, 23",0.0116,,,,,
2023-02-21,524.24,528.38,523.64,524.94,524.94,383263,383100,0.7,0.13353,525.91,"February 21, 23",0.0013353,,,,,
2023-02-17,531.35,533.6799,528.39,530,530,419766,419700,-1.35,-0.25407,530.49,"February 17, 23",-0.0025407,,,,,
2023-02-16,523.96,532,521.36,531.56,531.559998,523803,523800,7.6,1.45,529.72,"February 16, 23",0.0145,,,,,
2023-02-15,520.67,527.9,520.2501,526.56,526.559998,380148,380100,5.89,1.13,525.67,"February 15, 23",0.0113,,,,,
2023-02-14,520.81,527.104,520.345,524.65,524.65,399569,399400,3.84,0.73731,523.81,"February 14, 23",0.0073731,,,,,
2023-02-13,518.99,521.535,515.605,520.18,520.179993,421818,422200,1.19,0.22929,518.78,"February 13, 23",0.0022929,,,,,
2023-02-10,517.4,519.19,512.11,515.75,515.75,711232,711100,-1.65,-0.3189,515.81,"February 10, 23",-0.003189,,,,,
2023-02-09,528.06,531.69,521.8,522.08,522.08,630059,630100,-5.98,-1.13,524.62,"February 09, 23",-0.0113,,,,,
2023-02-08,520.8,524.65,520,523.22,523.219971,351925,351900,2.42,0.46467,521.91,"February 08, 23",0.0046467,,,,,
2023-02-07,517,526.08,512.92,524.96,524.96,542473,542400,7.96,1.54,519.88,"February 07, 23",0.0154,,,,,
2023-02-06,518.2,522.415,515.74,518,518,370581,370400,-0.2,-0.03859514,518.77,"February 06, 23",-0.0003859514,,,,,
2023-02-03,518.32,521.98,516.02,520.76,520.76,337119,336700,2.44,0.47075,519.52,"February 03, 23",0.0047075,,,,,
2023-02-02,525.63,528.64,517.05,520.83,520.83,545091,545900,-4.8,-0.91319,522.11,"February 02, 23",-0.0091319,,,,,
2023-02-01,511.9,525.89,511.25,523.59,523.59,531764,531800,11.69,2.28,518.81,"February 01, 23",0.0228,,,,,
2023-01-31,509.11,514.25,508.13,513.96,513.96,503305,503300,4.85,0.95264,512.77,"January 31, 23",0.0095264,,,,,
2023-01-30,505.61,512.69,505.41,507.97,507.97,388342,433300,2.36,0.46676,509.22,"January 30, 23",0.0046676,,,,,
2023-01-27,508.99,511,505.19,505.67,505.67,439773,439700,-3.32,-0.65227,507.81,"January 27, 23",-0.0065227,,,,,
2023-01-26,505.8,509.05,502.065,506.82,506.82,391176,391200,1.02,0.20166,506.44,"January 26, 23",0.0020166,,,,,
2023-01-25,500.22,502.83,493.78,502.63,502.63,299414,299400,2.41,0.48179,499.5,"January 25, 23",0.0048179,,,,,
2023-01-24,498.4,503.035,495.92,501.53,501.529999,555194,555100,3.13,0.62801,500.98,"January 24, 23",0.0062801,,,,,
2023-01-23,494.2,500.95,491.6,500.47,500.47,417896,417800,6.27,1.27,497.65,"January 23, 23",0.0127,,,,,
2023-01-20,488.28,495.935,486.32,491.25,491.25,589694,589500,2.97,0.60826,491.61,"January 20, 23",0.0060826,,,,,
2023-01-19,496.5,499.81,486.02,488.12,488.119995,628712,628500,-8.38,-1.69,489.77,"January 19, 23",-0.0169,,,,,
2023-01-18,495.68,501.4425,495.68,500.08,500.079987,544815,544800,4.4,0.88767,499.77,"January 18, 23",0.0088767,,,,,
2023-01-17,490.83,495,488.68,494.59,494.589996,467810,467700,3.76,0.76605,493.08,"January 17, 23",0.0076605,,,,,
2023-01-13,490.42,495.39,489.13,490.99,490.98999,406484,406500,0.57,0.11623,491.46,"January 13, 23",0.0011623,,,,,
2023-01-12,493.1,495.887,488.92,491.83,491.829987,446802,446800,-1.27,-0.25755,492.08,"January 12, 23",-0.0025755,,,,,
2023-01-11,490,495.52,488.68,493.55,493.549988,519135,519000,3.55,0.72449,491.81,"January 11, 23",0.0072449,,,,,
2023-01-10,483.85,489.585,482.01,488.62,488.619995,393214,393000,4.77,0.98584,487.47,"January 10, 23",0.0098584,,,,,
2023-01-09,484.27,490.88,480.41,484.76,484.76,470826,470700,0.49,0.10118,486.06,"January 09, 23",0.0010118,,,,,
2023-01-06,478.99,489.28,478.89,486.19,486.19,779111,779100,7.2,1.5,485.02,"January 06, 23",0.015,,,,,
2023-01-05,482.47,490.98,479.56,488.94,488.94,702228,702200,6.47,1.34,487.83,"January 05, 23",0.0134,,,,,
2023-01-04,476.31,483.61,471.33,483.52,483.519989,716925,716900,7.21,1.51,480.23,"January 04, 23",0.0151,,,,,
2023-01-03,469.66,473.58,466.62,471.63,471.63,545916,545800,1.97,0.41945,470.67,"January 03, 23",0.0041945,,,,,
2022-12-30,462.55,469.55,460.55,469.07,469.07,372486,371300,6.52,1.41,467.74,"December 30, 22",0.0141,,,,,
2022-12-29,465.7,469.35,463.77,464.83,464.829987,431191,431200,-0.87,-0.18682,465.75,"December 29, 22",-0.0018682,,,,,
2022-12-28,465.38,465.41,457.54,463.52,463.519989,560698,560700,-1.86,-0.39967,462.05,"December 28, 22",-0.0039967,,,,,
2022-12-27,459.12,466.7447,457.01,464,464,578326,578300,4.88,1.06,463.32,"December 27, 22",0.0106,,,,,
2022-12-23,458.16,460.13,454.11,456.4,456.399994,361205,361100,-1.76,-0.38415,456.8,"December 23, 22",-0.0038415,,,,,
2022-12-22,449,457.5319,445.63,457.05,457.049988,939327,939200,8.05,1.79,453.79,"December 22, 22",0.0179,,,,,
2022-12-21,446.28,453.7,443.765,452.29,452.29,680241,680200,6.01,1.35,450.59,"December 21, 22",0.0135,,,,,
2022-12-20,440.18,445.31,436.145,439.2,439.2,530875,530800,-0.98,-0.22264,441.29,"December 20, 22",-0.0022264,,,,,
2022-12-19,453.67,453.81,439.2,440.51,440.51,748211,748000,-13.16,-2.9,443.12,"December 19, 22",-0.029,,,,,
2022-12-16,451.72,455.04,446.79,451.12,451.119995,880890,880800,-0.6,-0.13283,450.75,"December 16, 22",-0.0013283,,,,,
2022-12-15,458.6,458.6,453,455.02,455.019989,491713,491300,-3.58,-0.78064,454.9,"December 15, 22",-0.0078064,,,,,
2022-12-14,462.88,466.46,456.37,462.85,462.85,563986,564000,-0.03,-0.00648116,463.1,"December 14, 22",-6.48116e-05,,,,,
2022-12-13,482.86,483.8,462.54,464.41,464.41,817713,817700,-18.45,-3.82,466.92,"December 13, 22",-0.0382,,,,,
2022-12-12,465,472.35,463.99,471.96,471.959991,528582,528600,6.96,1.5,470.15,"December 12, 22",0.015,,,,,
2022-12-09,480.04,480.5,471.48,471.63,471.63,559116,559000,-8.41,-1.75,475.36,"December 09, 22",-0.0175,,,,,
2022-12-08,481.5,482.69,473.71,481.65,481.649994,712767,712700,0.15,0.03115265,478.39,"December 08, 22",0.0003115265,,,,,
2022-12-07,463.31,480.57,462.83,480.05,480.049988,841461,841500,16.74,3.61,476.26,"December 07, 22",0.0361,,,,,
2022-12-06,472,474.48,460.23,465.58,465.579987,897062,897100,-6.42,-1.36,466.73,"December 06, 22",-0.0136,,,,,
2022-12-05,468.34,473.11,465.39,472.52,472.519989,941346,941300,4.18,0.89251,470.57,"December 05, 22",0.0089251,,,,,
2022-12-02,467.05,477.9219,461.88,471.33,471.329987,1526420,1526400,4.28,0.91639,470.91,"December 02, 22",0.0091639,,,,,
2022-12-01,470.47,477.08,464,472.53,472.529999,1499657,1499700,2.06,0.43786,474.07,"December 01, 22",0.0043786,,,,,
2022-11-30,449.95,466.55,447.06,464.84,464.839996,1193648,1193600,14.89,3.31,460.43,"November 30, 22",0.0331,,,,,
2022-11-29,457.31,457.31,446.095,449.88,449.88,1210058,1210100,-7.43,-1.62,449.95,"November 29, 22",-0.0162,,,,,
2022-11-28,448.47,461.57,447.87,457.24,457.23999,899525,898200,8.77,1.96,456.13,"November 28, 22",0.0196,,,,,
2022-11-25,448.58,448.8638,444.62,448.35,448.35,239964,240000,-0.23,-0.05127291,447.57,"November 25, 22",-0.0005127291,,,,,
2022-11-23,450.23,451.48,446.1501,447.37,447.369995,453530,453500,-2.86,-0.63523,448.18,"November 23, 22",-0.0063523,,,,,
2022-11-22,445.53,450.235,441.545,450.04,450.04,423255,423200,4.51,1.01,447.08,"November 22, 22",0.0101,,,,,
2022-11-21,439.96,443.2,436.3501,442.01,442.01,350237,350100,2.05,0.46595,439.99,"November 21, 22",0.0046595,,,,,
2022-11-18,441.66,442.945,435.56,440.5,440.5,581117,580800,-1.16,-0.26265,440.38,"November 18, 22",-0.0026265,,,,,
2022-11-17,432.01,435.5,426.61,434.7,434.7,397735,397300,2.69,0.62267,432.39,"November 17, 22",0.0062267,,,,,
2022-11-16,429.12,436.18,428.32,435.58,435.579987,505678,505700,6.46,1.51,433.58,"November 16, 22",0.0151,,,,,
2022-11-15,432,439.52,428.505,436.27,436.269989,659476,659500,4.27,0.98843,435.13,"November 15, 22",0.0098843,,,,,
2022-11-14,431.5,436.81,422.43,422.62,422.619995,725152,725100,-8.88,-2.06,428.73,"November 14, 22",-0.0206,,,,,
2022-11-11,427.08,430.75,420.27,430.27,430.269989,893396,893400,3.19,0.74693,426.81,"November 11, 22",0.0074693,,,,,
2022-11-10,424.4,431,416.5,423.58,423.579987,641391,641300,-0.82,-0.19321,423.13,"November 10, 22",-0.0019321,,,,,
2022-11-09,420,428.185,413.15,413.47,413.47,596456,596500,-6.53,-1.55,419.54,"November 09, 22",-0.0155,,,,,
2022-11-08,421,426.16,418.34,423.12,423.119995,583673,583700,2.12,0.50356,423.25,"November 08, 22",0.0050356,,,,,
2022-11-07,418.32,419.52,410.84,419.35,419.35,443354,443300,1.03,0.24622,416.46,"November 07, 22",0.0024622,,,,,
2022-11-04,418.61,424.12,411.9,418.32,418.32,525015,525000,-0.29,-0.06927689,417.42,"November 04, 22",-0.0006927689,,,,,
2022-11-03,403.9,420.05,402.765,415.64,415.64,596581,596600,11.74,2.91,413.51,"November 03, 22",0.0291,,,,,
2022-11-02,412.65,426.89,406.35,406.77,406.769989,955745,954300,-5.88,-1.42,415.74,"November 02, 22",-0.0142,,,,,
2022-11-01,424.51,425.5,417.455,422,422,779377,779300,-2.51,-0.59127,421.8,"November 01, 22",-0.0059127,,,,,
2022-10-31,415.51,421.37,415.28,419.37,419.369995,701730,701700,3.86,0.92898,418.49,"October 31, 22",0.0092898,,,,,
2022-10-28,401.19,418.96,400.6,416.14,416.14,773602,773600,14.95,3.73,411.65,"October 28, 22",0.0373,,,,,
2022-10-27,401.3,406.2,399.36,402.24,402.23999,597419,597400,0.94,0.23424,402.46,"October 27, 22",0.0023424,,,,,
2022-10-26,397.37,408.9,395.11,399.27,399.269989,773613,773600,1.9,0.47814,402.74,"October 26, 22",0.0047814,,,,,
2022-10-25,384.04,397.69,383.52,395.4,395.399994,903392,903400,11.36,2.96,393.81,"October 25, 22",0.0296,,,,,
2022-10-24,383.61,384.89,373.795,384.63,384.63,906991,906800,1.02,0.2659,381.5,"October 24, 22",0.002659,,,,,
2022-10-21,382.64,385.96,374.085,382.81,382.809998,806098,805900,0.17,0.04442818,380.34,"October 21, 22",0.0004442818,,,,,
2022-10-20,387.58,398.085,381.28,381.59,381.589996,914591,914600,-5.99,-1.55,385.8,"October 20, 22",-0.0155,,,,,
2022-10-19,396,399.28,384.76,386.26,386.26,1168539,1168500,-9.74,-2.46,388.93,"October 19, 22",-0.0246,,,,,
2022-10-18,412.93,415.3698,400.21,404.98,404.98,682020,682000,-7.95,-1.93,405.11,"October 18, 22",-0.0193,,,,,
2022-10-17,400.5,405.64,391.86,402.54,402.54,784547,784300,2.04,0.50936,401.49,"October 17, 22",0.0050936,,,,,
2022-10-14,404.15,406.99,393.82,394.24,394.23999,817131,817100,-9.91,-2.45,399.72,"October 14, 22",-0.0245,,,,,
2022-10-13,391.41,400.41,386.78,398.89,398.89,913338,913300,7.48,1.91,395.95,"October 13, 22",0.0191,,,,,
2022-10-12,396.95,404.03,392.88,398.02,398.019989,744238,744200,1.07,0.26956,400.09,"October 12, 22",0.0026956,,,,,
2022-10-11,393.22,403.86,392.4,396.8,396.799988,721221,721200,3.58,0.91043,398.54,"October 11, 22",0.0091043,,,,,
2022-10-10,387.6,392.75,381.95,390.3,390.299988,803034,803000,2.7,0.69659,388.02,"October 10, 22",0.0069659,,,,,
2022-10-07,386.53,388.48,380.94,387.98,387.98,689039,688800,1.45,0.37513,385.28,"October 07, 22",0.0037513,,,,,
2022-10-06,394.23,401.655,391.195,392.08,392.079987,555408,555400,-2.15,-0.54537,394.29,"October 06, 22",-0.0054537,,,,,
2022-10-05,400.28,402.26,392.2,395.99,395.98999,765107,764900,-4.29,-1.07,396.18,"October 05, 22",-0.0107,,,,,
2022-10-04,410.67,414.085,400.57,403.95,403.95,782598,782400,-6.72,-1.64,405.72,"October 04, 22",-0.0164,,,,,
2022-10-03,403,409.04,397,404.75,404.75,611081,611100,1.75,0.43424,403.9,"October 03, 22",0.0043424,,,,,
2022-09-30,401.75,409.725,394.6379,401.19,401.19,737214,737200,-0.56,-0.13939,402.7,"September 30, 22",-0.0013939,,,,,
2022-09-29,408.93,409.61,400.97,404.76,404.76,667660,667600,-4.17,-1.02,404.84,"September 29, 22",-0.0102,,,,,
2022-09-28,401,410.4699,397.02,409.21,409.209991,951210,951100,8.21,2.05,404.87,"September 28, 22",0.0205,,,,,
2022-09-27,392.8,397.46,388.31,394.11,394.109985,829538,829500,1.31,0.3335,393.05,"September 27, 22",0.003335,,,,,
2022-09-26,392.5,399.17,387.33,387.66,387.66,726625,726600,-4.84,-1.23,391.4,"September 26, 22",-0.0123,,,,,
2022-09-23,395.84,397.64,386.1,392.3,392.299988,1015325,1016600,-3.54,-0.8943,392.12,"September 23, 22",-0.008943,,,,,
2022-09-22,408.39,410.26,401.205,401.67,401.67,657270,657300,-6.72,-1.65,403.45,"September 22, 22",-0.0165,,,,,
2022-09-21,420.04,423,410.71,410.82,410.82,504523,504500,-9.22,-2.2,416.08,"September 21, 22",-0.022,,,,,
2022-09-20,416.96,419.53,413,416.62,416.619995,578211,578200,-0.34,-0.08154259,417.06,"September 20, 22",-0.0008154259,,,,,
2022-09-19,418.04,426.2,417.01,421.47,421.47,705007,705000,3.43,0.8205,421.29,"September 19, 22",0.008205,,,,,
2022-09-16,417.54,423.11,415.8,418.66,418.66,728941,728800,1.12,0.26824,418.38,"September 16, 22",0.0026824,,,,,
2022-09-15,426.12,427,419.01,422.67,422.67,763558,763600,-3.45,-0.80963,422.79,"September 15, 22",-0.0080963,,,,,
2022-09-14,430.72,432.35,419.57,426.15,426.149994,1014107,1014100,-4.57,-1.06,424.9,"September 14, 22",-0.0106,,,,,
2022-09-13,439,441.58,429.39,430.06,430.059998,1011769,1011600,-8.94,-2.04,434.46,"September 13, 22",-0.0204,,,,,
2022-09-12,444.78,451.3,444.09,446.14,446.14,925590,925600,1.36,0.30577,447.09,"September 12, 22",0.0030577,,,,,
2022-09-09,446.05,448.075,441.18,442.9,442.899994,959640,959500,-3.15,-0.7062,444.17,"September 09, 22",-0.007062,,,,,
2022-09-08,440.76,448.29,438.2,445.34,445.339996,1194627,1194600,4.58,1.04,444.53,"September 08, 22",0.0104,,,,,
2022-09-07,429.42,445.63,427.54,444.01,444.01,1471830,1471800,14.59,3.4,439.24,"September 07, 22",0.034,,,,,
2022-09-06,423.48,431.75,414.07,427.82,427.82,983233,983200,4.34,1.02,425.16,"September 06, 22",0.0102,,,,,
2022-09-02,428.4,431.6,420.8925,423.08,423.079987,816797,816700,-5.32,-1.24,425.05,"September 02, 22",-0.0124,,,,,
2022-09-01,419.85,424.48,414,424.25,424.25,915774,915700,4.4,1.05,419.52,"September 01, 22",0.0105,,,,,
2022-08-31,419.37,425.33,416.47,419.87,419.869995,1139351,1139400,0.5,0.11923,420.47,"August 31, 22",0.0011923,,,,,
2022-08-30,420.26,420.68,410.1375,416.79,416.79,790470,790500,-3.47,-0.82568,414.78,"August 30, 22",-0.0082568,,,,,
