date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,paymentDate,dividend,declarationDate,adjDividend
2025-03-14,40.17,40.75,39.91,40.7,39.54,4880500,4880500,0.53,1.32,40.3825,"March 14, 25",0.0132,,,,,
2025-03-13,40.66,40.78,39.63,39.73,38.6,5315502,5315502,-0.93,-2.29,40.2,"March 13, 25",-0.0229,,,,,
2025-03-12,40.54,40.75,39.64,40.47,39.32,5917300,5917300,-0.07,-0.17267,40.35,"March 12, 25",-0.0017267,,,,,
2025-03-11,39.66,40.44,39.1,39.91,38.77,10095600,10095600,0.25,0.63036,39.7775,"March 11, 25",0.0063036,,,,,
2025-03-10,40.63,40.98,39.12,39.81,38.68,7375644,7375644,-0.82,-2.02,40.135,"March 10, 25",-0.0202,,,,,
2025-03-07,42.26,42.35,40.57,41.64,40.45,5012144,5012144,-0.62,-1.47,41.705,"March 07, 25",-0.0147,,,,,
2025-03-06,42.92,42.98,41.98,42.37,41.16,4290630,4290630,-0.55,-1.28,42.5625,"March 06, 25",-0.0128,,,,,
2025-03-05,43.47,43.96,42.76,43.34,42.1,5540247,5540247,-0.13,-0.29906,43.3825,"March 05, 25",-0.0029906,,,,,
2025-03-04,44.26,44.61,42.15,43.59,42.35,7131467,7131467,-0.67,-1.51,43.6525,"March 04, 25",-0.0151,,,,,
2025-03-03,45.9,46.37,44.6,45.05,43.77,3702300,3702300,-0.85,-1.85,45.48,"March 03, 25",-0.0185,,,,,
2025-02-28,45.49,46.13,45,45.77,44.47,3821800,3821800,0.28,0.61552,45.5975,"February 28, 25",0.0061552,,,,,
2025-02-27,45.13,45.94,44.86,45.17,43.88,2800500,2800500,0.04,0.08863284,45.275,"February 27, 25",0.0008863284,,,,,
2025-02-26,44.71,45.47,44.51,44.99,43.71,3697454,3697454,0.28,0.62626,44.92,"February 26, 25",0.0062626,,,,,
2025-02-25,44.65,45.36,43.94,44.41,43.14,3831700,3831700,-0.24,-0.53751,44.59,"February 25, 25",-0.0053751,,,,,
2025-02-24,45.33,45.35,44.14,44.37,43.11,2715042,2715042,-0.96,-2.12,44.7975,"February 24, 25",-0.0212,,,,,
2025-02-21,46.53,46.53,44.73,44.88,43.6,2873800,2873800,-1.65,-3.55,45.6675,"February 21, 25",-0.0355,,,,,
2025-02-20,47.53,47.79,45.67,46.18,44.86,3970030,3970030,-1.35,-2.84,46.7925,"February 20, 25",-0.0284,,,,,
2025-02-19,46.24,47.91,46.24,47.39,46.04,6633164,6633164,1.15,2.49,46.945,"February 19, 25",0.0249,,,,,
2025-02-18,46.54,47.06,46.35,46.8,45.47,2664700,2664700,0.26,0.55866,46.6875,"February 18, 25",0.0055866,,,,,
2025-02-14,46.18,46.82,46.16,46.35,45.03,2325625,2325625,0.17,0.36812,46.3775,"February 14, 25",0.0036812,,,,,
2025-02-13,46.21,46.34,45.55,46.05,44.74,3134900,3134900,-0.16,-0.34625,46.0375,"February 13, 25",-0.0034625,,,,,
2025-02-12,46.56,46.68,45.91,46.16,44.84,3428900,3428900,-0.4,-0.85911,46.3275,"February 12, 25",-0.0085911,,,,,
2025-02-11,47.12,47.68,46.42,47.17,45.83,4720200,4720200,0.05,0.10611,47.0975,"February 11, 25",0.0010611,,,,,
2025-02-10,47.91,48.1,47.16,47.36,46.01,3368502,3368502,-0.55,-1.15,47.6325,"February 10, 25",-0.0115,,,,,
2025-02-07,48.35,48.42,47.41,47.93,46.56,2068211,2068211,-0.42,-0.86867,48.0275,"February 07, 25",-0.0086867,,,,,
2025-02-06,48.02,48.37,47.55,48.32,46.94,3169114,3169114,0.3,0.62474,48.065,"February 06, 25",0.0062474,,,,,
2025-02-05,47.46,47.71,46.83,47.65,46.29,3801700,3801700,0.19,0.40034,47.4125,"February 05, 25",0.0040034,,,,,
2025-02-04,46.6,47.43,46.5,47.04,45.7,2939100,2939100,0.44,0.94421,46.8925,"February 04, 25",0.0094421,,,,,
2025-02-03,46.14,46.99,45.53,46.37,45.05,4664770,4664770,0.23,0.49848,46.2575,"February 03, 25",0.0049848,,,,,
2025-01-31,47.78,48.26,47.17,47.57,46.21,5102400,5102400,-0.21,-0.43951,47.695,"January 31, 25",-0.0043951,2025-01-31,2025-02-14,0.42,2025-01-17,0.42
2025-01-30,48.11,48.88,47.94,48.36,46.57,3827744,3827744,0.25,0.51964,48.3225,"January 30, 25",0.0051964,,,,,
2025-01-29,47.24,48.45,47.24,47.62,45.86,3363400,3363400,0.38,0.8044,47.6375,"January 29, 25",0.008044,,,,,
2025-01-28,47.41,47.69,46.55,47.35,45.6,3861831,3861831,-0.06,-0.12656,47.25,"January 28, 25",-0.0012656,,,,,
2025-01-27,47.45,48.04,47.08,47.55,45.79,2654819,2654819,0.1,0.21075,47.53,"January 27, 25",0.0021075,,,,,
2025-01-24,47.01,48.01,47.01,47.46,45.7,2317641,2317641,0.45,0.95724,47.3725,"January 24, 25",0.0095724,,,,,
2025-01-23,47.19,47.81,47.18,47.34,45.59,3845700,3845700,0.15,0.31786,47.38,"January 23, 25",0.0031786,,,,,
2025-01-22,48.01,48.15,46.97,47.03,45.29,4488300,4488300,-0.98,-2.04,47.54,"January 22, 25",-0.0204,,,,,
2025-01-21,48.1,48.69,47.82,48.31,46.52,4295442,4295442,0.21,0.43659,48.23,"January 21, 25",0.0043659,,,,,
2025-01-17,46.29,48.28,45.9,47.54,45.78,6399900,6399900,1.25,2.7,47.0025,"January 17, 25",0.027,,,,,
2025-01-16,46.7,47.04,45.71,46.8,45.07,6053506,6053506,0.1,0.21413,46.5625,"January 16, 25",0.0021413,,,,,
2025-01-15,47.28,47.51,46.54,47.08,45.34,4279654,4279654,-0.2,-0.42301,47.1025,"January 15, 25",-0.0042301,,,,,
2025-01-14,44.71,45.84,44.55,45.7,44.01,4091961,4091961,0.99,2.21,45.2,"January 14, 25",0.0221,,,,,
2025-01-13,43.05,44.2,42.96,44.16,42.53,4302045,4302045,1.11,2.58,43.5925,"January 13, 25",0.0258,,,,,
2025-01-10,43.9,44.11,43.08,43.3,41.7,4074800,4074800,-0.6,-1.37,43.5975,"January 10, 25",-0.0137,,,,,
2025-01-08,44.58,44.93,43.84,44.78,43.12,2617811,2617811,0.2,0.44863,44.5325,"January 08, 25",0.0044863,,,,,
2025-01-07,45.07,45.49,44.3,44.7,43.05,2778631,2778631,-0.37,-0.82095,44.89,"January 07, 25",-0.0082095,,,,,
2025-01-06,44.94,45.47,44.56,44.8,43.14,4662604,4662604,-0.14,-0.31153,44.9425,"January 06, 25",-0.0031153,,,,,
2025-01-03,43.7,44.59,42.97,44.56,42.91,2635923,2635923,0.86,1.97,43.955,"January 03, 25",0.0197,,,,,
2025-01-02,43.98,44.4,43.52,43.6,41.99,2666432,2666432,-0.38,-0.86403,43.875,"January 02, 25",-0.0086403,,,,,
2024-12-31,43.68,44.12,43.46,43.76,42.14,2648762,2648762,0.08,0.18315,43.755,"December 31, 24",0.0018315,,,,,
2024-12-30,43.23,43.92,42.86,43.56,41.95,2580400,2580400,0.33,0.76336,43.3925,"December 30, 24",0.0076336,,,,,
2024-12-27,43.62,44.23,43.36,43.62,42.01,2102121,2102121,0,0,43.7075,"December 27, 24",0,,,,,
2024-12-26,43.79,44.03,43.52,43.9,42.28,2156343,2156343,0.11,0.2512,43.81,"December 26, 24",0.002512,,,,,
2024-12-24,43.58,44,43.44,44,42.37,831834,831834,0.42,0.96374,43.755,"December 24, 24",0.0096374,,,,,
2024-12-23,43.14,43.77,43.08,43.57,41.96,2052800,2052800,0.43,0.99675,43.39,"December 23, 24",0.0099675,,,,,
2024-12-20,42.18,43.81,42.14,43.45,41.84,12936638,12936638,1.27,3.01,42.895,"December 20, 24",0.0301,,,,,
2024-12-19,43.66,43.91,42.13,42.45,40.88,5509079,5509079,-1.21,-2.77,43.0375,"December 19, 24",-0.0277,,,,,
2024-12-18,45.45,45.51,42.63,42.66,41.08,4574938,4574938,-2.79,-6.14,44.0625,"December 18, 24",-0.0614,,,,,
2024-12-17,45.2,45.51,44.58,44.74,43.08,3078724,3078724,-0.46,-1.02,45.0075,"December 17, 24",-0.0102,,,,,
2024-12-16,45.81,45.88,45.36,45.68,43.99,2946500,2946500,-0.13,-0.28378,45.6825,"December 16, 24",-0.0028378,,,,,
2024-12-13,45.74,45.89,45.2,45.7,44.01,4833038,4833038,-0.04,-0.08745081,45.6325,"December 13, 24",-0.0008745081,,,,,
2024-12-12,46.11,46.36,45.3,45.54,43.85,3878946,3878946,-0.57,-1.24,45.8275,"December 12, 24",-0.0124,,,,,
2024-12-11,46.49,46.92,46.09,46.23,44.52,6510400,6510400,-0.26,-0.55926,46.4325,"December 11, 24",-0.0055926,,,,,
2024-12-10,46.41,48.17,45.48,46.4,44.68,6743006,6743006,-0.01,-0.02154708,46.615,"December 10, 24",-0.0002154708,,,,,
2024-12-09,46.95,47.04,45.74,45.97,44.27,4429427,4429427,-0.98,-2.09,46.425,"December 09, 24",-0.0209,,,,,
2024-12-06,46.86,47.16,46.31,47.03,45.29,2616846,2616846,0.17,0.36278,46.84,"December 06, 24",0.0036278,,,,,
2024-12-05,46.83,47.42,46.64,46.77,45.04,3396268,3396268,-0.06,-0.12812,46.915,"December 05, 24",-0.0012812,,,,,
2024-12-04,46.8,46.87,46.05,46.6,44.88,2762381,2762381,-0.2,-0.42735,46.58,"December 04, 24",-0.0042735,,,,,
2024-12-03,47.27,47.33,46.49,46.8,45.07,3542948,3542948,-0.47,-0.99429,46.9725,"December 03, 24",-0.0099429,,,,,
2024-12-02,48.14,48.23,46.88,47.08,45.34,4491127,4491127,-1.06,-2.2,47.5825,"December 02, 24",-0.022,,,,,
2024-11-29,48.3,48.39,47.57,48.14,46.36,1977700,1977700,-0.16,-0.33126,48.1,"November 29, 24",-0.0033126,,,,,
2024-11-27,48.43,48.75,47.93,48.16,46.38,2120496,2120496,-0.27,-0.55751,48.3175,"November 27, 24",-0.0055751,,,,,
2024-11-26,48.3,48.58,47.98,48.1,46.32,2582138,2582138,-0.2,-0.41408,48.24,"November 26, 24",-0.0041408,,,,,
2024-11-25,48.04,49.25,48,48.46,46.67,4462469,4462469,0.42,0.87427,48.4375,"November 25, 24",0.0087427,,,,,
2024-11-22,47.03,47.83,46.68,47.65,45.89,2761022,2761022,0.62,1.32,47.2975,"November 22, 24",0.0132,,,,,
2024-11-21,46.61,47.32,46.44,46.77,45.04,3589523,3589523,0.16,0.34327,46.785,"November 21, 24",0.0034327,,,,,
2024-11-20,46.03,46.34,45.76,46.12,44.41,2420910,2420910,0.09,0.19552,46.0625,"November 20, 24",0.0019552,,,,,
2024-11-19,45.71,46.34,45.71,46.05,44.35,3718839,3718839,0.34,0.74382,45.9525,"November 19, 24",0.0074382,,,,,
2024-11-18,46.6,46.97,46.45,46.57,44.85,4758470,4758470,-0.03,-0.06437768,46.6475,"November 18, 24",-0.0006437768,,,,,
2024-11-15,46.4,46.98,46.14,46.78,45.05,3794000,3794000,0.38,0.81897,46.575,"November 15, 24",0.0081897,,,,,
2024-11-14,46.68,47.01,46.26,46.58,44.86,2838684,2838684,-0.1,-0.21422,46.6325,"November 14, 24",-0.0021422,,,,,
2024-11-13,46.76,47.48,46.29,46.42,44.7,2994200,2994200,-0.34,-0.72712,46.7375,"November 13, 24",-0.0072712,,,,,
2024-11-12,46.14,46.88,46.14,46.42,44.7,3259620,3259620,0.28,0.60685,46.395,"November 12, 24",0.0060685,,,,,
2024-11-11,46.35,47.21,46.26,46.48,44.76,4430500,4430500,0.13,0.28047,46.575,"November 11, 24",0.0028047,,,,,
2024-11-08,46.3,46.35,45.58,45.81,44.11,6097550,6097550,-0.49,-1.06,46.01,"November 08, 24",-0.0106,,,,,
2024-11-07,47.82,47.91,45.81,46.03,44.33,5227891,5227891,-1.79,-3.74,46.8925,"November 07, 24",-0.0374,,,,,
2024-11-06,45.08,48.35,44.76,48.31,46.52,11578800,11578800,3.23,7.17,46.625,"November 06, 24",0.0717,,,,,
2024-11-05,41.71,42.46,41.59,42.22,40.66,2971738,2971738,0.51,1.22,41.995,"November 05, 24",0.0122,,,,,
2024-11-04,41.82,41.88,41.21,41.59,40.05,4769547,4769547,-0.23,-0.54998,41.625,"November 04, 24",-0.0054998,,,,,
2024-11-01,42.3,42.94,41.81,41.82,40.27,3305603,3305603,-0.48,-1.13,42.2175,"November 01, 24",-0.0113,,,,,
2024-10-31,42.49,42.94,42.1,42.12,40.56,3933838,3933838,-0.37,-0.87079,42.4125,"October 31, 24",-0.0087079,,,,,
2024-10-30,41.72,43.04,41.66,42.7,41.12,4102874,4102874,0.98,2.35,42.28,"October 30, 24",0.0235,2024-10-30,2024-11-13,0.42,2024-10-16,0.42
2024-10-29,42.5,42.85,42.09,42.24,40.27,3501345,3501345,-0.26,-0.61176,42.42,"October 29, 24",-0.0061176,,,,,
2024-10-28,41.96,42.84,41.81,42.74,40.75,4163222,4163222,0.78,1.86,42.3375,"October 28, 24",0.0186,,,,,
2024-10-25,42.28,42.29,41.4,41.51,39.57,4645500,4645500,-0.77,-1.82,41.87,"October 25, 24",-0.0182,,,,,
2024-10-24,41.6,42.01,41.22,41.74,39.79,2952035,2952035,0.14,0.33654,41.6425,"October 24, 24",0.0033654,,,,,
2024-10-23,41.29,41.68,41.09,41.44,39.51,3323518,3323518,0.15,0.36328,41.375,"October 23, 24",0.0036328,,,,,
2024-10-22,41.04,41.75,40.76,41.61,39.67,4904750,4904750,0.57,1.39,41.29,"October 22, 24",0.0139,,,,,
2024-10-21,42.26,42.61,40.93,41.06,39.14,6356883,6356883,-1.2,-2.84,41.715,"October 21, 24",-0.0284,,,,,
2024-10-18,42.33,42.57,41.8,42.47,40.49,5760325,5760325,0.14,0.33073,42.2925,"October 18, 24",0.0033073,,,,,
2024-10-17,42,42.47,41.58,42.13,40.17,7366640,7366640,0.13,0.30952,42.045,"October 17, 24",0.0030952,,,,,
2024-10-16,42.33,44.23,41.43,42.41,40.43,10866300,10866300,0.08,0.18899,42.6,"October 16, 24",0.0018899,,,,,
2024-10-15,43.62,44.39,43.26,43.48,41.45,5528536,5528536,-0.14,-0.32095,43.6875,"October 15, 24",-0.0032095,,,,,
2024-10-14,42.64,43.36,42.3,43.27,41.25,4091119,4091119,0.63,1.48,42.8925,"October 14, 24",0.0148,,,,,
2024-10-11,41.5,42.8,41.49,42.61,40.62,4844662,4844662,1.11,2.67,42.1,"October 11, 24",0.0267,,,,,
2024-10-10,41.26,41.77,41.11,41.3,39.37,3741159,3741159,0.04,0.09694619,41.36,"October 10, 24",0.0009694619,,,,,
2024-10-09,41.1,41.76,41.07,41.47,39.54,3959600,3959600,0.37,0.90024,41.35,"October 09, 24",0.0090024,,,,,
2024-10-08,41.18,41.55,41,41.21,39.29,5272800,5272800,0.03,0.0728509,41.235,"October 08, 24",0.000728509,,,,,
2024-10-07,41.32,41.7,40.83,41.17,39.25,3604043,3604043,-0.15,-0.36302,41.255,"October 07, 24",-0.0036302,,,,,
2024-10-04,40.83,41.38,40.65,41.18,39.26,4677900,4677900,0.35,0.85721,41.01,"October 04, 24",0.0085721,,,,,
2024-10-03,39.82,40.07,39.34,40.03,38.16,4191102,4191102,0.21,0.52737,39.815,"October 03, 24",0.0052737,,,,,
2024-10-02,39.7,40.43,39.61,40.05,38.18,4139334,4139334,0.35,0.88161,39.9475,"October 02, 24",0.0088161,,,,,
2024-10-01,40.66,40.82,39.5,39.92,38.06,5415248,5415248,-0.74,-1.82,40.225,"October 01, 24",-0.0182,,,,,
2024-09-30,40.79,41.21,40.43,41.07,39.15,4017901,4017901,0.28,0.68644,40.875,"September 30, 24",0.0068644,,,,,
2024-09-27,40.74,41.1,40.38,40.8,38.9,3554900,3554900,0.06,0.14728,40.755,"September 27, 24",0.0014728,,,,,
2024-09-26,40.66,40.81,40.27,40.52,38.63,4408207,4408207,-0.14,-0.34432,40.565,"September 26, 24",-0.0034432,,,,,
2024-09-25,40.7,40.84,40.1,40.24,38.36,4774300,4774300,-0.46,-1.13,40.47,"September 25, 24",-0.0113,,,,,
2024-09-24,41.11,41.49,40.49,40.76,38.86,3808304,3808304,-0.35,-0.85137,40.9625,"September 24, 24",-0.0085137,,,,,
2024-09-23,41.73,42.03,40.94,41.06,39.14,4410207,4410207,-0.67,-1.61,41.44,"September 23, 24",-0.0161,,,,,
2024-09-20,42.03,42.04,41.39,41.65,39.71,9965718,9965718,-0.38,-0.90412,41.7775,"September 20, 24",-0.0090412,,,,,
2024-09-19,41.69,42.41,41.05,42.21,40.24,6338599,6338599,0.52,1.25,41.84,"September 19, 24",0.0125,,,,,
2024-09-18,40.49,41.56,40.31,40.72,38.82,4328022,4328022,0.23,0.56804,40.77,"September 18, 24",0.0056804,,,,,
2024-09-17,40.72,41.41,40.34,40.54,38.65,3195400,3195400,-0.18,-0.44204,40.7525,"September 17, 24",-0.0044204,,,,,
2024-09-16,40.24,40.83,40.24,40.6,38.71,3794058,3794058,0.36,0.89463,40.4775,"September 16, 24",0.0089463,,,,,
2024-09-13,39.99,40.57,39.72,40.09,38.22,4415630,4415630,0.1,0.25006,40.0925,"September 13, 24",0.0025006,,,,,
2024-09-12,39.7,40.05,39.29,39.71,37.86,4846048,4846048,0.01,0.02518892,39.6875,"September 12, 24",0.0002518892,,,,,
2024-09-11,39.49,39.8,38.51,39.66,37.81,7187800,7187800,0.17,0.43049,39.365,"September 11, 24",0.0043049,,,,,
2024-09-10,41.6,41.6,39.62,40,38.13,8306249,8306249,-1.6,-3.85,40.705,"September 10, 24",-0.0385,,,,,
2024-09-09,41.05,41.74,40.76,41.45,39.52,5711501,5711501,0.4,0.97442,41.25,"September 09, 24",0.0097442,,,,,
2024-09-06,41.6,42.09,40.56,40.69,38.79,4990580,4990580,-0.91,-2.19,41.235,"September 06, 24",-0.0219,,,,,
2024-09-05,42.42,42.52,41.42,41.6,39.66,5204035,5204035,-0.82,-1.93,41.99,"September 05, 24",-0.0193,,,,,
2024-09-04,42.5,42.89,41.85,41.97,40.01,4787956,4787956,-0.53,-1.25,42.3025,"September 04, 24",-0.0125,,,,,
2024-09-03,42.75,43.08,42.45,42.67,40.68,4884500,4884500,-0.08,-0.18713,42.7375,"September 03, 24",-0.0018713,,,,,
2024-08-30,42.75,43.07,42.59,43.05,41.04,5165112,5165112,0.3,0.70175,42.865,"August 30, 24",0.0070175,,,,,
2024-08-29,42.82,43.1,42.21,42.68,40.69,5514042,5514042,-0.14,-0.32695,42.7025,"August 29, 24",-0.0032695,,,,,
2024-08-28,42.27,42.9,42.16,42.71,40.72,7314290,7314290,0.44,1.04,42.51,"August 28, 24",0.0104,,,,,
2024-08-27,42.56,42.72,42.22,42.27,40.3,4177500,4177500,-0.29,-0.68139,42.4425,"August 27, 24",-0.0068139,,,,,
2024-08-26,43.17,43.29,42.66,42.71,40.72,4037100,4037100,-0.46,-1.07,42.9575,"August 26, 24",-0.0107,,,,,
2024-08-23,41.77,43.3,41.55,42.89,40.89,5900096,5900096,1.12,2.68,42.3775,"August 23, 24",0.0268,,,,,
2024-08-22,41.23,41.78,41.11,41.38,39.45,2971600,2971600,0.15,0.36381,41.375,"August 22, 24",0.0036381,,,,,
2024-08-21,41.5,41.61,40.73,41.13,39.21,2980100,2980100,-0.37,-0.89157,41.2425,"August 21, 24",-0.0089157,,,,,
2024-08-20,41.37,41.57,41.12,41.21,39.29,3523802,3523802,-0.16,-0.38675,41.3175,"August 20, 24",-0.0038675,,,,,
2024-08-19,41.2,41.62,41.08,41.6,39.66,2594600,2594600,0.4,0.97087,41.375,"August 19, 24",0.0097087,,,,,
2024-08-16,40.59,41.39,40.59,41.23,39.31,3917600,3917600,0.64,1.58,40.95,"August 16, 24",0.0158,,,,,
2024-08-15,40.83,41.21,40.49,40.59,38.7,4645101,4645101,-0.24,-0.5878,40.78,"August 15, 24",-0.005878,,,,,
2024-08-14,39.93,40.21,39.66,40.11,38.24,2691032,2691032,0.18,0.45079,39.9775,"August 14, 24",0.0045079,,,,,
2024-08-13,39.81,40.02,39.3,39.69,37.84,4491400,4491400,-0.12,-0.30143,39.705,"August 13, 24",-0.0030143,,,,,
2024-08-12,39.9,40.84,39.37,39.5,37.66,5377814,5377814,-0.4,-1,39.9025,"August 12, 24",-0.01,,,,,
2024-08-09,39.75,39.99,39.43,39.59,37.74,3250322,3250322,-0.16,-0.40252,39.69,"August 09, 24",-0.0040252,,,,,
2024-08-08,38.96,39.81,38.85,39.77,37.92,4651100,4651100,0.81,2.08,39.3475,"August 08, 24",0.0208,,,,,
2024-08-07,39.59,40.04,38.36,38.39,36.6,5941740,5941740,-1.2,-3.03,39.095,"August 07, 24",-0.0303,,,,,
2024-08-06,38.16,39.52,37.87,38.85,37.04,5405649,5405649,0.69,1.81,38.6,"August 06, 24",0.0181,,,,,
2024-08-05,37.75,38.49,36.85,38.3,36.51,6805500,6805500,0.55,1.46,37.8475,"August 05, 24",0.0146,,,,,
2024-08-02,39.79,39.84,38.53,39.2,37.37,7856200,7856200,-0.59,-1.48,39.34,"August 02, 24",-0.0148,,,,,
2024-08-01,42.6,42.76,40.56,40.71,38.81,5431800,5431800,-1.89,-4.44,41.6575,"August 01, 24",-0.0444,,,,,
2024-07-31,42.58,43.46,42.52,42.67,40.68,5603044,5603044,0.09,0.21137,42.8075,"July 31, 24",0.0021137,2024-07-31,2024-08-14,0.42,2024-07-17,0.42
2024-07-30,43.28,43.75,43.13,43.2,40.78,5560824,5560824,-0.08,-0.18484,43.34,"July 30, 24",-0.0018484,,,,,
2024-07-29,43.32,43.5,42.83,43,40.59,8362400,8362400,-0.32,-0.73869,43.1625,"July 29, 24",-0.0073869,,,,,
2024-07-26,43.49,43.96,43.02,43.23,40.81,5802931,5802931,-0.26,-0.59784,43.425,"July 26, 24",-0.0059784,,,,,
2024-07-25,42.2,43.73,42.2,43.24,40.82,9362700,9362700,1.04,2.46,42.8425,"July 25, 24",0.0246,,,,,
2024-07-24,42.41,43.08,42.01,42.22,39.85,7490227,7490227,-0.19,-0.44801,42.43,"July 24, 24",-0.0044801,,,,,
2024-07-23,41.3,42.62,41.3,42.3,39.93,8802870,8802870,1,2.42,41.88,"July 23, 24",0.0242,,,,,
2024-07-22,40.84,41.41,40.43,41.4,39.08,6648400,6648400,0.56,1.37,41.02,"July 22, 24",0.0137,,,,,
2024-07-19,40.57,41.16,40.33,41,38.7,5799130,5799130,0.43,1.06,40.765,"July 19, 24",0.0106,,,,,
2024-07-18,40.72,41.94,40.49,40.75,38.47,9121404,9121404,0.03,0.07367387,40.975,"July 18, 24",0.0007367387,,,,,
2024-07-17,39.02,41.37,38.88,40.92,38.63,14373214,14373214,1.9,4.87,40.0475,"July 17, 24",0.0487,,,,,
2024-07-16,38.8,39.68,38.71,39.6,37.38,8452049,8452049,0.8,2.06,39.1975,"July 16, 24",0.0206,,,,,
2024-07-15,38.8,39.16,38.34,38.66,36.49,4354800,4354800,-0.14,-0.36082,38.74,"July 15, 24",-0.0036082,,,,,
2024-07-12,38.2,38.37,37.84,38.2,36.06,3809805,3809805,0,0,38.1525,"July 12, 24",0,,,,,
2024-07-11,37.18,38.27,37.05,38.2,36.06,6667530,6667530,1.02,2.74,37.675,"July 11, 24",0.0274,,,,,
2024-07-10,36.36,36.76,36.21,36.68,34.63,4769800,4769800,0.32,0.88009,36.5025,"July 10, 24",0.0088009,,,,,
2024-07-09,35.51,36.51,35.46,36.3,34.27,5263313,5263313,0.79,2.22,35.945,"July 09, 24",0.0222,,,,,
2024-07-08,35.51,35.8,35.21,35.55,33.56,5211247,5211247,0.04,0.11264,35.5175,"July 08, 24",0.0011264,,,,,
2024-07-05,35.98,36.11,35.15,35.24,33.27,6431300,6431300,-0.74,-2.06,35.62,"July 05, 24",-0.0206,,,,,
2024-07-03,36.49,36.56,35.9,36.05,34.03,2517215,2517215,-0.44,-1.21,36.25,"July 03, 24",-0.0121,,,,,
2024-07-02,35.61,36.4,35.58,36.38,34.34,4813100,4813100,0.77,2.16,35.9925,"July 02, 24",0.0216,,,,,
2024-07-01,36.21,36.49,35.83,35.83,33.82,4038445,4038445,-0.38,-1.05,36.09,"July 01, 24",-0.0105,,,,,
2024-06-28,35,36.06,34.86,36.03,34.01,8195700,8195700,1.03,2.94,35.4875,"June 28, 24",0.0294,,,,,
2024-06-27,34.4,34.72,34.2,34.63,32.69,3865220,3865220,0.23,0.6686,34.4875,"June 27, 24",0.006686,,,,,
2024-06-26,34.83,34.89,34.4,34.78,32.83,2782143,2782143,-0.045,-0.14355,34.725,"June 26, 24",-0.0014355,,,,,
2024-06-25,35.27,35.47,34.89,34.99,33.03,6662143,6662143,-0.28,-0.79388,35.155,"June 25, 24",-0.0079388,,,,,
2024-06-24,34.96,35.69,34.8,35.39,33.41,3601206,3601206,0.43,1.23,35.21,"June 24, 24",0.0123,,,,,
2024-06-21,34.72,34.89,34.37,34.77,32.82,7296304,7296304,0.05,0.14401,34.6875,"June 21, 24",0.0014401,,,,,
2024-06-20,34.6,34.87,34.47,34.68,32.74,3691700,3691700,0.08,0.23121,34.655,"June 20, 24",0.0023121,,,,,
2024-06-18,34.35,34.99,34.15,34.77,32.82,6284246,6284246,0.42,1.22,34.565,"June 18, 24",0.0122,,,,,
2024-06-17,34.04,34.51,33.67,34.5,32.57,4937000,4937000,0.46,1.35,34.18,"June 17, 24",0.0135,,,,,
2024-06-14,34.01,34.35,33.71,34.07,32.16,3156427,3156427,0.06,0.17642,34.035,"June 14, 24",0.0017642,,,,,
2024-06-13,34.91,35.11,34.34,34.49,32.56,4897049,4897049,-0.42,-1.2,34.7125,"June 13, 24",-0.012,,,,,
2024-06-12,34.92,35.82,34.92,35.16,33.19,7147949,7147949,0.24,0.68729,35.205,"June 12, 24",0.0068729,,,,,
2024-06-11,33.98,34.15,33.49,33.97,32.07,6270700,6270700,-0.01,-0.02942908,33.8975,"June 11, 24",-0.0002942908,,,,,
2024-06-10,33.92,34.68,32.82,34.38,32.45,12071800,12071800,0.46,1.36,33.95,"June 10, 24",0.0136,,,,,
2024-06-07,33.66,34.41,33.64,34.15,32.24,3702300,3702300,0.49,1.46,33.965,"June 07, 24",0.0146,,,,,
2024-06-06,34.18,34.39,33.87,34.06,32.15,3224230,3224230,-0.12,-0.35108,34.125,"June 06, 24",-0.0035108,,,,,
2024-06-05,34.36,34.4,33.89,34.11,32.2,3703320,3703320,-0.25,-0.72759,34.19,"June 05, 24",-0.0072759,,,,,
2024-06-04,34.26,34.87,34.04,34.17,32.26,5428700,5428700,-0.09,-0.2627,34.335,"June 04, 24",-0.002627,,,,,
2024-06-03,35.67,35.72,34.39,34.72,32.77,3849200,3849200,-0.95,-2.66,35.125,"June 03, 24",-0.0266,,,,,
2024-05-31,34.52,35.36,34.48,35.29,33.31,7351238,7351238,0.77,2.23,34.9125,"May 31, 24",0.0223,,,,,
2024-05-30,34.6,34.62,34.1,34.41,32.48,3084700,3084700,-0.19,-0.54913,34.4325,"May 30, 24",-0.0054913,,,,,
2024-05-29,33.96,34.24,33.59,34.2,32.28,3803147,3803147,0.24,0.70671,33.9975,"May 29, 24",0.0070671,,,,,
2024-05-28,35.32,35.55,34.48,34.66,32.72,4331976,4331976,-0.66,-1.87,35.0025,"May 28, 24",-0.0187,,,,,
2024-05-24,35.25,35.5,35.14,35.35,33.37,2349535,2349535,0.1,0.28369,35.31,"May 24, 24",0.0028369,,,,,
2024-05-23,35.98,36.05,34.96,35.12,33.15,3425807,3425807,-0.86,-2.39,35.5275,"May 23, 24",-0.0239,,,,,
2024-05-22,36.42,36.6,35.89,35.91,33.9,5300700,5300700,-0.51,-1.4,36.205,"May 22, 24",-0.014,,,,,
