date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,declarationDate,paymentDate,dividend,adjDividend
2025-09-24,194.94,195.71,191.94,192.31,192.08,962000,962000,-2.63,-1.35,193.725,"September 24, 25",-0.0135,,,,,
2025-09-23,198.44,199.61,193.92,194.51,194.28,1214200,1214200,-3.93,-1.98,196.62,"September 23, 25",-0.0198,,,,,
2025-09-22,188.84,201.94,188.2,197.96,197.72,2312458,2312458,9.12,4.83,194.235,"September 22, 25",0.0483,,,,,
2025-09-19,190.75,191.24,188.19,188.7,188.47,1284617,1284617,-2.05,-1.07,189.72,"September 19, 25",-0.0107,,,,,
2025-09-18,186.74,190.81,185.95,190.37,190.14,1004303,1004303,3.63,1.94,188.4675,"September 18, 25",0.0194,,,,,
2025-09-17,187.68,189.15,184.26,185.65,185.43,1209765,1209765,-2.03,-1.08,186.685,"September 17, 25",-0.0108,,,,,
2025-09-16,188.67,189.04,186.67,187.65,187.42,1083203,1083203,-1.02,-0.54063,188.0075,"September 16, 25",-0.0054063,,,,,
2025-09-15,189.63,191.48,188.29,188.34,188.11,757106,757106,-1.29,-0.68027,189.435,"September 15, 25",-0.0068027,,,,,
2025-09-12,191.04,191.55,188.47,188.82,188.59,821500,821500,-2.22,-1.16,189.97,"September 12, 25",-0.0116,,,,,
2025-09-11,190.13,192.36,189.07,192.18,191.95,1463700,1463700,2.05,1.08,190.935,"September 11, 25",0.0108,,,,,
2025-09-10,190.63,192.74,188.75,189.59,189.36,878926,878926,-1.04,-0.54556,190.4275,"September 10, 25",-0.0054556,,,,,
2025-09-09,190.77,190.77,188.36,190.06,189.83,1230200,1230200,-0.71,-0.37218,189.99,"September 09, 25",-0.0037218,,,,,
2025-09-08,193.7,194.01,189.37,190.93,190.7,1339908,1339908,-2.77,-1.43,192.0025,"September 08, 25",-0.0143,,,,,
2025-09-05,194.54,195.65,191.47,193.18,192.95,1355924,1355924,-1.36,-0.69909,193.71,"September 05, 25",-0.0069909,,,,,
2025-09-04,191.81,193.78,190,193.78,193.55,1403700,1403700,1.97,1.03,192.3425,"September 04, 25",0.0103,,,,,
2025-09-03,192.6,193.86,190.37,191.25,191.02,687000,687000,-1.35,-0.70093,192.02,"September 03, 25",-0.0070093,,,,,
2025-09-02,190.51,192.72,189,192.62,192.39,812900,812900,2.11,1.11,191.2125,"September 02, 25",0.0111,,,,,
2025-08-29,195.01,196.03,192.17,193.5,193.27,877407,877407,-1.51,-0.77432,194.1775,"August 29, 25",-0.0077432,,,,,
2025-08-28,196.54,196.54,194.23,195.18,194.95,876502,876502,-1.36,-0.69197,195.6225,"August 28, 25",-0.0069197,,,,,
2025-08-27,194.52,196.4,193.5,195.32,195.09,872628,872628,0.8,0.41127,194.935,"August 27, 25",0.0041127,,,,,
2025-08-26,193.04,195.59,192.54,195.34,195.11,1188394,1188394,2.3,1.19,194.1275,"August 26, 25",0.0119,,,,,
2025-08-25,195.86,196.5,193.18,193.31,193.08,672438,672438,-2.55,-1.3,194.7125,"August 25, 25",-0.013,,,,,
2025-08-22,192.93,197.82,191.52,195.74,195.51,853079,853079,2.81,1.46,194.5025,"August 22, 25",0.0146,,,,,
2025-08-21,191.97,192.83,191.08,191.41,191.18,557889,557889,-0.56,-0.29171,191.8225,"August 21, 25",-0.0029171,,,,,
2025-08-20,192.1,194.06,190.65,192.85,192.62,811543,811543,0.75,0.39042,192.415,"August 20, 25",0.0039042,,,,,
2025-08-19,190.51,193.72,190.19,192.68,192.45,730900,730900,2.17,1.14,191.775,"August 19, 25",0.0114,,,,,
2025-08-18,189.56,190.55,188.72,189.81,189.58,927248,927248,0.25,0.13188,189.66,"August 18, 25",0.0013188,,,,,
2025-08-15,191.59,191.59,188.82,189.16,188.93,763130,763130,-2.43,-1.27,190.29,"August 15, 25",-0.0127,,,,,
2025-08-14,192.7,192.93,189.03,190.97,190.74,842845,842845,-1.73,-0.89777,191.4075,"August 14, 25",-0.0089777,2025-08-14,2025-07-17,2025-08-28,0.25,0.25
2025-08-13,193.41,195.18,193.3,194.4,193.92,1063041,1063041,0.99,0.51187,194.0725,"August 13, 25",0.0051187,,,,,
2025-08-12,193.03,194.55,192.54,192.91,192.43,891100,891100,-0.12,-0.0621665,193.2575,"August 12, 25",-0.000621665,,,,,
2025-08-11,192.11,193.25,190.08,191.91,191.44,1475723,1475723,-0.2,-0.10411,191.8375,"August 11, 25",-0.0010411,,,,,
2025-08-08,188.82,192.49,188.25,191.42,190.95,1777700,1777700,2.6,1.38,190.245,"August 08, 25",0.0138,,,,,
2025-08-07,190.12,190.12,187.14,187.91,187.45,1260500,1260500,-2.21,-1.16,188.8225,"August 07, 25",-0.0116,,,,,
2025-08-06,189.38,190.4,187.57,188.35,187.88,1263908,1263908,-1.03,-0.54388,188.925,"August 06, 25",-0.0054388,,,,,
2025-08-05,188.14,189.62,187.44,188.89,188.42,1863631,1863631,0.75,0.39864,188.5225,"August 05, 25",0.0039864,,,,,
2025-08-04,187.71,188.02,186.05,186.99,186.53,1468624,1468624,-0.72,-0.38357,187.1925,"August 04, 25",-0.0038357,,,,,
2025-08-01,188.52,189.28,185.64,186.89,186.43,1235416,1235416,-1.63,-0.86463,187.5825,"August 01, 25",-0.0086463,,,,,
2025-07-31,190.64,192.77,188.99,192.05,191.58,1941500,1941500,1.41,0.73961,191.1125,"July 31, 25",0.0073961,,,,,
2025-07-30,193.7,193.7,189.34,190.64,190.17,2763070,2763070,-3.06,-1.58,191.845,"July 30, 25",-0.0158,,,,,
2025-07-29,199,199,191.71,192.78,192.3,2432500,2432500,-6.22,-3.13,195.6225,"July 29, 25",-0.0313,,,,,
2025-07-28,198.79,199.2,195.41,197.01,196.52,1354829,1354829,-1.78,-0.89542,197.6025,"July 28, 25",-0.0089542,,,,,
2025-07-25,200.7,201,193.15,197.21,196.72,1993903,1993903,-3.49,-1.74,198.015,"July 25, 25",-0.0174,,,,,
2025-07-24,207.74,211,200.3,200.7,200.2,2333853,2333853,-7.04,-3.39,204.935,"July 24, 25",-0.0339,,,,,
2025-07-23,213.14,214.53,212.01,214.38,213.85,1194212,1194212,1.24,0.58178,213.515,"July 23, 25",0.0058178,,,,,
2025-07-22,210.17,212.26,208.67,211.89,211.37,1043000,1043000,1.72,0.81839,210.7475,"July 22, 25",0.0081839,,,,,
2025-07-21,212.59,212.61,209.76,209.88,209.36,721603,721603,-2.71,-1.27,211.21,"July 21, 25",-0.0127,,,,,
2025-07-18,213.19,213.19,210.56,211.91,211.39,813745,813745,-1.28,-0.6004,212.2125,"July 18, 25",-0.006004,,,,,
2025-07-17,210.59,213.28,210.19,212.7,212.17,832700,832700,2.11,1,211.69,"July 17, 25",0.01,,,,,
2025-07-16,210.55,211.61,207.27,211.54,211.02,979932,979932,0.99,0.4702,210.2425,"July 16, 25",0.004702,,,,,
2025-07-15,213.12,213.12,210.23,210.61,210.09,750352,750352,-2.51,-1.18,211.77,"July 15, 25",-0.0118,,,,,
2025-07-14,212.97,213.46,211.32,212.97,212.44,592548,592548,0,0,212.68,"July 14, 25",0,,,,,
2025-07-11,213.09,213.9,211.8,213.66,213.13,646800,646800,0.57,0.26749,213.1125,"July 11, 25",0.0026749,,,,,
2025-07-10,213.05,216.08,212.1,213.75,213.22,772600,772600,0.7,0.32856,213.745,"July 10, 25",0.0032856,,,,,
2025-07-09,213.61,213.61,210.72,213.05,212.52,648412,648412,-0.56,-0.26216,212.7475,"July 09, 25",-0.0026216,,,,,
2025-07-08,213.94,216.1,211.62,211.78,211.26,1269090,1269090,-2.16,-1.01,213.36,"July 08, 25",-0.0101,,,,,
2025-07-07,214.12,215.52,211.73,213.1,212.57,931400,931400,-1.02,-0.47637,213.6175,"July 07, 25",-0.0047637,,,,,
2025-07-03,214.08,215.83,214.08,214.37,213.84,577000,577000,0.29,0.13546,214.59,"July 03, 25",0.0013546,,,,,
2025-07-02,210.63,213.94,209.85,213.88,213.35,1244600,1244600,3.25,1.54,212.075,"July 02, 25",0.0154,,,,,
2025-07-01,208.28,210.88,208.17,209.34,208.82,1121114,1121114,1.06,0.50893,209.1675,"July 01, 25",0.0050893,,,,,
2025-06-30,207.78,210.27,206.93,209.35,208.83,1255319,1255319,1.57,0.75561,208.5825,"June 30, 25",0.0075561,,,,,
2025-06-27,206.98,208.66,205.62,207.69,207.18,1172000,1172000,0.71,0.34303,207.2375,"June 27, 25",0.0034303,,,,,
2025-06-26,204.74,208.05,203.05,206.29,205.78,1055336,1055336,1.55,0.75706,205.5325,"June 26, 25",0.0075706,,,,,
2025-06-25,206.38,206.49,202.48,203.77,203.27,927111,927111,-2.61,-1.26,204.78,"June 25, 25",-0.0126,,,,,
2025-06-24,203.59,206.14,202.67,205.87,205.36,810800,810800,2.28,1.12,204.5675,"June 24, 25",0.0112,,,,,
2025-06-23,200.05,202.25,197.85,202.19,201.69,788992,788992,2.14,1.07,200.585,"June 23, 25",0.0107,,,,,
2025-06-20,201.2,201.58,198.46,199.98,199.49,2732152,2732152,-1.22,-0.60636,200.305,"June 20, 25",-0.0060636,,,,,
2025-06-18,200.63,202.71,199.72,200.81,200.31,760544,760544,0.18,0.08971739,200.9675,"June 18, 25",0.0008971739,,,,,
2025-06-17,202.6,203.17,200.27,200.93,200.43,740700,740700,-1.67,-0.82428,201.7425,"June 17, 25",-0.0082428,,,,,
2025-06-16,203.33,205.16,202.14,203.5,203,645237,645237,0.17,0.08360793,203.5325,"June 16, 25",0.0008360793,,,,,
2025-06-13,202.06,204.01,201.03,201.7,201.2,589340,589340,-0.36,-0.17816,202.2,"June 13, 25",-0.0017816,,,,,
2025-06-12,202.89,204.61,202.67,203.86,203.36,631594,631594,0.97,0.47809,203.5075,"June 12, 25",0.0047809,,,,,
2025-06-11,204.71,205.27,202.83,204.09,203.59,688908,688908,-0.62,-0.30287,204.225,"June 11, 25",-0.0030287,,,,,
2025-06-10,205.63,205.98,203.61,204.52,204.01,646921,646921,-1.11,-0.5398,204.935,"June 10, 25",-0.005398,,,,,
2025-06-09,206.62,207.04,205.04,205.37,204.86,594417,594417,-1.25,-0.60498,206.0175,"June 09, 25",-0.0060498,,,,,
2025-06-06,206.83,207.16,204.94,206.23,205.72,768709,768709,-0.6,-0.29009,206.29,"June 06, 25",-0.0029009,,,,,
2025-06-05,204.77,205.3,202.97,204.17,203.67,677245,677245,-0.6,-0.29301,204.3025,"June 05, 25",-0.0029301,,,,,
2025-06-04,204.5,205.43,203.61,203.94,203.44,596800,596800,-0.56,-0.27384,204.37,"June 04, 25",-0.0027384,,,,,
2025-06-03,201.73,204.17,200.26,203.58,203.08,896600,896600,1.85,0.91707,202.435,"June 03, 25",0.0091707,,,,,
2025-06-02,202.07,202.4,199.47,201.73,201.23,797042,797042,-0.34,-0.16826,201.4175,"June 02, 25",-0.0016826,,,,,
2025-05-30,201.19,203.34,199.86,202.32,201.82,1785700,1785700,1.13,0.56166,201.6775,"May 30, 25",0.0056166,,,,,
2025-05-29,202.4,202.82,199.9,201.45,200.95,645300,645300,-0.95,-0.46937,201.6425,"May 29, 25",-0.0046937,,,,,
2025-05-28,203.75,203.81,201.11,201.33,200.83,902500,902500,-2.42,-1.19,202.5,"May 28, 25",-0.0119,,,,,
2025-05-27,201.78,203.46,199.55,203.22,202.72,633034,633034,1.44,0.71365,202.0025,"May 27, 25",0.0071365,2025-05-27,2025-05-15,2025-06-10,0.25,0.25
2025-05-23,197.36,200.51,195.99,199.32,198.58,626363,626363,1.96,0.99311,198.295,"May 23, 25",0.0099311,,,,,
2025-05-22,200.99,201.6,199.41,200.19,199.45,636250,636250,-0.8,-0.39803,200.5475,"May 22, 25",-0.0039803,,,,,
2025-05-21,203.82,204.32,200.4,200.81,200.06,1009100,1009100,-3.01,-1.48,202.3375,"May 21, 25",-0.0148,,,,,
2025-05-20,205.52,206.29,203.76,204.75,203.99,1406900,1406900,-0.77,-0.37466,205.08,"May 20, 25",-0.0037466,,,,,
2025-05-19,203.08,207.7,203.08,207.16,206.39,603000,603000,4.08,2.01,205.255,"May 19, 25",0.0201,,,,,
2025-05-16,204.47,206.31,203.23,205.69,204.93,982900,982900,1.22,0.59666,204.925,"May 16, 25",0.0059666,,,,,
2025-05-15,202.75,205.46,202.71,204.24,203.48,859200,859200,1.49,0.7349,203.79,"May 15, 25",0.007349,,,,,
2025-05-14,203.35,204.09,202.39,203.78,203.02,1101200,1101200,0.43,0.21146,203.4025,"May 14, 25",0.0021146,,,,,
2025-05-13,202.13,205.04,201.22,203.85,203.09,828151,828151,1.72,0.85094,203.06,"May 13, 25",0.0085094,,,,,
2025-05-12,199,202.08,198.73,200.99,200.24,1088216,1088216,1.99,1,200.2,"May 12, 25",0.01,,,,,
2025-05-09,192.72,193.14,190.94,192.62,191.91,435100,435100,-0.1,-0.05188875,192.355,"May 09, 25",-0.0005188875,,,,,
2025-05-08,192.11,194.15,189.41,191.75,191.04,635100,635100,-0.36,-0.18739,191.855,"May 08, 25",-0.0018739,,,,,
2025-05-07,189.62,190.48,188.31,189.7,189,589205,589205,0.08,0.04218964,189.5275,"May 07, 25",0.0004218964,,,,,
2025-05-06,188.8,191.12,186.8,189.19,188.49,1047700,1047700,0.39,0.20657,188.9775,"May 06, 25",0.0020657,,,,,
2025-05-05,189.4,192.7,188.7,190.79,190.08,471134,471134,1.39,0.7339,190.3975,"May 05, 25",0.007339,,,,,
2025-05-02,190.61,192.54,189.38,191.39,190.68,663541,663541,0.78,0.40921,190.98,"May 02, 25",0.0040921,,,,,
2025-05-01,185,188.68,183.98,186.92,186.23,864600,864600,1.92,1.04,186.145,"May 01, 25",0.0104,,,,,
2025-04-30,181.9,185.1,180.06,184.74,184.05,1168300,1168300,2.84,1.56,182.95,"April 30, 25",0.0156,,,,,
2025-04-29,181.88,184.83,181.16,184.36,183.68,816700,816700,2.48,1.36,183.0575,"April 29, 25",0.0136,,,,,
2025-04-28,184.28,186.53,181.9,183.23,182.55,830271,830271,-1.05,-0.56979,183.985,"April 28, 25",-0.0056979,,,,,
2025-04-25,184.64,185.61,183.09,184.03,183.35,595500,595500,-0.61,-0.33037,184.3425,"April 25, 25",-0.0033037,,,,,
2025-04-24,179.25,186.28,179.25,185.38,184.69,1365431,1365431,6.13,3.42,182.54,"April 24, 25",0.0342,,,,,
2025-04-23,183.62,191.74,179.79,181.97,181.29,2173800,2173800,-1.65,-0.89859,184.28,"April 23, 25",-0.0089859,,,,,
2025-04-22,169.77,172.6,168.83,171.76,171.12,894293,894293,1.99,1.17,170.74,"April 22, 25",0.0117,,,,,
2025-04-21,168.74,170.29,165.17,167.06,166.44,914092,914092,-1.68,-0.99561,167.815,"April 21, 25",-0.0099561,,,,,
2025-04-17,170.02,172.67,169.44,170.93,170.3,927510,927510,0.91,0.53523,170.765,"April 17, 25",0.0053523,,,,,
2025-04-16,171.5,172.84,168.09,169.71,169.08,761200,761200,-1.79,-1.04,170.535,"April 16, 25",-0.0104,,,,,
2025-04-15,173.32,174.4,172.02,172.59,171.95,605900,605900,-0.73,-0.42119,173.0825,"April 15, 25",-0.0042119,,,,,
2025-04-14,175,175.09,171.93,173.28,172.64,694800,694800,-1.72,-0.98286,173.825,"April 14, 25",-0.0098286,,,,,
2025-04-11,168.79,172.98,165,171.75,171.11,862928,862928,2.96,1.75,169.63,"April 11, 25",0.0175,,,,,
2025-04-10,170.34,171.85,163.85,168.67,168.04,1383900,1383900,-1.67,-0.98039,168.6775,"April 10, 25",-0.0098039,,,,,
2025-04-09,158.39,176.47,157.56,175.82,175.17,1641250,1641250,17.43,11,167.06,"April 09, 25",0.11,,,,,
2025-04-08,166.94,166.94,157.19,160.22,159.63,878705,878705,-6.72,-4.03,162.8225,"April 08, 25",-0.0403,,,,,
2025-04-07,156.91,166.76,151.81,161.42,160.82,1779400,1779400,4.51,2.87,159.225,"April 07, 25",0.0287,,,,,
2025-04-04,166.41,166.41,158.54,160.95,160.35,1372367,1372367,-5.46,-3.28,163.0775,"April 04, 25",-0.0328,,,,,
2025-04-03,178.72,180.79,173.43,173.58,172.94,1217569,1217569,-5.14,-2.88,176.63,"April 03, 25",-0.0288,,,,,
2025-04-02,180.98,186.54,180.98,185.91,185.22,727139,727139,4.93,2.72,183.6025,"April 02, 25",0.0272,,,,,
2025-04-01,180.26,184.24,180.26,183.66,182.98,758300,758300,3.4,1.89,182.105,"April 01, 25",0.0189,,,,,
2025-03-31,177.6,183.3,176.46,181.35,180.68,1484000,1484000,3.75,2.11,179.6775,"March 31, 25",0.0211,,,,,
2025-03-28,185.74,186.42,179.49,181.79,181.12,1276700,1276700,-3.95,-2.13,183.36,"March 28, 25",-0.0213,,,,,
2025-03-27,187.5,188.48,184.59,186.92,186.23,653300,653300,-0.58,-0.30933,186.8725,"March 27, 25",-0.0030933,,,,,
2025-03-26,189.52,190.21,186.58,187.69,186.99,540100,540100,-1.83,-0.9656,188.5,"March 26, 25",-0.009656,,,,,
2025-03-25,188.94,189.98,187.79,189.6,188.9,758800,758800,0.66,0.34932,189.0775,"March 25, 25",0.0034932,,,,,
2025-03-24,186.06,189.14,185.88,188.86,188.16,846327,846327,2.8,1.5,187.485,"March 24, 25",0.015,,,,,
2025-03-21,184.05,185.08,181.82,184.78,184.09,2909082,2909082,0.73,0.39663,183.9325,"March 21, 25",0.0039663,,,,,
2025-03-20,183.57,186.54,183.57,185.41,184.72,765051,765051,1.84,1,184.7725,"March 20, 25",0.01,,,,,
2025-03-19,182.11,186.88,181.97,185.6,184.91,845000,845000,3.49,1.92,184.14,"March 19, 25",0.0192,,,,,
2025-03-18,182.58,183.82,181,181.75,181.08,1145900,1145900,-0.83,-0.4546,182.2875,"March 18, 25",-0.004546,,,,,
2025-03-17,178.72,182.49,178.44,181.87,181.2,923348,923348,3.15,1.76,180.38,"March 17, 25",0.0176,,,,,
2025-03-14,178.63,179.28,175.5,178.69,178.03,1059108,1059108,0.06,0.03358898,178.025,"March 14, 25",0.0003358898,,,,,
2025-03-13,174.81,176.99,174.36,176.25,175.6,1175896,1175896,1.44,0.82375,175.6025,"March 13, 25",0.0082375,,,,,
2025-03-12,178.39,178.39,174.76,176,175.35,802384,802384,-2.39,-1.34,176.885,"March 12, 25",-0.0134,,,,,
2025-03-11,175.59,178.09,174.27,175.92,175.27,1413805,1413805,0.33,0.18794,175.9675,"March 11, 25",0.0018794,,,,,
2025-03-10,176.06,178.08,173.97,175.5,174.85,1488924,1488924,-0.56,-0.31807,175.9025,"March 10, 25",-0.0031807,,,,,
