date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,dividend,adjDividend,recordDate,declarationDate
2025-10-14,117,120.4,116.85,120.12,119.71,2770400,2770400,3.12,2.67,118.5925,"October 14, 25",0.0267,,,,,
2025-10-13,116.73,118.7,116.71,117.54,117.14,2575642,2575642,0.81,0.69391,117.42,"October 13, 25",0.0069391,,,,,
2025-10-10,118,118.73,116,116.03,115.63,2096485,2096485,-1.97,-1.67,117.19,"October 10, 25",-0.0167,,,,,
2025-10-09,118.56,118.81,117.04,117.61,117.21,2152344,2152344,-0.95,-0.80128,118.005,"October 09, 25",-0.0080128,,,,,
2025-10-08,117.66,118.57,116.54,117.85,117.45,2445178,2445178,0.19,0.16148,117.655,"October 08, 25",0.0016148,,,,,
2025-10-07,118.47,118.8,115.84,116.34,115.94,3738824,3738824,-2.13,-1.8,117.3625,"October 07, 25",-0.018,,,,,
2025-10-06,120.19,120.27,117.96,118.14,117.74,4908228,4908228,-2.05,-1.71,119.14,"October 06, 25",-0.0171,,,,,
2025-10-03,121.14,121.24,119.42,119.96,119.55,3406628,3406628,-1.18,-0.97408,120.44,"October 03, 25",-0.0097408,,,,,
2025-10-02,119.91,121.36,119.48,121.14,120.73,4300653,4300653,1.23,1.03,120.4725,"October 02, 25",0.0103,,,,,
2025-10-01,119.36,121.88,119.31,119.85,119.44,5300587,5300587,0.49,0.41052,120.1,"October 01, 25",0.0041052,,,,,
2025-09-30,120.95,121.66,118.23,119.9,119.49,7868600,7868600,-1.05,-0.86813,120.185,"September 30, 25",-0.0086813,,,,,
2025-09-29,113.51,114.72,111.15,114.59,114.2,5699129,5699129,1.09,0.95146,113.4925,"September 29, 25",0.0095146,,,,,
2025-09-26,112.7,114.24,111.63,113.67,113.28,3691400,3691400,0.97,0.86069,113.06,"September 26, 25",0.0086069,,,,,
2025-09-25,109.21,111.9,109.21,111.78,111.4,3537881,3537881,2.57,2.35,110.525,"September 25, 25",0.0235,,,,,
2025-09-24,114.03,114.56,111.89,112.6,112.22,4324313,4324313,-1.43,-1.25,113.27,"September 24, 25",-0.0125,,,,,
2025-09-23,114.48,116.36,113.5,114.1,113.71,5731300,5731300,-0.38,-0.33194,114.61,"September 23, 25",-0.0033194,,,,,
2025-09-22,113.22,115.09,112.92,114.72,114.33,4596435,4596435,1.5,1.32,113.9875,"September 22, 25",0.0132,,,,,
2025-09-19,113.13,113.42,112.21,113.09,112.7,5842229,5842229,-0.04,-0.03535755,112.9625,"September 19, 25",-0.0003535755,,,,,
2025-09-18,111.6,112.9,110.95,112.46,112.08,2649100,2649100,0.86,0.77061,111.9775,"September 18, 25",0.0077061,,,,,
2025-09-17,112.74,114.04,110.68,111.25,110.87,2877300,2877300,-1.49,-1.32,112.1775,"September 17, 25",-0.0132,,,,,
2025-09-16,114.05,114.05,112.08,112.53,112.15,3132112,3132112,-1.52,-1.33,113.1775,"September 16, 25",-0.0133,,,,,
2025-09-15,113.79,114.47,112.95,113.24,112.85,2777043,2777043,-0.55,-0.48335,113.6125,"September 15, 25",-0.0048335,,,,,
2025-09-12,113.96,114.83,113.38,113.39,113,2974100,2974100,-0.57,-0.50018,113.89,"September 12, 25",-0.0050018,,,,,
2025-09-11,112.14,114.55,111.64,114.47,114.08,4090924,4090924,2.33,2.08,113.2,"September 11, 25",0.0208,,,,,
2025-09-10,111.08,111.76,110.69,111.26,110.88,3674985,3674985,0.18,0.16205,111.1975,"September 10, 25",0.0016205,,,,,
2025-09-09,112.32,112.32,110.54,110.72,110.34,2738458,2738458,-1.6,-1.42,111.475,"September 09, 25",-0.0142,,,,,
2025-09-08,111.45,113.06,109.39,112.06,111.68,3899448,3899448,0.61,0.54733,111.49,"September 08, 25",0.0054733,,,,,
2025-09-05,112.14,112.78,110.7,112.36,111.98,3599700,3599700,0.22,0.19618,111.995,"September 05, 25",0.0019618,,,,,
2025-09-04,111.76,112.08,110.32,111.61,111.23,3427400,3427400,-0.15,-0.13422,111.4425,"September 04, 25",-0.0013422,,,,,
2025-09-03,111.67,111.99,110.42,111.91,111.53,2375800,2375800,0.24,0.21492,111.4975,"September 03, 25",0.0021492,,,,,
2025-09-02,109.19,111.45,108.86,111.28,110.9,4067100,4067100,2.09,1.91,110.195,"September 02, 25",0.0191,,,,,
2025-08-29,113.22,113.32,111.67,112.95,112.56,3532134,3532134,-0.27,-0.23847,112.79,"August 29, 25",-0.0023847,,,,,
2025-08-28,113.36,113.7,112.38,113.19,112.8,5214831,5214831,-0.17,-0.14996,113.1575,"August 28, 25",-0.0014996,,,,,
2025-08-27,113.76,114.27,113.24,113.24,112.85,4026248,4026248,-0.52,-0.4571,113.6275,"August 27, 25",-0.004571,,,,,
2025-08-26,111.64,114.4,111.47,114.27,113.88,5092030,5092030,2.63,2.36,112.945,"August 26, 25",0.0236,,,,,
2025-08-25,113.3,113.63,112.54,112.59,112.21,3881900,3881900,-0.71,-0.62665,113.015,"August 25, 25",-0.0062665,,,,,
2025-08-22,110.69,113.57,110.57,113.33,112.94,2966000,2966000,2.64,2.39,112.04,"August 22, 25",0.0239,2025-09-24,0.37,0.37,2025-08-22,2025-08-06
2025-08-21,109.79,111.15,109.69,110.72,109.97,1901025,1901025,0.93,0.84707,110.3375,"August 21, 25",0.0084707,,,,,
2025-08-20,111.65,112.31,109.8,110.77,110.02,4046227,4046227,-0.88,-0.78818,111.1325,"August 20, 25",-0.0078818,,,,,
2025-08-19,112.1,113.43,111.82,112.44,111.68,4342200,4342200,0.34,0.3033,112.4475,"August 19, 25",0.003033,,,,,
2025-08-18,110.99,111.71,110.11,111.53,110.78,6303223,6303223,0.545,0.48653,111.085,"August 18, 25",0.0048653,,,,,
2025-08-15,112.38,112.41,110.73,110.84,110.09,2780213,2780213,-1.54,-1.37,111.59,"August 15, 25",-0.0137,,,,,
2025-08-14,112.89,113.13,111.47,111.75,111,2892100,2892100,-1.14,-1.01,112.31,"August 14, 25",-0.0101,,,,,
2025-08-13,112.97,113.95,111.6,113.65,112.88,5807702,5807702,0.68,0.60193,113.0425,"August 13, 25",0.0060193,,,,,
2025-08-12,108.26,112.19,107.88,112.03,111.27,7540956,7540956,3.77,3.48,110.09,"August 12, 25",0.0348,,,,,
2025-08-11,108.35,108.76,106.43,107.42,106.7,4483631,4483631,-0.93,-0.85833,107.74,"August 11, 25",-0.0085833,,,,,
2025-08-08,107,109.99,106.91,109.3,108.56,7683873,7683873,2.3,2.15,108.3,"August 08, 25",0.0215,,,,,
2025-08-07,106.13,107.2,104.5,106.92,106.2,9760806,9760806,0.79,0.74437,106.1875,"August 07, 25",0.0074437,,,,,
2025-08-06,97.55,98.51,97,97.6,96.94,4679900,4679900,0.05,0.05125577,97.665,"August 06, 25",0.0005125577,,,,,
2025-08-05,97.72,98.08,95.9,97.95,97.29,3508800,3508800,0.23,0.23537,97.4125,"August 05, 25",0.0023537,,,,,
2025-08-04,96,98.64,95.78,98.22,97.56,3814035,3814035,2.22,2.31,97.16,"August 04, 25",0.0231,,,,,
2025-08-01,94.29,95.78,93.58,95.24,94.6,2876300,2876300,0.95,1.01,94.7225,"August 01, 25",0.0101,,,,,
2025-07-31,95.33,96.11,94.5,95.45,94.81,3998935,3998935,0.12,0.12588,95.3475,"July 31, 25",0.0012588,,,,,
2025-07-30,97.54,98.02,96.11,96.52,95.87,3093700,3093700,-1.02,-1.05,97.0475,"July 30, 25",-0.0105,,,,,
2025-07-29,100.17,100.17,97.23,97.24,96.58,3034023,3034023,-2.93,-2.93,98.7025,"July 29, 25",-0.0293,,,,,
2025-07-28,100.02,100.02,98.18,98.54,97.88,5037200,5037200,-1.48,-1.48,99.19,"July 28, 25",-0.0148,,,,,
2025-07-25,96.77,100.23,96.77,100.06,99.39,8790514,8790514,3.29,3.4,98.4575,"July 25, 25",0.034,,,,,
2025-07-24,95.85,97.35,95.61,97.17,96.51,3068943,3068943,1.32,1.38,96.495,"July 24, 25",0.0138,,,,,
2025-07-23,96.3,97.03,95.86,96.83,96.18,3373702,3373702,0.53,0.55036,96.505,"July 23, 25",0.0055036,,,,,
2025-07-22,93.8,95.86,93.71,95.54,94.9,2703100,2703100,1.75,1.86,94.7275,"July 22, 25",0.0186,,,,,
2025-07-21,94.25,94.95,93.89,94.25,93.61,3526600,3526600,0,0,94.335,"July 21, 25",0,,,,,
2025-07-18,93.4,94.07,92.66,94.06,93.43,3778517,3778517,0.66,0.70664,93.5475,"July 18, 25",0.0070664,,,,,
2025-07-17,92.72,93.22,91.26,92.94,92.31,4261400,4261400,0.22,0.23727,92.535,"July 17, 25",0.0023727,,,,,
2025-07-16,94.18,94.25,91.22,92.88,92.25,5764500,5764500,-1.3,-1.38,93.1325,"July 16, 25",-0.0138,,,,,
2025-07-15,96.94,96.95,94.02,94.19,93.55,3616836,3616836,-2.75,-2.84,95.525,"July 15, 25",-0.0284,,,,,
2025-07-14,94.43,94.96,94.01,94.84,94.2,2203210,2203210,0.41,0.43418,94.56,"July 14, 25",0.0043418,,,,,
2025-07-11,95.45,95.54,94.65,95.24,94.6,2318304,2318304,-0.21,-0.22001,95.22,"July 11, 25",-0.0022001,,,,,
2025-07-10,96.08,96.56,95.61,95.89,95.24,3676100,3676100,-0.19,-0.19775,96.035,"July 10, 25",-0.0019775,,,,,
2025-07-09,95.66,96.54,94.44,96.47,95.82,3264630,3264630,0.81,0.84675,95.7775,"July 09, 25",0.0084675,,,,,
2025-07-08,94.64,95.09,94.01,94.65,94.01,2980200,2980200,0.01,0.01056636,94.5975,"July 08, 25",0.0001056636,,,,,
2025-07-07,95.09,95.56,93.71,94.34,93.7,2804412,2804412,-0.75,-0.78873,94.675,"July 07, 25",-0.0078873,,,,,
2025-07-03,95,95.67,94.74,94.94,94.3,2931812,2931812,-0.06,-0.06315789,95.0875,"July 03, 25",-0.0006315789,,,,,
2025-07-02,94.07,94.53,93.37,94.47,93.83,3432828,3432828,0.4,0.42522,94.11,"July 02, 25",0.0042522,,,,,
2025-07-01,91.86,94.73,91.43,93.3,92.67,4072900,4072900,1.44,1.57,92.83,"July 01, 25",0.0157,,,,,
2025-06-30,91.54,92.34,91.22,91.8,91.18,4242323,4242323,0.26,0.28403,91.725,"June 30, 25",0.0028403,,,,,
2025-06-27,90.17,91.97,89.63,91.52,90.9,6725900,6725900,1.35,1.5,90.8225,"June 27, 25",0.015,,,,,
2025-06-26,88.36,89.49,86.97,89.07,88.47,5252300,5252300,0.71,0.80353,88.4725,"June 26, 25",0.0080353,,,,,
2025-06-25,91.15,91.46,88.64,88.67,88.07,3654749,3654749,-2.48,-2.72,89.98,"June 25, 25",-0.0272,,,,,
2025-06-24,90.99,91.68,90.02,91.52,90.9,5003823,5003823,0.53,0.58248,91.0525,"June 24, 25",0.0058248,,,,,
2025-06-23,87.51,89.93,86.83,89.93,89.32,5250331,5250331,2.42,2.77,88.55,"June 23, 25",0.0277,,,,,
2025-06-20,87.56,88.94,87.4,88.15,87.56,8114179,8114179,0.59,0.67382,88.0125,"June 20, 25",0.0067382,,,,,
2025-06-18,89,90.79,88.92,89.03,88.43,3825500,3825500,0.03,0.03370787,89.435,"June 18, 25",0.0003370787,,,,,
2025-06-17,90.61,90.65,89.58,89.81,89.2,2589653,2589653,-0.8,-0.8829,90.1625,"June 17, 25",-0.008829,,,,,
2025-06-16,90.89,91.72,90.19,90.51,89.9,3928000,3928000,-0.38,-0.41809,90.8275,"June 16, 25",-0.0041809,,,,,
2025-06-13,89.84,91.39,89.69,90.04,89.43,2528100,2528100,0.205,0.22262,90.24,"June 13, 25",0.0022262,,,,,
2025-06-12,90.59,93.42,90.36,92.61,91.99,3436000,3436000,2.02,2.23,91.745,"June 12, 25",0.0223,,,,,
2025-06-11,93.14,93.24,90.68,91.08,90.47,3900950,3900950,-2.06,-2.21,92.035,"June 11, 25",-0.0221,,,,,
2025-06-10,93.26,93.76,92.42,92.9,92.27,3236600,3236600,-0.36,-0.38602,93.085,"June 10, 25",-0.0038602,,,,,
2025-06-09,92.33,93.53,91.92,93.18,92.55,3466500,3466500,0.85,0.92061,92.74,"June 09, 25",0.0092061,,,,,
2025-06-06,93.42,93.71,92.01,92.54,91.92,2151455,2151455,-0.88,-0.94198,92.92,"June 06, 25",-0.0094198,,,,,
2025-06-05,92.06,93.22,90.75,92.8,92.17,3750352,3750352,0.74,0.80382,92.2075,"June 05, 25",0.0080382,,,,,
2025-06-04,91.31,91.79,90.82,90.88,90.27,2878246,2878246,-0.43,-0.47092,91.2,"June 04, 25",-0.0047092,,,,,
2025-06-03,90.56,91.76,90.35,91.12,90.51,3891250,3891250,0.56,0.61837,90.9475,"June 03, 25",0.0061837,,,,,
2025-06-02,90.64,91,88.85,90.99,90.38,4916983,4916983,0.35,0.38614,90.37,"June 02, 25",0.0038614,,,,,
2025-05-30,90.23,91.42,89.29,91.16,90.55,8756709,8756709,0.93,1.03,90.525,"May 30, 25",0.0103,,,,,
2025-05-29,92.68,92.75,91.13,91.96,91.34,5640309,5640309,-0.72,-0.77687,92.13,"May 29, 25",-0.0077687,,,,,
2025-05-28,94.48,94.7,91.8,91.96,91.34,3420256,3420256,-2.52,-2.67,93.235,"May 28, 25",-0.0267,,,,,
2025-05-27,95.12,95.7,94.56,95.21,94.57,3933185,3933185,0.09,0.09461733,95.1475,"May 27, 25",0.0009461733,,,,,
2025-05-23,92.97,94.75,92.8,94.09,93.46,5235921,5235921,1.12,1.2,93.6525,"May 23, 25",0.012,2025-06-25,0.37,0.37,2025-05-23,2025-05-05
2025-05-22,94.02,95.82,93.7,95.16,94.15,3116800,3116800,1.14,1.21,94.675,"May 22, 25",0.0121,,,,,
2025-05-21,96.06,96.79,94.98,95.08,94.07,4773881,4773881,-0.98,-1.02,95.7275,"May 21, 25",-0.0102,,,,,
2025-05-20,98.58,98.62,96.61,96.72,95.69,3792000,3792000,-1.86,-1.89,97.6325,"May 20, 25",-0.0189,,,,,
2025-05-19,97.19,98.79,96.72,98.65,97.6,4834861,4834861,1.46,1.5,97.8375,"May 19, 25",0.015,,,,,
2025-05-16,97.6,99.08,97.44,98.94,97.89,3180814,3180814,1.34,1.37,98.265,"May 16, 25",0.0137,,,,,
2025-05-15,96.3,97.9,96.3,97.83,96.79,3222609,3222609,1.53,1.59,97.0825,"May 15, 25",0.0159,,,,,
2025-05-14,99.4,99.4,97.31,97.47,96.44,3309100,3309100,-1.93,-1.94,98.395,"May 14, 25",-0.0194,,,,,
2025-05-13,99.7,100.41,97.98,98.16,97.12,6100742,6100742,-1.54,-1.54,99.0625,"May 13, 25",-0.0154,,,,,
2025-05-12,98.89,100.01,97.56,98.73,97.68,5831614,5831614,-0.16,-0.1618,98.7975,"May 12, 25",-0.001618,,,,,
2025-05-09,94.42,94.86,93.76,94.59,93.59,3783524,3783524,0.17,0.18005,94.4075,"May 09, 25",0.0018005,,,,,
2025-05-08,93,95.14,92.44,93.94,92.94,4921300,4921300,0.94,1.01,93.63,"May 08, 25",0.0101,,,,,
2025-05-07,94.53,94.63,91.42,91.82,90.85,8987200,8987200,-2.71,-2.87,93.1,"May 07, 25",-0.0287,,,,,
2025-05-06,94.38,95.62,93.79,93.95,92.95,8254300,8254300,-0.425,-0.45561,94.435,"May 06, 25",-0.0045561,,,,,
2025-05-05,97.71,98.67,97.15,98.25,97.21,5744105,5744105,0.54,0.55266,97.945,"May 05, 25",0.0055266,,,,,
2025-05-02,97.93,99.12,97.23,98.51,97.47,4690437,4690437,0.58,0.59226,98.1975,"May 02, 25",0.0059226,,,,,
2025-05-01,96.79,97.82,96.24,96.28,95.26,4745700,4745700,-0.51,-0.52691,96.7825,"May 01, 25",-0.0052691,,,,,
2025-04-30,92.81,95.61,92.13,95.42,94.41,5809764,5809764,2.61,2.81,93.9925,"April 30, 25",0.0281,,,,,
2025-04-29,93,93.75,91.35,93.46,92.47,4159532,4159532,0.46,0.49462,92.89,"April 29, 25",0.0049462,,,,,
2025-04-28,92.45,93.68,92.35,93.04,92.05,6238486,6238486,0.59,0.63818,92.88,"April 28, 25",0.0063818,,,,,
2025-04-25,92.51,93.38,91.77,92.44,91.46,5629800,5629800,-0.07,-0.0756675,92.525,"April 25, 25",-0.000756675,,,,,
2025-04-24,88.11,92.07,87.53,91.35,90.38,5149285,5149285,3.24,3.68,89.765,"April 24, 25",0.0368,,,,,
2025-04-23,88.86,90.17,87.71,87.81,86.88,6540707,6540707,-1.05,-1.18,88.6375,"April 23, 25",-0.0118,,,,,
2025-04-22,83.56,86.13,83.19,85.72,84.81,6466100,6466100,2.16,2.58,84.65,"April 22, 25",0.0258,,,,,
2025-04-21,84.33,85.17,81.6,82.71,81.83,2884312,2884312,-1.62,-1.92,83.4525,"April 21, 25",-0.0192,,,,,
2025-04-17,84.62,85.83,83.48,84.75,83.85,5452300,5452300,0.13,0.15363,84.67,"April 17, 25",0.0015363,,,,,
2025-04-16,85.95,86.63,84.02,85.02,84.12,3320004,3320004,-0.93,-1.08,85.405,"April 16, 25",-0.0108,,,,,
2025-04-15,86.49,87,85.56,85.95,85.04,3067840,3067840,-0.54,-0.62435,86.25,"April 15, 25",-0.0062435,,,,,
2025-04-14,86.46,87.01,85.05,85.78,84.87,4353543,4353543,-0.68,-0.78649,86.075,"April 14, 25",-0.0078649,,,,,
2025-04-11,84.19,85.38,82.21,84.74,83.84,5355900,5355900,0.55,0.65328,84.13,"April 11, 25",0.0065328,,,,,
2025-04-10,84.12,85.42,81.31,83.26,82.38,7853300,7853300,-0.86,-1.02,83.5275,"April 10, 25",-0.0102,,,,,
2025-04-09,79.89,89.82,77.79,89.03,88.09,10070216,10070216,9.14,11.44,84.1325,"April 09, 25",0.1144,,,,,
2025-04-08,84.78,85.2,78.7,80.35,79.5,6082821,6082821,-4.43,-5.23,82.2575,"April 08, 25",-0.0523,,,,,
2025-04-07,78.66,84.91,76.75,81.22,80.36,8147000,8147000,2.56,3.25,80.385,"April 07, 25",0.0325,,,,,
2025-04-04,80.66,82.69,78.74,80.87,80.01,8909591,8909591,0.215,0.26035,80.74,"April 04, 25",0.0026035,,,,,
2025-04-03,84.65,87.84,84.23,86.35,85.43,7889753,7889753,1.7,2.01,85.7675,"April 03, 25",0.0201,,,,,
2025-04-02,88.32,91.34,87.88,90.63,89.67,4605139,4605139,2.31,2.62,89.5425,"April 02, 25",0.0262,,,,,
2025-04-01,87.36,88.96,86.55,88.85,87.91,5311328,5311328,1.49,1.71,87.93,"April 01, 25",0.0171,,,,,
2025-03-31,85.84,88.42,84.96,87.97,87.04,9364400,9364400,2.13,2.48,86.7975,"March 31, 25",0.0248,,,,,
2025-03-28,91.06,91.29,87.55,88.14,87.21,11039957,11039957,-2.92,-3.21,89.51,"March 28, 25",-0.0321,,,,,
2025-03-27,94,94.03,91.83,92.14,91.16,10479849,10479849,-1.86,-1.98,93,"March 27, 25",-0.0198,,,,,
2025-03-26,97.89,98.61,94.58,94.58,93.58,6411579,6411579,-3.31,-3.38,96.415,"March 26, 25",-0.0338,,,,,
2025-03-25,97.93,98.77,96.99,98.61,97.56,15666200,15666200,0.68,0.69437,98.075,"March 25, 25",0.0069437,,,,,
2025-03-24,96.48,98.26,96.06,98.13,97.09,18722800,18722800,1.65,1.71,97.2325,"March 24, 25",0.0171,,,,,
2025-03-21,95.84,96.3,92.85,94.65,93.65,37706913,37706913,-1.19,-1.24,94.91,"March 21, 25",-0.0124,,,,,
2025-03-20,97.98,99.91,96.88,97.59,96.55,16960611,16960611,-0.39,-0.39804,98.09,"March 20, 25",-0.0039804,,,,,
2025-03-19,96.18,99.83,95.97,98.76,97.71,17809587,17809587,2.58,2.68,97.685,"March 19, 25",0.0268,,,,,
2025-03-18,96.8,96.91,95.26,96.14,95.12,6615217,6615217,-0.66,-0.68182,96.2775,"March 18, 25",-0.0068182,,,,,
2025-03-17,96.13,98.01,96.13,97.33,96.3,6380000,6380000,1.2,1.25,96.9,"March 17, 25",0.0125,,,,,
2025-03-14,95.71,97.1,94.9,97.02,95.99,5822443,5822443,1.31,1.37,96.1825,"March 14, 25",0.0137,2025-04-16,0.37,0.37,2025-03-14,2025-02-26
