date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,adjDividend,declarationDate,dividend,paymentDate
2023-07-20,119.81,121.69,118.29,121.25,106.38,908779,908779,1.44,1.2,120.26,"July 20, 23",0.012,,,,,
2023-07-19,118.7,120.75,117.57,119.42,104.77,880185,880185,0.72,0.60657,119.11,"July 19, 23",0.0060657,,,,,
2023-07-18,117.56,118.42,116.08,116.87,102.53,760335,760335,-0.69,-0.58693,117.2325,"July 18, 23",-0.0058693,,,,,
2023-07-17,119.23,119.42,117.44,117.48,103.07,632452,632452,-1.75,-1.47,118.3925,"July 17, 23",-0.0147,,,,,
2023-07-14,119.05,119.71,117.75,119.57,104.9,679842,679842,0.52,0.43679,119.02,"July 14, 23",0.0043679,,,,,
2023-07-13,117.97,119.23,116.6,118.93,104.34,961700,961700,0.96,0.81377,118.1825,"July 13, 23",0.0081377,,,,,
2023-07-12,119.99,120.16,117.72,117.76,103.32,1137200,1137200,-2.23,-1.86,118.9075,"July 12, 23",-0.0186,,,,,
2023-07-11,116.83,118.61,116.26,118.38,103.86,713800,713800,1.55,1.33,117.52,"July 11, 23",0.0133,,,,,
2023-07-10,116.25,116.91,115.37,116.06,101.82,870000,870000,-0.19,-0.16344,116.1475,"July 10, 23",-0.0016344,,,,,
2023-07-07,116.28,118.28,116.02,117.01,102.66,705200,705200,0.73,0.62779,116.8975,"July 07, 23",0.0062779,,,,,
2023-07-06,114.99,117.31,113,116.97,102.62,1062613,1062613,1.98,1.72,115.5675,"July 06, 23",0.0172,,,,,
2023-07-05,115.81,118.53,114.67,116.97,102.62,1289716,1289716,1.16,1,116.495,"July 05, 23",0.01,,,,,
2023-07-03,113.63,116.94,113.46,116.12,101.88,532113,532113,2.49,2.19,115.0375,"July 03, 23",0.0219,,,,,
2023-06-30,114.45,114.57,111.69,113.49,99.57,1509370,1509370,-0.96,-0.83879,113.55,"June 30, 23",-0.0083879,,,,,
2023-06-29,110.5,113.38,110.26,113.37,99.46,972313,972313,2.87,2.6,111.8775,"June 29, 23",0.026,2023-06-30,1.24,2023-06-05,1.24,2023-07-14
2023-06-28,115.78,115.78,111.9,112.53,97.64,1295300,1295300,-3.25,-2.81,113.9975,"June 28, 23",-0.0281,,,,,
2023-06-27,114.33,116.38,113.33,115.88,100.55,1475900,1475900,1.55,1.36,114.98,"June 27, 23",0.0136,,,,,
2023-06-26,109.19,114.55,109.19,114.51,99.36,1501200,1501200,5.32,4.87,111.86,"June 26, 23",0.0487,,,,,
2023-06-23,110.37,111.33,108.81,109.08,94.65,1350341,1350341,-1.29,-1.17,109.8975,"June 23, 23",-0.0117,,,,,
2023-06-22,113.4,113.4,110.08,110.85,96.18,924300,924300,-2.55,-2.25,111.9325,"June 22, 23",-0.0225,,,,,
2023-06-21,113.49,114.32,112.14,113.21,98.23,1112804,1112804,-0.28,-0.24672,113.29,"June 21, 23",-0.0024672,,,,,
2023-06-20,115.17,115.28,113.02,114.04,98.95,1467890,1467890,-1.13,-0.98116,114.3775,"June 20, 23",-0.0098116,,,,,
2023-06-16,113.75,119.96,113.75,115.45,100.17,2919458,2919458,1.7,1.49,115.7275,"June 16, 23",0.0149,,,,,
2023-06-15,121.16,121.78,119.87,121.15,105.12,960500,960500,-0.01,-0.00825355,120.99,"June 15, 23",-8.25355e-05,,,,,
2023-06-14,122.99,123.8,120.83,121.92,105.79,1014119,1014119,-1.07,-0.86999,122.385,"June 14, 23",-0.0086999,,,,,
2023-06-13,121.15,123.93,120.5,122.06,105.91,865960,865960,0.91,0.75113,121.91,"June 13, 23",0.0075113,,,,,
2023-06-12,120.28,121.71,120.03,121,104.99,791090,791090,0.72,0.5986,120.755,"June 12, 23",0.005986,,,,,
2023-06-09,120.85,121.34,120.19,120.59,104.63,662700,662700,-0.26,-0.21514,120.7425,"June 09, 23",-0.0021514,,,,,
2023-06-08,121,121.64,119.03,120.54,104.59,810741,810741,-0.46,-0.38017,120.5525,"June 08, 23",-0.0038017,,,,,
2023-06-07,119.13,122.48,117.5,121.79,105.67,1138100,1138100,2.66,2.23,120.225,"June 07, 23",0.0223,,,,,
2023-06-06,115.99,119.03,115.25,118.22,102.58,796400,796400,2.23,1.92,117.1225,"June 06, 23",0.0192,,,,,
2023-06-05,115.33,116.37,113.96,115.43,100.16,627640,627640,0.1,0.08670771,115.2725,"June 05, 23",0.0008670771,,,,,
2023-06-02,113.04,116.3,113.04,115.37,100.1,971438,971438,2.33,2.06,114.4375,"June 02, 23",0.0206,,,,,
2023-06-01,112.58,113,110.88,112.37,97.5,735300,735300,-0.21,-0.18653,112.2075,"June 01, 23",-0.0018653,,,,,
2023-05-31,112.31,113.87,111.56,113.46,98.45,2355200,2355200,1.15,1.02,112.8,"May 31, 23",0.0102,,,,,
2023-05-30,112.35,113.58,111.64,112.51,97.62,843703,843703,0.16,0.14241,112.52,"May 30, 23",0.0014241,,,,,
2023-05-26,111.93,112.44,110.68,111.77,96.98,865900,865900,-0.16,-0.14295,111.705,"May 26, 23",-0.0014295,,,,,
2023-05-25,114.34,114.34,110.64,111.22,96.5,1219300,1219300,-3.12,-2.73,112.635,"May 25, 23",-0.0273,,,,,
2023-05-24,117.62,118.1,114.26,114.36,99.23,757935,757935,-3.26,-2.77,116.085,"May 24, 23",-0.0277,,,,,
2023-05-23,117.65,120.57,117.57,118.11,102.48,735702,735702,0.46,0.39099,118.475,"May 23, 23",0.0039099,,,,,
2023-05-22,116.03,118.64,114.92,117.69,102.12,806100,806100,1.66,1.43,116.82,"May 22, 23",0.0143,,,,,
2023-05-19,117.83,119.47,115.75,115.8,100.48,895500,895500,-2.03,-1.72,117.2125,"May 19, 23",-0.0172,,,,,
2023-05-18,118.16,118.83,116.21,116.91,101.44,961400,961400,-1.25,-1.06,117.5275,"May 18, 23",-0.0106,,,,,
2023-05-17,117.68,119.8,116.96,119.03,103.28,908600,908600,1.35,1.15,118.3675,"May 17, 23",0.0115,,,,,
2023-05-16,123.68,123.68,117.4,117.5,101.95,828200,828200,-6.18,-5,120.565,"May 16, 23",-0.05,,,,,
2023-05-15,119.87,121.38,119.44,120.81,104.82,1072703,1072703,0.94,0.78418,120.375,"May 15, 23",0.0078418,,,,,
2023-05-12,120.63,120.96,118.11,119.46,103.65,798545,798545,-1.17,-0.96991,119.79,"May 12, 23",-0.0096991,,,,,
2023-05-11,121.16,121.92,119.62,120.41,104.48,561626,561626,-0.75,-0.61902,120.7775,"May 11, 23",-0.0061902,,,,,
2023-05-10,122.7,123.05,121.33,122.28,106.1,736900,736900,-0.42,-0.3423,122.34,"May 10, 23",-0.003423,,,,,
2023-05-09,121.02,121.87,119.32,121.23,105.19,510630,510630,0.21,0.17353,120.86,"May 09, 23",0.0017353,,,,,
2023-05-08,123.11,123.49,121.39,122.35,106.16,606534,606534,-0.76,-0.61733,122.585,"May 08, 23",-0.0061733,,,,,
2023-05-05,122.78,124.41,122.42,123.64,107.28,721607,721607,0.86,0.70044,123.3125,"May 05, 23",0.0070044,,,,,
2023-05-04,121.31,122.74,119.8,121.55,105.47,800442,800442,0.24,0.19784,121.35,"May 04, 23",0.0019784,,,,,
2023-05-03,120.48,123.5,119.14,121.49,105.41,866444,866444,1.01,0.83831,121.1525,"May 03, 23",0.0083831,,,,,
2023-05-02,120.92,121.46,117.7,119.55,103.73,729769,729769,-1.37,-1.13,119.9075,"May 02, 23",-0.0113,,,,,
2023-05-01,123.96,124.79,121.66,121.82,105.7,658041,658041,-2.14,-1.73,123.0575,"May 01, 23",-0.0173,,,,,
2023-04-28,122.8,124.61,122.19,124.18,107.75,1196400,1196400,1.38,1.12,123.445,"April 28, 23",0.0112,,,,,
2023-04-27,120.13,123.3,120.13,122.72,106.48,1205400,1205400,2.59,2.16,121.57,"April 27, 23",0.0216,,,,,
2023-04-26,120.5,121.23,119.43,120.03,104.15,1080171,1080171,-0.47,-0.39004,120.2975,"April 26, 23",-0.0039004,,,,,
2023-04-25,124.09,125.04,119.83,120.54,104.59,1787372,1787372,-3.55,-2.86,122.375,"April 25, 23",-0.0286,,,,,
2023-04-24,124.54,125.37,123.43,124.05,107.64,683915,683915,-0.49,-0.39345,124.3475,"April 24, 23",-0.0039345,,,,,
2023-04-21,124.49,124.91,122.38,124.44,107.97,746414,746414,-0.05,-0.04016387,124.055,"April 21, 23",-0.0004016387,,,,,
2023-04-20,124.56,125.19,123.3,123.83,107.44,752600,752600,-0.73,-0.58606,124.22,"April 20, 23",-0.0058606,,,,,
2023-04-19,122.39,125.89,122.15,125.24,108.67,787238,787238,2.85,2.33,123.9175,"April 19, 23",0.0233,,,,,
2023-04-18,123.48,123.88,120.97,123.4,107.07,1009905,1009905,-0.08,-0.06478782,122.9325,"April 18, 23",-0.0006478782,,,,,
2023-04-17,118.54,123.61,118.54,123.58,107.23,1180500,1180500,5.04,4.25,121.0675,"April 17, 23",0.0425,,,,,
2023-04-14,120.12,121.14,117.65,118.47,102.79,590178,590178,-1.65,-1.37,119.345,"April 14, 23",-0.0137,,,,,
2023-04-13,121.31,121.64,118.56,119.54,103.72,1233500,1233500,-1.77,-1.46,120.2625,"April 13, 23",-0.0146,,,,,
2023-04-12,124.82,124.84,121.4,121.52,105.44,1001495,1001495,-3.3,-2.64,123.145,"April 12, 23",-0.0264,,,,,
2023-04-11,124.03,124.96,122.89,123.04,106.76,1422000,1422000,-0.99,-0.79819,123.73,"April 11, 23",-0.0079819,,,,,
2023-04-10,123.55,124.51,121.98,124.02,107.61,777808,777808,0.47,0.38041,123.515,"April 10, 23",0.0038041,,,,,
2023-04-06,124.32,124.74,122.64,124.39,107.93,604220,604220,0.07,0.05630631,124.0225,"April 06, 23",0.0005630631,,,,,
2023-04-05,123.57,124.94,123.18,123.66,107.3,895432,895432,0.09,0.07283321,123.8375,"April 05, 23",0.0007283321,,,,,
2023-04-04,124.97,125.13,122.15,124.02,107.61,715700,715700,-0.95,-0.76018,124.0675,"April 04, 23",-0.0076018,,,,,
2023-04-03,124.61,126.79,123.34,124.36,107.9,922400,922400,-0.25,-0.20063,124.775,"April 03, 23",-0.0020063,,,,,
2023-03-31,124.45,125.68,122.92,125.59,108.97,1307246,1307246,1.14,0.91603,124.66,"March 31, 23",0.0091603,,,,,
2023-03-30,123.33,124.98,123,123.98,107.57,1119747,1119747,0.65,0.52704,123.8225,"March 30, 23",0.0052704,2023-03-31,1.21,2023-03-06,1.21,2023-04-14
2023-03-29,120.41,123.43,120.37,123.03,105.7,1096013,1096013,2.62,2.18,121.81,"March 29, 23",0.0218,,,,,
2023-03-28,117.59,119.77,116.72,118.49,101.8,989600,989600,0.9,0.76537,118.1425,"March 28, 23",0.0076537,,,,,
2023-03-27,121.88,122.08,118.52,118.75,102.02,1192100,1192100,-3.13,-2.57,120.3075,"March 27, 23",-0.0257,,,,,
2023-03-24,115.9,119.94,114.95,119.86,102.98,1712900,1712900,3.96,3.42,117.6625,"March 24, 23",0.0342,,,,,
2023-03-23,117.4,117.95,115.88,116.06,99.71,2298285,2298285,-1.34,-1.14,116.8225,"March 23, 23",-0.0114,,,,,
2023-03-22,123,123,116.95,117.08,100.59,1382100,1382100,-5.92,-4.81,120.0075,"March 22, 23",-0.0481,,,,,
2023-03-21,123.01,124.42,121.59,122.97,105.65,1321500,1321500,-0.04,-0.03251768,122.9975,"March 21, 23",-0.0003251768,,,,,
2023-03-20,120.87,122.19,119.73,121.9,104.73,1984942,1984942,1.03,0.85216,121.1725,"March 20, 23",0.0085216,,,,,
2023-03-17,122.69,123.53,118.48,120.87,103.84,5926100,5926100,-1.82,-1.48,121.3925,"March 17, 23",-0.0148,,,,,
2023-03-16,125.65,126.12,121.94,124.09,106.61,2277279,2277279,-1.56,-1.24,124.45,"March 16, 23",-0.0124,,,,,
2023-03-15,124.19,127.61,123.26,126.95,109.07,2291100,2291100,2.76,2.22,125.5025,"March 15, 23",0.0222,,,,,
2023-03-14,128.56,128.89,125.63,126.53,108.71,2382679,2382679,-2.03,-1.58,127.4025,"March 14, 23",-0.0158,,,,,
2023-03-13,126.19,129.9,125.58,126.12,108.35,2566918,2566918,-0.07,-0.05547191,126.9475,"March 13, 23",-0.0005547191,,,,,
2023-03-10,138.6,138.76,126.13,126.8,108.94,3106595,3106595,-11.8,-8.51,132.5725,"March 10, 23",-0.0851,,,,,
2023-03-09,144.45,145.4,138.15,138.84,119.28,1189542,1189542,-5.61,-3.88,141.71,"March 09, 23",-0.0388,,,,,
2023-03-08,141.2,145.29,141.16,144.33,124,985722,985722,3.13,2.22,142.995,"March 08, 23",0.0222,,,,,
2023-03-07,145.54,146.46,141.22,141.28,121.38,1017039,1017039,-4.26,-2.93,143.625,"March 07, 23",-0.0293,,,,,
2023-03-06,144.72,146.36,144.65,145.62,125.11,1007007,1007007,0.9,0.62189,145.3375,"March 06, 23",0.0062189,,,,,
2023-03-03,144.47,144.72,142.5,143.83,123.57,1210100,1210100,-0.64,-0.443,143.88,"March 03, 23",-0.00443,,,,,
2023-03-02,142.25,143.88,141.25,143.17,123,1209000,1209000,0.92,0.64675,142.6375,"March 02, 23",0.0064675,,,,,
2023-03-01,148.61,148.84,142.67,142.91,122.78,1675923,1675923,-5.7,-3.84,145.7575,"March 01, 23",-0.0384,,,,,
2023-02-28,151.15,153.07,149.72,149.78,128.68,1296400,1296400,-1.37,-0.90638,150.93,"February 28, 23",-0.0090638,,,,,
2023-02-27,153.66,154.18,151.13,151.53,130.19,574400,574400,-2.13,-1.39,152.625,"February 27, 23",-0.0139,,,,,
2023-02-24,153.9,154.16,151.34,151.74,130.37,986600,986600,-2.16,-1.4,152.785,"February 24, 23",-0.014,,,,,
2023-02-23,157.21,157.92,154.04,155.81,133.86,608710,608710,-1.4,-0.89053,156.245,"February 23, 23",-0.0089053,,,,,
2023-02-22,158.03,159.12,155.19,155.85,133.9,779152,779152,-2.18,-1.38,157.0475,"February 22, 23",-0.0138,,,,,
2023-02-21,160.36,160.72,156.88,157.47,135.29,655235,655235,-2.89,-1.8,158.8575,"February 21, 23",-0.018,,,,,
2023-02-17,161.97,162.04,160.05,161.58,138.82,728016,728016,-0.39,-0.24079,161.41,"February 17, 23",-0.0024079,,,,,
2023-02-16,162.72,163.72,161.79,162.01,139.19,670429,670429,-0.71,-0.43633,162.56,"February 16, 23",-0.0043633,,,,,
2023-02-15,163.6,165.4,163.6,165.4,142.1,476000,476000,1.8,1.1,164.5,"February 15, 23",0.011,,,,,
2023-02-14,166.31,167.26,164.05,165.08,141.83,591140,591140,-1.23,-0.73958,165.675,"February 14, 23",-0.0073958,,,,,
2023-02-13,166.07,167.33,165.18,167,143.48,732623,732623,0.93,0.56,166.395,"February 13, 23",0.0056,,,,,
2023-02-10,163.98,166.08,163.25,165.68,142.34,612300,612300,1.7,1.04,164.7475,"February 10, 23",0.0104,,,,,
2023-02-09,166.58,167.72,164.78,165.09,141.84,549400,549400,-1.49,-0.89447,166.0425,"February 09, 23",-0.0089447,,,,,
2023-02-08,166.42,167.79,164.76,165.82,142.46,549601,549601,-0.6,-0.36053,166.1975,"February 08, 23",-0.0036053,,,,,
2023-02-07,165.93,168.73,164.37,166.83,143.33,1018600,1018600,0.9,0.5424,166.465,"February 07, 23",0.005424,,,,,
2023-02-06,165.63,168.18,165.06,167.26,143.7,691044,691044,1.63,0.98412,166.5325,"February 06, 23",0.0098412,,,,,
2023-02-03,168.07,168.61,165.01,167.79,144.16,720713,720713,-0.28,-0.1666,167.37,"February 03, 23",-0.001666,,,,,
2023-02-02,164.99,172.65,164.99,170.82,146.76,1047139,1047139,5.83,3.53,168.3625,"February 02, 23",0.0353,,,,,
2023-02-01,160.21,164.82,159.2,163.27,140.27,844723,844723,3.06,1.91,161.875,"February 01, 23",0.0191,,,,,
2023-01-31,157.17,161.91,157.17,160.74,138.1,1167454,1167454,3.57,2.27,159.2475,"January 31, 23",0.0227,,,,,
2023-01-30,159.15,160.79,157.21,157.38,135.21,605319,605319,-1.77,-1.11,158.6325,"January 30, 23",-0.0111,,,,,
2023-01-27,157.14,160.95,156.62,160.68,138.05,866500,866500,3.54,2.25,158.8475,"January 27, 23",0.0225,,,,,
2023-01-26,157.9,158.45,155.89,157.2,135.06,570800,570800,-0.7,-0.44332,157.36,"January 26, 23",-0.0044332,,,,,
2023-01-25,157.61,158.75,156.05,156.76,134.68,636500,636500,-0.85,-0.53931,157.2925,"January 25, 23",-0.0053931,,,,,
2023-01-24,159.08,160.17,157.43,158.62,136.28,583644,583644,-0.46,-0.28916,158.825,"January 24, 23",-0.0028916,,,,,
2023-01-23,157.25,159.81,156.09,159.04,136.64,677032,677032,1.79,1.14,158.0475,"January 23, 23",0.0114,,,,,
2023-01-20,154.59,157.09,153.11,157.04,134.92,586913,586913,2.45,1.58,155.4575,"January 20, 23",0.0158,,,,,
2023-01-19,154.11,155.93,153.63,154.34,132.6,515312,515312,0.23,0.14924,154.5025,"January 19, 23",0.0014924,,,,,
2023-01-18,156.65,157.35,154.57,155.19,133.33,667047,667047,-1.46,-0.93201,155.94,"January 18, 23",-0.0093201,,,,,
2023-01-17,155.99,157.1,155.03,156.16,134.16,486587,486587,0.17,0.10898,156.07,"January 17, 23",0.0010898,,,,,
2023-01-13,154.1,156.37,153.69,155.57,133.66,467400,467400,1.47,0.95393,154.9325,"January 13, 23",0.0095393,,,,,
2023-01-12,154.72,156.33,152.85,155.88,133.92,665900,665900,1.16,0.74974,154.945,"January 12, 23",0.0074974,,,,,
2023-01-11,149.33,153.81,149.33,153.7,132.05,719642,719642,4.37,2.93,151.5425,"January 11, 23",0.0293,,,,,
2023-01-10,145.72,147.74,145.43,147.66,126.86,385107,385107,1.94,1.33,146.6375,"January 10, 23",0.0133,,,,,
2023-01-09,147.69,148.71,146.38,146.59,125.94,600105,600105,-1.1,-0.7448,147.3425,"January 09, 23",-0.007448,,,,,
2023-01-06,143.83,148.13,143.28,147.6,126.81,647216,647216,3.77,2.62,145.71,"January 06, 23",0.0262,,,,,
2023-01-05,145.22,145.41,142.33,143.05,122.9,975300,975300,-2.17,-1.49,144.0025,"January 05, 23",-0.0149,,,,,
2023-01-04,145.68,148.82,145.51,146.89,126.2,702800,702800,1.21,0.83059,146.725,"January 04, 23",0.0083059,,,,,
2023-01-03,147.02,147.28,141.87,144.11,123.81,982500,982500,-2.91,-1.98,145.07,"January 03, 23",-0.0198,,,,,
2022-12-30,144.19,146.11,143.66,145.67,125.15,687860,687860,1.48,1.03,144.9075,"December 30, 22",0.0103,,,,,
2022-12-29,143.51,147.07,143.25,145.2,124.75,1560445,1560445,1.69,1.18,144.7575,"December 29, 22",0.0118,2022-12-30,1.21,2022-12-05,1.21,2023-01-13
2022-12-28,146.63,147.53,143.32,143.45,122.2,711824,711824,-3.18,-2.17,145.2325,"December 28, 22",-0.0217,,,,,
2022-12-27,147.23,147.81,144.98,146.45,124.75,590412,590412,-0.78,-0.52978,146.6175,"December 27, 22",-0.0052978,,,,,
2022-12-23,144.95,147.26,144.46,147.24,125.43,383515,383515,2.29,1.58,145.9775,"December 23, 22",0.0158,,,,,
2022-12-22,145.99,146.22,143.46,146.07,124.43,488629,488629,0.08,0.05479827,145.435,"December 22, 22",0.0005479827,,,,,
2022-12-21,146.24,148.74,145.54,146.89,125.13,831900,831900,0.65,0.44447,146.8525,"December 21, 22",0.0044447,,,,,
2022-12-20,142.91,145.75,142.22,144.87,123.41,1233500,1233500,1.96,1.37,143.9375,"December 20, 22",0.0137,,,,,
2022-12-19,144.64,145.1,142.7,144.11,122.76,969325,969325,-0.53,-0.36643,144.1375,"December 19, 22",-0.0036643,,,,,
2022-12-16,148,148.41,143.8,144.9,123.43,1821606,1821606,-3.1,-2.09,146.2775,"December 16, 22",-0.0209,,,,,
2022-12-15,150.75,151.95,149.91,150.39,128.11,724500,724500,-0.36,-0.23881,150.75,"December 15, 22",-0.0023881,,,,,
2022-12-14,152.37,155.96,151.97,152.97,130.31,806500,806500,0.6,0.39378,153.3175,"December 14, 22",0.0039378,,,,,
2022-12-13,155.39,156.13,150.98,152.7,130.08,600618,600618,-2.69,-1.73,153.8,"December 13, 22",-0.0173,,,,,
2022-12-12,149.9,150.09,147.79,150.07,127.84,695300,695300,0.17,0.11341,149.4625,"December 12, 22",0.0011341,,,,,
2022-12-09,148.37,150.05,147.38,149.26,127.15,873312,873312,0.89,0.59985,148.765,"December 09, 22",0.0059985,,,,,
2022-12-08,146.17,149.17,145.75,148.66,126.64,911200,911200,2.49,1.7,147.4375,"December 08, 22",0.017,,,,,
2022-12-07,146.23,148.04,144.69,145.52,123.96,780945,780945,-0.71,-0.48554,146.12,"December 07, 22",-0.0048554,,,,,
2022-12-06,150.16,150.57,146.06,146.49,124.79,686405,686405,-3.67,-2.44,148.32,"December 06, 22",-0.0244,,,,,
2022-12-05,153.35,153.6,149.07,150.58,128.27,817100,817100,-2.77,-1.81,151.65,"December 05, 22",-0.0181,,,,,
2022-12-02,153.21,154.22,152.27,153.32,130.61,1231017,1231017,0.11,0.07179688,153.255,"December 02, 22",0.0007179688,,,,,
2022-12-01,156.74,157.71,152.92,154.87,131.93,624100,624100,-1.87,-1.19,155.56,"December 01, 22",-0.0119,,,,,
2022-11-30,151.86,156.19,150.36,155.61,132.56,1131625,1131625,3.75,2.47,153.505,"November 30, 22",0.0247,,,,,
2022-11-29,148.81,152.91,148.24,152.52,129.93,528900,528900,3.71,2.49,150.62,"November 29, 22",0.0249,,,,,
2022-11-28,152.99,153.9,148.58,149.01,126.94,742732,742732,-3.98,-2.6,151.12,"November 28, 22",-0.026,,,,,
2022-11-25,152.27,154.35,152.08,154.12,131.29,353000,353000,1.85,1.21,153.205,"November 25, 22",0.0121,,,,,
2022-11-23,152.15,153.09,149.89,151.82,129.33,510943,510943,-0.33,-0.21689,151.7375,"November 23, 22",-0.0021689,,,,,
2022-11-22,150.73,153.14,149.93,152.68,130.06,862105,862105,1.95,1.29,151.62,"November 22, 22",0.0129,,,,,
2022-11-21,149.92,151.5,148.01,149.81,127.62,449500,449500,-0.11,-0.07337247,149.81,"November 21, 22",-0.0007337247,,,,,
2022-11-18,149.59,150.5,147.68,150.17,127.92,629600,629600,0.58,0.38773,149.485,"November 18, 22",0.0038773,,,,,
2022-11-17,145,148.03,144.76,147.26,125.44,377740,377740,2.26,1.56,146.2625,"November 17, 22",0.0156,,,,,
2022-11-16,149.36,149.94,147.31,147.38,125.55,571715,571715,-1.98,-1.33,148.4975,"November 16, 22",-0.0133,,,,,
2022-11-15,149.97,150.96,148.1,149.82,127.63,739300,739300,-0.15,-0.10002,149.7125,"November 15, 22",-0.0010002,,,,,
2022-11-14,149.92,150.76,147.32,147.38,125.55,624100,624100,-2.54,-1.69,148.845,"November 14, 22",-0.0169,,,,,
2022-11-11,153,154.25,150.41,150.98,128.61,764900,764900,-2.02,-1.32,152.16,"November 11, 22",-0.0132,,,,,
2022-11-10,148.82,154.2,148.8,153.58,130.83,714019,714019,4.76,3.2,151.35,"November 10, 22",0.032,,,,,
2022-11-09,145.11,146.25,142.6,142.74,121.59,511837,511837,-2.37,-1.63,144.175,"November 09, 22",-0.0163,,,,,
2022-11-08,147.25,147.62,144.91,145.6,124.03,469819,469819,-1.65,-1.12,146.345,"November 08, 22",-0.0112,,,,,
2022-11-07,146.89,147.05,144.69,146.87,125.11,670800,670800,-0.02,-0.01361563,146.375,"November 07, 22",-0.0001361563,,,,,
2022-11-04,144.42,146.58,143.23,145.9,124.29,549000,549000,1.48,1.02,145.0325,"November 04, 22",0.0102,,,,,
2022-11-03,140.33,143.34,139.14,143.09,121.89,538300,538300,2.76,1.97,141.475,"November 03, 22",0.0197,,,,,
2022-11-02,143.93,148.27,142.3,142.38,121.29,948726,948726,-1.55,-1.08,144.22,"November 02, 22",-0.0108,,,,,
2022-11-01,145.72,146.52,144.75,144.76,123.32,647515,647515,-0.96,-0.6588,145.4375,"November 01, 22",-0.006588,,,,,
2022-10-31,144.21,145.78,143.97,145.3,123.78,771000,771000,1.09,0.75584,144.815,"October 31, 22",0.0075584,,,,,
2022-10-28,141.43,145.89,140.78,145.72,124.13,671800,671800,4.29,3.03,143.455,"October 28, 22",0.0303,,,,,
2022-10-27,141,143.42,139.63,142.09,121.04,817894,817894,1.09,0.77305,141.535,"October 27, 22",0.0077305,,,,,
2022-10-26,139.99,141.66,138.6,140.1,119.35,873724,873724,0.11,0.07857704,140.0875,"October 26, 22",0.0007857704,,,,,
2022-10-25,134.64,140.36,134.61,140.21,119.44,1407309,1407309,5.57,4.14,137.455,"October 25, 22",0.0414,,,,,
2022-10-24,132.98,133.56,130.43,132.8,113.13,1268840,1268840,-0.18,-0.13536,132.4425,"October 24, 22",-0.0013536,,,,,
2022-10-21,128.76,132.11,126.74,132.05,112.49,813037,813037,3.29,2.56,129.915,"October 21, 22",0.0256,,,,,
2022-10-20,130.99,131.91,129.01,129.24,110.09,718800,718800,-1.75,-1.34,130.2875,"October 20, 22",-0.0134,,,,,
2022-10-19,131.84,132.89,129.63,130.59,111.24,755318,755318,-1.25,-0.94812,131.2375,"October 19, 22",-0.0094812,,,,,
2022-10-18,136.92,137.65,132.61,133.76,113.94,763343,763343,-3.16,-2.31,135.235,"October 18, 22",-0.0231,,,,,
2022-10-17,133.9,136.65,133.56,134.19,114.31,965900,965900,0.29,0.21658,134.575,"October 17, 22",0.0021658,,,,,
2022-10-14,136.19,136.55,131,131.55,112.06,992500,992500,-4.64,-3.41,133.8225,"October 14, 22",-0.0341,,,,,
2022-10-13,130.12,135.41,129.17,134.65,114.7,696800,696800,4.53,3.48,132.3375,"October 13, 22",0.0348,,,,,
2022-10-12,134.28,134.28,131.53,133.06,113.35,733000,733000,-1.22,-0.90855,133.2875,"October 12, 22",-0.0090855,,,,,
2022-10-11,131.53,135.18,130.32,134.48,114.56,850619,850619,2.95,2.24,132.8775,"October 11, 22",0.0224,,,,,
2022-10-10,135.05,135.26,131.72,132.14,112.56,784631,784631,-2.91,-2.15,133.5425,"October 10, 22",-0.0215,,,,,
2022-10-07,137.79,138.06,133.75,134.74,114.78,822031,822031,-3.05,-2.21,136.085,"October 07, 22",-0.0221,,,,,
2022-10-06,140.99,142.2,138.68,139.33,118.69,810621,810621,-1.66,-1.18,140.3,"October 06, 22",-0.0118,,,,,
2022-10-05,142.38,143.22,138.61,141.35,120.41,796412,796412,-1.03,-0.72342,141.39,"October 05, 22",-0.0072342,,,,,
2022-10-04,145.07,146.91,144.14,145.55,123.99,817100,817100,0.48,0.33087,145.4175,"October 04, 22",0.0033087,,,,,
2022-10-03,141.62,144.65,140.24,144.09,122.74,998247,998247,2.47,1.74,142.65,"October 03, 22",0.0174,,,,,
2022-09-30,139.88,141.46,138.67,140.19,119.42,1369400,1369400,0.31,0.22162,140.05,"September 30, 22",0.0022162,,,,,
2022-09-29,138.52,139.51,136.83,138.44,117.93,1072547,1072547,-0.08,-0.05775339,138.325,"September 29, 22",-0.0005775339,2022-09-30,1.18,2022-09-06,1.18,2022-10-14
2022-09-28,139.24,142.26,138.08,141.22,119.29,982308,982308,1.98,1.42,140.2,"September 28, 22",0.0142,,,,,
2022-09-27,140.8,141.1,137.41,137.93,116.51,1015914,1015914,-2.87,-2.04,139.31,"September 27, 22",-0.0204,,,,,
2022-09-26,142.48,142.48,137.73,139.46,117.8,1262140,1262140,-3.02,-2.12,140.5375,"September 26, 22",-0.0212,,,,,
2022-09-23,140.41,143.43,140.13,143.05,120.84,1128600,1128600,2.64,1.88,141.755,"September 23, 22",0.0188,,,,,
2022-09-22,140.91,144.71,138.86,142.07,120.01,823400,823400,1.16,0.82322,141.6375,"September 22, 22",0.0082322,,,,,
2022-09-21,146.04,146.54,141.05,141.24,119.31,733800,733800,-4.8,-3.29,143.7175,"September 21, 22",-0.0329,,,,,
