date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,adjDividend,declarationDate,dividend,paymentDate
2025-03-14,97.92,99.35,96.59,99.16,93.15,816841,816841,1.24,1.27,98.255,"March 14, 25",0.0127,,,,,
2025-03-13,98.61,100.29,96.49,96.65,90.8,1042211,1042211,-1.96,-1.99,98.01,"March 13, 25",-0.0199,,,,,
2025-03-12,99.26,99.75,97.76,98.52,92.55,1060539,1060539,-0.74,-0.74552,98.8225,"March 12, 25",-0.0074552,,,,,
2025-03-11,102.5,102.73,98.8,99.27,93.26,1174600,1174600,-3.23,-3.15,100.825,"March 11, 25",-0.0315,,,,,
2025-03-10,102.87,105.14,101.69,102.17,95.98,1412016,1412016,-0.7,-0.68047,102.9675,"March 10, 25",-0.0068047,,,,,
2025-03-07,100.02,103.17,100,102.49,96.28,1016900,1016900,2.47,2.47,101.42,"March 07, 25",0.0247,,,,,
2025-03-06,101.49,101.49,98.56,99.8,93.76,1083223,1083223,-1.69,-1.67,100.335,"March 06, 25",-0.0167,,,,,
2025-03-05,99.59,102.36,99.3,102.19,96,994700,994700,2.6,2.61,100.86,"March 05, 25",0.0261,,,,,
2025-03-04,101.61,102.04,99.67,100.49,94.4,1216636,1216636,-1.12,-1.1,100.9525,"March 04, 25",-0.011,,,,,
2025-03-03,102.53,103.49,100.87,101.5,95.35,1177156,1177156,-1.03,-1,102.0975,"March 03, 25",-0.01,,,,,
2025-02-28,101.21,102.55,100.22,102.26,96.07,1910240,1910240,1.05,1.04,101.56,"February 28, 25",0.0104,,,,,
2025-02-27,99.15,101.79,99.07,100.94,94.83,986500,986500,1.79,1.81,100.2375,"February 27, 25",0.0181,,,,,
2025-02-26,101,101.01,98.95,99.08,93.08,883133,883133,-1.92,-1.9,100.01,"February 26, 25",-0.019,,,,,
2025-02-25,97.66,101.57,97.5,100.93,94.82,1743605,1743605,3.27,3.35,99.415,"February 25, 25",0.0335,,,,,
2025-02-24,96.13,97.59,95,97.18,91.29,1025700,1025700,1.05,1.09,96.475,"February 24, 25",0.0109,,,,,
2025-02-21,95.5,96.06,94.82,95.57,89.78,1101349,1101349,0.07,0.07329843,95.4875,"February 21, 25",0.0007329843,,,,,
2025-02-20,95.31,96.09,94.94,95.52,89.74,1285646,1285646,0.21,0.22033,95.465,"February 20, 25",0.0022033,,,,,
2025-02-19,95.11,95.91,94.8,95.31,89.54,1127906,1127906,0.2,0.21028,95.2825,"February 19, 25",0.0021028,,,,,
2025-02-18,94.54,96,94.54,95.78,89.98,1335900,1335900,1.24,1.31,95.215,"February 18, 25",0.0131,,,,,
2025-02-14,96.25,97.74,94.81,94.85,89.11,684501,684501,-1.4,-1.45,95.9125,"February 14, 25",-0.0145,,,,,
2025-02-13,95.5,95.85,94.91,95.82,90.02,860939,860939,0.32,0.33508,95.52,"February 13, 25",0.0033508,,,,,
2025-02-12,93.56,95.32,93.25,95.23,89.46,1253000,1253000,1.67,1.78,94.34,"February 12, 25",0.0178,,,,,
2025-02-11,94.69,95.53,94.69,94.96,89.21,1265006,1265006,0.27,0.28514,94.9675,"February 11, 25",0.0028514,,,,,
2025-02-10,95.9,96.36,94.74,95.51,89.73,1334107,1334107,-0.39,-0.40667,95.6275,"February 10, 25",-0.0040667,,,,,
2025-02-07,96.7,96.87,95.11,95.96,90.15,848200,848200,-0.74,-0.76525,96.16,"February 07, 25",-0.0076525,,,,,
2025-02-06,97.84,97.88,96.04,96.62,90.77,899885,899885,-1.22,-1.25,97.095,"February 06, 25",-0.0125,,,,,
2025-02-05,95.48,97.33,94.41,97.02,91.14,1057046,1057046,1.54,1.61,96.06,"February 05, 25",0.0161,,,,,
2025-02-04,94.5,94.97,93.8,94.47,88.75,983243,983243,-0.03,-0.03174603,94.435,"February 04, 25",-0.0003174603,,,,,
2025-02-03,96.24,96.81,94.36,94.58,88.85,1217549,1217549,-1.66,-1.72,95.4975,"February 03, 25",-0.0172,,,,,
2025-01-31,95.46,98.04,95.13,97.35,91.45,4073349,4073349,1.89,1.98,96.495,"January 31, 25",0.0198,,,,,
2025-01-30,97.5,98.41,95.02,95.85,90.05,1560611,1560611,-1.65,-1.69,96.695,"January 30, 25",-0.0169,,,,,
2025-01-29,97.78,98.66,95.45,95.79,89.99,1585724,1585724,-1.99,-2.04,96.92,"January 29, 25",-0.0204,,,,,
2025-01-28,101.57,101.68,96.06,97.25,91.36,2388778,2388778,-4.32,-4.25,99.14,"January 28, 25",-0.0425,,,,,
2025-01-27,102.28,104.44,101.63,102.11,95.93,2659296,2659296,-0.17,-0.16621,102.615,"January 27, 25",-0.0016621,,,,,
2025-01-24,100.18,102.18,100.12,101.63,95.48,859440,859440,1.45,1.45,101.0275,"January 24, 25",0.0145,,,,,
2025-01-23,100.87,101.1,99.11,100.45,94.37,1284003,1284003,-0.42,-0.41638,100.3825,"January 23, 25",-0.0041638,,,,,
2025-01-22,102.15,102.15,100.56,100.63,94.54,646596,646596,-1.52,-1.49,101.3725,"January 22, 25",-0.0149,,,,,
2025-01-21,102.28,103.49,102.18,102.81,96.58,1164852,1164852,0.53,0.51819,102.69,"January 21, 25",0.0051819,,,,,
2025-01-17,100.46,102.74,99.99,101.79,95.63,1085203,1085203,1.33,1.32,101.245,"January 17, 25",0.0132,,,,,
2025-01-16,98.6,100.36,98.09,100.09,94.03,1020300,1020300,1.49,1.51,99.285,"January 16, 25",0.0151,,,,,
2025-01-15,100.56,100.77,97.8,98.43,92.47,920941,920941,-2.13,-2.12,99.39,"January 15, 25",-0.0212,,,,,
2025-01-14,97.66,98.49,97.48,97.81,91.89,967700,967700,0.15,0.15359,97.86,"January 14, 25",0.0015359,,,,,
2025-01-13,95.11,97.8,94.35,97.67,91.76,1656064,1656064,2.56,2.69,96.2325,"January 13, 25",0.0269,,,,,
2025-01-10,96,96.56,94.57,94.99,89.24,1780600,1780600,-1.01,-1.05,95.53,"January 10, 25",-0.0105,,,,,
2025-01-08,97,97.59,96.25,97.39,91.49,1880718,1880718,0.39,0.40206,97.0575,"January 08, 25",0.0040206,,,,,
2025-01-07,98.4,99.47,97.21,97.36,91.46,1849514,1849514,-1.04,-1.06,98.11,"January 07, 25",-0.0106,,,,,
2025-01-06,99.23,100.33,97.63,97.73,91.81,1434000,1434000,-1.5,-1.51,98.73,"January 06, 25",-0.0151,,,,,
2025-01-03,97.6,99.68,97.52,99.16,93.15,1096248,1096248,1.56,1.6,98.49,"January 03, 25",0.016,,,,,
2025-01-02,97.87,98.01,96.33,97.5,91.6,1134800,1134800,-0.37,-0.37805,97.4275,"January 02, 25",-0.0037805,,,,,
2024-12-31,97.16,97.87,96.45,97.55,91.64,1326243,1326243,0.39,0.4014,97.2575,"December 31, 24",0.004014,2024-12-31,1.32,2024-12-09,1.32,2025-01-15
2024-12-30,98,98.22,96.44,97.8,90.64,1065520,1065520,-0.2,-0.20408,97.615,"December 30, 24",-0.0020408,,,,,
2024-12-27,98.95,100.38,97.84,98.35,91.15,1305644,1305644,-0.6,-0.60637,98.88,"December 27, 24",-0.0060637,,,,,
2024-12-26,98.78,100.27,98.6,99.64,92.35,641700,641700,0.86,0.87062,99.3225,"December 26, 24",0.0087062,,,,,
2024-12-24,98.35,99.48,97.81,99.44,92.16,425800,425800,1.09,1.11,98.77,"December 24, 24",0.0111,,,,,
2024-12-23,98.44,99.17,97.14,98.91,91.67,1415700,1415700,0.47,0.47745,98.415,"December 23, 24",0.0047745,,,,,
2024-12-20,98.55,100.75,98.03,99.17,91.91,4019521,4019521,0.62,0.62912,99.125,"December 20, 24",0.0062912,,,,,
2024-12-19,99.01,99.66,97.21,97.29,90.17,1876732,1876732,-1.72,-1.74,98.2925,"December 19, 24",-0.0174,,,,,
2024-12-18,101.92,103.01,97.9,97.93,90.76,2237513,2237513,-3.99,-3.91,100.19,"December 18, 24",-0.0391,,,,,
2024-12-17,101,103.13,100.4,102.31,94.82,1473531,1473531,1.31,1.3,101.71,"December 17, 24",0.013,,,,,
2024-12-16,102.12,103.97,101.34,101.37,93.95,1286100,1286100,-0.75,-0.73443,102.2,"December 16, 24",-0.0073443,,,,,
2024-12-13,102.28,102.82,101.39,102.66,95.14,1235400,1235400,0.38,0.37153,102.2875,"December 13, 24",0.0037153,,,,,
2024-12-12,103.01,104.05,102.56,102.67,95.15,932334,932334,-0.34,-0.33007,103.0725,"December 12, 24",-0.0033007,,,,,
2024-12-11,104.73,105.02,103.04,103.39,95.82,978043,978043,-1.34,-1.28,104.045,"December 11, 24",-0.0128,,,,,
2024-12-10,107.07,107.07,104.14,104.5,96.85,972200,972200,-2.57,-2.4,105.695,"December 10, 24",-0.024,,,,,
2024-12-09,104.97,107.19,104.3,106.75,98.93,1507623,1507623,1.78,1.7,105.8025,"December 09, 24",0.017,,,,,
2024-12-06,105.43,106,103.51,103.85,96.25,1115825,1115825,-1.58,-1.5,104.6975,"December 06, 24",-0.015,,,,,
2024-12-05,104.57,105.64,103.38,105.43,97.71,1186114,1186114,0.86,0.82242,104.755,"December 05, 24",0.0082242,,,,,
2024-12-04,107.83,108.22,103.48,104.93,97.25,1996300,1996300,-2.9,-2.69,106.115,"December 04, 24",-0.0269,,,,,
2024-12-03,109.05,109.65,107.83,108.02,100.11,999800,999800,-1.03,-0.94452,108.6375,"December 03, 24",-0.0094452,,,,,
2024-12-02,110,110.32,109.05,109.7,101.67,1118907,1118907,-0.3,-0.27273,109.7675,"December 02, 24",-0.0027273,,,,,
2024-11-29,110.36,111.51,110,110.23,102.16,715300,715300,-0.13,-0.1178,110.525,"November 29, 24",-0.001178,,,,,
2024-11-27,110.89,112.42,110.36,110.52,102.43,814773,814773,-0.37,-0.33366,111.0475,"November 27, 24",-0.0033366,,,,,
2024-11-26,111.82,112.19,110.88,111.75,103.57,1134851,1134851,-0.07,-0.06260061,111.66,"November 26, 24",-0.0006260061,,,,,
2024-11-25,109.32,112.35,109.32,112.04,103.84,2326239,2326239,2.72,2.49,110.7575,"November 25, 24",0.0249,,,,,
2024-11-22,106,108.32,105.78,108.3,100.37,1308508,1308508,2.3,2.17,107.1,"November 22, 24",0.0217,,,,,
2024-11-21,104.36,106.25,104.15,105.89,98.14,1186100,1186100,1.53,1.47,105.1625,"November 21, 24",0.0147,,,,,
2024-11-20,103.99,104.62,102.89,104.31,96.67,1135218,1135218,0.32,0.30772,103.9525,"November 20, 24",0.0030772,,,,,
2024-11-19,104.8,105.23,104.06,104.49,96.84,1003519,1003519,-0.31,-0.2958,104.645,"November 19, 24",-0.002958,,,,,
2024-11-18,104.92,105.3,103.68,105.22,97.52,1744564,1744564,0.3,0.28593,104.78,"November 18, 24",0.0028593,,,,,
2024-11-15,106.79,107.53,104.9,105.58,97.85,1257878,1257878,-1.21,-1.13,106.2,"November 15, 24",-0.0113,,,,,
2024-11-14,108.84,109.43,107.98,108.27,100.34,1012800,1012800,-0.57,-0.5237,108.63,"November 14, 24",-0.005237,,,,,
2024-11-13,109.52,110.54,108.62,109.03,101.05,866700,866700,-0.49,-0.44741,109.4275,"November 13, 24",-0.0044741,,,,,
2024-11-12,110.78,111.48,108.19,108.33,100.4,1034696,1034696,-2.45,-2.21,109.695,"November 12, 24",-0.0221,,,,,
2024-11-11,114,114.69,110.94,111.36,103.21,1770295,1770295,-2.64,-2.32,112.7475,"November 11, 24",-0.0232,,,,,
2024-11-08,113.6,114.55,113.17,114.04,105.69,876939,876939,0.44,0.38732,113.84,"November 08, 24",0.0038732,,,,,
2024-11-07,112.95,113.98,112.2,113.72,105.39,731800,731800,0.77,0.68172,113.2125,"November 07, 24",0.0068172,,,,,
2024-11-06,114.5,116.52,110.7,113.04,104.76,1228799,1228799,-1.46,-1.28,113.69,"November 06, 24",-0.0128,,,,,
2024-11-05,112,114.16,111.95,113.84,105.51,792463,792463,1.84,1.64,112.9875,"November 05, 24",0.0164,,,,,
2024-11-04,111.45,113.05,111.11,112.99,104.72,1123850,1123850,1.54,1.38,112.15,"November 04, 24",0.0138,,,,,
2024-11-01,112.57,112.94,110.54,110.86,102.74,1114108,1114108,-1.71,-1.52,111.7275,"November 01, 24",-0.0152,,,,,
2024-10-31,112.6,113.48,111.37,111.55,103.38,1428507,1428507,-1.05,-0.9325,112.25,"October 31, 24",-0.009325,,,,,
2024-10-30,111.78,114.8,111.5,113.41,105.11,1527604,1527604,1.63,1.46,112.8725,"October 30, 24",0.0146,,,,,
2024-10-29,112.72,113.07,111.38,111.65,103.48,1389251,1389251,-1.07,-0.94925,112.205,"October 29, 24",-0.0094925,,,,,
2024-10-28,113.9,114.53,112.63,112.72,104.47,1188074,1188074,-1.18,-1.04,113.445,"October 28, 24",-0.0104,,,,,
2024-10-25,116.2,116.9,112.98,113.02,104.75,1215553,1215553,-3.18,-2.74,114.775,"October 25, 24",-0.0274,,,,,
2024-10-24,119.53,120.58,116.3,116.35,107.83,1500036,1500036,-3.18,-2.66,118.19,"October 24, 24",-0.0266,,,,,
2024-10-23,118.05,121.2,117.66,119.9,111.12,1934200,1934200,1.85,1.57,119.2025,"October 23, 24",0.0157,,,,,
2024-10-22,120.65,120.65,115.79,117.97,109.33,2144000,2144000,-2.68,-2.22,118.765,"October 22, 24",-0.0222,,,,,
2024-10-21,121.51,121.7,119.29,119.52,110.77,1805833,1805833,-1.99,-1.64,120.505,"October 21, 24",-0.0164,,,,,
2024-10-18,122.25,122.25,120.96,121.79,112.87,1760136,1760136,-0.46,-0.37628,121.8125,"October 18, 24",-0.0037628,,,,,
2024-10-17,122.17,122.67,121.15,121.25,112.37,1266406,1266406,-0.92,-0.75305,121.81,"October 17, 24",-0.0075305,,,,,
2024-10-16,122.08,123.1,121.68,122.67,113.69,750012,750012,0.59,0.48329,122.3825,"October 16, 24",0.0048329,,,,,
2024-10-15,120.67,122.63,120.53,121.2,112.33,1127703,1127703,0.53,0.43921,121.2575,"October 15, 24",0.0043921,,,,,
2024-10-14,117.27,120.06,116.88,120,111.21,1163100,1163100,2.73,2.33,118.5525,"October 14, 24",0.0233,,,,,
2024-10-11,115.8,118.01,115.8,117.6,108.99,1251482,1251482,1.8,1.55,116.8025,"October 11, 24",0.0155,,,,,
2024-10-10,114.09,115.14,113.92,115.1,106.67,1525623,1525623,1.01,0.88527,114.5625,"October 10, 24",0.0088527,,,,,
2024-10-09,114.17,114.41,113.08,114.41,106.03,745800,745800,0.24,0.21021,114.0175,"October 09, 24",0.0021021,,,,,
2024-10-08,113.8,114,112.58,113.8,105.47,917100,917100,0,0,113.545,"October 08, 24",0,,,,,
2024-10-07,114.29,114.41,112.37,113.56,105.25,1004748,1004748,-0.73,-0.63873,113.6575,"October 07, 24",-0.0063873,,,,,
2024-10-04,115.02,115.27,112.94,114.9,106.49,1079904,1079904,-0.12,-0.10433,114.5325,"October 04, 24",-0.0010433,,,,,
2024-10-03,115.52,116.25,114.11,115.38,106.93,1024815,1024815,-0.14,-0.12119,115.315,"October 03, 24",-0.0012119,,,,,
2024-10-02,115.86,116.7,114.81,116.24,107.73,1713715,1713715,0.38,0.32798,115.9025,"October 02, 24",0.0032798,,,,,
2024-10-01,119.06,119.73,116.54,117.11,108.54,1708378,1708378,-1.95,-1.64,118.11,"October 01, 24",-0.0164,,,,,
2024-09-30,118.86,120.38,117.08,118.75,110.06,2064032,2064032,-0.11,-0.09254585,118.7675,"September 30, 24",-0.0009254585,2024-09-30,1.3,2024-09-04,1.3,2024-10-15
2024-09-27,123,123.77,120.89,121.02,110.96,1115111,1115111,-1.98,-1.61,122.17,"September 27, 24",-0.0161,,,,,
2024-09-26,125.51,125.51,121.21,121.59,111.48,1116100,1116100,-3.92,-3.12,123.455,"September 26, 24",-0.0312,,,,,
2024-09-25,124.75,125.6,123.73,124.26,113.93,1271200,1271200,-0.49,-0.39279,124.585,"September 25, 24",-0.0039279,,,,,
2024-09-24,121.77,125.22,121.25,124.41,114.07,1077113,1077113,2.64,2.17,123.1625,"September 24, 24",0.0217,,,,,
2024-09-23,121.94,122.47,121.48,122.18,112.02,691000,691000,0.24,0.19682,122.0175,"September 23, 24",0.0019682,,,,,
2024-09-20,121.35,121.93,119.77,121.25,111.17,1960628,1960628,-0.1,-0.08240626,121.075,"September 20, 24",-0.0008240626,,,,,
2024-09-19,125.42,125.5,122.01,122.22,112.06,1429216,1429216,-3.2,-2.55,123.7875,"September 19, 24",-0.0255,,,,,
2024-09-18,124.01,125.53,123,123.86,113.56,1434826,1434826,-0.15,-0.12096,124.1,"September 18, 24",-0.0012096,,,,,
2024-09-17,124.93,125.54,123.2,124.01,113.7,904300,904300,-0.92,-0.73641,124.42,"September 17, 24",-0.0073641,,,,,
2024-09-16,124.87,125.63,123.34,124.71,114.34,923436,923436,-0.16,-0.12813,124.6375,"September 16, 24",-0.0012813,,,,,
2024-09-13,122.95,125.63,122.75,124.42,114.08,1966031,1966031,1.47,1.2,123.9375,"September 13, 24",0.012,,,,,
2024-09-12,120.72,122.47,119.23,121.91,111.78,829400,829400,1.19,0.98575,121.0825,"September 12, 24",0.0098575,,,,,
2024-09-11,118.42,120.72,116.9,120.58,110.56,1334004,1334004,2.16,1.82,119.155,"September 11, 24",0.0182,,,,,
2024-09-10,119.17,120.4,118.28,119.76,109.8,899600,899600,0.59,0.49509,119.4025,"September 10, 24",0.0049509,,,,,
2024-09-09,116.49,118.97,115.99,118.25,108.42,907961,907961,1.76,1.51,117.425,"September 09, 24",0.0151,,,,,
2024-09-06,117.84,117.84,115.47,116.29,106.62,770533,770533,-1.54,-1.32,116.86,"September 06, 24",-0.0132,,,,,
2024-09-05,118.58,119.62,117.19,117.38,107.62,726100,726100,-1.2,-1.01,118.1925,"September 05, 24",-0.0101,,,,,
2024-09-04,118.74,120.36,116.82,117.59,107.81,732300,732300,-1.15,-0.9685,118.3775,"September 04, 24",-0.009685,,,,,
2024-09-03,118.79,119.08,117.65,118.43,108.58,812619,812619,-0.36,-0.30306,118.4875,"September 03, 24",-0.0030306,,,,,
2024-08-30,118.78,119.62,117.37,119.57,109.63,1037000,1037000,0.79,0.6651,118.835,"August 30, 24",0.006651,,,,,
2024-08-29,119.11,119.33,116.92,117.82,108.03,1083509,1083509,-1.29,-1.08,118.295,"August 29, 24",-0.0108,,,,,
2024-08-28,120.25,120.88,118.81,119.11,109.21,705407,705407,-1.14,-0.94802,119.7625,"August 28, 24",-0.0094802,,,,,
2024-08-27,120.96,121.05,119.38,120.56,110.54,536636,536636,-0.4,-0.33069,120.4875,"August 27, 24",-0.0033069,,,,,
2024-08-26,122.52,123.25,120.78,121.65,111.54,1278500,1278500,-0.87,-0.71009,122.05,"August 26, 24",-0.0071009,,,,,
2024-08-23,118.85,122.21,118.34,121.2,111.12,819124,819124,2.35,1.98,120.15,"August 23, 24",0.0198,,,,,
2024-08-22,115.89,118.79,115.44,118.36,108.52,1353349,1353349,2.47,2.13,117.12,"August 22, 24",0.0213,,,,,
2024-08-21,115.15,115.89,114.11,115.81,106.18,623856,623856,0.66,0.57317,115.24,"August 21, 24",0.0057317,,,,,
2024-08-20,115.41,115.76,114.71,114.81,105.27,455300,455300,-0.6,-0.51989,115.1725,"August 20, 24",-0.0051989,,,,,
2024-08-19,114.85,115.67,114.66,115.62,106.01,627884,627884,0.77,0.67044,115.2,"August 19, 24",0.0067044,,,,,
2024-08-16,114.85,115.54,114,114.69,105.16,851322,851322,-0.16,-0.13931,114.77,"August 16, 24",-0.0013931,,,,,
2024-08-15,113.7,115.99,112.92,115.04,105.48,762605,762605,1.34,1.18,114.4125,"August 15, 24",0.0118,,,,,
2024-08-14,114.1,114.76,113.14,113.24,103.83,527200,527200,-0.86,-0.75372,113.81,"August 14, 24",-0.0075372,,,,,
2024-08-13,112.74,114.04,111.57,113.66,104.21,685646,685646,0.92,0.81604,113.0025,"August 13, 24",0.0081604,,,,,
2024-08-12,113.18,113.51,111.04,111.59,102.31,814514,814514,-1.59,-1.4,112.33,"August 12, 24",-0.014,,,,,
2024-08-09,113.78,113.96,112.38,113.65,104.2,442600,442600,-0.13,-0.11426,113.4425,"August 09, 24",-0.0011426,,,,,
2024-08-08,112.3,113.84,111.93,113.28,103.86,655300,655300,0.98,0.87266,112.8375,"August 08, 24",0.0087266,,,,,
2024-08-07,116.3,116.7,112.05,112.29,102.96,1037961,1037961,-4.01,-3.45,114.335,"August 07, 24",-0.0345,,,,,
2024-08-06,112.27,117.27,112.1,115.22,105.64,1167200,1167200,2.95,2.63,114.215,"August 06, 24",0.0263,,,,,
2024-08-05,110.84,114.11,108.61,112.14,102.82,1271849,1271849,1.3,1.17,111.425,"August 05, 24",0.0117,,,,,
2024-08-02,113.78,114.67,111.28,113.36,103.94,1659539,1659539,-0.42,-0.36913,113.2725,"August 02, 24",-0.0036913,,,,,
2024-08-01,118.45,118.74,113.77,115.02,105.46,1180146,1180146,-3.43,-2.9,116.495,"August 01, 24",-0.029,,,,,
2024-07-31,118.93,120.08,117.14,117.29,107.54,1181433,1181433,-1.64,-1.38,118.36,"July 31, 24",-0.0138,,,,,
2024-07-30,117.86,119.17,116.96,119.02,109.13,1094832,1094832,1.16,0.98422,118.2525,"July 30, 24",0.0098422,,,,,
2024-07-29,117.43,118.38,116.47,117.42,107.66,735131,735131,-0.01,-0.00851571,117.425,"July 29, 24",-8.51571e-05,,,,,
2024-07-26,117.16,119.65,117,118.92,109.03,920100,920100,1.76,1.5,118.1825,"July 26, 24",0.015,,,,,
2024-07-25,115.16,116.88,114.63,116.01,106.37,1328450,1328450,0.85,0.7381,115.67,"July 25, 24",0.007381,,,,,
2024-07-24,120.99,120.99,115.57,115.57,105.96,1568300,1568300,-5.42,-4.48,118.28,"July 24, 24",-0.0448,,,,,
2024-07-23,124.01,125.3,119.32,121.41,111.32,1864646,1864646,-2.6,-2.1,122.51,"July 23, 24",-0.021,,,,,
2024-07-22,125.4,126.37,124.31,125.84,115.38,931100,931100,0.44,0.35088,125.48,"July 22, 24",0.0035088,,,,,
2024-07-19,126.41,126.55,124.17,125.21,114.8,918600,918600,-1.2,-0.94929,125.585,"July 19, 24",-0.0094929,,,,,
2024-07-18,128.39,130.14,126.18,126.32,115.82,702849,702849,-2.07,-1.61,127.7575,"July 18, 24",-0.0161,,,,,
2024-07-17,127.24,129.2,127.1,129.08,118.35,726500,726500,1.84,1.45,128.155,"July 17, 24",0.0145,,,,,
2024-07-16,128.48,128.81,127.19,127.59,116.98,687764,687764,-0.89,-0.69271,128.0175,"July 16, 24",-0.0069271,,,,,
2024-07-15,126.05,127.41,125.22,127.06,116.5,674721,674721,1.01,0.80127,126.435,"July 15, 24",0.0080127,,,,,
2024-07-12,126.26,128.83,125.8,126.02,115.54,1566900,1566900,-0.24,-0.19008,126.7275,"July 12, 24",-0.0019008,,,,,
2024-07-11,119.93,125.09,119.5,124.83,114.45,1373446,1373446,4.9,4.09,122.3375,"July 11, 24",0.0409,,,,,
2024-07-10,116.49,117,115.42,116.94,107.22,640100,640100,0.45,0.3863,116.4625,"July 10, 24",0.003863,,,,,
2024-07-09,116.32,116.71,115.11,116.04,106.39,599808,599808,-0.28,-0.24072,116.045,"July 09, 24",-0.0024072,,,,,
2024-07-08,117.1,117.79,115.85,116.65,106.95,429877,429877,-0.45,-0.38429,116.8475,"July 08, 24",-0.0038429,,,,,
2024-07-05,117.22,118.06,116.34,116.8,107.09,534400,534400,-0.42,-0.3583,117.105,"July 05, 24",-0.003583,,,,,
2024-07-03,117.27,118.72,117.09,117.09,107.36,373100,373100,-0.18,-0.15349,117.5425,"July 03, 24",-0.0015349,,,,,
2024-07-02,116.25,117.18,115.66,117.06,107.33,731731,731731,0.81,0.69677,116.5375,"July 02, 24",0.0069677,,,,,
2024-07-01,116.29,117.69,114.8,115.81,106.18,742180,742180,-0.48,-0.41276,116.1475,"July 01, 24",-0.0041276,,,,,
2024-06-28,115.76,117.1,115.03,116.97,107.25,1097300,1097300,1.21,1.05,116.215,"June 28, 24",0.0105,2024-06-28,1.3,2024-06-03,1.3,2024-07-15
2024-06-27,115.61,116.42,114.67,116.39,105.52,562500,562500,0.78,0.67468,115.7725,"June 27, 24",0.0067468,,,,,
2024-06-26,115.37,116.36,115.14,115.68,104.88,588545,588545,0.31,0.2687,115.6375,"June 26, 24",0.002687,,,,,
2024-06-25,117.67,118.47,115,116.27,105.41,702138,702138,-1.4,-1.19,116.8525,"June 25, 24",-0.0119,,,,,
2024-06-24,117,118.69,116.43,118.03,107.01,840932,840932,1.03,0.88034,117.5375,"June 24, 24",0.0088034,,,,,
2024-06-21,115.67,116.66,115.19,116.56,105.67,1936400,1936400,0.89,0.76943,116.02,"June 21, 24",0.0076943,,,,,
2024-06-20,115.21,116.22,114.77,115.34,104.57,758201,758201,0.13,0.11284,115.385,"June 20, 24",0.0011284,,,,,
2024-06-18,115.37,116.24,114.63,115.67,104.87,667443,667443,0.3,0.26003,115.4775,"June 18, 24",0.0026003,,,,,
2024-06-17,115.7,116.4,114.69,115.17,104.41,780300,780300,-0.53,-0.45808,115.49,"June 17, 24",-0.0045808,,,,,
2024-06-14,116.21,117.39,115.63,116.32,105.46,495543,495543,0.11,0.09465623,116.3875,"June 14, 24",0.0009465623,,,,,
2024-06-13,116.1,118.2,115.02,117.08,106.15,616600,616600,0.98,0.8441,116.6,"June 13, 24",0.008441,,,,,
2024-06-12,117.44,119.33,115.31,115.73,104.92,928318,928318,-1.71,-1.46,116.9525,"June 12, 24",-0.0146,,,,,
2024-06-11,113.5,114.58,113.42,113.56,102.95,859100,859100,0.06,0.05286344,113.765,"June 11, 24",0.0005286344,,,,,
2024-06-10,113.85,115.11,112.77,113.92,103.28,781893,781893,0.07,0.06148441,113.9125,"June 10, 24",0.0006148441,,,,,
2024-06-07,114.1,115.7,112.68,114.49,103.8,987700,987700,0.39,0.34181,114.2425,"June 07, 24",0.0034181,,,,,
2024-06-06,115.18,116.99,114.55,116.41,105.54,703400,703400,1.23,1.07,115.7825,"June 06, 24",0.0107,,,,,
2024-06-05,117.65,117.74,115.83,116.32,105.46,782600,782600,-1.33,-1.13,116.885,"June 05, 24",-0.0113,,,,,
2024-06-04,117.03,118.86,117.03,117.51,106.54,888118,888118,0.48,0.41015,117.6075,"June 04, 24",0.0041015,,,,,
2024-06-03,119.52,119.52,117.13,117.67,106.68,1318247,1318247,-1.85,-1.55,118.46,"June 03, 24",-0.0155,,,,,
2024-05-31,117.31,119.07,116.33,119,107.89,2160642,2160642,1.69,1.44,117.9275,"May 31, 24",0.0144,,,,,
2024-05-30,116.3,117.21,115.56,116.3,105.44,839539,839539,0,0,116.3425,"May 30, 24",0,,,,,
2024-05-29,114.83,115.49,113.78,115.25,104.49,684135,684135,0.42,0.36576,114.8375,"May 29, 24",0.0036576,,,,,
2024-05-28,119.2,120,116.86,116.97,106.05,754082,754082,-2.23,-1.87,118.2575,"May 28, 24",-0.0187,,,,,
2024-05-24,119.21,120,118.21,118.4,107.34,486163,486163,-0.81,-0.67947,118.955,"May 24, 24",-0.0067947,,,,,
2024-05-23,122.13,122.63,118.13,118.59,107.51,703000,703000,-3.54,-2.9,120.37,"May 23, 24",-0.029,,,,,
2024-05-22,123.12,124.45,122.14,122.78,111.31,573700,573700,-0.34,-0.27615,123.1225,"May 22, 24",-0.0027615,,,,,
2024-05-21,123.04,124.26,122.84,123.49,111.96,484427,484427,0.45,0.36573,123.4075,"May 21, 24",0.0036573,,,,,
2024-05-20,124.17,124.45,123.45,123.71,112.16,380800,380800,-0.46,-0.37046,123.945,"May 20, 24",-0.0037046,,,,,
2024-05-17,124.59,124.65,123.08,124.17,112.57,486600,486600,-0.42,-0.33711,124.1225,"May 17, 24",-0.0033711,,,,,
2024-05-16,125.17,125.71,124,124.06,112.47,771626,771626,-1.11,-0.88679,124.735,"May 16, 24",-0.0088679,,,,,
