date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,unadjustedVolume,changePercent,low,open,volume,changeOverTime,adjClose,close,high,change,vwap
2025-03-04,"March 04, 25",,,,,,662300,0.8,376.29,385,662300,0.008,387.5,388.08,398.38,3.08,386.9375
2025-03-03,"March 03, 25",,,,,,560400,-3.74,394.01,411.1,560400,-0.0374,395.14,395.73,411.1,-15.37,402.985
2025-02-28,"February 28, 25",,,,,,676931,2.21,396.02,400.07,676931,0.0221,408.3,408.91,409.01,8.84,403.5025
2025-02-27,"February 27, 25",,,,,,576992,-3.8,401.84,418.62,576992,-0.038,402.11,402.71,424.14,-15.91,411.8275
2025-02-26,"February 26, 25",,,,,,881452,0.2143,415.13,419.98,881452,0.002143,420.25,420.88,433.63,0.9,422.405
2025-02-25,"February 25, 25",,,,,,827896,1.94,385.52,390.46,827896,0.0194,397.44,398.03,400.47,7.57,393.62
2025-02-24,"February 24, 25",,,,,,841081,-2.94,388.29,403.3,841081,-0.0294,390.85,391.43,406.44,-11.87,397.365
2025-02-21,"February 21, 25",,,,,,702717,-6.6,402.71,432.91,702717,-0.066,403.75,404.35,432.91,-28.56,418.22
2025-02-20,"February 20, 25",,,,,,432220,-2.51,418.86,435.58,432220,-0.0251,424.01,424.64,436.11,-10.94,428.7975
2025-02-19,"February 19, 25",,,,,,340652,0.88625,430.52,431.03,340652,0.0088625,434.2,434.85,436.09,3.82,433.1225
2025-02-18,"February 18, 25",,,,,,466321,1.4,427.75,427.9,466321,0.014,433.26,433.91,435.97,6.01,431.3825
2025-02-14,"February 14, 25",,,,,,303336,-0.61317,422.24,428.92,303336,-0.0061317,425.65,426.29,428.92,-2.63,426.5925
2025-02-13,"February 13, 25",,,,,,519400,-2.29,421.43,437.58,519400,-0.0229,426.91,427.55,439.34,-10.03,431.475
2025-02-12,"February 12, 25",,,,,,604050,-0.05763822,431.01,433.74,604050,-0.0005763822,432.84,433.49,438.71,-0.25,434.2375
2025-02-11,"February 11, 25",,,,,,373200,-3.34,443.02,461.65,373200,-0.0334,445.58,446.24,463.76,-15.41,453.6675
2025-02-10,"February 10, 25",,,,,,345770,0.67764,461,463.37,345770,0.0067764,465.81,466.51,469.29,3.14,465.0425
2025-02-07,"February 07, 25",,,,,,331805,-1.95,460.15,470.93,331805,-0.0195,461.06,461.75,471.78,-9.18,466.1525
2025-02-06,"February 06, 25",,,,,,422019,1.56,457.79,460,422019,0.0156,466.47,467.17,467.7,7.17,463.165
2025-02-05,"February 05, 25",,,,,,358011,1.4,448.09,450.35,358011,0.014,455.97,456.65,463.64,6.3,454.6825
2025-02-04,"February 04, 25",,,,,,386939,-1.17,442.55,450.28,386939,-0.0117,444.34,445,452.32,-5.28,447.5375
2025-02-03,"February 03, 25",,,,,,635404,2.62,432.12,436.94,635404,0.0262,447.73,448.4,453.29,11.46,442.6875
2025-01-31,"January 31, 25",,,,,,701500,-1.24,441.89,453.67,701500,-0.0124,447.39,448.06,458.32,-5.61,450.485
2025-01-30,"January 30, 25",,,,,,589816,0.83828,440.84,444.96,589816,0.0083828,448.02,448.69,454.98,3.73,447.3675
2025-01-29,"January 29, 25",,,,,,506525,-0.2995,435,440.73,506525,-0.002995,438.76,439.41,450.52,-1.32,441.415
2025-01-28,"January 28, 25",,,,,,1087023,-0.69111,430.14,441.32,1087023,-0.0069111,437.62,438.27,444.63,-3.05,438.59
2025-01-27,"January 27, 25",,,,,,1611245,-11.73,428.93,487.12,1611245,-0.1173,429.36,430,487.12,-57.12,458.2925
2025-01-24,"January 24, 25",,,,,,285709,-0.45312,523.47,534.07,285709,-0.0045312,530.86,531.65,534.39,-2.42,530.895
2025-01-23,"January 23, 25",,,,,,365000,0.26017,523.5,530.42,365000,0.0026017,531.01,531.8,533.54,1.38,529.815
2025-01-22,"January 22, 25",,,,,,383178,0.13825,532.38,535.25,383178,0.0013825,535.19,535.99,545.29,0.74,537.2275
2025-01-21,"January 21, 25",,,,,,412015,2.13,510.57,516.17,412015,0.0213,526.37,527.16,527.51,10.99,520.3525
2025-01-17,"January 17, 25",,,,,,375435,-1.56,502.7,514.49,375435,-0.0156,505.72,506.47,514.49,-8.02,509.5375
2025-01-16,"January 16, 25",0.25,0.25,2025-01-16,2025-01-31,2025-01-03,313600,0.77307,504.89,507.07,313600,0.0077307,510.23,510.99,516.53,3.92,509.87
2025-01-15,"January 15, 25",,,,,,444500,-0.05375381,498.32,502.29,444500,-0.0005375381,501.02,502.02,509.57,-0.27,503.05
2025-01-14,"January 14, 25",,,,,,407500,4.03,471.98,473.8,407500,0.0403,491.93,492.91,494.41,19.11,483.275
2025-01-13,"January 13, 25",,,,,,312400,1.69,457.08,460.01,312400,0.0169,466.85,467.78,469.85,7.77,463.68
2025-01-10,"January 10, 25",,,,,,351522,-0.94592,463.39,471.5,351522,-0.0094592,466.11,467.04,471.72,-4.46,468.4125
2025-01-08,"January 08, 25",,,,,,360742,1.38,462.08,469.38,360742,0.0138,474.91,475.86,475.98,6.48,470.825
2025-01-07,"January 07, 25",,,,,,429803,-2.04,456.35,479.97,429803,-0.0204,469.24,470.18,480.85,-9.79,471.8375
2025-01-06,"January 06, 25",,,,,,479465,0.48446,475,476.82,479465,0.0048446,478.18,479.13,486.48,2.31,479.3575
2025-01-03,"January 03, 25",,,,,,390200,3.07,459.52,459.52,390200,0.0307,472.71,473.65,474.08,14.13,466.6925
2025-01-02,"January 02, 25",,,,,,308529,0.35966,453.29,455.99,308529,0.0035966,456.72,457.63,463.88,1.64,457.6975
2024-12-31,"December 31, 24",,,,,,349800,-0.78689,452.75,457.5,349800,-0.0078689,453,453.9,459.47,-3.6,455.905
2024-12-30,"December 30, 24",,,,,,291900,0.21259,450,456.28,291900,0.0021259,456.34,457.25,460.59,0.97,456.03
2024-12-27,"December 27, 24",,,,,,177600,-0.69607,454.52,462.6,177600,-0.0069607,458.47,459.38,464.13,-3.22,460.1575
2024-12-26,"December 26, 24",,,,,,145120,0.77322,460.26,463,145120,0.0077322,465.65,466.58,466.77,3.58,464.1525
2024-12-24,"December 24, 24",,,,,,134900,-0.18306,461.21,464.34,134900,-0.0018306,462.57,463.49,465.49,-0.85,463.6325
2024-12-23,"December 23, 24",,,,,,192016,-0.22614,457.45,464.31,192016,-0.0022614,462.34,463.26,465,-1.05,462.505
2024-12-20,"December 20, 24",,,,,,867624,1.57,454.74,458.61,867624,0.0157,464.89,465.82,470.95,7.21,462.53
2024-12-19,"December 19, 24",,,,,,371432,-1.25,461.66,470.18,371432,-0.0125,463.38,464.3,477.21,-5.88,468.3375
2024-12-18,"December 18, 24",,,,,,556035,-3.23,464.25,479.9,556035,-0.0323,463.5,464.42,484.91,-15.48,473.37
2024-12-17,"December 17, 24",,,,,,440332,-0.13193,470.54,477.53,440332,-0.0013193,475.95,476.9,481.78,-0.63,476.6875
2024-12-16,"December 16, 24",,,,,,343832,1.21,477,478.74,343832,0.0121,483.59,484.55,487.27,5.81,481.89
2024-12-13,"December 13, 24",,,,,,266118,-0.09588527,476.59,479.74,266118,-0.0009588527,478.33,479.28,484.63,-0.46,480.06
2024-12-12,"December 12, 24",,,,,,250057,-0.361,476.83,481.99,250057,-0.00361,479.29,480.25,484.54,-1.74,480.9025
2024-12-11,"December 11, 24",,,,,,319216,-0.28611,476.74,482.34,319216,-0.0028611,480,480.96,483,-1.38,480.76
2024-12-10,"December 10, 24",,,,,,349384,-1.72,473.65,482.59,349384,-0.0172,473.37,474.31,485.31,-8.28,478.965
2024-12-09,"December 09, 24",,,,,,556766,-5.39,468.55,505.88,556766,-0.0539,477.64,478.59,509.03,-27.29,490.5125
2024-12-06,"December 06, 24",,,,,,313354,-0.91873,504.35,513.75,313354,-0.0091873,508.02,509.03,513.75,-4.72,510.22
2024-12-05,"December 05, 24",,,,,,323267,-0.09338521,508.24,514,323267,-0.0009338521,512.5,513.52,518.1,-0.48,513.465
2024-12-04,"December 04, 24",,,,,,336650,0.71814,507.38,511.04,336650,0.0071814,513.69,514.71,514.87,3.67,512
2024-12-03,"December 03, 24",,,,,,340881,0.46329,501.05,507.24,340881,0.0046329,508.58,509.59,510.76,2.35,507.16
2024-12-02,"December 02, 24",,,,,,319100,-1.34,505.07,511.95,319100,-0.0134,504.08,505.09,517.74,-6.86,509.9625
2024-11-29,"November 29, 24",,,,,,177411,-0.76838,509.97,514.07,177411,-0.0076838,509.1,510.12,519.72,-3.95,513.47
2024-11-27,"November 27, 24",,,,,,391237,-2.32,505.27,520,391237,-0.0232,506.94,507.95,522.49,-12.05,513.9275
2024-11-26,"November 26, 24",,,,,,451900,0.64519,508.75,511.48,451900,0.0064519,513.76,514.78,522.74,3.3,514.4375
2024-11-25,"November 25, 24",,,,,,651345,0.60641,503.04,507.91,651345,0.0060641,509.97,510.99,513.15,3.08,508.7725
2024-11-22,"November 22, 24",,,,,,661400,-3.42,497.88,522.82,661400,-0.0342,503.92,504.92,528.41,-17.9,513.5075
2024-11-21,"November 21, 24",,,,,,398226,1.34,518.5,520,398226,0.0134,525.9,526.95,532.38,6.95,524.4575
2024-11-20,"November 20, 24",,,,,,437223,-0.22824,508.76,517,437223,-0.0022824,514.79,515.82,520.95,-1.18,515.6325
2024-11-19,"November 19, 24",,,,,,448935,3.37,495.42,497.25,448935,0.0337,512.98,514,514.24,16.75,505.2275
2024-11-18,"November 18, 24",,,,,,402228,-0.10172,497.25,501.36,402228,-0.0010172,499.85,500.85,505.81,-0.51,501.3175
2024-11-15,"November 15, 24",,,,,,436785,-0.09012437,495.76,499.31,436785,-0.0009012437,497.87,498.86,504.64,-0.45,499.6425
2024-11-14,"November 14, 24",,,,,,556822,-0.45366,492.8,500.38,556822,-0.0045366,497.12,498.11,502.5,-2.27,498.4475
2024-11-13,"November 13, 24",,,,,,454922,-2.84,498.61,515,454922,-0.0284,499.36,500.36,517,-14.64,507.7425
2024-11-12,"November 12, 24",,,,,,472098,-1.44,510.89,521.61,472098,-0.0144,513.06,514.08,524.5,-7.53,517.77
2024-11-11,"November 11, 24",,,,,,634907,-0.25681,516.34,521.78,634907,-0.0025681,519.4,520.44,525.31,-1.34,520.9675
2024-11-08,"November 08, 24",,,,,,593427,1.24,506,507.87,593427,0.0124,513.13,514.15,519.1,6.28,511.78
2024-11-07,"November 07, 24",,,,,,796879,0.26839,501.6,503,796879,0.0026839,503.35,504.35,509.46,1.35,504.6025
2024-11-06,"November 06, 24",,,,,,616600,1.91,486.88,492.45,616600,0.0191,500.88,501.88,504.53,9.43,496.435
2024-11-05,"November 05, 24",,,,,,357431,2.95,462.13,462.13,357431,0.0295,474.83,475.78,476.5,13.65,469.135
2024-11-04,"November 04, 24",,,,,,394001,2.4,450.67,450.7,394001,0.024,460.58,461.5,468.59,10.8,457.865
2024-11-01,"November 01, 24",,,,,,523314,-0.95069,451.52,457.56,523314,-0.0095069,452.31,453.21,461.87,-4.35,456.04
2024-10-31,"October 31, 24",,,,,,548206,1.58,436.51,439.12,548206,0.0158,445.18,446.07,456.76,6.95,444.615
2024-10-30,"October 30, 24",,,,,,369933,-0.0509271,431.29,431.99,369933,-0.000509271,430.91,431.77,438.56,-0.22,433.4025
2024-10-29,"October 29, 24",,,,,,355043,1.58,427.82,430,355043,0.0158,435.92,436.79,436.95,6.79,432.89
2024-10-28,"October 28, 24",,,,,,359443,-0.12959,429.46,432.12,359443,-0.0012959,430.7,431.56,434.23,-0.56,431.8425
2024-10-25,"October 25, 24",,,,,,502949,-3.45,422.16,443.91,502949,-0.0345,427.73,428.58,443.91,-15.33,434.64
2024-10-24,"October 24, 24",,,,,,265366,0.0336353,441.6,445.96,265366,0.000336353,445.22,446.11,447.5,0.15,445.2925
2024-10-23,"October 23, 24",,,,,,172700,0.06062647,442.07,445.35,172700,0.0006062647,444.73,445.62,449.68,0.27,445.68
2024-10-22,"October 22, 24",,,,,,221561,-0.45778,445.03,450,221561,-0.0045778,447.05,447.94,454.11,-2.06,449.27
2024-10-21,"October 21, 24",,,,,,217306,0.46358,449.27,453,217306,0.0046358,454.19,455.1,456.16,2.1,453.3825
2024-10-18,"October 18, 24",,,,,,261900,-0.01322168,444.43,453.8,261900,-0.0001322168,452.84,453.74,453.86,-0.06,451.4575
2024-10-17,"October 17, 24",,,,,,266452,0.33167,448.82,452.25,266452,0.0033167,452.85,453.75,455.52,1.5,452.585
2024-10-16,"October 16, 24",,,,,,246826,0.0156526,444.38,447.21,246826,0.000156526,446.39,447.28,452.44,0.07,447.8275
2024-10-15,"October 15, 24",0.25,0.25,2024-10-15,2024-10-30,2024-10-03,245800,-1.77,441.6,452.94,245800,-0.0177,444.02,444.91,454.4,-8.03,448.4625
2024-10-14,"October 14, 24",,,,,,142015,0.04642012,449.32,452.39,142015,0.0004642012,451.45,452.6,454.84,0.21,452.2875
2024-10-11,"October 11, 24",,,,,,151200,1.96,441.8,441.8,151200,0.0196,449.31,450.45,450.55,8.65,446.15
2024-10-10,"October 10, 24",,,,,,182200,-0.20542,436.19,443,182200,-0.0020542,440.97,442.09,443.5,-0.91,441.195
2024-10-09,"October 09, 24",,,,,,266208,1.8,439.04,439.04,266208,0.018,445.8,446.94,448.1,7.9,443.28
2024-10-08,"October 08, 24",,,,,,351203,-0.85898,439.18,443.55,351203,-0.0085898,438.62,439.74,445.66,-3.81,442.0325
2024-10-07,"October 07, 24",,,,,,352400,1.62,433.23,433.35,352400,0.0162,439.24,440.36,444.98,7.01,437.98
2024-10-04,"October 04, 24",,,,,,291622,-0.65091,430.79,437.85,291622,-0.0065091,433.9,435,440.75,-2.85,436.0975
2024-10-03,"October 03, 24",,,,,,308800,0.24657,426.04,429.89,308800,0.0024657,429.86,430.95,431.36,1.06,429.56
2024-10-02,"October 02, 24",,,,,,226401,1.15,423.66,425,226401,0.0115,428.8,429.89,433.55,4.89,428.025
2024-10-01,"October 01, 24",,,,,,274212,-0.05134189,420.2,428.5,274212,-0.0005134189,427.19,428.28,429.83,-0.22,426.7025
2024-09-30,"September 30, 24",,,,,,278152,1.15,421.88,425.63,278152,0.0115,429.44,430.53,430.98,4.9,427.255
2024-09-27,"September 27, 24",,,,,,363911,-0.37555,423.61,428.7,363911,-0.0037555,426.01,427.09,430.77,-1.61,427.5425
2024-09-26,"September 26, 24",,,,,,512696,-2.53,428.63,440.44,512696,-0.0253,428.21,429.3,443.96,-11.14,435.5825
2024-09-25,"September 25, 24",,,,,,524800,-0.00688863,433.5,435.5,524800,-6.88863e-05,434.36,435.47,442.15,-0.03,436.655
2024-09-24,"September 24, 24",,,,,,362831,-0.32874,427.02,434.99,362831,-0.0032874,432.46,433.56,437.61,-1.43,433.295
2024-09-23,"September 23, 24",,,,,,392666,-0.57128,434.98,437.61,392666,-0.0057128,434,435.11,441.89,-2.5,437.3975
2024-09-20,"September 20, 24",,,,,,721900,1.2,428,430.45,721900,0.012,434.49,435.6,437.1,5.15,432.7875
2024-09-19,"September 19, 24",,,,,,460807,2.23,412.43,420.67,460807,0.0223,428.96,430.05,432.88,9.38,424.0075
2024-09-18,"September 18, 24",,,,,,384000,-0.75029,406.24,411.84,384000,-0.0075029,407.71,408.75,417.78,-3.09,411.1525
2024-09-17,"September 17, 24",,,,,,349916,0.74103,404.22,406.19,349916,0.0074103,408.16,409.2,410.67,3.01,407.57
2024-09-16,"September 16, 24",,,,,,199200,1.47,394.51,396.86,199200,0.0147,401.67,402.69,403.69,5.83,399.4375
2024-09-13,"September 13, 24",,,,,,249000,0.92673,392.45,392.78,249000,0.0092673,395.41,396.42,400.49,3.64,395.535
2024-09-12,"September 12, 24",,,,,,408900,0.83578,382.52,385.27,408900,0.0083578,387.5,388.49,393.77,3.22,387.5125
2024-09-11,"September 11, 24",,,,,,338500,3.32,364.5,372.69,338500,0.0332,384.09,385.07,385.07,12.38,376.8325
2024-09-10,"September 10, 24",,,,,,362917,1.64,363.61,365.27,362917,0.0164,370.32,371.26,371.94,5.99,368.02
2024-09-09,"September 09, 24",,,,,,376041,2.35,355.64,355.75,376041,0.0235,363.18,364.1,366.27,8.35,360.44
2024-09-06,"September 06, 24",,,,,,384845,-0.42608,350.53,354.39,384845,-0.0042608,351.98,352.88,360.56,-1.51,354.59
2024-09-05,"September 05, 24",,,,,,383256,-0.17792,350.07,354.1,383256,-0.0017792,352.57,353.47,355.76,-0.63,353.35
2024-09-04,"September 04, 24",,,,,,350312,0.04209817,351.91,356.31,350312,0.0004209817,355.55,356.46,361.1,0.15,356.445
2024-09-03,"September 03, 24",,,,,,524100,-8.02,357.26,389.92,524100,-0.0802,357.72,358.63,389.92,-31.29,373.9325
2024-08-30,"August 30, 24",,,,,,552500,1.59,386.59,386.89,552500,0.0159,392.06,393.06,393.35,6.17,389.9725
2024-08-29,"August 29, 24",,,,,,287121,0.72174,381.5,382.41,287121,0.0072174,384.19,385.17,392.31,2.76,385.3475
2024-08-28,"August 28, 24",,,,,,231054,-0.06578947,376.92,380,231054,-0.0006578947,378.79,379.75,383.02,-0.25,379.9225
2024-08-27,"August 27, 24",,,,,,282000,1.57,373.27,375,282000,0.0157,379.9,380.87,383.16,5.87,378.075
2024-08-26,"August 26, 24",,,,,,212500,-1.33,375.05,382.71,212500,-0.0133,376.65,377.61,385.17,-5.1,380.135
2024-08-23,"August 23, 24",,,,,,236766,2,374.74,374.8,236766,0.02,381.33,382.3,383.15,7.5,378.7475
2024-08-22,"August 22, 24",,,,,,290916,-0.06702233,371.98,373.01,290916,-0.0006702233,371.81,372.76,378.27,-0.25,374.005
2024-08-21,"August 21, 24",,,,,,243787,1.88,360.13,366.25,243787,0.0188,372.18,373.13,373.33,6.88,368.21
2024-08-20,"August 20, 24",,,,,,299400,-0.19022,361.51,368,299400,-0.0019022,366.37,367.3,371.64,-0.7,367.1125
2024-08-19,"August 19, 24",,,,,,279300,0.53193,361.26,366.59,279300,0.0053193,367.6,368.54,368.68,1.95,366.2675
2024-08-16,"August 16, 24",,,,,,220433,-1.5,363.15,372.19,220433,-0.015,365.66,366.59,372.31,-5.6,368.56
2024-08-15,"August 15, 24",,,,,,188200,0.16956,368.13,371.56,188200,0.0016956,371.24,372.19,374.77,0.63,371.6625
2024-08-14,"August 14, 24",,,,,,293400,0.2497,361.42,364.44,293400,0.002497,364.42,365.35,367.46,0.91,364.6675
2024-08-13,"August 13, 24",,,,,,297700,0.56758,354.51,359.42,297700,0.0056758,360.54,361.46,362.96,2.04,359.5875
2024-08-12,"August 12, 24",,,,,,208100,-0.28306,352.09,356.81,208100,-0.0028306,354.9,355.8,360.17,-1.01,356.2175
2024-08-09,"August 09, 24",,,,,,259200,-0.35012,353.53,357.02,259200,-0.0035012,354.87,355.77,360.87,-1.25,356.7975
2024-08-08,"August 08, 24",,,,,,326400,0.85596,345.81,353.99,326400,0.0085596,356.11,357.02,357.39,3.03,353.5525
2024-08-07,"August 07, 24",,,,,,396506,-3.18,343.08,359.32,396506,-0.0318,347,347.88,360.82,-11.44,352.775
2024-08-06,"August 06, 24",,,,,,426700,2.01,341.59,343.51,426700,0.0201,349.54,350.43,355.64,6.92,347.7925
2024-08-05,"August 05, 24",,,,,,654100,3.37,319.49,329.14,654100,0.0337,339.36,340.22,348.04,11.08,334.2225
2024-08-02,"August 02, 24",,,,,,583337,-1.74,341.46,355.89,583337,-0.0174,348.81,349.7,359.75,-6.19,351.7
2024-08-01,"August 01, 24",,,,,,487457,-2.52,360.85,375.58,487457,-0.0252,365.19,366.12,384.98,-9.46,371.8825
2024-07-31,"July 31, 24",,,,,,474800,1.24,369.43,370.85,474800,0.0124,374.49,375.44,380.72,4.59,374.11
2024-07-30,"July 30, 24",,,,,,449974,-1.74,355.22,364.83,449974,-0.0174,357.56,358.47,370.2,-6.36,362.18
2024-07-29,"July 29, 24",,,,,,409424,-0.67608,362.46,365.34,409424,-0.0067608,361.95,362.87,374.84,-2.47,366.3775
2024-07-26,"July 26, 24",,,,,,1229635,1.29,351.91,359.42,1229635,0.0129,363.13,364.05,368.08,4.63,360.865
2024-07-25,"July 25, 24",,,,,,1435602,-10.81,345.79,388.61,1435602,-0.1081,345.72,346.6,396.84,-42.01,369.46
2024-07-24,"July 24, 24",,,,,,636885,-4.68,355.51,374.23,636885,-0.0468,355.82,356.73,376.01,-17.5,365.62
2024-07-23,"July 23, 24",,,,,,388804,1.32,371.4,374.28,388804,0.0132,378.25,379.21,383.28,4.93,377.0425
2024-07-22,"July 22, 24",,,,,,284700,2.45,364.5,366.74,284700,0.0245,374.79,375.74,375.96,9,370.735
2024-07-19,"July 19, 24",,,,,,379424,-0.42992,360.73,365.18,379424,-0.0042992,362.69,363.61,366.97,-1.57,364.1225
2024-07-18,"July 18, 24",,,,,,460445,-0.0054817,356.53,364.85,460445,-5.4817e-05,363.9,364.83,374.48,-0.02,365.1725
2024-07-17,"July 17, 24",,,,,,431878,-6.41,361.21,386,431878,-0.0641,360.32,361.24,386,-24.76,373.6125
2024-07-16,"July 16, 24",,,,,,360698,1.95,380.14,383.42,360698,0.0195,389.89,390.88,391.31,7.46,386.4375
2024-07-15,"July 15, 24",0.25,0.25,2024-07-15,2024-07-30,2024-07-03,343425,0.74688,376.14,377.57,343425,0.0074688,379.42,380.39,384.21,2.82,379.5775
2024-07-12,"July 12, 24",,,,,,294414,-0.39161,371.48,377.93,294414,-0.0039161,375.24,376.45,382.25,-1.48,377.0275
2024-07-11,"July 11, 24",,,,,,253400,0.36891,370.48,374.08,253400,0.0036891,374.25,375.46,378.09,1.38,374.5275
2024-07-10,"July 10, 24",,,,,,337431,1.89,365.59,365.85,337431,0.0189,371.56,372.76,373.08,6.91,369.32
2024-07-09,"July 09, 24",,,,,,462450,-0.0769569,363.38,363.84,462450,-0.000769569,362.39,363.56,368.06,-0.28,364.71
2024-07-08,"July 08, 24",,,,,,301000,-0.66616,362.76,366.28,301000,-0.0066616,362.67,363.84,369.38,-2.44,365.565
2024-07-05,"July 05, 24",,,,,,290202,-2.11,359.82,370.34,290202,-0.0211,361.38,362.54,372.97,-7.8,366.4175
2024-07-03,"July 03, 24",,,,,,381407,3.68,355.5,357.91,381407,0.0368,369.9,371.09,371.28,13.18,363.945
2024-07-02,"July 02, 24",,,,,,652014,-0.43247,355,358.41,652014,-0.0043247,355.71,356.86,361.14,-1.55,357.8525
2024-07-01,"July 01, 24",,,,,,470000,-2.25,357.92,367.93,470000,-0.0225,358.51,359.66,370.79,-8.27,364.075
2024-06-28,"June 28, 24",,,,,,898858,-1.33,362.08,370,898858,-0.0133,363.91,365.08,375.36,-4.92,368.13
2024-06-27,"June 27, 24",,,,,,475600,0.23816,367,369.5,475600,0.0023816,369.19,370.38,371.52,0.88,369.6
2024-06-26,"June 26, 24",,,,,,625600,-2.05,365.11,376.23,625600,-0.0205,367.34,368.52,379.76,-7.71,372.405
2024-06-25,"June 25, 24",,,,,,381067,-0.66654,371.36,381.07,381067,-0.0066654,377.31,378.53,381.72,-2.54,378.17
2024-06-24,"June 24, 24",,,,,,496063,-0.05774278,372.23,381,496063,-0.0005774278,379.56,380.78,382.33,-0.22,379.085
2024-06-21,"June 21, 24",,,,,,889400,-0.4413,364.28,382.96,889400,-0.004413,380.05,381.27,383.12,-1.69,377.9075
2024-06-20,"June 20, 24",,,,,,488637,0.05963493,382.03,385.68,488637,0.0005963493,384.67,385.91,391.62,0.23,386.31
2024-06-18,"June 18, 24",,,,,,352662,0.82083,377.09,382.54,352662,0.0082083,384.44,385.68,388,3.14,383.3275
2024-06-17,"June 17, 24",,,,,,399835,1.55,376.31,377.2,399835,0.0155,381.8,383.03,386.68,5.83,380.805
2024-06-14,"June 14, 24",,,,,,336900,-2.28,375,386.02,336900,-0.0228,375.99,377.2,386.53,-8.82,381.1875
2024-06-13,"June 13, 24",,,,,,345329,2.02,379.31,382.41,345329,0.0202,388.89,390.14,390.16,7.73,385.505
2024-06-12,"June 12, 24",,,,,,371700,0.68421,380,380,371700,0.0068421,381.37,382.6,387.56,2.6,382.54
2024-06-11,"June 11, 24",,,,,,415400,-1.09,373.79,379.03,415400,-0.0109,373.7,374.9,381.44,-4.13,377.29
2024-06-10,"June 10, 24",,,,,,379416,1.45,373.62,373.62,379416,0.0145,377.81,379.03,380.35,5.41,376.655
2024-06-07,"June 07, 24",,,,,,335431,-0.70248,375.69,378.66,335431,-0.0070248,374.79,376,383.4,-2.66,378.4375
2024-06-06,"June 06, 24",,,,,,469829,-0.82677,370.97,377.37,469829,-0.0082677,373.05,374.25,377.67,-3.12,375.065
2024-06-05,"June 05, 24",,,,,,530616,2.08,368.89,370.43,530616,0.0208,376.93,378.14,380.2,7.71,374.415
2024-06-04,"June 04, 24",,,,,,794600,-0.61427,360.3,371.17,794600,-0.0061427,367.71,368.89,372.51,-2.28,368.2175
2024-06-03,"June 03, 24",,,,,,1102286,-4.58,366.36,391,1102286,-0.0458,371.9,373.1,391.64,-17.9,380.525
2024-05-31,"May 31, 24",,,,,,4335700,-1.75,379.57,395.59,4335700,-0.0175,387.41,388.66,400.97,-6.93,391.1975
2024-05-30,"May 30, 24",,,,,,403319,0.3119,394.13,394.36,403319,0.003119,394.32,395.59,399.61,1.23,395.9225
2024-05-29,"May 29, 24",,,,,,443103,0.51033,390.1,391.9,443103,0.0051033,392.64,393.9,397.21,2,393.2775
2024-05-28,"May 28, 24",,,,,,506910,-1.71,392.51,400.54,506910,-0.0171,392.42,393.68,401.98,-6.86,397.1775
2024-05-24,"May 24, 24",,,,,,376417,2.15,390.3,390.3,376417,0.0215,397.41,398.69,400.57,8.39,394.965
2024-05-23,"May 23, 24",,,,,,541800,-0.80102,388.4,393.25,541800,-0.0080102,388.85,390.1,396.87,-3.15,392.155
2024-05-22,"May 22, 24",,,,,,444522,-0.10285,384.59,388.9,444522,-0.0010285,387.25,388.5,392.61,-0.4,388.65
2024-05-21,"May 21, 24",,,,,,466713,1.5,381.06,382.52,466713,0.015,386.99,388.24,388.72,5.72,385.135
2024-05-20,"May 20, 24",,,,,,267014,1.22,379.22,379.22,267014,0.0122,382.6,383.83,386.49,4.61,382.19
2024-05-17,"May 17, 24",,,,,,258041,0.04230454,375.63,378.21,258041,0.0004230454,377.16,378.37,380.15,0.16,378.09
2024-05-16,"May 16, 24",,,,,,325100,-2.51,375.2,385.25,325100,-0.0251,374.38,375.59,385.77,-9.66,380.4525
2024-05-15,"May 15, 24",,,,,,389820,2.25,377.1,377.1,389820,0.0225,384.36,385.6,385.9,8.5,381.425
2024-05-14,"May 14, 24",,,,,,309800,0.18739,366.24,373.56,309800,0.0018739,373.06,374.26,375.2,0.7,372.315
2024-05-13,"May 13, 24",,,,,,297431,-1.89,371.63,380.77,297431,-0.0189,372.36,373.56,382.01,-7.21,376.9925
2024-05-10,"May 10, 24",,,,,,287200,-1.13,379.24,384.61,287200,-0.0113,379.06,380.28,385.37,-4.33,382.375
2024-05-09,"May 09, 24",,,,,,286137,0.65563,378.64,379.79,286137,0.0065563,381.05,382.28,383.98,2.49,381.1725
2024-05-08,"May 08, 24",,,,,,357871,1.18,372.43,375,357871,0.0118,378.21,379.43,380,4.43,376.715
2024-05-07,"May 07, 24",,,,,,474749,1.05,370,371.5,474749,0.0105,374.18,375.39,377.8,3.89,373.6725
2024-05-06,"May 06, 24",,,,,,437551,1.21,367.52,367.52,437551,0.0121,370.78,371.97,376.7,4.45,370.9275
2024-05-03,"May 03, 24",,,,,,331000,1.05,359.74,360,331000,0.0105,362.6,363.77,365.11,3.77,362.155
2024-05-02,"May 02, 24",,,,,,398525,-0.05329892,348.65,356.48,398525,-0.0005329892,355.15,356.29,357.31,-0.19,354.6825
2024-05-01,"May 01, 24",,,,,,393100,-1.25,353.93,359.75,393100,-0.0125,354.1,355.24,362.06,-4.51,357.745
