date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,declarationDate,recordDate,dividend,adjDividend
2025-03-11,236.3,237.44,224.88,225.79,224.3,1282805,1282805,-10.51,-4.45,231.1025,"March 11, 25",-0.0445,,,,,
2025-03-10,230.36,243.37,228.72,236.63,235.07,2006000,2006000,6.27,2.72,234.77,"March 10, 25",0.0272,,,,,
2025-03-07,224.43,232.86,222.91,232.44,230.91,908219,908219,8.01,3.57,228.16,"March 07, 25",0.0357,,,,,
2025-03-06,223.85,226.02,219.68,225.03,223.55,1226762,1226762,1.18,0.52714,223.645,"March 06, 25",0.0052714,,,,,
2025-03-05,227.71,228.14,219.76,223.83,222.36,1188042,1188042,-3.88,-1.7,224.86,"March 05, 25",-0.017,,,,,
2025-03-04,233.44,233.67,227.08,231.48,229.96,801287,801287,-1.96,-0.83962,231.4175,"March 04, 25",-0.0083962,,,,,
2025-03-03,234.1,236.44,231.39,233.1,231.57,722900,722900,-1,-0.42717,233.7575,"March 03, 25",-0.0042717,,,,,
2025-02-28,231.47,233.65,228.16,233.52,231.98,1306900,1306900,2.05,0.88564,231.7,"February 28, 25",0.0088564,,,,,
2025-02-27,233.47,234.92,230.73,231.28,229.76,557475,557475,-2.19,-0.93802,232.6,"February 27, 25",-0.0093802,,,,,
2025-02-26,236.46,236.63,232.09,234.61,233.07,565536,565536,-1.85,-0.78237,234.9475,"February 26, 25",-0.0078237,,,,,
2025-02-25,229.4,236.31,229.25,236.19,234.64,979500,979500,6.79,2.96,232.7875,"February 25, 25",0.0296,,,,,
2025-02-24,231.69,231.82,228.18,229.65,228.14,1918800,1918800,-2.04,-0.88049,230.335,"February 24, 25",-0.0088049,,,,,
2025-02-21,232.31,233.38,230.34,231.69,230.17,518500,518500,-0.62,-0.26688,231.93,"February 21, 25",-0.0026688,,,,,
2025-02-20,233.01,234.61,231.62,232.79,231.26,662300,662300,-0.22,-0.09441655,233.0075,"February 20, 25",-0.0009441655,,,,,
2025-02-19,239.43,240,231.48,234.51,232.97,941926,941926,-4.92,-2.05,236.355,"February 19, 25",-0.0205,,,,,
2025-02-18,231.1,232.96,228.87,230.58,229.06,1001000,1001000,-0.52,-0.22501,230.8775,"February 18, 25",-0.0022501,,,,,
2025-02-14,241.86,243.48,232.76,232.98,231.45,1025932,1025932,-8.88,-3.67,237.77,"February 14, 25",-0.0367,,,,,
2025-02-13,238.9,239.52,235.77,239.48,237.9,696363,696363,0.58,0.24278,238.4175,"February 13, 25",0.0024278,2025-03-20,2025-01-30,2025-02-13,0.53,0.53
2025-02-12,236.37,237.44,233.48,236.6,234.52,674124,674124,0.23,0.09730507,235.9725,"February 12, 25",0.0009730507,,,,,
2025-02-11,236.78,238.83,236.17,237.43,235.34,581400,581400,0.65,0.27452,237.3025,"February 11, 25",0.0027452,,,,,
2025-02-10,238.98,240.84,236.97,238.56,236.46,819684,819684,-0.42,-0.17575,238.8375,"February 10, 25",-0.0017575,,,,,
2025-02-07,237.76,239.07,235.63,236.94,234.86,830600,830600,-0.82,-0.34489,237.35,"February 07, 25",-0.0034489,,,,,
2025-02-06,242.01,243.41,235.1,237.18,235.1,992644,992644,-4.83,-2,239.425,"February 06, 25",-0.02,,,,,
2025-02-05,242.11,245.99,240.46,242.58,240.45,1000259,1000259,0.47,0.19413,242.785,"February 05, 25",0.0019413,,,,,
2025-02-04,240.1,245.27,238.87,240.46,238.35,1401702,1401702,0.36,0.14994,241.175,"February 04, 25",0.0014994,,,,,
2025-02-03,242,244.29,235,240.55,238.44,1978818,1978818,-1.45,-0.59917,240.46,"February 03, 25",-0.0059917,,,,,
2025-01-31,258,259.95,235,236.18,234.1,2599352,2599352,-21.82,-8.46,247.2825,"January 31, 25",-0.0846,,,,,
2025-01-30,255.34,263.05,254.1,257.65,255.39,1832900,1832900,2.31,0.90468,257.535,"January 30, 25",0.0090468,,,,,
2025-01-29,249.67,253.5,248.22,252.86,250.64,932194,932194,3.19,1.28,251.0625,"January 29, 25",0.0128,,,,,
2025-01-28,252.48,253.4,249.63,249.94,247.74,921500,921500,-2.54,-1.01,251.3625,"January 28, 25",-0.0101,,,,,
2025-01-27,249.46,258.7,249.29,254.7,252.46,1253809,1253809,5.24,2.1,253.0375,"January 27, 25",0.021,,,,,
2025-01-24,248.19,250.76,243.23,250.51,248.31,778500,778500,2.32,0.93477,248.1725,"January 24, 25",0.0093477,,,,,
2025-01-23,246.63,249.12,244.67,248.88,246.69,643904,643904,2.25,0.9123,247.325,"January 23, 25",0.009123,,,,,
2025-01-22,246.07,248.87,244.92,247.33,245.16,762900,762900,1.26,0.51205,246.7975,"January 22, 25",0.0051205,,,,,
2025-01-21,244.54,249.31,243.88,247.79,245.61,1047900,1047900,3.25,1.33,246.38,"January 21, 25",0.0133,,,,,
2025-01-17,237.99,240.37,235.88,239.78,237.67,776900,776900,1.79,0.75213,238.505,"January 17, 25",0.0075213,,,,,
2025-01-16,235,240.6,233.08,237.13,235.05,797110,797110,2.13,0.90638,236.4525,"January 16, 25",0.0090638,,,,,
2025-01-15,230.69,233.93,229.09,233.38,231.33,1147621,1147621,2.69,1.17,231.7725,"January 15, 25",0.0117,,,,,
2025-01-14,231.81,232.12,227.68,228.83,226.82,692800,692800,-2.98,-1.29,230.11,"January 14, 25",-0.0129,,,,,
2025-01-13,231.52,231.55,227.26,230.26,228.24,580200,580200,-1.26,-0.54423,230.1475,"January 13, 25",-0.0054423,,,,,
2025-01-10,232.27,235.45,229.86,233.82,231.76,1043431,1043431,1.55,0.66733,232.85,"January 10, 25",0.0066733,,,,,
2025-01-08,234.04,237.2,232.51,236.17,234.09,878752,878752,2.13,0.9101,234.98,"January 08, 25",0.009101,,,,,
2025-01-07,236.01,239.74,234.9,236.4,234.32,675200,675200,0.39,0.16525,236.7625,"January 07, 25",0.0016525,,,,,
2025-01-06,231.84,237.25,231,235.09,233.02,793800,793800,3.25,1.4,233.795,"January 06, 25",0.014,,,,,
2025-01-03,228.56,231.86,226.95,231.67,229.63,639425,639425,3.11,1.36,229.76,"January 03, 25",0.0136,,,,,
2025-01-02,230.99,230.99,226.66,228.48,226.47,558305,558305,-2.51,-1.09,229.28,"January 02, 25",-0.0109,,,,,
2024-12-31,230.69,232.1,228.27,228.69,226.68,522844,522844,-2,-0.86696,229.9375,"December 31, 24",-0.0086696,,,,,
2024-12-30,232.18,232.52,228.11,229.5,227.48,504400,504400,-2.68,-1.15,230.5775,"December 30, 24",-0.0115,,,,,
2024-12-27,233.74,234.39,231.09,233.18,231.13,390900,390900,-0.56,-0.23958,233.1,"December 27, 24",-0.0023958,,,,,
2024-12-26,230.96,234.75,230.96,233.88,231.82,390213,390213,2.92,1.26,232.6375,"December 26, 24",0.0126,,,,,
2024-12-24,231.81,232.58,229.58,232.58,230.54,227615,227615,0.77,0.33217,231.6375,"December 24, 24",0.0033217,,,,,
2024-12-23,230.21,232,224.51,231.17,229.14,1151442,1151442,0.96,0.41701,229.4725,"December 23, 24",0.0041701,,,,,
2024-12-20,231,238.6,231,237.27,235.18,3057200,3057200,6.27,2.71,234.4675,"December 20, 24",0.0271,,,,,
2024-12-19,231.67,235.5,230.01,231.58,229.54,596843,596843,-0.09,-0.03884836,232.19,"December 19, 24",-0.0003884836,,,,,
2024-12-18,239.04,240.18,229.94,230.21,228.19,871441,871441,-8.83,-3.69,234.8425,"December 18, 24",-0.0369,,,,,
2024-12-17,242,245.19,241.4,242.62,240.49,739300,739300,0.62,0.2562,242.8025,"December 17, 24",0.002562,,,,,
2024-12-16,238.66,241.84,231,241.02,238.9,829780,829780,2.36,0.98885,238.13,"December 16, 24",0.0098885,,,,,
2024-12-13,241.28,241.5,236.95,238.52,236.42,580589,580589,-2.76,-1.14,239.5625,"December 13, 24",-0.0114,,,,,
2024-12-12,243.16,247.93,241.45,242.51,240.38,922342,922342,-0.65,-0.26731,243.7625,"December 12, 24",-0.0026731,,,,,
2024-12-11,245.19,246.01,242.06,245.78,243.62,514234,514234,0.59,0.24063,244.76,"December 11, 24",0.0024063,,,,,
2024-12-10,245.16,246.5,242,245.22,243.06,505900,505900,0.06,0.02447381,244.72,"December 10, 24",0.0002447381,,,,,
2024-12-09,244.23,247.76,242.17,244.76,242.61,583600,583600,0.53,0.21701,244.73,"December 09, 24",0.0021701,,,,,
2024-12-06,240.48,245.13,239.41,241.41,239.29,462436,462436,0.93,0.38673,241.6075,"December 06, 24",0.0038673,,,,,
2024-12-05,243.05,245.11,238.72,239.41,237.31,642392,642392,-3.64,-1.5,241.5725,"December 05, 24",-0.015,,,,,
2024-12-04,245.65,246.63,243.36,245.84,243.68,884183,884183,0.19,0.07734582,245.37,"December 04, 24",0.0007734582,,,,,
2024-12-03,244.34,249.47,244.34,246.91,244.74,665000,665000,2.57,1.05,246.265,"December 03, 24",0.0105,,,,,
2024-12-02,248.91,248.91,243.38,244.92,242.77,575940,575940,-3.99,-1.6,246.53,"December 02, 24",-0.016,,,,,
2024-11-29,248.47,252.36,247.74,249.02,246.83,351327,351327,0.55,0.22135,249.3975,"November 29, 24",0.0022135,,,,,
2024-11-27,250.98,251.36,247.91,249.33,247.14,654500,654500,-1.65,-0.65742,249.895,"November 27, 24",-0.0065742,,,,,
2024-11-26,249.71,251.2,247.28,249.99,247.79,676207,676207,0.28,0.11213,249.545,"November 26, 24",0.0011213,,,,,
2024-11-25,244.53,249.77,243.6,249.56,247.37,1708448,1708448,5.03,2.06,246.865,"November 25, 24",0.0206,,,,,
2024-11-22,243.6,243.89,241.44,243.78,241.64,551442,551442,0.18,0.07389163,243.1775,"November 22, 24",0.0007389163,,,,,
2024-11-21,242.52,243.73,240.69,243.6,241.46,455006,455006,1.08,0.44532,242.635,"November 21, 24",0.0044532,,,,,
2024-11-20,238.73,242.47,236.72,241.55,239.43,490515,490515,2.82,1.18,239.8675,"November 20, 24",0.0118,,,,,
2024-11-19,237.73,240.67,236.62,238.12,236.03,711330,711330,0.39,0.16405,238.285,"November 19, 24",0.0016405,,,,,
2024-11-18,234.91,240.22,234.91,239.42,237.32,759947,759947,4.51,1.92,237.365,"November 18, 24",0.0192,,,,,
2024-11-15,233.17,235.09,231.17,234.74,232.68,1116942,1116942,1.57,0.67333,233.5425,"November 15, 24",0.0067333,,,,,
2024-11-14,235.44,236.89,231.18,231.43,229.4,1102300,1102300,-4.01,-1.7,233.735,"November 14, 24",-0.017,,,,,
2024-11-13,246.41,247.73,235.36,235.44,233.37,993990,993990,-10.97,-4.45,241.235,"November 13, 24",-0.0445,,,,,
2024-11-12,248.81,249.27,246.19,247.21,245.04,737144,737144,-1.6,-0.64306,247.87,"November 12, 24",-0.0064306,,,,,
2024-11-11,252.55,252.99,248.43,248.69,246.5,898839,898839,-3.86,-1.53,250.665,"November 11, 24",-0.0153,,,,,
2024-11-08,249,255.16,248.53,252.38,250.16,930321,930321,3.38,1.36,251.2675,"November 08, 24",0.0136,,,,,
2024-11-07,246.48,248.55,243.62,248.54,246.36,815815,815815,2.06,0.83577,246.7975,"November 07, 24",0.0083577,2024-12-12,2024-10-24,2024-11-07,0.53,0.53
2024-11-06,248.74,250,241.98,245.63,242.95,802500,802500,-3.11,-1.25,246.5875,"November 06, 24",-0.0125,,,,,
2024-11-05,243.61,246.51,241.28,245.74,243.06,1081100,1081100,2.13,0.87435,244.285,"November 05, 24",0.0087435,,,,,
2024-11-04,245,247.75,242.84,243.61,240.95,1236221,1236221,-1.39,-0.56735,244.8,"November 04, 24",-0.0056735,,,,,
2024-11-01,242,246.77,241.12,244.28,241.61,1118400,1118400,2.28,0.94215,243.5425,"November 01, 24",0.0094215,,,,,
2024-10-31,242,243.67,240.53,242.47,239.82,1165516,1165516,0.47,0.19421,242.1675,"October 31, 24",0.0019421,,,,,
2024-10-30,243.3,245.85,241.06,243.02,240.37,1105490,1105490,-0.28,-0.11508,243.3075,"October 30, 24",-0.0011508,,,,,
2024-10-29,247.62,250.09,243.83,244.4,241.73,1486270,1486270,-3.22,-1.3,246.485,"October 29, 24",-0.013,,,,,
2024-10-28,258,259.33,246.27,246.83,244.14,1796100,1796100,-11.17,-4.33,252.6075,"October 28, 24",-0.0433,,,,,
2024-10-25,260,260.49,252.8,256.07,253.28,3516542,3516542,-3.93,-1.51,257.34,"October 25, 24",-0.0151,,,,,
2024-10-24,237.46,243.99,237.46,239.05,236.44,1846403,1846403,1.59,0.66959,239.49,"October 24, 24",0.0066959,,,,,
2024-10-23,239.13,240.22,235.08,237.4,234.81,1019834,1019834,-1.73,-0.72346,237.9575,"October 23, 24",-0.0072346,,,,,
2024-10-22,239.06,241.17,237.63,239.98,237.36,614629,614629,0.92,0.38484,239.46,"October 22, 24",0.0038484,,,,,
2024-10-21,241.06,242.44,238.4,240.05,237.43,973032,973032,-1.01,-0.41898,240.4875,"October 21, 24",-0.0041898,,,,,
2024-10-18,240.6,241.67,237.78,240,237.38,766425,766425,-0.6,-0.24938,240.0125,"October 18, 24",-0.0024938,,,,,
2024-10-17,239.78,242.15,237.37,239.59,236.98,839334,839334,-0.19,-0.0792393,239.7225,"October 17, 24",-0.000792393,,,,,
2024-10-16,238.19,242.11,237.45,238.34,235.74,816001,816001,0.15,0.06297494,239.0225,"October 16, 24",0.0006297494,,,,,
2024-10-15,242.37,243.99,238.73,239.18,236.57,1024700,1024700,-3.19,-1.32,241.0675,"October 15, 24",-0.0132,,,,,
2024-10-14,240.12,242.23,238.69,240.71,238.08,588200,588200,0.59,0.24571,240.4375,"October 14, 24",0.0024571,,,,,
2024-10-11,238.48,242.51,238.41,240.51,237.89,504740,504740,2.03,0.85122,239.9775,"October 11, 24",0.0085122,,,,,
2024-10-10,233.79,238.45,233.79,237.93,235.33,766093,766093,4.14,1.77,235.99,"October 10, 24",0.0177,,,,,
2024-10-09,236,238.19,234.11,237.04,234.45,749700,749700,1.04,0.44068,236.335,"October 09, 24",0.0044068,,,,,
2024-10-08,233.47,237.82,233.15,236.06,233.48,744100,744100,2.59,1.11,235.125,"October 08, 24",0.0111,,,,,
2024-10-07,234.67,236.54,230.44,232.29,229.76,651000,651000,-2.38,-1.01,233.485,"October 07, 24",-0.0101,,,,,
2024-10-04,239.47,239.47,233.44,233.98,231.43,755300,755300,-5.49,-2.29,236.59,"October 04, 24",-0.0229,,,,,
2024-10-03,238.26,239.14,236.62,238.43,235.83,544742,544742,0.17,0.07135063,238.1125,"October 03, 24",0.0007135063,,,,,
2024-10-02,237.2,239.89,234.89,238.86,236.25,875300,875300,1.66,0.69983,237.71,"October 02, 24",0.0069983,,,,,
2024-10-01,245.37,245.99,237.63,238.75,236.15,1334432,1334432,-6.62,-2.7,241.935,"October 01, 24",-0.027,,,,,
2024-09-30,243.51,249.4,240.24,244.12,241.46,1910700,1910700,0.61,0.2505,244.3175,"September 30, 24",0.002505,,,,,
2024-09-27,243.35,246,238.74,239,236.39,1131100,1131100,-4.35,-1.79,241.7725,"September 27, 24",-0.0179,,,,,
2024-09-26,245.83,246.55,240.69,242.56,239.91,979922,979922,-3.27,-1.33,243.9075,"September 26, 24",-0.0133,,,,,
2024-09-25,246.38,246.38,240.24,240.75,238.12,925413,925413,-5.63,-2.29,243.4375,"September 25, 24",-0.0229,,,,,
2024-09-24,249.2,249.31,245.06,247.15,244.45,744729,744729,-2.05,-0.82263,247.68,"September 24, 24",-0.0082263,,,,,
2024-09-23,245,247.36,243.1,246.18,243.49,916016,916016,1.18,0.48163,245.41,"September 23, 24",0.0048163,,,,,
2024-09-20,243.19,245.73,240.46,244.94,242.27,1567015,1567015,1.75,0.7196,243.58,"September 20, 24",0.007196,,,,,
2024-09-19,240.82,243.48,236.97,242.98,240.33,1128000,1128000,2.16,0.89694,241.0625,"September 19, 24",0.0089694,,,,,
2024-09-18,233.63,242.03,231.48,238.03,235.43,1887269,1887269,4.4,1.88,236.2925,"September 18, 24",0.0188,,,,,
2024-09-17,252.37,254.26,249.97,250.88,248.14,1035948,1035948,-1.49,-0.5904,251.87,"September 17, 24",-0.005904,,,,,
2024-09-16,249.76,252.91,248.76,251.77,249.02,1096409,1096409,2.01,0.80477,250.8,"September 16, 24",0.0080477,,,,,
2024-09-13,249.84,252.65,248.42,248.93,246.21,1343200,1343200,-0.91,-0.36423,249.96,"September 13, 24",-0.0036423,,,,,
2024-09-12,252.49,252.56,249.06,250.71,247.97,790458,790458,-1.78,-0.70498,251.205,"September 12, 24",-0.0070498,,,,,
2024-09-11,251.3,253.06,245.23,252.92,250.16,649900,649900,1.62,0.64465,250.6275,"September 11, 24",0.0064465,,,,,
2024-09-10,247.64,253.23,246.94,252.86,250.1,801400,801400,5.22,2.11,250.1675,"September 10, 24",0.0211,,,,,
2024-09-09,246.42,255.18,245,249.56,246.84,1352988,1352988,3.14,1.27,249.04,"September 09, 24",0.0127,,,,,
2024-09-06,245.49,247.38,240.95,244.87,242.2,579029,579029,-0.62,-0.25256,244.6725,"September 06, 24",-0.0025256,,,,,
2024-09-05,244.96,246.05,242.2,244.78,242.11,769508,769508,-0.18,-0.07348138,244.4975,"September 05, 24",-0.0007348138,,,,,
2024-09-04,239.9,246.54,236.48,244.75,242.08,980100,980100,4.85,2.02,241.9175,"September 04, 24",0.0202,,,,,
2024-09-03,244.47,247.73,243.77,244.9,242.23,997822,997822,0.43,0.17589,245.2175,"September 03, 24",0.0017589,,,,,
2024-08-30,244.25,246.22,242.48,245.02,242.35,1084200,1084200,0.77,0.31525,244.4925,"August 30, 24",0.0031525,,,,,
2024-08-29,244.76,245,240.95,243.16,240.51,591200,591200,-1.6,-0.6537,243.4675,"August 29, 24",-0.006537,,,,,
2024-08-28,240.54,246.8,239.37,242.69,240.04,1226787,1226787,2.15,0.89382,242.35,"August 28, 24",0.0089382,,,,,
2024-08-27,226.14,242.6,226.14,242.25,239.61,1895945,1895945,16.11,7.12,234.2825,"August 27, 24",0.0712,,,,,
2024-08-26,224.75,228.29,224.75,225.86,223.4,454107,454107,1.11,0.49388,225.9125,"August 26, 24",0.0049388,,,,,
2024-08-23,224.35,226.74,222.95,226.64,224.17,643776,643776,2.29,1.02,225.17,"August 23, 24",0.0102,,,,,
2024-08-22,225.6,225.6,221.98,223.41,220.97,599531,599531,-2.19,-0.97074,224.1475,"August 22, 24",-0.0097074,,,,,
2024-08-21,224.08,226.66,222.68,224.3,221.85,793000,793000,0.22,0.09817922,224.43,"August 21, 24",0.0009817922,,,,,
2024-08-20,231,231.29,222.36,223.15,220.72,908000,908000,-7.85,-3.4,226.95,"August 20, 24",-0.034,,,,,
2024-08-19,227.48,231.5,226.53,231.3,228.78,786700,786700,3.82,1.68,229.2025,"August 19, 24",0.0168,,,,,
2024-08-16,226.77,227.92,224.78,227.75,225.27,627200,627200,0.98,0.43216,226.805,"August 16, 24",0.0043216,,,,,
2024-08-15,223.43,228.02,221.66,227.22,224.74,897021,897021,3.79,1.7,225.0825,"August 15, 24",0.017,2024-09-19,2024-08-01,2024-08-15,0.53,0.53
2024-08-14,222.25,223.09,220,222.21,219.26,970200,970200,-0.04,-0.01799775,221.8875,"August 14, 24",-0.0001799775,,,,,
2024-08-13,216.56,223.68,216.56,220.27,217.34,1079480,1079480,3.71,1.71,219.2675,"August 13, 24",0.0171,,,,,
2024-08-12,216.6,218.15,214.56,214.65,211.8,547600,547600,-1.95,-0.90028,215.99,"August 12, 24",-0.0090028,,,,,
2024-08-09,215.82,217.09,212.97,216.59,213.71,543000,543000,0.77,0.35678,215.6175,"August 09, 24",0.0035678,,,,,
2024-08-08,212.16,214.89,209.66,214.19,211.35,946836,946836,2.03,0.95683,212.725,"August 08, 24",0.0095683,,,,,
2024-08-07,219.87,219.87,209.08,210.94,208.14,1291417,1291417,-8.93,-4.06,214.94,"August 07, 24",-0.0406,,,,,
2024-08-06,216.28,221.77,215.34,218.83,215.92,1079748,1079748,2.55,1.18,218.055,"August 06, 24",0.0118,,,,,
2024-08-05,213.17,220.2,209,215.68,212.82,1547514,1547514,2.51,1.18,214.5125,"August 05, 24",0.0118,,,,,
2024-08-02,210,225.68,204.63,223.64,220.67,2659800,2659800,13.64,6.5,215.9875,"August 02, 24",0.065,,,,,
2024-08-01,212.75,216.78,211,214.56,211.71,1513719,1513719,1.81,0.85076,213.7725,"August 01, 24",0.0085076,,,,,
2024-07-31,209,215.86,206.4,213.25,210.42,988900,988900,4.25,2.03,211.1275,"July 31, 24",0.0203,,,,,
2024-07-30,207.91,210.48,206.27,208.04,205.28,762813,762813,0.13,0.06252705,208.175,"July 30, 24",0.0006252705,,,,,
2024-07-29,200.12,208.58,198.6,208.54,205.77,1069435,1069435,8.42,4.21,203.96,"July 29, 24",0.0421,,,,,
2024-07-26,207.04,207.04,196.43,197.04,194.42,1896839,1896839,-10,-4.83,201.8875,"July 26, 24",-0.0483,,,,,
2024-07-25,204.85,212.78,203.86,208.34,205.57,2024396,2024396,3.49,1.7,207.4575,"July 25, 24",0.017,,,,,
2024-07-24,208.35,210.76,206.12,206.2,203.46,653200,653200,-2.15,-1.03,207.8575,"July 24, 24",-0.0103,,,,,
2024-07-23,207.74,209.8,205.91,209.53,206.75,391700,391700,1.79,0.86165,208.245,"July 23, 24",0.0086165,,,,,
2024-07-22,204.37,207.58,203.48,207.28,204.53,664508,664508,2.91,1.42,205.6775,"July 22, 24",0.0142,,,,,
2024-07-19,206.94,207.62,202.76,203.15,200.45,715022,715022,-3.79,-1.83,205.1175,"July 19, 24",-0.0183,,,,,
2024-07-18,206.58,209,203.43,203.88,201.17,606031,606031,-2.7,-1.31,205.7225,"July 18, 24",-0.0131,,,,,
2024-07-17,205,208.83,204.03,205.95,203.21,709389,709389,0.95,0.46341,205.9525,"July 17, 24",0.0046341,,,,,
2024-07-16,205.69,207.72,204.5,206.8,204.05,738637,738637,1.11,0.53965,206.1775,"July 16, 24",0.0053965,,,,,
2024-07-15,204.34,207.19,203.18,205.31,202.58,1387329,1387329,0.97,0.4747,205.005,"July 15, 24",0.004747,,,,,
2024-07-12,200.98,206.84,200.5,204.83,202.11,753610,753610,3.85,1.92,203.2875,"July 12, 24",0.0192,,,,,
2024-07-11,195.13,200.34,195,199.78,197.13,694800,694800,4.65,2.38,197.5625,"July 11, 24",0.0238,,,,,
2024-07-10,191.74,192.93,189.15,192.33,189.78,510125,510125,0.59,0.30771,191.5375,"July 10, 24",0.0030771,,,,,
2024-07-09,193.48,194.56,188.56,190.33,187.8,956600,956600,-3.15,-1.63,191.7325,"July 09, 24",-0.0163,,,,,
2024-07-08,194.35,194.86,191.9,192.92,190.36,805224,805224,-1.43,-0.73579,193.5075,"July 08, 24",-0.0073579,,,,,
2024-07-05,190.5,195,189.32,194.74,192.15,670912,670912,4.24,2.23,192.39,"July 05, 24",0.0223,,,,,
2024-07-03,189.59,189.99,188.06,189.4,186.88,383824,383824,-0.19,-0.10022,189.26,"July 03, 24",-0.0010022,,,,,
2024-07-02,187.5,189.94,187.5,189.35,186.84,808424,808424,1.85,0.98667,188.5725,"July 02, 24",0.0098667,,,,,
2024-07-01,190.91,192.38,186.22,186.94,184.46,871700,871700,-3.97,-2.08,189.1125,"July 01, 24",-0.0208,,,,,
2024-06-28,191.71,194.6,189.57,191.42,188.88,3500754,3500754,-0.29,-0.15127,191.825,"June 28, 24",-0.0015127,,,,,
2024-06-27,189.5,192.74,187.57,191.58,189.04,1271100,1271100,2.08,1.1,190.3475,"June 27, 24",0.011,,,,,
2024-06-26,183.84,187.32,183.84,186.53,184.05,1115314,1115314,2.69,1.46,185.3825,"June 26, 24",0.0146,,,,,
2024-06-25,185.07,186.81,180.34,183.84,181.4,2163895,2163895,-1.23,-0.66461,184.015,"June 25, 24",-0.0066461,,,,,
2024-06-24,189.95,193.73,179.42,182.2,179.78,4020900,4020900,-7.75,-4.08,186.325,"June 24, 24",-0.0408,,,,,
2024-06-21,213.36,213.53,200,205.83,203.1,2734710,2734710,-7.53,-3.53,208.18,"June 21, 24",-0.0353,,,,,
2024-06-20,210.94,214.97,210.01,213.27,210.44,1246046,1246046,2.33,1.1,212.2975,"June 20, 24",0.011,,,,,
2024-06-18,210.82,212.62,210.17,212.27,209.45,972918,972918,1.45,0.68779,211.47,"June 18, 24",0.0068779,,,,,
2024-06-17,209.06,211.69,205.38,210.35,207.56,1028418,1028418,1.29,0.61705,209.12,"June 17, 24",0.0061705,,,,,
2024-06-14,210.97,212,208.63,211.73,208.92,1113732,1113732,0.76,0.36024,210.8325,"June 14, 24",0.0036024,,,,,
2024-06-13,209.54,213.71,208.89,212.38,209.56,906500,906500,2.84,1.36,211.13,"June 13, 24",0.0136,,,,,
2024-06-12,211.88,214.54,210.01,210.89,208.09,718100,718100,-0.99,-0.46725,211.83,"June 12, 24",-0.0046725,,,,,
2024-06-11,209.58,212.76,207.05,210.18,207.39,810506,810506,0.6,0.28629,209.8925,"June 11, 24",0.0028629,,,,,
2024-06-10,209.81,211.82,209.31,211.66,208.85,723100,723100,1.85,0.88175,210.65,"June 10, 24",0.0088175,,,,,
2024-06-07,211.07,214.29,209.46,210.91,208.11,412000,412000,-0.16,-0.07580424,211.4325,"June 07, 24",-0.0007580424,,,,,
2024-06-06,211.57,212.49,210.13,211.56,208.75,709200,709200,-0.01,-0.00472657,211.4375,"June 06, 24",-4.72657e-05,,,,,
2024-06-05,211.29,214.05,210.12,213.24,210.41,507200,507200,1.95,0.9229,212.175,"June 05, 24",0.009229,,,,,
2024-06-04,206.95,212.23,206.61,211.18,208.38,676400,676400,4.23,2.04,209.2425,"June 04, 24",0.0204,,,,,
2024-06-03,207.84,210.76,204.41,207.39,204.64,1772324,1772324,-0.45,-0.21651,207.6,"June 03, 24",-0.0021651,,,,,
2024-05-31,209.1,210.94,205,206.33,203.59,2928100,2928100,-2.77,-1.32,207.8425,"May 31, 24",-0.0132,,,,,
2024-05-30,205.9,210.02,205.66,209.34,206.56,602100,602100,3.44,1.67,207.73,"May 30, 24",0.0167,,,,,
2024-05-29,205.16,207.74,205.01,205.96,203.22,599100,599100,0.8,0.38994,205.9675,"May 29, 24",0.0038994,,,,,
2024-05-28,212.41,213.53,206.16,207.17,204.42,829545,829545,-5.24,-2.47,209.8175,"May 28, 24",-0.0247,,,,,
2024-05-24,212.08,214.49,210.75,213.26,210.43,536200,536200,1.18,0.55639,212.645,"May 24, 24",0.0055639,,,,,
2024-05-23,218.1,218.1,210.24,211.58,208.77,1046700,1046700,-6.52,-2.99,214.505,"May 23, 24",-0.0299,,,,,
2024-05-22,217.63,219.98,216.28,218.27,215.37,555400,555400,0.64,0.29408,218.04,"May 22, 24",0.0029408,,,,,
2024-05-21,218.26,219.6,216.66,218.28,215.38,452600,452600,0.02,0.00916338,218.2,"May 21, 24",9.16338e-05,,,,,
2024-05-20,218.57,219.93,216.73,218.74,215.84,500230,500230,0.17,0.07777829,218.4925,"May 20, 24",0.0007777829,,,,,
2024-05-17,219.82,220.04,217.53,218.57,215.67,450600,450600,-1.25,-0.56865,218.99,"May 17, 24",-0.0056865,,,,,
2024-05-16,220.14,222.96,218.8,219.97,217.05,649042,649042,-0.17,-0.07722358,220.4675,"May 16, 24",-0.0007722358,,,,,
2024-05-15,218.07,221.8,217.67,220.63,217.7,649500,649500,2.56,1.17,219.5425,"May 15, 24",0.0117,,,,,
2024-05-14,216.27,219.8,213.82,215.85,212.98,724855,724855,-0.42,-0.1942,216.435,"May 14, 24",-0.001942,,,,,
2024-05-13,215,219.4,213.82,217.89,215,781100,781100,2.89,1.34,216.5275,"May 13, 24",0.0134,,,,,
2024-05-10,216,217.55,212.95,213.82,210.98,635300,635300,-2.18,-1.01,215.08,"May 10, 24",-0.0101,,,,,
2024-05-09,212.64,217.51,211.97,216.84,213.96,809000,809000,4.2,1.98,214.74,"May 09, 24",0.0198,,,,,
