date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,paymentDate,dividend,adjDividend,recordDate
2025-03-12,166.48,168.77,164.7,166.66,164.74,1546708,1546708,0.18,0.10812,166.6525,"March 12, 25",0.0010812,,,,,
2025-03-11,169.51,170.66,164.96,166.05,164.14,1583400,1583400,-3.46,-2.04,167.795,"March 11, 25",-0.0204,,,,,
2025-03-10,167.91,171.34,167.13,169.51,167.56,1755293,1755293,1.6,0.95289,168.9725,"March 10, 25",0.0095289,,,,,
2025-03-07,167.26,168.78,164.98,168.37,166.43,2348921,2348921,1.11,0.66364,167.3475,"March 07, 25",0.0066364,,,,,
2025-03-06,171.28,172.82,167.12,167.26,165.33,1556549,1556549,-4.02,-2.35,169.62,"March 06, 25",-0.0235,,,,,
2025-03-05,171.36,173.55,168.89,172.59,170.6,1017036,1017036,1.23,0.71779,171.5975,"March 05, 25",0.0071779,,,,,
2025-03-04,171.62,174.1,170.09,171.32,169.35,1361800,1361800,-0.3,-0.1748,171.7825,"March 04, 25",-0.001748,,,,,
2025-03-03,179.6,179.6,171.64,172.5,170.51,1448200,1448200,-7.1,-3.95,175.835,"March 03, 25",-0.0395,,,,,
2025-02-28,179,179.86,175.14,178.2,176.15,1682111,1682111,-0.8,-0.44693,178.05,"February 28, 25",-0.0044693,,,,,
2025-02-27,180.18,181.58,178.56,179,176.94,1355873,1355873,-1.18,-0.6549,179.83,"February 27, 25",-0.006549,,,,,
2025-02-26,183.01,183.59,179.45,180.23,178.16,769663,769663,-2.78,-1.52,181.57,"February 26, 25",-0.0152,,,,,
2025-02-25,185.24,187.2,182.39,182.58,180.48,1304022,1304022,-2.66,-1.44,184.3525,"February 25, 25",-0.0144,2025-02-05,2025-03-11,0.625,0.625,2025-02-25
2025-02-24,186.89,188.41,185.12,186.69,183.92,1292065,1292065,-0.2,-0.10701,186.7775,"February 24, 25",-0.0010701,,,,,
2025-02-21,192.47,192.82,186.31,186.5,183.73,995200,995200,-5.97,-3.1,189.525,"February 21, 25",-0.031,,,,,
2025-02-20,194.95,194.99,192.18,192.8,189.94,915230,915230,-2.15,-1.1,193.73,"February 20, 25",-0.011,,,,,
2025-02-19,191.49,194.73,190.87,194.5,191.61,966425,966425,3.01,1.57,192.8975,"February 19, 25",0.0157,,,,,
2025-02-18,190.28,192.64,188,192.46,189.6,1234943,1234943,2.18,1.15,190.845,"February 18, 25",0.0115,,,,,
2025-02-14,188.02,191.81,187.21,189.39,186.58,1734000,1734000,1.37,0.72865,189.1075,"February 14, 25",0.0072865,,,,,
2025-02-13,188.97,189.77,187.57,187.59,184.81,1120600,1120600,-1.38,-0.73027,188.475,"February 13, 25",-0.0073027,,,,,
2025-02-12,189.41,190.74,187.85,188.94,186.14,884421,884421,-0.47,-0.24814,189.235,"February 12, 25",-0.0024814,,,,,
2025-02-11,190.06,192.9,190.06,191.74,188.89,797114,797114,1.68,0.88393,191.19,"February 11, 25",0.0088393,,,,,
2025-02-10,194.02,194.02,189.58,191.57,188.73,1280400,1280400,-2.45,-1.26,192.2975,"February 10, 25",-0.0126,,,,,
2025-02-07,199.77,200.28,191.15,192.02,189.17,1470638,1470638,-7.75,-3.88,195.805,"February 07, 25",-0.0388,,,,,
2025-02-06,204.81,205,198.17,199.86,196.89,1967841,1967841,-4.95,-2.42,201.96,"February 06, 25",-0.0242,,,,,
2025-02-05,222.91,222.92,203.51,206.13,203.07,3808800,3808800,-16.78,-7.53,213.8675,"February 05, 25",-0.0753,,,,,
2025-02-04,195.99,200.65,195.75,199.34,196.38,2050516,2050516,3.35,1.71,197.9325,"February 04, 25",0.0171,,,,,
2025-02-03,196.28,200.27,194.27,198.44,195.5,1764300,1764300,2.16,1.1,197.315,"February 03, 25",0.011,,,,,
2025-01-31,197.7,200.89,197.7,199.14,196.18,1573716,1573716,1.44,0.72838,198.8575,"January 31, 25",0.0072838,,,,,
2025-01-30,198.49,199.01,196.75,197.76,194.83,1153125,1153125,-0.73,-0.36778,198.0025,"January 30, 25",-0.0036778,,,,,
2025-01-29,195.28,195.87,193.81,195.53,192.63,891055,891055,0.25,0.12802,195.1225,"January 29, 25",0.0012802,,,,,
2025-01-28,194.04,194.94,191.74,194.76,191.87,1378200,1378200,0.72,0.37106,193.87,"January 28, 25",0.0037106,,,,,
2025-01-27,191.89,194.48,190.99,194.04,191.16,1135022,1135022,2.15,1.12,192.85,"January 27, 25",0.0112,,,,,
2025-01-24,198.06,198.47,194.89,195.13,192.23,940600,940600,-2.93,-1.48,196.6375,"January 24, 25",-0.0148,,,,,
2025-01-23,193.69,198.11,192.51,197.49,194.56,1319134,1319134,3.8,1.96,195.45,"January 23, 25",0.0196,,,,,
2025-01-22,191.55,194.88,191.54,194.3,191.42,935115,935115,2.75,1.44,193.0675,"January 22, 25",0.0144,,,,,
2025-01-21,189.89,192.54,189.1,191.59,188.75,910373,910373,1.7,0.89526,190.78,"January 21, 25",0.0089526,,,,,
2025-01-17,190.41,190.41,187.08,188.73,185.93,963442,963442,-1.68,-0.88231,189.1575,"January 17, 25",-0.0088231,,,,,
2025-01-16,187.09,188.86,185.02,187.79,185,952000,952000,0.7,0.37415,187.19,"January 16, 25",0.0037415,,,,,
2025-01-15,189.21,191.19,186.61,187.46,184.68,2214200,2214200,-1.75,-0.9249,188.6175,"January 15, 25",-0.009249,,,,,
2025-01-14,181.96,187.8,180.7,186.56,183.79,1947800,1947800,4.6,2.53,184.255,"January 14, 25",0.0253,,,,,
2025-01-13,182.15,182.27,178.98,180.92,178.24,1162955,1162955,-1.23,-0.67527,181.08,"January 13, 25",-0.0067527,,,,,
2025-01-10,179.47,183.74,178.61,183.14,180.42,1784004,1784004,3.67,2.04,181.24,"January 10, 25",0.0204,,,,,
2025-01-08,179.97,181.64,176.04,181.34,178.65,1473800,1473800,1.37,0.76124,179.7475,"January 08, 25",0.0076124,,,,,
2025-01-07,179.58,183.77,179.58,180.98,178.29,1626100,1626100,1.4,0.7796,180.9775,"January 07, 25",0.007796,,,,,
2025-01-06,174.9,180.56,174.9,179.29,176.63,1518719,1518719,4.39,2.51,177.4125,"January 06, 25",0.0251,,,,,
2025-01-03,171.29,174.62,170.1,174.23,171.64,947646,947646,2.94,1.72,172.56,"January 03, 25",0.0172,,,,,
2025-01-02,174.53,175.44,168.43,170.03,167.51,996686,996686,-4.5,-2.58,172.1075,"January 02, 25",-0.0258,,,,,
2024-12-31,174.56,175.63,173.16,174.04,171.46,711716,711716,-0.52,-0.29789,174.3475,"December 31, 24",-0.0029789,,,,,
2024-12-30,174.59,174.59,171.04,173.35,170.78,776800,776800,-1.24,-0.71024,173.3925,"December 30, 24",-0.0071024,,,,,
2024-12-27,176.55,177.69,174.77,175.81,173.2,639394,639394,-0.74,-0.41914,176.205,"December 27, 24",-0.0041914,,,,,
2024-12-26,174.29,177.42,174.29,177.12,174.49,944400,944400,2.83,1.62,175.78,"December 26, 24",0.0162,,,,,
2024-12-24,175.5,176.38,174.23,176.34,173.72,341000,341000,0.84,0.47863,175.6125,"December 24, 24",0.0047863,,,,,
2024-12-23,173.8,175.73,173.54,175.56,172.95,854933,854933,1.76,1.01,174.6575,"December 23, 24",0.0101,,,,,
2024-12-20,172.05,176.12,172.05,174.53,171.94,2590623,2590623,2.48,1.44,173.6875,"December 20, 24",0.0144,,,,,
2024-12-19,171.5,174.57,171.2,173.28,170.71,1279300,1279300,1.78,1.04,172.6375,"December 19, 24",0.0104,,,,,
2024-12-18,177.14,178.01,170.68,171.49,168.95,1310914,1310914,-5.65,-3.19,174.33,"December 18, 24",-0.0319,,,,,
2024-12-17,177.97,179.31,174.66,176.66,174.04,1443279,1443279,-1.31,-0.73608,177.15,"December 17, 24",-0.0073608,,,,,
2024-12-16,175.89,180.92,175,177.79,175.15,1197616,1197616,1.9,1.08,177.4,"December 16, 24",0.0108,,,,,
2024-12-13,177.2,177.53,175.49,176.06,173.45,1392708,1392708,-1.14,-0.64334,176.57,"December 13, 24",-0.0064334,,,,,
2024-12-12,177.45,179.51,176.15,178.05,175.41,954888,954888,0.6,0.33812,177.79,"December 12, 24",0.0033812,,,,,
2024-12-11,180.25,180.41,175.99,178.25,175.6,1413418,1413418,-2,-1.11,178.725,"December 11, 24",-0.0111,,,,,
2024-12-10,181.88,182.12,176.87,179.01,176.35,1448574,1448574,-2.87,-1.58,179.97,"December 10, 24",-0.0158,,,,,
2024-12-09,180.67,183.12,179.91,182.46,179.75,1721100,1721100,1.79,0.99076,181.54,"December 09, 24",0.0099076,,,,,
2024-12-06,179.43,180.77,178.32,180.06,177.39,970960,970960,0.63,0.35111,179.645,"December 06, 24",0.0035111,,,,,
2024-12-05,178.8,179.58,177.22,178.3,175.65,1366103,1366103,-0.5,-0.27964,178.475,"December 05, 24",-0.0027964,,,,,
2024-12-04,180.51,180.78,177.69,178.28,175.63,826436,826436,-2.23,-1.24,179.315,"December 04, 24",-0.0124,,,,,
2024-12-03,179.7,180.34,177.05,179.63,176.96,1264035,1264035,-0.07,-0.03895381,179.18,"December 03, 24",-0.0003895381,,,,,
2024-12-02,175.79,181.11,175.57,180.62,177.94,1618202,1618202,4.83,2.75,178.2725,"December 02, 24",0.0275,,,,,
2024-11-29,177.28,178.16,175.81,175.93,173.32,958009,958009,-1.35,-0.76151,176.795,"November 29, 24",-0.0076151,,,,,
2024-11-27,177.51,179.07,175.76,176.75,174.13,1655700,1655700,-0.76,-0.42814,177.2725,"November 27, 24",-0.0042814,,,,,
2024-11-26,180.74,181.73,177.36,177.8,175.16,1792800,1792800,-2.94,-1.63,179.4075,"November 26, 24",-0.0163,,,,,
2024-11-25,180.94,183,179.78,181.34,178.65,2267209,2267209,0.4,0.22107,181.265,"November 25, 24",0.0022107,2024-10-30,2024-12-10,0.625,0.625,2024-11-25
2024-11-22,178.08,180,177.27,178.96,175.69,1573608,1573608,0.88,0.49416,178.5775,"November 22, 24",0.0049416,,,,,
2024-11-21,176.45,179.28,175.42,178.17,174.91,1503634,1503634,1.72,0.97478,177.33,"November 21, 24",0.0097478,,,,,
2024-11-20,174.49,176.17,172.95,175.99,172.77,1317623,1317623,1.5,0.85965,174.9,"November 20, 24",0.0085965,,,,,
2024-11-19,176.24,177.08,173.37,174.05,170.87,1841235,1841235,-2.19,-1.24,175.185,"November 19, 24",-0.0124,,,,,
2024-11-18,178.14,180.18,176.61,178.07,174.82,1356444,1356444,-0.07,-0.03929494,178.25,"November 18, 24",-0.0003929494,,,,,
2024-11-15,181.71,182.17,175.94,177.63,174.38,2703500,2703500,-4.08,-2.25,179.3625,"November 15, 24",-0.0225,,,,,
2024-11-14,186.01,186.47,180.35,180.77,177.47,2341100,2341100,-5.24,-2.82,183.4,"November 14, 24",-0.0282,,,,,
2024-11-13,190.97,191.41,185.7,186.01,182.61,2535000,2535000,-4.96,-2.6,188.5225,"November 13, 24",-0.026,,,,,
2024-11-12,196.59,196.76,191.47,191.91,188.4,1424987,1424987,-4.68,-2.38,194.1825,"November 12, 24",-0.0238,,,,,
2024-11-11,199.27,199.56,197.16,197.81,194.2,1813854,1813854,-1.46,-0.73267,198.45,"November 11, 24",-0.0073267,,,,,
2024-11-08,202.11,202.38,197.85,199.87,196.22,936038,936038,-2.24,-1.11,200.5525,"November 08, 24",-0.0111,,,,,
2024-11-07,202.35,204.76,202.22,202.9,199.19,1342262,1342262,0.55,0.27181,203.0575,"November 07, 24",0.0027181,,,,,
2024-11-06,201.81,204.24,196.7,202.79,199.09,1717114,1717114,0.98,0.48561,201.385,"November 06, 24",0.0048561,,,,,
2024-11-05,191.91,193.18,190.77,192.99,189.46,1205349,1205349,1.08,0.56276,192.2125,"November 05, 24",0.0056276,,,,,
2024-11-04,188.76,192.45,188.33,191.1,187.61,1185500,1185500,2.34,1.24,190.16,"November 04, 24",0.0124,,,,,
2024-11-01,188,190.75,187.73,188.38,184.94,1502643,1502643,0.38,0.20213,188.715,"November 01, 24",0.0020213,,,,,
2024-10-31,194.58,194.58,188.12,188.23,184.79,2077413,2077413,-6.35,-3.26,191.3775,"October 31, 24",-0.0326,,,,,
2024-10-30,200.21,210.97,194.48,195.06,191.5,3020400,3020400,-5.15,-2.57,200.18,"October 30, 24",-0.0257,,,,,
2024-10-29,217.7,221.38,217.5,219.9,215.88,1922263,1922263,2.2,1.01,219.12,"October 29, 24",0.0101,,,,,
2024-10-28,215.37,220.51,215.37,218.5,214.51,1216700,1216700,3.13,1.45,217.4375,"October 28, 24",0.0145,,,,,
2024-10-25,219.9,220.71,216.94,217.01,213.05,981400,981400,-2.89,-1.31,218.64,"October 25, 24",-0.0131,,,,,
2024-10-24,218.59,220.8,217.53,219.16,215.16,550600,550600,0.57,0.26076,219.02,"October 24, 24",0.0026076,,,,,
2024-10-23,216.12,218.43,215.92,217.65,213.67,608600,608600,1.53,0.70794,217.03,"October 23, 24",0.0070794,,,,,
2024-10-22,219.11,219.11,216.45,217.08,213.11,543520,543520,-2.03,-0.92648,217.9375,"October 22, 24",-0.0092648,,,,,
2024-10-21,217.65,220.72,216.37,220.35,216.32,901727,901727,2.7,1.24,218.7725,"October 21, 24",0.0124,,,,,
2024-10-18,222.04,222.17,217.97,218.31,214.32,933605,933605,-3.73,-1.68,220.1225,"October 18, 24",-0.0168,,,,,
2024-10-17,222.04,222.34,219.97,221.18,217.14,1176500,1176500,-0.86,-0.38732,221.3825,"October 17, 24",-0.0038732,,,,,
2024-10-16,220.97,221.73,219.64,220.16,216.14,820900,820900,-0.81,-0.36657,220.625,"October 16, 24",-0.0036657,,,,,
2024-10-15,223.17,224.35,219.15,220.13,216.11,959500,959500,-3.04,-1.36,221.7,"October 15, 24",-0.0136,,,,,
2024-10-14,221.67,224.5,220.44,223.48,219.4,738009,738009,1.81,0.81653,222.5225,"October 14, 24",0.0081653,,,,,
2024-10-11,222.51,223.2,219.26,222,217.94,930900,930900,-0.51,-0.2292,221.7425,"October 11, 24",-0.002292,,,,,
2024-10-10,223.88,225.38,221.49,221.69,217.64,992300,992300,-2.19,-0.9782,223.11,"October 10, 24",-0.009782,,,,,
2024-10-09,223.88,226.79,223.36,225.7,221.58,422300,422300,1.82,0.81294,224.9325,"October 09, 24",0.0081294,,,,,
2024-10-08,220.68,224.05,219.59,223.61,219.52,668801,668801,2.93,1.33,221.9825,"October 08, 24",0.0133,,,,,
2024-10-07,219.66,221.55,218.87,220.49,216.46,416866,416866,0.83,0.37786,220.1425,"October 07, 24",0.0037786,,,,,
2024-10-04,221.75,222.41,218.53,221.69,217.64,499908,499908,-0.06,-0.0270575,221.095,"October 04, 24",-0.000270575,,,,,
2024-10-03,217.86,220.49,216.75,218.26,214.27,316462,316462,0.4,0.1836,218.34,"October 03, 24",0.001836,,,,,
2024-10-02,217.5,220.9,215.87,219.35,215.34,502000,502000,1.85,0.85057,218.405,"October 02, 24",0.0085057,,,,,
2024-10-01,223.48,223.5,215.22,217.81,213.83,1181400,1181400,-5.67,-2.54,220.0025,"October 01, 24",-0.0254,,,,,
2024-09-30,226.66,227.15,223.89,226.3,222.17,517800,517800,-0.36,-0.15883,226,"September 30, 24",-0.0015883,,,,,
2024-09-27,228.79,229,225.73,226.55,222.41,386800,386800,-2.24,-0.97906,227.5175,"September 27, 24",-0.0097906,,,,,
2024-09-26,224.01,229.02,223.42,228.63,224.45,1042500,1042500,4.62,2.06,226.27,"September 26, 24",0.0206,,,,,
2024-09-25,224.17,224.17,220.9,221.28,217.24,506900,506900,-2.89,-1.29,222.63,"September 25, 24",-0.0129,,,,,
2024-09-24,224.06,224.78,222.3,224.28,220.18,576900,576900,0.22,0.09818799,223.855,"September 24, 24",0.0009818799,,,,,
2024-09-23,225.96,226.19,223.18,224.11,220.02,717596,717596,-1.85,-0.81873,224.86,"September 23, 24",-0.0081873,,,,,
2024-09-20,230.86,230.86,223.53,225.3,221.18,1750144,1750144,-5.56,-2.41,227.6375,"September 20, 24",-0.0241,,,,,
2024-09-19,226.77,228.5,223.21,227.87,223.71,643000,643000,1.1,0.48507,226.5875,"September 19, 24",0.0048507,,,,,
2024-09-18,224.14,225.84,221.31,221.62,217.57,528109,528109,-2.52,-1.12,223.2275,"September 18, 24",-0.0112,,,,,
2024-09-17,221.45,225.57,220.79,223.32,219.24,556331,556331,1.87,0.84443,222.7825,"September 17, 24",0.0084443,,,,,
2024-09-16,220.26,221.75,218.68,221.45,217.4,535413,535413,1.19,0.54027,220.535,"September 16, 24",0.0054027,,,,,
2024-09-13,219.93,222.17,219.5,220.15,216.13,509704,509704,0.22,0.10003,220.4375,"September 13, 24",0.0010003,,,,,
2024-09-12,216.25,218.8,214.72,218.64,214.65,534600,534600,2.39,1.11,217.1025,"September 12, 24",0.0111,,,,,
2024-09-11,216.02,216.16,207.81,215.8,211.86,744100,744100,-0.22,-0.10184,213.9475,"September 11, 24",-0.0010184,,,,,
2024-09-10,212.91,216.09,212.31,215.86,211.92,745821,745821,2.95,1.39,214.2925,"September 10, 24",0.0139,,,,,
2024-09-09,213.47,214.9,211.77,214.14,210.23,623121,623121,0.67,0.31386,213.57,"September 09, 24",0.0031386,,,,,
2024-09-06,215.29,216.45,211.71,212.21,208.33,709034,709034,-3.08,-1.43,213.915,"September 06, 24",-0.0143,,,,,
2024-09-05,214.5,215.95,212.99,214.82,210.9,774400,774400,0.32,0.14918,214.565,"September 05, 24",0.0014918,,,,,
2024-09-04,216.59,218.83,214.23,214.48,210.56,810348,810348,-2.11,-0.97419,216.0325,"September 04, 24",-0.0097419,,,,,
2024-09-03,224.52,225.34,216.64,217.67,213.69,710726,710726,-6.85,-3.05,221.0425,"September 03, 24",-0.0305,,,,,
2024-08-30,224.48,226.64,223.09,225.64,221.52,1437100,1437100,1.16,0.51675,224.9625,"August 30, 24",0.0051675,,,,,
2024-08-29,225.34,225.91,221.78,223.12,219.04,793867,793867,-2.22,-0.98518,224.0375,"August 29, 24",-0.0098518,,,,,
2024-08-28,227.24,228.39,223.94,224.5,220.4,785064,785064,-2.74,-1.21,226.0175,"August 28, 24",-0.0121,,,,,
2024-08-27,228.8,230.35,226.27,226.99,222.84,951545,951545,-1.81,-0.79108,228.1025,"August 27, 24",-0.0079108,,,,,
2024-08-26,229.6,231.38,228.63,229.31,225.12,1508760,1508760,-0.29,-0.12631,229.73,"August 26, 24",-0.0012631,2024-07-31,2024-09-10,0.62,0.62,2024-08-26
2024-08-23,227.04,231.05,226.51,229.74,224.93,731883,731883,2.7,1.19,228.585,"August 23, 24",0.0119,,,,,
2024-08-22,225.17,225.96,222.84,225.19,220.47,1171700,1171700,0.02,0.00888218,224.79,"August 22, 24",8.88218e-05,,,,,
2024-08-21,222.16,225.29,221.53,224.94,220.23,546044,546044,2.78,1.25,223.48,"August 21, 24",0.0125,,,,,
2024-08-20,218.27,223,218.17,221.15,216.52,1062700,1062700,2.88,1.32,220.1475,"August 20, 24",0.0132,,,,,
2024-08-19,223.46,224.84,217.6,219.2,214.61,630800,630800,-4.26,-1.91,221.275,"August 19, 24",-0.0191,,,,,
2024-08-16,221.71,223.5,221.12,222.76,218.1,2287028,2287028,1.05,0.47359,222.2725,"August 16, 24",0.0047359,,,,,
2024-08-15,217.64,222.78,217.64,221.87,217.22,1532433,1532433,4.23,1.94,219.9825,"August 15, 24",0.0194,,,,,
2024-08-14,216.55,217.1,214.08,216.68,212.14,1091600,1091600,0.13,0.06003233,216.1025,"August 14, 24",0.0006003233,,,,,
2024-08-13,213.2,216.95,212.49,215.9,211.38,501137,501137,2.7,1.27,214.635,"August 13, 24",0.0127,,,,,
2024-08-12,213.54,213.58,211.05,212.1,207.66,713800,713800,-1.44,-0.67435,212.5675,"August 12, 24",-0.0067435,,,,,
2024-08-09,212,213.98,210.76,213.73,209.25,567426,567426,1.73,0.81604,212.6175,"August 09, 24",0.0081604,,,,,
2024-08-08,209.75,212.81,209.01,212.31,207.86,758217,758217,2.56,1.22,210.97,"August 08, 24",0.0122,,,,,
2024-08-07,209.71,213.78,208.65,208.99,204.61,967238,967238,-0.72,-0.34333,210.2825,"August 07, 24",-0.0034333,,,,,
2024-08-06,207.66,213.7,207.09,208.45,204.09,1082436,1082436,0.79,0.38043,209.225,"August 06, 24",0.0038043,,,,,
2024-08-05,212.08,212.08,205.92,206.67,202.34,1354885,1354885,-5.41,-2.55,209.1875,"August 05, 24",-0.0255,,,,,
2024-08-02,214.41,214.41,207.6,209.85,205.46,1443329,1443329,-4.56,-2.13,211.5675,"August 02, 24",-0.0213,,,,,
2024-08-01,216.15,218.74,210.5,213.59,209.12,1603619,1603619,-2.56,-1.18,214.745,"August 01, 24",-0.0118,,,,,
2024-07-31,221.5,223.93,216.47,218.11,213.54,1924800,1924800,-3.39,-1.53,220.0025,"July 31, 24",-0.0153,,,,,
2024-07-30,232.57,237.48,229.69,232.47,227.6,1472031,1472031,-0.1,-0.04299781,233.0525,"July 30, 24",-0.0004299781,,,,,
2024-07-29,229.63,232.91,228.73,231.39,226.54,758812,758812,1.76,0.76645,230.665,"July 29, 24",0.0076645,,,,,
2024-07-26,230.23,231.52,227.16,229.74,224.93,988622,988622,-0.49,-0.21283,229.6625,"July 26, 24",-0.0021283,,,,,
2024-07-25,230.6,233.16,228.46,228.62,223.83,642208,642208,-1.98,-0.85863,230.21,"July 25, 24",-0.0085863,,,,,
2024-07-24,229.54,230.64,226.42,229.21,224.41,1007270,1007270,-0.33,-0.14377,228.9525,"July 24, 24",-0.0014377,,,,,
2024-07-23,230.77,232.22,229.96,230.15,225.33,418048,418048,-0.62,-0.26867,230.775,"July 23, 24",-0.0026867,,,,,
2024-07-22,230.84,232.85,229.35,232.52,227.65,512326,512326,1.68,0.72778,231.39,"July 22, 24",0.0072778,,,,,
2024-07-19,234.73,235.27,228.29,228.84,224.05,645257,645257,-5.89,-2.51,231.7825,"July 19, 24",-0.0251,,,,,
2024-07-18,236.52,239.48,232.45,233.7,228.81,610744,610744,-2.82,-1.19,235.5375,"July 18, 24",-0.0119,,,,,
2024-07-17,237.34,239.17,236.5,236.98,232.02,1041624,1041624,-0.36,-0.15168,237.4975,"July 17, 24",-0.0015168,,,,,
2024-07-16,232.77,241.26,232.77,239.84,234.82,1025400,1025400,7.07,3.04,236.66,"July 16, 24",0.0304,,,,,
2024-07-15,229.33,234.22,228.71,232.77,227.9,824900,824900,3.44,1.5,231.2575,"July 15, 24",0.015,,,,,
2024-07-12,225,230.01,224.03,228.5,223.72,939400,939400,3.5,1.56,226.885,"July 12, 24",0.0156,,,,,
2024-07-11,219,224.27,218.76,223.82,219.13,1006100,1006100,4.82,2.2,221.4625,"July 11, 24",0.022,,,,,
2024-07-10,215.2,218.97,213.64,218.87,214.29,1166821,1166821,3.67,1.71,216.67,"July 10, 24",0.0171,,,,,
2024-07-09,216.54,216.91,214.21,214.8,210.3,969807,969807,-1.74,-0.80355,215.615,"July 09, 24",-0.0080355,,,,,
2024-07-08,216.6,217.93,214.61,216.87,212.33,1017657,1017657,0.27,0.12465,216.5025,"July 08, 24",0.0012465,,,,,
2024-07-05,217.57,217.91,214.56,216.3,211.77,753742,753742,-1.27,-0.58372,216.585,"July 05, 24",-0.0058372,,,,,
2024-07-03,219.62,219.99,216.56,218.11,213.54,646100,646100,-1.51,-0.68755,218.57,"July 03, 24",-0.0068755,,,,,
2024-07-02,218.66,219.44,217.1,219.12,214.53,971732,971732,0.46,0.21037,218.58,"July 02, 24",0.0021037,,,,,
2024-07-01,224.42,224.79,218.22,219.19,214.6,935526,935526,-5.23,-2.33,221.655,"July 01, 24",-0.0233,,,,,
2024-06-28,224.4,225.89,223.5,223.84,219.15,2054204,2054204,-0.56,-0.24955,224.4075,"June 28, 24",-0.0024955,,,,,
2024-06-27,222.37,224.81,222.31,224.06,219.37,1164300,1164300,1.69,0.75999,223.3875,"June 27, 24",0.0075999,,,,,
2024-06-26,224.37,225.05,221.41,223.13,218.46,1062800,1062800,-1.24,-0.55266,223.49,"June 26, 24",-0.0055266,,,,,
2024-06-25,231.86,231.86,224.4,224.62,219.92,1109429,1109429,-7.24,-3.12,228.185,"June 25, 24",-0.0312,,,,,
2024-06-24,233.78,236.45,231.47,231.61,226.76,707300,707300,-2.17,-0.92822,233.3275,"June 24, 24",-0.0092822,,,,,
2024-06-21,234.54,235.91,231.12,235.49,230.56,2325197,2325197,0.95,0.40505,234.265,"June 21, 24",0.0040505,,,,,
2024-06-20,230.87,232.52,229.69,231.93,227.07,849631,849631,1.06,0.45913,231.2525,"June 20, 24",0.0045913,,,,,
2024-06-18,226.87,230.96,226.54,230.55,225.72,1255237,1255237,3.68,1.62,228.73,"June 18, 24",0.0162,,,,,
2024-06-17,223.59,227.65,223.19,226.35,221.61,809100,809100,2.76,1.23,225.195,"June 17, 24",0.0123,,,,,
2024-06-14,223.59,224.49,221.06,223.19,218.52,578000,578000,-0.4,-0.1789,223.0825,"June 14, 24",-0.001789,,,,,
2024-06-13,224.57,225.44,223.13,225.1,220.39,557500,557500,0.53,0.23601,224.56,"June 13, 24",0.0023601,,,,,
2024-06-12,226.08,226.56,223.59,226.3,221.56,716510,716510,0.22,0.09731069,225.6325,"June 12, 24",0.0009731069,,,,,
2024-06-11,223.72,224.44,221.89,224.36,219.66,637543,637543,0.64,0.28607,223.6025,"June 11, 24",0.0028607,,,,,
2024-06-10,222.65,224.14,221.64,223.9,219.21,611900,611900,1.25,0.56142,223.0825,"June 10, 24",0.0056142,,,,,
2024-06-07,223.27,225.48,222.59,224.24,219.54,819800,819800,0.97,0.43445,223.895,"June 07, 24",0.0043445,,,,,
2024-06-06,222.93,223.49,221.23,221.81,217.17,949501,949501,-1.12,-0.5024,222.365,"June 06, 24",-0.005024,,,,,
2024-06-05,222.25,223.41,221.06,222.93,218.26,839324,839324,0.68,0.30596,222.4125,"June 05, 24",0.0030596,,,,,
2024-06-04,221.76,223.21,221.34,221.91,217.26,584328,584328,0.15,0.06764069,222.055,"June 04, 24",0.0006764069,,,,,
2024-06-03,223.52,224.52,219.33,223.49,218.81,826649,826649,-0.03,-0.01342162,222.715,"June 03, 24",-0.0001342162,,,,,
2024-05-31,222.48,224.65,220.17,223.62,218.94,1426100,1426100,1.14,0.51241,222.73,"May 31, 24",0.0051241,,,,,
2024-05-30,220.26,224.12,219.85,222.84,218.17,861144,861144,2.58,1.17,221.7675,"May 30, 24",0.0117,,,,,
2024-05-29,223.73,224.44,220.29,220.71,216.09,1347000,1347000,-3.02,-1.35,222.2925,"May 29, 24",-0.0135,,,,,
2024-05-28,229.06,230.51,224.58,225.2,220.48,840200,840200,-3.86,-1.69,227.3375,"May 28, 24",-0.0169,,,,,
2024-05-24,232.75,233.5,230.91,231.06,226.22,556703,556703,-1.69,-0.7261,232.055,"May 24, 24",-0.007261,,,,,
2024-05-23,237.24,237.97,231.03,231.57,226.72,908041,908041,-5.67,-2.39,234.4525,"May 23, 24",-0.0239,,2024-06-11,0.62,0.62,2024-05-24
2024-05-22,231.41,236.53,231.41,236.27,230.72,1156074,1156074,4.86,2.1,233.905,"May 22, 24",0.021,,,,,
2024-05-21,227.5,230.94,227.2,230.38,224.97,973301,973301,2.88,1.27,229.005,"May 21, 24",0.0127,,,,,
2024-05-20,223.71,228.58,223.2,228.24,222.88,827700,827700,4.53,2.02,225.9325,"May 20, 24",0.0202,,,,,
2024-05-17,224.09,225.46,223.05,223.64,218.39,1299300,1299300,-0.45,-0.20081,224.06,"May 17, 24",-0.0020081,,,,,
2024-05-16,223.94,225,222.98,224.14,218.87,731000,731000,0.2,0.08930964,224.015,"May 16, 24",0.0008930964,,,,,
2024-05-15,222.39,224.68,222.2,223.44,218.19,648908,648908,1.05,0.47214,223.1775,"May 15, 24",0.0047214,,,,,
