date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,low,close,high,unadjustedVolume,open,changePercent,vwap,volume,changeOverTime,adjClose,change
2025-03-07,"March 07, 25",,,,,,279.56,289.3,301,7397700,293,-1.26,290.715,7397700,-0.0126,288.83,-3.7
2025-03-06,"March 06, 25",,,,,,288.28,293.21,309.08,7501033,306.68,-4.39,299.3125,7501033,-0.0439,292.73,-13.47
2025-03-05,"March 05, 25",,,,,,311.19,316.8,323.89,4617132,314.55,0.71531,316.6075,4617132,0.0071531,316.29,2.25
2025-03-04,"March 04, 25",,,,,,294.45,313.07,321.65,6257519,305.8,2.38,308.7425,6257519,0.0238,312.56,7.27
2025-03-03,"March 03, 25",,,,,,308.77,315.98,337.43,4846242,334.7,-5.59,324.22,4846242,-0.0559,315.47,-18.72
2025-02-28,"February 28, 25",,,,,,318.68,335.18,336,4096607,322.35,3.98,328.0525,4096607,0.0398,334.64,12.83
2025-02-27,"February 27, 25",,,,,,322,326.28,348.51,4768005,345.18,-5.48,335.4925,4768005,-0.0548,325.75,-18.9
2025-02-26,"February 26, 25",,,,,,327.85,335.24,342.07,4684242,334.83,0.12245,334.9975,4684242,0.0012245,334.7,0.41
2025-02-25,"February 25, 25",,,,,,298,317.69,322.1,6835200,307.26,3.39,311.2625,6835200,0.0339,317.18,10.43
2025-02-24,"February 24, 25",,,,,,303.44,315.91,329.39,7156923,327.38,-3.5,319.03,7156923,-0.035,315.4,-11.47
2025-02-21,"February 21, 25",,,,,,325.42,327.88,359.93,6965000,357.6,-8.31,342.7075,6965000,-0.0831,327.35,-29.72
2025-02-20,"February 20, 25",,,,,,353.11,359.68,383.29,3456000,375.06,-4.1,367.785,3456000,-0.041,359.1,-15.38
2025-02-19,"February 19, 25",,,,,,366.25,375.2,376.48,1670900,369.94,1.42,371.9675,1670900,0.0142,374.59,5.26
2025-02-18,"February 18, 25",,,,,,363.35,373.25,377.77,2407300,367.92,1.45,370.5725,2407300,0.0145,372.65,5.33
2025-02-14,"February 14, 25",,,,,,357,367.59,369.28,2238830,369.28,-0.45765,365.7875,2238830,-0.0045765,366.99,-1.69
2025-02-13,"February 13, 25",,,,,,360.6,370.31,377.2,2609700,376,-1.51,371.0275,2609700,-0.0151,369.71,-5.69
2025-02-12,"February 12, 25",,,,,,359.73,369.65,378.26,1825400,364.76,1.34,368.1,1825400,0.0134,369.05,4.89
2025-02-11,"February 11, 25",,,,,,369.37,372.9,383.08,2064343,381.3,-2.2,376.6625,2064343,-0.022,372.3,-8.4
2025-02-10,"February 10, 25",,,,,,372,385,385.7,2078929,379.15,1.54,380.4625,2078929,0.0154,384.38,5.85
2025-02-07,"February 07, 25",,,,,,375.39,377.97,389.89,2391723,380.68,-0.71188,380.9825,2391723,-0.0071188,377.36,-2.71
2025-02-06,"February 06, 25",,,,,,364.6,374.83,380.05,2460844,365.99,2.42,371.3675,2460844,0.0242,374.22,8.84
2025-02-05,"February 05, 25",,,,,,359.63,367.93,369.48,2810011,363.97,1.09,365.2525,2810011,0.0109,367.33,3.96
2025-02-04,"February 04, 25",,,,,,349.57,356.53,366.08,2766400,360.6,-1.13,358.195,2766400,-0.0113,355.95,-4.07
2025-02-03,"February 03, 25",,,,,,348.95,361.71,367.2,4079400,350.34,3.25,357.05,4079400,0.0325,361.12,11.37
2025-01-31,"January 31, 25",,,,,,370.56,372.88,387.08,4146855,385.56,-3.29,379.02,4146855,-0.0329,372.28,-12.68
2025-01-30,"January 30, 25",,,,,,364.93,382.94,387.64,5682519,365,4.92,375.1275,5682519,0.0492,382.32,17.94
2025-01-29,"January 29, 25",,,,,,346.26,353.25,368.84,5449800,358.3,-1.41,356.6625,5449800,-0.0141,352.68,-5.05
2025-01-28,"January 28, 25",,,,,,317.7,355.12,355.51,10396717,351.42,1.05,344.9375,10396717,0.0105,354.54,3.7
2025-01-27,"January 27, 25",,,,,,322.3,330,353,13356800,339.6,-2.83,336.225,13356800,-0.0283,329.47,-9.61
2025-01-24,"January 24, 25",,,,,,416,420.49,436.93,4717500,436.93,-3.76,427.5875,4717500,-0.0376,419.81,-16.44
2025-01-23,"January 23, 25",,,,,,422.66,437.71,447.5,3925027,423.63,3.32,432.875,3925027,0.0332,437,14.08
2025-01-22,"January 22, 25",,,,,,418.1,427.1,434.1,4973944,430,-0.67442,427.325,4973944,-0.0067442,426.41,-2.9
2025-01-21,"January 21, 25",,,,,,395.29,416,417.21,4223303,405,2.72,408.375,4223303,0.0272,415.33,11
2025-01-17,"January 17, 25",,,,,,389.59,401.41,404.13,2363800,393.29,2.06,397.105,2363800,0.0206,400.76,8.12
2025-01-16,"January 16, 25",,,,,,387.03,391,397.76,2111600,394.07,-0.77905,392.465,2111600,-0.0077905,390.37,-3.07
2025-01-15,"January 15, 25",,,,,,380,387.03,392.77,2524000,391,-1.02,387.7,2524000,-0.0102,386.4,-3.97
2025-01-14,"January 14, 25",,,,,,373.7,382.26,388.88,3095611,376.32,1.58,380.29,3095611,0.0158,381.64,5.94
2025-01-13,"January 13, 25",,,,,,353.01,366.81,366.85,3267905,355.33,3.23,360.5,3267905,0.0323,366.22,11.48
2025-01-10,"January 10, 25",,,,,,351,367.1,367.83,2387000,363.2,1.07,362.2825,2387000,0.0107,366.51,3.9
2025-01-08,"January 08, 25",,,,,,348.2,366.48,368.79,3160114,362.31,1.15,361.445,3160114,0.0115,365.89,4.17
2025-01-07,"January 07, 25",,,,,,357.23,368.52,374.62,2728249,373.26,-1.27,368.4075,2728249,-0.0127,367.92,-4.74
2025-01-06,"January 06, 25",,,,,,366.51,371.32,376.3,3419116,369.75,0.42461,370.97,3419116,0.0042461,370.72,1.57
2025-01-03,"January 03, 25",,,,,,331.5,354.03,354.98,2392405,331.69,6.74,343.05,2392405,0.0674,353.46,22.34
2025-01-02,"January 02, 25",,,,,,328.52,338.94,342.67,2473774,332.79,1.85,335.73,2473774,0.0185,338.39,6.15
2024-12-31,"December 31, 24",,,,,,327.5,328.93,333.1,1793800,330.93,-0.60436,330.115,1793800,-0.0060436,328.4,-2
2024-12-30,"December 30, 24",,,,,,323,330.26,335.64,1837800,324.34,1.83,328.31,1837800,0.0183,329.72,5.92
2024-12-27,"December 27, 24",,,,,,332.5,333.8,340.75,1506600,339.95,-1.81,336.75,1506600,-0.0181,333.26,-6.15
2024-12-26,"December 26, 24",,,,,,338.9,343.07,345.8,1211476,345.8,-0.78947,343.3925,1211476,-0.0078947,342.51,-2.73
2024-12-24,"December 24, 24",,,,,,343.32,347.29,348.99,1062400,347.22,0.02016013,346.705,1062400,0.0002016013,346.73,0.07
2024-12-23,"December 23, 24",,,,,,337,344.92,346.28,1436153,344.25,0.19463,343.1125,1436153,0.0019463,344.36,0.67
2024-12-20,"December 20, 24",0.25,0.25,2024-12-20,2025-01-28,2024-12-10,327.15,342.66,345.64,5476100,328.13,4.43,335.895,5476100,0.0443,342.1,14.53
2024-12-19,"December 19, 24",,,,,,322.51,332.8,337.46,4587897,324.95,2.42,329.43,4587897,0.0242,332.01,7.85
2024-12-18,"December 18, 24",,,,,,314.19,317.12,332.06,3906912,327.59,-3.2,322.74,3906912,-0.032,316.37,-10.47
2024-12-17,"December 17, 24",,,,,,323.5,328.34,334,4408900,333,-1.4,329.71,4408900,-0.014,327.56,-4.66
2024-12-16,"December 16, 24",,,,,,330.84,337.71,340.5,4229800,336.06,0.49098,336.2775,4229800,0.0049098,336.91,1.65
2024-12-13,"December 13, 24",,,,,,329.45,332.01,338,2972926,334.78,-0.82741,333.56,2972926,-0.0082741,331.22,-2.77
2024-12-12,"December 12, 24",,,,,,328.19,329.91,343,3281840,343,-3.82,336.025,3281840,-0.0382,329.13,-13.09
2024-12-11,"December 11, 24",,,,,,333.33,343.8,350.58,6671723,333.56,3.07,340.3175,6671723,0.0307,342.99,10.24
2024-12-10,"December 10, 24",,,,,,322.33,327.39,336.59,3473500,334.21,-2.04,330.13,3473500,-0.0204,326.61,-6.82
2024-12-09,"December 09, 24",,,,,,324.5,335.25,345,3045948,340.35,-1.5,336.275,3045948,-0.015,334.46,-5.1
2024-12-06,"December 06, 24",,,,,,341,346.51,349.32,1622800,347.5,-0.28489,346.0825,1622800,-0.0028489,345.69,-0.99
2024-12-05,"December 05, 24",,,,,,344.94,348.13,354.69,2099500,346.02,0.60979,348.445,2099500,0.0060979,347.3,2.11
2024-12-04,"December 04, 24",,,,,,333.63,343.75,344.73,2424016,336.49,2.16,339.65,2424016,0.0216,342.94,7.26
2024-12-03,"December 03, 24",,,,,,326.63,331.92,339.96,2103800,338.75,-2.02,334.315,2103800,-0.0202,331.13,-6.83
2024-12-02,"December 02, 24",,,,,,335.51,337.54,346.67,2328000,335.73,0.53912,338.8625,2328000,0.0053912,336.74,1.81
2024-11-29,"November 29, 24",,,,,,332.67,334.12,336.62,883728,334.46,-0.10166,334.4675,883728,-0.0010166,333.33,-0.34
2024-11-27,"November 27, 24",,,,,,329.63,335.33,339.74,2318200,339.23,-1.15,335.9825,2318200,-0.0115,334.54,-3.9
2024-11-26,"November 26, 24",,,,,,330.62,338.89,340.71,2007910,332.27,1.99,335.6225,2007910,0.0199,338.09,6.62
2024-11-25,"November 25, 24",,,,,,328.19,328.98,354.99,6212400,353.52,-6.94,341.42,6212400,-0.0694,328.2,-24.54
2024-11-22,"November 22, 24",,,,,,334,349.16,349.7,2714644,339.85,2.74,343.1775,2714644,0.0274,348.33,9.31
2024-11-21,"November 21, 24",,,,,,339.38,339.85,357.09,2671849,349.9,-2.87,346.555,2671849,-0.0287,339.04,-10.05
2024-11-20,"November 20, 24",,,,,,337.74,342.77,348,2633639,343.75,-0.28509,343.065,2633639,-0.0028509,341.96,-0.98
2024-11-19,"November 19, 24",,,,,,317.55,340,340.39,2200600,320.01,6.25,329.4875,2200600,0.0625,339.19,19.99
2024-11-18,"November 18, 24",,,,,,322.16,325.37,333.24,1816464,326.57,-0.36746,326.835,1816464,-0.0036746,324.6,-1.2
2024-11-15,"November 15, 24",,,,,,325.1,329.76,339.24,2931300,325.1,1.43,329.8,2931300,0.0143,328.98,4.66
2024-11-14,"November 14, 24",,,,,,325.28,326.04,335.11,2449500,333.26,-2.17,329.9225,2449500,-0.0217,325.27,-7.22
2024-11-13,"November 13, 24",,,,,,330.55,333.26,343.64,3054500,334.42,-0.34687,335.4675,3054500,-0.0034687,332.47,-1.16
2024-11-12,"November 12, 24",,,,,,319.1,323.71,349.4,6123700,346.5,-6.58,334.6775,6123700,-0.0658,322.94,-22.79
2024-11-11,"November 11, 24",,,,,,338.5,349.44,349.79,2486600,347.8,0.47154,346.3825,2486600,0.0047154,348.61,1.64
2024-11-08,"November 08, 24",,,,,,335.75,341.18,342.79,1720000,336.5,1.39,339.055,1720000,0.0139,340.37,4.68
2024-11-07,"November 07, 24",,,,,,332.5,336.78,340.41,2347600,339,-0.65487,337.1725,2347600,-0.0065487,335.98,-2.22
2024-11-06,"November 06, 24",,,,,,319,336.3,338.58,4486408,321.16,4.71,328.76,4486408,0.0471,335.5,15.14
2024-11-05,"November 05, 24",,,,,,294.87,315.77,316.45,3461434,295.85,6.73,305.735,3461434,0.0673,315.02,19.92
2024-11-04,"November 04, 24",,,,,,292.54,295.46,301.5,2070500,298,-0.85235,296.875,2070500,-0.0085235,294.76,-2.54
2024-11-01,"November 01, 24",,,,,,300.52,301.09,311.58,2702214,305,-1.28,304.5475,2702214,-0.0128,300.38,-3.91
2024-10-31,"October 31, 24",,,,,,296.02,301.66,303.71,2550700,300,0.55333,300.3475,2550700,0.0055333,300.95,1.66
2024-10-30,"October 30, 24",,,,,,294.67,297.6,301.53,2085200,300,-0.8,298.45,2085200,-0.008,296.89,-2.4
2024-10-29,"October 29, 24",,,,,,284.1,298.77,298.96,2030600,288,3.74,292.4575,2030600,0.0374,298.06,10.77
2024-10-28,"October 28, 24",,,,,,288.08,289.23,295.94,2231616,295.74,-2.2,292.2475,2231616,-0.022,288.54,-6.51
2024-10-25,"October 25, 24",,,,,,292.4,293.54,298.81,2087800,295.39,-0.62629,295.035,2087800,-0.0062629,292.84,-1.85
2024-10-24,"October 24, 24",,,,,,283,297,297.54,3620100,285.81,3.92,290.8375,3620100,0.0392,296.3,11.19
2024-10-23,"October 23, 24",,,,,,268.5,279.88,282.97,4244600,273.71,2.25,276.265,4244600,0.0225,279.22,6.17
2024-10-22,"October 22, 24",,,,,,270.55,276.42,278.29,2631832,271,2,274.065,2631832,0.02,275.76,5.42
2024-10-21,"October 21, 24",,,,,,272.28,276.43,277.6,2570000,277,-0.20578,275.8275,2570000,-0.0020578,275.77,-0.57
2024-10-18,"October 18, 24",,,,,,271.35,272.72,275.3,2353706,273.69,-0.35442,273.265,2353706,-0.0035442,272.07,-0.97
2024-10-17,"October 17, 24",,,,,,271.89,272,281.37,2510144,279.24,-2.59,276.125,2510144,-0.0259,271.36,-7.24
2024-10-16,"October 16, 24",,,,,,267.69,274.77,276.19,1844916,268.9,2.18,271.8875,1844916,0.0218,274.12,5.87
2024-10-15,"October 15, 24",,,,,,260.05,266.36,270.87,2190200,270,-1.35,266.82,2190200,-0.0135,265.73,-3.64
2024-10-14,"October 14, 24",,,,,,265.69,269.5,270.83,1822300,267.26,0.83814,268.32,1822300,0.0083814,268.86,2.24
2024-10-11,"October 11, 24",,,,,,261.05,266.89,270.11,1848400,263.75,1.19,265.45,1848400,0.0119,266.26,3.14
2024-10-10,"October 10, 24",,,,,,261.79,264.62,266.55,1795800,264,0.23485,264.24,1795800,0.0023485,263.99,0.62
2024-10-09,"October 09, 24",,,,,,262.88,266.6,269.3,1891700,264.5,0.79395,265.82,1891700,0.0079395,265.97,2.1
2024-10-08,"October 08, 24",,,,,,262.25,264.27,266.56,1671943,264.03,0.09089876,264.2775,1671943,0.0009089876,263.64,0.24
2024-10-07,"October 07, 24",,,,,,260.52,262.54,265.98,1925100,265.41,-1.08,263.6125,1925100,-0.0108,261.92,-2.87
2024-10-04,"October 04, 24",,,,,,253.23,265.59,266.42,3159216,257,3.34,260.56,3159216,0.0334,264.96,8.59
2024-10-03,"October 03, 24",,,,,,250.89,254.68,257.24,1913736,253.15,0.60438,253.99,1913736,0.0060438,254.08,1.53
2024-10-02,"October 02, 24",,,,,,248.5,252.29,257.53,2769700,251,0.51394,252.33,2769700,0.0051394,251.69,1.29
2024-10-01,"October 01, 24",,,,,,251.1,256.53,257.6,2304100,256,0.20703,255.3075,2304100,0.0020703,255.92,0.53
2024-09-30,"September 30, 24",,,,,,248.96,254.98,255.35,3374184,251,1.59,252.5725,3374184,0.0159,254.38,3.98
2024-09-27,"September 27, 24",,,,,,249.58,249.86,254.43,2293600,250.76,-0.35891,251.1575,2293600,-0.0035891,249.27,-0.9
2024-09-26,"September 26, 24",,,,,,247.07,251.22,258.64,2817719,257.76,-2.54,253.6725,2817719,-0.0254,250.62,-6.54
2024-09-25,"September 25, 24",,,,,,252.17,255.05,257.75,2454244,257.1,-0.79736,255.5175,2454244,-0.0079736,254.45,-2.05
2024-09-24,"September 24, 24",,,,,,252.12,255.48,257.5,3804409,254,0.58268,254.775,3804409,0.0058268,254.87,1.48
2024-09-23,"September 23, 24",,,,,,246.79,251.53,254.87,3336725,247.83,1.49,250.255,3336725,0.0149,250.93,3.71
2024-09-20,"September 20, 24",,,,,,242.25,245.46,250.85,4111410,243.23,0.91683,245.4475,4111410,0.0091683,244.88,2.23
2024-09-19,"September 19, 24",,,,,,238.11,244.45,245,3060826,243.31,0.46854,242.7175,3060826,0.0046854,243.87,1.14
2024-09-18,"September 18, 24",,,,,,234,235.67,241.52,3255900,238.62,-1.24,237.4525,3255900,-0.0124,235.11,-2.95
2024-09-17,"September 17, 24",,,,,,233.51,237.15,240,5144000,237.67,-0.21879,237.0825,5144000,-0.0021879,236.59,-0.52
2024-09-16,"September 16, 24",,,,,,225.24,229.93,231.51,2334900,227.88,0.8996,228.64,2334900,0.008996,229.39,2.05
2024-09-13,"September 13, 24",,,,,,219.01,225.59,228.68,3697548,220.65,2.24,223.4825,3697548,0.0224,225.06,4.94
2024-09-12,"September 12, 24",,,,,,199.65,215.27,217.09,4042215,200,7.64,208.0025,4042215,0.0764,214.76,15.27
2024-09-11,"September 11, 24",,,,,,201.5,209.15,210.12,3787508,204.1,2.47,206.2175,3787508,0.0247,208.65,5.05
2024-09-10,"September 10, 24",,,,,,199.14,202.01,203,1894700,202.74,-0.36007,201.7225,1894700,-0.0036007,201.53,-0.73
2024-09-09,"September 09, 24",,,,,,197.38,201.81,202.93,1654895,200.01,0.89996,200.5325,1654895,0.0089996,201.33,1.8
2024-09-06,"September 06, 24",,,,,,193.38,198.33,201.18,3884700,198.99,-0.33167,197.97,3884700,-0.0033167,197.86,-0.66
2024-09-05,"September 05, 24",,,,,,194.27,198.44,200.73,3064325,197.09,0.68497,197.6325,3064325,0.0068497,197.97,1.35
2024-09-04,"September 04, 24",,,,,,192.12,199.63,204.19,3765100,193.03,3.42,197.2425,3765100,0.0342,199.16,6.6
2024-09-03,"September 03, 24",,,,,,187.55,192.55,202.6,4275304,200,-3.72,195.675,4275304,-0.0372,192.09,-7.45
2024-08-30,"August 30, 24",,,,,,194.2,201,201.37,3347707,195.86,2.62,198.1075,3347707,0.0262,200.52,5.14
2024-08-29,"August 29, 24",,,,,,185.36,191.36,195.68,3155500,186,2.88,189.6,3155500,0.0288,190.91,5.36
2024-08-28,"August 28, 24",,,,,,180.77,184,185.37,2067683,183.85,0.08158825,183.4975,2067683,0.0008158825,183.56,0.15
2024-08-27,"August 27, 24",,,,,,180.49,185.55,187.1,1613268,181,2.51,183.535,1613268,0.0251,185.11,4.55
2024-08-26,"August 26, 24",,,,,,179.19,182.13,183.27,2177004,181.48,0.35817,181.5175,2177004,0.0035817,181.7,0.65
2024-08-23,"August 23, 24",,,,,,173.07,183.29,183.56,4872700,180.8,1.38,180.18,4872700,0.0138,182.86,2.49
2024-08-22,"August 22, 24",,,,,,182.31,186,186.75,2067915,185,0.54054,185.015,2067915,0.0054054,185.56,1
2024-08-21,"August 21, 24",,,,,,181.81,184.26,185.24,1601541,183.47,0.43059,183.695,1601541,0.0043059,183.82,0.79
2024-08-20,"August 20, 24",,,,,,181.68,184,186,1138332,184.96,-0.51903,184.16,1138332,-0.0051903,183.56,-0.96
2024-08-19,"August 19, 24",,,,,,181.22,185.4,185.51,1626900,184.1,0.70614,184.0575,1626900,0.0070614,184.96,1.3
2024-08-16,"August 16, 24",,,,,,180.39,184.06,188.82,2718507,188.72,-2.47,185.4975,2718507,-0.0247,183.62,-4.66
2024-08-15,"August 15, 24",,,,,,181.61,188.82,190.8,3478000,185.5,1.79,186.6825,3478000,0.0179,188.37,3.32
2024-08-14,"August 14, 24",,,,,,178.25,184.16,185.19,2242700,180,2.31,181.9,2242700,0.0231,183.72,4.16
2024-08-13,"August 13, 24",,,,,,175.32,179.65,180.26,1552036,178.05,0.89862,178.32,1552036,0.0089862,179.22,1.6
2024-08-12,"August 12, 24",,,,,,174.39,176.44,180.5,1797800,178.49,-1.15,177.455,1797800,-0.0115,176.02,-2.05
2024-08-09,"August 09, 24",,,,,,172.6,179.11,179.55,2766628,176.52,1.47,176.945,2766628,0.0147,178.69,2.59
2024-08-08,"August 08, 24",,,,,,165.05,177.21,177.46,2755834,169.2,4.73,172.23,2755834,0.0473,176.79,8.01
2024-08-07,"August 07, 24",,,,,,164.69,166.07,172.75,3312842,168.66,-1.54,168.0425,3312842,-0.0154,165.68,-2.59
2024-08-06,"August 06, 24",,,,,,160,164.35,166.47,2800031,163.08,0.77876,163.475,2800031,0.0077876,163.96,1.27
2024-08-05,"August 05, 24",,,,,,150.01,162.24,165.39,3700500,152.41,6.45,157.5125,3700500,0.0645,161.86,9.84
2024-08-02,"August 02, 24",,,,,,161.5,164.73,169.99,3314500,168.78,-2.4,166.25,3314500,-0.024,164.34,-4.05
2024-08-01,"August 01, 24",,,,,,171.81,174.03,183.86,3706800,181.9,-4.33,177.9,3706800,-0.0433,173.62,-7.87
2024-07-31,"July 31, 24",,,,,,171.25,178.24,180.26,4056500,171.25,4.08,175.25,4056500,0.0408,177.82,6.99
2024-07-30,"July 30, 24",,,,,,162.45,162.7,174.07,2639331,172.93,-5.92,168.0375,2639331,-0.0592,162.31,-10.23
2024-07-29,"July 29, 24",,,,,,169.85,172.05,174.77,1757967,174.32,-1.3,172.7475,1757967,-0.013,171.64,-2.27
2024-07-26,"July 26, 24",,,,,,163.69,173.11,173.98,3871920,168.46,2.76,169.81,3871920,0.0276,172.7,4.65
2024-07-25,"July 25, 24",,,,,,156.41,160,166.29,5163200,166,-3.61,162.175,5163200,-0.0361,159.62,-6
2024-07-24,"July 24, 24",,,,,,162.73,162.9,172.3,5532133,167.34,-2.65,166.3175,5532133,-0.0265,162.51,-4.44
2024-07-23,"July 23, 24",,,,,,166.22,170.49,171.01,3221800,167,2.09,168.68,3221800,0.0209,170.09,3.49
2024-07-22,"July 22, 24",,,,,,163.68,166.76,168.25,1738608,166.38,0.22839,166.2675,1738608,0.0022839,166.36,0.38
2024-07-19,"July 19, 24",,,,,,159.11,163.34,163.69,2547800,162,0.82716,162.035,2547800,0.0082716,162.95,1.34
2024-07-18,"July 18, 24",,,,,,159.43,161.49,171.45,4736600,168,-3.87,165.0925,4736600,-0.0387,161.11,-6.51
2024-07-17,"July 17, 24",,,,,,162.9,165.83,180.2,6033800,180.2,-7.97,172.2825,6033800,-0.0797,165.44,-14.37
2024-07-16,"July 16, 24",,,,,,178.18,182.74,183.89,1789742,178.78,2.22,180.8975,1789742,0.0222,182.31,3.96
2024-07-15,"July 15, 24",,,,,,176.5,177.44,181.81,3026614,180.24,-1.55,178.9975,3026614,-0.0155,177.02,-2.8
2024-07-12,"July 12, 24",,,,,,174.4,180.45,184.33,1603909,177.95,1.4,179.2825,1603909,0.014,180.02,2.5
2024-07-11,"July 11, 24",,,,,,176.55,176.7,183.16,2574654,181,-2.38,179.3525,2574654,-0.0238,176.28,-4.3
2024-07-10,"July 10, 24",,,,,,174.6,179.73,179.8,1835700,174.93,2.74,177.265,1835700,0.0274,179.3,4.8
2024-07-09,"July 09, 24",,,,,,172.6,172.98,174.83,1801065,174.28,-0.74593,173.6725,1801065,-0.0074593,172.57,-1.3
2024-07-08,"July 08, 24",,,,,,174.17,174.37,178.6,1659343,176.81,-1.38,175.9875,1659343,-0.0138,173.96,-2.44
2024-07-05,"July 05, 24",,,,,,171.26,176.23,177.44,1629585,171.5,2.76,174.1075,1629585,0.0276,175.81,4.73
2024-07-03,"July 03, 24",,,,,,169.18,172.68,174.78,1317200,170.1,1.52,171.685,1317200,0.0152,172.27,2.58
2024-07-02,"July 02, 24",,,,,,165.41,169.81,171.98,2447440,165.41,2.66,168.1525,2447440,0.0266,169.41,4.4
2024-07-01,"July 01, 24",,,,,,165.12,167.52,171.2,2748335,171,-2.04,168.71,2748335,-0.0204,167.12,-3.48
2024-06-28,"June 28, 24",,,,,,167.18,171.51,176.3,3783600,174.8,-1.88,172.4475,3783600,-0.0188,171.1,-3.29
2024-06-27,"June 27, 24",,,,,,173.25,176.28,179.27,2541300,178.39,-1.18,176.7975,2541300,-0.0118,175.86,-2.11
2024-06-26,"June 26, 24",,,,,,177.62,180,181.73,2284000,180.89,-0.49201,180.06,2284000,-0.0049201,179.57,-0.89
2024-06-25,"June 25, 24",,,,,,176.27,181.45,181.5,2554030,179.8,0.91769,179.755,2554030,0.0091769,181.02,1.65
2024-06-24,"June 24, 24",,,,,,174.77,178.14,179.15,2552900,176.55,0.90059,177.1525,2552900,0.0090059,177.72,1.59
2024-06-21,"June 21, 24",,,,,,170.4,175.73,177.18,3876954,177.1,-0.77357,175.1025,3876954,-0.0077357,175.31,-1.37
2024-06-20,"June 20, 24",,,,,,175.1,177.18,185.5,4005304,178.47,-0.72281,179.0625,4005304,-0.0072281,176.76,-1.29
2024-06-18,"June 18, 24",,,,,,166.33,179.57,180.25,3364919,167.94,6.93,173.5225,3364919,0.0693,179.14,11.63
2024-06-17,"June 17, 24",,,,,,166.15,168.76,171.88,2804200,169.75,-0.58321,169.135,2804200,-0.0058321,168.36,-0.99
2024-06-14,"June 14, 24",,,,,,166.2,170.17,174.78,3128342,174.09,-2.25,171.31,3128342,-0.0225,169.77,-3.92
2024-06-13,"June 13, 24",,,,,,172.84,176.17,181.96,3462200,179.8,-2.02,177.6925,3462200,-0.0202,175.75,-3.63
2024-06-12,"June 12, 24",,,,,,171.16,177.52,179.22,4016501,171.54,3.49,174.86,4016501,0.0349,177.1,5.98
2024-06-11,"June 11, 24",,,,,,163.3,168.23,168.54,2036122,165.5,1.65,166.3925,2036122,0.0165,167.83,2.73
2024-06-10,"June 10, 24",,,,,,160.6,166.64,170,4224304,161.22,3.36,164.615,4224304,0.0336,166.25,5.42
2024-06-07,"June 07, 24",,,,,,159.04,162.08,165.76,4850300,159.5,1.62,161.595,4850300,0.0162,161.7,2.58
2024-06-06,"June 06, 24",,,,,,155.5,160.31,164.13,5249018,163.25,-1.8,160.7975,5249018,-0.018,159.93,-2.94
2024-06-05,"June 05, 24",,,,,,162.47,163.49,168.3,8005543,165.09,-0.96917,164.8375,8005543,-0.0096917,163.1,-1.6
2024-06-04,"June 04, 24",,,,,,161.33,163.04,169.41,5279800,168.35,-3.15,165.5325,5279800,-0.0315,162.65,-5.31
2024-06-03,"June 03, 24",,,,,,166.44,170.37,179,3434800,178.93,-4.78,173.685,3434800,-0.0478,169.97,-8.56
2024-05-31,"May 31, 24",,,,,,165.4,175.9,179.77,5454904,177.1,-0.67758,174.5425,5454904,-0.0067758,175.48,-1.2
2024-05-30,"May 30, 24",,,,,,174.5,175.08,177.81,2043133,176.97,-1.07,176.09,2043133,-0.0107,174.67,-1.89
2024-05-29,"May 29, 24",,,,,,174.1,177.32,178.69,1537710,176,0.75,176.5275,1537710,0.0075,176.9,1.32
2024-05-28,"May 28, 24",,,,,,176.78,178.09,182.78,2632749,178.34,-0.14018,178.9975,2632749,-0.0014018,177.67,-0.25
2024-05-24,"May 24, 24",,,,,,162.09,177.43,177.77,4294100,162.81,8.98,170.025,4294100,0.0898,177.01,14.62
2024-05-23,"May 23, 24",,,,,,161.44,161.67,170,3139003,166.42,-2.85,164.8825,3139003,-0.0285,161.29,-4.75
2024-05-22,"May 22, 24",,,,,,163,163.85,167.36,2018900,164.29,-0.26782,164.625,2018900,-0.0026782,163.46,-0.44
2024-05-21,"May 21, 24",,,,,,159.07,163.93,164.49,1945469,160.24,2.3,161.9325,1945469,0.023,163.54,3.69
2024-05-20,"May 20, 24",,,,,,160.21,160.95,164.3,1736122,163.06,-1.29,162.13,1736122,-0.0129,160.57,-2.11
2024-05-17,"May 17, 24",,,,,,160.94,162.62,167.64,1937200,166.88,-2.55,164.52,1937200,-0.0255,162.23,-4.26
2024-05-16,"May 16, 24",,,,,,166.35,166.4,170,1604400,168.03,-0.97006,167.695,1604400,-0.0097006,166.01,-1.63
2024-05-15,"May 15, 24",,,,,,166.96,167.87,172.35,2572025,168.36,-0.29104,168.885,2572025,-0.0029104,167.47,-0.49
2024-05-14,"May 14, 24",,,,,,158.86,165.63,166.56,3855420,160.69,3.07,162.935,3855420,0.0307,165.24,4.94
2024-05-13,"May 13, 24",,,,,,160.18,161.53,167.55,4413800,165,-2.1,163.565,4413800,-0.021,161.15,-3.47
2024-05-10,"May 10, 24",,,,,,165.99,167.27,170.8,3459622,169,-1.02,168.265,3459622,-0.0102,166.87,-1.73
2024-05-09,"May 09, 24",,,,,,164.65,166.4,168.72,4022600,165,0.84848,166.1925,4022600,0.0084848,166.01,1.4
2024-05-08,"May 08, 24",,,,,,163.23,164,167.01,3679700,167,-1.8,165.31,3679700,-0.018,163.61,-3
