date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,dividend,paymentDate,recordDate,declarationDate
2025-03-13,114.6,115.07,107.58,108.69,108.21,7530900,7530900,-5.91,-5.16,111.485,"March 13, 25",-0.0516,,,,,
2025-03-12,115.96,117.39,112.79,114.37,113.87,7681909,7681909,-1.59,-1.37,115.1275,"March 12, 25",-0.0137,,,,,
2025-03-11,108.28,113.15,107.92,112.11,111.62,8743145,8743145,3.83,3.54,110.365,"March 11, 25",0.0354,,,,,
2025-03-10,111.73,111.78,105.29,108.17,107.69,11977400,11977400,-3.56,-3.19,109.2425,"March 10, 25",-0.0319,,,,,
2025-03-07,116.27,116.68,108.91,115.27,114.76,8871011,8871011,-1,-0.86007,114.2825,"March 07, 25",-0.0086007,,,,,
2025-03-06,119.31,121.6,115.12,116.13,115.62,9436102,9436102,-3.18,-2.67,118.04,"March 06, 25",-0.0267,,,,,
2025-03-05,120.78,123.53,118.12,123.03,122.49,13089334,13089334,2.25,1.86,121.365,"March 05, 25",0.0186,,,,,
2025-03-04,127.55,127.97,119.47,120.78,120.25,17007529,17007529,-6.77,-5.31,123.9425,"March 04, 25",-0.0531,,,,,
2025-03-03,137.6,138.87,131.79,133.01,132.42,5242657,5242657,-4.59,-3.34,135.3175,"March 03, 25",-0.0334,,,,,
2025-02-28,132,135.67,131.35,135.59,134.99,6393504,6393504,3.59,2.72,133.6525,"February 28, 25",0.0272,,,,,
2025-02-27,134.27,135.97,131.52,132.2,131.62,5070431,5070431,-2.07,-1.54,133.49,"February 27, 25",-0.0154,,,,,
2025-02-26,130.5,134.66,130.01,132.68,132.1,5716100,5716100,2.18,1.67,131.9625,"February 26, 25",0.0167,,,,,
2025-02-25,131,131.7,127.16,129.59,129.02,8523082,8523082,-1.41,-1.08,129.8625,"February 25, 25",-0.0108,,,,,
2025-02-24,133.41,134.16,128.07,131.19,130.61,6229300,6229300,-2.22,-1.66,131.7075,"February 24, 25",-0.0166,,,,,
2025-02-21,135.86,136.86,130.85,132.22,131.64,4231783,4231783,-3.64,-2.68,133.9475,"February 21, 25",-0.0268,,,,,
2025-02-20,138.08,138.62,132.59,134.55,133.96,7028754,7028754,-3.53,-2.56,135.96,"February 20, 25",-0.0256,,,,,
2025-02-19,140.36,140.6,137.94,138.47,137.86,3765522,3765522,-1.89,-1.35,139.3425,"February 19, 25",-0.0135,,,,,
2025-02-18,141.89,142.69,140.06,140.6,139.98,4128511,4128511,-1.29,-0.90915,141.31,"February 18, 25",-0.0090915,,,,,
2025-02-14,139.61,141.79,138.54,140.56,139.94,2196847,2196847,0.95,0.68047,140.125,"February 14, 25",0.0068047,0.175,0.175,2025-02-28,2025-02-14,2025-02-04
2025-02-13,140.97,141.45,137.84,139.3,138.51,3615200,3615200,-1.67,-1.18,139.89,"February 13, 25",-0.0118,,,,,
2025-02-12,140.62,141.02,138.4,139.54,138.75,7075500,7075500,-1.08,-0.76803,139.895,"February 12, 25",-0.0076803,,,,,
2025-02-11,146.11,146.87,141.88,142.46,141.65,6282600,6282600,-3.65,-2.5,144.33,"February 11, 25",-0.025,,,,,
2025-02-10,150.1,151.4,146.56,147.93,147.09,4151049,4151049,-2.17,-1.45,148.9975,"February 10, 25",-0.0145,,,,,
2025-02-07,152.23,152.59,148.39,148.61,147.77,3983272,3983272,-3.62,-2.38,150.455,"February 07, 25",-0.0238,,,,,
2025-02-06,154.33,155.61,149.21,151.59,150.73,6031000,6031000,-2.74,-1.78,152.685,"February 06, 25",-0.0178,,,,,
2025-02-05,146.92,154.4,146.92,153.81,152.94,6666925,6666925,6.89,4.69,150.5125,"February 05, 25",0.0469,,,,,
2025-02-04,161.87,162.39,149,149.3,148.45,9268600,9268600,-12.57,-7.77,155.64,"February 04, 25",-0.0777,,,,,
2025-02-03,162.01,164.44,159.39,163.22,162.29,4527500,4527500,1.21,0.74687,162.265,"February 03, 25",0.0074687,,,,,
2025-01-31,167.73,170.4,166.68,167.07,166.12,3401135,3401135,-0.66,-0.39349,167.97,"January 31, 25",-0.0039349,,,,,
2025-01-30,167.48,168.99,165.41,166.87,165.92,2428476,2428476,-0.61,-0.36422,167.1875,"January 30, 25",-0.0036422,,,,,
2025-01-29,166.94,170.16,165.98,166.3,165.36,4096948,4096948,-0.64,-0.38337,167.345,"January 29, 25",-0.0038337,,,,,
2025-01-28,161.68,167.5,160.21,167.05,166.1,3923340,3923340,5.37,3.32,164.11,"January 28, 25",0.0332,,,,,
2025-01-27,161.14,161.34,157.7,161.2,160.29,4432000,4432000,0.06,0.0372347,160.345,"January 27, 25",0.000372347,,,,,
2025-01-24,164.89,165.83,164.58,165.53,164.59,2837000,2837000,0.64,0.38814,165.2075,"January 24, 25",0.0038814,,,,,
2025-01-23,161.03,165.43,160.85,165.34,164.4,2980717,2980717,4.31,2.68,163.1625,"January 23, 25",0.0268,,,,,
2025-01-22,161.56,162.18,158.88,161.51,160.59,3794553,3794553,-0.05,-0.03094825,161.0325,"January 22, 25",-0.0003094825,,,,,
2025-01-21,158.49,161.1,157.68,160.71,159.8,4618941,4618941,2.22,1.4,159.495,"January 21, 25",0.014,,,,,
2025-01-17,155.63,158.25,153.88,157.57,156.68,3879126,3879126,1.94,1.25,156.3325,"January 17, 25",0.0125,,,,,
2025-01-16,151.56,154.01,150.81,153.24,152.37,3446700,3446700,1.68,1.11,152.405,"January 16, 25",0.0111,,,,,
2025-01-15,151.49,151.65,148.68,150.5,149.65,5081900,5081900,-0.99,-0.65351,150.58,"January 15, 25",-0.0065351,,,,,
2025-01-14,143.4,144.77,142,143.65,142.84,3942682,3942682,0.25,0.17434,143.455,"January 14, 25",0.0017434,,,,,
2025-01-13,139.08,141.83,138.88,141.25,140.45,3495300,3495300,2.17,1.56,140.26,"January 13, 25",0.0156,,,,,
2025-01-10,145.73,147,140.23,140.93,140.13,3968658,3968658,-4.8,-3.29,143.4725,"January 10, 25",-0.0329,,,,,
2025-01-08,146.39,148.39,145.69,148.24,147.4,3820439,3820439,1.85,1.26,147.1775,"January 08, 25",0.0126,,,,,
2025-01-07,150.9,151.6,143.91,146.62,145.79,3786941,3786941,-4.28,-2.84,148.2575,"January 07, 25",-0.0284,,,,,
2025-01-06,153.81,154.73,150.65,150.74,149.89,3392975,3392975,-3.07,-2,152.4825,"January 06, 25",-0.02,,,,,
2025-01-03,150.58,152.19,149.93,152.03,151.17,1687680,1687680,1.45,0.96294,151.1825,"January 03, 25",0.0096294,,,,,
2025-01-02,149.36,150.39,147.04,149.19,148.34,1665828,1665828,-0.17,-0.11382,148.995,"January 02, 25",-0.0011382,,,,,
2024-12-31,149.31,150.06,147.62,147.91,147.07,1714175,1714175,-1.4,-0.93765,148.725,"December 31, 24",-0.0093765,,,,,
2024-12-30,147.09,149.73,146.04,148.39,147.55,1677208,1677208,1.3,0.88381,147.8125,"December 30, 24",0.0088381,,,,,
2024-12-27,150.62,151.77,148.81,149.86,149.01,1571924,1571924,-0.76,-0.50458,150.265,"December 27, 24",-0.0050458,,,,,
2024-12-26,151.8,152.89,150.61,152.52,151.66,1301157,1301157,0.72,0.47431,151.955,"December 26, 24",0.0047431,,,,,
2024-12-24,149.88,152.58,148.64,152.58,151.71,1232909,1232909,2.7,1.8,150.92,"December 24, 24",0.018,,,,,
2024-12-23,147,149.61,145.4,148.94,148.1,2740600,2740600,1.94,1.32,147.7375,"December 23, 24",0.0132,,,,,
2024-12-20,142.01,149.42,141.26,147.58,146.74,8311228,8311228,5.57,3.92,145.0675,"December 20, 24",0.0392,,,,,
2024-12-19,146.94,147.71,143.04,143.53,142.72,5375898,5375898,-3.41,-2.32,145.305,"December 19, 24",-0.0232,,,,,
2024-12-18,151.87,152.25,142.83,142.96,142.15,3762700,3762700,-8.91,-5.87,147.4775,"December 18, 24",-0.0587,,,,,
2024-12-17,154.82,154.82,149.69,151.23,150.37,3666024,3666024,-3.59,-2.32,152.64,"December 17, 24",-0.0232,,,,,
2024-12-16,155.52,156.55,154.14,156.12,155.23,2311196,2311196,0.6,0.3858,155.5825,"December 16, 24",0.003858,,,,,
2024-12-13,157.33,157.99,154.26,154.34,153.46,2612607,2612607,-2.99,-1.9,155.98,"December 13, 24",-0.019,,,,,
2024-12-12,157.39,157.87,155.59,155.75,154.87,2434038,2434038,-1.64,-1.04,156.65,"December 12, 24",-0.0104,,,,,
2024-12-11,153.44,158.1,153.39,157.39,156.5,4191940,4191940,3.95,2.57,155.58,"December 11, 24",0.0257,,,,,
2024-12-10,151.48,153.56,151.06,151.81,150.95,4270150,4270150,0.33,0.21785,151.9775,"December 10, 24",0.0021785,,,,,
2024-12-09,158.37,159.19,151.71,152.35,151.49,6143200,6143200,-6.02,-3.8,155.405,"December 09, 24",-0.038,,,,,
2024-12-06,157.48,158.9,156.91,158.01,157.11,4057762,4057762,0.53,0.33655,157.825,"December 06, 24",0.0033655,,,,,
2024-12-05,157.39,159.38,156.83,157.04,156.15,3681577,3681577,-0.35,-0.22238,157.66,"December 05, 24",-0.0022238,,,,,
2024-12-04,158.22,158.85,155.84,157.6,156.71,3971605,3971605,-0.62,-0.39186,157.6275,"December 04, 24",-0.0039186,,,,,
2024-12-03,160.25,160.94,157.2,157.9,157,2801103,2801103,-2.35,-1.47,159.0725,"December 03, 24",-0.0147,,,,,
2024-12-02,163.08,163.66,159.5,159.65,158.74,3866286,3866286,-3.43,-2.1,161.4725,"December 02, 24",-0.021,,,,,
2024-11-29,161.9,163.68,161.66,162.87,161.95,2665416,2665416,0.97,0.59914,162.5275,"November 29, 24",0.0059914,,,,,
2024-11-27,161.56,162.73,159.91,160.03,159.12,4273295,4273295,-1.53,-0.94702,161.0575,"November 27, 24",-0.0094702,,,,,
2024-11-26,159,161.53,158.28,161.27,160.36,3211500,3211500,2.27,1.43,160.02,"November 26, 24",0.0143,,,,,
2024-11-25,159.5,161.11,158.01,158.94,158.04,3856430,3856430,-0.56,-0.3511,159.39,"November 25, 24",-0.003511,,,,,
2024-11-22,157.68,159.58,157,158.63,157.73,3164165,3164165,0.95,0.60249,158.2225,"November 22, 24",0.0060249,,,,,
2024-11-21,153.83,158.46,152.34,157.67,156.78,4027547,4027547,3.84,2.5,155.575,"November 21, 24",0.025,,,,,
2024-11-20,153.21,154.58,150.67,152.18,151.32,3723395,3723395,-1.03,-0.67228,152.66,"November 20, 24",-0.0067228,,,,,
2024-11-19,152.22,153.05,150.95,152.78,151.91,2457045,2457045,0.56,0.36789,152.25,"November 19, 24",0.0036789,,,,,
2024-11-18,150.58,152.64,149.33,152.45,151.59,3196475,3196475,1.87,1.24,151.25,"November 18, 24",0.0124,,,,,
2024-11-15,149.83,151.47,148.09,150.02,149.17,2929182,2929182,0.19,0.12681,149.8525,"November 15, 24",0.0012681,,,,,
2024-11-14,152.43,153.14,150.11,150.52,149.67,2700612,2700612,-1.91,-1.25,151.55,"November 14, 24",-0.0125,,,,,
2024-11-13,152.65,153.89,151.08,152.13,151.27,2142309,2142309,-0.52,-0.34065,152.4375,"November 13, 24",-0.0034065,,,,,
2024-11-12,155,155.79,152.32,153.16,152.29,2167700,2167700,-1.84,-1.19,154.0675,"November 12, 24",-0.0119,,,,,
2024-11-11,154.12,156.54,153.8,155.9,155.02,3901090,3901090,1.78,1.15,155.09,"November 11, 24",0.0115,,,,,
2024-11-08,150.21,152.62,150.21,152.2,151.34,3253622,3253622,1.99,1.32,151.31,"November 08, 24",0.0132,,,,,
2024-11-07,151.56,152.25,149.02,150.71,149.86,3261213,3261213,-0.85,-0.56083,150.885,"November 07, 24",-0.0056083,,,,,
2024-11-06,147.48,153.51,147.06,152.27,151.41,7213843,7213843,4.8,3.25,150.08,"November 06, 24",0.0325,,,,,
2024-11-05,137.17,139.66,137.07,138.99,138.2,3421900,3421900,1.82,1.33,138.2225,"November 05, 24",0.0133,,,,,
2024-11-04,137.52,138.47,135.83,136.81,136.03,2013037,2013037,-0.71,-0.51629,137.1575,"November 04, 24",-0.0051629,0.175,0.175,2024-11-19,2024-11-04,2024-10-24
2024-11-01,138.5,140.86,137.38,137.58,136.63,2672861,2672861,-0.92,-0.66426,138.58,"November 01, 24",-0.0066426,,,,,
2024-10-31,139.09,140.35,137.4,138.24,137.28,2620323,2620323,-0.85,-0.61112,138.77,"October 31, 24",-0.0061112,,,,,
2024-10-30,140.05,141.82,139.93,140.18,139.21,2023700,2023700,0.13,0.09282399,140.495,"October 30, 24",0.0009282399,,,,,
2024-10-29,140,140.49,138.74,139.33,138.37,2234729,2234729,-0.67,-0.47857,139.64,"October 29, 24",-0.0047857,,,,,
2024-10-28,141.34,142.14,139.88,140.75,139.78,2716400,2716400,-0.59,-0.41743,141.0275,"October 28, 24",-0.0041743,,,,,
2024-10-25,144.6,144.67,138.9,139.88,138.91,2866224,2866224,-4.72,-3.26,142.0125,"October 25, 24",-0.0326,,,,,
2024-10-24,143.04,147.15,141.31,143.28,142.29,4353815,4353815,0.24,0.16779,143.695,"October 24, 24",0.0016779,,,,,
2024-10-23,140.03,141.31,137.94,138.55,137.59,4774705,4774705,-1.48,-1.06,139.4575,"October 23, 24",-0.0106,,,,,
2024-10-22,139.69,140.98,138.96,140.17,139.2,2200225,2200225,0.48,0.34362,139.95,"October 22, 24",0.0034362,,,,,
2024-10-21,139.8,141.68,139.74,140.57,139.6,2853700,2853700,0.77,0.55079,140.4475,"October 21, 24",0.0055079,,,,,
2024-10-18,137.87,140.15,137.35,139.81,138.84,2954500,2954500,1.94,1.41,138.795,"October 18, 24",0.0141,,,,,
2024-10-17,137,139.82,136.36,137.84,136.89,3135704,3135704,0.84,0.61314,137.755,"October 17, 24",0.0061314,,,,,
2024-10-16,136.29,137.88,135.2,135.67,134.73,2433170,2433170,-0.62,-0.45491,136.26,"October 16, 24",-0.0045491,,,,,
2024-10-15,136.86,137.8,135.14,135.78,134.84,2352643,2352643,-1.08,-0.78913,136.395,"October 15, 24",-0.0078913,,,,,
2024-10-14,136.23,137.11,134.72,136.54,135.6,1941063,1941063,0.31,0.22756,136.15,"October 14, 24",0.0022756,,,,,
2024-10-11,134.08,135.9,134.08,135.59,134.65,2084733,2084733,1.51,1.13,134.9125,"October 11, 24",0.0113,,,,,
2024-10-10,134.51,135.25,133.03,133.12,132.2,3215732,3215732,-1.39,-1.03,133.9775,"October 10, 24",-0.0103,,,,,
2024-10-09,131.79,135.1,131.55,134.95,134.02,2863900,2863900,3.16,2.4,133.3475,"October 09, 24",0.024,,,,,
2024-10-08,131.7,132.45,130.74,131.35,130.44,2069536,2069536,-0.35,-0.26576,131.56,"October 08, 24",-0.0026576,,,,,
2024-10-07,132.91,133.7,130.23,131.33,130.42,2291700,2291700,-1.58,-1.19,132.0425,"October 07, 24",-0.0119,,,,,
2024-10-04,133.16,133.55,131.68,133.28,132.36,2096768,2096768,0.12,0.09011715,132.9175,"October 04, 24",0.0009011715,,,,,
2024-10-03,131.69,132.09,129.63,130.9,130,2147440,2147440,-0.79,-0.59989,131.0775,"October 03, 24",-0.0059989,,,,,
2024-10-02,130,132.86,130,132.22,131.31,2118734,2118734,2.22,1.71,131.27,"October 02, 24",0.0171,,,,,
2024-10-01,130.58,131.52,128.7,129.87,128.97,2577682,2577682,-0.71,-0.54373,130.1675,"October 01, 24",-0.0054373,,,,,
2024-09-30,131.32,131.84,128.37,130.58,129.68,3315300,3315300,-0.74,-0.56351,130.5275,"September 30, 24",-0.0056351,,,,,
2024-09-27,131.95,132.96,130.73,132.14,131.23,2909347,2909347,0.19,0.14399,131.945,"September 27, 24",0.0014399,,,,,
2024-09-26,132.97,133.88,130.95,131.38,130.47,1903638,1903638,-1.59,-1.2,132.295,"September 26, 24",-0.012,,,,,
2024-09-25,132.48,132.94,131.5,131.67,130.76,1415100,1415100,-0.81,-0.61141,132.1475,"September 25, 24",-0.0061141,,,,,
2024-09-24,132.65,133.13,131.12,132.39,131.48,1987136,1987136,-0.26,-0.196,132.3225,"September 24, 24",-0.00196,,,,,
2024-09-23,134,134.85,131.45,132.6,131.68,1942470,1942470,-1.4,-1.04,133.225,"September 23, 24",-0.0104,,,,,
2024-09-20,131.56,133.47,131.5,133.23,132.31,5417400,5417400,1.67,1.27,132.44,"September 20, 24",0.0127,,,,,
2024-09-19,132.72,133.84,130.88,132.8,131.88,3448820,3448820,0.08,0.06027728,132.56,"September 19, 24",0.0006027728,,,,,
2024-09-18,128.47,130.93,125.87,129.25,128.36,3673025,3673025,0.78,0.60715,128.63,"September 18, 24",0.0060715,,,,,
2024-09-17,127.55,128.73,126.49,127.97,127.09,2376642,2376642,0.42,0.32928,127.685,"September 17, 24",0.0032928,,,,,
2024-09-16,124,126.79,123.43,126.54,125.67,3297054,3297054,2.54,2.05,125.19,"September 16, 24",0.0205,,,,,
2024-09-13,120.96,123.52,120.96,122.8,121.95,3506000,3506000,1.84,1.52,122.06,"September 13, 24",0.0152,,,,,
2024-09-12,118.22,120.94,116.64,120.36,119.53,4591983,4591983,2.14,1.81,119.04,"September 12, 24",0.0181,,,,,
2024-09-11,117.34,118.46,113.92,118.29,117.47,3754700,3754700,0.95,0.80961,117.0025,"September 11, 24",0.0080961,,,,,
2024-09-10,119.01,119.29,115.07,118.06,117.24,2015400,2015400,-0.95,-0.79825,117.8575,"September 10, 24",-0.0079825,,,,,
2024-09-09,117.99,119.89,117.51,118.46,117.64,2515822,2515822,0.47,0.39834,118.4625,"September 09, 24",0.0039834,,,,,
2024-09-06,118.85,119.32,115.24,116.24,115.44,2657606,2657606,-2.61,-2.2,117.4125,"September 06, 24",-0.022,,,,,
2024-09-05,117.79,119.79,117.08,118.44,117.62,2101000,2101000,0.65,0.55183,118.275,"September 05, 24",0.0055183,,,,,
2024-09-04,117.93,119.65,116.9,117.67,116.86,2540026,2540026,-0.26,-0.22047,118.0375,"September 04, 24",-0.0022047,,,,,
2024-09-03,122.06,123.21,117.29,118.27,117.45,4263300,4263300,-3.79,-3.11,120.2075,"September 03, 24",-0.0311,,,,,
2024-08-30,123.13,124.2,121.73,123.77,122.91,2849322,2849322,0.64,0.51978,123.2075,"August 30, 24",0.0051978,,,,,
2024-08-29,122.08,123.3,121.21,122.17,121.33,1693968,1693968,0.09,0.07372215,122.19,"August 29, 24",0.0007372215,,,,,
2024-08-28,122.28,123.42,121.16,121.63,120.79,2392916,2392916,-0.65,-0.53157,122.1225,"August 28, 24",-0.0053157,,,,,
2024-08-27,121.73,123.16,121.39,122.39,121.54,1616880,1616880,0.66,0.54218,122.1675,"August 27, 24",0.0054218,,,,,
2024-08-26,122.61,123.28,121.05,122.15,121.31,1443606,1443606,-0.46,-0.37517,122.2725,"August 26, 24",-0.0037517,,,,,
2024-08-23,119.94,122.45,119.09,122.23,121.39,2447741,2447741,2.29,1.91,120.9275,"August 23, 24",0.0191,,,,,
2024-08-22,118.98,119.54,118.36,118.73,117.91,2057079,2057079,-0.25,-0.21012,118.9025,"August 22, 24",-0.0021012,,,,,
2024-08-21,118.59,119.08,117.83,118.76,117.94,1907937,1907937,0.17,0.14335,118.565,"August 21, 24",0.0014335,,,,,
2024-08-20,120.2,120.36,118,118.65,117.83,1867801,1867801,-1.55,-1.29,119.3025,"August 20, 24",-0.0129,,,,,
2024-08-19,119.39,120.63,118.86,120.18,119.35,2372518,2372518,0.79,0.6617,119.765,"August 19, 24",0.006617,,,,,
2024-08-16,120.21,120.55,118.73,119.08,118.26,2462907,2462907,-1.13,-0.94002,119.6425,"August 16, 24",-0.0094002,,,,,
2024-08-15,120,120.91,118.49,120.22,119.39,2972211,2972211,0.22,0.18333,119.905,"August 15, 24",0.0018333,,,,,
2024-08-14,116,118.79,115.89,118.38,117.56,3052300,3052300,2.38,2.05,117.265,"August 14, 24",0.0205,,,,,
2024-08-13,113.69,115.88,113.62,115.81,115.01,2710017,2710017,2.12,1.86,114.75,"August 13, 24",0.0186,,,,,
2024-08-12,114,114.39,112.19,112.69,111.91,2613400,2613400,-1.31,-1.15,113.3175,"August 12, 24",-0.0115,0.175,0.175,2024-08-27,2024-08-12,2024-07-31
2024-08-09,113.49,114.16,112.32,113.87,112.91,2052300,2052300,0.38,0.33483,113.46,"August 09, 24",0.0033483,,,,,
2024-08-08,110.55,113.47,109.48,112.78,111.83,3774041,3774041,2.23,2.02,111.57,"August 08, 24",0.0202,,,,,
2024-08-07,111.43,112.98,108.33,108.79,107.87,3832200,3832200,-2.64,-2.37,110.3825,"August 07, 24",-0.0237,,,,,
2024-08-06,107.5,111.76,107.22,109.6,108.68,5872900,5872900,2.1,1.95,109.02,"August 06, 24",0.0195,,,,,
2024-08-05,101.81,108.54,98.25,106.23,105.33,8356824,8356824,4.42,4.34,103.7075,"August 05, 24",0.0434,,,,,
2024-08-02,116.84,116.85,108.43,108.62,107.7,7437600,7437600,-8.22,-7.04,112.685,"August 02, 24",-0.0704,,,,,
2024-08-01,123.77,124.14,118.69,119.75,118.74,5306621,5306621,-4.02,-3.25,121.5875,"August 01, 24",-0.0325,,,,,
2024-07-31,125.96,128.79,123.01,123.45,122.41,6604100,6604100,-2.51,-1.99,125.3025,"July 31, 24",-0.0199,,,,,
2024-07-30,119.75,121.41,118.57,119.99,118.98,3728246,3728246,0.24,0.20042,119.93,"July 30, 24",0.0020042,,,,,
2024-07-29,119.38,119.38,116.93,118.6,117.6,4037947,4037947,-0.78,-0.65338,118.5725,"July 29, 24",-0.0065338,,,,,
2024-07-26,119.46,120.14,118.04,118.51,117.51,3480322,3480322,-0.95,-0.79525,119.0375,"July 26, 24",-0.0079525,,,,,
2024-07-25,115.85,118.99,113.59,116.71,115.73,4108700,4108700,0.86,0.74234,116.285,"July 25, 24",0.0074234,,,,,
2024-07-24,117.43,119.14,115.51,115.73,114.75,3606400,3606400,-1.7,-1.45,116.9525,"July 24, 24",-0.0145,,,,,
2024-07-23,117.65,119.86,117.3,117.96,116.97,3173410,3173410,0.31,0.26349,118.1925,"July 23, 24",0.0026349,,,,,
2024-07-22,116.55,118.12,115.69,117.87,116.88,4145500,4145500,1.32,1.13,117.0575,"July 22, 24",0.0113,,,,,
2024-07-19,115.29,116.84,114.12,115.15,114.18,2826651,2826651,-0.14,-0.12143,115.35,"July 19, 24",-0.0012143,,,,,
2024-07-18,113.73,116.95,112.67,114.91,113.94,4616541,4616541,1.18,1.04,114.565,"July 18, 24",0.0104,,,,,
2024-07-17,115.31,116.06,112.84,113.78,112.82,3954900,3954900,-1.53,-1.33,114.4975,"July 17, 24",-0.0133,,,,,
2024-07-16,115.43,117.07,114.81,116.67,115.69,3992600,3992600,1.24,1.07,115.995,"July 16, 24",0.0107,,,,,
2024-07-15,112.2,115,112.2,114.96,113.99,3618309,3618309,2.76,2.46,113.59,"July 15, 24",0.0246,,,,,
2024-07-12,108.7,111.75,108.01,110.74,109.81,2838500,2838500,2.04,1.88,109.8,"July 12, 24",0.0188,,,,,
2024-07-11,110,110.65,108.57,108.85,107.93,4103253,4103253,-1.15,-1.05,109.5175,"July 11, 24",-0.0105,,,,,
2024-07-10,106.64,109.56,106.01,109.45,108.53,3297305,3297305,2.81,2.64,107.915,"July 10, 24",0.0264,,,,,
2024-07-09,105.2,106.61,104.1,105.58,104.69,2796600,2796600,0.38,0.36122,105.3725,"July 09, 24",0.0036122,,,,,
2024-07-08,106.13,106.82,104.71,105.07,104.18,1941811,1941811,-1.06,-0.99878,105.6825,"July 08, 24",-0.0099878,,,,,
2024-07-05,105.66,106.12,104.08,106.08,105.19,2250626,2250626,0.42,0.3975,105.485,"July 05, 24",0.003975,,,,,
2024-07-03,106.54,106.99,105.28,106.06,105.17,1252200,1252200,-0.48,-0.45054,106.2175,"July 03, 24",-0.0045054,,,,,
2024-07-02,104.2,105.97,103.63,105.93,105.04,3318775,3318775,1.73,1.66,104.9325,"July 02, 24",0.0166,,,,,
2024-07-01,106.65,107.37,103.92,104.51,103.63,3445866,3445866,-2.14,-2.01,105.6125,"July 01, 24",-0.0201,,,,,
2024-06-28,106.1,107.88,105.05,105.24,104.35,17507500,17507500,-0.86,-0.81056,106.0675,"June 28, 24",-0.0081056,,,,,
2024-06-27,105.36,106.33,104.5,105.86,104.97,3567624,3567624,0.5,0.47456,105.5125,"June 27, 24",0.0047456,,,,,
2024-06-26,106.88,107.35,105.5,105.78,104.89,4425830,4425830,-1.1,-1.03,106.3775,"June 26, 24",-0.0103,,,,,
2024-06-25,106.99,107.97,106.54,107.42,106.51,4751238,4751238,0.43,0.40191,107.23,"June 25, 24",0.0040191,,,,,
2024-06-24,108.52,110.3,107.47,107.47,106.56,9103804,9103804,-1.05,-0.96756,108.44,"June 24, 24",-0.0096756,,,,,
2024-06-21,110,110,105.93,108.82,107.9,145594143,145594143,-1.18,-1.07,108.6875,"June 21, 24",-0.0107,,,,,
2024-06-20,110.31,111.53,109.19,110.05,109.12,7441200,7441200,-0.26,-0.2357,110.27,"June 20, 24",-0.002357,,,,,
2024-06-18,110.68,111.72,110.02,110.48,109.55,5160124,5160124,-0.2,-0.1807,110.725,"June 18, 24",-0.001807,,,,,
2024-06-17,110.12,111,108.25,110.17,109.24,5211400,5211400,0.05,0.04540501,109.885,"June 17, 24",0.0004540501,,,,,
2024-06-14,108.2,109.65,107.84,109.18,108.26,5069624,5069624,0.98,0.90573,108.7175,"June 14, 24",0.0090573,,,,,
2024-06-13,111.32,111.68,109.19,109.36,108.44,6530500,6530500,-1.96,-1.76,110.3875,"June 13, 24",-0.0176,,,,,
2024-06-12,113.7,113.91,110.69,111.49,110.55,6714417,6714417,-2.21,-1.94,112.4475,"June 12, 24",-0.0194,,,,,
2024-06-11,108.45,110.47,107.36,110.21,109.28,8319705,8319705,1.76,1.62,109.1225,"June 11, 24",0.0162,,,,,
2024-06-10,105.1,110.72,104,108.95,108.03,20405061,20405061,3.85,3.66,107.1925,"June 10, 24",0.0366,,,,,
2024-06-07,97.82,99.99,96.43,97.99,97.16,4983213,4983213,0.17,0.17379,98.0575,"June 07, 24",0.0017379,,,,,
2024-06-06,103.54,103.96,98.83,99.49,98.65,5002646,5002646,-4.05,-3.91,101.455,"June 06, 24",-0.0391,,,,,
2024-06-05,102.05,103.63,100.36,103.4,102.53,2825700,2825700,1.35,1.32,102.36,"June 05, 24",0.0132,,,,,
2024-06-04,102.48,103.29,100.96,101.31,100.46,3320500,3320500,-1.17,-1.14,102.01,"June 04, 24",-0.0114,,,,,
2024-06-03,104.15,104.21,100.63,103.17,102.3,3807123,3807123,-0.98,-0.94095,103.04,"June 03, 24",-0.0094095,,,,,
2024-05-31,104.13,106.32,101.16,102.84,101.97,6116121,6116121,-1.29,-1.24,103.6125,"May 31, 24",-0.0124,,,,,
2024-05-30,103.22,104.49,103.22,103.83,102.95,1770501,1770501,0.61,0.59097,103.69,"May 30, 24",0.0059097,,,,,
2024-05-29,104,104.24,102.84,103.2,102.33,2773609,2773609,-0.8,-0.76923,103.57,"May 29, 24",-0.0076923,,,,,
2024-05-28,106.43,107.24,104.73,105.44,104.55,3379391,3379391,-0.99,-0.93019,105.96,"May 28, 24",-0.0093019,,,,,
2024-05-24,104.68,108,104.57,106.43,105.53,2940258,2940258,1.75,1.67,105.92,"May 24, 24",0.0167,,,,,
2024-05-23,107.21,107.23,103.61,103.98,103.1,4143290,4143290,-3.23,-3.01,105.5075,"May 23, 24",-0.0301,,,,,
2024-05-22,107.11,107.92,105.16,105.77,104.88,3003276,3003276,-1.34,-1.25,106.49,"May 22, 24",-0.0125,,,,,
2024-05-21,104.43,106.71,104.22,106.49,105.59,3393429,3393429,2.06,1.97,105.4625,"May 21, 24",0.0197,,,,,
2024-05-20,104.43,105.43,103.93,104.88,104,2377208,2377208,0.45,0.43091,104.6675,"May 20, 24",0.0043091,,,,,
