date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,open,adjClose,unadjustedVolume,close,vwap,change,low,changeOverTime,volume,high,changePercent
2024-05-20,"May 20, 24",,,,,,164.07,159.67,2983464,163.9,163.83,-0.17,163.15,-0.0010361,2983464,164.2,-0.10361
2024-05-17,"May 17, 24",,,,,,163.11,159.76,2921432,164,163.4175,0.89,162.56,0.0054564,2921432,164,0.54564
2024-05-16,"May 16, 24",,,,,,162.88,159.35,3217700,163.58,163.0725,0.7,162.15,0.0042976,3217700,163.68,0.42976
2024-05-15,"May 15, 24",,,,,,162.98,158.48,4647400,162.68,163.0525,-0.3,162.51,-0.0018407,4647400,164.04,-0.18407
2024-05-14,"May 14, 24",,,,,,163.95,158.21,4657221,162.41,163.145,-1.54,161.72,-0.0093931,4657221,164.5,-0.93931
2024-05-13,"May 13, 24",,,,,,164.99,159.13,3686265,163.35,164.0125,-1.64,162.72,-0.00994,3686265,164.99,-0.994
2024-05-10,"May 10, 24",,,,,,164.41,159.96,3084800,164.2,164.27,-0.21,163.53,-0.0012773,3084800,164.94,-0.12773
2024-05-09,"May 09, 24",,,,,,163.25,160.43,4774719,164.68,163.785,1.43,162.49,0.0087596,4774719,164.72,0.87596
2024-05-08,"May 08, 24",,,,,,162.5,158.62,5106060,162.83,162.9175,0.33,162.25,0.0020308,5106060,164.09,0.20308
2024-05-07,"May 07, 24",,,,,,162.75,158,4611442,162.19,162.34,-0.56,161.61,-0.0034409,4611442,162.81,-0.34409
2024-05-06,"May 06, 24",,,,,,164.19,158.18,6022396,162.37,163.305,-1.82,161.81,-0.0111,6022396,164.85,-1.11
2024-05-03,"May 03, 24",,,,,,164.91,160.35,4274939,164.6,164.5775,-0.31,163.56,-0.0018798,4274939,165.24,-0.18798
2024-05-02,"May 02, 24",,,,,,166.31,160.65,3449800,164.91,165.5125,-1.4,164.52,-0.008418,3449800,166.31,-0.8418
2024-05-01,"May 01, 24",,,,,,164.5,161.2,6020800,165.47,165.115,0.97,163.99,0.0058967,6020800,166.5,0.58967
2024-04-30,"April 30, 24",,,,,,164.25,159.93,4122400,164.17,163.985,-0.08,163.07,-0.0004870624,4122400,164.45,-0.04870624
2024-04-29,"April 29, 24",,,,,,163.78,160.01,3451400,164.25,163.985,0.47,163.21,0.0028697,3451400,164.7,0.28697
2024-04-26,"April 26, 24",,,,,,162.21,159.72,7969001,163.96,162.74,1.75,160.62,0.0108,7969001,164.17,1.08
2024-04-25,"April 25, 24",,,,,,164.77,159.81,5817308,164.05,163.9275,-0.72,161.7,-0.0043697,5817308,165.19,-0.43697
2024-04-24,"April 24, 24",,,,,,162.59,159.94,4713700,164.18,163.37,1.59,162.16,0.0097792,4713700,164.55,0.97792
2024-04-23,"April 23, 24",,,,,,162.69,159.03,4165100,163.25,163.04,0.56,162.35,0.0034421,4165100,163.87,0.34421
2024-04-22,"April 22, 24",,,,,,163.85,158.17,3701913,162.36,163.2325,-1.49,162.11,-0.0090937,3701913,164.61,-0.90937
2024-04-19,"April 19, 24",,,,,,161.46,158.14,5126132,162.33,161.72,0.87,160.7,0.0053883,5126132,162.39,0.53883
2024-04-18,"April 18, 24",,,,,,160.06,156.7,3246647,160.85,160.62,0.79,160.06,0.0049356,3246647,161.51,0.49356
2024-04-17,"April 17, 24",,,,,,159.58,155.95,4098387,160.09,159.9325,0.51,159.41,0.0031959,4098387,160.65,0.31959
2024-04-16,"April 16, 24",,,,,,160.6,155.66,3810580,159.79,160.0325,-0.81,159.14,-0.0050436,3810580,160.6,-0.50436
2024-04-15,"April 15, 24",,,,,,162,155.69,4494600,159.82,160.8,-2.18,159.38,-0.0135,4494600,162,-1.35
2024-04-12,"April 12, 24",,,,,,160.12,155.92,3827460,160.05,160.1625,-0.07,159.61,-0.0004371721,3827460,160.87,-0.04371721
2024-04-11,"April 11, 24",,,,,,160.57,156.54,4790900,160.69,160.5,0.12,159.76,0.0007473376,4790900,160.98,0.07473376
2024-04-10,"April 10, 24",,,,,,161.03,156.24,4438913,160.38,160.455,-0.65,159.38,-0.0040365,4438913,161.03,-0.40365
2024-04-09,"April 09, 24",,,,,,161.09,156.84,3359032,161,160.935,-0.085,160.07,-0.0005586939,3359032,161.58,-0.05586939
2024-04-08,"April 08, 24",,,,,,159.91,156.74,4012106,160.9,160.5225,0.99,159.51,0.006191,4012106,161.77,0.6191
2024-04-05,"April 05, 24",,,,,,161.38,156.95,3180600,161.11,161.2775,-0.27,160.3,-0.0016731,3180600,162.32,-0.16731
2024-04-04,"April 04, 24",,,,,,163.88,157.44,3331610,161.61,162.8575,-2.27,161.42,-0.0139,3331610,164.52,-1.39
2024-04-03,"April 03, 24",,,,,,161.9,159.04,3245900,163.26,162.525,1.36,161.53,0.0084002,3245900,163.41,0.84002
2024-04-02,"April 02, 24",,,,,,161.92,157.89,4125053,162.08,161.8925,0.16,161.19,0.0009881423,4125053,162.38,0.09881423
2024-04-01,"April 01, 24",,,,,,163.22,158.47,3256800,162.67,162.695,-0.55,161.6,-0.0033697,3256800,163.29,-0.33697
2024-03-28,"March 28, 24",,,,,,162.95,159,3919848,163.22,162.98,0.27,162.01,0.0016569,3919848,163.74,0.16569
2024-03-27,"March 27, 24",,,,,,162.23,157.83,4479809,162.01,162.015,-0.22,161.34,-0.0013561,4479809,162.48,-0.13561
2024-03-26,"March 26, 24",,,,,,160.62,156.94,4195918,161.1,160.8275,0.48,159.86,0.0029884,4195918,161.73,0.29884
2024-03-25,"March 25, 24",,,,,,160.31,156.96,4183849,161.12,160.7325,0.805,160.13,0.0050527,4183849,161.37,0.50527
2024-03-22,"March 22, 24",,,,,,161.47,156.46,3546447,160.61,160.6125,-0.86,158.84,-0.0053261,3546447,161.53,-0.53261
2024-03-21,"March 21, 24",,,,,,161.63,156.77,3312437,160.93,161.1625,-0.7,160.16,-0.0043309,3312437,161.93,-0.43309
2024-03-20,"March 20, 24",,,,,,160.68,157,4007698,161.16,160.8875,0.48,160.12,0.0029873,4007698,161.59,0.29873
2024-03-19,"March 19, 24",,,,,,161.81,156.59,3232984,160.74,161.3,-1.07,160.65,-0.0066127,3232984,162,-0.66127
2024-03-18,"March 18, 24",,,,,,161.88,156.99,4803000,161.15,161.105,-0.73,159.37,-0.0045095,4803000,162.02,-0.45095
2024-03-15,"March 15, 24",,,,,,163.23,157.63,9849303,161.81,162.9025,-1.42,161.67,-0.0086994,9849303,164.9,-0.86994
2024-03-14,"March 14, 24",,,,,,163.11,158.65,3967400,162.86,162.82,-0.25,161.93,-0.0015327,3967400,163.38,-0.15327
2024-03-13,"March 13, 24",,,,,,164.08,159.85,4441431,164.09,164.145,0.01,163.48,6.09459e-05,4441431,164.93,0.00609459
2024-03-12,"March 12, 24",,,,,,164.29,159.45,3800520,163.68,163.99,-0.605,163.34,-0.0037129,3800520,164.65,-0.37129
2024-03-11,"March 11, 24",,,,,,164.1,160.5,4138100,164.76,164.3975,0.66,163.13,0.0040219,4138100,165.6,0.40219
2024-03-08,"March 08, 24",,,,,,164.27,159.75,4444718,163.99,164.3,-0.28,163.5,-0.0017045,4444718,165.44,-0.17045
2024-03-07,"March 07, 24",,,,,,168.44,160.14,5953928,164.39,166.3875,-4.05,164.08,-0.024,5953928,168.64,-2.4
2024-03-06,"March 06, 24",,,,,,165.8,163.1,5924324,167.42,166.7875,1.62,165.8,0.0097708,5924324,168.13,0.97708
2024-03-05,"March 05, 24",,,,,,164.41,161.61,9049545,165.9,165.1625,1.49,163.57,0.0090627,9049545,166.77,0.90627
2024-03-04,"March 04, 24",,,,,,162.69,159.12,3531418,163.34,163.04,0.65,162.34,0.0039953,3531418,163.79,0.39953
2024-03-01,"March 01, 24",,,,,,162.69,159.15,3298471,163.37,162.96,0.68,162.02,0.0041797,3298471,163.76,0.41797
2024-02-29,"February 29, 24",0.65,0.65,2024-03-01,2024-03-14,2024-01-24,164.43,159.08,5128414,163.3,163.67,-1.13,162.45,-0.0068722,5128414,164.5,-0.68722
2024-02-28,"February 28, 24",,,,,,164.21,158.94,3354000,163.8,163.935,-0.41,163.16,-0.0024968,3354000,164.57,-0.24968
2024-02-27,"February 27, 24",,,,,,163.53,159.74,3403830,164.62,163.94,1.09,162.94,0.0066654,3403830,164.67,0.66654
2024-02-26,"February 26, 24",,,,,,163.2,159.05,3907626,163.91,163.5975,0.71,162.9,0.0043505,3907626,164.38,0.43505
2024-02-23,"February 23, 24",,,,,,163.38,159.46,3910508,164.34,164.1525,0.96,163.38,0.0058759,3910508,165.51,0.58759
2024-02-22,"February 22, 24",,,,,,163.37,158.7,4394854,163.55,163.5525,0.18,162.79,0.0011018,4394854,164.5,0.11018
2024-02-21,"February 21, 24",,,,,,162.81,159.18,3928106,164.05,163.4175,1.24,162.73,0.0076162,3928106,164.08,0.76162
2024-02-20,"February 20, 24",,,,,,161.3,157.24,4066747,162.05,162.0025,0.75,161.3,0.0046497,4066747,163.36,0.46497
2024-02-16,"February 16, 24",,,,,,161.23,155.65,4594388,160.41,160.655,-0.82,159.62,-0.0050859,4594388,161.36,-0.50859
2024-02-15,"February 15, 24",,,,,,161.72,156.78,3363766,161.57,161.5575,-0.15,160.85,-0.0009275291,3363766,162.09,-0.09275291
2024-02-14,"February 14, 24",,,,,,161.72,156.63,3782500,161.42,161.5125,-0.3,160.92,-0.0018551,3782500,161.99,-0.18551
2024-02-13,"February 13, 24",,,,,,162.14,156.69,4783663,161.48,161.6275,-0.66,159.98,-0.0040706,4783663,162.91,-0.40706
2024-02-12,"February 12, 24",,,,,,162.14,156.96,3261934,161.76,161.8425,-0.38,161.1,-0.0023437,3261934,162.37,-0.23437
2024-02-09,"February 09, 24",,,,,,161.48,157.38,4475593,162.19,161.6475,0.71,160.28,0.0043968,4475593,162.64,0.43968
2024-02-08,"February 08, 24",,,,,,161.78,156.16,4052350,160.93,160.9825,-0.85,159.22,-0.005254,4052350,162,-0.5254
2024-02-07,"February 07, 24",,,,,,161.75,156.98,3686809,161.78,161.6575,0.03,160.8,0.0001854714,3686809,162.3,0.01854714
2024-02-06,"February 06, 24",,,,,,161.88,156.22,4142542,161,161.4575,-0.88,160.59,-0.0054361,4142542,162.36,-0.54361
2024-02-05,"February 05, 24",,,,,,160.15,157.2,4311607,162.01,161.0675,1.86,159.91,0.0116,4311607,162.2,1.16
2024-02-02,"February 02, 24",,,,,,162.74,156.98,4164295,161.78,162.26,-0.96,161.29,-0.005899,4164295,163.23,-0.5899
2024-02-01,"February 01, 24",,,,,,161.23,157.68,5104044,162.5,161.7425,1.27,160.24,0.0078769,5104044,163,0.78769
2024-01-31,"January 31, 24",,,,,,162.33,156.45,5427246,161.23,161.72,-1.1,160.46,-0.0067763,5427246,162.86,-0.67763
2024-01-30,"January 30, 24",,,,,,162.52,156.9,6502749,161.7,162.3925,-0.82,161.57,-0.0050455,6502749,163.78,-0.50455
2024-01-29,"January 29, 24",,,,,,161.69,158.25,6604123,163.09,161.9575,1.4,159.49,0.0086585,6604123,163.56,0.86585
2024-01-26,"January 26, 24",,,,,,159.92,157.35,8882560,162.16,161.84,2.24,159.59,0.014,8882560,165.69,1.4
2024-01-25,"January 25, 24",,,,,,162.67,157.74,7629715,162.56,162.665,-0.11,161.99,-0.0006762157,7629715,163.44,-0.06762157
2024-01-24,"January 24, 24",,,,,,163.52,157.19,5743000,162,163.01,-1.52,161.87,-0.0092955,5743000,164.65,-0.92955
2024-01-23,"January 23, 24",,,,,,164.95,158.88,6194023,163.74,164.4825,-1.21,163.45,-0.0073356,6194023,165.79,-0.73356
2024-01-22,"January 22, 24",,,,,,165.3,159.5,5253356,164.38,164.9225,-0.92,164.26,-0.0055656,5253356,165.75,-0.55656
2024-01-19,"January 19, 24",,,,,,164.38,160.26,4332336,165.16,164.9225,0.78,164.2,0.0047451,4332336,165.95,0.47451
2024-01-18,"January 18, 24",,,,,,162.62,160,4041074,164.89,163.79,2.27,162.27,0.014,4041074,165.38,1.4
2024-01-17,"January 17, 24",,,,,,163.11,159.4,5598000,164.27,163.8075,1.16,162.76,0.0071118,5598000,165.09,0.71118
2024-01-16,"January 16, 24",,,,,,161.82,158.24,4839800,163.08,162.06,1.26,160.1,0.0077864,4839800,163.24,0.77864
2024-01-12,"January 12, 24",,,,,,163.4,157.72,3394325,162.54,162.99,-0.86,162.27,-0.0052632,3394325,163.75,-0.52632
2024-01-11,"January 11, 24",,,,,,163,157.36,3662000,162.17,162.5325,-0.83,161.83,-0.005092,3662000,163.13,-0.5092
2024-01-10,"January 10, 24",,,,,,163.2,158.45,4502200,163.29,162.9975,0.09,161.81,0.0005514706,4502200,163.69,0.05514706
2024-01-09,"January 09, 24",,,,,,163.05,158.36,4102714,163.2,162.9375,0.15,161.7,0.0009199632,4102714,163.8,0.09199632
2024-01-08,"January 08, 24",,,,,,163.47,158.56,4135162,163.41,163.2975,-0.06,162.32,-0.0003670398,4135162,163.99,-0.03670398
2024-01-05,"January 05, 24",,,,,,162.25,158.52,4552918,163.37,162.7025,1.12,161.74,0.0069029,4552918,163.45,0.69029
2024-01-04,"January 04, 24",,,,,,162.85,157.48,4068757,162.3,162.725,-0.55,162.18,-0.0033773,4068757,163.57,-0.33773
2024-01-03,"January 03, 24",,,,,,163,157.27,4608645,162.08,162.8625,-0.92,161.87,-0.0056442,4608645,164.5,-0.56442
2024-01-02,"January 02, 24",,,,,,160.33,157.11,5049700,161.91,161.3925,1.58,160.33,0.0098547,5049700,163,0.98547
2023-12-29,"December 29, 23",,,,,,158.85,155.57,3868051,160.33,159.6075,1.48,158.37,0.009317,3868051,160.88,0.9317
2023-12-28,"December 28, 23",,,,,,158.17,154.23,3013150,158.95,158.545,0.78,157.75,0.0049314,3013150,159.31,0.49314
2023-12-27,"December 27, 23",,,,,,156.02,153.25,3575933,157.94,157.0725,1.92,155.81,0.0123,3575933,158.52,1.23
2023-12-26,"December 26, 23",,,,,,155.11,152.18,2991219,156.83,155.765,1.72,153.84,0.0111,2991219,157.28,1.11
2023-12-22,"December 22, 23",,,,,,155.16,151.09,2783959,155.71,155.3425,0.55,154.32,0.0035447,2783959,156.18,0.35447
2023-12-21,"December 21, 23",,,,,,155.25,150.33,3213600,154.93,154.96,-0.32,154.27,-0.0020612,3213600,155.39,-0.20612
2023-12-20,"December 20, 23",,,,,,156.18,149.95,3866606,154.54,155.375,-1.64,154.12,-0.0105,3866606,156.66,-1.05
2023-12-19,"December 19, 23",,,,,,156.15,151.25,2722849,155.87,156.025,-0.28,155.34,-0.0017931,2722849,156.74,-0.17931
2023-12-18,"December 18, 23",,,,,,156.43,151.62,4072512,156.26,156.275,-0.17,155.05,-0.0010867,4072512,157.36,-0.10867
2023-12-15,"December 15, 23",,,,,,156.87,151.52,11044900,156.15,156.3275,-0.72,154.9,-0.0045898,11044900,157.39,-0.45898
2023-12-14,"December 14, 23",,,,,,158.46,152.22,5758600,156.87,157.525,-1.59,156.2,-0.01,5758600,158.57,-1
2023-12-13,"December 13, 23",,,,,,159.95,154.82,5195302,159.55,159.5975,-0.4,158.57,-0.0025008,5195302,160.32,-0.25008
2023-12-12,"December 12, 23",,,,,,159.81,155.68,5049331,160.44,160.115,0.63,159.02,0.0039422,5049331,161.19,0.39422
2023-12-11,"December 11, 23",,,,,,158.05,154.14,5170801,158.85,158.7825,0.8,158,0.0050617,5170801,160.23,0.50617
2023-12-08,"December 08, 23",,,,,,156.81,151.76,3791386,156.4,156.1125,-0.41,154.24,-0.0026146,3791386,157,-0.26146
2023-12-07,"December 07, 23",,,,,,155.84,151.72,4232246,156.36,156.04,0.52,155.05,0.0033368,4232246,156.91,0.33368
2023-12-06,"December 06, 23",,,,,,154.93,150.89,5433730,155.5,154.935,0.575,153.69,0.0036791,5433730,155.62,0.36791
2023-12-05,"December 05, 23",,,,,,152.85,149.43,4577426,154,153.34,1.15,151.98,0.0075237,4577426,154.53,0.75237
2023-12-04,"December 04, 23",,,,,,151.43,148.27,4127700,152.8,152.26,1.38,151.38,0.0090471,4127700,153.43,0.90471
2023-12-01,"December 01, 23",,,,,,150.29,147.73,4391249,152.25,151.4175,1.96,150.29,0.013,4391249,152.84,1.3
2023-11-30,"November 30, 23",0.65,0.65,2023-12-01,2023-12-15,2023-09-25,148.31,145.99,5596147,150.45,149.405,2.14,148.19,0.0144,5596147,150.67,1.44
2023-11-29,"November 29, 23",,,,,,148.97,144.48,4326605,149.55,149.1825,0.58,148.59,0.0038934,4326605,149.62,0.38934
2023-11-28,"November 28, 23",,,,,,148.36,143.35,3096948,148.38,148.4075,0.02,147.96,0.0001348072,3096948,148.93,0.01348072
2023-11-27,"November 27, 23",,,,,,148.98,143.76,3923200,148.8,148.845,-0.18,148.15,-0.0012082,3923200,149.45,-0.12082
2023-11-24,"November 24, 23",,,,,,148.88,143.93,1341448,148.98,148.8925,0.1,148.3,0.0006716819,1341448,149.41,0.06716819
2023-11-22,"November 22, 23",,,,,,149.02,143.86,2913800,148.91,149.05,-0.11,148.67,-0.000738156,2913800,149.6,-0.0738156
2023-11-21,"November 21, 23",,,,,,149.43,143.57,3112300,148.61,148.9075,-0.82,148.14,-0.0054875,3112300,149.45,-0.54875
2023-11-20,"November 20, 23",,,,,,147.79,143.47,4007727,148.5,148.115,0.71,147.24,0.0048041,4007727,148.93,0.48041
2023-11-17,"November 17, 23",,,,,,147.96,142.7,3268019,147.71,147.84,-0.25,147.12,-0.0016896,3268019,148.57,-0.16896
2023-11-16,"November 16, 23",,,,,,148.95,142.49,3641000,147.49,148.2,-1.46,147.07,-0.0098019,3641000,149.29,-0.98019
2023-11-15,"November 15, 23",,,,,,146.8,142.21,4675026,147.2,146.8175,0.4,145.77,0.0027248,4675026,147.5,0.27248
2023-11-14,"November 14, 23",,,,,,148.02,142.03,5262943,147.01,147.495,-1.01,146.45,-0.0068234,5262943,148.5,-0.68234
2023-11-13,"November 13, 23",,,,,,147.49,142.22,3151940,147.21,147.2925,-0.28,146.59,-0.0018984,3151940,147.88,-0.18984
2023-11-10,"November 10, 23",,,,,,147.35,142.61,4011148,147.61,147.1625,0.26,145.92,0.0017645,4011148,147.77,0.17645
2023-11-09,"November 09, 23",,,,,,146.47,141.91,3347401,146.89,146.795,0.42,146.22,0.0028675,3347401,147.6,0.28675
2023-11-08,"November 08, 23",,,,,,147,141.67,3558660,146.64,146.8475,-0.36,146.04,-0.002449,3558660,147.71,-0.2449
2023-11-07,"November 07, 23",,,,,,147.67,142.14,3504194,147.13,147.4125,-0.54,146.87,-0.0036568,3504194,147.98,-0.36568
2023-11-06,"November 06, 23",,,,,,147.59,142.35,3253900,147.34,147.6625,-0.25,147.06,-0.0016939,3253900,148.66,-0.16939
2023-11-03,"November 03, 23",,,,,,147.63,142.49,4323900,147.49,147.5125,-0.14,146.75,-0.0009483167,4323900,148.18,-0.09483167
2023-11-02,"November 02, 23",,,,,,145,141.53,4880400,146.5,145.4875,1.5,143.9,0.0103,4880400,146.55,1.03
2023-11-01,"November 01, 23",,,,,,144.59,140.13,4277124,145.05,144.6225,0.46,143.42,0.0031814,4277124,145.43,0.31814
2023-10-31,"October 31, 23",,,,,,141.54,138.98,3972038,143.86,142.73,2.32,141.29,0.0164,3972038,144.23,1.64
2023-10-30,"October 30, 23",,,,,,141.32,136.77,4830416,141.57,141.1575,0.25,139.47,0.001769,4830416,142.27,0.1769
2023-10-27,"October 27, 23",,,,,,142.94,135.25,5429831,140,141.3825,-2.94,139.2,-0.0206,5429831,143.39,-2.06
2023-10-26,"October 26, 23",,,,,,139.44,138.02,7252000,142.86,141.005,3.42,138.42,0.0245,7252000,143.3,2.45
2023-10-25,"October 25, 23",,,,,,143.23,136.21,9277928,140.99,141.305,-2.24,137.69,-0.0156,9277928,143.31,-1.56
2023-10-24,"October 24, 23",,,,,,139.04,136.29,5045144,141.07,140.03,2.03,138.7,0.0146,5045144,141.31,1.46
2023-10-23,"October 23, 23",,,,,,136.92,133.07,3353138,137.74,137.66,0.82,136.92,0.0059889,3353138,139.06,0.59889
2023-10-20,"October 20, 23",,,,,,138.41,132.35,5724800,136.99,137.7825,-1.42,136.85,-0.0103,5724800,138.88,-1.03
2023-10-19,"October 19, 23",,,,,,139.86,133.17,6731888,137.84,138.8825,-2.02,137.75,-0.0144,6731888,140.08,-1.44
2023-10-18,"October 18, 23",,,,,,142.45,134.95,5464100,139.69,141.09,-2.76,139.58,-0.0194,5464100,142.64,-1.94
2023-10-17,"October 17, 23",,,,,,143.33,137.93,3663859,142.77,142.935,-0.56,141.48,-0.0039071,3663859,144.16,-0.39071
2023-10-16,"October 16, 23",,,,,,142.88,138.38,3009298,143.24,142.965,0.36,142.06,0.0025196,3009298,143.68,0.25196
2023-10-13,"October 13, 23",,,,,,141.74,136.87,3181329,141.67,141.5875,-0.07,140.52,-0.000493862,3181329,142.42,-0.0493862
2023-10-12,"October 12, 23",,,,,,143.56,136.36,4125900,141.14,142.0825,-2.42,139.74,-0.0169,4125900,143.89,-1.69
2023-10-11,"October 11, 23",,,,,,142.24,138.27,3752529,143.12,142.65,0.88,141.71,0.0061867,3752529,143.53,0.61867
2023-10-10,"October 10, 23",,,,,,140.23,137.58,3761876,142.41,141.3075,2.18,140.12,0.0155,3761876,142.47,1.55
2023-10-09,"October 09, 23",,,,,,139.27,135.39,3800500,140.14,139.7075,0.87,138.72,0.0062469,3800500,140.7,0.62469
2023-10-06,"October 06, 23",,,,,,137.23,134.32,4871142,139.03,138.145,1.8,136.86,0.0131,4871142,139.46,1.31
2023-10-05,"October 05, 23",,,,,,138.19,132.77,3686041,137.43,137.7525,-0.76,136.84,-0.0054997,3686041,138.55,-0.54997
2023-10-04,"October 04, 23",,,,,,136.43,133.38,3559400,138.06,137.1825,1.63,135.82,0.0119,3559400,138.42,1.19
2023-10-03,"October 03, 23",,,,,,138.76,131.81,4468200,136.43,137.54,-2.33,136.21,-0.0168,4468200,138.76,-1.68
2023-10-02,"October 02, 23",,,,,,139.92,134.54,2935516,139.26,139.5525,-0.66,138.54,-0.004717,2935516,140.49,-0.4717
2023-09-29,"September 29, 23",,,,,,139.67,135.3,2804800,140.05,140.0425,0.38,139.56,0.0027207,2804800,140.89,0.27207
2023-09-28,"September 28, 23",,,,,,140.23,134.96,2791946,139.7,139.9775,-0.53,139.22,-0.0037795,2791946,140.76,-0.37795
2023-09-27,"September 27, 23",,,,,,140.31,134.96,3397047,139.7,139.87,-0.61,138.63,-0.0043475,3397047,140.84,-0.43475
2023-09-26,"September 26, 23",,,,,,140.01,135.7,4661000,140.46,140.345,0.45,139.63,0.0032141,4661000,141.28,0.32141
2023-09-25,"September 25, 23",,,,,,138.73,135.26,3910744,140.01,139.24,1.28,138.18,0.0092266,3910744,140.04,0.92266
2023-09-22,"September 22, 23",,,,,,139.31,134.63,3175764,139.35,139.5625,0.04,139.3,0.0002871294,3175764,140.29,0.02871294
2023-09-21,"September 21, 23",,,,,,141.93,135.24,4297677,139.99,141.2325,-1.94,139.94,-0.0137,4297677,143.07,-1.37
2023-09-20,"September 20, 23",,,,,,142.77,137.25,3396670,142.07,142.3275,-0.7,141.42,-0.004903,3396670,143.05,-0.4903
2023-09-19,"September 19, 23",,,,,,141,137.64,5253234,142.47,141.5425,1.47,140.2,0.0104,5253234,142.5,1.04
2023-09-18,"September 18, 23",,,,,,143.24,136.04,4000827,140.81,142.0425,-2.43,140.63,-0.017,4000827,143.49,-1.7
2023-09-15,"September 15, 23",,,,,,143.97,137.12,19544305,141.93,143.07,-2.04,141.45,-0.0142,19544305,144.93,-1.42
2023-09-14,"September 14, 23",,,,,,141.76,138.27,7191259,143.12,142.545,1.36,141.17,0.0095937,7191259,144.13,0.95937
2023-09-13,"September 13, 23",,,,,,140.44,136.7,5427108,141.5,140.9675,1.06,139.79,0.0075477,5427108,142.14,0.75477
2023-09-12,"September 12, 23",,,,,,140.47,135.36,4862554,140.11,140.015,-0.36,138.87,-0.0025628,4862554,140.61,-0.25628
2023-09-11,"September 11, 23",,,,,,138.31,135.51,5271875,140.26,139.4675,1.95,138.04,0.0141,5271875,141.26,1.41
2023-09-08,"September 08, 23",,,,,,137.89,132.96,4273735,137.63,137.9175,-0.26,136.77,-0.0018856,4273735,139.38,-0.18856
2023-09-07,"September 07, 23",,,,,,134.85,132.63,8462223,137.28,136.6475,2.43,134.5,0.018,8462223,139.96,1.8
2023-09-06,"September 06, 23",,,,,,137.05,129.58,10514700,134.13,135.64,-2.92,132.4,-0.0213,10514700,138.98,-2.13
2023-09-05,"September 05, 23",,,,,,137.33,132.25,3881357,136.89,137.3775,-0.44,136.5,-0.003204,3881357,138.79,-0.3204
2023-09-01,"September 01, 23",,,,,,137.06,132.67,3039800,137.33,137.075,0.27,136.24,0.0019699,3039800,137.67,0.19699
2023-08-31,"August 31, 23",,,,,,137.7,131.63,6627472,136.25,137.0075,-1.45,135.99,-0.0105,6627472,138.09,-1.05
2023-08-30,"August 30, 23",,,,,,137.42,132.73,3185200,137.39,137.34,-0.03,136.72,-0.0002183088,3185200,137.83,-0.02183088
2023-08-29,"August 29, 23",,,,,,135.5,132.1,3502349,136.74,136.0825,1.24,135.02,0.0091513,3502349,137.07,0.91513
2023-08-28,"August 28, 23",,,,,,134.3,130.6,3975335,135.18,134.7075,0.88,134.04,0.0065525,3975335,135.31,0.65525
2023-08-25,"August 25, 23",,,,,,132.84,128.83,5732600,133.35,132.905,0.51,131.47,0.0038392,5732600,133.96,0.38392
2023-08-24,"August 24, 23",,,,,,134.99,128.8,6200000,133.32,134.4525,-1.67,133.22,-0.0124,6200000,136.28,-1.24
2023-08-23,"August 23, 23",,,,,,136.22,131.71,3267828,136.33,136.28,0.11,135.76,0.0008075173,3267828,136.81,0.08075173
2023-08-22,"August 22, 23",,,,,,135.03,130.58,3239900,135.16,134.935,0.13,134.21,0.000962749,3239900,135.34,0.0962749
2023-08-21,"August 21, 23",,,,,,135.81,130.95,4141118,135.55,135.6725,-0.26,134.73,-0.0019144,4141118,136.6,-0.19144
2023-08-18,"August 18, 23",,,,,,136.33,131.52,3632500,136.14,136.3675,-0.19,135.63,-0.0013937,3632500,137.37,-0.13937
2023-08-17,"August 17, 23",,,,,,138.66,131.75,3916355,136.37,137.5825,-2.29,136.17,-0.0165,3916355,139.13,-1.65
2023-08-16,"August 16, 23",,,,,,138.93,133.56,2755600,138.25,138.77,-0.68,138.22,-0.0048946,2755600,139.68,-0.48946
2023-08-15,"August 15, 23",,,,,,138.71,133.88,2664553,138.58,138.7675,-0.13,138.18,-0.0009372071,2664553,139.6,-0.09372071
2023-08-14,"August 14, 23",,,,,,138.95,134.77,3117933,139.5,139.125,0.55,138.16,0.0039583,3117933,139.89,0.39583
2023-08-11,"August 11, 23",,,,,,137.08,133.65,2897013,138.34,137.7525,1.26,137.02,0.0091917,2897013,138.57,0.91917
2023-08-10,"August 10, 23",,,,,,138.65,133.06,2492978,137.73,138.35,-0.92,137.58,-0.0066354,2492978,139.44,-0.66354
2023-08-09,"August 09, 23",,,,,,136.23,133.04,4092927,137.71,137.095,1.48,136.08,0.0109,4092927,138.36,1.09
2023-08-08,"August 08, 23",,,,,,136.49,131.64,3242564,136.26,136.6275,-0.23,136.19,-0.0016851,3242564,137.57,-0.16851
2023-08-07,"August 07, 23",,,,,,135.46,132.02,3554410,136.65,136.075,1.19,135.01,0.0087849,3554410,137.18,0.87849
2023-08-04,"August 04, 23",,,,,,135.79,130.04,3255757,134.6,135.33,-1.19,134.46,-0.0087635,3255757,136.47,-0.87635
2023-08-03,"August 03, 23",,,,,,135.48,130.78,2753701,135.37,135.3825,-0.11,134.71,-0.000811928,2753701,135.97,-0.0811928
2023-08-02,"August 02, 23",,,,,,137.3,131.18,4810272,135.78,136.4125,-1.52,135.27,-0.0111,4810272,137.3,-1.11
