date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,vwap,unadjustedVolume,high,changeOverTime,close,open,change,low,changePercent,adjClose,volume
2025-03-14,"March 14, 25",,,,,,143.2175,1386800,144.72,0.0156,144.32,142.11,2.21,141.72,1.56,141.74,1386800
2025-03-13,"March 13, 25",,,,,,141.91,1598843,143.58,0.0076347,142.54,141.46,1.08,140.06,0.76347,139.99,1598843
2025-03-12,"March 12, 25",,,,,,140.9725,1919522,142.73,-0.003678,140.86,141.38,-0.52,138.92,-0.3678,138.34,1919522
2025-03-11,"March 11, 25",,,,,,146.1275,1772227,149.03,-0.036,143.43,148.79,-5.36,143.26,-3.6,140.86,1772227
2025-03-10,"March 10, 25",,,,,,148.3375,3047547,152.07,0.0214,149.31,146.18,3.13,145.79,2.14,146.64,3047547
2025-03-07,"March 07, 25",,,,,,142.2025,2702907,145.99,0.0475,145.4,138.81,6.59,138.61,4.75,142.8,2702907
2025-03-06,"March 06, 25",,,,,,137.66,1441629,138.94,-0.0006509004,138.18,138.27,-0.09,135.25,-0.06509004,135.71,1441629
2025-03-05,"March 05, 25",,,,,,138.3875,1468600,140.3,-0.0025331,137.82,138.17,-0.35,137.26,-0.25331,135.35,1468600
2025-03-04,"March 04, 25",,,,,,139.9175,2385942,142.1,-0.0033651,139.2,139.67,-0.47,138.7,-0.33651,136.71,2385942
2025-03-03,"March 03, 25",,,,,,137.375,1192640,139.64,0.0324,139.57,135.19,4.38,135.1,3.24,137.07,1192640
2025-02-28,"February 28, 25",,,,,,136.035,2340000,137.56,-0.0005880191,135.97,136.05,-0.08,134.56,-0.05880191,133.54,2340000
2025-02-27,"February 27, 25",,,,,,134.2,1179958,136.18,0.0044218,134.02,133.43,0.59,133.17,0.44218,131.62,1179958
2025-02-26,"February 26, 25",,,,,,135.8525,1188733,137.85,-0.0105,135.06,136.5,-1.44,134,-1.05,132.64,1188733
2025-02-25,"February 25, 25",,,,,,135.8025,2203953,138.73,0.0229,137.25,134.18,3.07,133.05,2.29,134.79,2203953
2025-02-24,"February 24, 25",,,,,,133.05,1789197,135.19,0.0055702,133.59,132.85,0.74,130.57,0.55702,131.2,1789197
2025-02-21,"February 21, 25",,,,,,130.7175,2116815,133.82,0.0349,132.68,128.2,4.48,128.17,3.49,130.31,2116815
2025-02-20,"February 20, 25",,,,,,129.2725,1831613,131.81,-0.0102,128.67,130,-1.33,126.61,-1.02,126.37,1831613
2025-02-19,"February 19, 25",,,,,,127.31,1805870,128.2,0.0089962,127.86,126.72,1.14,126.46,0.89962,125.57,1805870
2025-02-18,"February 18, 25",,,,,,125.995,1345830,127.49,0.0185,127.17,124.86,2.31,124.46,1.85,124.89,1345830
2025-02-14,"February 14, 25",,,,,,126.29,1698820,127.46,-0.0106,125.66,127,-1.34,125.04,-1.06,123.41,1698820
2025-02-13,"February 13, 25",,,,,,125.775,3304626,126.91,0.0162,126.87,124.85,2.02,124.47,1.62,124.6,3304626
2025-02-12,"February 12, 25",,,,,,124.2425,1541186,125.32,0.011,125.02,123.66,1.36,122.97,1.1,122.78,1541186
2025-02-11,"February 11, 25",,,,,,123.75,1230797,125.25,0.0212,125.08,122.48,2.6,122.19,2.12,122.84,1230797
2025-02-10,"February 10, 25",,,,,,122.59,828764,123.35,0.0049796,123.11,122.5,0.61,121.4,0.49796,120.91,828764
2025-02-07,"February 07, 25",0.765,0.765,2025-02-07,2025-03-04,2024-12-06,122.6675,776200,123.47,-0.0026057,122.49,122.81,-0.32,121.9,-0.26057,120.3,776200
2025-02-06,"February 06, 25",,,,,,123.7625,794710,124.22,0.0015349,123.98,123.79,0.19,123.06,0.15349,121.01,794710
2025-02-05,"February 05, 25",,,,,,124.11,889700,125,-0.0089794,123.61,124.73,-1.12,123.1,-0.89794,120.65,889700
2025-02-04,"February 04, 25",,,,,,124.195,1353846,124.92,-0.0072144,123.85,124.75,-0.9,123.26,-0.72144,120.88,1353846
2025-02-03,"February 03, 25",,,,,,125.0125,1112011,126.45,0.0114,125.76,124.34,1.42,123.5,1.14,122.75,1112011
2025-01-31,"January 31, 25",,,,,,124.1475,1073086,124.96,0.007925,124.64,123.66,0.98,123.33,0.7925,121.65,1073086
2025-01-30,"January 30, 25",,,,,,124.42,1646160,125.99,-0.0118,123.66,125.14,-1.48,122.89,-1.18,120.7,1646160
2025-01-29,"January 29, 25",,,,,,125.3275,890534,127.05,-0.0181,124.25,126.54,-2.29,123.47,-1.81,121.27,890534
2025-01-28,"January 28, 25",,,,,,127.2425,1417900,128.79,-0.0142,126.33,128.15,-1.82,125.7,-1.42,123.3,1417900
2025-01-27,"January 27, 25",,,,,,126.37,2271488,130.22,0.0589,129.95,122.72,7.23,122.59,5.89,126.84,2271488
2025-01-24,"January 24, 25",,,,,,121.715,786354,122.43,0.00107,121.63,121.5,0.13,121.3,0.107,118.72,786354
2025-01-23,"January 23, 25",,,,,,121.5075,1202112,121.9,0.0009861123,121.81,121.69,0.12,120.63,0.09861123,118.89,1202112
2025-01-22,"January 22, 25",,,,,,123.985,1289400,126.8,-0.034,121.68,125.96,-4.28,121.5,-3.4,118.76,1289400
2025-01-21,"January 21, 25",,,,,,126.975,1036100,128.39,-0.0066834,126.33,127.18,-0.85,126,-0.66834,123.3,1036100
2025-01-17,"January 17, 25",,,,,,126.4875,1003495,127.44,0.004204,126.6,126.07,0.53,125.84,0.4204,123.57,1003495
2025-01-16,"January 16, 25",,,,,,124.7,970627,126.4,0.0253,126.36,123.24,3.12,122.8,2.53,123.33,970627
2025-01-15,"January 15, 25",,,,,,123.955,1279097,125.03,-0.0085875,123.53,124.6,-1.07,122.66,-0.85875,120.57,1279097
2025-01-14,"January 14, 25",,,,,,121.8625,773461,122.74,0.0113,122.52,121.15,1.37,121.04,1.13,119.58,773461
2025-01-13,"January 13, 25",,,,,,120.7475,1548135,121.87,-0.0029661,121.01,121.37,-0.36,118.74,-0.29661,118.11,1548135
2025-01-10,"January 10, 25",,,,,,121.655,1309000,122.83,-0.0051745,121.12,121.75,-0.63,120.92,-0.51745,118.22,1309000
2025-01-08,"January 08, 25",,,,,,121.48,972713,122.71,0.0142,122.61,120.89,1.72,119.71,1.42,119.67,972713
2025-01-07,"January 07, 25",,,,,,122.105,759100,123.24,-0.0057222,121.63,122.33,-0.7,121.22,-0.57222,118.72,759100
2025-01-06,"January 06, 25",,,,,,122.1725,1044422,123.04,-0.00789,121.97,122.94,-0.97,120.74,-0.789,119.05,1044422
2025-01-03,"January 03, 25",,,,,,124.1475,728531,125.12,-0.0022572,123.77,124.05,-0.28,123.65,-0.22572,120.8,728531
2025-01-02,"January 02, 25",,,,,,124.73,719100,125.77,-0.0139,123.86,125.61,-1.75,123.68,-1.39,120.89,719100
2024-12-31,"December 31, 24",,,,,,124.5025,1016000,125.14,-0.0003212077,124.49,124.53,-0.04,123.85,-0.03212077,121.51,1016000
2024-12-30,"December 30, 24",,,,,,124.27,793200,124.88,-0.002489,124.24,124.55,-0.31,123.41,-0.2489,121.26,793200
2024-12-27,"December 27, 24",,,,,,125.535,703800,126.57,-0.0019119,125.29,125.53,-0.24,124.75,-0.19119,122.29,703800
2024-12-26,"December 26, 24",,,,,,125.6825,643742,126.6,0.0079898,126.16,125.16,1,124.81,0.79898,123.14,643742
2024-12-24,"December 24, 24",,,,,,125.48,470100,126.24,0.0039927,125.73,125.23,0.5,124.72,0.39927,122.72,470100
2024-12-23,"December 23, 24",,,,,,125.38,956233,126.04,0.005427,125.98,125.3,0.68,124.2,0.5427,122.96,956233
2024-12-20,"December 20, 24",,,,,,124.4125,3327600,126.31,0.0262,125.92,122.71,3.21,122.71,2.62,122.9,3327600
2024-12-19,"December 19, 24",,,,,,124.2475,1368600,125.45,-0.0004036164,123.83,123.88,-0.05,123.83,-0.04036164,120.86,1368600
2024-12-18,"December 18, 24",,,,,,126.445,1750030,128.76,-0.0293,124.43,128.19,-3.76,124.4,-2.93,121.45,1750030
2024-12-17,"December 17, 24",,,,,,129.2025,1114101,131.17,0.0071729,129.18,128.26,0.92,128.2,0.71729,126.08,1114101
2024-12-16,"December 16, 24",,,,,,129.51,856440,130.94,-0.0043253,128.91,129.47,-0.56,128.72,-0.43253,125.82,856440
2024-12-13,"December 13, 24",,,,,,129.92,747829,130.53,-0.0049144,129.59,130.23,-0.64,129.33,-0.49144,126.49,747829
2024-12-12,"December 12, 24",,,,,,130.5925,739246,131.82,0.0012271,130.55,130.39,0.16,129.61,0.12271,127.42,739246
2024-12-11,"December 11, 24",,,,,,130.6925,822552,131.59,-0.0037453,130.34,130.83,-0.49,130.01,-0.37453,127.22,822552
2024-12-10,"December 10, 24",,,,,,130.5625,838106,131.79,0.001989,130.98,130.72,0.26,128.76,0.1989,127.84,838106
2024-12-09,"December 09, 24",,,,,,131.51,1229400,132.81,-0.0094718,130.72,131.97,-1.25,130.54,-0.94718,127.59,1229400
2024-12-06,"December 06, 24",,,,,,132.02,1308021,132.78,0.0040962,132.37,131.83,0.54,131.1,0.40962,129.2,1308021
2024-12-05,"December 05, 24",,,,,,131.51,1050177,132.55,0.006783,132.1,131.21,0.89,130.18,0.6783,128.93,1050177
2024-12-04,"December 04, 24",,,,,,132.435,1876600,134.33,-0.0222,131.01,133.99,-2.98,130.41,-2.22,127.87,1876600
2024-12-03,"December 03, 24",,,,,,135.2825,1455800,136.81,-0.015,134.1,136.14,-2.04,134.08,-1.5,130.89,1455800
2024-12-02,"December 02, 24",,,,,,136.4025,1000034,137.53,-0.0135,135.6,137.45,-1.85,135.03,-1.35,132.35,1000034
2024-11-29,"November 29, 24",,,,,,137.5025,593800,138.58,-0.0056637,136.94,137.72,-0.78,136.77,-0.56637,133.66,593800
2024-11-27,"November 27, 24",,,,,,138.52,746698,139.49,-0.0003613761,138.31,138.36,-0.05,137.92,-0.03613761,135,746698
2024-11-26,"November 26, 24",,,,,,136.7775,1332914,137.66,0.006069,137.59,136.76,0.83,135.1,0.6069,134.29,1332914
2024-11-25,"November 25, 24",,,,,,137.685,4339223,139.37,-0.011,136.74,138.26,-1.52,136.37,-1.1,133.46,4339223
2024-11-22,"November 22, 24",,,,,,138.26,1207700,139.71,-0.0121,137.31,138.99,-1.68,137.03,-1.21,134.02,1207700
2024-11-21,"November 21, 24",,,,,,138.2475,953026,139.08,0.002673,138.79,138.42,0.37,136.7,0.2673,135.46,953026
2024-11-20,"November 20, 24",,,,,,138.3225,1096537,139.17,-0.0053379,137.89,138.63,-0.74,137.6,-0.53379,134.59,1096537
2024-11-19,"November 19, 24",,,,,,137.7075,1585000,138.4,0.0011591,138.2,138.04,0.16,136.19,0.11591,134.89,1585000
2024-11-18,"November 18, 24",,,,,,135.0525,1373948,136.89,0.024,136.67,133.47,3.2,133.18,2.4,133.4,1373948
2024-11-15,"November 15, 24",,,,,,133.1475,1590400,134.38,0.0151,134.23,132.23,2,131.75,1.51,131.01,1590400
2024-11-14,"November 14, 24",,,,,,132.5525,980600,133.41,-0.0065468,132.02,132.89,-0.87,131.89,-0.65468,128.86,980600
2024-11-13,"November 13, 24",,,,,,132.8825,1260330,133.97,-0.0069731,132.44,133.37,-0.93,131.75,-0.69731,129.27,1260330
2024-11-12,"November 12, 24",0.765,0.765,2024-11-12,2024-12-03,2024-10-29,133.1,932800,133.87,-0.0108,132.43,133.87,-1.44,132.23,-1.08,129.26,932800
2024-11-11,"November 11, 24",,,,,,135.28,926800,136.54,-0.0039908,134.77,135.31,-0.54,134.5,-0.39908,130.79,926800
2024-11-08,"November 08, 24",,,,,,134.9175,1076188,136.33,0.0175,136.09,133.75,2.34,133.5,1.75,132.07,1076188
2024-11-07,"November 07, 24",,,,,,133.49,1260214,134.63,-0.0071749,132.84,133.8,-0.96,132.69,-0.71749,128.92,1260214
2024-11-06,"November 06, 24",,,,,,133.61,2141200,135.61,-0.0011964,133.58,133.74,-0.16,131.51,-0.11964,129.64,2141200
2024-11-05,"November 05, 24",,,,,,136.11,911545,137.13,0.0107,137.11,135.66,1.45,134.54,1.07,133.06,911545
2024-11-04,"November 04, 24",,,,,,135.5525,1569047,136.46,-0.008428,135.3,136.45,-1.15,134,-0.8428,131.3,1569047
2024-11-01,"November 01, 24",,,,,,137.3025,1044446,138.89,-0.017,136,138.35,-2.35,135.97,-1.7,131.98,1044446
2024-10-31,"October 31, 24",,,,,,137.735,1544600,139.99,0.0019588,138.11,137.84,0.27,135,0.19588,134.03,1544600
2024-10-30,"October 30, 24",,,,,,136.095,1329864,136.91,-0.0041101,135.69,136.25,-0.56,135.53,-0.41101,131.68,1329864
2024-10-29,"October 29, 24",,,,,,136.8,1054627,138.13,-0.0125,135.8,137.52,-1.72,135.75,-1.25,131.79,1054627
2024-10-28,"October 28, 24",,,,,,138.94,564825,139.9,-0.0007199942,138.79,138.89,-0.1,138.18,-0.07199942,134.69,564825
2024-10-25,"October 25, 24",,,,,,138.9375,592318,140.26,-0.0185,137.66,140.26,-2.6,137.57,-1.85,133.59,592318
2024-10-24,"October 24, 24",,,,,,141.225,712508,142.97,-0.0182,139.8,142.39,-2.59,139.74,-1.82,135.67,712508
2024-10-23,"October 23, 24",,,,,,141.7775,1290045,142.67,0.0061593,142.12,141.25,0.87,141.07,0.61593,137.92,1290045
2024-10-22,"October 22, 24",,,,,,140.0675,888857,140.99,0.0082378,140.75,139.6,1.15,138.93,0.82378,136.59,888857
2024-10-21,"October 21, 24",,,,,,141.62,564938,142.79,-0.0062703,141.05,141.94,-0.89,140.7,-0.62703,136.88,564938
2024-10-18,"October 18, 24",,,,,,141.065,818528,142.2,0.0067371,141.96,141.01,0.95,139.09,0.67371,137.77,818528
2024-10-17,"October 17, 24",,,,,,141.45,585710,142.5,-0.0105,140.79,142.28,-1.49,140.23,-1.05,136.63,585710
2024-10-16,"October 16, 24",,,,,,142.0025,651607,142.84,0.0089873,142.58,141.31,1.27,141.28,0.89873,138.37,651607
2024-10-15,"October 15, 24",,,,,,141.1475,833797,142.67,0.005698,141.2,140.4,0.8,140.32,0.5698,137.03,833797
2024-10-14,"October 14, 24",,,,,,139.8275,597700,140.72,0.0081155,140.37,139.24,1.13,138.98,0.81155,136.22,597700
2024-10-11,"October 11, 24",,,,,,137.88,689300,138.99,0.0136,138.87,137,1.87,136.66,1.36,134.77,689300
2024-10-10,"October 10, 24",,,,,,135.05,876442,136.78,0.0196,136.22,133.6,2.62,133.6,1.96,132.2,876442
2024-10-09,"October 09, 24",,,,,,136.5925,857934,137.8,-0.0051866,136.18,136.89,-0.71,135.5,-0.51866,132.16,857934
2024-10-08,"October 08, 24",,,,,,137.685,918738,138.43,-0.0024686,137.39,137.73,-0.34,137.19,-0.24686,133.33,918738
2024-10-07,"October 07, 24",,,,,,139.1975,1689176,142.05,-0.0356,136.99,142.05,-5.06,135.7,-3.56,132.94,1689176
2024-10-04,"October 04, 24",,,,,,142.94,853600,144.14,-0.0053718,142.57,143.34,-0.77,141.71,-0.53718,138.36,853600
2024-10-03,"October 03, 24",,,,,,145.325,847631,146.25,-0.0082259,144.68,145.88,-1.2,144.49,-0.82259,140.41,847631
2024-10-02,"October 02, 24",,,,,,145.4875,1324517,146.98,0.0104,146.1,144.6,1.5,144.27,1.04,141.79,1324517
2024-10-01,"October 01, 24",,,,,,146.13,1003932,147.21,-0.0054619,145.67,146.47,-0.8,145.17,-0.54619,141.37,1003932
2024-09-30,"September 30, 24",,,,,,145.325,1791166,146.28,0.0068852,146.24,145.24,1,143.54,0.68852,141.92,1791166
2024-09-27,"September 27, 24",,,,,,144.7675,796620,145.65,0.004018,144.93,144.35,0.58,144.14,0.4018,140.65,796620
2024-09-26,"September 26, 24",,,,,,143.295,938628,144.17,-0.0005584252,143.18,143.26,-0.08,142.57,-0.05584252,138.95,938628
2024-09-25,"September 25, 24",,,,,,144.805,1082300,146.01,-0.0108,144.12,145.7,-1.58,143.39,-1.08,139.86,1082300
2024-09-24,"September 24, 24",,,,,,146.0925,1838831,147.99,-0.0098307,145.04,146.48,-1.44,144.86,-0.98307,140.76,1838831
2024-09-23,"September 23, 24",,,,,,147.92,814900,149.1,-0.0023666,147.54,147.89,-0.35,147.15,-0.23666,143.18,814900
2024-09-20,"September 20, 24",,,,,,147.795,3350400,149.13,-0.0124,147.23,149.08,-1.85,145.74,-1.24,142.88,3350400
2024-09-19,"September 19, 24",,,,,,148.4325,1190606,149.28,0.0058022,149.08,148.22,0.86,147.15,0.58022,144.68,1190606
2024-09-18,"September 18, 24",,,,,,149.1725,1183226,150.16,-0.0036125,148.94,149.48,-0.54,148.11,-0.36125,144.54,1183226
2024-09-17,"September 17, 24",,,,,,149.625,1028042,150.68,0.005433,149.9,149.09,0.81,148.83,0.5433,145.47,1028042
2024-09-16,"September 16, 24",,,,,,149.0825,714239,149.78,0.0010071,149.09,148.94,0.15,148.52,0.10071,144.69,714239
2024-09-13,"September 13, 24",,,,,,147.6125,738103,148.19,0.004067,148.13,147.53,0.6,146.6,0.4067,143.76,738103
2024-09-12,"September 12, 24",,,,,,146.805,706820,147.73,0.0016339,147.13,146.89,0.24,145.47,0.16339,142.79,706820
2024-09-11,"September 11, 24",,,,,,146.88,1052918,147.98,-0.0048054,147.04,147.75,-0.71,144.75,-0.48054,142.7,1052918
2024-09-10,"September 10, 24",,,,,,147.2575,958103,148.55,0.0121,148.2,146.43,1.77,145.85,1.21,143.82,958103
2024-09-09,"September 09, 24",,,,,,144.935,837700,146.06,0.0136,146.01,144.05,1.96,143.62,1.36,141.7,837700
2024-09-06,"September 06, 24",,,,,,144.4925,871900,145.56,-0.0066938,143.94,144.91,-0.97,143.56,-0.66938,139.69,871900
2024-09-05,"September 05, 24",,,,,,144.735,702500,145.39,-0.0039289,144.51,145.08,-0.57,143.96,-0.39289,140.24,702500
2024-09-04,"September 04, 24",,,,,,144.1675,832600,145.71,0.0022945,144.15,143.82,0.33,142.99,0.22945,139.89,832600
2024-09-03,"September 03, 24",,,,,,143.5225,914521,145.24,0.0044102,143.48,142.85,0.63,142.52,0.44102,139.24,914521
2024-08-30,"August 30, 24",,,,,,142.47,1833500,143.51,0.0065405,143.12,142.19,0.93,141.06,0.65405,138.89,1833500
2024-08-29,"August 29, 24",,,,,,141.705,811314,142.41,-0.0002819681,141.82,141.86,-0.04,140.73,-0.02819681,137.63,811314
2024-08-28,"August 28, 24",,,,,,141.4375,983117,143.34,0.0066747,141.77,140.83,0.94,139.81,0.66747,137.58,983117
2024-08-27,"August 27, 24",,,,,,140.5225,553100,141.72,-0.0024198,140.17,140.51,-0.34,139.69,-0.24198,136.03,553100
2024-08-26,"August 26, 24",,,,,,141.255,418800,142.25,-0.0009915014,141.06,141.2,-0.14,140.51,-0.09915014,136.89,418800
2024-08-23,"August 23, 24",,,,,,140.385,521426,141.15,0,140.42,140.42,0,139.55,0,136.27,521426
2024-08-22,"August 22, 24",,,,,,140.1825,771941,141.15,-0.0046207,140.02,140.67,-0.65,138.89,-0.46207,135.89,771941
2024-08-21,"August 21, 24",,,,,,140.82,632910,141.39,-0.0022681,140.77,141.09,-0.32,140.03,-0.22681,136.61,632910
2024-08-20,"August 20, 24",,,,,,141.515,520600,142.11,-0.0032456,141.27,141.73,-0.46,140.95,-0.32456,137.1,520600
2024-08-19,"August 19, 24",,,,,,141.47,457900,142.07,0.0028335,141.57,141.17,0.4,141.07,0.28335,137.39,457900
2024-08-16,"August 16, 24",,,,,,141.625,643700,142.7,-0.0083703,140.98,142.17,-1.19,140.65,-0.83703,136.82,643700
2024-08-15,"August 15, 24",,,,,,141.7275,883700,143,0.0052375,142.03,141.29,0.74,140.59,0.52375,137.84,883700
2024-08-14,"August 14, 24",,,,,,141.41,562400,142.8,0.0047518,141.67,141,0.67,140.17,0.47518,137.49,562400
2024-08-13,"August 13, 24",0.765,0.765,2024-08-13,2024-09-04,2024-07-31,141.9475,873327,142.72,-0.0075805,141.39,142.47,-1.08,141.21,-0.75805,137.21,873327
2024-08-12,"August 12, 24",,,,,,142.135,676711,142.78,0.0031666,142.56,142.11,0.45,141.09,0.31666,137.61,676711
2024-08-09,"August 09, 24",,,,,,143.1025,1057111,145.01,-0.0177,142.28,144.85,-2.57,140.27,-1.77,137.34,1057111
2024-08-08,"August 08, 24",,,,,,144.4725,1188272,146.59,0.0089242,144.71,143.43,1.28,143.16,0.89242,139.69,1188272
2024-08-07,"August 07, 24",,,,,,144.4275,797593,146.4,-0.0006949753,143.79,143.89,-0.1,143.63,-0.06949753,138.8,797593
2024-08-06,"August 06, 24",,,,,,144.0875,1132200,145.65,-0.0038155,143.6,144.15,-0.55,142.95,-0.38155,138.61,1132200
2024-08-05,"August 05, 24",,,,,,145.8525,1299229,149,-0.0421,142.72,148.99,-6.27,142.7,-4.21,137.76,1299229
2024-08-02,"August 02, 24",,,,,,146.655,1210560,148.16,0.0018357,147.35,147.08,0.27,144.03,0.18357,142.23,1210560
2024-08-01,"August 01, 24",,,,,,143.7725,1109124,145.47,0.0106,144.5,142.99,1.51,142.13,1.06,139.48,1109124
2024-07-31,"July 31, 24",,,,,,142.095,1124000,142.99,0.0047995,142.36,141.68,0.68,141.35,0.47995,137.42,1124000
2024-07-30,"July 30, 24",,,,,,142.6125,848283,143.92,0.0158,143.67,141.43,2.24,141.43,1.58,138.68,848283
2024-07-29,"July 29, 24",,,,,,141.3125,748300,142,-0.0044369,141.36,141.99,-0.63,139.9,-0.44369,136.45,748300
2024-07-26,"July 26, 24",,,,,,141.38,645036,142.35,0.0043944,141.71,141.09,0.62,140.37,0.43944,136.79,645036
2024-07-25,"July 25, 24",,,,,,141.675,1009100,144.3,-0.0203,140.1,143,-2.9,139.3,-2.03,135.24,1009100
2024-07-24,"July 24, 24",,,,,,141.915,987140,143.41,0.0091418,142.4,141.11,1.29,140.74,0.91418,137.46,987140
2024-07-23,"July 23, 24",,,,,,140.96,573633,141.81,-0.0057325,140.49,141.3,-0.81,140.24,-0.57325,135.61,573633
2024-07-22,"July 22, 24",,,,,,141.3775,545900,142.25,0.0063161,141.8,140.91,0.89,140.55,0.63161,136.88,545900
2024-07-19,"July 19, 24",,,,,,141.285,856018,142.11,-0.0024028,141.16,141.5,-0.34,140.37,-0.24028,136.26,856018
2024-07-18,"July 18, 24",,,,,,141.9675,835243,144.26,-0.0027515,141.35,141.74,-0.39,140.52,-0.27515,136.44,835243
2024-07-17,"July 17, 24",,,,,,141.16,1190632,143.46,0.0212,142.53,139.57,2.96,139.08,2.12,137.58,1190632
2024-07-16,"July 16, 24",,,,,,138.0925,670100,139.22,0.0133,139.08,137.25,1.83,136.82,1.33,134.25,670100
2024-07-15,"July 15, 24",,,,,,137.3425,794700,138.56,-0.0139,136.33,138.25,-1.92,136.23,-1.39,131.6,794700
2024-07-12,"July 12, 24",,,,,,138.3825,1207417,140.75,0.0156,139.08,136.95,2.13,136.75,1.56,134.25,1207417
2024-07-11,"July 11, 24",,,,,,135.035,1251035,137.22,0.0207,136.22,133.46,2.76,133.24,2.07,131.49,1251035
2024-07-10,"July 10, 24",,,,,,131.695,682000,132.45,0.0075434,132.23,131.24,0.99,130.86,0.75434,127.64,682000
2024-07-09,"July 09, 24",,,,,,130.11,698200,131.31,0.0091092,130.72,129.54,1.18,128.87,0.91092,126.18,698200
2024-07-08,"July 08, 24",,,,,,130.1875,874614,130.81,-0.0032988,129.92,130.35,-0.43,129.67,-0.32988,125.41,874614
2024-07-05,"July 05, 24",,,,,,129.0075,713906,130.18,0.0107,130.01,128.63,1.38,127.21,1.07,125.5,713906
2024-07-03,"July 03, 24",,,,,,128.5725,402700,129.88,-0.0049767,127.96,128.6,-0.64,127.85,-0.49767,123.52,402700
2024-07-02,"July 02, 24",,,,,,128.535,665400,129.8,0.0029669,128.46,128.08,0.38,127.8,0.29669,124,665400
2024-07-01,"July 01, 24",,,,,,128.85,767300,130.96,-0.0133,127.76,129.48,-1.72,127.2,-1.33,123.32,767300
2024-06-28,"June 28, 24",,,,,,129.275,1201900,129.92,-0.0045472,129.16,129.75,-0.59,128.27,-0.45472,124.68,1201900
2024-06-27,"June 27, 24",,,,,,129.005,662100,129.47,-0.0002320186,129.27,129.3,-0.03,127.98,-0.02320186,124.78,662100
2024-06-26,"June 26, 24",,,,,,128.9625,691111,129.75,0.0092686,129.58,128.39,1.19,128.13,0.92686,125.08,691111
2024-06-25,"June 25, 24",,,,,,130.81,782369,132.35,-0.0221,129.37,132.3,-2.93,129.22,-2.21,124.88,782369
2024-06-24,"June 24, 24",,,,,,131.7625,802100,133.35,0.0103,132.18,130.83,1.35,130.69,1.03,127.59,802100
2024-06-21,"June 21, 24",,,,,,130.4925,1960281,131.69,0.0019957,130.54,130.28,0.26,129.46,0.19957,126.01,1960281
2024-06-20,"June 20, 24",,,,,,130.3025,1061600,131,-0.0018391,130.26,130.5,-0.24,129.45,-0.18391,125.74,1061600
2024-06-18,"June 18, 24",,,,,,129.36,1085222,130.65,0.0178,130.47,128.19,2.28,128.13,1.78,125.94,1085222
2024-06-17,"June 17, 24",,,,,,128.5975,781900,130.03,0.00343,128.72,128.28,0.44,127.36,0.343,124.25,781900
2024-06-14,"June 14, 24",,,,,,128.71,953800,129.69,0.0069309,129.3,128.41,0.89,127.44,0.69309,124.81,953800
2024-06-13,"June 13, 24",,,,,,128.61,947213,129.93,0.0087432,129.22,128.1,1.12,127.19,0.87432,124.73,947213
2024-06-12,"June 12, 24",,,,,,129.4075,846702,130.88,-0.0187,128.13,130.57,-2.44,128.05,-1.87,123.68,846702
2024-06-11,"June 11, 24",,,,,,127.8525,1050547,128.87,0.0031368,127.92,127.52,0.4,127.1,0.31368,123.48,1050547
2024-06-10,"June 10, 24",,,,,,128.185,1185307,128.85,0.004375,128.56,128,0.56,127.33,0.4375,124.1,1185307
2024-06-07,"June 07, 24",,,,,,128.8075,1096100,129.56,-0.0078905,128.25,129.27,-1.02,128.15,-0.78905,123.8,1096100
2024-06-06,"June 06, 24",,,,,,131.0025,797867,132.16,-0.0036613,130.62,131.1,-0.48,130.13,-0.36613,126.08,797867
2024-06-05,"June 05, 24",,,,,,132.0075,861100,132.62,-0.0070879,131.68,132.62,-0.94,131.11,-0.70879,127.11,861100
2024-06-04,"June 04, 24",,,,,,131.7475,1134847,133.16,0.0157,132.82,130.77,2.05,130.24,1.57,128.21,1134847
2024-06-03,"June 03, 24",,,,,,131.0325,1186025,132.22,-0.0027454,130.77,131.13,-0.36,130.01,-0.27454,126.23,1186025
2024-05-31,"May 31, 24",,,,,,128.8025,3003142,130.94,0.0307,130.77,126.87,3.9,126.63,3.07,126.23,3003142
2024-05-30,"May 30, 24",,,,,,125.3325,886800,126.36,0.0136,126.28,124.58,1.7,124.11,1.36,121.9,886800
2024-05-29,"May 29, 24",,,,,,124.525,987800,125.29,-0.0072788,124.11,125.02,-0.91,123.68,-0.72788,119.8,987800
2024-05-28,"May 28, 24",,,,,,127.32,1164681,128.97,-0.0141,126.24,128.05,-1.81,126.02,-1.41,121.86,1164681
2024-05-24,"May 24, 24",,,,,,128.36,830800,128.93,-0.0035745,128.23,128.69,-0.46,127.59,-0.35745,123.78,830800
2024-05-23,"May 23, 24",,,,,,130.67,1031845,132.84,-0.0319,128.6,132.84,-4.24,128.4,-3.19,124.14,1031845
2024-05-22,"May 22, 24",,,,,,133.9025,1495438,134.59,-0.0026844,133.75,134.11,-0.36,133.16,-0.26844,129.11,1495438
2024-05-21,"May 21, 24",,,,,,133.7875,716000,134.38,0.0057639,134.36,133.59,0.77,132.82,0.57639,129.7,716000
2024-05-20,"May 20, 24",,,,,,133.455,914000,133.98,-0.001719,133.57,133.8,-0.23,132.47,-0.1719,128.93,914000
2024-05-17,"May 17, 24",,,,,,133.795,924200,134.14,-0.0028329,133.76,134.14,-0.38,133.14,-0.28329,129.12,924200
