date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,adjDividend,dividend,recordDate,declarationDate
2025-12-01,196.46,198.27,195.57,195.61,195.31,1319362,1319362,-0.85,-0.43266,196.4775,"December 01, 25",-0.0043266,,,,,
2025-11-28,196.42,198.53,196.1,197.89,197.58,905207,905207,1.47,0.7484,197.235,"November 28, 25",0.007484,,,,,
2025-11-26,196.95,197.9,196.25,196.28,195.97,1677940,1677940,-0.67,-0.34019,196.845,"November 26, 25",-0.0034019,,,,,
2025-11-25,196.56,198.11,194.5,197.22,196.91,1219835,1219835,0.66,0.33578,196.5975,"November 25, 25",0.0033578,,,,,
2025-11-24,194.74,195.99,194.01,195.22,194.92,2272600,2272600,0.48,0.24648,194.99,"November 24, 25",0.0024648,,,,,
2025-11-21,190.41,196,190.25,195.02,194.72,1605814,1605814,4.61,2.42,192.92,"November 21, 25",0.0242,,,,,
2025-11-20,193.89,194.91,189.06,190.02,189.72,1619840,1619840,-3.87,-2,191.97,"November 20, 25",-0.02,,,,,
2025-11-19,189.62,192.44,188.47,191.57,191.27,1420147,1420147,1.95,1.03,190.525,"November 19, 25",0.0103,,,,,
2025-11-18,191.01,191.48,188.82,189.9,189.6,1619719,1619719,-1.11,-0.58112,190.3025,"November 18, 25",-0.0058112,,,,,
2025-11-17,193.89,195.65,190.69,191.19,190.89,1656520,1656520,-2.7,-1.39,192.855,"November 17, 25",-0.0139,,,,,
2025-11-14,193,194.76,192.15,193.36,193.06,1731110,1731110,0.36,0.18653,193.3175,"November 14, 25",0.0018653,,,,,
2025-11-13,196.42,197.28,193.47,194.15,193.85,1524900,1524900,-2.27,-1.16,195.33,"November 13, 25",-0.0116,,,,,
2025-11-12,198.4,200.71,196.63,196.79,196.48,1482413,1482413,-1.61,-0.81149,198.1325,"November 12, 25",-0.0081149,,,,,
2025-11-11,197.66,198.15,194.45,197.64,197.33,1079218,1079218,-0.02,-0.01011839,196.975,"November 11, 25",-0.0001011839,,,,,
2025-11-10,196.7,198.6,195,198.01,197.7,1306900,1306900,1.31,0.66599,197.0775,"November 10, 25",0.0066599,,,,,
2025-11-07,196.68,197.01,193.98,196.29,195.98,1417447,1417447,-0.39,-0.19829,195.99,"November 07, 25",-0.0019829,,,,,
2025-11-06,197.67,198.73,195.81,197.25,196.94,1084948,1084948,-0.42,-0.21248,197.365,"November 06, 25",-0.0021248,,,,,
2025-11-05,198.02,199.81,197.01,198.06,197.75,1147025,1147025,0.04,0.02019998,198.225,"November 05, 25",0.0002019998,,,,,
2025-11-04,196.99,198.47,196.4,198.06,197.75,939500,939500,1.07,0.54317,197.48,"November 04, 25",0.0054317,,,,,
2025-11-03,201.66,202.43,197.06,198.71,198.4,1551875,1551875,-2.95,-1.46,199.965,"November 03, 25",-0.0146,,,,,
2025-10-31,198.77,204.15,197.77,202.11,201.79,2816623,2816623,3.34,1.68,200.7,"October 31, 25",0.0168,,,,,
2025-10-30,196.17,200.42,192.27,198.32,198.01,3522872,3522872,2.15,1.1,196.795,"October 30, 25",0.011,,,,,
2025-10-29,185.06,187.14,182.87,184.19,183.9,2201834,2201834,-0.87,-0.47012,184.815,"October 29, 25",-0.0047012,,,,,
2025-10-28,186.73,187,184.06,185.1,184.81,1595700,1595700,-1.63,-0.87292,185.7225,"October 28, 25",-0.0087292,,,,,
2025-10-27,187.38,188.46,185.82,186.75,186.46,1106800,1106800,-0.63,-0.33622,187.1025,"October 27, 25",-0.0033622,,,,,
2025-10-24,189.95,189.95,186.38,187.14,186.85,1386507,1386507,-2.81,-1.48,188.355,"October 24, 25",-0.0148,,,,,
2025-10-23,185.6,189.77,185.31,189.2,188.9,1066846,1066846,3.6,1.94,187.47,"October 23, 25",0.0194,,,,,
2025-10-22,188.84,189.26,184.89,184.94,184.65,781211,781211,-3.9,-2.07,186.9825,"October 22, 25",-0.0207,,,,,
2025-10-21,187,189.34,186.66,188.3,188.01,691300,691300,1.3,0.69519,187.825,"October 21, 25",0.0069519,,,,,
2025-10-20,186.97,188,186,187.39,187.1,767500,767500,0.42,0.22463,187.09,"October 20, 25",0.0022463,,,,,
2025-10-17,184.15,186.09,183.07,185.47,185.18,1079708,1079708,1.32,0.71681,184.695,"October 17, 25",0.0071681,,,,,
2025-10-16,186.44,186.82,183.65,184.49,184.2,781700,781700,-1.95,-1.05,185.35,"October 16, 25",-0.0105,,,,,
2025-10-15,187.51,188.17,183.57,185.78,185.49,1181415,1181415,-1.73,-0.92262,186.2575,"October 15, 25",-0.0092262,,,,,
2025-10-14,180.69,186.73,180.16,185.78,185.49,1439100,1439100,5.09,2.82,183.34,"October 14, 25",0.0282,,,,,
2025-10-13,180.14,183.06,179.79,182.24,181.96,900773,900773,2.1,1.17,181.3075,"October 13, 25",0.0117,,,,,
2025-10-10,184.04,185.73,179.24,179.28,179,961601,961601,-4.76,-2.59,182.0725,"October 10, 25",-0.0259,,,,,
2025-10-09,183.9,184.86,181.78,183.31,183.02,1051543,1051543,-0.59,-0.32083,183.4625,"October 09, 25",-0.0032083,,,,,
2025-10-08,182.6,183.33,180.5,183.19,182.9,1359100,1359100,0.59,0.32311,182.405,"October 08, 25",0.0032311,,,,,
2025-10-07,183.98,183.98,181.25,181.42,181.14,1283216,1283216,-2.56,-1.39,182.6575,"October 07, 25",-0.0139,,,,,
2025-10-06,187,187.09,182.42,182.99,182.7,1360121,1360121,-4.01,-2.14,184.875,"October 06, 25",-0.0214,,,,,
2025-10-03,186.36,186.82,183.56,183.75,183.46,1874800,1874800,-2.61,-1.4,185.1225,"October 03, 25",-0.014,,,,,
2025-10-02,187.54,188.79,185.46,186.13,185.84,1050800,1050800,-1.41,-0.75184,186.98,"October 02, 25",-0.0075184,,,,,
2025-10-01,186.88,189.07,186.74,187.44,187.15,849312,849312,0.56,0.29966,187.5325,"October 01, 25",0.0029966,,,,,
2025-09-30,186.78,189.01,186.61,188,187.71,1836100,1836100,1.22,0.65317,187.6,"September 30, 25",0.0065317,,,,,
2025-09-29,187.73,189.18,186.1,186.87,186.58,1299906,1299906,-0.86,-0.4581,187.47,"September 29, 25",-0.004581,,,,,
2025-09-26,184.96,186.75,184.16,186.38,186.09,783000,783000,1.42,0.76773,185.5625,"September 26, 25",0.0076773,,,,,
2025-09-25,185.17,185.87,183.68,184.39,184.1,1112800,1112800,-0.78,-0.42123,184.7775,"September 25, 25",-0.0042123,,,,,
2025-09-24,187.01,187.61,185.64,186.17,185.88,1199100,1199100,-0.84,-0.44917,186.6075,"September 24, 25",-0.0044917,,,,,
2025-09-23,188.67,190,186.16,186.68,186.39,1474502,1474502,-1.99,-1.05,187.8775,"September 23, 25",-0.0105,,,,,
2025-09-22,187.65,189.11,186.89,188.45,188.16,748441,748441,0.8,0.42633,188.025,"September 22, 25",0.0042633,,,,,
2025-09-19,189.39,189.45,187.3,187.87,187.58,1570700,1570700,-1.52,-0.80258,188.5025,"September 19, 25",-0.0080258,,,,,
2025-09-18,187.31,189.74,186.54,188.7,188.41,1551945,1551945,1.39,0.74209,188.0725,"September 18, 25",0.0074209,,,,,
2025-09-17,188.17,188.94,185.56,186.25,185.96,1400342,1400342,-1.92,-1.02,187.23,"September 17, 25",-0.0102,,,,,
2025-09-16,189.43,189.95,186.39,187.27,186.98,1060917,1060917,-2.16,-1.14,188.26,"September 16, 25",-0.0114,,,,,
2025-09-15,189.92,190.58,187.64,189.56,189.26,925600,925600,-0.36,-0.18955,189.425,"September 15, 25",-0.0018955,2025-09-30,0.31,0.31,2025-09-15,2025-08-08
2025-09-12,191.01,191.9,189.76,189.93,189.32,813138,813138,-1.08,-0.56542,190.65,"September 12, 25",-0.0056542,,,,,
2025-09-11,187.82,192.33,187.6,192.03,191.41,1119244,1119244,4.21,2.24,189.945,"September 11, 25",0.0224,,,,,
2025-09-10,186.59,189.16,186.19,187.41,186.81,880108,880108,0.82,0.43947,187.3375,"September 10, 25",0.0043947,,,,,
2025-09-09,188.15,188.67,185.81,187.48,186.88,937986,937986,-0.67,-0.3561,187.5275,"September 09, 25",-0.003561,,,,,
2025-09-08,187.63,188.76,186,188.67,188.06,1635400,1635400,1.04,0.55428,187.765,"September 08, 25",0.0055428,,,,,
2025-09-05,188.97,189.3,185.73,187.45,186.85,1064300,1064300,-1.52,-0.80436,187.8625,"September 05, 25",-0.0080436,,,,,
2025-09-04,184.33,187.88,183.61,187.87,187.27,1105700,1105700,3.54,1.92,185.9225,"September 04, 25",0.0192,,,,,
2025-09-03,183.96,184.74,182.26,184.35,183.76,892045,892045,0.39,0.212,183.8275,"September 03, 25",0.00212,,,,,
2025-09-02,183.95,184.82,182.5,184.81,184.22,948133,948133,0.86,0.46752,184.02,"September 02, 25",0.0046752,,,,,
2025-08-29,186.42,187.54,184.48,184.8,184.21,809700,809700,-1.62,-0.86901,185.81,"August 29, 25",-0.0086901,,,,,
2025-08-28,187.89,187.89,186.26,186.73,186.13,846500,846500,-1.16,-0.61738,187.1925,"August 28, 25",-0.0061738,,,,,
2025-08-27,186.37,187.6,185.7,186.55,185.95,1061925,1061925,0.18,0.09658207,186.555,"August 27, 25",0.0009658207,,,,,
2025-08-26,185.11,186.82,184.47,186.78,186.18,1922047,1922047,1.67,0.90217,185.795,"August 26, 25",0.0090217,,,,,
2025-08-25,187.3,187.81,184.81,185.57,184.97,962300,962300,-1.73,-0.92365,186.3725,"August 25, 25",-0.0092365,,,,,
2025-08-22,184.34,188,183.86,186.95,186.35,970435,970435,2.61,1.42,185.7875,"August 22, 25",0.0142,,,,,
2025-08-21,182.56,184.26,181.72,183.44,182.85,1030422,1030422,0.88,0.48203,182.995,"August 21, 25",0.0048203,,,,,
2025-08-20,184.8,185.56,183.08,183.34,182.75,874100,874100,-1.46,-0.79004,184.195,"August 20, 25",-0.0079004,,,,,
2025-08-19,183.35,185.38,182.98,185.2,184.61,1073247,1073247,1.85,1.01,184.2275,"August 19, 25",0.0101,,,,,
2025-08-18,181.83,183.07,181.13,182.62,182.03,1757153,1757153,0.79,0.43447,182.1625,"August 18, 25",0.0043447,,,,,
2025-08-15,185.61,185.61,181.17,181.36,180.78,1556622,1556622,-4.25,-2.29,183.4375,"August 15, 25",-0.0229,,,,,
2025-08-14,185.95,186.78,183.96,184.78,184.19,845700,845700,-1.17,-0.6292,185.3675,"August 14, 25",-0.006292,,,,,
2025-08-13,185.33,187.09,183.78,186.91,186.31,1139702,1139702,1.58,0.85253,185.7775,"August 13, 25",0.0085253,,,,,
2025-08-12,183,185.02,182.1,184.94,184.35,1050800,1050800,1.94,1.06,183.765,"August 12, 25",0.0106,,,,,
2025-08-11,182.35,183.1,181.62,182.52,181.93,810200,810200,0.17,0.09322731,182.3975,"August 11, 25",0.0009322731,,,,,
2025-08-08,183.57,183.7,181.52,182.08,181.5,814829,814829,-1.49,-0.81168,182.7175,"August 08, 25",-0.0081168,,,,,
2025-08-07,187.64,188.11,181.83,182.24,181.66,1088300,1088300,-5.4,-2.88,184.955,"August 07, 25",-0.0288,,,,,
2025-08-06,184.72,186.31,184.08,185.47,184.87,1157400,1157400,0.75,0.40602,185.145,"August 06, 25",0.0040602,,,,,
2025-08-05,187.81,190,184.26,184.95,184.36,1919822,1919822,-2.86,-1.52,186.755,"August 05, 25",-0.0152,,,,,
2025-08-04,183.45,185.04,183.02,184.49,183.9,1959850,1959850,1.04,0.56691,184,"August 04, 25",0.0056691,,,,,
2025-08-01,183.02,184.13,179.9,182.36,181.77,1725017,1725017,-0.66,-0.36062,182.3525,"August 01, 25",-0.0036062,,,,,
2025-07-31,180.98,189.2,180.9,184.85,184.26,3163300,3163300,3.87,2.14,183.9825,"July 31, 25",0.0214,,,,,
2025-07-30,179.51,180.08,175.61,176.76,176.19,2286617,2286617,-2.75,-1.53,177.99,"July 30, 25",-0.0153,,,,,
2025-07-29,179.35,179.99,178.1,178.96,178.39,1473220,1473220,-0.39,-0.21745,179.1,"July 29, 25",-0.0021745,,,,,
2025-07-28,180.64,180.89,178.6,178.84,178.27,1394648,1394648,-1.8,-0.99646,179.7425,"July 28, 25",-0.0099646,,,,,
2025-07-25,179.96,180.78,179.02,180.09,179.51,1566200,1566200,0.13,0.07223828,179.9625,"July 25, 25",0.0007223828,,,,,
2025-07-24,181.35,181.69,179.61,179.72,179.14,1545800,1545800,-1.63,-0.89881,180.5925,"July 24, 25",-0.0089881,,,,,
2025-07-23,181.18,181.67,180.33,181.28,180.7,751300,751300,0.1,0.05519373,181.115,"July 23, 25",0.0005519373,,,,,
2025-07-22,177.67,179.32,177.26,179.2,178.62,1088905,1088905,1.53,0.86115,178.3625,"July 22, 25",0.0086115,,,,,
2025-07-21,178.78,179.79,177.93,178.09,177.52,1676100,1676100,-0.69,-0.38595,178.6475,"July 21, 25",-0.0038595,,,,,
2025-07-18,180.31,180.31,178.1,178.51,177.94,1012000,1012000,-1.8,-0.99828,179.3075,"July 18, 25",-0.0099828,,,,,
2025-07-17,177.22,179.84,176.69,179.7,179.12,1241237,1241237,2.48,1.4,178.3625,"July 17, 25",0.014,,,,,
2025-07-16,176.82,177.29,174.43,177.05,176.48,1717400,1717400,0.23,0.13008,176.3975,"July 16, 25",0.0013008,,,,,
2025-07-15,179.35,179.35,176.33,176.44,175.87,1585206,1585206,-2.91,-1.62,177.8675,"July 15, 25",-0.0162,,,,,
2025-07-14,179.31,179.99,177.58,178.36,177.79,1420845,1420845,-0.95,-0.52981,178.81,"July 14, 25",-0.0052981,,,,,
2025-07-11,180.29,181.48,179.78,180.97,180.39,839400,839400,0.68,0.37717,180.63,"July 11, 25",0.0037717,,,,,
2025-07-10,182.21,183.68,181.2,181.44,180.86,1152466,1152466,-0.77,-0.42259,182.1325,"July 10, 25",-0.0042259,,,,,
2025-07-09,182.83,183.08,180.09,182.28,181.69,1168609,1168609,-0.55,-0.30083,182.07,"July 09, 25",-0.0030083,,,,,
2025-07-08,182.17,183.2,180.83,181.33,180.75,1827300,1827300,-0.84,-0.46111,181.8825,"July 08, 25",-0.0046111,,,,,
2025-07-07,183.83,184.04,181.18,182.37,181.78,1558838,1558838,-1.46,-0.79421,182.855,"July 07, 25",-0.0079421,,,,,
2025-07-03,183,184.37,182.1,184.19,183.6,719336,719336,1.19,0.65027,183.415,"July 03, 25",0.0065027,,,,,
2025-07-02,182.4,183.13,181.62,181.99,181.41,977700,977700,-0.41,-0.22478,182.285,"July 02, 25",-0.0022478,,,,,
2025-07-01,180.18,183.97,179.51,183.06,182.47,1094521,1094521,2.88,1.6,181.68,"July 01, 25",0.016,,,,,
2025-06-30,180.51,181.46,179.57,180.96,180.38,1600800,1600800,0.45,0.24929,180.625,"June 30, 25",0.0024929,,,,,
2025-06-27,180.44,181.48,179.67,180.53,179.95,1601306,1601306,0.09,0.04987808,180.53,"June 27, 25",0.0004987808,,,,,
2025-06-26,178.69,180.83,178.26,179.82,179.24,1075000,1075000,1.13,0.63238,179.4,"June 26, 25",0.0063238,,,,,
2025-06-25,179.05,179.12,176.89,178,177.43,1115916,1115916,-1.05,-0.58643,178.265,"June 25, 25",-0.0058643,,,,,
2025-06-24,177.28,179.4,176.66,179.24,178.66,1523752,1523752,1.96,1.11,178.145,"June 24, 25",0.0111,,,,,
2025-06-23,176.18,177.48,174.47,177.28,176.71,1461300,1461300,1.1,0.62436,176.3525,"June 23, 25",0.0062436,,,,,
2025-06-20,179.59,179.82,176.23,176.69,176.12,2794326,2794326,-2.9,-1.61,178.0825,"June 20, 25",-0.0161,,,,,
2025-06-18,175.51,178.9,175.37,177.76,177.19,1332700,1332700,2.25,1.28,176.885,"June 18, 25",0.0128,,,,,
2025-06-17,177.83,178.14,175.07,175.55,174.99,967914,967914,-2.28,-1.28,176.6475,"June 17, 25",-0.0128,,,,,
2025-06-16,178.71,179.18,177.52,178.63,178.06,1450071,1450071,-0.08,-0.04476526,178.51,"June 16, 25",-0.0004476526,,,,,
2025-06-13,177.7,179.02,176.37,176.96,176.39,1261501,1261501,-0.74,-0.41643,177.5125,"June 13, 25",-0.0041643,2025-06-30,0.31,0.31,2025-06-13,2025-05-08
2025-06-12,178.91,180.4,178.43,179.97,179.08,1042237,1042237,1.06,0.59248,179.4275,"June 12, 25",0.0059248,,,,,
2025-06-11,179.68,181.73,178.69,180.9,180,1843721,1843721,1.22,0.67898,180.25,"June 11, 25",0.0067898,,,,,
2025-06-10,178.81,180.04,178.07,179.87,178.98,1154923,1154923,1.06,0.59281,179.1975,"June 10, 25",0.0059281,,,,,
2025-06-09,178.75,179.55,178.06,178.64,177.76,877214,877214,-0.11,-0.06153846,178.75,"June 09, 25",-0.0006153846,,,,,
2025-06-06,178.6,179.35,177.89,178.35,177.47,1041040,1041040,-0.25,-0.13998,178.5475,"June 06, 25",-0.0013998,,,,,
2025-06-05,178.1,178.59,175.98,176.93,176.05,1112300,1112300,-1.17,-0.65693,177.4,"June 05, 25",-0.0065693,,,,,
2025-06-04,178.6,178.6,176.84,177.21,176.33,1106005,1106005,-1.39,-0.77828,177.8125,"June 04, 25",-0.0077828,,,,,
2025-06-03,176.22,177.89,175.61,177.71,176.83,2114844,2114844,1.49,0.84553,176.8575,"June 03, 25",0.0084553,,,,,
2025-06-02,177.84,177.84,174.88,176.32,175.45,1220814,1220814,-1.52,-0.8547,176.72,"June 02, 25",-0.008547,,,,,
2025-05-30,180.04,180.44,177.87,178.74,177.86,2078721,2078721,-1.3,-0.72206,179.2725,"May 30, 25",-0.0072206,,,,,
2025-05-29,179.75,180.56,178.6,180.04,179.15,1269931,1269931,0.29,0.16134,179.7375,"May 29, 25",0.0016134,,,,,
2025-05-28,181.32,181.65,178.53,178.97,178.08,941800,941800,-2.35,-1.3,180.1175,"May 28, 25",-0.013,,,,,
2025-05-27,179.71,180.97,178,180.81,179.91,1178407,1178407,1.1,0.6121,179.8725,"May 27, 25",0.006121,,,,,
2025-05-23,176.13,178.51,175.38,177.64,176.76,1108500,1108500,1.51,0.85732,176.915,"May 23, 25",0.0085732,,,,,
2025-05-22,177,179.77,175.85,178.54,177.66,788900,788900,1.54,0.87006,177.79,"May 22, 25",0.0087006,,,,,
2025-05-21,179.43,180,177.25,177.68,176.8,1270600,1270600,-1.75,-0.97531,178.59,"May 21, 25",-0.0097531,,,,,
2025-05-20,180.46,181.39,180.31,180.8,179.91,832800,832800,0.34,0.18841,180.74,"May 20, 25",0.0018841,,,,,
2025-05-19,180.93,182.44,180.93,181.88,180.98,949446,949446,0.95,0.52506,181.545,"May 19, 25",0.0052506,,,,,
2025-05-16,180.86,182.88,180.15,182.75,181.85,1167600,1167600,1.89,1.05,181.66,"May 16, 25",0.0105,,,,,
2025-05-15,179.22,180.75,178.79,180.21,179.32,1335237,1335237,0.99,0.55239,179.7425,"May 15, 25",0.0055239,,,,,
2025-05-14,180.17,180.4,178.72,179.36,178.47,1254800,1254800,-0.81,-0.44958,179.6625,"May 14, 25",-0.0044958,,,,,
2025-05-13,179.98,182.33,179.98,180.5,179.61,1582700,1582700,0.52,0.28892,180.6975,"May 13, 25",0.0028892,,,,,
2025-05-12,177.58,180.51,176.52,179.38,178.49,2214411,2214411,1.8,1.01,178.4975,"May 12, 25",0.0101,,,,,
2025-05-09,172.2,173.22,170.95,171.75,170.9,1257909,1257909,-0.45,-0.26132,172.03,"May 09, 25",-0.0026132,,,,,
2025-05-08,170.66,173.72,170.47,171.57,170.72,1145000,1145000,0.91,0.53322,171.605,"May 08, 25",0.0053322,,,,,
2025-05-07,169.19,170.45,168.49,169.71,168.87,840909,840909,0.52,0.30735,169.46,"May 07, 25",0.0030735,,,,,
2025-05-06,168.95,170.12,167.75,167.85,167.02,777638,777638,-1.1,-0.65108,168.6675,"May 06, 25",-0.0065108,,,,,
2025-05-05,169.12,171.1,169,170.27,169.43,1476404,1476404,1.15,0.67999,169.8725,"May 05, 25",0.0067999,,,,,
2025-05-02,169.84,170.74,169.26,170.07,169.23,1160346,1160346,0.23,0.13542,169.9775,"May 02, 25",0.0013542,,,,,
2025-05-01,167.92,169.66,163.2,167.26,166.43,1861664,1861664,-0.66,-0.39304,167.01,"May 01, 25",-0.0039304,,,,,
2025-04-30,166.73,169.78,164.85,169.58,168.74,1654601,1654601,2.85,1.71,167.735,"April 30, 25",0.0171,,,,,
2025-04-29,166.18,168.89,165.74,167.8,166.97,948503,948503,1.62,0.97485,167.1525,"April 29, 25",0.0097485,,,,,
2025-04-28,166.99,168.45,165.07,166.29,165.47,955058,955058,-0.7,-0.41919,166.7,"April 28, 25",-0.0041919,,,,,
2025-04-25,166.89,168,165.72,166.69,165.86,711153,711153,-0.2,-0.11984,166.825,"April 25, 25",-0.0011984,,,,,
2025-04-24,162.2,167.7,162.19,167.24,166.41,1253441,1253441,5.04,3.11,164.8325,"April 24, 25",0.0311,,,,,
2025-04-23,164.06,165.25,161.5,162.19,161.39,1755400,1755400,-1.87,-1.14,163.25,"April 23, 25",-0.0114,,,,,
2025-04-22,155.55,159.84,155.55,159.65,158.86,1659235,1659235,4.1,2.64,157.6475,"April 22, 25",0.0264,,,,,
2025-04-21,156,156.33,153.73,155.25,154.48,1075923,1075923,-0.75,-0.48077,155.3275,"April 21, 25",-0.0048077,,,,,
2025-04-17,159.6,160.53,157.42,157.81,157.03,1698888,1698888,-1.79,-1.12,158.84,"April 17, 25",-0.0112,,,,,
2025-04-16,158.31,160.99,157.43,158.52,157.74,1070100,1070100,0.21,0.13265,158.8125,"April 16, 25",0.0013265,,,,,
2025-04-15,161.52,162.77,159.85,160.21,159.42,758200,758200,-1.31,-0.81105,161.0875,"April 15, 25",-0.0081105,,,,,
2025-04-14,160.96,162.73,159.59,161.36,160.56,1133537,1133537,0.4,0.24851,161.16,"April 14, 25",0.0024851,,,,,
2025-04-11,156.43,159.41,153.53,158.95,158.16,2007500,2007500,2.52,1.61,157.08,"April 11, 25",0.0161,,,,,
2025-04-10,157.79,159.47,153.47,157.42,156.64,1688900,1688900,-0.37,-0.23449,157.0375,"April 10, 25",-0.0023449,,,,,
2025-04-09,149.66,162.37,148.3,161,160.2,3174853,3174853,11.34,7.58,155.3325,"April 09, 25",0.0758,,,,,
2025-04-08,157.26,157.59,148.72,151.41,150.66,2260018,2260018,-5.85,-3.72,153.745,"April 08, 25",-0.0372,,,,,
2025-04-07,149.45,156.63,145.02,153.33,152.57,3049700,3049700,3.88,2.6,151.1075,"April 07, 25",0.026,,,,,
2025-04-04,156.41,156.99,151.14,152.66,151.9,2753044,2753044,-3.75,-2.4,154.3,"April 04, 25",-0.024,,,,,
2025-04-03,166.91,167.52,161.02,161.49,160.69,1873000,1873000,-5.42,-3.25,164.235,"April 03, 25",-0.0325,,,,,
2025-04-02,168.87,173.02,168.76,172.72,171.87,2488208,2488208,3.85,2.28,170.8425,"April 02, 25",0.0228,,,,,
2025-04-01,171.74,173.08,170.17,171.89,171.04,903222,903222,0.15,0.08734133,171.72,"April 01, 25",0.0008734133,,,,,
2025-03-31,169,172.34,166.95,172.14,171.29,1498832,1498832,3.14,1.86,170.1075,"March 31, 25",0.0186,,,,,
2025-03-28,174.89,175.77,170.02,170.39,169.55,1101504,1101504,-4.5,-2.57,172.7675,"March 28, 25",-0.0257,,,,,
2025-03-27,176.8,177.5,174.67,175.56,174.69,1586500,1586500,-1.24,-0.70136,176.1325,"March 27, 25",-0.0070136,,,,,
2025-03-26,178.85,180.34,175.97,176.9,176.02,933823,933823,-1.95,-1.09,178.015,"March 26, 25",-0.0109,,,,,
2025-03-25,179.49,180.04,177.94,179.7,178.81,1166300,1166300,0.21,0.117,179.2925,"March 25, 25",0.00117,,,,,
2025-03-24,176.57,179.2,176.48,178.82,177.93,1676552,1676552,2.25,1.27,177.7675,"March 24, 25",0.0127,,,,,
2025-03-21,174.44,175.65,172.68,174.52,173.66,1422683,1422683,0.08,0.04586104,174.3225,"March 21, 25",0.0004586104,,,,,
2025-03-20,175.68,177.4,175,175.93,175.06,864200,864200,0.25,0.1423,176.0025,"March 20, 25",0.001423,,,,,
2025-03-19,176.36,177.98,175.36,177.07,176.19,1052212,1052212,0.71,0.40259,176.6925,"March 19, 25",0.0040259,,,,,
2025-03-18,177.79,178.61,175.62,176.08,175.21,895229,895229,-1.71,-0.96181,177.025,"March 18, 25",-0.0096181,,,,,
2025-03-17,175.36,179.89,175.36,178.63,177.75,688229,688229,3.27,1.86,177.31,"March 17, 25",0.0186,,,,,
