date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,adjDividend,recordDate,paymentDate,declarationDate
2025-10-30,468,478.19,464.59,466.8,466.1,1514168,1514168,-1.2,-0.25641,469.395,"October 30, 25",-0.0025641,,,,,
2025-10-29,464.8,475.38,460.54,468.4,467.7,1565053,1565053,3.6,0.77453,467.28,"October 29, 25",0.0077453,,,,,
2025-10-28,466.33,467.04,454.46,466.46,465.76,1493700,1493700,0.13,0.02787725,463.5725,"October 28, 25",0.0002787725,,,,,
2025-10-27,450.26,469.18,448.8,467.86,467.16,1789562,1789562,17.6,3.91,459.025,"October 27, 25",0.0391,,,,,
2025-10-24,457.13,461.56,424,447.04,446.37,2847223,2847223,-10.09,-2.21,447.4325,"October 24, 25",-0.0221,,,,,
2025-10-23,439.02,447.09,439.02,440.16,439.5,1928600,1928600,1.14,0.25967,441.3225,"October 23, 25",0.0025967,,,,,
2025-10-22,434.7,443.41,432.39,441.19,440.53,1522700,1522700,6.49,1.49,437.9225,"October 22, 25",0.0149,,,,,
2025-10-21,433.71,434.97,430.11,432.01,431.37,1082700,1082700,-1.7,-0.39197,432.7,"October 21, 25",-0.0039197,,,,,
2025-10-20,426.98,436.26,424.52,433.15,432.5,878476,878476,6.17,1.45,430.2275,"October 20, 25",0.0145,,,,,
2025-10-17,420.94,426.65,417.99,426.16,425.53,1034500,1034500,5.22,1.24,422.935,"October 17, 25",0.0124,,,,,
2025-10-16,420.45,421.61,416.98,419.6,418.97,1004700,1004700,-0.85,-0.20216,419.66,"October 16, 25",-0.0020216,,,,,
2025-10-15,418.44,421.41,414.9,420.25,419.62,1260829,1260829,1.81,0.43256,418.75,"October 15, 25",0.0043256,,,,,
2025-10-14,410,420.58,407.7,418.4,417.78,1523070,1523070,8.4,2.05,414.17,"October 14, 25",0.0205,,,,,
2025-10-13,416.25,416.5,410.37,410.68,410.07,1067209,1067209,-5.57,-1.34,413.45,"October 13, 25",-0.0134,,,,,
2025-10-10,419.9,421.49,409.5,415.14,414.52,1638400,1638400,-4.76,-1.13,416.5075,"October 10, 25",-0.0113,,,,,
2025-10-09,427.49,428.32,417.87,418.87,418.25,1245361,1245361,-8.62,-2.02,423.1375,"October 09, 25",-0.0202,,,,,
2025-10-08,436.75,436.75,425.77,426.27,425.63,1485100,1485100,-10.48,-2.4,431.385,"October 08, 25",-0.024,,,,,
2025-10-07,435,439.01,432.74,437.57,436.92,1252400,1252400,2.57,0.5908,436.08,"October 07, 25",0.005908,,,,,
2025-10-06,427.19,435.03,425.71,433.55,432.9,960495,960495,6.36,1.49,430.37,"October 06, 25",0.0149,,,,,
2025-10-03,426.89,432.36,425.81,429.54,428.9,988400,988400,2.65,0.62077,428.65,"October 03, 25",0.0062077,,,,,
2025-10-02,423.89,427.43,420.41,426.69,426.05,865234,865234,2.8,0.66055,424.605,"October 02, 25",0.0066055,,,,,
2025-10-01,426.32,428.54,420.46,426.07,425.44,1371900,1371900,-0.25,-0.0586414,425.3475,"October 01, 25",-0.000586414,,,,,
2025-09-30,421.26,429.44,419.08,426.2,425.56,1592134,1592134,4.94,1.17,423.995,"September 30, 25",0.0117,,,,,
2025-09-29,419.35,422.96,415.93,420.92,420.29,894800,894800,1.57,0.37439,419.79,"September 29, 25",0.0037439,,,,,
2025-09-26,417.7,422.46,414.06,419.08,418.46,1184923,1184923,1.38,0.33038,418.325,"September 26, 25",0.0033038,,,,,
2025-09-25,418.35,418.35,409,414.89,414.27,667300,667300,-3.46,-0.82706,415.1475,"September 25, 25",-0.0082706,,,,,
2025-09-24,407.19,417.2,407.19,416.62,416,978640,978640,9.43,2.32,412.05,"September 24, 25",0.0232,,,,,
2025-09-23,408.86,413.55,406.09,409.45,408.84,801604,801604,0.59,0.1443,409.4875,"September 23, 25",0.001443,,,,,
2025-09-22,402.44,409.14,400.93,407.24,406.63,1010600,1010600,4.8,1.19,404.9375,"September 22, 25",0.0119,,,,,
2025-09-19,401.48,403.67,396.9,402.3,401.7,4308500,4308500,0.82,0.20424,401.0875,"September 19, 25",0.0020424,,,,,
2025-09-18,396.7,402.39,390.1,401.06,400.46,1337800,1337800,4.36,1.1,397.5625,"September 18, 25",0.011,,,,,
2025-09-17,401.73,405.16,390.34,399.39,398.79,1250012,1250012,-2.34,-0.58248,399.155,"September 17, 25",-0.0058248,,,,,
2025-09-16,403.74,406.23,398.98,399.75,399.15,1319800,1319800,-3.99,-0.98826,402.175,"September 16, 25",-0.0098826,0.72,0.72,2025-09-16,2025-09-30,2025-07-25
2025-09-15,403.81,406.61,400.02,403.17,401.85,897500,897500,-0.64,-0.15849,403.4025,"September 15, 25",-0.0015849,,,,,
2025-09-12,400.57,406.38,399.64,405.13,403.81,761200,761200,4.56,1.14,402.93,"September 12, 25",0.0114,,,,,
2025-09-11,395.77,404.17,392.63,402.85,401.53,1295365,1295365,7.08,1.79,398.855,"September 11, 25",0.0179,,,,,
2025-09-10,415.18,415.39,385.59,394.36,393.07,2014033,2014033,-20.82,-5.01,402.63,"September 10, 25",-0.0501,,,,,
2025-09-09,415.8,416.23,400.31,413.4,412.05,1084125,1084125,-2.4,-0.5772,411.435,"September 09, 25",-0.005772,,,,,
2025-09-08,418.84,418.84,406.69,418.1,416.73,1472900,1472900,-0.74,-0.17668,415.6175,"September 08, 25",-0.0017668,,,,,
2025-09-05,411.98,420.98,409.16,420.77,419.39,1059800,1059800,8.79,2.13,415.7225,"September 05, 25",0.0213,,,,,
2025-09-04,410,417.2,407.6,411.59,410.24,1714831,1714831,1.59,0.3878,411.5975,"September 04, 25",0.003878,,,,,
2025-09-03,405.44,408.07,403.27,407.61,406.28,651700,651700,2.17,0.53522,406.0975,"September 03, 25",0.0053522,,,,,
2025-09-02,401.66,408.48,400.13,406.14,404.81,955626,955626,4.48,1.12,404.1025,"September 02, 25",0.0112,,,,,
2025-08-29,407.68,408.98,400.82,403.96,402.64,996403,996403,-3.72,-0.91248,405.36,"August 29, 25",-0.0091248,,,,,
2025-08-28,404.75,408.17,400.78,407.28,405.95,965400,965400,2.53,0.62508,405.245,"August 28, 25",0.0062508,,,,,
2025-08-27,401.77,406.87,398.82,405.05,403.73,702200,702200,3.28,0.81639,403.1275,"August 27, 25",0.0081639,,,,,
2025-08-26,401.09,403,399.71,401.96,400.65,1180600,1180600,0.87,0.21691,401.44,"August 26, 25",0.0021691,,,,,
2025-08-25,404.92,406.19,401.36,402.77,401.45,805500,805500,-2.15,-0.53097,403.81,"August 25, 25",-0.0053097,,,,,
2025-08-22,403.95,407.77,401.23,404.97,403.65,1081200,1081200,1.02,0.25251,404.48,"August 22, 25",0.0025251,,,,,
2025-08-21,412,412,404.12,404.26,402.94,1198700,1198700,-7.74,-1.88,408.095,"August 21, 25",-0.0188,,,,,
2025-08-20,403.45,411,399.95,410.18,408.84,1639521,1639521,6.73,1.67,406.145,"August 20, 25",0.0167,,,,,
2025-08-19,394.25,405.15,392.96,402.69,401.37,1502100,1502100,8.44,2.14,398.7625,"August 19, 25",0.0214,,,,,
2025-08-18,395.75,397.4,393.32,393.62,392.33,1016100,1016100,-2.13,-0.53822,395.0225,"August 18, 25",-0.0053822,,,,,
2025-08-15,393.6,395.99,386.45,395.79,394.5,1251408,1251408,2.19,0.5564,392.9575,"August 15, 25",0.005564,,,,,
2025-08-14,390.35,395.19,388.8,393.65,392.36,912000,912000,3.3,0.8454,391.9975,"August 14, 25",0.008454,,,,,
2025-08-13,390.74,392.75,388.7,390.46,389.18,1416100,1416100,-0.28,-0.0716589,390.6625,"August 13, 25",-0.000716589,,,,,
2025-08-12,385,390.85,383.25,390.31,389.03,1089926,1089926,5.31,1.38,387.3525,"August 12, 25",0.0138,,,,,
2025-08-11,381.76,384.82,378.54,382.91,381.66,991600,991600,1.15,0.30124,382.0075,"August 11, 25",0.0030124,,,,,
2025-08-08,374.25,382.08,373.06,381.61,380.36,1016100,1016100,7.36,1.97,377.75,"August 08, 25",0.0197,,,,,
2025-08-07,366.55,373.33,365.3,373.33,372.11,1136838,1136838,6.78,1.85,369.6275,"August 07, 25",0.0185,,,,,
2025-08-06,363.99,370.13,363.99,366.15,364.95,1125200,1125200,2.16,0.59342,366.065,"August 06, 25",0.0059342,,,,,
2025-08-05,364.21,367.42,361.42,363.81,362.62,1106132,1106132,-0.4,-0.10983,364.215,"August 05, 25",-0.0010983,,,,,
2025-08-04,356.73,364.77,355.03,363.2,362.01,1078300,1078300,6.47,1.81,359.9325,"August 04, 25",0.0181,,,,,
2025-08-01,355.79,358.46,353.39,356.97,355.8,1369840,1369840,1.18,0.33166,356.1525,"August 01, 25",0.0033166,,,,,
2025-07-31,353.75,358.68,353.13,353.99,352.83,1462768,1462768,0.24,0.06784452,354.8875,"July 31, 25",0.0006784452,,,,,
2025-07-30,344.24,355.49,342.71,355.06,353.9,2390029,2390029,10.82,3.14,349.375,"July 30, 25",0.0314,,,,,
2025-07-29,341.12,348.42,339.82,344.5,343.37,1879387,1879387,3.38,0.99085,343.465,"July 29, 25",0.0099085,,,,,
2025-07-28,332.08,341.19,331.61,340.54,339.43,1869533,1869533,8.47,2.55,336.355,"July 28, 25",0.0255,,,,,
2025-07-25,335.97,345,330,334.32,333.23,3176338,3176338,-1.65,-0.49112,336.3225,"July 25, 25",-0.0049112,,,,,
2025-07-24,350.07,352.04,340.35,341.48,340.36,2404844,2404844,-8.59,-2.45,345.985,"July 24, 25",-0.0245,,,,,
2025-07-23,352.98,357.07,350.15,353.27,352.11,1237093,1237093,0.29,0.08215763,353.3675,"July 23, 25",0.0008215763,,,,,
2025-07-22,369.06,374.18,345.48,350.97,349.82,2985804,2985804,-18.09,-4.9,359.9225,"July 22, 25",-0.049,,,,,
2025-07-21,361.5,366.16,359.34,364.55,363.36,1145311,1145311,3.05,0.84371,362.8875,"July 21, 25",0.0084371,,,,,
2025-07-18,363.52,364.86,359.55,361.12,359.94,1029847,1029847,-2.4,-0.66021,362.2625,"July 18, 25",-0.0066021,,,,,
2025-07-17,361.51,365.51,358.06,362.6,361.41,1226100,1226100,1.09,0.30151,361.92,"July 17, 25",0.0030151,,,,,
2025-07-16,365.82,365.82,354.94,362.58,361.39,2004800,2004800,-3.24,-0.88568,362.29,"July 16, 25",-0.0088568,,,,,
2025-07-15,379.54,383,368.65,371.8,370.58,1304400,1304400,-7.74,-2.04,375.7475,"July 15, 25",-0.0204,,,,,
2025-07-14,375.93,381.48,374.67,380.45,379.21,935609,935609,4.52,1.2,378.1325,"July 14, 25",0.012,,,,,
2025-07-11,375.21,377.13,373.47,376.07,374.84,877100,877100,0.86,0.2292,375.47,"July 11, 25",0.002292,,,,,
2025-07-10,376.76,381.29,368.42,378.32,377.08,1584425,1584425,1.56,0.41406,376.1975,"July 10, 25",0.0041406,,,,,
2025-07-09,379,379,375.03,378.44,377.2,1217743,1217743,-0.56,-0.14776,377.8675,"July 09, 25",-0.0014776,,,,,
2025-07-08,376.69,382.55,375.8,377.6,376.37,1098700,1098700,0.91,0.24158,378.16,"July 08, 25",0.0024158,,,,,
2025-07-07,377.09,378.98,374.96,378.98,377.74,1369719,1369719,1.89,0.50121,377.5025,"July 07, 25",0.0050121,,,,,
2025-07-03,379.16,381.18,371.22,376.58,375.35,943125,943125,-2.58,-0.68045,377.035,"July 03, 25",-0.0068045,,,,,
2025-07-02,386.98,386.98,377.42,378.04,376.8,1297373,1297373,-8.94,-2.31,382.355,"July 02, 25",-0.0231,,,,,
2025-07-01,384.09,391.01,381.04,389.53,388.26,1299900,1299900,5.44,1.42,386.4175,"July 01, 25",0.0142,,,,,
2025-06-30,376.39,383.39,375,383.1,381.85,1172515,1172515,6.71,1.78,379.47,"June 30, 25",0.0178,,,,,
2025-06-27,378.5,383.9,376.21,379.3,378.06,1554900,1554900,0.8,0.21136,379.4775,"June 27, 25",0.0021136,,,,,
2025-06-26,379.35,388.59,376.27,377.66,376.43,1838000,1838000,-1.69,-0.4455,380.4675,"June 26, 25",-0.004455,,,,,
2025-06-25,377.32,378.33,369.89,374.19,372.97,1294225,1294225,-3.13,-0.82953,374.9325,"June 25, 25",-0.0082953,,,,,
2025-06-24,378.93,379.23,373.03,379.02,377.78,1105100,1105100,0.09,0.02375109,377.5525,"June 24, 25",0.0002375109,,,,,
2025-06-23,378.96,380.64,372.33,378.72,377.48,1098033,1098033,-0.24,-0.06333122,377.6625,"June 23, 25",-0.0006333122,,,,,
2025-06-20,375.72,379.36,373.73,377.5,376.27,4238400,4238400,1.78,0.47376,376.5775,"June 20, 25",0.0047376,,,,,
2025-06-18,372.51,380.56,370.88,376.86,375.63,1374300,1374300,4.35,1.17,375.2025,"June 18, 25",0.0117,,,,,
2025-06-17,364.97,372.64,361.29,372.45,371.23,1334129,1334129,7.48,2.05,367.8375,"June 17, 25",0.0205,,,,,
2025-06-16,371.62,374.07,350.74,368.59,367.38,2140046,2140046,-3.03,-0.81535,366.255,"June 16, 25",-0.0081535,0.72,0.72,2025-06-16,2025-06-30,2025-04-25
2025-06-13,369.12,374.81,367.81,371.18,369.25,872300,872300,2.06,0.55808,370.73,"June 13, 25",0.0055808,,,,,
2025-06-12,368.05,371.67,366.15,371.67,369.74,787948,787948,3.62,0.98356,369.385,"June 12, 25",0.0098356,,,,,
2025-06-11,365.55,370.51,363.95,367.59,365.68,1026700,1026700,2.04,0.55806,366.9,"June 11, 25",0.0055806,,,,,
2025-06-10,367.1,369.09,358.19,364.92,363.02,1915091,1915091,-2.18,-0.59384,364.825,"June 10, 25",-0.0059384,,,,,
2025-06-09,381.87,381.87,356.25,373.01,371.07,2014602,2014602,-8.86,-2.32,373.25,"June 09, 25",-0.0232,,,,,
2025-06-06,381.35,386.56,380.73,384.34,382.34,619669,619669,2.99,0.78406,383.245,"June 06, 25",0.0078406,,,,,
2025-06-05,382.84,384.29,379.24,381.5,379.52,1058710,1058710,-1.34,-0.35002,381.9675,"June 05, 25",-0.0035002,,,,,
2025-06-04,385.11,386.24,381.46,381.66,379.68,943060,943060,-3.45,-0.89585,383.6175,"June 04, 25",-0.0089585,,,,,
2025-06-03,381.49,384.79,378.89,383.06,381.07,1220800,1220800,1.57,0.41154,382.0575,"June 03, 25",0.0041154,,,,,
2025-06-02,380.28,382.21,377.67,382.16,380.17,1066935,1066935,1.88,0.49437,380.58,"June 02, 25",0.0049437,,,,,
2025-05-30,377.62,384.69,375.01,381.39,379.41,2556400,2556400,3.77,0.99836,379.6775,"May 30, 25",0.0099836,,,,,
2025-05-29,382.61,386.21,378.17,378.65,376.68,1449501,1449501,-3.96,-1.03,381.41,"May 29, 25",-0.0103,,,,,
2025-05-28,376.97,382.34,376.95,378.44,376.47,921196,921196,1.47,0.38995,378.675,"May 28, 25",0.0038995,,,,,
2025-05-27,379.76,380.95,377.19,378.81,376.84,996920,996920,-0.95,-0.25016,379.1775,"May 27, 25",-0.0025016,,,,,
2025-05-23,374.56,377.46,373.61,376.59,374.63,1138200,1138200,2.03,0.54197,375.555,"May 23, 25",0.0054197,,,,,
2025-05-22,378.88,383.53,374.71,376.64,374.68,1250442,1250442,-2.24,-0.59122,378.44,"May 22, 25",-0.0059122,,,,,
2025-05-21,382.36,386.72,381,381.81,379.82,1118268,1118268,-0.55,-0.14384,382.9725,"May 21, 25",-0.0014384,,,,,
2025-05-20,385.03,388.12,384,386.05,384.04,1361442,1361442,1.02,0.26491,385.8,"May 20, 25",0.0026491,,,,,
2025-05-19,384.98,388.38,384.25,386.89,384.88,2041100,2041100,1.91,0.49613,386.125,"May 19, 25",0.0049613,,,,,
2025-05-16,386.46,388.09,380.97,387.52,385.5,1789904,1789904,1.06,0.27428,385.76,"May 16, 25",0.0027428,,,,,
2025-05-15,367.5,385.69,366.76,385.5,383.5,3047315,3047315,18,4.9,376.3625,"May 15, 25",0.049,,,,,
2025-05-14,368,372.1,365.68,367.5,365.59,1798780,1798780,-0.5,-0.13587,368.32,"May 14, 25",-0.0013587,,,,,
2025-05-13,362.45,372.94,361.45,368.1,366.19,2203519,2203519,5.65,1.56,366.235,"May 13, 25",0.0156,,,,,
2025-05-12,355.06,373.37,354.76,363.28,361.39,1679400,1679400,8.22,2.32,361.6175,"May 12, 25",0.0232,,,,,
2025-05-09,354,356.93,352.37,353.7,351.86,979511,979511,-0.3,-0.08474576,354.25,"May 09, 25",-0.0008474576,,,,,
2025-05-08,358.69,363.96,353.7,353.92,352.08,1224500,1224500,-4.77,-1.33,357.5675,"May 08, 25",-0.0133,,,,,
2025-05-07,356.15,363.51,350.17,360.98,359.1,1984407,1984407,4.83,1.36,357.7025,"May 07, 25",0.0136,,,,,
2025-05-06,349.6,360.94,346.21,356.7,354.85,1587068,1587068,7.1,2.03,353.3625,"May 06, 25",0.0203,,,,,
2025-05-05,348.47,351.15,344.22,349.38,347.56,789946,789946,0.91,0.26114,348.305,"May 05, 25",0.0026114,,,,,
2025-05-02,346.81,348.9,344.64,347.97,346.16,802332,802332,1.16,0.33448,347.08,"May 02, 25",0.0033448,,,,,
2025-05-01,344,348.14,340.96,343.04,341.26,1148001,1148001,-0.96,-0.27907,344.035,"May 01, 25",-0.0027907,,,,,
2025-04-30,340.16,346.09,335.11,345.08,343.29,1330473,1330473,4.92,1.45,341.61,"April 30, 25",0.0145,,,,,
2025-04-29,331.33,343.6,329.72,340.58,338.81,1416600,1416600,9.25,2.79,336.3075,"April 29, 25",0.0279,,,,,
2025-04-28,327.05,333.08,326.14,332.02,330.29,1528183,1528183,4.97,1.52,329.5725,"April 28, 25",0.0152,,,,,
2025-04-25,350.25,350.25,321.39,327.92,326.21,2803687,2803687,-22.33,-6.38,337.4525,"April 25, 25",-0.0638,,,,,
2025-04-24,337.62,342.98,335.97,341.41,339.63,2272315,2272315,3.79,1.12,339.495,"April 24, 25",0.0112,,,,,
2025-04-23,328.63,338.02,328,335.98,334.23,1402141,1402141,7.35,2.24,332.6575,"April 23, 25",0.0224,,,,,
2025-04-22,320.29,324.92,317.54,324.62,322.93,1433202,1433202,4.33,1.35,321.8425,"April 22, 25",0.0135,,,,,
2025-04-21,334.93,334.93,314.43,317.61,315.96,1650361,1650361,-17.32,-5.17,325.475,"April 21, 25",-0.0517,,,,,
2025-04-17,336.35,338.78,331.07,335.01,333.27,1830645,1830645,-1.34,-0.39839,335.3025,"April 17, 25",-0.0039839,,,,,
2025-04-16,336.56,337.33,329.15,331,329.28,1194603,1194603,-5.56,-1.65,333.51,"April 16, 25",-0.0165,,,,,
2025-04-15,337.73,341.39,335.26,335.55,333.81,1011635,1011635,-2.18,-0.64549,337.4825,"April 15, 25",-0.0064549,,,,,
2025-04-14,336.49,341.16,332.53,340.62,338.85,1172453,1172453,4.13,1.23,337.7,"April 14, 25",0.0123,,,,,
2025-04-11,334.41,336.54,324.46,333.37,331.64,1677514,1677514,-1.04,-0.311,332.195,"April 11, 25",-0.00311,,,,,
2025-04-10,340.28,342.17,324.4,334.99,333.25,2134749,2134749,-5.29,-1.55,335.46,"April 10, 25",-0.0155,,,,,
2025-04-09,326.9,344.79,322.04,338.53,336.77,2909128,2909128,11.63,3.56,333.065,"April 09, 25",0.0356,,,,,
2025-04-08,339.9,345.97,328.04,332.18,330.45,2058745,2058745,-7.72,-2.27,336.5225,"April 08, 25",-0.0227,,,,,
2025-04-07,326.25,335.4,318.46,329.63,327.92,1999100,1999100,3.38,1.04,327.435,"April 07, 25",0.0104,,,,,
2025-04-04,346.5,348.66,330.28,331.65,329.93,2518314,2518314,-14.85,-4.29,339.2725,"April 04, 25",-0.0429,,,,,
2025-04-03,346.35,353.35,345.12,349.14,347.32,1947004,1947004,2.79,0.80554,348.49,"April 03, 25",0.0080554,,,,,
2025-04-02,343.92,348.55,342.05,347.03,345.23,1249681,1249681,3.11,0.90428,345.3875,"April 02, 25",0.0090428,,,,,
2025-04-01,346.8,347.98,342.76,345.73,343.93,1226460,1226460,-1.07,-0.30854,345.8175,"April 01, 25",-0.0030854,,,,,
2025-03-31,341.19,348.44,339.63,345.55,343.75,1571800,1571800,4.36,1.28,343.7025,"March 31, 25",0.0128,,,,,
2025-03-28,343,344.97,340.65,342.16,340.38,1114502,1114502,-0.84,-0.2449,342.695,"March 28, 25",-0.002449,,,,,
2025-03-27,337.94,343.66,333.61,342.34,340.56,1326212,1326212,4.4,1.3,339.3875,"March 27, 25",0.013,,,,,
2025-03-26,337,340.5,332.84,337.29,335.54,1191800,1191800,0.29,0.08605341,336.9075,"March 26, 25",0.0008605341,,,,,
2025-03-25,336.74,342.74,332.89,336.46,334.71,1318000,1318000,-0.28,-0.0831502,337.2075,"March 25, 25",-0.000831502,,,,,
2025-03-24,327.82,336.79,326.03,333.84,332.1,1423800,1423800,6.02,1.84,331.12,"March 24, 25",0.0184,,,,,
2025-03-21,331.96,332.14,325.36,328.79,327.08,3392441,3392441,-3.17,-0.95493,329.5625,"March 21, 25",-0.0095493,,,,,
2025-03-20,332.82,335.48,331.78,333.52,331.79,1671408,1671408,0.7,0.21032,333.4,"March 20, 25",0.0021032,,,,,
2025-03-19,331.01,335.69,330.47,334.18,332.44,1276336,1276336,3.17,0.95767,332.8375,"March 19, 25",0.0095767,,,,,
2025-03-18,328.53,332.62,327.32,330.16,328.44,1009700,1009700,1.63,0.49615,329.6575,"March 18, 25",0.0049615,,,,,
2025-03-17,318.09,329.94,316.29,328.46,326.75,1104350,1104350,10.37,3.26,323.195,"March 17, 25",0.0326,0.72,0.72,2025-03-17,2025-03-31,2025-01-24
2025-03-14,315.84,321.5,313.21,319.39,317.01,1041819,1041819,3.55,1.12,317.485,"March 14, 25",0.0112,,,,,
2025-03-13,312.82,317.28,311.26,314.79,312.44,957530,957530,1.97,0.62976,314.0375,"March 13, 25",0.0062976,,,,,
