date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,dividend,recordDate,paymentDate,adjDividend
2025-03-10,136.04,136.87,132.02,133.35,133.18,1389015,1389015,-2.69,-1.98,134.57,"March 10, 25",-0.0198,,,,,
2025-03-07,137.75,140,134.73,139.95,139.77,1210572,1210572,2.2,1.6,138.1075,"March 07, 25",0.016,,,,,
2025-03-06,139.43,142.17,137.79,138.25,138.08,1188885,1188885,-1.18,-0.8463,139.41,"March 06, 25",-0.008463,,,,,
2025-03-05,142.18,144.39,140.56,143.14,142.96,1296382,1296382,0.96,0.6752,142.5675,"March 05, 25",0.006752,,,,,
2025-03-04,144.3,144.55,140.21,141.56,141.38,1835147,1835147,-2.74,-1.9,142.655,"March 04, 25",-0.019,,,,,
2025-03-03,156.13,156.84,145.38,146.45,146.27,2042300,2042300,-9.68,-6.2,151.2,"March 03, 25",-0.062,,,,,
2025-02-28,153.13,154.98,151.44,154.92,154.72,2009709,2009709,1.79,1.17,153.6175,"February 28, 25",0.0117,,,,,
2025-02-27,159.79,159.79,153.77,154.12,153.93,952447,952447,-5.67,-3.55,156.8675,"February 27, 25",-0.0355,,,,,
2025-02-26,159.36,160.93,157.95,158.75,158.55,1034400,1034400,-0.61,-0.38278,159.2475,"February 26, 25",-0.0038278,,,,,
2025-02-25,159,160.71,156.87,157.51,157.31,1260400,1260400,-1.49,-0.93711,158.5225,"February 25, 25",-0.0093711,,,,,
2025-02-24,162.87,163.32,158.12,159.1,158.9,1476837,1476837,-3.77,-2.31,160.8525,"February 24, 25",-0.0231,,,,,
2025-02-21,166.72,167.04,161.75,162.61,162.41,1115975,1115975,-4.11,-2.47,164.53,"February 21, 25",-0.0247,,,,,
2025-02-20,168.89,169.1,164.7,166.12,165.91,1005800,1005800,-2.77,-1.64,167.2025,"February 20, 25",-0.0164,,,,,
2025-02-19,169.87,170.69,168.67,169.09,168.88,829555,829555,-0.78,-0.45917,169.58,"February 19, 25",-0.0045917,,,,,
2025-02-18,170.99,171.45,168.13,169.92,169.71,1070841,1070841,-1.07,-0.62577,170.1225,"February 18, 25",-0.0062577,2025-01-23,0.08,2025-02-18,2025-03-04,0.08
2025-02-14,169.41,170.18,168.33,169.65,169.36,604613,604613,0.24,0.14167,169.3925,"February 14, 25",0.0014167,,,,,
2025-02-13,168.8,169.2,166.78,168.67,168.38,681600,681600,-0.13,-0.07701422,168.3625,"February 13, 25",-0.0007701422,,,,,
2025-02-12,165.19,169.41,164.24,168.83,168.54,1160979,1160979,3.64,2.2,166.9175,"February 12, 25",0.022,,,,,
2025-02-11,165,167.57,165,167.32,167.03,846100,846100,2.32,1.41,166.2225,"February 11, 25",0.0141,,,,,
2025-02-10,166.38,167.77,165.84,166.52,166.24,990700,990700,0.14,0.08414473,166.6275,"February 10, 25",0.0008414473,,,,,
2025-02-07,166.84,169.32,164.48,165.41,165.13,1022157,1022157,-1.43,-0.85711,166.5125,"February 07, 25",-0.0085711,,,,,
2025-02-06,164.52,166.14,164,165.75,165.47,1002790,1002790,1.23,0.74763,165.1025,"February 06, 25",0.0074763,,,,,
2025-02-05,162.34,164.92,161.83,163.62,163.34,1206703,1206703,1.28,0.78847,163.1775,"February 05, 25",0.0078847,,,,,
2025-02-04,160.36,161.98,159.1,161.83,161.55,814400,814400,1.47,0.91669,160.8175,"February 04, 25",0.0091669,,,,,
2025-02-03,157.65,160.72,155.74,159.48,159.21,1421698,1421698,1.83,1.16,158.3975,"February 03, 25",0.0116,,,,,
2025-01-31,164.28,165,161.27,162.41,162.13,1185329,1185329,-1.87,-1.14,163.24,"January 31, 25",-0.0114,,,,,
2025-01-30,162.4,164.38,160.83,162.64,162.36,1207264,1207264,0.24,0.14778,162.5625,"January 30, 25",0.0014778,,,,,
2025-01-29,164.93,165.78,160.03,160.98,160.7,1361325,1361325,-3.95,-2.39,162.93,"January 29, 25",-0.0239,,,,,
2025-01-28,162.79,163.16,158.58,161.72,161.44,1369000,1369000,-1.07,-0.65729,161.5625,"January 28, 25",-0.0065729,,,,,
2025-01-27,167.05,168.88,155.51,159.53,159.26,3052385,3052385,-7.52,-4.5,162.7425,"January 27, 25",-0.045,,,,,
2025-01-24,174.48,174.8,171.67,173.33,173.03,1592761,1592761,-1.15,-0.6591,173.57,"January 24, 25",-0.006591,,,,,
2025-01-23,167.49,171.55,166.5,171.24,170.95,1276368,1276368,3.75,2.24,169.195,"January 23, 25",0.0224,,,,,
2025-01-22,168.95,170.8,168.36,168.97,168.68,1500540,1500540,0.02,0.01183782,169.27,"January 22, 25",0.0001183782,,,,,
2025-01-21,165,168.8,164.6,167.58,167.29,1450142,1450142,2.58,1.56,166.495,"January 21, 25",0.0156,,,,,
2025-01-17,163,164.25,161.69,162.9,162.62,1620961,1620961,-0.1,-0.06134969,162.96,"January 17, 25",-0.0006134969,,,,,
2025-01-16,159.35,162.72,158.87,161.73,161.45,1648301,1648301,2.38,1.49,160.6675,"January 16, 25",0.0149,,,,,
2025-01-15,159.18,159.6,156.23,158.17,157.9,1587966,1587966,-1.01,-0.6345,158.295,"January 15, 25",-0.006345,,,,,
2025-01-14,154.77,156.7,153.51,155.97,155.7,1266916,1266916,1.2,0.77534,155.2375,"January 14, 25",0.0077534,,,,,
2025-01-13,151.38,153.7,150.52,153.51,153.25,1102202,1102202,2.13,1.41,152.2775,"January 13, 25",0.0141,,,,,
2025-01-10,152.48,156.11,151.21,153.88,153.62,1266401,1266401,1.4,0.91815,153.42,"January 10, 25",0.0091815,,,,,
2025-01-08,151.71,154.53,150.48,153.95,153.69,1121432,1121432,2.24,1.48,152.6675,"January 08, 25",0.0148,,,,,
2025-01-07,153,155.73,152.45,152.73,152.47,1613197,1613197,-0.27,-0.17647,153.4775,"January 07, 25",-0.0017647,,,,,
2025-01-06,151.51,153,150.67,152.02,151.76,1359300,1359300,0.51,0.33661,151.8,"January 06, 25",0.0033661,,,,,
2025-01-03,144,150.94,144,149.66,149.4,2004320,2004320,5.66,3.93,147.15,"January 03, 25",0.0393,,,,,
2025-01-02,144.53,145.74,142.47,142.83,142.59,910422,910422,-1.7,-1.18,143.8925,"January 02, 25",-0.0118,,,,,
2024-12-31,143.8,145.13,143.5,143.9,143.65,760116,760116,0.1,0.06954103,144.0825,"December 31, 24",0.0006954103,,,,,
2024-12-30,144,144.91,142.25,143.76,143.51,709837,709837,-0.24,-0.16667,143.73,"December 30, 24",-0.0016667,,,,,
2024-12-27,146.75,147.64,145.51,145.92,145.67,637800,637800,-0.83,-0.56559,146.455,"December 27, 24",-0.0056559,,,,,
2024-12-26,147.11,148.64,146.7,147.64,147.39,888249,888249,0.53,0.36027,147.5225,"December 26, 24",0.0036027,,,,,
2024-12-24,145.5,148.1,144.16,147.77,147.52,537200,537200,2.27,1.56,146.3825,"December 24, 24",0.0156,,,,,
2024-12-23,145.16,146.49,144.06,145.67,145.42,1246532,1246532,0.51,0.35134,145.345,"December 23, 24",0.0035134,,,,,
2024-12-20,139.98,145.75,139.98,145,144.75,6861290,6861290,5.02,3.59,142.6775,"December 20, 24",0.0359,,,,,
2024-12-19,145.27,145.63,137.78,140.44,140.2,2413692,2413692,-4.83,-3.32,142.28,"December 19, 24",-0.0332,,,,,
2024-12-18,148.17,150.08,141,143.69,143.44,4765100,4765100,-4.47,-3.02,145.735,"December 18, 24",-0.0302,,,,,
2024-12-17,134.87,135.51,132.95,133.96,133.73,1823900,1823900,-0.91,-0.67472,134.3225,"December 17, 24",-0.0067472,,,,,
2024-12-16,135.2,136.49,133.16,134.99,134.76,1509644,1509644,-0.21,-0.15533,134.96,"December 16, 24",-0.0015533,,,,,
2024-12-13,134.64,135.42,133.4,135.13,134.9,763002,763002,0.49,0.36393,134.6475,"December 13, 24",0.0036393,,,,,
2024-12-12,133.22,134.17,132.82,133.64,133.41,905300,905300,0.42,0.31527,133.4625,"December 12, 24",0.0031527,,,,,
2024-12-11,134.08,134.25,132.25,133.69,133.46,673300,673300,-0.39,-0.29087,133.5675,"December 11, 24",-0.0029087,,,,,
2024-12-10,134.75,134.75,131.92,132.75,132.52,888833,888833,-2,-1.48,133.5425,"December 10, 24",-0.0148,,,,,
2024-12-09,135.96,136.46,134.19,134.27,134.04,963251,963251,-1.69,-1.24,135.22,"December 09, 24",-0.0124,,,,,
2024-12-06,135.89,136.59,134.67,135.64,135.41,824700,824700,-0.25,-0.18397,135.6975,"December 06, 24",-0.0018397,,,,,
2024-12-05,137.49,137.59,135.51,135.78,135.55,730024,730024,-1.71,-1.24,136.5925,"December 05, 24",-0.0124,,,,,
2024-12-04,136.38,137.24,135.33,136.44,136.21,704600,704600,0.06,0.04399472,136.3475,"December 04, 24",0.0004399472,,,,,
2024-12-03,134.74,135.89,134.36,135.5,135.27,906103,906103,0.76,0.56405,135.1225,"December 03, 24",0.0056405,,,,,
2024-12-02,136.44,137.28,135.07,135.19,134.96,1058100,1058100,-1.25,-0.91615,135.995,"December 02, 24",-0.0091615,,,,,
2024-11-29,133.94,135.93,133.45,135.83,135.6,678900,678900,1.89,1.41,134.7875,"November 29, 24",0.0141,,,,,
2024-11-27,132.15,133.41,131.37,133.33,133.1,1882800,1882800,1.18,0.89292,132.565,"November 27, 24",0.0089292,,,,,
2024-11-26,133.68,134.48,132.45,132.72,132.49,865500,865500,-0.96,-0.71813,133.3325,"November 26, 24",-0.0071813,,,,,
2024-11-25,132.91,137.12,132.6,134,133.77,1369910,1369910,1.09,0.8201,134.1575,"November 25, 24",0.008201,,,,,
2024-11-22,130,131.51,129.48,131.12,130.9,1569098,1569098,1.12,0.86154,130.5275,"November 22, 24",0.0086154,,,,,
2024-11-21,128.98,131.79,128.54,130.64,130.42,948627,948627,1.66,1.29,129.9875,"November 21, 24",0.0129,,,,,
2024-11-20,127.55,128.85,126.82,128.18,127.96,1093736,1093736,0.63,0.49392,127.85,"November 20, 24",0.0049392,,,,,
2024-11-19,126.51,127.93,126.06,127.55,127.33,1311800,1311800,1.04,0.82207,127.0125,"November 19, 24",0.0082207,,,,,
2024-11-18,129.1,129.36,127.45,128.29,128.07,795191,795191,-0.81,-0.62742,128.55,"November 18, 24",-0.0062742,,,,,
2024-11-15,127.62,129.14,126.86,128.26,128.04,1074020,1074020,0.64,0.50149,127.97,"November 15, 24",0.0050149,2024-10-17,0.08,2024-11-15,2024-12-03,0.08
2024-11-14,130,131.72,128.59,129.04,128.74,1139700,1139700,-0.96,-0.73846,129.8375,"November 14, 24",-0.0073846,,,,,
2024-11-13,133,133.52,131.69,131.73,131.42,1061900,1061900,-1.27,-0.95489,132.485,"November 13, 24",-0.0095489,,,,,
2024-11-12,134.78,135.71,132.9,132.91,132.6,823900,823900,-1.87,-1.39,134.075,"November 12, 24",-0.0139,,,,,
2024-11-11,136.38,136.63,134.36,135.52,135.21,1239765,1239765,-0.86,-0.63059,135.7225,"November 11, 24",-0.0063059,,,,,
2024-11-08,136.75,137.39,135.52,135.75,135.44,936600,936600,-1,-0.73126,136.3525,"November 08, 24",-0.0073126,,,,,
2024-11-07,137.83,138.79,136.46,137.3,136.98,1192768,1192768,-0.53,-0.38453,137.595,"November 07, 24",-0.0038453,,,,,
2024-11-06,133,139.21,132.51,137.77,137.45,2006451,2006451,4.77,3.59,135.6225,"November 06, 24",0.0359,,,,,
2024-11-05,127.06,128.96,126.72,128.66,128.36,796337,796337,1.6,1.26,127.85,"November 05, 24",0.0126,,,,,
2024-11-04,129.39,129.96,127.05,127.3,127,1161311,1161311,-2.09,-1.62,128.425,"November 04, 24",-0.0162,,,,,
2024-11-01,124.29,128.27,124.29,127.67,127.37,1374655,1374655,3.38,2.72,126.13,"November 01, 24",0.0272,,,,,
2024-10-31,123.55,123.97,121.15,123.09,122.8,2040000,2040000,-0.46,-0.37232,122.94,"October 31, 24",-0.0037232,,,,,
2024-10-30,123.59,125.54,122.56,123.98,123.69,1192910,1192910,0.39,0.31556,123.9175,"October 30, 24",0.0031556,,,,,
2024-10-29,124.33,125.57,123.34,124.84,124.55,1127833,1127833,0.51,0.4102,124.52,"October 29, 24",0.004102,,,,,
2024-10-28,125.25,125.92,124.57,124.79,124.5,742316,742316,-0.46,-0.36727,125.1325,"October 28, 24",-0.0036727,,,,,
2024-10-25,125.64,126.61,124.38,124.72,124.43,680229,680229,-0.92,-0.73225,125.3375,"October 25, 24",-0.0073225,,,,,
2024-10-24,124.31,125.37,124.11,125.03,124.74,1044800,1044800,0.72,0.5792,124.705,"October 24, 24",0.005792,,,,,
2024-10-23,123.98,124.65,121.12,122.94,122.65,1552968,1552968,-1.04,-0.83884,123.1725,"October 23, 24",-0.0083884,,,,,
2024-10-22,122.39,125,122.01,124.02,123.73,1547806,1547806,1.63,1.33,123.355,"October 22, 24",0.0133,,,,,
2024-10-21,125.9,126.11,124.11,124.37,124.08,897006,897006,-1.53,-1.22,125.1225,"October 21, 24",-0.0122,,,,,
2024-10-18,125.83,127.69,125.36,126.3,126.01,1108700,1108700,0.47,0.37352,126.295,"October 18, 24",0.0037352,,,,,
2024-10-17,124.6,125.96,124.33,125.92,125.63,1056600,1056600,1.32,1.06,125.2025,"October 17, 24",0.0106,,,,,
2024-10-16,124.81,125.42,123.6,123.87,123.58,781911,781911,-0.94,-0.75314,124.425,"October 16, 24",-0.0075314,,,,,
2024-10-15,125.6,126.41,123.56,124.26,123.97,1268227,1268227,-1.34,-1.07,124.9575,"October 15, 24",-0.0107,,,,,
2024-10-14,125.34,126.97,124.5,125.77,125.48,1390209,1390209,0.43,0.34307,125.645,"October 14, 24",0.0034307,,,,,
2024-10-11,122.08,125.05,122.08,124.23,123.94,891517,891517,2.15,1.76,123.36,"October 11, 24",0.0176,,,,,
2024-10-10,122.93,123.58,121.78,122.91,122.62,945000,945000,-0.02,-0.01626942,122.8,"October 10, 24",-0.0001626942,,,,,
2024-10-09,123.45,125.19,122.66,124.02,123.73,1247417,1247417,0.57,0.46173,123.83,"October 09, 24",0.0046173,,,,,
2024-10-08,122.29,123.64,121.15,123.34,123.05,1360600,1360600,1.05,0.85861,122.605,"October 08, 24",0.0085861,,,,,
2024-10-07,120.63,122.65,120.63,122.3,122.02,1407306,1407306,1.67,1.38,121.5525,"October 07, 24",0.0138,,,,,
2024-10-04,122.67,123.04,120.5,121.66,121.38,1043352,1043352,-1.01,-0.82335,121.9675,"October 04, 24",-0.0082335,,,,,
2024-10-03,118.17,120.4,118.14,119.9,119.62,1233828,1233828,1.73,1.46,119.1525,"October 03, 24",0.0146,,,,,
2024-10-02,118.61,120.69,118.53,118.97,118.69,1376700,1376700,0.36,0.30352,119.2,"October 02, 24",0.0030352,,,,,
2024-10-01,119.63,119.67,117.69,119.16,118.88,1618089,1618089,-0.47,-0.39288,119.0375,"October 01, 24",-0.0039288,,,,,
2024-09-30,121.45,122.45,118.21,119.83,119.55,1969725,1969725,-1.62,-1.33,120.485,"September 30, 24",-0.0133,,,,,
2024-09-27,127.82,128,122.22,122.34,122.06,2053600,2053600,-5.48,-4.29,125.095,"September 27, 24",-0.0429,,,,,
2024-09-26,124,129.97,123.56,126.65,126.36,3817500,3817500,2.65,2.14,126.045,"September 26, 24",0.0214,,,,,
2024-09-25,113.41,116.15,113.28,113.43,113.17,1972830,1972830,0.02,0.01763513,114.0675,"September 25, 24",0.0001763513,,,,,
2024-09-24,114.97,115,112.68,112.86,112.6,1322100,1322100,-2.11,-1.84,113.8775,"September 24, 24",-0.0184,,,,,
2024-09-23,114,114.62,112.63,113.04,112.78,1565502,1565502,-0.96,-0.84211,113.5725,"September 23, 24",-0.0084211,,,,,
2024-09-20,111.88,114.39,111.2,113.96,113.7,5777414,5777414,2.08,1.86,112.8575,"September 20, 24",0.0186,,,,,
2024-09-19,111.23,111.69,109.56,110.86,110.6,1828700,1828700,-0.37,-0.33264,110.835,"September 19, 24",-0.0033264,,,,,
2024-09-18,107.51,110.37,107.11,107.85,107.6,1360445,1360445,0.34,0.31625,108.21,"September 18, 24",0.0031625,,,,,
2024-09-17,106.07,107.73,106.05,106.83,106.58,1335801,1335801,0.76,0.71651,106.67,"September 17, 24",0.0071651,,,,,
2024-09-16,104.07,105.97,103.82,105.72,105.47,1329717,1329717,1.65,1.59,104.895,"September 16, 24",0.0159,,,,,
2024-09-13,104.73,106.88,104.46,105.9,105.65,2468580,2468580,1.17,1.12,105.4925,"September 13, 24",0.0112,,,,,
2024-09-12,103.46,104.91,102.57,103.8,103.56,1173545,1173545,0.34,0.32863,103.685,"September 12, 24",0.0032863,,,,,
2024-09-11,101.28,103.62,99.67,103.44,103.2,1566600,1566600,2.16,2.13,102.0025,"September 11, 24",0.0213,,,,,
2024-09-10,102.93,102.93,100.78,101.64,101.4,1521500,1521500,-1.29,-1.25,102.07,"September 10, 24",-0.0125,,,,,
2024-09-09,102,104.83,101.52,102.68,102.44,2102911,2102911,0.68,0.66667,102.7575,"September 09, 24",0.0066667,,,,,
2024-09-06,102.21,103.24,100.17,101.04,100.81,1278400,1278400,-1.17,-1.14,101.665,"September 06, 24",-0.0114,,,,,
2024-09-05,103.32,104.46,102.09,102.59,102.35,1088610,1088610,-0.73,-0.70654,103.115,"September 05, 24",-0.0070654,,,,,
2024-09-04,102.7,104.46,102.05,103.6,103.36,1254000,1254000,0.9,0.87634,103.2025,"September 04, 24",0.0087634,,,,,
2024-09-03,106.75,107.6,103.12,103.41,103.17,1990273,1990273,-3.34,-3.13,105.22,"September 03, 24",-0.0313,,,,,
2024-08-30,108.89,109.49,107.47,109.28,109.03,2024137,2024137,0.39,0.35816,108.7825,"August 30, 24",0.0035816,,,,,
2024-08-29,108.03,109.78,107.24,107.64,107.39,1251437,1251437,-0.39,-0.36101,108.1725,"August 29, 24",-0.0036101,,,,,
2024-08-28,107.3,108.46,107.09,107.34,107.09,1128410,1128410,0.04,0.03727866,107.5475,"August 28, 24",0.0003727866,,,,,
2024-08-27,107.86,108.12,106.71,107.6,107.35,1075500,1075500,-0.26,-0.24105,107.5725,"August 27, 24",-0.0024105,,,,,
2024-08-26,109,109.8,108.11,108.7,108.45,1102200,1102200,-0.3,-0.27523,108.9025,"August 26, 24",-0.0027523,,,,,
2024-08-23,108.49,109.53,107.37,108.51,108.26,1442535,1442535,0.02,0.01843488,108.475,"August 23, 24",0.0001843488,,,,,
2024-08-22,108.73,109.27,107,107.14,106.89,821300,821300,-1.59,-1.46,108.035,"August 22, 24",-0.0146,,,,,
2024-08-21,107.56,109.04,107.02,108.61,108.36,708914,708914,1.05,0.9762,108.0575,"August 21, 24",0.009762,,,,,
2024-08-20,107.29,108.11,106.62,106.87,106.62,728000,728000,-0.42,-0.39146,107.2225,"August 20, 24",-0.0039146,,,,,
2024-08-19,106.63,107.55,105.78,107.46,107.21,717037,717037,0.83,0.77839,106.855,"August 19, 24",0.0077839,,,,,
2024-08-16,106.61,106.88,105.07,106.35,106.1,795000,795000,-0.26,-0.24388,106.2275,"August 16, 24",-0.0024388,,,,,
2024-08-15,105.11,108.21,104.48,107.08,106.83,1403719,1403719,1.97,1.87,106.22,"August 15, 24",0.0187,2024-07-18,0.08,2024-08-15,2024-09-04,0.08
2024-08-14,104.94,105.34,102.65,103.27,102.95,1080700,1080700,-1.67,-1.59,104.05,"August 14, 24",-0.0159,,,,,
2024-08-13,102.83,104.75,102.14,104.04,103.72,867500,867500,1.21,1.18,103.44,"August 13, 24",0.0118,,,,,
2024-08-12,102.68,103.34,101.48,102.02,101.7,789900,789900,-0.66,-0.64277,102.38,"August 12, 24",-0.0064277,,,,,
2024-08-09,101.61,102.3,100.72,102.13,101.81,678549,678549,0.52,0.51176,101.69,"August 09, 24",0.0051176,,,,,
2024-08-08,100,102,98.96,101.89,101.57,1069593,1069593,1.89,1.89,100.7125,"August 08, 24",0.0189,,,,,
2024-08-07,102.34,103.44,97.96,98.44,98.13,1319448,1319448,-3.9,-3.81,100.545,"August 07, 24",-0.0381,,,,,
2024-08-06,98.51,101.95,97.95,100.46,100.15,1641500,1641500,1.95,1.98,99.7175,"August 06, 24",0.0198,,,,,
2024-08-05,96.07,98.98,95.85,97.55,97.25,2333218,2333218,1.48,1.54,97.1125,"August 05, 24",0.0154,,,,,
2024-08-02,106.2,106.2,96.77,99.62,99.31,3749817,3749817,-6.58,-6.2,102.1975,"August 02, 24",-0.062,,,,,
2024-08-01,111.86,112.66,107.01,109,108.66,1558312,1558312,-2.86,-2.56,110.1325,"August 01, 24",-0.0256,,,,,
2024-07-31,111.93,114.75,110.88,112.67,112.32,1382800,1382800,0.74,0.66113,112.5575,"July 31, 24",0.0066113,,,,,
2024-07-30,109.95,110.92,108.57,109.35,109.01,1397444,1397444,-0.6,-0.5457,109.6975,"July 30, 24",-0.005457,,,,,
2024-07-29,110.97,111.92,109.55,109.95,109.61,1151138,1151138,-1.02,-0.91917,110.5975,"July 29, 24",-0.0091917,,,,,
2024-07-26,112.24,112.77,110.3,110.38,110.04,1210941,1210941,-1.86,-1.66,111.4225,"July 26, 24",-0.0166,,,,,
2024-07-25,111.81,114.5,109.2,110.35,110.01,2079600,2079600,-1.46,-1.31,111.465,"July 25, 24",-0.0131,,,,,
2024-07-24,111.68,114.94,110.66,111.05,110.71,2045213,2045213,-0.63,-0.56411,112.0825,"July 24, 24",-0.0056411,,,,,
2024-07-23,112.74,113.31,112,112.17,111.82,1597920,1597920,-0.57,-0.50559,112.555,"July 23, 24",-0.0050559,,,,,
2024-07-22,111.62,113.52,109.75,113.3,112.95,1652800,1652800,1.68,1.51,112.0475,"July 22, 24",0.0151,,,,,
2024-07-19,112.94,113.77,110.17,110.54,110.2,1102221,1102221,-2.4,-2.13,111.855,"July 19, 24",-0.0213,,,,,
2024-07-18,115,115.63,111.41,112.22,111.87,1146500,1146500,-2.78,-2.42,113.565,"July 18, 24",-0.0242,,,,,
2024-07-17,115.97,116.46,114.05,114.92,114.56,1226674,1226674,-1.05,-0.90541,115.35,"July 17, 24",-0.0090541,,,,,
2024-07-16,115.65,118.26,115.2,118.07,117.7,896440,896440,2.42,2.09,116.795,"July 16, 24",0.0209,,,,,
2024-07-15,114.42,116.64,114.42,115.3,114.94,848800,848800,0.88,0.7691,115.195,"July 15, 24",0.007691,,,,,
2024-07-12,114.44,116.18,114.37,114.93,114.57,818600,818600,0.49,0.42817,114.98,"July 12, 24",0.0042817,,,,,
2024-07-11,114.43,116.27,113.92,114.42,114.07,1266884,1266884,-0.01,-0.00873897,114.76,"July 11, 24",-8.73897e-05,,,,,
2024-07-10,111.9,114.04,110.94,113.69,113.34,1125300,1125300,1.79,1.6,112.6425,"July 10, 24",0.016,,,,,
2024-07-09,110.15,111.86,109.99,110.01,109.67,1045200,1045200,-0.14,-0.1271,110.5025,"July 09, 24",-0.001271,,,,,
2024-07-08,108.97,111.26,108.2,110.02,109.68,1329000,1329000,1.05,0.96357,109.6125,"July 08, 24",0.0096357,,,,,
2024-07-05,109.47,110.58,108.32,108.56,108.22,1682200,1682200,-0.91,-0.83128,109.2325,"July 05, 24",-0.0083128,,,,,
2024-07-03,108.86,110.18,108.6,110.1,109.76,1053500,1053500,1.24,1.14,109.435,"July 03, 24",0.0114,,,,,
2024-07-02,108.18,109.78,107.5,108.53,108.19,1581121,1581121,0.35,0.32353,108.4975,"July 02, 24",0.0032353,,,,,
2024-07-01,109.01,109.55,107.55,108.52,108.18,1742225,1742225,-0.49,-0.4495,108.6575,"July 01, 24",-0.004495,,,,,
2024-06-28,108.13,110.2,107.83,108.79,108.45,5682600,5682600,0.66,0.61038,108.7375,"June 28, 24",0.0061038,,,,,
2024-06-27,112.25,113.17,107.78,107.92,107.59,2356242,2356242,-4.33,-3.86,110.28,"June 27, 24",-0.0386,,,,,
2024-06-26,112.9,112.97,110.83,112.24,111.89,1852533,1852533,-0.66,-0.58459,112.235,"June 26, 24",-0.0058459,,,,,
2024-06-25,112.51,114.48,112.51,114.38,114.03,1784732,1784732,1.87,1.66,113.47,"June 25, 24",0.0166,,,,,
2024-06-24,113.27,115.6,112.61,112.98,112.63,2920517,2920517,-0.29,-0.25603,113.615,"June 24, 24",-0.0025603,,,,,
2024-06-21,111,115.13,110.47,113.19,112.84,4897586,4897586,2.19,1.97,112.4475,"June 21, 24",0.0197,,,,,
2024-06-20,120.26,124.54,111.02,111.79,111.44,5579100,5579100,-8.47,-7.04,116.9025,"June 20, 24",-0.0704,,,,,
2024-06-18,125.61,129.22,125.6,126.23,125.84,3013800,3013800,0.62,0.49359,126.665,"June 18, 24",0.0049359,,,,,
2024-06-17,119.47,125.02,119.12,124.48,124.09,1919100,1919100,5.01,4.19,122.0225,"June 17, 24",0.0419,,,,,
2024-06-14,119.85,120.12,118.38,119.48,119.11,915400,915400,-0.37,-0.30872,119.4575,"June 14, 24",-0.0030872,,,,,
2024-06-13,120.65,121.17,118.14,121.1,120.72,738822,738822,0.45,0.37298,120.265,"June 13, 24",0.0037298,,,,,
2024-06-12,119.04,120.88,117.83,120.63,120.26,1069400,1069400,1.59,1.34,119.595,"June 12, 24",0.0134,,,,,
2024-06-11,116.62,118.03,115.77,117.75,117.38,1120744,1120744,1.13,0.96896,117.0425,"June 11, 24",0.0096896,,,,,
2024-06-10,113.13,117.26,113.13,117.1,116.74,997606,997606,3.97,3.51,115.155,"June 10, 24",0.0351,,,,,
2024-06-07,113.73,114.41,112.98,113.88,113.53,964828,964828,0.15,0.13189,113.75,"June 07, 24",0.0013189,,,,,
2024-06-06,115.5,116.24,113.98,114.32,113.97,826000,826000,-1.18,-1.02,115.01,"June 06, 24",-0.0102,,,,,
2024-06-05,115,116.03,113.73,115.97,115.61,939163,939163,0.97,0.84348,115.1825,"June 05, 24",0.0084348,,,,,
2024-06-04,116.13,116.13,114.07,114.21,113.86,788435,788435,-1.92,-1.65,115.135,"June 04, 24",-0.0165,,,,,
2024-06-03,119.4,119.4,115.97,117.23,116.87,768300,768300,-2.17,-1.82,118,"June 03, 24",-0.0182,,,,,
2024-05-31,118.86,119.58,115.51,118.9,118.53,2308100,2308100,0.04,0.03365304,118.2125,"May 31, 24",0.0003365304,,,,,
2024-05-30,117.62,120.35,117.45,119.22,118.85,951600,951600,1.6,1.36,118.66,"May 30, 24",0.0136,,,,,
2024-05-29,117.71,118.29,116.84,117.33,116.97,958737,958737,-0.38,-0.32283,117.5425,"May 29, 24",-0.0032283,,,,,
2024-05-28,120.53,120.53,117.49,118.77,118.4,993200,993200,-1.76,-1.46,119.33,"May 28, 24",-0.0146,,,,,
2024-05-24,119.91,120.89,118.58,119.6,119.23,1147400,1147400,-0.31,-0.25853,119.745,"May 24, 24",-0.0025853,,,,,
2024-05-23,120.07,120.93,117.98,118.79,118.42,1095800,1095800,-1.28,-1.07,119.4425,"May 23, 24",-0.0107,,,,,
2024-05-22,118.07,119.31,116.85,118.18,117.81,1452513,1452513,0.11,0.09316507,118.1025,"May 22, 24",0.0009316507,,,,,
2024-05-21,118.09,118.92,116.55,117.79,117.42,1730700,1730700,-0.3,-0.25404,117.8375,"May 21, 24",-0.0025404,,,,,
2024-05-20,111.97,124.13,111.68,121.01,120.63,3271560,3271560,9.04,8.07,117.1975,"May 20, 24",0.0807,,,,,
2024-05-17,115.82,116.03,114.42,115.02,114.66,1136706,1136706,-0.8,-0.69073,115.3225,"May 17, 24",-0.0069073,,,,,
2024-05-16,115.5,116.77,114.57,115.38,115.02,1527222,1527222,-0.12,-0.1039,115.555,"May 16, 24",-0.001039,,,,,
2024-05-15,118.7,118.7,113.85,115.47,115.11,2742699,2742699,-3.23,-2.72,116.68,"May 15, 24",-0.0272,,,,,
2024-05-14,117.7,118.89,117.01,117.65,117.29,1336978,1336978,-0.05,-0.04248088,117.8125,"May 14, 24",-0.0004248088,2024-04-17,0.08,2024-05-15,2024-06-04,0.08
