date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,dividend,declarationDate,recordDate,paymentDate
2024-05-22,53.76,53.91,53.41,53.5,49.26,4214295,4214295,-0.26,-0.48363,53.645,"May 22, 24",-0.0048363,,,,,
2024-05-21,53.87,54.23,53.51,53.94,49.67,3389634,3389634,0.07,0.12994,53.8875,"May 21, 24",0.0012994,,,,,
2024-05-20,53.66,53.92,53.24,53.78,49.52,3654130,3654130,0.12,0.22363,53.65,"May 20, 24",0.0022363,,,,,
2024-05-17,53.39,53.59,53.07,53.5,49.26,2898100,2898100,0.11,0.20603,53.3875,"May 17, 24",0.0020603,,,,,
2024-05-16,53.31,53.56,53.19,53.3,49.08,2709610,2709610,-0.01,-0.01875821,53.34,"May 16, 24",-0.0001875821,,,,,
2024-05-15,53.37,53.47,53.03,53.22,49,4123265,4123265,-0.15,-0.28106,53.2725,"May 15, 24",-0.0028106,,,,,
2024-05-14,53.32,53.36,52.67,52.84,48.65,3459708,3459708,-0.48,-0.90023,53.0475,"May 14, 24",-0.0090023,,,,,
2024-05-13,53,53.36,52.48,53.04,48.84,5545669,5545669,0.04,0.0754717,52.97,"May 13, 24",0.000754717,,,,,
2024-05-10,53.5,53.67,52.75,53.07,48.86,5043431,5043431,-0.43,-0.80374,53.2475,"May 10, 24",-0.0080374,,,,,
2024-05-09,52.24,53.1,51.93,52.84,48.65,3716002,3716002,0.6,1.15,52.5275,"May 09, 24",0.0115,,,,,
2024-05-08,51.9,52.23,51.53,52.15,48.02,3172735,3172735,0.25,0.4817,51.9525,"May 08, 24",0.004817,,,,,
2024-05-07,51.81,52.24,51.58,52.12,47.99,3547627,3547627,0.31,0.59834,51.9375,"May 07, 24",0.0059834,,,,,
2024-05-06,51.58,51.65,51.04,51.41,47.34,3001028,3001028,-0.17,-0.32959,51.42,"May 06, 24",-0.0032959,,,,,
2024-05-03,51.67,51.85,50.66,51.4,47.33,3741800,3741800,-0.27,-0.52255,51.395,"May 03, 24",-0.0052255,,,,,
2024-05-02,52.16,52.39,50.68,51.16,47.11,4651600,4651600,-1,-1.92,51.5975,"May 02, 24",-0.0192,,,,,
2024-05-01,50.93,52.09,49.93,51.15,47.1,7032244,7032244,0.22,0.43197,51.025,"May 01, 24",0.0043197,,,,,
2024-04-30,50.63,51.5,50.21,50.98,46.94,4741131,4741131,0.35,0.69129,50.83,"April 30, 24",0.0069129,,,,,
2024-04-29,50.77,51.39,50.69,51.14,47.09,2627478,2627478,0.37,0.72878,50.9975,"April 29, 24",0.0072878,,,,,
2024-04-26,51,51.22,50.2,50.45,46.45,3477143,3477143,-0.55,-1.08,50.7175,"April 26, 24",-0.0108,,,,,
2024-04-25,51.02,51.22,50.35,50.97,46.93,4517600,4517600,-0.05,-0.09800078,50.89,"April 25, 24",-0.0009800078,,,,,
2024-04-24,50.01,51.36,49.62,51.23,47.17,3538470,3538470,1.22,2.44,50.555,"April 24, 24",0.0244,,,,,
2024-04-23,50.36,51.11,50.24,50.67,46.65,4636500,4636500,0.31,0.61557,50.595,"April 23, 24",0.0061557,,,,,
2024-04-22,49.66,50.67,49.43,50.63,46.62,4257294,4257294,0.97,1.95,50.0975,"April 22, 24",0.0195,,,,,
2024-04-19,48.81,49.98,48.68,49.84,45.89,4112500,4112500,1.03,2.11,49.3275,"April 19, 24",0.0211,,,,,
2024-04-18,48.61,48.81,48.17,48.57,44.72,2822732,2822732,-0.04,-0.0822876,48.54,"April 18, 24",-0.000822876,,,,,
2024-04-17,47.33,48.43,47.15,48.32,44.49,3124846,3124846,0.99,2.09,47.8075,"April 17, 24",0.0209,,,,,
2024-04-16,47.85,47.85,46.62,46.86,43.15,3467500,3467500,-0.99,-2.07,47.295,"April 16, 24",-0.0207,,,,,
2024-04-15,49.1,49.54,47.91,47.92,44.12,4414100,4414100,-1.18,-2.4,48.6175,"April 15, 24",-0.024,,,,,
2024-04-12,49.25,49.45,48.39,48.91,45.03,5523843,5523843,-0.34,-0.69036,49,"April 12, 24",-0.0069036,,,,,
2024-04-11,49.14,49.2,48.39,49.02,45.14,3753124,3753124,-0.12,-0.2442,48.9375,"April 11, 24",-0.002442,,,,,
2024-04-10,48.35,48.97,47.69,48.8,44.93,4737100,4737100,0.45,0.93071,48.4525,"April 10, 24",0.0093071,,,,,
2024-04-09,48.98,49.59,48.73,49.55,45.62,4359626,4359626,0.57,1.16,49.2125,"April 09, 24",0.0116,,,,,
2024-04-08,48.61,49.12,48.41,48.78,44.91,2656911,2656911,0.17,0.34972,48.73,"April 08, 24",0.0034972,,,,,
2024-04-05,48.46,48.79,47.96,48.57,44.72,3825900,3825900,0.11,0.22699,48.445,"April 05, 24",0.0022699,,,,,
2024-04-04,49.19,49.25,48.16,48.65,44.79,6326976,6326976,-0.54,-1.1,48.8125,"April 04, 24",-0.011,,,,,
2024-04-03,48.81,49.17,48.41,48.63,44.78,3553950,3553950,-0.18,-0.36878,48.755,"April 03, 24",-0.0036878,,,,,
2024-04-02,49,49.35,48.48,48.72,44.86,3771458,3771458,-0.28,-0.57143,48.8875,"April 02, 24",-0.0057143,,,,,
2024-04-01,49.11,49.24,48.37,49.16,45.26,4255081,4255081,0.05,0.10181,48.97,"April 01, 24",0.0010181,,,,,
2024-03-28,48.65,49.35,48.44,49.19,45.29,5401400,5401400,0.54,1.11,48.9075,"March 28, 24",0.0111,,,,,
2024-03-27,46.83,48.55,46.64,48.52,44.67,6547100,6547100,1.69,3.61,47.635,"March 27, 24",0.0361,,,,,
2024-03-26,48.1,48.27,46.56,46.68,42.98,8490500,8490500,-1.42,-2.95,47.4025,"March 26, 24",-0.0295,,,,,
2024-03-25,48.28,48.38,47.88,48.25,44.43,3960721,3960721,-0.03,-0.06213753,48.1975,"March 25, 24",-0.0006213753,,,,,
2024-03-22,48.74,48.76,48.16,48.32,44.49,3857300,3857300,-0.42,-0.86172,48.495,"March 22, 24",-0.0086172,,,,,
2024-03-21,48.25,49.07,48.02,48.5,44.66,5090600,5090600,0.25,0.51813,48.46,"March 21, 24",0.0051813,,,,,
2024-03-20,48.45,48.58,47.77,48.16,44.34,4506611,4506611,-0.29,-0.59856,48.24,"March 20, 24",-0.0059856,,,,,
2024-03-19,48.6,48.91,48.34,48.51,44.67,8266800,8266800,-0.09,-0.18519,48.59,"March 19, 24",-0.0018519,,,,,
2024-03-18,47.95,48.8,47.7,48.51,44.67,8115600,8115600,0.56,1.17,48.24,"March 18, 24",0.0117,,,,,
2024-03-15,47.5,48.34,47.42,47.84,44.05,11847841,11847841,0.34,0.71579,47.775,"March 15, 24",0.0071579,,,,,
2024-03-14,47.93,48.08,47.23,47.61,43.84,7035300,7035300,-0.32,-0.66764,47.7125,"March 14, 24",-0.0066764,,,,,
2024-03-13,47.23,48.2,47.23,48.07,44.26,7598975,7598975,0.84,1.78,47.6825,"March 13, 24",0.0178,,,,,
2024-03-12,47.5,48.02,46.92,46.98,43.26,4942700,4942700,-0.52,-1.09,47.355,"March 12, 24",-0.0109,,,,,
2024-03-11,47.79,48.17,47.47,47.64,43.86,4644000,4644000,-0.15,-0.31387,47.7675,"March 11, 24",-0.0031387,,,,,
2024-03-08,47.99,48.38,47.6,48,44.2,4393413,4393413,0.01,0.02083767,47.9925,"March 08, 24",0.0002083767,,,,,
2024-03-07,47.86,49.21,47.85,47.99,44.19,9605709,9605709,0.135,0.27163,48.2275,"March 07, 24",0.0027163,,,,,
2024-03-06,46.81,47.46,46.43,47.1,43.37,8225434,8225434,0.29,0.61953,46.95,"March 06, 24",0.0061953,,,,,
2024-03-05,46.99,47.81,45.99,46.1,42.45,7625001,7625001,-0.89,-1.89,46.7225,"March 05, 24",-0.0189,,,,,
2024-03-04,44.59,46.97,44.49,46.7,43,9867900,9867900,2.11,4.73,45.6875,"March 04, 24",0.0473,,,,,
2024-03-01,46.85,47,44.17,44.79,41.24,13834334,13834334,-2.06,-4.4,45.7025,"March 01, 24",-0.044,,,,,
2024-02-29,48,48.22,47.44,47.83,44.04,9703600,9703600,-0.17,-0.35417,47.8725,"February 29, 24",-0.0035417,0.6675,0.6675,2024-01-26,2024-03-01,2024-03-20
2024-02-28,47.75,48.4,47.62,48.35,43.9,7247556,7247556,0.6,1.26,48.03,"February 28, 24",0.0126,,,,,
2024-02-27,46.92,47.81,46.66,47.79,43.39,6555523,6555523,0.87,1.85,47.295,"February 27, 24",0.0185,,,,,
2024-02-26,47.45,47.5,46.16,46.56,42.27,7000100,7000100,-0.89,-1.88,46.9175,"February 26, 24",-0.0188,,,,,
2024-02-23,45.75,48.04,45.75,47.86,43.45,11571006,11571006,2.11,4.61,46.85,"February 23, 24",0.0461,,,,,
2024-02-22,45.62,46.96,44.87,45.6,41.4,7675500,7675500,-0.02,-0.04384042,45.7625,"February 22, 24",-0.0004384042,,,,,
2024-02-21,45.67,46.32,45.33,46.29,42.03,4779361,4779361,0.62,1.36,45.9025,"February 21, 24",0.0136,,,,,
2024-02-20,45.84,46.37,45.31,45.35,41.18,4807996,4807996,-0.49,-1.07,45.7175,"February 20, 24",-0.0107,,,,,
2024-02-16,45.27,45.88,44.96,45.86,41.64,6185224,6185224,0.59,1.3,45.4925,"February 16, 24",0.013,,,,,
2024-02-15,45.04,45.86,44.92,45.49,41.3,4361903,4361903,0.45,0.99911,45.3275,"February 15, 24",0.0099911,,,,,
2024-02-14,44.48,44.96,44.16,44.86,40.73,3570300,3570300,0.38,0.85432,44.615,"February 14, 24",0.0085432,,,,,
2024-02-13,44.9,45.15,43.53,44.36,40.28,4106701,4106701,-0.54,-1.2,44.485,"February 13, 24",-0.012,,,,,
2024-02-12,44.72,45.41,44.57,45.22,41.06,3600908,3600908,0.5,1.12,44.98,"February 12, 24",0.0112,,,,,
2024-02-09,44.02,44.72,43.91,44.7,40.59,3145040,3145040,0.68,1.54,44.3375,"February 09, 24",0.0154,,,,,
2024-02-08,44.3,44.46,43.67,44.18,40.11,4033964,4033964,-0.12,-0.27088,44.1525,"February 08, 24",-0.0027088,,,,,
2024-02-07,45.43,45.43,44.34,44.49,40.4,4481061,4481061,-0.94,-2.07,44.9225,"February 07, 24",-0.0207,,,,,
2024-02-06,44.51,45.27,44.34,45.09,40.94,4070741,4070741,0.58,1.3,44.8025,"February 06, 24",0.013,,,,,
2024-02-05,45.06,45.27,44.64,44.69,40.58,3683717,3683717,-0.37,-0.82113,44.915,"February 05, 24",-0.0082113,,,,,
2024-02-02,46.2,46.47,45.16,45.64,41.44,3650000,3650000,-0.56,-1.21,45.8675,"February 02, 24",-0.0121,,,,,
2024-02-01,45.59,46.72,45.4,46.68,42.38,4581900,4581900,1.09,2.39,46.0975,"February 01, 24",0.0239,,,,,
2024-01-31,46.05,46.35,45.48,45.72,41.51,6600744,6600744,-0.33,-0.71661,45.9,"January 31, 24",-0.0071661,,,,,
2024-01-30,45.42,46.05,45.1,45.74,41.53,4144732,4144732,0.32,0.70454,45.5775,"January 30, 24",0.0070454,,,,,
2024-01-29,45.46,45.83,45.02,45.43,41.25,3338796,3338796,-0.03,-0.06599208,45.435,"January 29, 24",-0.0006599208,,,,,
2024-01-26,45.3,45.75,45.24,45.56,41.37,4511800,4511800,0.26,0.57395,45.4625,"January 26, 24",0.0057395,,,,,
2024-01-25,44.72,45.22,44.43,45.19,41.03,3985818,3985818,0.47,1.05,44.89,"January 25, 24",0.0105,,,,,
2024-01-24,45.12,45.27,44.04,44.15,40.09,5693426,5693426,-0.97,-2.15,44.645,"January 24, 24",-0.0215,,,,,
2024-01-23,45.17,45.31,44.55,44.8,40.68,5496700,5496700,-0.37,-0.81913,44.9575,"January 23, 24",-0.0081913,,,,,
2024-01-22,45.41,45.85,45.02,45.07,40.92,4414000,4414000,-0.34,-0.74873,45.3375,"January 22, 24",-0.0074873,,,,,
2024-01-19,45.56,45.57,44.93,45.32,41.15,4233301,4233301,-0.24,-0.52678,45.345,"January 19, 24",-0.0052678,,,,,
2024-01-18,45.91,46.05,44.93,45.48,41.29,5408300,5408300,-0.43,-0.93662,45.5925,"January 18, 24",-0.0093662,,,,,
2024-01-17,46.35,47.04,45.58,46.17,41.92,4891503,4891503,-0.18,-0.38835,46.285,"January 17, 24",-0.0038835,,,,,
2024-01-16,47.1,47.32,46.5,46.76,42.46,6915300,6915300,-0.34,-0.72187,46.92,"January 16, 24",-0.0072187,,,,,
2024-01-12,47.52,47.87,47,47.33,42.97,4734393,4734393,-0.19,-0.39983,47.43,"January 12, 24",-0.0039983,,,,,
2024-01-11,47.8,47.91,46.75,47.11,42.77,4629474,4629474,-0.69,-1.44,47.3925,"January 11, 24",-0.0144,,,,,
2024-01-10,48.25,48.31,47.88,47.93,43.52,3223967,3223967,-0.32,-0.66321,48.0925,"January 10, 24",-0.0066321,,,,,
2024-01-09,48.54,48.82,48.17,48.28,43.84,4618704,4618704,-0.26,-0.53564,48.4525,"January 09, 24",-0.0053564,,,,,
2024-01-08,48.94,49.37,48.63,49.01,44.5,4093227,4093227,0.07,0.14303,48.9875,"January 08, 24",0.0014303,,,,,
2024-01-05,48.07,49.08,47.75,49.04,44.53,3738776,3738776,0.97,2.02,48.485,"January 05, 24",0.0202,,,,,
2024-01-04,48.53,48.54,48.05,48.2,43.76,3525006,3525006,-0.33,-0.67999,48.33,"January 04, 24",-0.0067999,,,,,
2024-01-03,48.3,48.62,47.63,48.43,43.97,4674427,4674427,0.13,0.26915,48.245,"January 03, 24",0.0026915,,,,,
2024-01-02,46.83,49.07,46.76,48.51,44.05,4915900,4915900,1.68,3.59,47.7925,"January 02, 24",0.0359,,,,,
2023-12-29,46.74,47.1,46.63,47,42.67,3644371,3644371,0.26,0.55627,46.8675,"December 29, 23",0.0055627,,,,,
2023-12-28,46.38,47.22,46.18,47.06,42.73,3463900,3463900,0.68,1.47,46.71,"December 28, 23",0.0147,,,,,
2023-12-27,46.95,47.03,46.3,46.51,42.23,4231399,4231399,-0.44,-0.93717,46.6975,"December 27, 23",-0.0093717,,,,,
2023-12-26,46.79,47.26,46.63,47.05,42.72,3369234,3369234,0.26,0.55567,46.9325,"December 26, 23",0.0055567,,,,,
2023-12-22,47.07,47.77,46.76,46.8,42.49,4624485,4624485,-0.27,-0.57361,47.1,"December 22, 23",-0.0057361,,,,,
2023-12-21,47.31,47.4,46.34,46.75,42.45,4829205,4829205,-0.56,-1.18,46.95,"December 21, 23",-0.0118,,,,,
2023-12-20,48.14,48.27,47.16,47.18,42.84,7004943,7004943,-0.96,-1.99,47.6875,"December 20, 23",-0.0199,,,,,
2023-12-19,48.28,48.63,47.95,48.01,43.59,5148346,5148346,-0.27,-0.55924,48.2175,"December 19, 23",-0.0055924,,,,,
2023-12-18,48.72,48.97,48.09,48.18,43.75,7526314,7526314,-0.54,-1.11,48.49,"December 18, 23",-0.0111,,,,,
2023-12-15,48.79,49.38,48.06,48.48,44.02,8031028,8031028,-0.31,-0.63538,48.6775,"December 15, 23",-0.0063538,,,,,
2023-12-14,50.04,50.7,48.98,49.16,44.64,6679610,6679610,-0.88,-1.76,49.72,"December 14, 23",-0.0176,,,,,
2023-12-13,47.56,49.55,47.16,49.47,44.92,5543000,5543000,1.91,4.02,48.435,"December 13, 23",0.0402,,,,,
2023-12-12,47.68,47.68,47.06,47.65,43.26,6744700,6744700,-0.03,-0.06291946,47.5175,"December 12, 23",-0.0006291946,,,,,
2023-12-11,47.31,47.82,47.16,47.65,43.26,6805238,6805238,0.34,0.71866,47.485,"December 11, 23",0.0071866,,,,,
2023-12-08,47.37,47.6,47.18,47.49,43.12,6508835,6508835,0.12,0.25332,47.41,"December 08, 23",0.0025332,,,,,
2023-12-07,47.49,47.58,46.96,47.24,42.89,5641000,5641000,-0.25,-0.52643,47.3175,"December 07, 23",-0.0052643,,,,,
2023-12-06,46.6,47.59,46.51,47.26,42.91,7733643,7733643,0.66,1.42,46.99,"December 06, 23",0.0142,,,,,
2023-12-05,46.21,46.48,45.35,46.32,42.06,7371400,7371400,0.11,0.23804,46.09,"December 05, 23",0.0023804,,,,,
2023-12-04,46.09,46.66,45.7,46.13,41.88,6342845,6342845,0.04,0.08678672,46.145,"December 04, 23",0.0008678672,,,,,
2023-12-01,45.44,46.73,45.37,46.67,42.37,5664610,5664610,1.23,2.71,46.0525,"December 01, 23",0.0271,,,,,
2023-11-30,46.08,46.25,45.21,45.34,41.17,8814261,8814261,-0.74,-1.61,45.72,"November 30, 23",-0.0161,0.6675,0.6675,2023-11-02,2023-12-01,2023-12-20
2023-11-29,46.91,47.32,46.61,46.73,41.82,4859800,4859800,-0.18,-0.38371,46.8925,"November 29, 23",-0.0038371,,,,,
2023-11-28,46.83,47.41,46.63,47,42.06,3582200,3582200,0.17,0.36302,46.9675,"November 28, 23",0.0036302,,,,,
2023-11-27,46.85,47.11,46.43,46.91,41.98,4418600,4418600,0.06,0.12807,46.825,"November 27, 23",0.0012807,,,,,
2023-11-24,46.65,47.13,46.35,46.96,42.03,1650334,1650334,0.31,0.66452,46.7725,"November 24, 23",0.0066452,,,,,
2023-11-22,46.6,46.72,45.86,46.65,41.75,2685212,2685212,0.05,0.1073,46.4575,"November 22, 23",0.001073,,,,,
2023-11-21,46.52,46.7,46.1,46.42,41.54,4005460,4005460,-0.1,-0.21496,46.435,"November 21, 23",-0.0021496,,,,,
2023-11-20,46.55,46.83,45.88,46.41,41.53,4473437,4473437,-0.14,-0.30075,46.4175,"November 20, 23",-0.0030075,,,,,
2023-11-17,47.31,47.35,46.4,46.76,41.85,5251102,5251102,-0.55,-1.16,46.955,"November 17, 23",-0.0116,,,,,
2023-11-16,47.49,47.83,46.66,46.87,41.95,6723019,6723019,-0.62,-1.31,47.2125,"November 16, 23",-0.0131,,,,,
2023-11-15,46.43,47.69,46.15,47.23,42.27,7506645,7506645,0.8,1.72,46.875,"November 15, 23",0.0172,,,,,
2023-11-14,45.64,46.66,45.57,46.49,41.61,6285517,6285517,0.85,1.86,46.09,"November 14, 23",0.0186,,,,,
2023-11-13,44.95,44.99,44.25,44.53,39.85,4715000,4715000,-0.42,-0.93437,44.68,"November 13, 23",-0.0093437,,,,,
2023-11-10,45.21,45.39,44.51,44.96,40.24,3995061,3995061,-0.25,-0.55298,45.0175,"November 10, 23",-0.0055298,,,,,
2023-11-09,45.94,46.28,44.6,44.87,40.16,6288900,6288900,-1.07,-2.33,45.4225,"November 09, 23",-0.0233,,,,,
2023-11-08,45.33,46.01,45,45.94,41.11,12275500,12275500,0.61,1.35,45.57,"November 08, 23",0.0135,,,,,
2023-11-07,45.57,46,45.28,45.58,40.79,9494700,9494700,0.01,0.02194426,45.6075,"November 07, 23",0.0002194426,,,,,
2023-11-06,44.01,45.8,43.95,45.59,40.8,13464602,13464602,1.58,3.59,44.8375,"November 06, 23",0.0359,,,,,
2023-11-03,42.59,44.04,41.16,43.61,39.03,14830616,14830616,1.02,2.39,42.85,"November 03, 23",0.0239,,,,,
2023-11-02,40.58,41.25,40.44,41.08,36.76,8291749,8291749,0.5,1.23,40.8375,"November 02, 23",0.0123,,,,,
2023-11-01,40.31,40.53,39.44,40.22,35.99,5950439,5950439,-0.09,-0.22327,40.125,"November 01, 23",-0.0022327,,,,,
2023-10-31,40.14,40.36,39.54,40.32,36.08,8996000,8996000,0.18,0.44843,40.09,"October 31, 23",0.0044843,,,,,
2023-10-30,40.23,40.67,39.7,40,35.8,5347000,5347000,-0.23,-0.57171,40.15,"October 30, 23",-0.0057171,,,,,
2023-10-27,40.76,40.84,40,40.08,35.87,4602918,4602918,-0.68,-1.67,40.42,"October 27, 23",-0.0167,,,,,
2023-10-26,40.46,41.36,40.46,40.97,36.67,6863811,6863811,0.51,1.26,40.8125,"October 26, 23",0.0126,,,,,
2023-10-25,40.11,40.63,39.6,40.54,36.28,6750500,6750500,0.43,1.07,40.22,"October 25, 23",0.0107,,,,,
2023-10-24,40,40.5,39.7,40.35,36.11,7758941,7758941,0.35,0.875,40.1375,"October 24, 23",0.00875,,,,,
2023-10-23,39.43,40.19,39.18,39.53,35.38,6404042,6404042,0.1,0.25361,39.5825,"October 23, 23",0.0025361,,,,,
2023-10-20,40.6,41.03,40.01,40.02,35.82,5447515,5447515,-0.58,-1.43,40.415,"October 20, 23",-0.0143,,,,,
2023-10-19,40.5,41.31,40.19,40.64,36.37,6497128,6497128,0.14,0.34568,40.66,"October 19, 23",0.0034568,,,,,
2023-10-18,41.78,41.98,40.66,40.76,36.48,7986639,7986639,-1.02,-2.44,41.295,"October 18, 23",-0.0244,,,,,
2023-10-17,41.83,42.63,41.56,41.91,37.51,4615312,4615312,0.08,0.19125,41.9825,"October 17, 23",0.0019125,,,,,
2023-10-16,41.97,42.36,40.98,42.22,37.78,6253414,6253414,0.25,0.59566,41.8825,"October 16, 23",0.0059566,,,,,
2023-10-13,41.7,42.43,41.6,41.88,37.48,5534900,5534900,0.18,0.43165,41.9025,"October 13, 23",0.0043165,,,,,
2023-10-12,42.68,42.82,41.35,41.55,37.18,4853733,4853733,-1.13,-2.65,42.1,"October 12, 23",-0.0265,,,,,
2023-10-11,42.86,43.07,42.28,42.96,38.45,3227520,3227520,0.105,0.23332,42.7925,"October 11, 23",0.0023332,,,,,
2023-10-10,42.31,42.85,41.97,42.59,38.12,6391700,6391700,0.28,0.66178,42.43,"October 10, 23",0.0066178,,,,,
2023-10-09,41.53,42.19,41.27,42.18,37.75,5562890,5562890,0.65,1.57,41.7925,"October 09, 23",0.0157,,,,,
2023-10-06,40.52,41.88,39.24,41.7,37.32,7236600,7236600,1.19,2.91,40.835,"October 06, 23",0.0291,,,,,
2023-10-05,41.81,41.85,40.28,40.98,36.67,8615938,8615938,-0.83,-1.99,41.23,"October 05, 23",-0.0199,,,,,
2023-10-04,42.51,42.89,41.74,41.97,37.56,6008528,6008528,-0.54,-1.27,42.2775,"October 04, 23",-0.0127,,,,,
2023-10-03,41.74,42.75,41.2,42.47,38.01,10466416,10466416,0.73,1.75,42.04,"October 03, 23",0.0175,,,,,
2023-10-02,44.5,44.55,41.88,42.31,37.86,8691900,8691900,-2.19,-4.92,43.31,"October 02, 23",-0.0492,,,,,
2023-09-29,44.59,45.19,44.21,44.67,39.98,5903916,5903916,0.08,0.17941,44.665,"September 29, 23",0.0017941,,,,,
2023-09-28,45.77,45.87,44.08,44.14,39.5,5110522,5110522,-1.63,-3.56,44.965,"September 28, 23",-0.0356,,,,,
2023-09-27,46,46.04,44.87,45.46,40.68,7536700,7536700,-0.54,-1.17,45.5925,"September 27, 23",-0.0117,,,,,
2023-09-26,47.88,48,46.02,46.06,41.22,6859203,6859203,-1.82,-3.8,46.99,"September 26, 23",-0.038,,,,,
2023-09-25,47.49,47.94,46.86,47.91,42.88,5519702,5519702,0.42,0.8844,47.55,"September 25, 23",0.008844,,,,,
2023-09-22,47.25,47.81,47.25,47.75,42.73,5634825,5634825,0.5,1.06,47.515,"September 22, 23",0.0106,,,,,
2023-09-21,47.76,47.92,47.04,47.39,42.41,4219676,4219676,-0.37,-0.77471,47.5275,"September 21, 23",-0.0077471,,,,,
2023-09-20,48.15,48.94,47.74,47.97,42.93,4795376,4795376,-0.18,-0.37383,48.2,"September 20, 23",-0.0037383,,,,,
2023-09-19,48.6,48.7,47.82,47.85,42.82,4185438,4185438,-0.75,-1.54,48.2425,"September 19, 23",-0.0154,,,,,
2023-09-18,48.57,48.9,48.1,48.63,43.52,4071974,4071974,0.06,0.12353,48.55,"September 18, 23",0.0012353,,,,,
2023-09-15,48.34,48.95,48.24,48.47,43.38,7657535,7657535,0.13,0.26893,48.5,"September 15, 23",0.0026893,,,,,
2023-09-14,48.25,48.53,47.94,48.51,43.41,5719801,5719801,0.26,0.53886,48.3075,"September 14, 23",0.0053886,,,,,
2023-09-13,47.4,48.04,47.14,47.75,42.73,4611600,4611600,0.35,0.7384,47.5825,"September 13, 23",0.007384,,,,,
2023-09-12,47.47,47.71,46.99,47.57,42.57,3871819,3871819,0.1,0.21066,47.435,"September 12, 23",0.0021066,,,,,
2023-09-11,46.82,47.38,46.74,47.3,42.33,6339550,6339550,0.48,1.03,47.06,"September 11, 23",0.0103,,,,,
2023-09-08,46.08,47.15,45.77,47.12,42.17,6541103,6541103,1.04,2.26,46.53,"September 08, 23",0.0226,,,,,
2023-09-07,46.28,46.64,45.79,46.03,41.19,7001680,7001680,-0.25,-0.54019,46.185,"September 07, 23",-0.0054019,,,,,
2023-09-06,46.63,46.76,45.84,45.95,41.12,10714900,10714900,-0.68,-1.46,46.295,"September 06, 23",-0.0146,,,,,
2023-09-05,47.84,47.92,46.41,46.79,41.87,5914500,5914500,-1.05,-2.19,47.24,"September 05, 23",-0.0219,,,,,
2023-09-01,48.81,49.14,47.5,47.88,42.85,4087565,4087565,-0.93,-1.91,48.3325,"September 01, 23",-0.0191,,,,,
2023-08-31,49.18,49.57,48.53,48.54,43.44,5234542,5234542,-0.64,-1.3,48.955,"August 31, 23",-0.013,0.6675,0.6675,2023-08-02,2023-09-01,2023-09-20
2023-08-30,49.5,49.69,49.05,49.5,43.7,3141600,3141600,0,0,49.435,"August 30, 23",0,,,,,
2023-08-29,49.13,49.6,48.83,49.56,43.75,3571702,3571702,0.43,0.87523,49.28,"August 29, 23",0.0087523,,,,,
2023-08-28,48.71,49.01,48.37,48.93,43.2,4312829,4312829,0.22,0.45165,48.755,"August 28, 23",0.0045165,,,,,
2023-08-25,48.17,48.85,48.01,48.52,42.83,3342688,3342688,0.35,0.72659,48.3875,"August 25, 23",0.0072659,,,,,
2023-08-24,47.64,48.63,47.6,48.07,42.44,3680413,3680413,0.43,0.9026,47.985,"August 24, 23",0.009026,,,,,
2023-08-23,47.9,48.09,47.41,47.8,42.2,2660704,2660704,-0.1,-0.20877,47.8,"August 23, 23",-0.0020877,,,,,
2023-08-22,48.04,48.12,47.63,47.8,42.2,2560860,2560860,-0.24,-0.49958,47.8975,"August 22, 23",-0.0049958,,,,,
2023-08-21,48.17,48.26,47.5,48.12,42.48,3412200,3412200,-0.05,-0.1038,48.0125,"August 21, 23",-0.001038,,,,,
2023-08-18,48,48.61,47.97,48.43,42.76,6942700,6942700,0.43,0.89583,48.2525,"August 18, 23",0.0089583,,,,,
2023-08-17,47.94,48.84,47.84,48.09,42.46,2842200,2842200,0.15,0.31289,48.1775,"August 17, 23",0.0031289,,,,,
2023-08-16,47.96,48.41,47.85,48.08,42.45,3269414,3269414,0.12,0.25021,48.075,"August 16, 23",0.0025021,,,,,
2023-08-15,48.53,48.54,47.74,47.8,42.2,4092300,4092300,-0.73,-1.5,48.1525,"August 15, 23",-0.015,,,,,
2023-08-14,49.59,49.65,48.48,48.99,43.25,3670730,3670730,-0.6,-1.21,49.1775,"August 14, 23",-0.0121,,,,,
2023-08-11,50,50.31,49.49,49.59,43.78,5298435,5298435,-0.41,-0.82,49.8475,"August 11, 23",-0.0082,,,,,
2023-08-10,49.9,50.28,49.53,49.88,44.04,3672426,3672426,-0.02,-0.04008016,49.8975,"August 10, 23",-0.0004008016,,,,,
2023-08-09,49.17,50.2,49.04,49.69,43.87,4198344,4198344,0.52,1.06,49.525,"August 09, 23",0.0106,,,,,
2023-08-08,49.16,49.28,48.32,49.27,43.5,6304113,6304113,0.11,0.22376,49.0075,"August 08, 23",0.0022376,,,,,
2023-08-07,49.29,49.7,48.97,49.14,43.38,4680556,4680556,-0.15,-0.30432,49.275,"August 07, 23",-0.0030432,,,,,
2023-08-04,50.85,51.07,48.63,49.21,43.44,6668700,6668700,-1.64,-3.23,49.94,"August 04, 23",-0.0323,,,,,
2023-08-03,52.1,52.24,50.63,50.74,44.79,4777862,4777862,-1.36,-2.61,51.4275,"August 03, 23",-0.0261,,,,,
2023-08-02,52.25,52.86,52.08,52.34,46.21,3649825,3649825,0.09,0.17225,52.3825,"August 02, 23",0.0017225,,,,,
